
[00:00:00.000 --> 00:00:02.840]  不知道大家有沒有種植的經驗呢?
[00:00:02.840 --> 00:00:03.680]  我就有
[00:00:03.680 --> 00:00:07.880]  不過我成功的種植經驗是寥寥可數
[00:00:07.880 --> 00:00:10.840]  不過我知道在座很多是種植高手
[00:00:10.840 --> 00:00:11.440]  為什麼呢?
[00:00:11.440 --> 00:00:15.600]  很多時候大家有收成的時候
[00:00:15.600 --> 00:00:17.480]  我都會拿到一點
[00:00:17.480 --> 00:00:18.680]  所以多謝大家
[00:00:18.680 --> 00:00:22.040]  但是無論你有沒有種植的經驗呢
[00:00:22.040 --> 00:00:25.040]  今天的經明的故事
[00:00:25.040 --> 00:00:28.840]  就是講到關於這個殺種和收成
[00:00:28.840 --> 00:00:30.600]  無論我們有沒有這個經驗
[00:00:30.600 --> 00:00:33.400]  但是我們都可以在這個比喻
[00:00:33.400 --> 00:00:34.720]  這個故事裡面
[00:00:34.720 --> 00:00:37.320]  學到一些很重要的屬靈功課
[00:00:37.320 --> 00:00:39.520]  請我們一起看看
[00:00:39.520 --> 00:00:41.320]  今天的故事一開始的時候
[00:00:41.320 --> 00:00:45.920]  第一幕就是耶穌仍然是有大班的人圍著祂
[00:00:45.920 --> 00:00:49.000]  那個地方就在海邊那裡
[00:00:49.000 --> 00:00:50.920]  就很多人
[00:00:50.920 --> 00:00:52.720]  很多人都逼著耶穌
[00:00:52.720 --> 00:00:55.520]  耶穌就要上去一艘船那裡
[00:00:55.520 --> 00:00:58.000]  然後距離岸一點點
[00:00:58.000 --> 00:01:02.560]  才可以坐下來講教訓
[00:01:02.560 --> 00:01:05.000]  我想大家想象一下
[00:01:05.000 --> 00:01:08.080]  如果你是當時群眾裡面的一個
[00:01:08.080 --> 00:01:13.280]  就老遠走到耶穌那裡去聽祂的教訓
[00:01:13.280 --> 00:01:14.880]  很辛苦很辛苦
[00:01:14.880 --> 00:01:19.120]  才逼到過去坐在第一排的頭位
[00:01:19.120 --> 00:01:23.320]  我相信你這麼辛苦去到那個地方
[00:01:23.320 --> 00:01:24.800]  然後可以坐到那個位
[00:01:24.800 --> 00:01:27.800]  我相信一定是很大的期望
[00:01:27.800 --> 00:01:30.560]  究竟耶穌會說些什麼呢
[00:01:30.560 --> 00:01:31.360]  好
[00:01:31.360 --> 00:01:34.880]  真是落足心機去聽耶穌會說些什麼
[00:01:34.880 --> 00:01:35.760]  那耶穌說什麼呢
[00:01:35.760 --> 00:01:38.840]  耶穌說的就是記載第三到第九節
[00:01:38.840 --> 00:01:40.840]  簡單來講
[00:01:40.840 --> 00:01:43.640]  這個比喻就是講到四種的泥土
[00:01:43.640 --> 00:01:45.600]  當種子落到不同的泥土的時候
[00:01:45.600 --> 00:01:48.880]  就有不同的生長的機會
[00:01:48.880 --> 00:01:49.800]  很簡單是不是
[00:01:49.800 --> 00:01:51.400]  我想問問大家
[00:01:51.400 --> 00:01:54.160]  你這麼辛苦坐到頭一排
[00:01:54.160 --> 00:01:57.960]  聽完耶穌這個信息這個故事之後
[00:01:57.960 --> 00:02:00.640]  你的感覺是怎麼樣
[00:02:00.640 --> 00:02:01.800]  比我呢
[00:02:01.800 --> 00:02:03.680]  我有點失望老實說
[00:02:03.680 --> 00:02:04.320]  為什麼呢
[00:02:04.320 --> 00:02:04.840]  沒錯
[00:02:04.840 --> 00:02:09.800]  耶穌所說的是一個很有道理的東西
[00:02:09.800 --> 00:02:11.040]  但是
[00:02:11.040 --> 00:02:12.840]  我不需要一個專家都明白
[00:02:12.840 --> 00:02:18.600]  剛才耶穌這個比喻裡面所說的事實
[00:02:18.600 --> 00:02:19.440]  還有
[00:02:19.440 --> 00:02:20.520]  如果大家想一想
[00:02:20.520 --> 00:02:22.320]  耶穌的老本行是什麼
[00:02:22.320 --> 00:02:24.840]  耶穌的老本行是木匠
[00:02:24.840 --> 00:02:26.640]  祂不是耕種的
[00:02:26.640 --> 00:02:28.800]  如果我們說回祂專業的知識的時候
[00:02:28.800 --> 00:02:29.560]  祂應該說什麼
[00:02:29.560 --> 00:02:31.080]  說木工是不是
[00:02:31.080 --> 00:02:34.280]  祂不應該說耕種的
[00:02:34.280 --> 00:02:36.120]  究竟這個故事
[00:02:36.120 --> 00:02:39.640]  為什麼耶穌要說殺種和修成呢
[00:02:39.640 --> 00:02:40.320]  不是
[00:02:40.320 --> 00:02:41.600]  你看回這個經文
[00:02:41.600 --> 00:02:43.280]  經文的第二節不是說得很清楚嗎
[00:02:43.280 --> 00:02:46.120]  耶穌用這個只不過是一個比喻而已
[00:02:46.120 --> 00:02:47.200]  沒錯
[00:02:47.200 --> 00:02:49.040]  耶穌說得很清楚這個比喻
[00:02:49.040 --> 00:02:50.800]  但是我想大家留意
[00:02:50.800 --> 00:02:54.360]  是這個福音書的作者馬可
[00:02:54.360 --> 00:02:57.480]  在事後加進去的一個註腳
[00:02:57.480 --> 00:02:59.880]  讓經文更加的清晰
[00:02:59.880 --> 00:03:01.400]  但是如果我們看回經文的時候
[00:03:01.400 --> 00:03:03.520]  耶穌在這個比喻裡面的前後
[00:03:03.520 --> 00:03:06.000]  其實都有一句話
[00:03:06.000 --> 00:03:06.840]  什麼話
[00:03:06.840 --> 00:03:07.920]  一開始的時候就說
[00:03:07.920 --> 00:03:09.360]  你們聽
[00:03:09.360 --> 00:03:10.640]  完結了這個比喻之後就說
[00:03:10.640 --> 00:03:13.720]  有耳可聽的就應當聽
[00:03:13.720 --> 00:03:14.200]  是不是
[00:03:14.200 --> 00:03:17.640]  兩句話中間都結合了這個比喻
[00:03:17.640 --> 00:03:19.080]  那麼很明顯
[00:03:19.080 --> 00:03:21.480]  這個比喻是一個什麼
[00:03:21.480 --> 00:03:24.400]  很重要的訊息
[00:03:24.400 --> 00:03:27.160]  耶穌就用這個你們聽
[00:03:27.160 --> 00:03:31.680]  來很嚴肅的指出
[00:03:31.680 --> 00:03:35.240]  這個訊息是一個很重要的訊息
[00:03:35.240 --> 00:03:37.080]  你們聽的時候千萬不要錯失
[00:03:37.080 --> 00:03:40.160]  裡面的真正意思
[00:03:40.160 --> 00:03:43.680]  所以如果這個訊息並不是說到殺種
[00:03:43.680 --> 00:03:45.400]  也不是說到修成的時候
[00:03:45.400 --> 00:03:48.160]  那麼究竟這個比喻背後的真正訊息
[00:03:48.160 --> 00:03:51.200]  是什麼呢
[00:03:51.200 --> 00:03:53.680]  那麼耶穌有沒有將這個比喻
[00:03:53.680 --> 00:03:57.760]  那個真正的意思說出來呢
[00:03:57.760 --> 00:03:58.720]  是沒有的
[00:03:58.720 --> 00:04:00.800]  如果我們看第十節的時候說到
[00:04:00.800 --> 00:04:04.480]  當門徒他們也不明白這個比喻
[00:04:04.480 --> 00:04:06.200]  所以當沒有人的時候
[00:04:06.200 --> 00:04:15.560]  那麼他們這幫門徒就問耶穌
[00:04:15.560 --> 00:04:17.800]  這個比喻究竟指出什麼呢
[00:04:17.800 --> 00:04:19.480]  換言之
[00:04:19.480 --> 00:04:21.440]  耶穌說這個比喻
[00:04:21.440 --> 00:04:26.480]  其實是沒有說到比喻的意思
[00:04:26.480 --> 00:04:29.680]  就像我跟大家說一個謎語
[00:04:29.680 --> 00:04:32.080]  不過沒有謎底的
[00:04:32.080 --> 00:04:33.520]  好像這樣的情況
[00:04:33.520 --> 00:04:34.200]  我想問問大家
[00:04:34.200 --> 00:04:35.640]  不知道大家有沒有玩過
[00:04:35.640 --> 00:04:40.040]  最近一個熱片網絡的一個軟件
[00:04:40.040 --> 00:04:42.440]  是一個智能聊天軟件
[00:04:42.440 --> 00:04:44.920]  叫做ChatGPT
[00:04:44.920 --> 00:04:46.920]  不知道大家有沒有玩過這個軟件呢
[00:04:46.920 --> 00:04:49.680]  我聽說這個軟件破紀錄
[00:04:49.680 --> 00:04:51.680]  可以在短短的五天之內
[00:04:51.680 --> 00:04:54.680]  就籌集了一百萬的用戶登記
[00:04:54.680 --> 00:04:55.920]  破紀錄
[00:04:55.920 --> 00:04:57.880]  我聽了之後說這麼厲害
[00:04:57.880 --> 00:04:59.520]  好我就試試它的威力
[00:04:59.520 --> 00:05:01.680]  我就打了一個
[00:05:01.680 --> 00:05:04.160]  打了一個什麼
[00:05:04.160 --> 00:05:07.440]  我就打了沒有謎底的謎語
[00:05:07.440 --> 00:05:09.080]  看看這個軟件怎麼來的
[00:05:09.080 --> 00:05:12.520]  大家猜猜它怎麼回答
[00:05:12.520 --> 00:05:13.560]  很快我按進去的時候
[00:05:13.560 --> 00:05:14.800]  它馬上彈出來
[00:05:14.800 --> 00:05:16.960]  什麼謎語沒有謎底
[00:05:16.960 --> 00:05:18.680]  答案
[00:05:18.680 --> 00:05:19.960]  這個謎語
[00:05:19.960 --> 00:05:22.840]  這個答覆很有智慧
[00:05:22.840 --> 00:05:24.360]  真的很有智慧
[00:05:24.360 --> 00:05:26.200]  不過 對不起
[00:05:26.200 --> 00:05:30.640]  在耶穌的年代沒有這個軟件
[00:05:30.640 --> 00:05:33.040]  所以人們聽完這個比喻之後
[00:05:33.040 --> 00:05:36.360]  究竟耶穌說了什麼
[00:05:36.360 --> 00:05:40.240]  還有為什麼耶穌不將這個比喻的真正意思
[00:05:40.240 --> 00:05:41.960]  跟人們說呢
[00:05:41.960 --> 00:05:44.440]  答案在第十一到第十二節
[00:05:44.440 --> 00:05:45.440]  耶穌就跟他們說
[00:05:45.440 --> 00:05:47.640]  神的對門徒說
[00:05:47.640 --> 00:05:50.240]  神國的奧秘只叫你們知道
[00:05:50.240 --> 00:05:52.280]  你們就是跟隨耶穌的門徒
[00:05:52.280 --> 00:05:53.720]  如果是對外人說的時候
[00:05:53.720 --> 00:05:55.680]  凡事就用比喻
[00:05:55.680 --> 00:05:56.440]  為什麼
[00:05:56.440 --> 00:06:00.640]  叫他們看見卻不曉得
[00:06:00.640 --> 00:06:03.640]  聽見卻不明白
[00:06:03.640 --> 00:06:05.760]  恐怕他們會迴轉過來
[00:06:05.760 --> 00:06:07.200]  就得赦免
[00:06:07.200 --> 00:06:09.520]  這句話其實引至幾百
[00:06:09.520 --> 00:06:12.720]  在耶穌年代幾百年之前的一個先知以塞亞
[00:06:12.720 --> 00:06:14.000]  以塞亞就是這麼說的
[00:06:14.000 --> 00:06:16.720]  他跟百姓說
[00:06:16.720 --> 00:06:18.080]  你去告訴這百姓說
[00:06:18.080 --> 00:06:21.160]  你們聽事要聽見卻不明白
[00:06:21.160 --> 00:06:22.760]  看事要看見卻不曉得
[00:06:22.760 --> 00:06:25.200]  要使這百姓心矇之猶
[00:06:25.200 --> 00:06:27.120]  耳朵發愁眼睛昏迷
[00:06:27.120 --> 00:06:28.000]  恐怕什麼
[00:06:28.000 --> 00:06:30.440]  眼睛看見耳朵聽見心裡明白
[00:06:30.440 --> 00:06:33.400]  迴轉過來便得意志
[00:06:33.400 --> 00:06:35.760]  這兩節的經文其實
[00:06:35.760 --> 00:06:39.120]  可以說是困擾著歷世歷代的信徒
[00:06:39.120 --> 00:06:41.080]  嘩 有沒有搞錯
[00:06:41.080 --> 00:06:46.280]  是不是說神刻意地將一些人
[00:06:46.280 --> 00:06:49.600]  拒於福音的門外呢
