
[00:00:00.000 --> 00:00:07.000]  靜姐妹好,讓我們在聽主的悼意先,讓我們同心禱告,讓我們一起同心低頭禱告。
[00:00:07.000 --> 00:00:16.000]  慈悲的父神,多謝祢讓我們再次回到祢的聖殿當中,與宗弟兄姊妹一同仰望在祢的面前。
[00:00:16.000 --> 00:00:22.000]  求祢讓我們再次可以打開祢的說話的時候,讓祢所賜的聖靈再次幫助我們,
[00:00:22.000 --> 00:00:30.000]  無論聽的,說的,都能夠同蒙恩福,明白聖經當中的意義,當中的啟示,
[00:00:30.000 --> 00:00:36.000]  重新激起我們每一個信徒,能夠去侍奉更驚險到日的生命。
[00:00:36.000 --> 00:00:42.000]  求祢讓我們同在,因為只有祢才能夠幫助我們生命得以更新變化。
[00:00:42.000 --> 00:00:49.000]  求祢也讓我們能夠在整個聽道的過程當中,更加謙卑信服在祢的教導。
[00:00:49.000 --> 00:00:55.000]  我們同心禱告,感恩奉靠主耶穌基督得勝的名字而求。阿們。
[00:01:20.000 --> 00:01:29.000]  在講這段聖經之前,我想和大家一起分享,我一次和一個弟兄自己的交談裡面,
[00:01:29.000 --> 00:01:36.000]  談及到他人生當中有些什麼東西的學習,可以真是他終身受用的呢?
[00:01:36.000 --> 00:01:43.000]  那我就問他,其實你人生當中都有很多的經歷,你其實都做過很多不同的行業,
[00:01:43.000 --> 00:01:51.000]  其實什麼時間才能夠最肯定,成為你一生最有功效的功課呢?
[00:01:51.000 --> 00:01:57.000]  他二話不說就馬上和我分享到,他說不是在我工作的時候,
[00:01:57.000 --> 00:02:04.000]  雖然我做過很多的行業,但是能夠奠定在我人生當中一個很重要的功課,
[00:02:04.000 --> 00:02:07.000]  卻是當我仍然在讀中學的時候。
[00:02:07.000 --> 00:02:14.000]  我說,哇,在中學的時候就可以幫到你這麼重要的功課,那不妨就分享給我認識一下,
[00:02:14.000 --> 00:02:22.000]  讓我可以學習一下,從而可以使我的生命有一些鞏固,更加的豐富。
[00:02:22.000 --> 00:02:26.000]  他就說,他在年輕的時候,特別是在讀中學的時候,
[00:02:26.000 --> 00:02:33.000]  每一個學生都要在學校參加一些社團活動,不知道大家有沒有這樣的經驗。
[00:02:33.000 --> 00:02:43.000]  他說,他當時所讀的學校,每一個學生都要規定至少要參加一項的社團的服務,
[00:02:43.000 --> 00:02:49.000]  特別無論在外面的也好,或者在學校裡面所辦的也好,都沒有所謂的,
[00:02:49.000 --> 00:02:52.000]  只需要你參加其中一樣就可以了。
[00:02:52.000 --> 00:02:56.000]  他說,但是他真的想不到自己有什麼的才幹,
[00:02:56.000 --> 00:03:00.000]  但是有一樣東西他很喜歡的,就是音樂,有沒有人喜歡音樂?
[00:03:00.000 --> 00:03:08.000]  我也很喜歡音樂的,聽音樂可以幫助一個人在性情上有很好的調教。
[00:03:08.000 --> 00:03:17.000]  他說,於是乎他就膽粗粗,於是乎參加一個樂團,就是學校裡面的一個中樂團。
[00:03:17.000 --> 00:03:21.000]  他說,以前真的能夠有中樂團的學校都不多,
[00:03:21.000 --> 00:03:26.000]  剛好他們的學校就有一個中樂團,於是乎他就參加這個中樂團了。
[00:03:26.000 --> 00:03:31.000]  他參加這個中樂團,每個人都想很有型的,
[00:03:31.000 --> 00:03:35.000]  他就說,每個人都想著,有型就當然是吹笛了,
[00:03:35.000 --> 00:03:41.000]  吹笛,搖下搖下,每個女孩子都特別喜歡你,雖然他讀過一間男校來的。
[00:03:41.000 --> 00:03:45.000]  但是他說,出去比賽的時候見到很多女生,
[00:03:45.000 --> 00:03:49.000]  你吹笛,真是她們的芳心馬上被你奪取了。
[00:03:49.000 --> 00:03:56.000]  但是誰知道,去參加樂團的時候就沒辦法了,去考試的時候,
[00:03:56.000 --> 00:03:59.000]  那個團長的指揮就給他一支笛子,
[00:03:59.000 --> 00:04:03.000]  他說,你吹一下給我聽聽,他說,我不懂得吹的,
[00:04:03.000 --> 00:04:07.000]  他說,不要緊的,你吹得響我就給你做吹笛子了。
[00:04:07.000 --> 00:04:10.000]  吹得響一支笛子就可以了,是吧?
[00:04:10.000 --> 00:04:14.000]  那他就嘗試吹,吹了很久都吹不到,
[00:04:14.000 --> 00:04:18.000]  好像吹什麼呢?吹大家喝完那杯汽水的時候那支飲管的聲音。
[00:04:18.000 --> 00:04:23.000]  永遠都沒有聲音,吹不吹一個樂曲出來。
[00:04:23.000 --> 00:04:29.000]  吹了很久,於是這個樂團的團長,也是一個指揮,就說,
[00:04:29.000 --> 00:04:33.000]  都是你不要吹笛了,你想扮型到你扮的,
[00:04:33.000 --> 00:04:38.000]  弄個最型的你試一下,他說,是什麼呢?拉二胡。
[00:04:38.000 --> 00:04:44.000]  嘩,一想起年輕人拉二胡,嘰嘰咕嘰嘰,是吧?
[00:04:44.000 --> 00:04:50.000]  沒錢了,二胡給人的印象就是盲的人才拉的,是吧?
[00:04:50.000 --> 00:04:56.000]  他說,二胡一定拉得響的,那他就很不高興,
[00:04:56.000 --> 00:05:00.000]  不過沒辦法,自己又沒什麼才幹,吹又吹不響,
[00:05:00.000 --> 00:05:04.000]  拉二胡就拉吧,一拉就拉二胡,
[00:05:04.000 --> 00:05:09.000]  但是二胡的要求很高,你不要看他這樣拉著拉著。
[00:05:09.000 --> 00:05:14.000]  他說,於是拉著拉著練習,練習一下,團長又跟他說,
[00:05:14.000 --> 00:05:18.000]  有一天,你的二胡都是一般般,音準不是很好,
[00:05:18.000 --> 00:05:22.000]  你知道,二胡的聲音就好像人聲,是吧?
[00:05:22.000 --> 00:05:27.000]  你如果拉出來不像人聲,像湯雞的聲音就不行,
[00:05:27.000 --> 00:05:30.000]  給一個更像人聲的給你拉一下,
[00:05:30.000 --> 00:05:34.000]  他就說,好吧,那拉什麼?中胡吧。
[00:05:34.000 --> 00:05:39.000]  啊?嘩,不響的,中胡如果你聽過的聲音,
[00:05:39.000 --> 00:05:44.000]  沉的,好像一個很有性格的男士,
[00:05:44.000 --> 00:05:48.000]  很老的樣子,你們好嘛,這樣的聲音。
[00:05:48.000 --> 00:05:51.000]  於是他就說,沒辦法,自己又是不高興,
[00:05:51.000 --> 00:05:56.000]  唯有就拉中胡,參加比賽,經常要練琴的,
[00:05:56.000 --> 00:06:01.000]  樂隊要練琴的,練練下,準備比賽的前兩個月的時候,
[00:06:01.000 --> 00:06:08.000]  有一天,整隊在練琴的時候,那個團長就這樣,
[00:06:08.000 --> 00:06:15.000]  全部停,大家就很害怕,停什麼?
[00:06:15.000 --> 00:06:19.000]  他說,今天我要講一件事給大家聽,
[00:06:19.000 --> 00:06:28.000]  整個樂團最可怕的就是弦樂隊,最壞那個就是中胡。
[00:06:28.000 --> 00:06:31.000]  我這個朋友說,嘩,那一刻聽到的時候,
[00:06:31.000 --> 00:06:37.000]  真的很大打擊,你如果一個人對我一個這樣講,
[00:06:37.000 --> 00:06:43.000]  都算了,你在全班人那裡講,嘩,沒面子的。
[00:06:43.000 --> 00:06:47.000]  他說,就快比賽了,如果因為繼續這樣,
[00:06:47.000 --> 00:06:54.000]  我們全隊中樂團都蒙羞,今天不練了。
[00:06:54.000 --> 00:06:59.000]  這件事,我認識這位弟兄,他就很不開心,
[00:06:59.000 --> 00:07:04.000]  不開心是怎樣呢?不開心就是一天就唯有躲起來,
[00:07:04.000 --> 00:07:06.000]  你知道,父母的小朋友不開心的時候,
[00:07:06.000 --> 00:07:09.000]  你罵完他,做什麼?當然是躲進房間,
[00:07:09.000 --> 00:07:11.000]  用一張被子蓋著頭,躲起來。
[00:07:11.000 --> 00:07:16.000]  這個弟兄就說,沒辦法,既然我都是拉胡琴的,
[00:07:16.000 --> 00:07:22.000]  唉,不如找一天躲在樂室,放樂器的房間裡面,
[00:07:22.000 --> 00:07:26.000]  試著想想自己究竟有什麼錯。
[00:07:26.000 --> 00:07:32.000]  誰不知,當他準備一打開樂隊的儲物室,
[00:07:32.000 --> 00:07:36.000]  專門放樂器的,一打開的時候,
[00:07:36.000 --> 00:07:41.000]  就看到有一個師兄同隊弦樂的坐在那裡,
[00:07:41.000 --> 00:07:45.000]  他打開之後,關上門,他就跟這位師兄講,
[00:07:45.000 --> 00:07:48.000]  他說,你為什麼在這裡?
[00:07:48.000 --> 00:07:52.000]  這位師兄就跟他說,我等了你很久了,
[00:07:52.000 --> 00:07:54.000]  我真的等了你很久了,
[00:07:54.000 --> 00:07:59.000]  他說,不如這樣吧,我知道你的心怎麼想的,
[00:07:59.000 --> 00:08:02.000]  我知道你覺得很難過,
[00:08:02.000 --> 00:08:09.000]  但是,不如我陪陪你,一起去練一下好不好?
[00:08:09.000 --> 00:08:11.000]  練什麼?還有什麼好練的?
[00:08:11.000 --> 00:08:15.000]  這位弟兄也很放棄的態度,
[00:08:15.000 --> 00:08:19.000]  但是,這位師兄就跟他再講,
[00:08:19.000 --> 00:08:23.000]  他說,不如我們只是練一些基本功,
[00:08:23.000 --> 00:08:29.000]  或者從最基本的地方,再打穩根基的時候,
[00:08:29.000 --> 00:08:32.000]  可能表現就不同了。
[00:08:32.000 --> 00:08:36.000]  自此之後,每一天,同一個時間,
[00:08:36.000 --> 00:08:40.000]  都只有他們兩個人,就在這間房間裡面,
[00:08:40.000 --> 00:08:43.000]  只做一件事,就是拉弓。
[00:08:43.000 --> 00:08:49.000]  (音樂)
[00:08:49.000 --> 00:08:53.000]  就這樣拉,拉了一個多月之後,
[00:08:53.000 --> 00:08:59.000]  就快比賽,又要練樂隊這首曲的時候,
[00:08:59.000 --> 00:09:02.000]  那個指揮覺得有些東西不同,
[00:09:02.000 --> 00:09:07.000]  咦,整個樂隊的氣氛不同了,
[00:09:07.000 --> 00:09:11.000]  最後他們真的參加這個音樂比賽的時候,
[00:09:11.000 --> 00:09:14.000]  全部參加樂隊當中,
[00:09:14.000 --> 00:09:17.000]  最後得到評判最高評價的,
[00:09:17.000 --> 00:09:22.000]  就是我這個弟兄所屬的樂隊的中古部分。
[00:09:22.000 --> 00:09:28.000]  兄弟姐妹,人生當中有很多事情,
[00:09:28.000 --> 00:09:31.000]  是可能在你失敗之後,
[00:09:31.000 --> 00:09:36.000]  你才能夠重新找到你可以進步的空間。
[00:09:36.000 --> 00:09:39.000]  這個道理很簡單,所有人都懂,
[00:09:39.000 --> 00:09:42.000]  就是怎樣能夠勝過從失敗的痛苦當中,
[00:09:42.000 --> 00:09:45.000]  跳上去進步的空間,
[00:09:45.000 --> 00:09:49.000]  這個是很重要的一個學習的功課,
