
[00:00:00.000 --> 00:00:02.000]  頂姊妹早安
[00:00:02.000 --> 00:00:04.000]  多謝師班
[00:00:04.000 --> 00:00:06.000]  唱出這首神話語
[00:00:06.000 --> 00:00:09.000]  師哥的歌詞都有講
[00:00:09.000 --> 00:00:11.000]  在這個層族裏
[00:00:11.000 --> 00:00:12.000]  人有好多
[00:00:12.000 --> 00:00:15.000]  但聖經的教導可以幫助我們
[00:00:15.000 --> 00:00:18.000]  擺脫罪的網絡
[00:00:18.000 --> 00:00:20.000]  講到神的話語
[00:00:20.000 --> 00:00:21.000]  好有能力
[00:00:21.000 --> 00:00:23.000]  相信我們都經歷過
[00:00:23.000 --> 00:00:25.000]  好似書文的分享
[00:00:25.000 --> 00:00:27.000]  我又想問下大家
[00:00:27.000 --> 00:00:30.000]  今天是2017年最後一日
[00:00:30.000 --> 00:00:37.000]  你願不願意被神的話語去改變你
[00:00:37.000 --> 00:00:39.000]  好多人都額頭
[00:00:39.000 --> 00:00:41.000]  好感謝神
[00:00:41.000 --> 00:00:44.000]  都有好多人繼續望住我
[00:00:44.000 --> 00:00:50.000]  我相信不喜歡被神改變
[00:00:50.000 --> 00:00:53.000]  都是好能夠明白的
[00:00:53.000 --> 00:00:57.000]  因為被改變其實都不容易
[00:00:57.000 --> 00:01:00.000]  是一件艱辛的事
[00:01:00.000 --> 00:01:01.000]  剛才點頭
[00:01:01.000 --> 00:01:04.000]  我好開心點頭那些頂姊妹
[00:01:04.000 --> 00:01:07.000]  我相信你是經歷過被神改變
[00:01:07.000 --> 00:01:08.000]  你會知道
[00:01:08.000 --> 00:01:10.000]  生命被更新改變之後
[00:01:10.000 --> 00:01:13.000]  你會活得更加豐盛
[00:01:13.000 --> 00:01:16.000]  有一位姊妹她都好樂意
[00:01:16.000 --> 00:01:18.000]  同大家去分享
[00:01:18.000 --> 00:01:21.000]  她怎樣被神改變的過程
[00:01:21.000 --> 00:01:26.000]  雖然個過程都可以講是痛苦的
[00:01:26.000 --> 00:01:29.000]  但神幫助她
[00:01:29.000 --> 00:01:34.000]  突破了好多自己生命上好多限制
[00:01:34.000 --> 00:01:40.000]  這個姊妹其實她做了一件神不起悅的事
[00:01:40.000 --> 00:01:43.000]  教會都有一個小組
[00:01:43.000 --> 00:01:46.000]  用一年時間去幫助她
[00:01:46.000 --> 00:01:48.000]  在這一年裏
[00:01:48.000 --> 00:01:51.000]  她同裏面小組的組員
[00:01:51.000 --> 00:01:54.000]  一齊好真誠的分享
[00:01:54.000 --> 00:01:56.000]  試過痛哭過
[00:01:56.000 --> 00:01:59.000]  試過心情反覆跌碰過
[00:01:59.000 --> 00:02:03.000]  但慢慢她經歷了神對她的寬恕
[00:02:03.000 --> 00:02:07.000]  最重要的是她自己都寬恕了自己
[00:02:07.000 --> 00:02:11.000]  這一步原來是好不容易
[00:02:11.000 --> 00:02:14.000]  她可以重新上路
[00:02:14.000 --> 00:02:17.000]  最近我收到她一個WhatsApp
[00:02:17.000 --> 00:02:19.000]  她這樣說
[00:02:19.000 --> 00:02:23.000]  好多謝主幫助我面對自己
[00:02:23.000 --> 00:02:25.000]  經過了兩年
[00:02:25.000 --> 00:02:29.000]  神透過她的說話去拆毀
[00:02:29.000 --> 00:02:31.000]  而且重新建立我
[00:02:31.000 --> 00:02:35.000]  我覺得自己好像重生了一樣
[00:02:35.000 --> 00:02:38.000]  我在2016年頭被聖靈感動
[00:02:38.000 --> 00:02:41.000]  我鼓起勇氣邀請了在團體裏面
[00:02:41.000 --> 00:02:43.000]  有幾個我相熟的姊妹
[00:02:43.000 --> 00:02:46.000]  我們組成了一個祈禱小組
[00:02:46.000 --> 00:02:49.000]  我們很想能夠幫助我們
[00:02:49.000 --> 00:02:51.000]  藉著這個小組的分享
[00:02:51.000 --> 00:02:55.000]  能夠讓我們在信仰的道路上更加堅定
[00:02:55.000 --> 00:02:58.000]  她在小組的時間
[00:02:58.000 --> 00:03:03.000]  她第一次告訴組員
[00:03:03.000 --> 00:03:06.000]  她過去發生的一件事
[00:03:06.000 --> 00:03:09.000]  她怎樣經歷向神認罪
[00:03:09.000 --> 00:03:14.000]  經歷神赦免她、醫治她、建立她的過程
[00:03:14.000 --> 00:03:18.000]  她們一起在小組很坦誠地去分享
[00:03:18.000 --> 00:03:20.000]  經歷到禱告的力量
[00:03:20.000 --> 00:03:24.000]  姊妹之間彼此相愛的支持
[00:03:24.000 --> 00:03:27.000]  她們更加親近主
[00:03:27.000 --> 00:03:29.000]  這個姊妹繼續說
[00:03:29.000 --> 00:03:31.000]  在WhatsApp裏面說
[00:03:31.000 --> 00:03:34.000]  幾個月之前我又踏出了一步
[00:03:34.000 --> 00:03:37.000]  我離開了私人執業的中心
[00:03:37.000 --> 00:03:39.000]  我去了一間社福機構
[00:03:39.000 --> 00:03:43.000]  服務基層有特殊需要的小朋友
[00:03:43.000 --> 00:03:49.000]  明年她又膽粗粗去做團體的職員
[00:03:49.000 --> 00:03:53.000]  以前她不是很著緊傳福音
[00:03:53.000 --> 00:03:56.000]  但最近聖靈又感動她
[00:03:56.000 --> 00:03:59.000]  她又可以向身邊的人傳福音
[00:03:59.000 --> 00:04:03.000]  她說她最近約了她的中學同學吃飯
[00:04:03.000 --> 00:04:06.000]  竟然這個同學接受她的邀請
[00:04:06.000 --> 00:04:10.000]  和她一起定期去讀聖經
[00:04:10.000 --> 00:04:14.000]  她寫信的時候
[00:04:14.000 --> 00:04:15.000]  最後她說
[00:04:15.000 --> 00:04:17.000]  她很感謝神
[00:04:17.000 --> 00:04:19.000]  藉著神的話
[00:04:19.000 --> 00:04:21.000]  神的話真的很有能力
[00:04:21.000 --> 00:04:24.000]  還有周圍的人和她一起同行
[00:04:24.000 --> 00:04:26.000]  去幫助她
[00:04:26.000 --> 00:04:29.000]  生命有很多的突破
[00:04:29.000 --> 00:04:32.000]  一個被神改變的生命
[00:04:32.000 --> 00:04:35.000]  是一個很願意讀神話語的人
[00:04:35.000 --> 00:04:40.000]  也是一個很願意用禱告去親近主的人
[00:04:40.000 --> 00:04:43.000]  這個生命令人覺得很羨慕
[00:04:43.000 --> 00:04:44.000]  我回覆她說
[00:04:44.000 --> 00:04:47.000]  我很羨慕你這個生命的改變
[00:04:47.000 --> 00:04:50.000]  也驚歎神奇妙的作為
[00:04:50.000 --> 00:04:52.000]  見到人的生命原來可以被神
[00:04:52.000 --> 00:04:57.000]  慢慢慢慢這樣去攙扶
[00:04:57.000 --> 00:05:00.000]  我不知道
[00:05:00.000 --> 00:05:03.000]  你想不想被神去改變你
[00:05:03.000 --> 00:05:05.000]  無論你想不想
[00:05:05.000 --> 00:05:06.000]  我都邀請你
[00:05:06.000 --> 00:05:08.000]  我們一起有一個祈禱
[00:05:08.000 --> 00:05:13.000]  將以下這段時間交託給主
[00:05:13.000 --> 00:05:15.000]  我們親愛的主
[00:05:15.000 --> 00:05:17.000]  我們感謝你
[00:05:17.000 --> 00:05:20.000]  你親自讓我們在這一刻
[00:05:20.000 --> 00:05:23.000]  我們可以和弟兄姊妹一起去敬拜你
[00:05:23.000 --> 00:05:25.000]  求寶貴的聖靈
