
[00:00:00.000 --> 00:00:11.080]  在靜悟以先,我請大家再一次向我低頭禱告
[00:00:11.080 --> 00:00:13.880]  主耶穌,我們感謝讚美祢
[00:00:13.880 --> 00:00:19.560]  因為一切父上帝向我們所要的
[00:00:19.560 --> 00:00:22.840]  祢都已經完全滿足
[00:00:22.840 --> 00:00:26.120]  在我們作為罪人的一切軟弱當中
[00:00:26.120 --> 00:00:29.520]  我們靠著祢的恩典就可以跨城
[00:00:29.520 --> 00:00:32.640]  不是人自己的努力
[00:00:32.640 --> 00:00:35.120]  而是祢自己豐厚的恩惠
[00:00:35.120 --> 00:00:40.080]  和祢時常的拖帶、引導、陪伴
[00:00:40.080 --> 00:00:42.080]  所以我們尋求主祢自己的面
[00:00:42.080 --> 00:00:44.400]  願意主祢用祢的話語
[00:00:44.400 --> 00:00:46.400]  去繼續引導我們人生
[00:00:46.400 --> 00:00:48.320]  建立祢自己的教會
[00:00:48.320 --> 00:00:50.160]  好叫我們一同的敬拜
[00:00:50.160 --> 00:00:54.680]  和我們跟弟兄姊妹和鄰舍之間的關係
[00:00:54.680 --> 00:00:56.440]  可以蒙祢自己的保守
[00:00:56.440 --> 00:00:59.120]  可以作祢自己國度的見證
[00:00:59.120 --> 00:01:02.040]  接下來的時間願主祢去使用
[00:01:02.040 --> 00:01:04.040]  願主祢在各人的心裏面
[00:01:04.040 --> 00:01:06.880]  去似下我們所要聽到的說話
[00:01:06.880 --> 00:01:09.280]  引導我們需要迴轉歸向祢的
[00:01:09.280 --> 00:01:11.200]  我們立即的迴轉
[00:01:11.200 --> 00:01:12.760]  我們內心有軟弱的
[00:01:12.760 --> 00:01:14.320]  得到祢的見顧
[00:01:14.320 --> 00:01:15.840]  祈禱奉耶穌名及
[00:01:15.840 --> 00:01:17.280]  阿門
[00:01:17.280 --> 00:01:18.960]  我請大家再一次翻開光台
[00:01:18.960 --> 00:01:22.160]  我們讀聖經在《楚海及記》第20章
[00:01:22.160 --> 00:01:28.960]  在《唐用聖經》第111頁的地方
[00:01:28.960 --> 00:01:30.520]  今天我們講到的題目是
[00:01:30.520 --> 00:01:33.920]  敬畏聽從與神同行
[00:01:33.920 --> 00:01:36.960]  相信耶穌就是跟從耶穌
[00:01:36.960 --> 00:01:39.880]  不能說信耶穌而不跟從祂
[00:01:39.880 --> 00:01:45.520]  讓神去帶領我們在世間走天國的道路
[00:01:45.520 --> 00:01:49.240]  所以與神同行其實是很形象化的
[00:01:49.240 --> 00:01:53.200]  去表達出我們人生的追求和方向
[00:01:53.200 --> 00:01:55.880]  神就好像我們的火車頭
[00:01:55.880 --> 00:01:57.920]  我們就是車廂
[00:01:57.920 --> 00:02:02.600]  車廂唯有緊緊連繫在火車頭裏面
[00:02:02.600 --> 00:02:04.560]  否則就會失去了動力
[00:02:04.560 --> 00:02:08.360]  甚至因為脫勾而衝出路軌
[00:02:08.360 --> 00:02:11.160]  《楚海及記》第20章所記的十誡
[00:02:11.160 --> 00:02:12.320]  正是提醒我們
[00:02:12.320 --> 00:02:14.560]  在神和人之間
[00:02:14.560 --> 00:02:17.520]  我們要警惕罪惡的傾向
[00:02:17.520 --> 00:02:19.840]  以免我們遠離上帝
[00:02:19.840 --> 00:02:22.120]  脫勾出軌
[00:02:22.120 --> 00:02:25.040]  在一開始聖經這樣說
[00:02:25.040 --> 00:02:26.800]  第一第二節這樣說
[00:02:26.800 --> 00:02:29.160]  「神吩咐以下這一切話說
[00:02:29.160 --> 00:02:30.880]  我是耶和華你的神
[00:02:30.880 --> 00:02:33.120]  曾經把你從埃及地
[00:02:33.120 --> 00:02:35.760]  從遺老之家領出來」
[00:02:35.760 --> 00:02:37.960]  在這裏上帝稱呼自己
[00:02:37.960 --> 00:02:40.840]  「我是耶和華你的神」
[00:02:40.840 --> 00:02:44.840]  當摩西在荊棘火焰裏面見到異象
[00:02:44.840 --> 00:02:46.920]  然後問上帝的名字的時候
[00:02:46.920 --> 00:02:50.000]  同樣地上帝這樣去稱呼自己
[00:02:50.000 --> 00:02:54.240]  亦都讓摩西將耶和華這個名字
[00:02:54.240 --> 00:02:57.160]  告訴以色列人
[00:02:57.160 --> 00:02:58.920]  這個宣告
[00:02:58.920 --> 00:03:01.200]  宣告神曾經把以色列人
[00:03:01.200 --> 00:03:03.720]  從埃及地遺老之家領出來
[00:03:03.720 --> 00:03:07.200]  是和其他在古代中東地帶
[00:03:07.200 --> 00:03:08.600]  納約的時候
[00:03:08.600 --> 00:03:10.760]  一個宗主國一個強國
[00:03:10.760 --> 00:03:12.840]  和一個藩屬國去納約的時候
[00:03:12.840 --> 00:03:16.840]  約書的方式是一致的
[00:03:16.840 --> 00:03:19.800]  就是先去述說這個宗主國
[00:03:19.800 --> 00:03:22.880]  對於那個藩屬國曾經施的恩惠
[00:03:22.880 --> 00:03:24.960]  所帶來的幫助
[00:03:24.960 --> 00:03:27.360]  上帝作為我們生命的主宰
[00:03:27.360 --> 00:03:30.160]  作為神指紋群體的主
[00:03:30.160 --> 00:03:32.960]  在祂和我們納約的關係裏面
[00:03:32.960 --> 00:03:37.120]  不是我們有什麼可誇的地方
[00:03:37.120 --> 00:03:39.000]  好的地方去選擇我們
[00:03:39.000 --> 00:03:41.040]  以至我們可以和祂納約
[00:03:41.040 --> 00:03:43.160]  而是神去施恩惠給我們
[00:03:43.160 --> 00:03:45.720]  以至我們能夠蒙去的救贖
[00:03:45.720 --> 00:03:49.160]  我們有這個救贖的因典和救贖的經驗
[00:03:49.160 --> 00:03:50.640]  所以我們知道
[00:03:50.640 --> 00:03:53.320]  神與我們納約是一件很寶貴的事情
[00:03:53.320 --> 00:03:55.280]  我們很盼望能夠進入
[00:03:55.280 --> 00:03:57.080]  在這個約裏面去生活
[00:03:57.080 --> 00:04:00.000]  所以十誡很明顯
[00:04:00.000 --> 00:04:02.520]  就是要表達這種約的關係裏面
[00:04:02.520 --> 00:04:05.280]  我們不可以出軌的一些地方
[00:04:05.280 --> 00:04:07.680]  我們領受了上帝的恩典
[00:04:07.680 --> 00:04:10.400]  要竭力去跟從神
[00:04:10.400 --> 00:04:14.520]  十誡本來的意思是十句話
[00:04:14.520 --> 00:04:16.720]  如果你真的要去數
[00:04:16.720 --> 00:04:18.320]  當然不止十句話
[00:04:18.320 --> 00:04:23.600]  但聖經往往都是用一些象徵性的數字
[00:04:23.600 --> 00:04:27.360]  去表達祂的一種整全和權威性
[00:04:27.360 --> 00:04:28.480]  十字很明顯
[00:04:28.480 --> 00:04:31.160]  你舉起雙手就會看到十隻手指
[00:04:31.160 --> 00:04:35.320]  表達了那種權威和完全
[00:04:35.320 --> 00:04:39.440]  祂不是一種很具體的規條
[00:04:39.440 --> 00:04:41.680]  而是一種很清楚地表達出
[00:04:41.680 --> 00:04:43.680]  在納約的關係裏面
[00:04:43.680 --> 00:04:45.160]  我們要留心
[00:04:45.160 --> 00:04:48.800]  同神同人的關係要注意的地方
[00:04:48.800 --> 00:04:52.640]  大家如果剛才去聽主席讀出這段經文的時候
[00:04:52.640 --> 00:04:54.520]  你會留意到一件事情
[00:04:54.520 --> 00:04:56.160]  就是由《隱言》
[00:04:56.160 --> 00:04:58.720]  即是剛才所說的第二節開始
[00:04:58.720 --> 00:05:00.920]  到第五條的誡命
[00:05:00.920 --> 00:05:04.360]  裏面曾經有五次提到
[00:05:04.360 --> 00:05:05.800]  「耶華,你的神」
[00:05:05.800 --> 00:05:07.760]  或者「耶華,你們的神」
[00:05:07.760 --> 00:05:10.360]  這個稱呼
[00:05:10.360 --> 00:05:11.480]  很明顯
[00:05:11.480 --> 00:05:14.200]  頭五節的誡命是特別強調
[00:05:14.200 --> 00:05:16.400]  我們對神的關係裏面
[00:05:16.400 --> 00:05:18.240]  我們留心不可以出軌
[00:05:18.240 --> 00:05:20.160]  不可以錯的一些地方
[00:05:20.160 --> 00:05:21.560]  否則就脫勾了
[00:05:21.560 --> 00:05:24.520]  好像車廂脫離了火車頭一樣
[00:05:24.520 --> 00:05:28.120]  而後五個誡命特別多集中在
[00:05:28.120 --> 00:05:29.760]  人際關係裏面
[00:05:29.760 --> 00:05:30.960]  人倫裏面
[00:05:30.960 --> 00:05:35.720]  一些我們要小心避免得罪人得罪神的地方
[00:05:35.720 --> 00:05:39.880]  我會概括地去講十誡這兩個部分
[00:05:39.880 --> 00:05:42.640]  第一到第五個誡命
[00:05:42.640 --> 00:05:44.640]  我們留心要捕捉住的就是
[00:05:44.640 --> 00:05:47.640]  警惕我們對神不忠
[00:05:47.640 --> 00:05:50.200]  和自我操控的傾向
[00:05:50.200 --> 00:05:51.800]  第一方面是講到
[00:05:51.800 --> 00:05:53.200]  我們對神不忠
[00:05:53.200 --> 00:05:55.200]  和自我操控的傾向
[00:05:55.200 --> 00:05:57.840]  而第六到第十個誡命的警惕就是
[00:05:57.840 --> 00:05:59.280]  我們要小心
[00:05:59.280 --> 00:06:03.440]  仇恨和貪婪等等的慾望
[00:06:03.440 --> 00:06:06.560]  對別人的影響和傷害
[00:06:06.560 --> 00:06:08.160]  我們先講第一方面
[00:06:08.160 --> 00:06:11.960]  我們要警惕對神的不忠和自我操控
[00:06:11.960 --> 00:06:14.760]  第三節的經文第一誡
[00:06:14.760 --> 00:06:18.480]  「除我以外,你不可有別的神」
[00:06:18.480 --> 00:06:20.440]  這是第一條的誡命
[00:06:20.440 --> 00:06:22.840]  肯定上帝的獨一性
[00:06:22.840 --> 00:06:24.320]  是屬神的人
[00:06:24.320 --> 00:06:25.600]  敬拜神的人
[00:06:25.600 --> 00:06:29.080]  去尊重祂的主權的首要表現
[00:06:29.080 --> 00:06:35.160]  我們敬拜的對象只可以有一位
[00:06:35.160 --> 00:06:37.680]  就是那位曾經從以色人
[00:06:37.680 --> 00:06:41.360]  從埃及地遺老之家裏面領出來的神
[00:06:41.360 --> 00:06:44.000]  民間信仰的特質
[00:06:44.000 --> 00:06:46.800]  就是別人說誰靈驗就拜誰
[00:06:46.800 --> 00:06:49.040]  滿天神佛 各司其職
[00:06:49.040 --> 00:06:51.560]  寧願拜多就不要錯過
[00:06:51.560 --> 00:06:54.960]  就算是石頭樹木 猴子大象
[00:06:54.960 --> 00:06:57.560]  總之有殺錯就沒有放過
[00:06:57.560 --> 00:06:59.160]  但我們要小心
[00:06:59.160 --> 00:07:00.360]  信耶穌
[00:07:00.360 --> 00:07:03.480]  我們就不要做信仰上的花心蘿蔔
[00:07:03.480 --> 00:07:07.360]  也不要當奉獻金錢是天香油還神
[00:07:07.360 --> 00:07:10.080]  以為拜多幾個神多得神庇佑
[00:07:10.080 --> 00:07:11.920]  其實這是上帝
[00:07:11.920 --> 00:07:14.200]  那位創造天地萬有
[00:07:14.200 --> 00:07:17.680]  又救贖我們的主宰所憎惡的事情
[00:07:17.680 --> 00:07:19.640]  聖經時常用婚姻的關係
[00:07:19.640 --> 00:07:22.800]  來類比神和我們子民的關係
[00:07:22.800 --> 00:07:27.200]  現世的婚姻可能有很多波折和失落的情況
[00:07:27.200 --> 00:07:29.320]  但婚姻的原意
[00:07:29.320 --> 00:07:34.680]  就是一對一的終身的忠誠的關係
[00:07:34.680 --> 00:07:36.280]  所以我們不可以忘記
[00:07:36.280 --> 00:07:38.120]  神是我們唯一的神
[00:07:38.120 --> 00:07:41.080]  因為祂本來就是獨一的真神
[00:07:41.080 --> 00:07:42.880]  是祂選了我們
[00:07:42.880 --> 00:07:45.480]  使我們有跟祂納約的福氣
[00:07:45.480 --> 00:07:46.680]  當我們這樣說的時候
[00:07:46.680 --> 00:07:47.760]  你很明顯看得到
[00:07:47.760 --> 00:07:51.040]  其實第一屆不是獨獨分開了出來的
[00:07:51.040 --> 00:07:54.280]  祂和第二屆有密不可分的關係
[00:07:54.280 --> 00:07:55.560]  第二條誡命
[00:07:55.560 --> 00:08:00.080]  很詳細地在第四到第六節裡去展述出來
[00:08:00.080 --> 00:08:01.800]  第四到第六節聖經這樣說
[00:08:01.800 --> 00:08:03.920]  「不可為自己做偶像
[00:08:03.920 --> 00:08:07.160]  也不可做天上地下和地底下
[00:08:07.160 --> 00:08:09.280]  水中各樣物的形象
[00:08:09.280 --> 00:08:10.880]  不可跪拜他們
[00:08:10.880 --> 00:08:12.760]  也不可侍奉他們
[00:08:12.760 --> 00:08:16.680]  因為我要說你們的神是忌邪的神
[00:08:16.680 --> 00:08:17.640]  恨惡我的
[00:08:17.640 --> 00:08:19.320]  我必追討他的罪
[00:08:19.320 --> 00:08:22.560]  從父親到兒子直到三四代
[00:08:22.560 --> 00:08:24.960]  愛我和遵守我誡命的
[00:08:24.960 --> 00:08:30.360]  我必向他施慈愛直到千代」
[00:08:30.360 --> 00:08:32.040]  假神
[00:08:32.040 --> 00:08:33.240]  愛邦的神
[00:08:33.240 --> 00:08:34.800]  君王崇拜
[00:08:34.800 --> 00:08:37.800]  都和樹立偶像分不開
[00:08:37.800 --> 00:08:40.640]  「不可為自己做偶像」強調的
[00:08:40.640 --> 00:08:45.800]  不單止不可以為上帝或受造之物去製造偶像
[00:08:45.800 --> 00:08:48.640]  也不可以搞個人崇拜
[00:08:48.640 --> 00:08:52.600]  《小行傳》的十七章二十九節告訴我們
[00:08:52.600 --> 00:08:54.880]  保羅說我們既是神所生的
[00:08:54.880 --> 00:08:58.520]  就不當以為神的神性
[00:08:58.520 --> 00:09:04.680]  可以用人的手藝心思所雕刻的金銀石來表達
[00:09:04.680 --> 00:09:06.760]  為上帝造像
[00:09:06.760 --> 00:09:08.840]  去作為敬拜的對象
[00:09:08.840 --> 00:09:11.080]  是上帝所憎惡的
[00:09:11.080 --> 00:09:14.920]  因為只有人和萬物是受造的
[00:09:14.920 --> 00:09:17.920]  上帝是創造的主
[00:09:17.920 --> 00:09:19.840]  人的墮落和犯罪
[00:09:19.840 --> 00:09:23.040]  其實正正就是逾越了受造之物
[00:09:23.040 --> 00:09:26.640]  對創造主那種應有的尊崇
[00:09:26.640 --> 00:09:28.520]  為上帝去造像
[00:09:28.520 --> 00:09:31.840]  不單止是將超越二讀一的上帝
[00:09:31.840 --> 00:09:34.960]  貶為偶像的地位
[00:09:34.960 --> 00:09:36.800]  而是更加將人放在一個
[00:09:36.800 --> 00:09:41.360]  自以為可以操控神的位置裏
[00:09:41.360 --> 00:09:44.640]  所以無論是人或任何的萬物
[00:09:44.640 --> 00:09:49.440]  無論看起來有多大的權力和能力
[00:09:49.440 --> 00:09:51.080]  我們都不可以造像
[00:09:51.080 --> 00:09:53.680]  亦都不可以為上帝去造像
[00:09:53.680 --> 00:09:58.240]  我們亦都不要讓財富、權力、成就
[00:09:58.240 --> 00:10:00.400]  滿足感和快感
[00:10:00.400 --> 00:10:04.600]  這一類不是實物的東西
[00:10:04.600 --> 00:10:07.600]  去成為我們的偶像
[00:10:07.600 --> 00:10:11.800]  其實偶像崇拜是一件很微妙的事情
[00:10:11.800 --> 00:10:15.880]  當你容許一些東西成為你的偶像的時候
[00:10:15.880 --> 00:10:21.120]  你是出於一種想操控自己的命運和禍福的心態
[00:10:21.120 --> 00:10:22.520]  去做這件事情的
[00:10:22.520 --> 00:10:24.080]  當你去拜不同的偶像的時候
[00:10:24.080 --> 00:10:27.320]  你嘗試將你的禮物獻上
[00:10:27.320 --> 00:10:30.440]  其實你是盼望透過這個行動
[00:10:30.440 --> 00:10:34.560]  要這個偶像幫你達成某些目的
[00:10:34.560 --> 00:10:36.600]  或者是啟示你的未來
[00:10:36.600 --> 00:10:38.920]  令你更加知道將來要怎樣走
[00:10:38.920 --> 00:10:44.360]  似乎你的心意是想操控的一個心意
[00:10:44.360 --> 00:10:45.720]  但倒轉過來
[00:10:45.720 --> 00:10:47.520]  偶像崇拜的行為
[00:10:47.520 --> 00:10:53.480]  是令你落在偶像和背後的邪靈的操控當中
[00:10:53.480 --> 00:10:55.440]  第二條的誡命
[00:10:55.440 --> 00:10:57.520]  對於不可以做偶像
[00:10:57.520 --> 00:10:59.000]  不可以跪拜
[00:10:59.000 --> 00:11:00.760]  不可以侍奉偶像
[00:11:00.760 --> 00:11:02.960]  有一個很重要的解釋
[00:11:02.960 --> 00:11:05.440]  第五節的下半節到第六節說
[00:11:05.440 --> 00:11:10.720]  因為我要說你們的神是忌邪的神
[00:11:10.720 --> 00:11:12.920]  恨惡我的我必追討他的罪
[00:11:12.920 --> 00:11:15.400]  從父到子直到三四代
[00:11:15.400 --> 00:11:17.560]  而愛我遵守我的誡命的
[00:11:17.560 --> 00:11:21.600]  我必向他施持愛直到千代
[00:11:21.600 --> 00:11:24.080]  神稱自己為一個忌邪的神
[00:11:24.080 --> 00:11:27.400]  用英文說我是一個熱情的神
[00:11:27.400 --> 00:11:33.120]  表示神是為了自己和子民的熱心
[00:11:33.120 --> 00:11:35.640]  在神和子民的關係中
[00:11:35.640 --> 00:11:39.400]  是容不下第三者的
[00:11:39.400 --> 00:11:40.960]  對神的不忠
[00:11:40.960 --> 00:11:42.600]  是使神傷心
[00:11:42.600 --> 00:11:47.200]  亦與恨惡神是一樣的事情
[00:11:47.200 --> 00:11:50.720]  在這裡聖經所說的話令我們有點不解
[00:11:50.720 --> 00:11:54.400]  為什麼要恨惡神的神追討他的罪
[00:11:54.400 --> 00:11:57.640]  是自父及子直到三四代呢?
[00:11:57.640 --> 00:12:00.480]  如果我們按著字面去直解
[00:12:00.480 --> 00:12:02.400]  就好像不太通
[00:12:02.400 --> 00:12:07.400]  上帝並不會因為父親上一代的罪孽
[00:12:07.400 --> 00:12:12.200]  去將罪的刑罰降在後代的身上
[00:12:12.200 --> 00:12:13.600]  很明顯
[00:12:13.600 --> 00:12:17.720]  恨惡神和夏文說的愛神遵守誡命
[00:12:17.720 --> 00:12:20.040]  是一個很明顯的對照
[00:12:20.040 --> 00:12:23.840]  而追討罪自父及子直到三四代
[00:12:23.840 --> 00:12:27.560]  和私持愛直到千代又是另一個對比
[00:12:27.560 --> 00:12:29.640]  我們不是按著字面去解
[00:12:29.640 --> 00:12:32.600]  而是看到這個對比的強烈性
[00:12:32.600 --> 00:12:37.960]  上帝固然很認真不會輕看罪的發生
[00:12:37.960 --> 00:12:42.640]  但同時他私持愛是更加的長久
[00:12:42.640 --> 00:12:47.400]  他很願意在你認真去認罪悔改的時候
[00:12:47.400 --> 00:12:49.240]  去赦免你的罪
