
[00:00:00.000 --> 00:00:05.000]  奉主明文,太后弟兄姊妹平安
[00:00:05.000 --> 00:00:10.000]  聖誕節就快來了
[00:00:10.000 --> 00:00:14.000]  聖誕節的一個特徵就是平安夜
[00:00:14.000 --> 00:00:17.000]  聖誕節一個最重要的特徵就是平安夜
[00:00:17.000 --> 00:00:19.000]  平安
[00:00:19.000 --> 00:00:25.000]  上帝是很喜歡將平安給我們
[00:00:25.000 --> 00:00:32.000]  但是這個平安是很貴的
[00:00:32.000 --> 00:00:37.000]  上帝是一個負責任的上帝
[00:00:37.000 --> 00:00:42.000]  上帝也是一個不馬虎的上帝
[00:00:42.000 --> 00:00:49.000]  誰得罪他,他一定要懲罰
[00:00:49.000 --> 00:00:57.000]  懲罰之後,上帝就與獻祭的人討好
[00:00:57.000 --> 00:01:02.000]  平安就回到獻祭的人身上
[00:01:02.000 --> 00:01:09.000]  這是救援獻祭的宗旨
[00:01:09.000 --> 00:01:14.000]  為什麼要獻祭?得罪了上帝
[00:01:14.000 --> 00:01:20.000]  所以要獻祭,哄上帝開心
[00:01:20.000 --> 00:01:25.000]  上帝開心,祂將平安給了我們
[00:01:25.000 --> 00:01:29.000]  其實這個觀念不只是基督教
[00:01:29.000 --> 00:01:34.000]  是不是所有宗教都有獻祭?
[00:01:34.000 --> 00:01:38.000]  聖誕節來了,我們慶祝什麼呢?
[00:01:38.000 --> 00:01:43.000]  耶穌就是平安祭
[00:01:43.000 --> 00:01:51.000]  耶穌為我們,祂又做祭司,又做祭物
[00:01:51.000 --> 00:01:54.000]  祂獻上自己
[00:01:54.000 --> 00:01:58.000]  為什麼?因為我們得罪了上帝
[00:01:58.000 --> 00:02:00.000]  上帝一定要懲罰
[00:02:00.000 --> 00:02:09.000]  現在上帝用祂的愛子的血來代替我們做祭物
[00:02:09.000 --> 00:02:15.000]  所以祂用封音三章十字,叫一切信祂的,信主耶穌的人
[00:02:15.000 --> 00:02:20.000]  又用佛音第三章,叫那些信主耶穌的人
[00:02:20.000 --> 00:02:25.000]  不致滅亡,反得永生
[00:02:25.000 --> 00:02:30.000]  永生就是平安,沒有永生就沒有平安
[00:02:30.000 --> 00:02:35.000]  所以大家想想,平安夜,聖誕節
[00:02:35.000 --> 00:02:39.000]  有這麼深的意味
[00:02:39.000 --> 00:02:44.000]  各位鄭兄姐,我和大家一起來研究烈王祭的歷史
[00:02:44.000 --> 00:02:48.000]  我和大家一同研讀烈王祭的歷史
[00:02:48.000 --> 00:02:52.000]  從烈王祭上第十六章,一直來到烈王祭下第九章
[00:02:52.000 --> 00:02:56.000]  從烈王祭上十六章,一直到烈王祭下第九章
[00:02:56.000 --> 00:03:01.000]  這段是佔在烈王祭上下很大的,而且是中間的篇幅
[00:03:01.000 --> 00:03:05.000]  這段是烈王祭上下中間最大的篇幅
[00:03:05.000 --> 00:03:13.000]  北郭以色列,是森尼打回來的天下
[00:03:13.000 --> 00:03:18.000]  森尼死了之後,他的兒子阿哈做王
[00:03:18.000 --> 00:03:28.000]  阿哈在位的時候,他的王后是拜巴力的
[00:03:28.000 --> 00:03:33.000]  不止他自己拜,整個國家都拜巴力
[00:03:33.000 --> 00:03:35.000]  你猜上帝嘈不嘈氣?
[00:03:35.000 --> 00:03:49.000]  上帝忍了多久呢?忍了44年
[00:03:49.000 --> 00:03:57.000]  暗烈王朝,在以色列統治44年
[00:03:57.000 --> 00:03:59.000]  你記不記得我給過你這張東西?
[00:03:59.000 --> 00:04:01.000]  大家有沒有記得我給你這張東西?
[00:04:01.000 --> 00:04:02.000]  大家有沒有記得我給你這張東西?
[00:04:02.000 --> 00:04:03.000]  大家有沒有記得我給你這張東西?
[00:04:03.000 --> 00:04:04.000]  大家有沒有記得我給你這張東西?
[00:04:04.000 --> 00:04:05.000]  大家有沒有記得我給你這張東西?
[00:04:05.000 --> 00:04:06.000]  大家有沒有記得我給你這張東西?
[00:04:06.000 --> 00:04:07.000]  大家有沒有記得我給你這張東西?
[00:04:07.000 --> 00:04:08.000]  大家有沒有記得我給你這張東西?
[00:04:08.000 --> 00:04:09.000]  大家有沒有記得我給你這張東西?
[00:04:09.000 --> 00:04:10.000]  大家有沒有記得我給你這張東西?
[00:04:10.000 --> 00:04:11.000]  大家有沒有記得我給你這張東西?
[00:04:11.000 --> 00:04:12.000]  大家有沒有記得我給你這張東西?
[00:04:12.000 --> 00:04:13.000]  大家有沒有記得我給你這張東西?
[00:04:13.000 --> 00:04:14.000]  大家有沒有記得我給你這張東西?
[00:04:14.000 --> 00:04:15.000]  大家有沒有記得我給你這張東西?
[00:04:15.000 --> 00:04:16.000]  大家有沒有記得我給你這張東西?
[00:04:16.000 --> 00:04:17.000]  大家有沒有記得我給你這張東西?
[00:04:17.000 --> 00:04:31.000]  大家有沒有記得我給你這張東西?
[00:04:31.000 --> 00:04:32.000]  大家有沒有記得我給你這張東西?
[00:04:32.000 --> 00:04:33.000]  大家有沒有記得我給你這張東西?
[00:04:33.000 --> 00:04:34.000]  大家有沒有記得我給你這張東西?
[00:04:34.000 --> 00:04:35.000]  大家有沒有記得我給你這張東西?
[00:04:35.000 --> 00:04:36.000]  大家有沒有記得我給你這張東西?
[00:04:36.000 --> 00:04:37.000]  大家有沒有記得我給你這張東西?
[00:04:37.000 --> 00:04:38.000]  大家有沒有記得我給你這張東西?
[00:04:38.000 --> 00:04:39.000]  大家有沒有記得我給你這張東西?
[00:04:39.000 --> 00:04:40.000]  大家有沒有記得我給你這張東西?
[00:04:40.000 --> 00:04:41.000]  大家有沒有記得我給你這張東西?
[00:04:41.000 --> 00:04:42.000]  大家有沒有記得我給你這張東西?
[00:04:42.000 --> 00:04:43.000]  大家有沒有記得我給你這張東西?
[00:04:43.000 --> 00:04:44.000]  大家有沒有記得我給你這張東西?
[00:04:44.000 --> 00:04:45.000]  大家有沒有記得我給你這張東西?
[00:04:45.000 --> 00:04:46.000]  大家有沒有記得我給你這張東西?
[00:04:46.000 --> 00:04:47.000]  大家有沒有記得我給你這張東西?
[00:04:47.000 --> 00:04:48.000]  大家有沒有記得我給你這張東西?
[00:04:48.000 --> 00:04:49.000]  大家有沒有記得我給你這張東西?
[00:04:49.000 --> 00:04:50.000]  大家有沒有記得我給你這張東西?
[00:04:50.000 --> 00:04:51.000]  大家有沒有記得我給你這張東西?
[00:04:51.000 --> 00:04:52.000]  大家有沒有記得我給你這張東西?
[00:04:52.000 --> 00:04:53.000]  大家有沒有記得我給你這張東西?
[00:04:53.000 --> 00:04:54.000]  大家有沒有記得我給你這張東西?
[00:04:54.000 --> 00:04:55.000]  大家有沒有記得我給你這張東西?
[00:04:55.000 --> 00:04:56.000]  大家有沒有記得我給你這張東西?
[00:04:56.000 --> 00:04:57.000]  大家有沒有記得我給你這張東西?
[00:04:57.000 --> 00:04:58.000]  大家有沒有記得我給你這張東西?
[00:04:58.000 --> 00:04:59.000]  大家有沒有記得我給你這張東西?
[00:04:59.000 --> 00:05:00.000]  大家有沒有記得我給你這張東西?
[00:05:00.000 --> 00:05:01.000]  大家有沒有記得我給你這張東西?
[00:05:01.000 --> 00:05:02.000]  大家有沒有記得我給你這張東西?
[00:05:02.000 --> 00:05:03.000]  大家有沒有記得我給你這張東西?
[00:05:03.000 --> 00:05:04.000]  大家有沒有記得我給你這張東西?
[00:05:04.000 --> 00:05:24.000]  大家有沒有記得我給你這張東西?
[00:05:34.000 --> 00:05:35.000]  大家有沒有記得我給你這張東西?
[00:05:35.000 --> 00:05:36.000]  大家有沒有記得我給你這張東西?
[00:05:36.000 --> 00:05:37.000]  大家有沒有記得我給你這張東西?
[00:05:37.000 --> 00:05:38.000]  大家有沒有記得我給你這張東西?
[00:05:38.000 --> 00:05:39.000]  大家有沒有記得我給你這張東西?
[00:05:39.000 --> 00:05:40.000]  大家有沒有記得我給你這張東西?
[00:05:40.000 --> 00:05:41.000]  大家有沒有記得我給你這張東西?
[00:05:41.000 --> 00:05:42.000]  大家有沒有記得我給你這張東西?
[00:05:42.000 --> 00:05:43.000]  大家有沒有記得我給你這張東西?
[00:05:43.000 --> 00:05:44.000]  大家有沒有記得我給你這張東西?
[00:05:44.000 --> 00:05:45.000]  大家有沒有記得我給你這張東西?
[00:05:45.000 --> 00:05:46.000]  大家有沒有記得我給你這張東西?
[00:05:46.000 --> 00:05:47.000]  大家有沒有記得我給你這張東西?
[00:05:47.000 --> 00:05:48.000]  大家有沒有記得我給你這張東西?
[00:05:48.000 --> 00:05:49.000]  大家有沒有記得我給你這張東西?
[00:05:49.000 --> 00:05:50.000]  大家有沒有記得我給你這張東西?
[00:05:50.000 --> 00:05:51.000]  大家有沒有記得我給你這張東西?
[00:05:51.000 --> 00:05:52.000]  大家有沒有記得我給你這張東西?
[00:05:52.000 --> 00:06:21.000]  大家有沒有記得我給你這張東西?
[00:06:22.000 --> 00:06:23.000]  我已經坐了12天牢了
[00:06:23.000 --> 00:06:24.000]  我已經坐了12天牢了
[00:06:24.000 --> 00:06:25.000]  我已經坐了12天牢了
[00:06:25.000 --> 00:06:26.000]  我已經坐了12天牢了
[00:06:26.000 --> 00:06:27.000]  我已經坐了12天牢了
[00:06:27.000 --> 00:06:28.000]  我已經坐了12天牢了
[00:06:28.000 --> 00:06:29.000]  我已經坐了12天牢了
[00:06:29.000 --> 00:06:30.000]  我已經坐了12天牢了
[00:06:30.000 --> 00:06:31.000]  我已經坐了12天牢了
[00:06:31.000 --> 00:06:32.000]  我已經坐了12天牢了
[00:06:32.000 --> 00:06:33.000]  我已經坐了12天牢了
[00:06:33.000 --> 00:06:34.000]  我已經坐了12天牢了
[00:06:34.000 --> 00:06:35.000]  我已經坐了12天牢了
[00:06:35.000 --> 00:06:36.000]  我已經坐了12天牢了
[00:06:36.000 --> 00:06:37.000]  我已經坐了12天牢了
[00:06:37.000 --> 00:06:38.000]  我已經坐了12天牢了
[00:06:38.000 --> 00:06:39.000]  我已經坐了12天牢了
[00:06:39.000 --> 00:06:40.000]  我已經坐了12天牢了
[00:06:40.000 --> 00:06:41.000]  我已經坐了12天牢了
[00:06:41.000 --> 00:06:57.000]  我已經坐了12天牢了
