
[00:00:00.000 --> 00:00:04.920]  大家好,我們繼續講聖經人及故事
[00:00:04.920 --> 00:00:10.720]  由阿伯拉罕以撒瓦國,現在講到瓦國出場
[00:00:10.720 --> 00:00:15.920]  這是屬於族長時代三人的重要事跡
[00:00:15.920 --> 00:00:22.320]  瓦國的事,還未進入他人生歷史的直路
[00:00:22.320 --> 00:00:26.720]  現在開始結婚,還未生小孩
[00:00:26.720 --> 00:00:34.720]  但很多妓女的瓦國承繼了他的母親
[00:00:34.720 --> 00:00:41.720]  李伯家精密的妓女思考,真是天生的
[00:00:41.720 --> 00:00:46.720]  但其實背後上帝也在掌管
[00:00:46.720 --> 00:00:52.720]  這次正說話的時候,就有事發生了
[00:00:52.720 --> 00:00:56.320]  是怎樣發生的?有上帝的手在做事
[00:00:56.320 --> 00:01:00.520]  《生命說宣教網絡》很想跟大家一起讀聖經
[00:01:00.520 --> 00:01:02.320]  多些認識
[00:01:02.320 --> 00:01:06.320]  看一看,創世紀29章,第一節到29章
[00:01:06.320 --> 00:01:10.120]  創世紀只有50章,我們可能很快看完創世紀
[00:01:10.120 --> 00:01:11.320]  第29章
[00:01:11.320 --> 00:01:17.320]  瓦國起行,到了東方人之地
[00:01:17.320 --> 00:01:21.320]  看見田間有一口井
[00:01:21.320 --> 00:01:25.320]  東方人之地有一口井
[00:01:25.320 --> 00:01:29.320]  有三群羊伏在井旁
[00:01:29.320 --> 00:01:35.320]  因為人飲羊群都是用那井裡的水
[00:01:35.320 --> 00:01:39.320]  而井口上的石塊是大的
[00:01:39.320 --> 00:01:41.320]  留意一下這裡
[00:01:41.320 --> 00:01:44.320]  看見田間有一口井
[00:01:44.320 --> 00:01:49.320]  我們想的田間和他們想的田間是不同的
[00:01:49.320 --> 00:01:56.320]  我們想的田就是一幅幅田,千麥、中環,裡面有水、稻米
[00:01:56.320 --> 00:02:01.320]  他們說的田,其實是田野之間
[00:02:01.320 --> 00:02:03.320]  田野之間,在feel那裡
[00:02:03.320 --> 00:02:08.320]  這個feel就指田,是又與不是
[00:02:08.320 --> 00:02:11.320]  田間可能是可能是
[00:02:11.320 --> 00:02:17.320]  其實應該是指有一個井的空地,一個大的空地,圓野
[00:02:17.320 --> 00:02:21.320]  大多數都是谷,即是低一點的井
[00:02:21.320 --> 00:02:24.320]  不然是掘不到水的
[00:02:24.320 --> 00:02:26.320]  去山頂掘井是掘不到的
[00:02:26.320 --> 00:02:31.320]  當然是比較低一點的田野地方,低一點的地方才有水
[00:02:31.320 --> 00:02:33.320]  在那裡有一個井
[00:02:33.320 --> 00:02:40.320]  井旁邊竟然有三群羊伏在那裡
[00:02:40.320 --> 00:02:43.320]  臥在井旁,即是伏在那裡
[00:02:43.320 --> 00:02:45.320]  在那裡做什麼?
[00:02:45.320 --> 00:02:47.320]  在等待
[00:02:47.320 --> 00:02:49.320]  為什麼呢?
[00:02:49.320 --> 00:02:53.320]  一來就拿水給羊喝,叫做飲羊
[00:02:53.320 --> 00:02:56.320]  讓羊喝了水就走
[00:02:56.320 --> 00:02:58.320]  為什麼要伏在那裡等呢?
[00:02:58.320 --> 00:03:00.320]  三群羊這麼多
[00:03:00.320 --> 00:03:04.320]  原來大家都是用井裡的水,大家很和諧的
[00:03:04.320 --> 00:03:06.320]  等的
[00:03:06.320 --> 00:03:10.320]  原因就是井口上的石頭很大塊
[00:03:10.320 --> 00:03:14.320]  於是要搬開
[00:03:14.320 --> 00:03:18.320]  於是時時有羊群在那裡聚集
[00:03:18.320 --> 00:03:22.320]  羊人就把石頭轉來井口飲羊
[00:03:22.320 --> 00:03:26.320]  隨之又把石頭放回井口的原處
[00:03:26.320 --> 00:03:30.320]  即是說,井口很大,石頭又很大
[00:03:30.320 --> 00:03:34.320]  要把石頭搬開
[00:03:34.320 --> 00:03:35.320]  搬不開
[00:03:35.320 --> 00:03:39.320]  把石頭推開,轉,轉,轉,推開
[00:03:39.320 --> 00:03:42.320]  然後才看到水就拿水了
[00:03:42.320 --> 00:03:47.320]  井口不會有東西掉下去
[00:03:47.320 --> 00:03:51.320]  大家就轉一轉,把石頭蓋上井口
[00:03:51.320 --> 00:03:55.320]  以免掉東西,掉羊,掉人
[00:03:55.320 --> 00:03:57.320]  這樣也好
[00:03:57.320 --> 00:03:59.320]  大家就等在一起
[00:03:59.320 --> 00:04:02.320]  說夠了,我們附近有五群羊
[00:04:02.320 --> 00:04:05.320]  五群都來了,我們就一起推開石頭
[00:04:05.320 --> 00:04:07.320]  讓他們喝水
[00:04:07.320 --> 00:04:10.320]  打完水,推開石頭,就散了
[00:04:10.320 --> 00:04:13.320]  很有趣,他們不會先倒先喝
[00:04:13.320 --> 00:04:15.320]  是等在一起
[00:04:15.320 --> 00:04:18.320]  等在一起變成習慣
[00:04:18.320 --> 00:04:19.320]  可能於是就說
[00:04:19.320 --> 00:04:20.320]  不如我們等在一起吧
[00:04:20.320 --> 00:04:21.320]  你這麼小,我這麼大
[00:04:21.320 --> 00:04:23.320]  不如我們等在一起吧
[00:04:23.320 --> 00:04:26.320]  也可以聊聊天
[00:04:26.320 --> 00:04:28.320]  好啊好啊,沒所謂
[00:04:28.320 --> 00:04:31.320]  於是就是這樣的情況
[00:04:31.320 --> 00:04:34.320]  再看看
[00:04:34.320 --> 00:04:39.320]  他們到了巴蘭
[00:04:39.320 --> 00:04:42.320]  別士巴
[00:04:42.320 --> 00:04:44.320]  就是這塊地
[00:04:44.320 --> 00:04:49.320]  就是以色列尼泊加人居住的地方
[00:04:49.320 --> 00:04:53.320]  尼泊加人就一直往巴蘭走
[00:04:53.320 --> 00:04:57.320]  到了巴蘭,伯特利就發了一個夢
[00:04:57.320 --> 00:05:00.320]  夢見一條梯,天使上去下來
[00:05:00.320 --> 00:05:02.320]  上帝在梯頂上說話
[00:05:02.320 --> 00:05:05.320]  然後就取了這個名字,叫做伯特利
[00:05:05.320 --> 00:05:10.320]  然後他們繼續走,走到近哈蘭
[00:05:10.320 --> 00:05:12.320]  巴旦哈蘭
[00:05:12.320 --> 00:05:14.320]  巴旦阿蘭
[00:05:14.320 --> 00:05:16.320]  巴旦就是延伸
[00:05:16.320 --> 00:05:21.320]  阿蘭就是一個平地
[00:05:21.320 --> 00:05:23.320]  平地的延伸
[00:05:23.320 --> 00:05:25.320]  這附近是一個平地
[00:05:25.320 --> 00:05:28.320]  現在就是敘利亞地方
[00:05:28.320 --> 00:05:31.320]  以前就和阿蘭人打仗
[00:05:31.320 --> 00:05:33.320]  就是這個地方阿蘭人
[00:05:33.320 --> 00:05:37.320]  阿蘭有個城市很出名叫做哈蘭
[00:05:37.320 --> 00:05:41.320]  哈蘭是什麼呢?再說一次
[00:05:41.320 --> 00:05:45.320]  最先就是塔拉帶著兒子阿伯拉罕
[00:05:45.320 --> 00:05:49.320]  和羅德離開吾爾城
[00:05:49.320 --> 00:05:52.320]  兩河流最發達在這一帶
[00:05:52.320 --> 00:05:54.320]  和出口這一帶
[00:05:54.320 --> 00:05:56.320]  這裡不發達了
[00:05:56.320 --> 00:05:57.320]  在這一帶
[00:05:57.320 --> 00:05:59.320]  新宇沃土在這一帶
[00:05:59.320 --> 00:06:03.320]  於是就帶著他們走
[00:06:03.320 --> 00:06:07.320]  塔拉走到哈蘭就不再走了
[00:06:07.320 --> 00:06:09.320]  年紀都大了,沒什麼力量
[00:06:09.320 --> 00:06:12.320]  可能不舒服了,休息了
[00:06:12.320 --> 00:06:15.320]  哈蘭是叫做交叉路
[00:06:15.320 --> 00:06:18.320]  就是每條大道都在那裡經過
[00:06:18.320 --> 00:06:19.320]  哈蘭都很發達
[00:06:19.320 --> 00:06:21.320]  他們就住在那裡
[00:06:21.320 --> 00:06:25.320]  做買賣又變成富戶
[00:06:25.320 --> 00:06:29.320]  所以阿伯拉罕接續
[00:06:29.320 --> 00:06:31.320]  他父親的心願
[00:06:31.320 --> 00:06:34.320]  去英許之地即是迦南
[00:06:34.320 --> 00:06:36.320]  這條路其實很遠
[00:06:36.320 --> 00:06:38.320]  不過這裡是一個中轉點
[00:06:38.320 --> 00:06:43.320]  現在阿國回去找舅父
[00:06:43.320 --> 00:06:45.320]  又回到哈蘭
[00:06:45.320 --> 00:06:49.320]  因為哈蘭是尼伯加的家
[00:06:49.320 --> 00:06:55.320]  也是拿學的兒子
[00:06:55.320 --> 00:06:57.320]  塔拉在那裡
[00:06:57.320 --> 00:07:02.320]  繼續看下去
[00:07:02.320 --> 00:07:04.320]  阿國對牧羊人說
[00:07:04.320 --> 00:07:07.320]  弟兄們
[00:07:07.320 --> 00:07:09.320]  好像我們今天教會那樣叫
[00:07:09.320 --> 00:07:12.320]  弟兄們,你們是哪裡來的?
[00:07:12.320 --> 00:07:15.320]  他們說:我是哈蘭來的
[00:07:15.320 --> 00:07:21.320]  弟兄們
[00:07:21.320 --> 00:07:24.320]  其實這個字是兄弟
[00:07:24.320 --> 00:07:27.320]  有一點點用譯做弟兄
[00:07:27.320 --> 00:07:29.320]  可能是當日翻譯
[00:07:29.320 --> 00:07:32.320]  日本人覺得那些應該不是親戚
[00:07:32.320 --> 00:07:33.320]  不是家族
[00:07:33.320 --> 00:07:35.320]  所以就叫弟兄
[00:07:35.320 --> 00:07:42.320]  其實是兄弟
[00:07:42.320 --> 00:07:47.320]  你知道社團的人喜歡叫兄弟
[00:07:47.320 --> 00:07:49.320]  其實又是親戚
[00:07:49.320 --> 00:07:52.320]  又是四海之內皆兄弟
[00:07:52.320 --> 00:07:57.320]  兄弟是指親戚和家族
[00:07:57.320 --> 00:08:00.320]  或者和家庭
[00:08:00.320 --> 00:08:04.320]  兄弟,你們是哪裡來的?
[00:08:04.320 --> 00:08:06.320]  你知道牧羊人帶羊出去
[00:08:06.320 --> 00:08:07.320]  走很遠
