
[00:00:00.000 --> 00:00:01.360]  頂紙媒,平安!
[00:00:01.360 --> 00:00:06.440]  好,今天繼續我們約書亞經文的講解
[00:00:06.440 --> 00:00:09.320]  「再走乾地納石遺跡」
[00:00:09.320 --> 00:00:13.280]  大家看這張相片的時候
[00:00:13.280 --> 00:00:16.320]  有什麼可以讓你抓到你的注意力呢?
[00:00:16.320 --> 00:00:19.000]  我女兒
[00:00:19.000 --> 00:00:22.280]  中堂有人說我的女兒的眼鏡很有趣
[00:00:22.280 --> 00:00:22.960]  紅色的
[00:00:22.960 --> 00:00:24.400]  其實重點不是那裡
[00:00:24.400 --> 00:00:26.800]  重點是背後的石頭
[00:00:26.800 --> 00:00:28.800]  有沒有人知道這是什麼石頭呢?
[00:00:29.680 --> 00:00:31.200]  嘩,你們很厲害
[00:00:31.200 --> 00:00:32.560]  中堂沒有人能夠回答
[00:00:32.560 --> 00:00:34.480]  昨天黃昏堂很多人都回答到
[00:00:34.480 --> 00:00:35.600]  你們也很厲害
[00:00:35.600 --> 00:00:39.040]  對,十二門徒的舊岩石
[00:00:39.040 --> 00:00:41.720]  其實也很漂亮,很多人去
[00:00:41.720 --> 00:00:43.600]  我參觀的時候發現
[00:00:43.600 --> 00:00:45.920]  一輛一輛的旅遊車輪轉上去
[00:00:45.920 --> 00:00:48.280]  很多人已經拍攝了一些景點
[00:00:48.280 --> 00:00:53.040]  人們也很想欣賞這些石頭
[00:00:53.040 --> 00:00:55.920]  我就喜歡玩航拍機
[00:00:55.920 --> 00:00:57.080]  拿一部小型航拍機
[00:00:57.080 --> 00:01:02.000]  想放在上面,從上帝的視角看上去
[00:01:02.000 --> 00:01:03.680]  看下去是怎樣的
[00:01:03.680 --> 00:01:05.240]  你覺得可以嗎?
[00:01:05.240 --> 00:01:06.600]  不准許?你怎麼知道不准許呢?
[00:01:06.600 --> 00:01:12.360]  我飛得很高,不會遇到那些人
[00:01:12.360 --> 00:01:13.800]  起飛是很危險的
[00:01:13.800 --> 00:01:16.080]  其實也是,有很多安全的理由
[00:01:16.080 --> 00:01:18.240]  但重點我猜其中一個原因就是
[00:01:18.240 --> 00:01:20.000]  它預備了一個服務給你
[00:01:20.000 --> 00:01:21.200]  就是加一個費用
[00:01:21.200 --> 00:01:23.560]  你可以在上面看直昇機
[00:01:23.560 --> 00:01:24.880]  當然有這個服務
[00:01:24.880 --> 00:01:28.000]  我希望你的航拍機就沒有了
[00:01:28.000 --> 00:01:32.080]  我心想,這麼多人付這麼多的費用
[00:01:32.080 --> 00:01:34.560]  也坐直昇機上去看看
[00:01:34.560 --> 00:01:38.920]  當然我沒有,但我覺得挺有趣的
[00:01:38.920 --> 00:01:41.360]  這麼多人圍著石頭看
[00:01:41.360 --> 00:01:42.920]  你以為不相信聖經
[00:01:42.920 --> 00:01:44.440]  或者不知道聖經所說的那些人
[00:01:44.440 --> 00:01:47.840]  聽到十二門徒會想甚麼?
[00:01:47.840 --> 00:01:49.600]  挺有趣的,十二門徒
[00:01:49.600 --> 00:01:51.800]  為甚麼無緣無故叫十二門徒呢?
[00:01:51.800 --> 00:01:54.800]  說回背後的故事
[00:01:54.800 --> 00:01:58.920]  有沒有人知道澳洲信耶穌的人有多少?
[00:01:58.920 --> 00:02:01.400]  幾個百分比?
[00:02:01.400 --> 00:02:02.880]  都有很多吧?
[00:02:02.880 --> 00:02:04.600]  之前是百分之六十多
[00:02:04.600 --> 00:02:08.080]  現在這幾年降到百分之四十多左右
[00:02:08.080 --> 00:02:09.360]  還有很特別的一位
[00:02:09.360 --> 00:02:10.680]  如果你是華人
[00:02:10.680 --> 00:02:13.680]  你從世界各地不同的地方移民到澳洲
[00:02:13.680 --> 00:02:17.160]  你知不知道當地的華人信主的比例有多高?
[00:02:17.160 --> 00:02:18.800]  竟然有20%
[00:02:18.800 --> 00:02:21.960]  真的聽起來這麼特別
[00:02:21.960 --> 00:02:25.960]  我的國家的基督教信仰在當中
[00:02:25.960 --> 00:02:27.280]  也有一定的影響力
[00:02:27.280 --> 00:02:28.680]  所以那些景點
[00:02:28.680 --> 00:02:31.960]  當然跟十二門徒有沒有直接關係?
[00:02:31.960 --> 00:02:36.160]  沒有,是這個國家賦予這個名字給他
[00:02:36.160 --> 00:02:39.040]  因為他有這樣的背景傳統
[00:02:39.040 --> 00:02:44.720]  今天我們讀約書亞記第四章經文中也說過
[00:02:44.720 --> 00:02:46.880]  有關石頭的故事,對吧?
[00:02:46.880 --> 00:02:49.640]  看到石頭便想起某些事情
[00:02:49.640 --> 00:02:52.440]  聖經當中有很多石頭的記載
[00:02:52.440 --> 00:02:53.640]  大家記得什麼?
[00:02:53.640 --> 00:02:55.240]  除了今天納石遺跡之外
[00:02:55.240 --> 00:02:56.520]  還有什麼石頭的記載?
[00:02:56.520 --> 00:02:57.760]  記得嗎?
[00:02:57.760 --> 00:03:00.080]  關於石頭的
[00:03:00.080 --> 00:03:05.600]  牙角,非常好,納石
[00:03:05.600 --> 00:03:08.200]  我問我女兒,她第一時間回答我
[00:03:08.200 --> 00:03:10.960]  石頭擲死人
[00:03:10.960 --> 00:03:13.120]  行石形,石形
[00:03:13.120 --> 00:03:15.960]  猶太人用石頭去處死人
[00:03:15.960 --> 00:03:18.080]  也有很多不同的記載
[00:03:18.080 --> 00:03:20.600]  防角石,耶穌基督也是我們的
[00:03:20.600 --> 00:03:25.480]  石頭這個概念也很特別
[00:03:25.480 --> 00:03:28.320]  我們回顧約書亞記
[00:03:28.320 --> 00:03:32.800]  其實它有種分法分成四個部份
[00:03:32.800 --> 00:03:35.800]  第一個是「過約彈河」
[00:03:35.800 --> 00:03:38.040]  第二和第三就是
[00:03:38.040 --> 00:03:41.760]  進入迦蘭地之後去供取這些地
[00:03:41.760 --> 00:03:44.200]  取那地,然後分那地
[00:03:44.200 --> 00:03:47.520]  取那地之後分給不同的支派
[00:03:47.520 --> 00:03:49.120]  最後就是「侍奉夜禍華」
[00:03:49.120 --> 00:03:50.360]  為什麼這樣分呢?
[00:03:50.360 --> 00:03:54.280]  當然有些舊約的學者精通希伯利文
[00:03:54.280 --> 00:03:56.080]  看到裡面有些特質
[00:03:56.080 --> 00:03:59.200]  原來發覺一和四是什麼?
[00:03:59.200 --> 00:04:03.040]  兩個希伯利文的發音和字形都很接近
[00:04:03.040 --> 00:04:05.960]  「過」和「侍奉」,中間兩個都很接近
[00:04:05.960 --> 00:04:08.840]  「取」和「分」,發音字形都很接近
[00:04:08.840 --> 00:04:10.480]  所以它就這樣做一個分類
[00:04:10.480 --> 00:04:12.280]  這個分類幫助我們去理解
[00:04:12.280 --> 00:04:14.640]  記住四件事就可以記齊成本
[00:04:14.640 --> 00:04:15.880]  這個約書亞記
[00:04:15.880 --> 00:04:17.920]  第一個是什麼?「過約彈河」
[00:04:17.920 --> 00:04:21.320]  然後取供取那些地方
[00:04:21.320 --> 00:04:23.080]  然後分了地
[00:04:23.080 --> 00:04:24.600]  分了地之後怎麼樣?
[00:04:24.600 --> 00:04:26.920]  在那裡,不是隨便的,是怎樣?
[00:04:26.920 --> 00:04:29.720]  「侍奉夜禍華」,記住這四部份
[00:04:29.720 --> 00:04:32.160]  當然我們看到什麼分法的時候
[00:04:32.160 --> 00:04:34.200]  第一部份很重要
[00:04:34.200 --> 00:04:37.800]  竟然用了五章,四章半
[00:04:37.800 --> 00:04:41.120]  用四章半的時間來講「過河」
[00:04:41.120 --> 00:04:43.880]  對大家來說,「過河」難不難?
[00:04:43.880 --> 00:04:45.960]  有沒有人住九龍?
[00:04:45.960 --> 00:04:47.640]  有一個
[00:04:47.640 --> 00:04:49.720]  過海也不是很辛苦
[00:04:49.720 --> 00:04:51.560]  坐地鐵也能過去
[00:04:51.560 --> 00:04:53.800]  如果真的過了幾分鐘
[00:04:53.800 --> 00:04:55.560]  從那個站到那個站就到了
[00:04:55.560 --> 00:04:57.440]  用了四章半來寫
[00:04:57.440 --> 00:04:59.040]  其實為什麼這麼重要呢?
[00:04:59.040 --> 00:05:00.400]  我想突出的是
[00:05:00.400 --> 00:05:04.760]  這件事情在整個以色列的歷史裡
[00:05:04.760 --> 00:05:07.200]  是相當重要的
[00:05:07.200 --> 00:05:12.080]  我首先問,約彈河是什麼時候過的呢?
[00:05:12.080 --> 00:05:14.440]  聖經告訴我們,四章十九節是什麼時候過的?
[00:05:14.440 --> 00:05:16.880]  正月初十
[00:05:16.880 --> 00:05:20.320]  正月當然是猶太的月曆
[00:05:20.320 --> 00:05:27.440]  我們華人的農曆年是什麼時候結束的?
[00:05:27.440 --> 00:05:29.360]  有人說十四,有人說初七
[00:05:29.360 --> 00:05:30.800]  無所謂的
[00:05:30.800 --> 00:05:34.200]  猶太人一看到正月初十
[00:05:34.200 --> 00:05:36.360]  馬上想起一件事情
[00:05:36.360 --> 00:05:38.000]  對我們來說未必不熟悉
[00:05:38.000 --> 00:05:39.560]  但對我們來說是很熟悉的
[00:05:39.560 --> 00:05:42.400]  因為再過幾天有一個很重要的日子
[00:05:42.400 --> 00:05:45.280]  是什麼日子?
[00:05:45.280 --> 00:05:46.920]  逾月節
[00:05:46.920 --> 00:05:50.480]  第一次逾月節在哪裡開始的?
[00:05:50.480 --> 00:05:52.360]  是不是在迦蘭地?
