
[00:00:00.000 --> 00:00:02.000]  "God is not dead"
[00:00:02.000 --> 00:00:04.000]  神怎麼會死呢?
[00:00:04.000 --> 00:00:08.000]  這個問題令我們去反思
[00:00:08.000 --> 00:00:11.000]  無論信或不信人
[00:00:11.000 --> 00:00:14.000]  神是不是真的死了呢?
[00:00:14.000 --> 00:00:18.000]  聖經說:如幻人心裡說沒有神
[00:00:18.000 --> 00:00:20.000]  他們都是邪惡
[00:00:20.000 --> 00:00:23.000]  行了可憎惡的罪業
[00:00:23.000 --> 00:00:25.000]  沒有一個人行善
[00:00:25.000 --> 00:00:29.000]  神從天上誰看世人
[00:00:29.000 --> 00:00:31.000]  要看有明白的沒有
[00:00:31.000 --> 00:00:34.000]  有尋求他的沒有
[00:00:34.000 --> 00:00:38.000]  《詩篇》第53篇第一第二節
[00:00:38.000 --> 00:00:40.000]  講得非常之好
[00:00:40.000 --> 00:00:43.000]  甚至中世紀一個很出名的哲學家
[00:00:43.000 --> 00:00:45.000]  都用這句話
[00:00:45.000 --> 00:00:49.000]  來作為一種叫做本體論證
[00:00:49.000 --> 00:00:50.000]  來印證
[00:00:50.000 --> 00:00:53.000]  只有想事情想不通的人
[00:00:53.000 --> 00:00:55.000]  稱為如幻人的人
[00:00:55.000 --> 00:00:58.000]  才能夠講出一句判斷
[00:00:58.000 --> 00:01:00.000]  就是沒有神了
[00:01:00.000 --> 00:01:04.000]  其實這一班否定神的人
[00:01:04.000 --> 00:01:06.000]  無論他的心思
[00:01:06.000 --> 00:01:09.000]  或者他們自己的言行
[00:01:09.000 --> 00:01:12.000]  都是偏離了上帝的標準
[00:01:12.000 --> 00:01:14.000]  所以他很怕有一個
[00:01:14.000 --> 00:01:16.000]  公義聖潔的神存在
[00:01:16.000 --> 00:01:19.000]  來作為他們的規限
[00:01:19.000 --> 00:01:22.000]  而且他們行了很多
[00:01:22.000 --> 00:01:25.000]  不合乎神標準的事情
[00:01:25.000 --> 00:01:27.000]  好的事情又沒有做
[00:01:27.000 --> 00:01:32.000]  但是神從天上來看所有的人
[00:01:32.000 --> 00:01:34.000]  要看
[00:01:34.000 --> 00:01:39.000]  不是看有沒有沒有犯罪的人
[00:01:39.000 --> 00:01:41.000]  如果要看這個世間
[00:01:41.000 --> 00:01:43.000]  有沒有犯罪的人
[00:01:43.000 --> 00:01:44.000]  神不用看
[00:01:44.000 --> 00:01:46.000]  神要看在這裡說
[00:01:46.000 --> 00:01:50.000]  有沒有一些是願意去明白
[00:01:50.000 --> 00:01:52.000]  有沒有神這個問題的人
[00:01:52.000 --> 00:01:55.000]  還有沒有一些是開放
[00:01:55.000 --> 00:01:59.000]  願意去尋求神的人
[00:01:59.000 --> 00:02:01.000]  喜伯書跟我們說
[00:02:01.000 --> 00:02:03.000]  如果我們要尋求神
[00:02:03.000 --> 00:02:06.000]  我們必須要打開自己
[00:02:06.000 --> 00:02:07.000]  就好像我們研究科學
[00:02:07.000 --> 00:02:10.000]  研究任何學科一樣
[00:02:10.000 --> 00:02:12.000]  有一個虛懷若谷
[00:02:12.000 --> 00:02:15.000]  我們先不要做任何假設
[00:02:15.000 --> 00:02:18.000]  我們才能夠客觀去到
[00:02:18.000 --> 00:02:21.000]  一個真實的結論
[00:02:21.000 --> 00:02:24.000]  為什麼我們今晚會講這個題目呢
[00:02:24.000 --> 00:02:28.000]  原因是今年禮拜六晚的崇拜
[00:02:28.000 --> 00:02:30.000]  有一個很大的改變
[00:02:30.000 --> 00:02:34.000]  改變就是希望能夠適合青少年人
[00:02:34.000 --> 00:02:37.000]  我看起來全部都是18、22歲左右
[00:02:37.000 --> 00:02:39.000]  非常年輕
[00:02:39.000 --> 00:02:42.000]  我也是18、22歲左右
[00:02:42.000 --> 00:02:45.000]  而且適合一些尋道者
[00:02:45.000 --> 00:02:48.000]  就是說他對太多聖經
[00:02:48.000 --> 00:02:51.000]  很多很枝節的問題
[00:02:51.000 --> 00:02:53.000]  還沒有深入理解
[00:02:53.000 --> 00:02:57.000]  他想了解一些聖經比較大的問題
[00:02:57.000 --> 00:03:00.000]  而且設計的童工
[00:03:00.000 --> 00:03:03.000]  特意想每一個禮拜
[00:03:03.000 --> 00:03:05.000]  都有一些不同的重點
[00:03:05.000 --> 00:03:07.000]  今天他們想的重點
[00:03:07.000 --> 00:03:10.000]  叫做電影專題
[00:03:10.000 --> 00:03:14.000]  我特別用一些電影
[00:03:14.000 --> 00:03:16.000]  和電影裡面的內容
[00:03:16.000 --> 00:03:18.000]  作為今晚的訊息
[00:03:18.000 --> 00:03:23.000]  來演繹一些例子
[00:03:23.000 --> 00:03:28.000]  我想我們當中很少人喜歡看電影
[00:03:28.000 --> 00:03:31.000]  就算你不看電影
[00:03:31.000 --> 00:03:33.000]  你也喜歡讀小說
[00:03:33.000 --> 00:03:36.000]  就算你不喜歡讀小說
[00:03:36.000 --> 00:03:40.000]  你也喜歡聽別人講別人的生命故事
[00:03:40.000 --> 00:03:44.000]  原來知道別人的生命歷程
[00:03:44.000 --> 00:03:48.000]  故事這件事是很有震撼力的
[00:03:48.000 --> 00:03:50.000]  正如我們讀聖經
[00:03:50.000 --> 00:03:53.000]  就是讀耶穌基督的故事
[00:03:53.000 --> 00:04:00.000]  電影是通過很多真實的人的事蹟
[00:04:00.000 --> 00:04:03.000]  又或者很多想像虛構
[00:04:03.000 --> 00:04:07.000]  去重新講那個故事
[00:04:07.000 --> 00:04:10.000]  不過電影講故事的方式
[00:04:10.000 --> 00:04:13.000]  和我們一般理解的方式有所不同
[00:04:13.000 --> 00:04:17.000]  我們當中有電影導演
[00:04:17.000 --> 00:04:20.000]  下午他跟我說找到老闆
[00:04:20.000 --> 00:04:23.000]  找到發行準備開拍
[00:04:23.000 --> 00:04:26.000]  我為他祈禱將來開拍一些
[00:04:26.000 --> 00:04:29.000]  又賺錢又多人看
[00:04:29.000 --> 00:04:32.000]  又能夠傳到福音的電影
[00:04:32.000 --> 00:04:34.000]  三樣都要
[00:04:34.000 --> 00:04:36.000]  有些人相信耶穌拍一些電影
[00:04:36.000 --> 00:04:38.000]  不叫座的都很慘
[00:04:38.000 --> 00:04:40.000]  不但虧蝕
[00:04:40.000 --> 00:04:44.000]  連吸引人來看的都沒有
[00:04:44.000 --> 00:04:46.000]  電影吸引人的地方
[00:04:46.000 --> 00:04:49.000]  就是它講故事的技巧
[00:04:49.000 --> 00:04:51.000]  有時它由最後講回頭
[00:04:51.000 --> 00:04:53.000]  有時由中間講起
[00:04:53.000 --> 00:04:55.000]  又回顧過去
[00:04:55.000 --> 00:04:58.000]  又展望將來
[00:04:58.000 --> 00:05:01.000]  最近我在地鐵看到一齣
[00:05:01.000 --> 00:05:03.000]  我看過的電影
[00:05:03.000 --> 00:05:06.000]  現在在香港才上映
[00:05:06.000 --> 00:05:09.000]  我忘記了中譯名好像五個字
[00:05:09.000 --> 00:05:12.000]  有個英文名叫Predestination
[00:05:12.000 --> 00:05:14.000]  你可以看這齣電影
[00:05:14.000 --> 00:05:17.000]  然後講一下裡面的人物有多少個
[00:05:17.000 --> 00:05:19.000]  然後你回來見到我說
[00:05:19.000 --> 00:05:20.000]  我看完了
[00:05:20.000 --> 00:05:22.000]  我終於看明白那部電影了
[00:05:22.000 --> 00:05:23.000]  師父跟我看
[00:05:23.000 --> 00:05:25.000]  看完很多次他都不明白
[00:05:25.000 --> 00:05:27.000]  究竟那個故事講什麼
[00:05:27.000 --> 00:05:30.000]  因為講時空的穿插裡面
[00:05:30.000 --> 00:05:34.000]  有很多的人物其實是重疊的
[00:05:34.000 --> 00:05:38.000]  但是那個講故事的人的技巧
[00:05:38.000 --> 00:05:42.000]  是去到最後一幕那個鏡頭
[00:05:42.000 --> 00:05:44.000]  閃現之間
[00:05:44.000 --> 00:05:46.000]  如果你想像力夠
[00:05:46.000 --> 00:05:48.000]  你就能夠計得出
[00:05:48.000 --> 00:05:52.000]  究竟裡面出現的人物有多少個
[00:05:52.000 --> 00:05:56.000]  另外一部未必那麼複雜
[00:05:56.000 --> 00:05:58.000]  但是懸疑性都很高
[00:05:58.000 --> 00:06:01.000]  就是梁家輝主演的一部
[00:06:01.000 --> 00:06:03.000]  是那些間諜片
[00:06:03.000 --> 00:06:04.000]  黃牌
[00:06:04.000 --> 00:06:06.000]  香港有沒有演過呢
[00:06:06.000 --> 00:06:08.000]  我不知道
[00:06:08.000 --> 00:06:10.000]  你看完
[00:06:10.000 --> 00:06:13.000]  你如果猜到誰是黃牌
[00:06:13.000 --> 00:06:14.000]  就是那個特務黃牌
[00:06:14.000 --> 00:06:16.000]  你就告訴我都好
[00:06:16.000 --> 00:06:18.000]  可能我們猜的都不同
[00:06:18.000 --> 00:06:21.000]  說到最後我都是
[00:06:21.000 --> 00:06:24.000]  隱隱約約從那些蛛絲馬跡
[00:06:24.000 --> 00:06:26.000]  去猜一下究竟
[00:06:26.000 --> 00:06:30.000]  要抓那個特務的黃牌是誰呢
[00:06:30.000 --> 00:06:35.000]  電影的講故事就是用一種
[00:06:35.000 --> 00:06:38.000]  那個情節很曲折的
[00:06:38.000 --> 00:06:41.000]  還有那個懸疑性很高的
[00:06:41.000 --> 00:06:43.000]  吸引你看
[00:06:43.000 --> 00:06:45.000]  有些人很喜歡打
[00:06:45.000 --> 00:06:48.000]  那些武打片
[00:06:48.000 --> 00:06:49.000]  拳拳到肉
[00:06:49.000 --> 00:06:51.000]  乒鳴鳳鳴
[00:06:51.000 --> 00:06:52.000]  配音配到
[00:06:52.000 --> 00:06:54.000]  或者就是戰爭片
[00:06:54.000 --> 00:06:56.000]  那顆子彈很慢
[00:06:56.000 --> 00:06:59.000]  還有一些好像魚波
[00:06:59.000 --> 00:07:02.000]  但是有些人用腦看電影
[00:07:02.000 --> 00:07:04.000]  很多對白
[00:07:04.000 --> 00:07:06.000]  沒有什麼鏡頭
[00:07:06.000 --> 00:07:08.000]  但是就很吸引
[00:07:08.000 --> 00:07:11.000]  因為它的講故事方式
[00:07:11.000 --> 00:07:14.000]  令到你覺得你有智慧
[00:07:14.000 --> 00:07:17.000]  令到你在想事情
[00:07:17.000 --> 00:07:21.000]  還有電影那個線性的效果
[00:07:21.000 --> 00:07:23.000]  非常之震撼
[00:07:23.000 --> 00:07:26.000]  還有能夠令人
[00:07:26.000 --> 00:07:29.000]  起一種共鳴
[00:07:29.000 --> 00:07:32.000]  所以電影的傳達那個訊息
[00:07:32.000 --> 00:07:35.000]  是非常之強的
[00:07:35.000 --> 00:07:38.000]  我今晚選一齣的電影
[00:07:38.000 --> 00:07:41.000]  好像香港都沒有上映過
[00:07:41.000 --> 00:07:43.000]  我都不知道在哪裡上映過
[00:07:43.000 --> 00:07:44.000]  總之有一隻DVD
[00:07:44.000 --> 00:07:47.000]  叫《God Is Not Dead》
[00:07:47.000 --> 00:07:50.000]  那為什麼要用英文題目呢
[00:07:50.000 --> 00:07:53.000]  我看下去都沒有紅鬚綠眼
[00:07:53.000 --> 00:07:55.000]  為什麼呢
[00:07:55.000 --> 00:07:58.000]  標其林二
[00:07:58.000 --> 00:08:01.000]  有誰是因為看到是英文題目
[00:08:01.000 --> 00:08:03.000]  而故意平時不來
[00:08:03.000 --> 00:08:06.000]  星期六今晚來的
[00:08:06.000 --> 00:08:08.000]  你們都很好
[00:08:08.000 --> 00:08:10.000]  我以為吸引到一些
[00:08:10.000 --> 00:08:15.000]  一看到英文字就特別頭腦清醒的人
[00:08:15.000 --> 00:08:17.000]  無論如何
[00:08:17.000 --> 00:08:19.000]  英文中文怎麼樣
[00:08:19.000 --> 00:08:23.000]  大家能夠有興趣來聽
[00:08:23.000 --> 00:08:26.000]  那個中文題目不是譯錯了
[00:08:26.000 --> 00:08:29.000]  也是標其林二
[00:08:29.000 --> 00:08:32.000]  故意有些反諷的味道
[00:08:32.000 --> 00:08:35.000]  神怎麼會死呢
[00:08:35.000 --> 00:08:37.000]  和《God Is Not Dead》
[00:08:37.000 --> 00:08:40.000]  《God Is Not Dead》是一種直接的肯定
[00:08:40.000 --> 00:08:42.000]  神怎麼會死呢
[00:08:42.000 --> 00:08:46.000]  是一種比較反諷的味道
[00:08:46.000 --> 00:08:48.000]  其實我們需要神
[00:08:48.000 --> 00:08:51.000]  是因為我們在現實人生裡
[00:08:51.000 --> 00:08:53.000]  受時空的局限
[00:08:53.000 --> 00:08:56.000]  有很多看得不通透
[00:08:56.000 --> 00:09:00.000]  有些看遠一點又覺得很害怕
[00:09:00.000 --> 00:09:03.000]  年輕人還有很前面去想
[00:09:03.000 --> 00:09:05.000]  年紀大一點的人
[00:09:05.000 --> 00:09:08.000]  前面沒什麼日子可以去想
[00:09:08.000 --> 00:09:11.000]  或者你喜歡天文學
[00:09:11.000 --> 00:09:13.000]  去想闊一點的時候
[00:09:13.000 --> 00:09:17.000]  你都會對你自己那個渺小的存在
[00:09:17.000 --> 00:09:19.000]  感覺到有一種
[00:09:19.000 --> 00:09:24.000]  好像很飄忽很空無的一種感覺
[00:09:24.000 --> 00:09:26.000]  從東方的哲理
[00:09:26.000 --> 00:09:31.000]  和傳道書的觀點來做分析的時候
[00:09:31.000 --> 00:09:33.000]  你會發現到
