
[00:00:00.000 --> 00:00:10.000]  我們延續同一信仰,異地同時有溪通
[00:00:10.000 --> 00:00:15.000]  我希望上帝保守我們這個城市,保守這個世界
[00:00:15.000 --> 00:00:19.000]  疫情早快過去
[00:00:19.000 --> 00:00:24.000]  每一架飛機,在它的燃油紀錄板裏面
[00:00:24.000 --> 00:00:30.000]  都有一個標示的,就叫做Point of No Return
[00:00:30.000 --> 00:00:34.000]  不能折返的了
[00:00:34.000 --> 00:00:37.000]  因為那裏顯示燃油已經用了一半
[00:00:37.000 --> 00:00:42.000]  如果你要回去起飛的機場,就在這個時間
[00:00:42.000 --> 00:00:45.000]  你過了這個時間就不可以回去的,不夠油的
[00:00:45.000 --> 00:00:50.000]  春家甲是一個肅靈生命的航程
[00:00:50.000 --> 00:00:54.000]  很肉身的生命一樣
[00:00:54.000 --> 00:00:57.000]  這個航程是沒有Point of No Return的
[00:00:57.000 --> 00:01:00.000]  是沒有折返點的
[00:01:00.000 --> 00:01:03.000]  人可以回去過去的地點
[00:01:03.000 --> 00:01:08.000]  但是不可以回去過去的時間
[00:01:08.000 --> 00:01:11.000]  春家甲另一端的機場
[00:01:11.000 --> 00:01:14.000]  是嘉南樓那爾密之地
[00:01:14.000 --> 00:01:17.000]  這個是上帝應許給阿巴拉罕的
[00:01:17.000 --> 00:01:21.000]  上世紀十二章上帝呼召七十五歲的阿巴拉
[00:01:21.000 --> 00:01:27.000]  離開吳爾,帶同妻子羅德和財物去到嘉南地
[00:01:27.000 --> 00:01:29.000]  十五章到了嘉南地
[00:01:29.000 --> 00:01:33.000]  上帝向他再顯現,進一步告訴他
[00:01:33.000 --> 00:01:36.000]  你的後裔必寄居別人的地
[00:01:36.000 --> 00:01:39.000]  要服侍那個地的人
[00:01:39.000 --> 00:01:42.000]  那地的人要輔代他們四百年
[00:01:42.000 --> 00:01:45.000]  到了第四代
[00:01:45.000 --> 00:01:48.000]  他們必回到這地
[00:01:48.000 --> 00:01:54.000]  因為亞摩利人的罪孽還沒有滿盈
[00:01:54.000 --> 00:01:57.000]  亞摩利人就是嘉南人的統稱
[00:01:57.000 --> 00:02:01.000]  原來的意思是,這個是西方來的人
[00:02:01.000 --> 00:02:06.000]  接著上帝和阿巴拉納約
[00:02:06.000 --> 00:02:12.000]  日落天黑,不料有霧煙的爐並燒著的火把
[00:02:12.000 --> 00:02:16.000]  從那些辱快經過
[00:02:16.000 --> 00:02:19.000]  當日也有說以阿巴拉納約
[00:02:19.000 --> 00:02:21.000]  這個納約的儀式
[00:02:21.000 --> 00:02:24.000]  行過切開的滯生
[00:02:24.000 --> 00:02:28.000]  是表示以生命保證不會爽約
[00:02:28.000 --> 00:02:32.000]  否則像滯生是被剖開
[00:02:32.000 --> 00:02:34.000]  到了十七章
[00:02:34.000 --> 00:02:38.000]  阿巴拉改名並行割禮
[00:02:38.000 --> 00:02:41.000]  你們所有男子都要受割禮
[00:02:41.000 --> 00:02:45.000]  這是我並你的後裔所立的約
[00:02:45.000 --> 00:02:48.000]  是你們所當遵守的
[00:02:48.000 --> 00:02:55.000]  荷西亞先知用婚姻來比喻這個約
[00:02:55.000 --> 00:02:58.000]  荷西亞書第二章二十一二十二節說
[00:02:58.000 --> 00:03:02.000]  我要永遠聘取你
[00:03:02.000 --> 00:03:07.000]  以正義、公平、慈愛、憐憫聘取你
[00:03:07.000 --> 00:03:09.000]  以忠實聘取你
[00:03:09.000 --> 00:03:12.000]  使你認識我是上帝
[00:03:12.000 --> 00:03:16.000]  但以色列人對這個婚姻不忠誠
[00:03:16.000 --> 00:03:19.000]  忘記自己是上主的約民
[00:03:19.000 --> 00:03:21.000]  多次離開上帝扮偶像
[00:03:21.000 --> 00:03:26.000]  因而北角以色列被亞述國所滅
[00:03:26.000 --> 00:03:30.000]  南角猶大被巴比倫所滅
[00:03:30.000 --> 00:03:33.000]  備受亡國之痛
[00:03:33.000 --> 00:03:35.000]  以色列人的失敗
[00:03:35.000 --> 00:03:37.000]  就好像不少婚姻的失敗
[00:03:37.000 --> 00:03:41.000]  其實其中一個原因是什麼呢
[00:03:41.000 --> 00:03:43.000]  他們忘記了起行之後
[00:03:43.000 --> 00:03:46.000]  是沒有節反點的
[00:03:46.000 --> 00:03:48.000]  有些人結婚的時候
[00:03:48.000 --> 00:03:50.000]  行李還未放下
[00:03:50.000 --> 00:03:53.000]  拿著行李五年、十年
[00:03:53.000 --> 00:03:55.000]  仍然未放下行李
[00:03:55.000 --> 00:03:57.000]  隨時可以離開
[00:03:57.000 --> 00:03:59.000]  結果實現了
[00:03:59.000 --> 00:04:00.000]  實現了什麼呢
[00:04:00.000 --> 00:04:03.000]  就是自我實現的預言
[00:04:03.000 --> 00:04:08.000]  自我實現的預言
[00:04:08.000 --> 00:04:10.000]  在吉格行國禮
[00:04:10.000 --> 00:04:14.000]  就是約民的身份的覺醒
[00:04:14.000 --> 00:04:18.000]  上帝以先祖伯勒罕納約
[00:04:18.000 --> 00:04:22.000]  賜他後裔應許之地
[00:04:22.000 --> 00:04:23.000]  而一刻
[00:04:23.000 --> 00:04:26.000]  以色列人已經渡過了約旦河
[00:04:26.000 --> 00:04:28.000]  納足應許之地
[00:04:28.000 --> 00:04:33.000]  他決志從此結束漂流的生活
[00:04:33.000 --> 00:04:36.000]  做上帝的選民
[00:04:36.000 --> 00:04:37.000]  今日夫人經課
[00:04:37.000 --> 00:04:39.000]  《老家十五章》的浪子
[00:04:39.000 --> 00:04:41.000]  也是醒悟
[00:04:41.000 --> 00:04:44.000]  覺醒自己的身份
[00:04:44.000 --> 00:04:46.000]  回到父親的家中
[00:04:46.000 --> 00:04:48.000]  我要起來
[00:04:48.000 --> 00:04:51.000]  到我父親那裏向他說
[00:04:51.000 --> 00:04:52.000]  父親,我得罪了天
[00:04:52.000 --> 00:04:54.000]  又得罪了你
[00:04:54.000 --> 00:04:55.000]  從今以後
[00:04:55.000 --> 00:04:58.000]  我不配稱你為我的兒子
[00:04:58.000 --> 00:05:01.000]  把我當作一個故宮伯
[00:05:01.000 --> 00:05:03.000]  今日的題目
[00:05:03.000 --> 00:05:06.000]  吉格的覺醒
[00:05:06.000 --> 00:05:10.000]  就是約民身份的覺醒
[00:05:10.000 --> 00:05:13.000]  也是屬靈生命的覺醒
[00:05:13.000 --> 00:05:16.000]  第一,我們看看
[00:05:16.000 --> 00:05:19.000]  認清身份不再漂流
[00:05:19.000 --> 00:05:22.000]  約書亞記第五章二三
[00:05:22.000 --> 00:05:24.000]  和第九節
[00:05:24.000 --> 00:05:26.000]  你製造火石刀
[00:05:26.000 --> 00:05:28.000]  第二次給以色列人行割禮
[00:05:28.000 --> 00:05:31.000]  約書亞就製造火石刀
[00:05:31.000 --> 00:05:34.000]  在徐皮山那裏給以色列人行割禮
[00:05:34.000 --> 00:05:36.000]  又說對約書亞說
[00:05:36.000 --> 00:05:38.000]  我今日將埃及的羞辱
[00:05:38.000 --> 00:05:42.000]  從你們身上滾去了
[00:05:42.000 --> 00:05:44.000]  因此那地方名叫吉格
[00:05:44.000 --> 00:05:47.000]  直到今日
[00:05:47.000 --> 00:05:49.000]  約書亞叫所有
[00:05:49.000 --> 00:05:51.000]  在抗日出世的以色列人
[00:05:51.000 --> 00:05:53.000]  在吉格進行割禮
[00:05:53.000 --> 00:05:55.000]  並遵守禦節
[00:05:55.000 --> 00:05:58.000]  再次認定他們的身份
[00:05:58.000 --> 00:06:01.000]  結束過去漂流的生活
[00:06:01.000 --> 00:06:03.000]  回歸祭司的角度
[00:06:03.000 --> 00:06:05.000]  屬神的子民
[00:06:05.000 --> 00:06:08.000]  征戰就在前面
[00:06:08.000 --> 00:06:12.000]  要為真理打美好的聖像
[00:06:12.000 --> 00:06:17.000]  割禮就是聖洗禮的寓表
[00:06:17.000 --> 00:06:20.000]  聖經稱割禮是聖洗禮
[00:06:20.000 --> 00:06:23.000]  哥羅西書第二章十一十二節
[00:06:23.000 --> 00:06:25.000]  你們在他裏面
[00:06:25.000 --> 00:06:30.000]  有受了不是人手所行的割禮
[00:06:30.000 --> 00:06:33.000]  你們既受洗與他一同埋葬
[00:06:33.000 --> 00:06:37.000]  也就在此與他一同復活
[00:06:37.000 --> 00:06:42.000]  你們從前在割飯和未受割禮的肉體中死了
[00:06:42.000 --> 00:06:45.000]  神赦免了你們一切的割飯
[00:06:45.000 --> 00:06:48.000]  便叫你們與基督一同活過來
[00:06:48.000 --> 00:06:51.000]  所以聖洗是開竅
[00:06:51.000 --> 00:06:56.000]  教會稱領聖洗的人是蒙光照
[00:06:56.000 --> 00:06:58.000]  Enlightened
[00:06:58.000 --> 00:07:00.000]  得到靈性的覺醒
[00:07:00.000 --> 00:07:03.000]  領洗的時候他點著一支洋燭
[00:07:03.000 --> 00:07:06.000]  是象徵蒙光照
[00:07:06.000 --> 00:07:08.000]  而這個象徵願意把真光
[00:07:08.000 --> 00:07:11.000]  傳遍世界
[00:07:11.000 --> 00:07:12.000]  割隔
[00:07:12.000 --> 00:07:15.000]  原文是滾開
[00:07:15.000 --> 00:07:18.000]  割禮就是將羊皮滾開
[00:07:18.000 --> 00:07:21.000]  所以割隔另一個名字叫做除皮山
[00:07:21.000 --> 00:07:23.000]  一個地方有兩個名字
[00:07:23.000 --> 00:07:26.000]  一個割隔一個叫做除皮山
