
[00:00:00.000 --> 00:00:03.000]  好,時候到了
[00:00:03.000 --> 00:00:07.000]  倒數開始了,今天我只有三十分鐘
[00:00:07.000 --> 00:00:11.000]  不過我們說的是若拿書
[00:00:11.000 --> 00:00:15.000]  若拿的神是因為有憐憫
[00:00:15.000 --> 00:00:18.000]  不輕易發怒,有風承慈愛
[00:00:18.000 --> 00:00:21.000]  那也多給我五分鐘吧
[00:00:21.000 --> 00:00:24.000]  過了一鐘也不要發怒了
[00:00:24.000 --> 00:00:28.000]  五分鐘不單止是非常寶貴
[00:00:28.000 --> 00:00:31.000]  如果你看一場球賽,最後那五分鐘的補時
[00:00:31.000 --> 00:00:33.000]  往往是勝利的關鍵
[00:00:33.000 --> 00:00:35.000]  如果你聽我說得多
[00:00:35.000 --> 00:00:37.000]  你也知道最後那五分鐘
[00:00:37.000 --> 00:00:40.000]  通常是帶我們去到耶穌基督十字架的跟前
[00:00:40.000 --> 00:00:43.000]  是整篇道的最終高峰
[00:00:43.000 --> 00:00:46.000]  所以不要cut我最後那五分鐘
[00:00:46.000 --> 00:00:48.000]  我們開始再做一個祈禱
[00:00:48.000 --> 00:00:51.000]  主啊,你幫助我們在今晚的時候
[00:00:51.000 --> 00:00:55.000]  一起思想一個這麼美麗的一段聖經
[00:00:55.000 --> 00:00:58.000]  幫助我們,因為我們實在是要去思考的
[00:00:58.000 --> 00:01:03.000]  這段聖經不容易有很深的層次
[00:01:03.000 --> 00:01:06.000]  幫助我們耐心的去聆聽
[00:01:06.000 --> 00:01:09.000]  也幫助我們的心去回應
[00:01:09.000 --> 00:01:12.000]  你在耶穌基督裡面偉大的救恩
[00:01:12.000 --> 00:01:13.000]  再次感謝祢
[00:01:13.000 --> 00:01:16.000]  祝福我們今天晚上每一個人
[00:01:16.000 --> 00:01:18.000]  我們這樣祈禱是以奉主耶穌基督名求
[00:01:18.000 --> 00:01:19.000]  阿們
[00:01:19.000 --> 00:01:24.000]  兩個星期之前我們開始看若拿書
[00:01:24.000 --> 00:01:27.000]  我們的題目是阿非正傳
[00:01:27.000 --> 00:01:32.000]  若拿這個名在希伯來文的意思是格子
[00:01:32.000 --> 00:01:34.000]  而在整個故事裡面
[00:01:34.000 --> 00:01:37.000]  他就是一個無厘頭的叛徒
[00:01:37.000 --> 00:01:39.000]  他是rebel without a cause
[00:01:39.000 --> 00:01:43.000]  所以我們叫他做阿非其實是非常貼切的
[00:01:43.000 --> 00:01:46.000]  但我相信這個阿非最後是有飛回來
[00:01:46.000 --> 00:01:49.000]  飛回來耶和華的面前
[00:01:49.000 --> 00:01:54.000]  所以阿非正傳其實是回轉若拿眼中的耶和華
[00:01:54.000 --> 00:01:59.000]  今天我們有這本書是因為若拿回來了
[00:01:59.000 --> 00:02:02.000]  將他自己的見證寫下來
[00:02:02.000 --> 00:02:07.000]  若拿的見證很比一個四層樓高的恩典大廈
[00:02:07.000 --> 00:02:09.000]  第一層叫做投奔怒海
[00:02:09.000 --> 00:02:14.000]  第二層叫做焚身如復
[00:02:14.000 --> 00:02:17.000]  第三層叫做螞蟻迴轉
[00:02:17.000 --> 00:02:21.000]  第四層是憤怒求死
[00:02:21.000 --> 00:02:24.000]  而最後在這個大廈的樓上
[00:02:24.000 --> 00:02:26.000]  建了一個十字架
[00:02:26.000 --> 00:02:31.000]  每一層樓結果都是指向主耶穌基督的十字架
[00:02:31.000 --> 00:02:35.000]  這個才是名副其實的恩典大廈
[00:02:35.000 --> 00:02:39.000]  若拿的見證很像一個舞台劇
[00:02:39.000 --> 00:02:42.000]  這個舞台劇有兩個主要的背景
[00:02:42.000 --> 00:02:46.000]  上部分的背景是波濤洶湧的大海
[00:02:46.000 --> 00:02:51.000]  下部分的背景是沙塵滾滾的大城
[00:02:51.000 --> 00:02:53.000]  如果你很留意去讀若拿書
[00:02:53.000 --> 00:02:59.000]  你會發覺上部和下部其實是有少少倒影對照的
[00:02:59.000 --> 00:03:04.000]  也就是說第三章和第一章其實是很相似的
[00:03:04.000 --> 00:03:06.000]  第三章第一節這樣開始
[00:03:06.000 --> 00:03:10.000]  耶和華的話第二次臨到若拿書
[00:03:10.000 --> 00:03:13.000]  起來到利尼眉大城去
[00:03:13.000 --> 00:03:17.000]  如果你之前沒有聽過若拿的故事
[00:03:17.000 --> 00:03:20.000]  你會以為這是一個新的使命
[00:03:20.000 --> 00:03:22.000]  耶和華的話再次臨到他
[00:03:22.000 --> 00:03:23.000]  給他第二個使命
[00:03:23.000 --> 00:03:26.000]  但如果你回去看第一章第一節的時候
[00:03:26.000 --> 00:03:31.000]  你會發覺三章一節和一章一節其實是完全一樣
[00:03:31.000 --> 00:03:33.000]  只差一件事就是沒有第二次
[00:03:33.000 --> 00:03:37.000]  甚至第二節都是一樣的
[00:03:37.000 --> 00:03:43.000]  簡單來說你開始明白
[00:03:43.000 --> 00:03:48.000]  整個故事是在說若拿第一次的使命是完全的失敗
[00:03:48.000 --> 00:03:50.000]  於是他現在需要補考
[00:03:50.000 --> 00:03:52.000]  他需要再次考試
[00:03:52.000 --> 00:03:54.000]  我們說你拍戲的時候NG了
[00:03:54.000 --> 00:03:55.000]  No good
[00:03:55.000 --> 00:03:57.000]  於是你要重拍
[00:03:57.000 --> 00:03:59.000]  說到這裡的時候
[00:03:59.000 --> 00:04:02.000]  如果你是關心若拿的朋友
[00:04:02.000 --> 00:04:06.000]  你應該會擔心若拿今次會不會再歷史重演
[00:04:06.000 --> 00:04:09.000]  會不會第二次又再失敗
[00:04:09.000 --> 00:04:12.000]  為了避免第二次歷史重演
[00:04:12.000 --> 00:04:15.000]  耶和華做了一些手腳功夫
[00:04:15.000 --> 00:04:17.000]  如果你看第二節的時候
[00:04:17.000 --> 00:04:20.000]  耶和華說臨到若拿第三章
[00:04:20.000 --> 00:04:26.000]  起來把我告訴你的訊息向其中的居民宣告
[00:04:26.000 --> 00:04:29.000]  你會發現耶和華多加了一句說話
[00:04:29.000 --> 00:04:32.000]  是一章呼叫他的時候是沒有的
[00:04:32.000 --> 00:04:35.000]  一章叫他起來向其中的居民宣告
[00:04:35.000 --> 00:04:37.000]  但是這裡加多了一句說話
[00:04:37.000 --> 00:04:38.000]  Make sure你要做一件事
[00:04:38.000 --> 00:04:42.000]  你要將我告訴你的訊息向他們宣告
[00:04:42.000 --> 00:04:45.000]  這一句新加的句子
[00:04:45.000 --> 00:04:47.000]  可能是一個強調
[00:04:47.000 --> 00:04:48.000]  是一個提醒
[00:04:48.000 --> 00:04:50.000]  甚至是一種警告若拿
[00:04:50.000 --> 00:04:54.000]  你不可以照你自己的理念去說我的訊息
[00:04:54.000 --> 00:04:57.000]  你一定要傳講我給你現在的訊息
[00:04:57.000 --> 00:05:00.000]  你要體貼我的心意
[00:05:00.000 --> 00:05:03.000]  不是你自己的心意
[00:05:03.000 --> 00:05:05.000]  三章三字
[00:05:05.000 --> 00:05:08.000]  若拿就照耶和華的話
[00:05:08.000 --> 00:05:11.000]  起來到尼尼尾去
[00:05:11.000 --> 00:05:13.000]  你對比第一章的時候
[00:05:13.000 --> 00:05:15.000]  他是起來然後去了哪裡
[00:05:15.000 --> 00:05:17.000]  然後他去逃跑
[00:05:17.000 --> 00:05:19.000]  他去躲避耶和華
[00:05:19.000 --> 00:05:21.000]  但是在三章三字
[00:05:21.000 --> 00:05:22.000]  他這次不同了
[00:05:22.000 --> 00:05:25.000]  他不但起來去尼尼尾
[00:05:25.000 --> 00:05:29.000]  他還是照著耶和華的話
[00:05:29.000 --> 00:05:32.000]  起來去尼尼尾
[00:05:32.000 --> 00:05:34.000]  不過人去了
[00:05:34.000 --> 00:05:35.000]  你也要問一句
[00:05:35.000 --> 00:05:37.000]  那他的心呢?
[00:05:37.000 --> 00:05:41.000]  他有沒有從心裡馴服耶和華
[00:05:41.000 --> 00:05:46.000]  於是起來去到尼尼尾呢?
[00:05:46.000 --> 00:05:47.000]  你擔心的是
[00:05:47.000 --> 00:05:50.000]  他會不會還是死性不改
[00:05:50.000 --> 00:05:51.000]  雖然人去到
[00:05:51.000 --> 00:05:53.000]  但是他心不在
[00:05:53.000 --> 00:05:55.000]  結果重蹈覆轍
[00:05:55.000 --> 00:05:57.000]  會不會在整個故事的最後
[00:05:57.000 --> 00:06:02.000]  若拿仍然是大罪人、大惡人呢?
[00:06:02.000 --> 00:06:05.000]  這個是你讀若拿書
[00:06:05.000 --> 00:06:07.000]  去到下半場的時候
[00:06:07.000 --> 00:06:09.000]  你不斷要思想的
[00:06:09.000 --> 00:06:11.000]  是整本若拿書的主線
[00:06:11.000 --> 00:06:15.000]  究竟若拿最後和耶和華的關係是怎樣的
[00:06:15.000 --> 00:06:18.000]  所以當你繼續去看
[00:06:18.000 --> 00:06:20.000]  尼尼尾的故事的時候
