
[00:00:00.000 --> 00:00:04.300]  每逢一個系列到最後一個訊息
[00:00:04.300 --> 00:00:06.900]  我都很不捨得
[00:00:06.900 --> 00:00:09.700]  雖然我喜歡舊約多過新約
[00:00:09.700 --> 00:00:13.200]  而我現在講的是一個新約的系列
[00:00:13.200 --> 00:00:16.900]  但是去到最後的訊息我都是依依不捨
[00:00:16.900 --> 00:00:19.200]  真的很不放得下
[00:00:19.200 --> 00:00:21.300]  今天要跟大家講的就是
[00:00:21.300 --> 00:00:24.600]  《使徒行卷》的二十七章和二十八章
[00:00:24.600 --> 00:00:29.400]  是講到保羅由蓋薩利亞去到羅馬
[00:00:29.400 --> 00:00:31.700]  在路上他遇見風浪
[00:00:31.700 --> 00:00:33.300]  但是他的信心
[00:00:33.300 --> 00:00:38.200]  是甚至風浪都不能夠打動的一個信心
[00:00:38.200 --> 00:00:39.700]  我們今天就來看
[00:00:39.700 --> 00:00:45.700]  保羅怎樣面對他的風浪
[00:00:45.700 --> 00:00:48.100]  首先又要回去講講
[00:00:48.100 --> 00:00:52.300]  就是為什麼保羅要去羅馬
[00:00:52.300 --> 00:00:54.300]  上次也跟大家講過
[00:00:54.300 --> 00:00:57.600]  他在樹植耶路撒冷被人誣告他
[00:00:57.600 --> 00:01:00.600]  帶領外邦人進入聖殿
[00:01:00.600 --> 00:01:02.600]  這個是死罪來的
[00:01:02.600 --> 00:01:06.000]  當時就有個千夫長叫做呂西亞
[00:01:06.000 --> 00:01:07.900]  他救了保羅
[00:01:07.900 --> 00:01:12.200]  而且將他帶到蓋薩利亞
[00:01:12.200 --> 00:01:13.800]  因為他在耶路撒冷
[00:01:13.800 --> 00:01:17.800]  沒有辦法可以公平地有這個審判
[00:01:17.800 --> 00:01:20.600]  而他的命是危在旦夕
[00:01:20.600 --> 00:01:24.000]  所以唯一的辦法就是將他送去蓋薩利亞
[00:01:24.000 --> 00:01:27.700]  在蓋薩利亞這個總督菲斯都問他
[00:01:27.700 --> 00:01:30.900]  要不要回去耶路撒冷受審
[00:01:30.900 --> 00:01:33.300]  保羅當然是不找回去
[00:01:33.300 --> 00:01:36.000]  因為回去就實死無生
[00:01:36.000 --> 00:01:40.700]  所以他就揀選向羅馬王蓋薩來上訴
[00:01:40.700 --> 00:01:42.200]  這個也是原因
[00:01:42.200 --> 00:01:46.200]  為什麼保羅會由蓋薩利亞去到羅馬
[00:01:46.200 --> 00:01:48.200]  而遇見風浪
[00:01:48.200 --> 00:01:52.400]  其實保羅一直都很想去羅馬傳福音
[00:01:52.400 --> 00:01:56.800]  而耶穌基督也曾經應許他
[00:01:56.800 --> 00:01:59.700]  將會去到羅馬作見證
[00:01:59.700 --> 00:02:02.200]  《使徒行傳》的23章11節
[00:02:02.200 --> 00:02:05.600]  27章24節都有告訴我們
[00:02:05.600 --> 00:02:07.900]  但是他慢慢猜不到
[00:02:07.900 --> 00:02:12.200]  他將會以囚犯的身份去到羅馬
[00:02:12.200 --> 00:02:18.800]  還被羅馬的人和猶太人審問他審判他
[00:02:18.800 --> 00:02:22.600]  在這裏去到羅馬的路上還會遇見風浪
[00:02:22.600 --> 00:02:25.000]  他是慢慢猜不到
[00:02:25.000 --> 00:02:29.100]  在人的眼光來看保羅真是失敗
[00:02:29.100 --> 00:02:30.900]  成為街下囚
[00:02:30.900 --> 00:02:34.800]  被送去羅馬被審判
[00:02:34.800 --> 00:02:38.000]  但是從神的角度來看
[00:02:38.000 --> 00:02:40.300]  我首先要給大家看到的
[00:02:40.300 --> 00:02:43.300]  就是這件事的最後結果
[00:02:43.300 --> 00:02:48.200]  其實有很多的弟兄可能姊妹更多
[00:02:48.200 --> 00:02:51.400]  看小說的時候都很喜歡
[00:02:51.400 --> 00:02:53.200]  回到最後一頁
[00:02:53.200 --> 00:02:56.600]  看看究竟是喜劇還是悲劇
[00:02:56.600 --> 00:03:00.800]  喜劇我就看悲劇你就不要騷擾我
[00:03:00.800 --> 00:03:02.100]  看YouTube也是
[00:03:02.100 --> 00:03:04.200]  快速前進到最後
[00:03:04.200 --> 00:03:05.700]  先裝一裝
[00:03:05.700 --> 00:03:08.500]  現在我就會先給你們看看
[00:03:08.500 --> 00:03:10.500]  快速前進到最後
[00:03:10.500 --> 00:03:14.100]  甚至是去到《使徒行傳》之外
[00:03:14.100 --> 00:03:18.500]  我們知道菲勒比書是保羅在羅馬的監獄
[00:03:18.500 --> 00:03:21.200]  第一次入獄所寫
[00:03:21.200 --> 00:03:23.500]  他要菲勒比的信徒知道
[00:03:23.500 --> 00:03:25.400]  他所遇見的一切事
[00:03:25.400 --> 00:03:27.200]  包括他的入獄
[00:03:27.200 --> 00:03:29.500]  包括他遇海難
[00:03:29.500 --> 00:03:31.500]  都是神的旨意
[00:03:31.500 --> 00:03:34.900]  是要為了興旺福音
[00:03:34.900 --> 00:03:36.000]  他還說
[00:03:36.000 --> 00:03:41.200]  他要讓宮殿裏面的御林軍和其他人知道
[00:03:41.200 --> 00:03:42.900]  他身上的鎖鏈
[00:03:42.900 --> 00:03:47.300]  是因為耶穌基督的緣故
[00:03:47.300 --> 00:03:51.700]  你說怎麼有可能保羅和御林軍來傳福音
[00:03:51.700 --> 00:03:55.800]  這個和他在樹蓋薩利亞的情形很相似
[00:03:55.800 --> 00:03:57.600]  記不記得他在蓋薩利亞
[00:03:57.600 --> 00:04:00.100]  被困在希律的宮殿
[00:04:00.100 --> 00:04:02.800]  有士兵鎖在他的身上
[00:04:02.800 --> 00:04:04.900]  讓他日夜來傳福音
[00:04:04.900 --> 00:04:08.200]  現在去到蓋薩的宮殿
[00:04:08.200 --> 00:04:12.900]  也是一樣,他可以向御林軍來傳福音
[00:04:12.900 --> 00:04:15.200]  御林軍你不要小看
[00:04:15.200 --> 00:04:17.700]  在羅馬的帝國
[00:04:17.700 --> 00:04:20.200]  御林軍是很有地位
[00:04:20.200 --> 00:04:21.800]  很有權勢
[00:04:21.800 --> 00:04:23.800]  很有影響力
[00:04:23.800 --> 00:04:25.200]  還不止
[00:04:25.200 --> 00:04:28.100]  如果你看完菲勒比書的第四章
[00:04:28.100 --> 00:04:31.200]  保羅結束菲勒比書的時候
[00:04:31.200 --> 00:04:34.000]  他說我要向你們問安
[00:04:34.000 --> 00:04:37.300]  在這裡有很多的聖徒向你們問安
[00:04:37.300 --> 00:04:38.900]  有什麼聖徒?
[00:04:38.900 --> 00:04:44.600]  是蓋薩家裡的人突突地問你們的安
[00:04:44.600 --> 00:04:46.300]  蓋薩是羅馬王
[00:04:46.300 --> 00:04:50.500]  居然蓋薩的家人成為聖徒
[00:04:50.500 --> 00:04:53.800]  你說保羅怎麼可能向蓋薩的家人
[00:04:53.800 --> 00:04:56.300]  向御林軍來傳福音
[00:04:56.300 --> 00:05:00.800]  如果他是以一個傳道者的身份去到羅馬
[00:05:00.800 --> 00:05:03.600]  他最多接觸的是平民
[00:05:03.600 --> 00:05:07.100]  未來他可以去到上層社會
[00:05:07.100 --> 00:05:09.800]  他根本不可能向御林軍
