
[00:00:00.000 --> 00:00:04.040]  人生怎樣才算是成功呢?
[00:00:04.040 --> 00:00:08.000]  我想問問在座或者網上的弟兄姊妹
[00:00:08.000 --> 00:00:12.000]  如果你覺得你的生命是成功的,請你舉手
[00:00:12.000 --> 00:00:15.000]  一個都沒有?
[00:00:15.000 --> 00:00:18.000]  會不會是你們謙卑了一點?
[00:00:18.000 --> 00:00:22.000]  有一天,或者你和我都會坐在安老院裏面
[00:00:22.000 --> 00:00:26.000]  來評估自己的生命
[00:00:26.000 --> 00:00:29.000]  那你會怎樣講自己呢?
[00:00:29.000 --> 00:00:32.000]  你會說不枉此生?
[00:00:32.000 --> 00:00:35.000]  或者是不堪回首?
[00:00:35.000 --> 00:00:38.000]  或者你說,牧師,我還是年輕
[00:00:38.000 --> 00:00:40.000]  不需要想太遠
[00:00:40.000 --> 00:00:43.000]  其實這個問題,你20歲就應該開始想了
[00:00:43.000 --> 00:00:47.000]  今天我和大家分享一段很短的經文
[00:00:47.000 --> 00:00:49.000]  《齊摩太后書》第四章
[00:00:49.000 --> 00:00:55.000]  能夠幫助你和我思想怎樣過一個得勝的人生
[00:00:56.000 --> 00:00:59.000]  《齊摩太后書》是保羅寫的最後一本書
[00:00:59.000 --> 00:01:01.000]  《齊摩太后書》第四章
[00:01:01.000 --> 00:01:03.000]  是那本書裏面最後一章
[00:01:03.000 --> 00:01:06.000]  《臨別陣燃》是保羅臨死之前
[00:01:06.000 --> 00:01:13.000]  向他的徒弟提摩太做臨終的勸勉
[00:01:13.000 --> 00:01:17.000]  如果用一句話來綜合這本書
[00:01:17.000 --> 00:01:23.000]  就是剛才牧師和我們讀的第五節
[00:01:23.000 --> 00:01:26.000]  你卻要凡事謹慎
[00:01:26.000 --> 00:01:30.000]  忍受磨爛作傳道者的工作
[00:01:30.000 --> 00:01:32.000]  完成你的職務
[00:01:32.000 --> 00:01:37.000]  其實保羅的一生都濃縮在這句話裏面
[00:01:37.000 --> 00:01:40.000]  接下來的三節,六到八節
[00:01:40.000 --> 00:01:44.000]  保羅向提摩太表露自己的心聲
[00:01:44.000 --> 00:01:47.000]  保羅寫這封信的時候
[00:01:47.000 --> 00:01:49.000]  是在羅馬監獄
[00:01:49.000 --> 00:01:52.000]  很快就跟大家講講保羅的背景
[00:01:52.000 --> 00:01:56.000]  保羅出生大約是公元五年
[00:01:56.000 --> 00:02:00.000]  耶穌出生是公元前四至六年
[00:02:00.000 --> 00:02:01.000]  五年當他
[00:02:01.000 --> 00:02:05.000]  保羅比耶穌年輕了十年
[00:02:05.000 --> 00:02:10.000]  耶穌升天之後
[00:02:10.000 --> 00:02:14.000]  保羅在大馬式的路上遇見主
[00:02:14.000 --> 00:02:15.000]  然後信耶穌
[00:02:15.000 --> 00:02:17.000]  那時候他大約是三十歲
[00:02:17.000 --> 00:02:20.000]  幾年之後他出來傳道
[00:02:20.000 --> 00:02:22.000]  傳道了二十年之後
[00:02:22.000 --> 00:02:24.000]  就在耶路撒冷被捕
[00:02:24.000 --> 00:02:26.000]  遞解到羅馬
[00:02:26.000 --> 00:02:29.000]  那時候已經是五十多歲
[00:02:29.000 --> 00:02:30.000]  到了羅馬之後
[00:02:30.000 --> 00:02:32.000]  首先就關了兩年
[00:02:32.000 --> 00:02:35.000]  這兩年代役相當好
[00:02:35.000 --> 00:02:36.000]  他自己可以租一間房子
[00:02:36.000 --> 00:02:40.000]  好像我現在在黃埔那樣租一間房子
[00:02:40.000 --> 00:02:43.000]  要跟兵鎖在一起
[00:02:43.000 --> 00:02:47.000]  不過他可以有自由
[00:02:47.000 --> 00:02:51.000]  有人探望他,有人替他煮飯
[00:02:51.000 --> 00:02:52.000]  那兩年裏面
[00:02:52.000 --> 00:02:55.000]  他又寫了幾本監獄書信
[00:02:55.000 --> 00:02:56.000]  《費利門書》
[00:02:56.000 --> 00:02:57.000]  《哥羅西書》
[00:02:57.000 --> 00:02:58.000]  《爾弗所書》
[00:02:58.000 --> 00:03:00.000]  以及《費勒比書》
[00:03:00.000 --> 00:03:03.000]  根據聖經學者的研究
[00:03:03.000 --> 00:03:04.000]  關了兩年之後
[00:03:04.000 --> 00:03:06.000]  就釋放出來一段時間
[00:03:06.000 --> 00:03:08.000]  大約一年到三年
[00:03:08.000 --> 00:03:11.000]  他到處去探訪教會
[00:03:11.000 --> 00:03:14.000]  接著他第二次被捕
[00:03:14.000 --> 00:03:17.000]  他第二次被捕
[00:03:17.000 --> 00:03:21.000]  就被關在另一間監獄裏面
[00:03:21.000 --> 00:03:24.000]  那個監獄是很淒涼的
[00:03:24.000 --> 00:03:28.000]  叫做 Memetin Prison
[00:03:28.000 --> 00:03:30.000]  如果你現在去羅馬
[00:03:30.000 --> 00:03:32.000]  這個是遊覽性地
[00:03:32.000 --> 00:03:35.000]  你要付錢才可以進去
[00:03:35.000 --> 00:03:37.000]  但是那時候
[00:03:37.000 --> 00:03:39.000]  保羅關在那裏是很淒涼的
[00:03:39.000 --> 00:03:44.000]  這個監獄下面其實是個水泉
[00:03:44.000 --> 00:03:48.000]  他的牢房在水泉上面一層
[00:03:48.000 --> 00:03:50.000]  就很潮濕
[00:03:50.000 --> 00:03:52.000]  在地面下到監獄
[00:03:52.000 --> 00:03:55.000]  就要在原式的井
[00:03:55.000 --> 00:03:57.000]  打開它
[00:03:57.000 --> 00:03:59.000]  然後爬一條梯下去
[00:03:59.000 --> 00:04:00.000]  所以很難出來
[00:04:00.000 --> 00:04:02.000]  監獄裏面沒有自來水
[00:04:02.000 --> 00:04:03.000]  沒有洗手間
[00:04:03.000 --> 00:04:05.000]  這個就是保羅當時的處境
[00:04:05.000 --> 00:04:07.000]  又濕又凍
[00:04:07.000 --> 00:04:10.000]  所以保羅在第13節就叫提摩泰
[00:04:10.000 --> 00:04:14.000]  麻煩你帶一件我的大衣給我
[00:04:14.000 --> 00:04:15.000]  因為凍
[00:04:15.000 --> 00:04:16.000]  所以那時候很淒涼
[00:04:16.000 --> 00:04:18.000]  你現在穿大衣
[00:04:18.000 --> 00:04:20.000]  今天就不用找人帶給你
[00:04:20.000 --> 00:04:22.000]  你自己有多少件就你選
[00:04:22.000 --> 00:04:25.000]  保羅那時候只有一件大衣
[00:04:25.000 --> 00:04:31.000]  他的困難到一個地步
[00:04:31.000 --> 00:04:33.000]  在第16節他就說
[00:04:33.000 --> 00:04:37.000]  我初次申訴
[00:04:37.000 --> 00:04:39.000]  就沒有人來幫助我
[00:04:39.000 --> 00:04:40.000]  都離棄我
[00:04:40.000 --> 00:04:44.000]  這個就是當時保羅的處境
[00:04:44.000 --> 00:04:50.000]  在一個這麼惡劣的環境裏面
[00:04:50.000 --> 00:04:55.000]  怎樣令到保羅有平靜的心境
[00:04:55.000 --> 00:04:57.000]  有積極的心境呢
[00:04:57.000 --> 00:05:02.000]  我們看看他臨終時的表達
[00:05:02.000 --> 00:05:06.000]  知道他過了一個德性的人生
[00:05:06.000 --> 00:05:09.000]  希望你和我都學習他的榜樣
[00:05:09.000 --> 00:05:13.000]  都可以過一個德性的人生
[00:05:13.000 --> 00:05:16.000]  在這段經文裏面
[00:05:16.000 --> 00:05:20.000]  我們就看到保羅怎樣面對現在
[00:05:20.000 --> 00:05:22.000]  怎樣面對過去
[00:05:22.000 --> 00:05:26.000]  怎樣面對將來
[00:05:26.000 --> 00:05:30.000]  在第6節就講到他怎樣面對現在
[00:05:30.000 --> 00:05:33.000]  第7節就講到他怎樣面對過去
[00:05:33.000 --> 00:05:37.000]  第8節就是怎樣面對將來
[00:05:37.000 --> 00:05:41.000]  我們看到第6節
[00:05:41.000 --> 00:05:43.000]  他說我已經被囂電
[00:05:43.000 --> 00:05:46.000]  我離世的時候到了
[00:05:46.000 --> 00:05:51.000]  在這裏看到保羅是把自己的人生
[00:05:51.000 --> 00:05:55.000]  當作一個憲制的獻比神
[00:05:55.000 --> 00:05:59.000]  這個囂電就是以色列人獻祭的時候
[00:05:59.000 --> 00:06:01.000]  將祭物放在壇上
[00:06:01.000 --> 00:06:05.000]  有火然後將酒倒在祭物上面
[00:06:05.000 --> 00:06:07.000]  這個叫做囂電
[00:06:07.000 --> 00:06:13.000]  電酒其實是一個開心的奉獻
[00:06:13.000 --> 00:06:16.000]  當酒倒在祭壇上的時候
[00:06:16.000 --> 00:06:18.000]  那時候香氣就出來
[00:06:18.000 --> 00:06:20.000]  是一個快樂的奉獻
[00:06:20.000 --> 00:06:24.000]  所以如果你看文數記第28章7節
[00:06:24.000 --> 00:06:26.000]  上帝就吩咐以色列人
[00:06:26.000 --> 00:06:32.000]  為每一隻公羊羔要同獻一公升作奠祭的酒
[00:06:32.000 --> 00:06:35.000]  一公升作奠祭的酒
[00:06:35.000 --> 00:06:40.000]  你要在聖所中把純酒獻給耶和華作奠祭
[00:06:40.000 --> 00:06:45.000]  保羅說我被囂電就不是說我很慘
[00:06:45.000 --> 00:06:47.000]  而是我很快樂的
[00:06:47.000 --> 00:06:50.000]  有香氣的來奉獻給神
[00:06:50.000 --> 00:06:54.000]  他就快知道自己臨死了
[00:06:54.000 --> 00:06:56.000]  被殺了
[00:06:56.000 --> 00:07:01.000]  但他竟然有樂意的歡喜來奉獻給神
[00:07:01.000 --> 00:07:03.000]  這是否值得你和我去效法
[00:07:03.000 --> 00:07:05.000]  第二點
[00:07:05.000 --> 00:07:08.000]  保羅對死亡是很釋放
[00:07:08.000 --> 00:07:10.000]  現在我發現香港人
[00:07:10.000 --> 00:07:13.000]  包括基督徒都不是很想死
[00:07:13.000 --> 00:07:16.000]  有些人已經人生到了一個地步
[00:07:16.000 --> 00:07:17.000]  90多歲
[00:07:17.000 --> 00:07:20.000]  又不能吃東西又要插喉
[00:07:20.000 --> 00:07:23.000]  家人都勉強拖他在醫院幾年
[00:07:23.000 --> 00:07:25.000]  保羅就不會這樣的
[00:07:25.000 --> 00:07:27.000]  我和我太太都講明
[00:07:27.000 --> 00:07:30.000]  我們完全不要生命支援
[00:07:30.000 --> 00:07:33.000]  生命支援是甚麼?
[00:07:33.000 --> 00:07:35.000]  生命甚麼?
[00:07:35.000 --> 00:07:37.000]  強行撐著,不要的
[00:07:37.000 --> 00:07:41.000]  因為我的死亡觀就不是這樣
[00:07:41.000 --> 00:07:43.000]  死亡這個離世
[00:07:43.000 --> 00:07:45.000]  保羅說我離世的時候到了
[00:07:45.000 --> 00:07:49.000]  離世這個字的原文其實是好的
[00:07:49.000 --> 00:07:53.000]  就是軍隊班師會朝
[00:07:53.000 --> 00:07:55.000]  打完勝仗回家
[00:07:55.000 --> 00:07:58.000]  或者囚犯的枷鎖被解脫
[00:07:58.000 --> 00:08:01.000]  所以其實死亡就不是沒有了
[00:08:01.000 --> 00:08:04.000]  死亡是靈魂和身體分開
[00:08:04.000 --> 00:08:07.000]  如果信耶穌說靈魂去哪裏?
[00:08:07.000 --> 00:08:08.000]  去天堂
[00:08:08.000 --> 00:08:12.000]  在那裏有美好的幸福永恆的等待你
[00:08:12.000 --> 00:08:13.000]  這個應該開心
[00:08:13.000 --> 00:08:16.000]  保羅對死亡觀就是這樣
[00:08:16.000 --> 00:08:18.000]  他不害怕離世
[00:08:18.000 --> 00:08:21.000]  有些人說盧牧師你去台灣
[00:08:21.000 --> 00:08:22.000]  台灣就快打仗了
[00:08:22.000 --> 00:08:23.000]  很危險的
[00:08:23.000 --> 00:08:25.000]  我就不怕
[00:08:25.000 --> 00:08:27.000]  一方面我年紀大
[00:08:27.000 --> 00:08:28.000]  年紀越大犧牲越少
[00:08:28.000 --> 00:08:30.000]  反正已經幾年了
[00:08:30.000 --> 00:08:33.000]  另一方面事實上離世是件好事
[00:08:33.000 --> 00:08:36.000]  這個死亡觀很重要
[00:08:36.000 --> 00:08:38.000]  所以如果基督徒怕死的話
[00:08:38.000 --> 00:08:41.000]  你的神學觀就會有點不妥
[00:08:41.000 --> 00:08:44.000]  我不是叫大家不去做身體檢查
[00:08:44.000 --> 00:08:46.000]  不是叫你吃東西不小心
[00:08:46.000 --> 00:08:48.000]  是應該的
[00:08:48.000 --> 00:08:49.000]  因為我們身體經常跌
[00:08:49.000 --> 00:08:51.000]  但如果你經常害怕死亡
[00:08:51.000 --> 00:08:53.000]  那你就要糾正這方面
[00:08:53.000 --> 00:08:55.000]  你有問題可以找盧牧師談談
[00:08:55.000 --> 00:08:57.000]  因為他也不是很怕死
[00:08:57.000 --> 00:08:58.000]  他根本不怕死
[00:08:58.000 --> 00:09:00.000]  應該和我差不多
[00:09:00.000 --> 00:09:02.000]  可能比我更好
[00:09:02.000 --> 00:09:03.000]  第三
[00:09:03.000 --> 00:09:07.000]  保羅是為基督培訓下一代
[00:09:07.000 --> 00:09:10.000]  你看到第四、第五、第六節就說
[00:09:10.000 --> 00:09:11.000]  保羅說你
[00:09:11.000 --> 00:09:12.000]  即是提摩太
[00:09:12.000 --> 00:09:14.000]  你卻要凡事謹慎
[00:09:14.000 --> 00:09:16.000]  磨難作傳道者的功夫
[00:09:16.000 --> 00:09:17.000]  完成你的職務
