
[00:00:00.000 --> 00:00:02.000]  好 各位同學 早安
[00:00:02.000 --> 00:00:05.000]  郎亞書應該在你們來說
[00:00:05.000 --> 00:00:07.000]  已經說到十五章了
[00:00:07.000 --> 00:00:12.000]  今天就是去到十四至到三十三節
[00:00:12.000 --> 00:00:13.000]  我們先看看
[00:00:13.000 --> 00:00:15.000]  今天的版本就是新漢語譯本的
[00:00:15.000 --> 00:00:17.000]  就不是平時用的和合本
[00:00:17.000 --> 00:00:19.000]  因為這個版本
[00:00:19.000 --> 00:00:22.000]  我認為他譯得比較全神一點
[00:00:22.000 --> 00:00:24.000]  讓大家更加容易明白
[00:00:24.000 --> 00:00:29.000]  今天真是神要對你宣講的是什麼課題
[00:00:29.000 --> 00:00:31.000]  很明顯今天的題目就是
[00:00:31.000 --> 00:00:33.000]  上帝僕人的心智
[00:00:33.000 --> 00:00:35.000]  就是保羅怎樣去宣講
[00:00:35.000 --> 00:00:38.000]  對著羅馬教會的頂智慧
[00:00:38.000 --> 00:00:40.000]  去宣講他的宣教時宮
[00:00:40.000 --> 00:00:44.000]  亦都很想和他們一起同行
[00:00:44.000 --> 00:00:47.000]  我們看看保羅想怎樣說
[00:00:47.000 --> 00:00:49.000]  先介紹一下
[00:00:49.000 --> 00:00:51.000]  保羅其實大家都應該知道
[00:00:51.000 --> 00:00:52.000]  寫羅馬書的時候
[00:00:52.000 --> 00:00:57.000]  這個是保羅的第三次宣教旅程
[00:00:57.000 --> 00:01:03.000]  現在他很想和羅馬的信徒說一說
[00:01:03.000 --> 00:01:06.000]  他接下來宣教的行程是怎樣
[00:01:06.000 --> 00:01:08.000]  很想得到他們的支持
[00:01:08.000 --> 00:01:12.000]  所以在接下來的十四節
[00:01:12.000 --> 00:01:14.000]  他又這樣說
[00:01:14.000 --> 00:01:16.000]  他說什麼
[00:01:16.000 --> 00:01:17.000]  我的弟兄們
[00:01:17.000 --> 00:01:18.000]  我個人深信
[00:01:18.000 --> 00:01:21.000]  你們自己是滿有亮心
[00:01:21.000 --> 00:01:23.000]  充滿了各樣的知識
[00:01:23.000 --> 00:01:25.000]  亦都能夠彼此勸解
[00:01:25.000 --> 00:01:27.000]  一開始的時候他說
[00:01:27.000 --> 00:01:28.000]  我的弟兄們
[00:01:28.000 --> 00:01:31.000]  就說到這班書信的對象
[00:01:31.000 --> 00:01:33.000]  就是羅馬教會的頂智慧
[00:01:33.000 --> 00:01:38.000]  他和他們去宣講他宣教的心智
[00:01:38.000 --> 00:01:44.000]  所以我給他這段十四到二十一節的主題
[00:01:44.000 --> 00:01:48.000]  就是保羅去確認他宣教的使命
[00:01:48.000 --> 00:01:52.000]  他立志宣揚福音去《未得之文》
[00:01:52.000 --> 00:01:55.000]  不知道大家對《未得之文》這個名詞
[00:01:55.000 --> 00:01:57.000]  有多少的認識
[00:01:57.000 --> 00:02:00.000]  其實就是那些人
[00:02:00.000 --> 00:02:02.000]  或者在全世界裡
[00:02:02.000 --> 00:02:06.000]  沒有任何一個福音到達的地方或者族群
[00:02:06.000 --> 00:02:09.000]  他保羅就立志去向這些
[00:02:09.000 --> 00:02:13.000]  未聽聞福音的人去做傳福音的工作
[00:02:13.000 --> 00:02:17.000]  所以在當中他後面就會交代
[00:02:17.000 --> 00:02:19.000]  但是在第十五節裡
[00:02:19.000 --> 00:02:22.000]  他先去說一件事
[00:02:22.000 --> 00:02:27.000]  他說我在書上已經很大膽地去提醒你們
[00:02:27.000 --> 00:02:30.000]  他用了提醒這個字眼
[00:02:30.000 --> 00:02:32.000]  他想提醒些什麼呢
[00:02:32.000 --> 00:02:33.000]  第一樣就是說
[00:02:33.000 --> 00:02:38.000]  因為從神那裡他賜給保羅一些的恩典
[00:02:38.000 --> 00:02:39.000]  就是什麼
[00:02:39.000 --> 00:02:45.000]  就是令到他就可以成為外族人的傳福音
[00:02:45.000 --> 00:02:46.000]  向外族人的傳福音
[00:02:46.000 --> 00:02:48.000]  或者叫外邦人
[00:02:48.000 --> 00:02:52.000]  他要為他們成為了耶穌基督的僕人
[00:02:52.000 --> 00:02:55.000]  也都作為了福音的祭司
[00:02:55.000 --> 00:02:57.000]  保羅在當中
[00:02:57.000 --> 00:02:59.000]  去將他的身份
[00:02:59.000 --> 00:03:03.000]  去向那幫羅馬的信徒去點名了
[00:03:03.000 --> 00:03:05.000]  一開始的時候
[00:03:05.000 --> 00:03:10.000]  他已經將神給他的呼召、權柄
[00:03:10.000 --> 00:03:12.000]  向外邦人傳福音的心智
[00:03:12.000 --> 00:03:16.000]  去展述給那幫羅馬的信徒聽
[00:03:16.000 --> 00:03:21.000]  那幫羅馬信徒在保羅的身份之中
[00:03:21.000 --> 00:03:24.000]  他說他是一個福音的祭司
[00:03:24.000 --> 00:03:27.000]  為什麼他用祭司去形容自己呢
[00:03:27.000 --> 00:03:32.000]  其實後面用的字眼都是一個祭司的字眼
[00:03:32.000 --> 00:03:34.000]  一個憲制的字眼
[00:03:34.000 --> 00:03:38.000]  就是他要將外族人呈獻給神
[00:03:38.000 --> 00:03:41.000]  他要使獻上的外族人
[00:03:41.000 --> 00:03:46.000]  「靠著聖靈成為聖潔,得蒙越納」
[00:03:46.000 --> 00:03:50.000]  一個祭裡面有一個獻上
[00:03:50.000 --> 00:03:52.000]  有一個祭物
[00:03:52.000 --> 00:03:54.000]  要聖潔的要怎樣?
[00:03:54.000 --> 00:03:56.000]  要神越納的
[00:03:56.000 --> 00:03:58.000]  這件事其實很重要
[00:03:58.000 --> 00:04:00.000]  他用了這件事去形容
[00:04:00.000 --> 00:04:02.000]  他傳福音給外邦人
[00:04:02.000 --> 00:04:04.000]  他就是想說
[00:04:04.000 --> 00:04:06.000]  他獻上這幫外邦人
[00:04:06.000 --> 00:04:09.000]  成為神可越納的祭品
[00:04:09.000 --> 00:04:14.000]  這個祭品就是被聖靈潔淨的
[00:04:14.000 --> 00:04:15.000]  是聖潔的
[00:04:15.000 --> 00:04:18.000]  也將他們的生命呈獻給神
[00:04:18.000 --> 00:04:22.000]  這個就是保羅向那幫羅馬信徒
[00:04:22.000 --> 00:04:24.000]  今天我稱為所有的人
[00:04:24.000 --> 00:04:29.000]  去宣認自己從基督裡面所領受的
[00:04:29.000 --> 00:04:32.000]  他在外邦人的使命
[00:04:32.000 --> 00:04:37.000]  以及他成為外邦使徒的身份
[00:04:37.000 --> 00:04:39.000]  這個也讓我們知道
[00:04:39.000 --> 00:04:42.000]  他是實踐著大使命
[00:04:42.000 --> 00:04:50.000]  就是使萬民著我的門徒的命令
[00:04:50.000 --> 00:04:53.000]  所以在當中他用一個字眼
[00:04:53.000 --> 00:04:55.000]  「所以」
[00:04:55.000 --> 00:04:58.000]  所以他在服侍神的事上面
[00:04:58.000 --> 00:05:01.000]  我在基督耶穌裡有可跨之處
[00:05:01.000 --> 00:05:03.000]  如果你們認識保羅的時候
[00:05:03.000 --> 00:05:08.000]  我想你們也知道他試萬物如甚麼
[00:05:08.000 --> 00:05:10.000]  訓討嘛
[00:05:10.000 --> 00:05:11.000]  大家都要拋書包
[00:05:11.000 --> 00:05:13.000]  看看你的聖經知識有多少
[00:05:13.000 --> 00:05:17.000]  坐在那裡聽那麼多唐道
[00:05:17.000 --> 00:05:19.000]  但是他說他要可跨
[00:05:19.000 --> 00:05:21.000]  跨些甚麼
[00:05:21.000 --> 00:05:25.000]  基本上在他的書信當中
[00:05:25.000 --> 00:05:27.000]  他經常都會說
[00:05:27.000 --> 00:05:29.000]  我試萬物如訓討
[00:05:29.000 --> 00:05:32.000]  不過我跨的是跨十字架
[00:05:32.000 --> 00:05:34.000]  跨基督裡面所做的事
[00:05:34.000 --> 00:05:37.000]  所以在加大書他也斷言
[00:05:37.000 --> 00:05:41.000]  但我斷不以別的跨口
[00:05:41.000 --> 00:05:44.000]  只跨我們主耶穌基督的十字架
[00:05:44.000 --> 00:05:47.000]  這個十字架基督的使命
[00:05:47.000 --> 00:05:50.000]  對於保羅來說就是生命
[00:05:50.000 --> 00:05:52.000]  就不是訓討了
[00:05:52.000 --> 00:05:53.000]  除了這件事之外
[00:05:53.000 --> 00:05:55.000]  其他都是訓討
[00:05:55.000 --> 00:05:56.000]  所以在保羅
[00:05:56.000 --> 00:06:01.000]  其實他的傳福音的心智是很強的
[00:06:01.000 --> 00:06:03.000]  在當中他講到
[00:06:03.000 --> 00:06:05.000]  他傳福音的時候
[00:06:05.000 --> 00:06:07.000]  他有幾樣東西
[00:06:07.000 --> 00:06:08.000]  他說甚麼
[00:06:08.000 --> 00:06:10.000]  他說藉著言語行為
[00:06:10.000 --> 00:06:13.000]  以神職歧視的能力
[00:06:13.000 --> 00:06:15.000]  並以神的靈的大能
[00:06:15.000 --> 00:06:18.000]  使外族人信服
[00:06:18.000 --> 00:06:20.000]  大家要很清楚
[00:06:20.000 --> 00:06:21.000]  今天傳福音
[00:06:21.000 --> 00:06:25.000]  這個是一個很正確的態度
[00:06:25.000 --> 00:06:27.000]  今天我們傳福音
[00:06:27.000 --> 00:06:30.000]  保羅就是將他傳福音的
[00:06:30.000 --> 00:06:33.000]  所指或成就或結果
[00:06:33.000 --> 00:06:36.000]  完全歸功於神
[00:06:36.000 --> 00:06:41.000]  他說藉著神職歧視
[00:06:41.000 --> 00:06:44.000]  也藉著神的靈的大能
[00:06:44.000 --> 00:06:46.000]  即是聖靈的能力
[00:06:46.000 --> 00:06:50.000]  所以一個人能夠聽信福音
[00:06:50.000 --> 00:06:53.000]  其實是神的作為
[00:06:53.000 --> 00:06:55.000]  那麼人做些甚麼
[00:06:55.000 --> 00:06:57.000]  保羅就說
[00:06:57.000 --> 00:07:00.000]  保羅是藉著言語行為
[00:07:00.000 --> 00:07:02.000]  甚麼叫做言語行為
[00:07:02.000 --> 00:07:05.000]  這個就是我們做基督徒的見證
[00:07:05.000 --> 00:07:07.000]  以及榜樣
[00:07:07.000 --> 00:07:10.000]  今天我們作為神的兒女
[00:07:10.000 --> 00:07:13.000]  我們整個人的生命
[00:07:13.000 --> 00:07:15.000]  都是一個福音的出口
[00:07:15.000 --> 00:07:17.000]  以及見證
[00:07:17.000 --> 00:07:19.000]  今天我們在人面前
[00:07:19.000 --> 00:07:21.000]  怎樣行為自己
[00:07:21.000 --> 00:07:25.000]  其實你是在拍攝基督
[00:07:25.000 --> 00:07:28.000]  所以今天我們說自己是基督徒的時候
[00:07:28.000 --> 00:07:33.000]  你就要很謹慎自己的言語行為
[00:07:33.000 --> 00:07:36.000]  所以如果我們傳福音的時候
[00:07:36.000 --> 00:07:39.000]  就不等於我們躺平
[00:07:39.000 --> 00:07:41.000]  既然是神的作為
[00:07:41.000 --> 00:07:43.000]  我們甚麼都不做
[00:07:43.000 --> 00:07:44.000]  又不用跟他講甚麼
[00:07:44.000 --> 00:07:46.000]  又不用跟他做甚麼
[00:07:46.000 --> 00:07:47.000]  總之他信就信
[00:07:47.000 --> 00:07:48.000]  信到就信
[00:07:48.000 --> 00:07:50.000]  信不到都不關我的事
[00:07:50.000 --> 00:07:52.000]  我們不是用這個態度
[00:07:52.000 --> 00:07:55.000]  而保羅就已經跟我們講得很清楚
[00:07:55.000 --> 00:07:56.000]  這個是神的作為
[00:07:56.000 --> 00:08:00.000]  但是人都有他要做的責任
[00:08:00.000 --> 00:08:03.000]  這就等於神跟我們講的
[00:08:03.000 --> 00:08:06.000]  我們作為基督徒的使命
[00:08:06.000 --> 00:08:07.000]  我們是做甚麼
[00:08:07.000 --> 00:08:12.000]  就是做福音的神使用我們成為的工具
[00:08:12.000 --> 00:08:14.000]  我們是福音的出口
[00:08:14.000 --> 00:08:16.000]  福音的見證人
[00:08:16.000 --> 00:08:18.000]  在臨前的裏面
[00:08:18.000 --> 00:08:20.000]  保羅就已經講到
[00:08:20.000 --> 00:08:23.000]  他說我們成為一台戲
[00:08:23.000 --> 00:08:27.000]  成為一台戲給世界去觀看
[00:08:27.000 --> 00:08:29.000]  所以今天你不要想著
[00:08:29.000 --> 00:08:31.000]  你說你口裏面去承認
[00:08:31.000 --> 00:08:34.000]  我自己是一個基督徒的時候
[00:08:34.000 --> 00:08:36.000]  或者屬基督的人的時候
[00:08:36.000 --> 00:08:39.000]  我們就不用注意我們自己的行為
[00:08:39.000 --> 00:08:41.000]  反而就是我們更加要注意
[00:08:41.000 --> 00:08:43.000]  我們自己的行為
[00:08:43.000 --> 00:08:46.000]  都成為這個人人都看著的
[00:08:46.000 --> 00:08:49.000]  這個福音的見證
[00:08:49.000 --> 00:08:53.000]  在馬太福音裏面更加強調
[00:08:53.000 --> 00:08:57.000]  我們是神的徵兵
[00:08:57.000 --> 00:09:01.000]  是要傳言領受神的命令
[00:09:01.000 --> 00:09:03.000]  那個命令就是甚麼
[00:09:03.000 --> 00:09:05.000]  我們要去
[00:09:05.000 --> 00:09:10.000]  使萬民作我的門徒
[00:09:10.000 --> 00:09:13.000]  這個就是將神給我們的教訓
[00:09:13.000 --> 00:09:15.000]  也都教訓他們
[00:09:15.000 --> 00:09:19.000]  所以其實不單只是使萬民作我的門徒
[00:09:19.000 --> 00:09:23.000]  並且是要將基督耶穌的教導
[00:09:23.000 --> 00:09:27.000]  去教導一切初信的人
[00:09:27.000 --> 00:09:28.000]  跟隨基督的人
[00:09:28.000 --> 00:09:33.000]  這個才是基督給我們的使命和命令
