
[00:00:00.000 --> 00:00:03.000]  好,講起夫妻之道
[00:00:03.000 --> 00:00:04.000]  夫婦之道
[00:00:04.000 --> 00:00:06.000]  其實就不只是兩個人的事
[00:00:06.000 --> 00:00:09.000]  有很多問題我們就要考慮的
[00:00:09.000 --> 00:00:13.000]  因為有個問題就會擺在你面前了
[00:00:13.000 --> 00:00:17.000]  尤其是結了婚的那些男人
[00:00:17.000 --> 00:00:21.000]  你的媽媽和你的老婆會考你的
[00:00:21.000 --> 00:00:23.000]  就好像那些法利賽人
[00:00:23.000 --> 00:00:24.000]  去考耶穌
[00:00:24.000 --> 00:00:26.000]  不過考問的問題不同
[00:00:26.000 --> 00:00:30.000]  考你老婆親一點還是媽媽親一點呢?
[00:00:30.000 --> 00:00:34.000]  最通常就會給你一個這樣的難題去解答
[00:00:34.000 --> 00:00:37.000]  就是說你媽媽和你老婆掉進水裡
[00:00:37.000 --> 00:00:41.000]  那你先救誰呢?
[00:00:41.000 --> 00:00:45.000]  最近在內地有一個真的這樣的事
[00:00:45.000 --> 00:00:49.000]  然後有人問那個男人
[00:00:49.000 --> 00:00:52.000]  他說你先救誰呢?
[00:00:52.000 --> 00:00:55.000]  他說我先救那個最近我的那個
[00:00:55.000 --> 00:01:00.000]  我似乎給他就答不過去了
[00:01:00.000 --> 00:01:02.000]  其實這個問題是問什麼呢?
[00:01:02.000 --> 00:01:06.000]  問你在人倫關係之中
[00:01:06.000 --> 00:01:10.000]  什麼關係是最親的?
[00:01:10.000 --> 00:01:14.000]  媽媽親一點還是老婆親一點呢?
[00:01:14.000 --> 00:01:17.000]  這個問題不知道為什麼只問男人
[00:01:17.000 --> 00:01:19.000]  女人就好像不用問
[00:01:19.000 --> 00:01:21.000]  媽媽親一點還是老公親一點呢?
[00:01:21.000 --> 00:01:22.000]  為什麼呢?
[00:01:22.000 --> 00:01:32.000]  因為女人永遠都是媽媽親一點
[00:01:32.000 --> 00:01:37.000]  如果媽媽親一點又對不對呢?
[00:01:37.000 --> 00:01:40.000]  這個問題不只是給男人去回答
[00:01:40.000 --> 00:01:41.000]  在夫妻關係當中
[00:01:41.000 --> 00:01:45.000]  你要決定什麼關係是最親呢?
[00:01:45.000 --> 00:01:49.000]  有一個弟兄就被這個問題問到他不懂得回答
[00:01:49.000 --> 00:01:50.000]  於是他就想了想
[00:01:50.000 --> 00:01:53.000]  我有答案了,這個只是開玩笑
[00:01:53.000 --> 00:01:57.000]  曾經有答案
[00:01:57.000 --> 00:01:59.000]  他就說有答案
[00:01:59.000 --> 00:02:02.000]  十九章同一段的經文看下去
[00:02:02.000 --> 00:02:07.000]  第二十九節
[00:02:07.000 --> 00:02:09.000]  那裡主耶穌繼續這樣說
[00:02:09.000 --> 00:02:11.000]  看到嗎?
[00:02:11.000 --> 00:02:12.000]  十九章二十九節
[00:02:12.000 --> 00:02:20.000]  凡為我的名撇下房屋或是弟兄姊妹父親母親兒女田地的
[00:02:20.000 --> 00:02:24.000]  必得著百倍並且承受永生
[00:02:24.000 --> 00:02:27.000]  這裡說到有一個名單
[00:02:27.000 --> 00:02:29.000]  凡為我的名名撇下
[00:02:29.000 --> 00:02:31.000]  這些就會得到百倍承受永生
[00:02:31.000 --> 00:02:35.000]  這段經文最初出現的就是在馬可福音
[00:02:35.000 --> 00:02:38.000]  耶穌說人要背起十字架來跟隨我
[00:02:38.000 --> 00:02:40.000]  人要撇下一切來跟隨我
[00:02:40.000 --> 00:02:46.000]  撇下你的房屋、弟兄、姊妹、兄弟、父母、兒女
[00:02:46.000 --> 00:02:48.000]  就不配跟隨我
[00:02:48.000 --> 00:02:52.000]  兩段經文都沒有把妻子放進去
[00:02:52.000 --> 00:02:55.000]  有腦花驚就看到了
[00:02:55.000 --> 00:02:57.000]  這裡有個「世」字
[00:02:57.000 --> 00:03:01.000]  有「古卷」加「妻子」兩個字
[00:03:01.000 --> 00:03:02.000]  有沒有?
[00:03:02.000 --> 00:03:04.000]  電子版本都應該有的
[00:03:04.000 --> 00:03:05.000]  電子版本都有的
[00:03:05.000 --> 00:03:06.000]  有喔
[00:03:06.000 --> 00:03:07.000]  為什麼呢?
[00:03:07.000 --> 00:03:10.000]  我想那些抄寫的文士覺得
[00:03:10.000 --> 00:03:17.000]  難道耶穌說我們把最重要的東西都放下
[00:03:17.000 --> 00:03:20.000]  為什麼沒有「妻子」這東西呢?
[00:03:20.000 --> 00:03:25.000]  有些文士就在書尾上或旁邊
[00:03:25.000 --> 00:03:28.000]  可能加上「妻子」兩個字
[00:03:28.000 --> 00:03:31.000]  作為一個註解
[00:03:31.000 --> 00:03:36.000]  慢慢「妻子」兩個字又加在一些抄本當中
[00:03:36.000 --> 00:03:44.000]  所以有些古卷、抄本有「妻子」這兩個字
[00:03:44.000 --> 00:03:46.000]  原本沒有的
[00:03:46.000 --> 00:03:48.000]  大家要明白
[00:03:48.000 --> 00:03:53.000]  這個清單不是所有你要撇下的清單
[00:03:53.000 --> 00:03:55.000]  耶穌說「剔剔剔,逐樣剔」
[00:03:55.000 --> 00:03:56.000]  不是這個意思
[00:03:56.000 --> 00:04:00.000]  祂只不過舉例說你要將你所擁有的東西
[00:04:00.000 --> 00:04:01.000]  最珍貴的東西
[00:04:01.000 --> 00:04:06.000]  放在一個天國永恆的價值的清單裏面
[00:04:06.000 --> 00:04:08.000]  哪樣東西是最重要的?
[00:04:08.000 --> 00:04:10.000]  你要願意為了神的國度的緣故
[00:04:10.000 --> 00:04:12.000]  為了基督的名義的緣故
[00:04:12.000 --> 00:04:15.000]  撇下一切
[00:04:15.000 --> 00:04:18.000]  這一切是包括了這些東西
[00:04:18.000 --> 00:04:28.000]  所以應該「妻子」都屬於可以撇下的部分
[00:04:28.000 --> 00:04:31.000]  不會抱著「妻子」不撇下
[00:04:31.000 --> 00:04:35.000]  其實大家明白這個原意
[00:04:35.000 --> 00:04:37.000]  但是為什麼沒有「妻子」這個字呢?
[00:04:37.000 --> 00:04:40.000]  其實和這段經文有關
[00:04:40.000 --> 00:04:45.000]  如果「妻子」和你成為一體
[00:04:45.000 --> 00:04:47.000]  包括了你的生命的話
[00:04:47.000 --> 00:04:48.000]  當你撇下你的生命的時候
[00:04:48.000 --> 00:04:50.000]  其實就是撇下「妻子」的意思
[00:04:50.000 --> 00:04:53.000]  所以主耶穌沒有將「妻子」放進去
[00:04:53.000 --> 00:04:55.000]  也可以這樣解釋
[00:04:55.000 --> 00:04:57.000]  這不是一個神學的解釋
[00:04:57.000 --> 00:05:01.000]  我接著為了說夫妻人倫關係中哪樣是至親
[00:05:01.000 --> 00:05:03.000]  我拿出來和大家討論一下
[00:05:03.000 --> 00:05:05.000]  目的就是說
[00:05:05.000 --> 00:05:06.000]  聖經說
[00:05:06.000 --> 00:05:08.000]  什麼是至親?
[00:05:08.000 --> 00:05:10.000]  這裡說
[00:05:10.000 --> 00:05:11.000]  聖經說
[00:05:11.000 --> 00:05:12.000]  第四節
[00:05:12.000 --> 00:05:14.000]  當耶穌要回答法利賽人問他
[00:05:14.000 --> 00:05:17.000]  人有什麼理由可以離婚?
[00:05:17.000 --> 00:05:19.000]  耶穌就回答他說
[00:05:19.000 --> 00:05:21.000]  「起初做人的」第四節
[00:05:21.000 --> 00:05:26.000]  「是做男做女,並且因此人要離開父母」
[00:05:26.000 --> 00:05:29.000]  與「妻子」聯合
[00:05:29.000 --> 00:05:33.000]  如果這個是上帝起初創造
[00:05:33.000 --> 00:05:35.000]  原初創造
[00:05:35.000 --> 00:05:39.000]  家庭婚姻夫妻之道的原意的話
[00:05:39.000 --> 00:05:40.000]  你就明白了
[00:05:40.000 --> 00:05:42.000]  沒錯,母親是好親的
[00:05:42.000 --> 00:05:44.000]  因為你是出於母體
[00:05:44.000 --> 00:05:46.000]  懷孕的就知道了
[00:05:46.000 --> 00:05:48.000]  十月懷胎
[00:05:48.000 --> 00:05:50.000]  綿乾碎濕
[00:05:50.000 --> 00:05:51.000]  很辛苦的
[00:05:51.000 --> 00:05:54.000]  不過自從生下來之後
[00:05:54.000 --> 00:05:57.000]  一個兒子或兒女
[00:05:57.000 --> 00:05:59.000]  就離開了母體
[00:05:59.000 --> 00:06:01.000]  當出生的那一刻
[00:06:01.000 --> 00:06:04.000]  就開始離開了母體
[00:06:04.000 --> 00:06:06.000]  是一個過程
[00:06:06.000 --> 00:06:08.000]  慢慢就要離開父母
[00:06:08.000 --> 00:06:11.000]  然後就與妻子或丈夫
[00:06:11.000 --> 00:06:13.000]  二人成為一體
[00:06:13.000 --> 00:06:15.000]  聯合了
[00:06:15.000 --> 00:06:16.000]  所以
[00:06:16.000 --> 00:06:18.000]  如果你用聖經這種
[00:06:18.000 --> 00:06:22.000]  赤誠創造家庭人類的原意來說
[00:06:22.000 --> 00:06:24.000]  應該就是說
[00:06:24.000 --> 00:06:27.000]  人是要離開父母的
[00:06:27.000 --> 00:06:30.000]  出生那件事已經表達了
[00:06:30.000 --> 00:06:32.000]  你在這件事上
[00:06:32.000 --> 00:06:34.000]  你是與父母
[00:06:34.000 --> 00:06:36.000]  特別是母親
[00:06:36.000 --> 00:06:37.000]  離開了
[00:06:37.000 --> 00:06:39.000]  然後當你結婚的時候
[00:06:39.000 --> 00:06:41.000]  是與妻子或丈夫聯合
[00:06:41.000 --> 00:06:43.000]  成為一體
[00:06:43.000 --> 00:06:46.000]  這是一個更基本的
[00:06:46.000 --> 00:06:51.000]  更重要的關係
[00:06:52.000 --> 00:06:53.000]  在這時候
[00:06:53.000 --> 00:06:54.000]  我們就要看看
[00:06:54.000 --> 00:06:58.000]  耶穌對於夫妻的關係的教導
[00:06:58.000 --> 00:07:00.000]  這個回應就是
[00:07:00.000 --> 00:07:02.000]  可不可以離婚
[00:07:02.000 --> 00:07:03.000]  這個問題
[00:07:03.000 --> 00:07:05.000]  人無論什麼緣故
[00:07:05.000 --> 00:07:07.000]  都可以有妻
[00:07:07.000 --> 00:07:08.000]  耶穌說
[00:07:08.000 --> 00:07:09.000]  你要問這個問題
[00:07:09.000 --> 00:07:10.000]  我要從頭回答你
[00:07:10.000 --> 00:07:11.000]  從起初
[00:07:11.000 --> 00:07:14.000]  上帝原初和起初做人
[00:07:14.000 --> 00:07:15.000]  那件事
[00:07:15.000 --> 00:07:16.000]  開天闢地
[00:07:16.000 --> 00:07:18.000]  上帝創造人類
[00:07:18.000 --> 00:07:19.000]  創造家庭
[00:07:19.000 --> 00:07:21.000]  創造夫妻的關係
[00:07:21.000 --> 00:07:23.000]  這件事講起
[00:07:23.000 --> 00:07:25.000]  最初不是這樣的
[00:07:25.000 --> 00:07:29.000]  因為當時可以離婚
[00:07:29.000 --> 00:07:30.000]  第一件事
[00:07:30.000 --> 00:07:31.000]  耶穌就先講了
[00:07:31.000 --> 00:07:33.000]  講回頭
[00:07:33.000 --> 00:07:34.000]  第一
