
[00:00:00.000 --> 00:00:02.000]  各位電影前輩早安
[00:00:02.000 --> 00:00:04.480]  剛才讀完這段經文
[00:00:04.480 --> 00:00:07.120]  相信大家都有印象
[00:00:07.120 --> 00:00:10.000]  因為這段經文也很有名
[00:00:10.000 --> 00:00:13.120]  耶穌基督潔淨聖殿
[00:00:13.120 --> 00:00:17.400]  這段經文對我來說最深刻的是甚麼呢
[00:00:17.400 --> 00:00:24.320]  其實有一次我的神學院同學分享的時候
[00:00:24.320 --> 00:00:27.400]  他說到這段經文
[00:00:27.400 --> 00:00:31.800]  這段經文令他去考慮讀神學
[00:00:31.800 --> 00:00:34.440]  很有激勵性
[00:00:34.440 --> 00:00:35.680]  但其實不是的
[00:00:35.680 --> 00:00:39.600]  是從負面裏面去找到激勵性
[00:00:39.600 --> 00:00:42.960]  因為他教兒童主義學
[00:00:42.960 --> 00:00:44.400]  不是這間教會
[00:00:44.400 --> 00:00:46.160]  他教兒童主義學
[00:00:46.160 --> 00:00:50.480]  他有一次見到教師教導這段經文
[00:00:50.480 --> 00:00:53.400]  用我的課本內容的時候
[00:00:53.400 --> 00:00:55.960]  他說耶穌基督潔淨聖殿
[00:00:55.960 --> 00:01:00.920]  所以他就教導兒童回家後要怎樣呢
[00:01:00.920 --> 00:01:02.360]  你笑啊
[00:01:02.360 --> 00:01:03.840]  想到了吧
[00:01:03.840 --> 00:01:05.960]  回家要清潔執屋
[00:01:05.960 --> 00:01:08.360]  打掃乾淨
[00:01:08.360 --> 00:01:11.440]  他就覺得這樣教
[00:01:11.440 --> 00:01:14.120]  跟聖經的原意很大出入
[00:01:14.120 --> 00:01:16.240]  他是不是應該要裝備好自己
[00:01:16.240 --> 00:01:18.720]  結果他就讀了神學
[00:01:18.720 --> 00:01:20.000]  所以對我來說
[00:01:20.000 --> 00:01:21.800]  這段經文也是深刻的
[00:01:21.800 --> 00:01:26.560]  在裏面的經文內容也有很多提醒
[00:01:26.560 --> 00:01:29.920]  我們怎樣在生活裏面去應用
[00:01:29.920 --> 00:01:31.000]  去實踐
[00:01:31.000 --> 00:01:34.160]  準確地明白神的心意
[00:01:34.160 --> 00:01:36.360]  剛才我們讀過經文
[00:01:36.360 --> 00:01:40.480]  那裏說其實耶穌進到聖殿裏面
[00:01:40.480 --> 00:01:42.080]  他做了幾件事
[00:01:42.080 --> 00:01:46.440]  他首先說出殿裏面做買賣的人
[00:01:46.440 --> 00:01:48.120]  很明顯大家知道
[00:01:48.120 --> 00:01:52.560]  原來聖殿當時大約是在一個愛邦人的院裏面
[00:01:52.560 --> 00:01:56.920]  原來也在做一些買賣的生意
[00:01:56.920 --> 00:02:00.800]  推倒那些兌換銀錢之人的桌子
[00:02:00.800 --> 00:02:03.560]  即是有找換店
[00:02:03.560 --> 00:02:07.480]  另外就有賣甲子之人的凳子
[00:02:07.480 --> 00:02:08.640]  也推倒他
[00:02:08.640 --> 00:02:11.440]  原來有賣甲子的檔口
[00:02:11.440 --> 00:02:12.800]  不知道為甚麼
[00:02:12.800 --> 00:02:14.120]  大家有沒有留意
[00:02:14.120 --> 00:02:18.440]  為甚麼經文作者特別說賣甲子呢
[00:02:18.440 --> 00:02:20.040]  可能是有些原因的
[00:02:20.040 --> 00:02:21.120]  然後
[00:02:21.120 --> 00:02:25.640]  耶穌不讓那些人拿著器具從殿裏經過
[00:02:25.640 --> 00:02:27.400]  原來不單止是這樣
[00:02:27.400 --> 00:02:29.240]  很多人拿著器具
[00:02:29.240 --> 00:02:31.240]  應該是在賺錢的
[00:02:31.240 --> 00:02:33.960]  那個地方很旺
[00:02:33.960 --> 00:02:36.120]  人們在穿梭
[00:02:36.120 --> 00:02:38.080]  大家可以想一想
[00:02:38.080 --> 00:02:41.480]  想像一下那個場景
[00:02:42.360 --> 00:02:45.000]  接著繼續說
[00:02:45.000 --> 00:02:47.000]  他就教訓他們
[00:02:47.000 --> 00:02:49.560]  他說「經上不是記著說
[00:02:49.560 --> 00:02:53.480]  我的殿必稱為萬國土過的殿」
[00:02:53.480 --> 00:02:55.480]  即是告訴他
[00:02:55.480 --> 00:02:56.840]  耶穌基督
[00:02:56.840 --> 00:02:58.840]  祂說神的期望
[00:02:58.840 --> 00:03:02.120]  「你們倒使他成為賊窩」
[00:03:02.120 --> 00:03:04.120]  很大對比
[00:03:04.120 --> 00:03:07.680]  萬國土過的殿和賊窩
[00:03:07.680 --> 00:03:09.200]  大家要想一想
[00:03:09.200 --> 00:03:10.240]  有間教會
[00:03:10.240 --> 00:03:13.000]  被人說他賊仔鬥
[00:03:13.000 --> 00:03:15.640]  如果你回那間教會你會怎樣
[00:03:15.640 --> 00:03:17.640]  起碼有反應
[00:03:17.640 --> 00:03:19.640]  甚麼事無端說我
[00:03:19.640 --> 00:03:21.160]  我們都要設身處地
[00:03:21.160 --> 00:03:22.440]  當陣時的人
[00:03:22.440 --> 00:03:25.160]  其實就是常常去聖殿
[00:03:25.160 --> 00:03:27.160]  他們都是這樣做的
[00:03:27.160 --> 00:03:28.760]  是很恆常的事
[00:03:28.760 --> 00:03:30.320]  突然間有個人出來說
[00:03:30.320 --> 00:03:31.720]  這裡是賊窩
[00:03:31.720 --> 00:03:32.960]  是賊仔鬥
[00:03:32.960 --> 00:03:34.280]  很大反應
[00:03:34.280 --> 00:03:36.280]  應該是這樣的
[00:03:36.280 --> 00:03:37.440]  另外
[00:03:37.440 --> 00:03:40.600]  「祭司長和民事聽見者說
[00:03:40.600 --> 00:03:43.680]  就想發旨要除滅耶穌
[00:03:43.680 --> 00:03:45.280]  卻又怕他」
[00:03:45.280 --> 00:03:47.120]  立刻有人有反應
[00:03:47.120 --> 00:03:50.000]  即是祭司長、民事
[00:03:50.000 --> 00:03:52.400]  這些都是當時的宗教領袖
[00:03:52.400 --> 00:03:55.840]  這個人很明顯是阻礙著
[00:03:55.840 --> 00:03:58.960]  或者做些事令他們很不滿
[00:03:58.960 --> 00:04:00.080]  耶穌是吧
[00:04:00.080 --> 00:04:01.360]  或者這樣說
[00:04:01.360 --> 00:04:03.360]  一般我們相信
[00:04:03.360 --> 00:04:05.920]  因為沒有他們的容許之下
[00:04:05.920 --> 00:04:08.480]  這些買賣是不能發生的
[00:04:08.480 --> 00:04:09.480]  大家明白嗎?
[00:04:09.480 --> 00:04:12.160]  因為那裡是他作主的
[00:04:12.160 --> 00:04:14.160]  他容許之下發生
[00:04:14.160 --> 00:04:17.080]  但是有一個大家需要留意的地方就是
[00:04:17.080 --> 00:04:19.400]  他們想去除滅耶穌
[00:04:19.400 --> 00:04:20.640]  但是怕
[00:04:20.640 --> 00:04:24.920]  因為眾人都欺其他的教訓
[00:04:24.920 --> 00:04:31.760]  原來眾人只是一群常常都去到聖殿
[00:04:31.760 --> 00:04:34.760]  也遵守遊戲規則的人
[00:04:34.760 --> 00:04:39.880]  他們都被耶穌的教訓提醒
[00:04:39.880 --> 00:04:40.880]  為甚麼呢?
[00:04:40.880 --> 00:04:43.280]  他們有反應
[00:04:43.280 --> 00:04:46.480]  他們覺得很稀奇
[00:04:46.480 --> 00:04:48.320]  即是有反應
[00:04:48.320 --> 00:04:50.000]  即是他們恆常在做的事
[00:04:50.000 --> 00:04:51.920]  其實他們會否覺得沒問題呢?
[00:04:51.920 --> 00:04:53.400]  可能他們都覺得有問題
[00:04:53.400 --> 00:04:55.040]  不過就麻木了
[00:04:55.040 --> 00:04:57.520]  但是耶穌一提醒他們的時候
[00:04:57.520 --> 00:04:58.960]  他們心裏面有反應
[00:04:58.960 --> 00:05:03.080]  但是祭司長和民事很明顯與利益有衝突
[00:05:03.080 --> 00:05:04.840]  所以他們看的角度不同
[00:05:04.840 --> 00:05:07.320]  所以他們即時想去除滅這個人
[00:05:07.320 --> 00:05:08.600]  是吧?
[00:05:08.600 --> 00:05:10.200]  你想想
[00:05:10.200 --> 00:05:12.240]  剛才的場景是
[00:05:12.240 --> 00:05:15.680]  耶穌將所有東西推倒
[00:05:15.680 --> 00:05:17.640]  很誇張的
