
[00:00:00.000 --> 00:00:03.000]  浩鼎姐妹,早晨!平安!
[00:00:03.000 --> 00:00:08.000]  今日大家預備好領受神的到尾
[00:00:08.000 --> 00:00:10.000]  吃了早餐了嗎?
[00:00:10.000 --> 00:00:17.000]  我們預備心去領受在靈裡面的賢職和我們一起的禱告
[00:00:17.000 --> 00:00:21.000]  主耶穌,我們在祢面前充滿恩典和感恩
[00:00:21.000 --> 00:00:25.000]  因為祢賜豐足的需要給我們
[00:00:25.000 --> 00:00:28.000]  讓我們日用的需要都不缺乏
[00:00:28.000 --> 00:00:33.000]  主耶穌,讓我們今天來到祢的聖殿裡面
[00:00:33.000 --> 00:00:38.000]  我們一起去敬拜,是一種很大的祝福和賞賜
[00:00:38.000 --> 00:00:41.000]  讓我們都是傳著感恩的心
[00:00:41.000 --> 00:00:44.000]  並且對主祢有一個開放的心
[00:00:44.000 --> 00:00:48.000]  去領受主祢今天要對我們的心意和說話
[00:00:48.000 --> 00:00:52.000]  願祢的聖言成為我們的激勵和提醒
[00:00:52.000 --> 00:00:55.000]  願今天說的和聽的
[00:00:55.000 --> 00:00:58.000]  我們的心思意念都蒙你月立
[00:00:58.000 --> 00:01:01.000]  奉主耶穌基督聖名,阿們
[00:01:01.000 --> 00:01:04.000]  頂子妹,今天有個講題
[00:01:04.000 --> 00:01:07.000]  剛才主席給我們讀出來的
[00:01:07.000 --> 00:01:10.000]  「勞碌是為了什麼?」
[00:01:10.000 --> 00:01:15.000]  這個問題在你生活裡面有沒有問過?
[00:01:15.000 --> 00:01:21.000]  這麼勞碌,這麼辛苦,為了什麼?
[00:01:21.000 --> 00:01:25.000]  有沒有問過?我也經常問這個問題
[00:01:25.000 --> 00:01:29.000]  特別是過往在職場的工作裡面
[00:01:29.000 --> 00:01:32.000]  經常都會問這個問題
[00:01:32.000 --> 00:01:35.000]  經文剛才讀了出來
[00:01:35.000 --> 00:01:38.000]  在《傳道書》三章九子十五節
[00:01:38.000 --> 00:01:41.000]  在忙碌的生活當中
[00:01:41.000 --> 00:01:44.000]  有很多事情其實都很想做
[00:01:44.000 --> 00:01:47.000]  可能你生活中有些理想
[00:01:47.000 --> 00:01:50.000]  或者有些夢想,或者有些興趣
[00:01:50.000 --> 00:01:54.000]  又很想發展在你生命中新的可能
[00:01:54.000 --> 00:01:58.000]  但是會覺得很多東西很忙
[00:01:58.000 --> 00:02:02.000]  不知道怎樣去安排自己的時間、生活
[00:02:02.000 --> 00:02:05.000]  都可能會有這樣的狀態
[00:02:05.000 --> 00:02:08.000]  人生總有這些時間
[00:02:08.000 --> 00:02:13.000]  在美國裡面原來有一個叫做價值觀
[00:02:13.000 --> 00:02:16.000]  你去檢視自己的價值觀的測驗
[00:02:16.000 --> 00:02:20.000]  看看在你自己心目中
[00:02:20.000 --> 00:02:23.000]  你人生裡面擺的次序最珍貴是什麼
[00:02:23.000 --> 00:02:26.000]  以致你能夠好好安排你的生活
[00:02:26.000 --> 00:02:31.000]  這裡有七十五項價值觀清單
[00:02:31.000 --> 00:02:34.000]  它是這樣做的
[00:02:34.000 --> 00:02:37.000]  你看完第二頁,一堆都列出來了
[00:02:37.000 --> 00:02:39.000]  第二頁這樣,這樣
[00:02:39.000 --> 00:02:41.000]  再回到第一頁
[00:02:41.000 --> 00:02:44.000]  這是快速的檢閱
[00:02:44.000 --> 00:02:47.000]  首先你去檢查一下這個價值觀清單
[00:02:47.000 --> 00:02:49.000]  裡面總有七十五個
[00:02:49.000 --> 00:02:53.000]  你就感受一下每一個價值觀
[00:02:53.000 --> 00:02:56.000]  連結到你的腦裡面
[00:02:56.000 --> 00:02:59.000]  浮現一些生活的片段
[00:02:59.000 --> 00:03:01.000]  可能是一些快樂回憶
[00:03:01.000 --> 00:03:03.000]  如果你見到友誼這兩個字
[00:03:03.000 --> 00:03:08.000]  可能腦就閃耀了你跟朋友相處的片段、回憶
[00:03:08.000 --> 00:03:09.000]  諸如此類
[00:03:09.000 --> 00:03:12.000]  你就感覺一下這七十五個
[00:03:12.000 --> 00:03:15.000]  然後再去讀多一兩次
[00:03:15.000 --> 00:03:20.000]  去選擇你覺得最有價值的
[00:03:20.000 --> 00:03:21.000]  就列出來了
[00:03:21.000 --> 00:03:25.000]  然後就由這七十五個裡面
[00:03:25.000 --> 00:03:27.000]  去篩選到只有十個
[00:03:27.000 --> 00:03:29.000]  怎樣做法,怎樣篩選到十個呢
[00:03:29.000 --> 00:03:32.000]  就是由十五個至二十五個
[00:03:32.000 --> 00:03:36.000]  你會覺得都是很有感覺的
[00:03:36.000 --> 00:03:38.000]  接著又再減十個
[00:03:38.000 --> 00:03:43.000]  你就會剩下一些價值觀你覺得很重要
[00:03:43.000 --> 00:03:45.000]  再去再減一些
[00:03:45.000 --> 00:03:46.000]  減剩十個
[00:03:46.000 --> 00:03:49.000]  就是你人生裡面覺得
[00:03:49.000 --> 00:03:52.000]  現在這一刻覺得最有價值
[00:03:52.000 --> 00:03:53.000]  很想去做的事
[00:03:53.000 --> 00:03:56.000]  然後嘗試在你生活裡面去安排
[00:03:56.000 --> 00:03:58.000]  這個價值觀清單
[00:03:58.000 --> 00:04:01.000]  我都在網上裡面去搜尋回來的
[00:04:01.000 --> 00:04:04.000]  大家都很容易去找到的
[00:04:04.000 --> 00:04:09.000]  我覺得在這個世界裡面
[00:04:09.000 --> 00:04:11.000]  不同的人其實都是
[00:04:11.000 --> 00:04:14.000]  遇到我們同一樣的遭遇和經歷
[00:04:14.000 --> 00:04:17.000]  在傳道書裡面也都說
[00:04:17.000 --> 00:04:19.000]  這個世代過去
[00:04:19.000 --> 00:04:22.000]  另一個世代又來
[00:04:22.000 --> 00:04:25.000]  是不停地去運轉
[00:04:25.000 --> 00:04:27.000]  是無止境無停止的
[00:04:27.000 --> 00:04:29.000]  所以我們所經驗的
[00:04:29.000 --> 00:04:32.000]  過往世代的人都有經驗過
[00:04:32.000 --> 00:04:34.000]  我們現在所經驗的
[00:04:34.000 --> 00:04:36.000]  將來我們下一代
[00:04:36.000 --> 00:04:37.000]  再下一代
[00:04:37.000 --> 00:04:39.000]  下一個世代的人
[00:04:39.000 --> 00:04:43.000]  都一樣會同樣地有類似的遭遇
[00:04:43.000 --> 00:04:46.000]  可能人物又不同
[00:04:46.000 --> 00:04:48.000]  但是的過程
[00:04:48.000 --> 00:04:50.000]  那個生命的歷程
[00:04:50.000 --> 00:04:54.000]  心路歷程都不會有多少的新鮮
[00:04:54.000 --> 00:04:57.000]  都是不停地去重複去運轉
[00:04:57.000 --> 00:05:01.000]  傳道書在我們的信仰生命裡面
