
[00:00:00.000 --> 00:00:02.000]  各位定一會早安
[00:00:02.000 --> 00:00:06.500]  很高興能夠和大家一起有機會再分享神的話語
[00:00:06.500 --> 00:00:09.000]  再次多謝施班為我們唱了一首詩歌
[00:00:09.000 --> 00:00:11.000]  「我們可改變世界」
[00:00:11.000 --> 00:00:14.000]  究竟我們用什麼去改變這個世界呢?
[00:00:14.000 --> 00:00:18.000]  我相信施班解鎖詩歌和我所想的一樣
[00:00:18.000 --> 00:00:21.500]  就是我們用愛去改變這個世界
[00:00:21.500 --> 00:00:24.000]  我們今個月的月題是講相愛
[00:00:24.000 --> 00:00:26.000]  不知道大家已經講了兩個月了
[00:00:26.000 --> 00:00:28.000]  還有什麼要講呢?
[00:00:28.000 --> 00:00:31.000]  特別是相愛都出現了很多次
[00:00:31.000 --> 00:00:33.000]  當我再思考這個題目的時候
[00:00:33.000 --> 00:00:36.000]  應該用什麼經文去講今天這個題目的時候
[00:00:36.000 --> 00:00:39.000]  你們看到這段應該知道我要選哪一段
[00:00:39.000 --> 00:00:43.000]  就是在哥倫多前書第十三章四至八節
[00:00:43.000 --> 00:00:50.000]  我很記得當我第一次打開哥倫多前書第十三章四至八節的時候
[00:00:50.000 --> 00:00:52.000]  我信了主兩三年的時候
[00:00:52.000 --> 00:00:55.000]  那時候我一個人去行山
[00:00:55.000 --> 00:00:58.000]  其實都很危險的 行山當然不鼓勵
[00:00:58.000 --> 00:01:00.000]  當時去到水塘附近
[00:01:00.000 --> 00:01:04.000]  打算在一個很寧靜的環境打開聖經去看看
[00:01:04.000 --> 00:01:08.000]  當我讀到哥倫多前書第十三篇的時候
[00:01:08.000 --> 00:01:10.000]  我突然覺得很震撼
[00:01:10.000 --> 00:01:16.000]  原來這個愛是這麼實在和超然的
[00:01:16.000 --> 00:01:20.000]  但又是在人世間裡面我們很嚮往的
[00:01:20.000 --> 00:01:23.000]  如果每個人都能夠實踐這個愛的時候
[00:01:23.000 --> 00:01:26.000]  我相信我們這個世界真的可以改變
[00:01:26.000 --> 00:01:29.000]  充滿著和平 充滿著安詳 充滿著喜樂
[00:01:29.000 --> 00:01:31.000]  所以這麼重要的詩篇
[00:01:31.000 --> 00:01:33.000]  我們今天這個題目一定要講
[00:01:33.000 --> 00:01:37.000]  愛是恆久忍耐 愛是永不止息
[00:01:37.000 --> 00:01:40.000]  我都鼓勵大家都要打開聖經
[00:01:40.000 --> 00:01:43.000]  哥倫多前書十三章四至八節
[00:01:43.000 --> 00:01:44.000]  雖然這裡一會兒會出現
[00:01:44.000 --> 00:01:49.000]  不過我們一會兒會一直講的時候就不出現了
[00:01:49.000 --> 00:01:53.000]  大家一路看著 即使你聽不進去我說話
[00:01:53.000 --> 00:01:55.000]  起碼你的眼睛都看著聖經
[00:01:55.000 --> 00:01:58.000]  哥倫多前書第十三章四至八節
[00:01:58.000 --> 00:02:01.000]  找到的 或者會背的
[00:02:01.000 --> 00:02:04.000]  或者想看PowerPoint的可以和我們一起讀
[00:02:04.000 --> 00:02:06.000]  這個和合本準備了
[00:02:06.000 --> 00:02:08.000]  一 二 三
[00:02:08.000 --> 00:02:11.000]  愛是恆久忍耐 又有恩慈
[00:02:11.000 --> 00:02:15.000]  愛是不嫉妒 不自誇 不傷狂
[00:02:15.000 --> 00:02:17.000]  不做害羞的事
[00:02:17.000 --> 00:02:19.000]  不求自己的益處
[00:02:19.000 --> 00:02:22.000]  不輕易發牢 不計算人的惡
[00:02:22.000 --> 00:02:25.000]  不喜歡不義 只喜歡真理
[00:02:25.000 --> 00:02:31.000]  凡是相信 凡是怕妄 凡是忍耐
[00:02:31.000 --> 00:02:33.000]  愛是永不止息
[00:02:33.000 --> 00:02:38.000]  有興趣可以看看 我還有一個新漢語譯本
[00:02:38.000 --> 00:02:40.000]  不過時間關係我不和大家讀了
[00:02:40.000 --> 00:02:42.000]  當我們要了解經文的時候
[00:02:42.000 --> 00:02:46.000]  我們要看經文的背景
[00:02:46.000 --> 00:02:48.000]  這本叫做哥倫多前書
[00:02:48.000 --> 00:02:52.000]  大家都知道是保羅的書信之一
[00:02:52.000 --> 00:02:54.000]  是寫給哥倫多教會的
[00:02:54.000 --> 00:02:59.000]  哥倫多教會是一個很得天獨厚的地理環境
[00:02:59.000 --> 00:03:01.000]  如果你熟悉地圖的話
[00:03:01.000 --> 00:03:06.000]  看到哥倫多是希臘的半島 下半島
[00:03:06.000 --> 00:03:09.000]  南北半島的一個必經之路
[00:03:09.000 --> 00:03:12.000]  剛剛很窄的位置就是哥倫多
[00:03:12.000 --> 00:03:13.000]  海路也是
[00:03:13.000 --> 00:03:17.000]  山四個位置 如果你要過去對面
[00:03:17.000 --> 00:03:19.000]  你就要經過哥倫多
[00:03:19.000 --> 00:03:20.000]  原來這裡是運河的
[00:03:20.000 --> 00:03:21.000]  所以你可以經過去
[00:03:21.000 --> 00:03:23.000]  所以好像香港維多利亞港一樣
[00:03:23.000 --> 00:03:25.000]  無論是南北東西
[00:03:25.000 --> 00:03:27.000]  你要經過都要經過香港
[00:03:27.000 --> 00:03:29.000]  你去希臘 從南邊到北邊
[00:03:29.000 --> 00:03:30.000]  要經過哥倫多
[00:03:30.000 --> 00:03:31.000]  從東邊西邊海路
[00:03:31.000 --> 00:03:32.000]  又要經過哥倫多
[00:03:32.000 --> 00:03:34.000]  所以海陸交通要道
[00:03:34.000 --> 00:03:35.000]  雙減臨達
[00:03:35.000 --> 00:03:39.000]  自然很多人來做生意 經商都會經過這裡
[00:03:39.000 --> 00:03:41.000]  所以有很多移民會來到這裡
[00:03:41.000 --> 00:03:43.000]  所以在保羅時代
[00:03:43.000 --> 00:03:46.000]  大約有數十萬人口在哥倫多的地方
[00:03:46.000 --> 00:03:48.000]  所以是一個很繁華的城市
[00:03:48.000 --> 00:03:49.000]  真的好像香港
[00:03:49.000 --> 00:03:53.000]  我們有很多外國東西加文化
[00:03:53.000 --> 00:03:55.000]  很多不同的人在裡面
[00:03:55.000 --> 00:03:58.000]  而保羅在第二次宣教之旅的時候
[00:03:58.000 --> 00:04:00.000]  是去建立這個教會的
[00:04:00.000 --> 00:04:02.000]  到他在主後55至56年期間
[00:04:02.000 --> 00:04:04.000]  寫信給哥倫多教會
[00:04:04.000 --> 00:04:07.000]  這個教會裡面有很多愛邦的信徒
[00:04:07.000 --> 00:04:08.000]  不是猶太人的信徒
[00:04:08.000 --> 00:04:09.000]  有少量的猶太信徒
[00:04:09.000 --> 00:04:11.000]  好像我們這裡
[00:04:11.000 --> 00:04:13.000]  我們沒有猶太人
[00:04:13.000 --> 00:04:16.000]  但是愛邦信徒
[00:04:16.000 --> 00:04:18.000]  他信了基督教之後
[00:04:18.000 --> 00:04:21.000]  可能仍然帶著他舊時的偶像崇拜
[00:04:21.000 --> 00:04:24.000]  可能今天他仍然在崇拜
[00:04:24.000 --> 00:04:27.000]  日後回家就繼續拜黃大仙
[00:04:27.000 --> 00:04:29.000]  關公 觀音
[00:04:29.000 --> 00:04:32.000]  所以他們的宗教還是有點混亂
[00:04:32.000 --> 00:04:36.000]  而且保羅離開了哥倫多教會之後
[00:04:36.000 --> 00:04:40.000]  其實這個教會有很多紛爭結黨的事
[00:04:40.000 --> 00:04:45.000]  有很多認叻 搶著要道的問題
[00:04:45.000 --> 00:04:50.000]  又有偶像制慾的問題
[00:04:50.000 --> 00:04:53.000]  吃不吃燒豬那些問題
[00:04:53.000 --> 00:04:55.000]  又或者有一些淫亂的事件
[00:04:55.000 --> 00:05:00.000]  竟然有些信徒娶了自己的繼母做太太
[00:05:00.000 --> 00:05:02.000]  所以有很多的問題在裡面
[00:05:02.000 --> 00:05:06.000]  又有些人搶著說我是保羅派的
[00:05:06.000 --> 00:05:08.000]  又有人搶著說我是基法派
[00:05:08.000 --> 00:05:11.000]  即是彼得的派別
[00:05:11.000 --> 00:05:13.000]  有人說我是阿波羅派的
[00:05:13.000 --> 00:05:14.000]  總之很複雜
[00:05:14.000 --> 00:05:18.000]  我們沒有時間逐個哥倫多前書的問題去理解
[00:05:18.000 --> 00:05:22.000]  當保羅寫到第十二章的時候
[00:05:22.000 --> 00:05:25.000]  他覺得很多很多的問題
[00:05:25.000 --> 00:05:26.000]  真的不知道怎麼解決
[00:05:26.000 --> 00:05:29.000]  但是保羅說他要將最大的恩賜
[00:05:29.000 --> 00:05:32.000]  最妙的道指示哥倫多教會
[00:05:32.000 --> 00:05:34.000]  去到第十二章尾
[00:05:34.000 --> 00:05:37.000]  他指示哥倫多教會最大的恩賜
[00:05:37.000 --> 00:05:38.000]  最妙的道是什麼呢
[00:05:38.000 --> 00:05:40.000]  接著他打開第十三章就見到
[00:05:40.000 --> 00:05:43.000]  就是愛 就是愛的詩篇
[00:05:43.000 --> 00:05:48.000]  我又會和大家用四個數字去記住這個愛的詩篇
[00:05:48.000 --> 00:05:49.000]  如果你有興趣想背
[00:05:49.000 --> 00:05:51.000]  你記住二八四一就可以了
[00:05:51.000 --> 00:05:52.000]  為什麼呢
[00:05:52.000 --> 00:05:56.000]  因為在裡面包含了二加八加四加一
[00:05:56.000 --> 00:06:00.000]  這個愛的詩篇有十五個動詞
[00:06:00.000 --> 00:06:02.000]  頭兩個動詞
[00:06:02.000 --> 00:06:04.000]  愛是恆久忍耐
[00:06:04.000 --> 00:06:07.000]  愛是恩慈
[00:06:07.000 --> 00:06:09.000]  一個消極一個積極念
[00:06:09.000 --> 00:06:11.000]  就將兩個愛的動詞帶出來
[00:06:11.000 --> 00:06:13.000]  接著有八個筆
[00:06:13.000 --> 00:06:14.000]  八個筆
[00:06:14.000 --> 00:06:16.000]  不疾度不自誇不傷狂
[00:06:16.000 --> 00:06:17.000]  一會兒再讀
[00:06:17.000 --> 00:06:20.000]  之後有四個凡是
[00:06:20.000 --> 00:06:24.000]  凡是相信 凡是包容 凡是盼望 凡是忍耐
[00:06:24.000 --> 00:06:27.000]  最後用愛是永不止息
[00:06:27.000 --> 00:06:29.000]  去結束了這個愛的詩篇
[00:06:29.000 --> 00:06:35.000]  所以很希望今天神帶領我們去思想這個愛的詩篇
[00:06:35.000 --> 00:06:36.000]  愛的真諦
[00:06:36.000 --> 00:06:37.000]  愛是恆久忍耐
[00:06:37.000 --> 00:06:38.000]  愛是永不止息
[00:06:38.000 --> 00:06:40.000]  我們做一個簡短的禱告
[00:06:40.000 --> 00:06:42.000]  慈悲愛天父我們禱告你
[00:06:42.000 --> 00:06:44.000]  求聖靈幫助我們
[00:06:44.000 --> 00:06:52.000]  讓我們用最大的耐性和最大的耳朵去聆聽上帝你的話語
[00:06:52.000 --> 00:06:55.000]  求聖靈你幫助我們去思想愛
[00:06:55.000 --> 00:06:57.000]  透過今天聖經的教導
[00:06:57.000 --> 00:06:59.000]  透過你僕人的口
[00:06:59.000 --> 00:07:03.000]  讓我們將愛的訊息散發到我們頂智慕裡當中
[00:07:03.000 --> 00:07:06.000]  讓我們都好像一個心田一樣
[00:07:06.000 --> 00:07:08.000]  讓愛的種子灑在我們心裡面
[00:07:08.000 --> 00:07:11.000]  以致我們能夠萌芽去開花結果
[00:07:11.000 --> 00:07:13.000]  求主你教導我們什麼叫愛
[00:07:13.000 --> 00:07:15.000]  和將愛走出來
[00:07:15.000 --> 00:07:16.000]  我們禱告你
[00:07:16.000 --> 00:07:18.000]  奉耶穌基督名求
[00:07:18.000 --> 00:07:19.000]  阿們
[00:07:20.000 --> 00:07:23.000]  第一個我都沒有時間逐個字
[00:07:23.000 --> 00:07:25.000]  十五個動詞逐個字解釋
[00:07:25.000 --> 00:07:30.000]  所以我就用了三點去做一個概覽去分享
[00:07:30.000 --> 00:07:31.000]  第一個愛是什麼呢
[00:07:31.000 --> 00:07:33.000]  是頂心頂肺的愛
[00:07:33.000 --> 00:07:34.000]  我見到有些頂心頂肺的會笑
[00:07:34.000 --> 00:07:36.000]  你覺得愛是不是頂心頂肺的呢
[00:07:36.000 --> 00:07:38.000]  有時愛是很難的
[00:07:38.000 --> 00:07:41.000]  特別是遇到一些我們不喜歡或者不好愛的人
[00:07:41.000 --> 00:07:43.000]  怎麼辦呢
[00:07:43.000 --> 00:07:45.000]  但是保羅第一個帶出來的就是愛是什麼
[00:07:45.000 --> 00:07:47.000]  恆久忍耐
[00:07:47.000 --> 00:07:50.000]  一開始已經說愛是要恆久忍耐的
[00:07:50.000 --> 00:07:51.000]  要忍的
[00:07:51.000 --> 00:07:53.000]  和要恆久去忍
[00:07:53.000 --> 00:07:55.000]  這個字在聖經多次的出現
[00:07:55.000 --> 00:07:58.000]  都是那些面對著一些很難頂的事
[00:07:58.000 --> 00:08:01.000]  對我們不好的或者佔我們便宜的人
[00:08:01.000 --> 00:08:03.000]  我們仍然用愛去待遇他
[00:08:03.000 --> 00:08:05.000]  仍然用善意去對待他
[00:08:05.000 --> 00:08:06.000]  不嬲不報復
[00:08:06.000 --> 00:08:07.000]  這件事很難的
[00:08:07.000 --> 00:08:08.000]  和要恆久
[00:08:08.000 --> 00:08:09.000]  即是要長期
[00:08:09.000 --> 00:08:13.000]  不是我忍你幾分鐘或者忍你兩天
[00:08:13.000 --> 00:08:15.000]  正所謂我們中國人的說話
[00:08:15.000 --> 00:08:16.000]  君子報仇
[00:08:16.000 --> 00:08:17.000]  什麼呢
[00:08:17.000 --> 00:08:18.000]  十年未晚
[00:08:18.000 --> 00:08:19.000]  我忍你幾年
[00:08:19.000 --> 00:08:20.000]  我下次一定報復
[00:08:20.000 --> 00:08:22.000]  或者有仇不報非君子
[00:08:22.000 --> 00:08:25.000]  又或者說我要以其人之道還治其人之身
[00:08:25.000 --> 00:08:28.000]  總之我們世俗人的眼光就是要報仇
[00:08:28.000 --> 00:08:30.000]  要等候機會去報復
[00:08:30.000 --> 00:08:32.000]  但是這個是恆久忍耐
[00:08:32.000 --> 00:08:34.000]  即是我們一路去忍一路去等待
[00:08:34.000 --> 00:08:38.000]  對待一些人我們用一個忍耐的心去愛他們
[00:08:38.000 --> 00:08:40.000]  這個字恆久忍耐
[00:08:40.000 --> 00:08:42.000]  在筆律前書三章九字都有出現
[00:08:42.000 --> 00:08:44.000]  不過翻譯做寬容
[00:08:44.000 --> 00:08:46.000]  讀一讀你就明白是什麼意思
[00:08:46.000 --> 00:08:49.000]  主所應許的尚未成就
[00:08:49.000 --> 00:08:51.000]  有人以為他是擔言
[00:08:51.000 --> 00:08:52.000]  其實不是擔言
[00:08:52.000 --> 00:08:54.000]  乃是寬容你們
[00:08:54.000 --> 00:08:55.000]  不願有一人沉淪
[00:08:55.000 --> 00:08:57.000]  乃願人人都悔改
[00:08:57.000 --> 00:09:00.000]  哪一個最恆久忍耐呢
[00:09:00.000 --> 00:09:02.000]  我們知道唯有我們的上帝
[00:09:02.000 --> 00:09:04.000]  我們的神是最恆久忍耐我們的
[00:09:04.000 --> 00:09:05.000]  為什麼
[00:09:05.000 --> 00:09:07.000]  因為我們每個人都是那些
[00:09:07.000 --> 00:09:08.000]  作奸犯科
[00:09:08.000 --> 00:09:09.000]  不聽神的說話
[00:09:09.000 --> 00:09:10.000]  活逆的子民
[00:09:10.000 --> 00:09:13.000]  都是犯罪得罪了神的
[00:09:13.000 --> 00:09:15.000]  如果上帝沒有恆久忍耐
[00:09:15.000 --> 00:09:17.000]  就即刻毀滅這個世界
[00:09:17.000 --> 00:09:19.000]  即刻將我們丟入流亡火湖裏
[00:09:19.000 --> 00:09:21.000]  是一個永火的火湖
[00:09:21.000 --> 00:09:23.000]  永不超生的地方
[00:09:23.000 --> 00:09:26.000]  但我們上帝是恆久忍耐
[00:09:26.000 --> 00:09:28.000]  祂給我們有悔改的機會
[00:09:28.000 --> 00:09:30.000]  祂要等候祂的兒女
[00:09:30.000 --> 00:09:32.000]  回到祂的面前
[00:09:32.000 --> 00:09:33.000]  正如保羅也說
[00:09:33.000 --> 00:09:35.000]  在羅馬書十二章十七節說
[00:09:35.000 --> 00:09:37.000]  我們不要以惡報惡
[00:09:37.000 --> 00:09:40.000]  耶穌更加在瑪利福音五章三十九節說
[00:09:40.000 --> 00:09:44.000]  只是我告訴你們不要與惡人作對
[00:09:44.000 --> 00:09:45.000]  有人打你的右臉
[00:09:45.000 --> 00:09:47.000]  連左臉都要被他打
[00:09:47.000 --> 00:09:49.000]  我的意思不是一個法規
[00:09:49.000 --> 00:09:51.000]  不是說有人以後這樣打你就要這樣做
[00:09:51.000 --> 00:09:54.000]  但我們願意用一個恆久忍耐的心
[00:09:54.000 --> 00:09:56.000]  去對待那些傷害我們的人
[00:09:56.000 --> 00:09:58.000]  或者對待那些我們不喜歡的人
[00:09:58.000 --> 00:10:00.000]  甚至乎是我們的仇敵
[00:10:00.000 --> 00:10:02.000]  按著人的本性
