
[00:00:00.000 --> 00:00:03.320]  弟兄姊妹,過去一年
[00:00:03.320 --> 00:00:06.300]  香港的教會經歷過很大的衝擊
[00:00:06.300 --> 00:00:13.760]  社會運動帶來一些教會信徒之間的爭拗和撕裂
[00:00:13.760 --> 00:00:18.400]  而新冠疫情就令到我們的實體聚會停止
[00:00:18.400 --> 00:00:21.640]  有些教會的信徒都流失了
[00:00:21.640 --> 00:00:24.120]  奉獻收入都減少了
[00:00:24.120 --> 00:00:30.480]  全因堂其中一個香港的教會當然也受到一定程度的影響
[00:00:30.480 --> 00:00:33.080]  我們需要重新建造
[00:00:33.080 --> 00:00:34.800]  怎樣開始呢?
[00:00:34.800 --> 00:00:37.560]  其實我們每個人都需要重新來過
[00:00:37.560 --> 00:00:39.080]  重新起步
[00:00:39.080 --> 00:00:41.680]  以色列記第三章
[00:00:41.680 --> 00:00:45.520]  就講到以色列人亡國了50年之後
[00:00:45.520 --> 00:00:47.640]  又重新開始
[00:00:47.640 --> 00:00:51.120]  這段猶太人的歷史故事
[00:00:51.120 --> 00:00:54.920]  是給我們很豐富的提示和鼓勵
[00:00:54.920 --> 00:00:58.760]  今天讓我們一起來思考
[00:00:58.760 --> 00:01:02.000]  剛才大家讀過那段聖經
[00:01:02.000 --> 00:01:09.040]  以色列記第三章
[00:01:09.040 --> 00:01:12.280]  這裡的背景就是
[00:01:12.280 --> 00:01:15.560]  在公元前586年
[00:01:15.560 --> 00:01:18.360]  巴比倫的軍隊攻陷了耶路撒冷
[00:01:18.360 --> 00:01:20.040]  聖殿都拆了
[00:01:20.040 --> 00:01:24.000]  然後將大部分的居民擄到巴比倫
[00:01:24.000 --> 00:01:25.840]  我們可以想像
[00:01:25.840 --> 00:01:29.200]  一堆一堆的男女老幼離開家園
[00:01:29.200 --> 00:01:33.160]  回頭見到就是烽煙四起的耶路撒冷
[00:01:33.160 --> 00:01:37.360]  真是別時容易見時難
[00:01:37.360 --> 00:01:39.360]  一別就50年
[00:01:39.360 --> 00:01:41.680]  波斯王古烈登基之後
[00:01:41.680 --> 00:01:45.640]  准許猶太人回耶路撒冷重建聖殿
[00:01:45.640 --> 00:01:50.680]  第三章這段經文第一至第十三節
[00:01:50.680 --> 00:01:58.440]  描寫這五萬人跟著所羅巴伯回去的光景
[00:01:58.440 --> 00:02:02.040]  讚美和稱謝向耶和華歌唱說
[00:02:02.040 --> 00:02:03.640]  耶和華是至善的
[00:02:03.640 --> 00:02:06.920]  他向以色列人所施的慈愛永遠長存
[00:02:06.920 --> 00:02:09.920]  他們讚美耶和華的時候眾人就大聲呼喊
[00:02:09.920 --> 00:02:13.920]  因為耶和華的經經已經奠定
[00:02:13.920 --> 00:02:16.520]  很多年老的祭司、利美人和族長
[00:02:16.520 --> 00:02:23.480]  曾經見過幾十年前所羅門聖殿的雲圍
[00:02:23.480 --> 00:02:26.440]  現在見到這樣就放聲大哭
[00:02:26.440 --> 00:02:30.200]  但有很多人歡喜高聲歡呼
[00:02:30.200 --> 00:02:33.200]  以至分不清誰哭誰笑
[00:02:33.200 --> 00:02:34.840]  因為眾人都大聲
[00:02:34.840 --> 00:02:38.400]  聲音傳到很遠的地方
[00:02:38.400 --> 00:02:42.920]  頂姐妹提到老年人開始時是哭的
[00:02:42.920 --> 00:02:47.720]  因為他們想起以前的情景
[00:02:47.720 --> 00:02:52.280]  現在回來見到頹垣敗瓦、荒淵衰草
[00:02:52.280 --> 00:02:54.600]  但年輕人就笑
[00:02:54.600 --> 00:02:56.760]  因為他們以前在秘魯之地
[00:02:56.760 --> 00:03:00.960]  在長輩口中聽到聖殿的雲圍
[00:03:00.960 --> 00:03:03.920]  但現在可以回來重見就開心
[00:03:03.920 --> 00:03:05.840]  不過可能有些人哭完就笑
[00:03:05.840 --> 00:03:07.640]  笑完就哭
[00:03:07.640 --> 00:03:09.800]  心情很複雜
[00:03:09.800 --> 00:03:12.440]  這裏也令我想到香港
[00:03:12.440 --> 00:03:19.760]  我們香港可能都是心情很複雜
[00:03:19.760 --> 00:03:21.880]  不知笑好還是哭好
[00:03:21.880 --> 00:03:26.280]  幾十年前的香港和現在有很多不同
[00:03:26.280 --> 00:03:29.040]  今日這段經文有幾個屬靈原則
[00:03:29.040 --> 00:03:32.720]  幫助我們怎樣重見自己的生命
[00:03:32.720 --> 00:03:36.240]  重見教會甚至重見你的家庭
[00:03:36.240 --> 00:03:39.840]  我們第一個屬靈原則要看的
[00:03:39.840 --> 00:03:42.640]  就是無論環境是怎樣困難
[00:03:42.640 --> 00:03:44.880]  都可以重新開始
[00:03:44.880 --> 00:03:49.920]  以色列人的屬靈光景可以到最低層
[00:03:49.920 --> 00:03:51.960]  猶大亡國五十年
[00:03:51.960 --> 00:03:54.240]  現在五萬人熱心回歸
[00:03:54.240 --> 00:03:56.520]  但見到耶路撒冷成為廢墟
[00:03:56.520 --> 00:04:00.280]  周圍又有一些敵視他們的人
[00:04:00.280 --> 00:04:03.840]  但我們看到上帝沒有忘記他們的子民
[00:04:03.840 --> 00:04:05.240]  在更早的時候
[00:04:05.240 --> 00:04:07.720]  在耶路撒冷上淪陷的時候
[00:04:07.720 --> 00:04:10.840]  上帝已經透過先知耶利米預言
[00:04:10.840 --> 00:04:12.720]  這個聖殿會被毀滅
[00:04:12.720 --> 00:04:14.240]  但會重見的
[00:04:14.240 --> 00:04:19.000]  耶利米書第33章10到11節就這樣說
[00:04:19.000 --> 00:04:20.360]  「耶和華如此說
[00:04:20.360 --> 00:04:23.520]  在這荒涼沒有人煙沒有居民
[00:04:23.520 --> 00:04:28.320]  也沒有生畜的猶大國成為耶路撒冷的階層
[00:04:28.320 --> 00:04:31.520]  必在聽見歡喜和快樂的聲音
[00:04:31.520 --> 00:04:34.280]  新朗和新富的聲音
[00:04:34.280 --> 00:04:39.200]  還要聽見那些帶著感恩濟祷耶和華殿的人的聲音
[00:04:39.200 --> 00:04:42.600]  因為我必使這地被擄的人歸回
[00:04:42.600 --> 00:04:44.200]  像起初一樣
[00:04:44.200 --> 00:04:46.120]  這是耶和華說的」
[00:04:46.120 --> 00:04:48.800]  在這裏我們看到上帝的信實
[00:04:48.800 --> 00:04:50.120]  Faithfulness
[00:04:50.120 --> 00:04:52.120]  祂履行了自己的諾言
[00:04:52.120 --> 00:04:55.560]  叫祂的子民可以重返祖國
[00:04:55.560 --> 00:05:00.120]  這個就是以色列的中心思想
[00:05:00.120 --> 00:05:05.400]  就是上帝的信實God's Faithfulness
[00:05:05.400 --> 00:05:06.760]  所以我們學習到
[00:05:06.760 --> 00:05:09.200]  無論我們的屬靈光景是怎樣的低沉
[00:05:09.200 --> 00:05:11.800]  無論你曾經犯過多大的錯
[00:05:11.800 --> 00:05:13.560]  都可以重新開始
[00:05:13.560 --> 00:05:16.680]  因為這個不是靠我們的本領
[00:05:16.680 --> 00:05:20.920]  而是依靠上帝的恩典和憐憫
[00:05:20.920 --> 00:05:23.160]  今日是新的一日
[00:05:23.160 --> 00:05:25.080]  就有上帝的新的恩典
[00:05:25.080 --> 00:05:28.320]  給我們新的開始
[00:05:28.320 --> 00:05:30.320]  有一本小說
[00:05:30.320 --> 00:05:32.920]  英文叫做《Gone with the Wind》
[00:05:32.920 --> 00:05:35.600]  我幾十年前小學時看的
[00:05:35.600 --> 00:05:39.800]  當時的中文譯本叫做《飄浮的飄》
[00:05:39.800 --> 00:05:44.760]  後來出了一個電影叫《亂世佳人》
[00:05:44.760 --> 00:05:47.600]  這本小說記載一個女主角
[00:05:47.600 --> 00:05:50.240]  在最後一章最後一頁
[00:05:50.240 --> 00:05:53.120]  當時那個男士離開她
[00:05:53.120 --> 00:05:54.240]  她自己就沒有了
[00:05:54.240 --> 00:05:55.280]  即是戰亂
[00:05:55.280 --> 00:05:56.560]  甚麼都沒有了
[00:05:56.560 --> 00:05:58.120]  她最後說一句
[00:05:58.120 --> 00:06:00.760]  「明天又是新的一天」
[00:06:00.760 --> 00:06:03.120]  Tomorrow is another day
[00:06:03.120 --> 00:06:05.560]  重新來過
[00:06:05.560 --> 00:06:08.960]  其實這段故事都提醒我們
[00:06:08.960 --> 00:06:12.040]  我們都可以重新來過
[00:06:12.040 --> 00:06:13.560]  因為上帝應許我們
[00:06:13.560 --> 00:06:17.040]  耶利米哀歌第三章二十二到二十三節說
[00:06:17.040 --> 00:06:19.720]  耶和華的慈愛永不斷絕
[00:06:19.720 --> 00:06:22.000]  祂的憐憫永不止息
[00:06:22.000 --> 00:06:24.560]  每天早晨都是新的
[00:06:24.560 --> 00:06:27.280]  祢的信實多麼廣大
[00:06:27.280 --> 00:06:29.640]  如果你心裏面有些悲憤
[00:06:29.640 --> 00:06:30.880]  有些憂鬱
[00:06:30.880 --> 00:06:32.080]  有些徬徨
[00:06:32.080 --> 00:06:33.360]  不知如何是好
[00:06:33.360 --> 00:06:36.160]  前路如何走
[00:06:36.160 --> 00:06:39.440]  要知道上帝的恩典廉物與你同在
[00:06:39.440 --> 00:06:41.200]  祂的早晨都是
[00:06:41.200 --> 00:06:44.080]  每個早晨都有新的恩典
[00:06:44.080 --> 00:06:45.440]  無論你如何低沉
[00:06:45.440 --> 00:06:47.480]  都可以從新開始
[00:06:47.480 --> 00:06:49.840]  第二個屬靈原則
[00:06:49.840 --> 00:06:52.640]  就是重建神的家
[00:06:52.640 --> 00:06:54.000]  重建你自己的生命
[00:06:54.000 --> 00:06:56.680]  必須回歸基督
[00:06:56.680 --> 00:06:59.320]  猶太人回到耶路撒冷之後
[00:06:59.320 --> 00:07:01.880]  第一件事就是重建祭壇
[00:07:01.880 --> 00:07:03.960]  而且獻祭
[00:07:03.960 --> 00:07:08.240]  在以色列第三章二節說
[00:07:08.240 --> 00:07:12.160]  約沙特的兒子耶穌亞和作祭司的親族
[00:07:12.160 --> 00:07:14.880]  撒拉茲的兒子所羅伯伯
[00:07:14.880 --> 00:07:18.400]  和他的弟兄都起來建築以色列神的祭壇
[00:07:18.400 --> 00:07:21.400]  說要照神人摩西律法書上所寫的
[00:07:21.400 --> 00:07:24.160]  在壇上獻梵祭
[00:07:24.160 --> 00:07:26.240]  為何要先做祭壇呢?
[00:07:26.240 --> 00:07:28.160]  因為我們來到神的面前
[00:07:28.160 --> 00:07:30.520]  第一件事要處理的
[00:07:30.520 --> 00:07:31.760]  就是我們的罪
[00:07:31.760 --> 00:07:33.920]  祭壇是贖罪的地方
[00:07:33.920 --> 00:07:36.680]  被殺的生畜其實是一個預表
[00:07:36.680 --> 00:07:38.840]  預表耶穌基督的降臨
[00:07:38.840 --> 00:07:40.880]  在《約翰福音》第一章二十九節
[00:07:40.880 --> 00:07:43.720]  當施洗約翰見到耶穌出來
[00:07:43.720 --> 00:07:45.280]  他就說:看吶!
[00:07:45.280 --> 00:07:50.040]  神的羊羔是除去世人罪孽的
[00:07:50.040 --> 00:07:53.280]  所以如果我們想跟神有一個新的開始
[00:07:53.280 --> 00:07:55.960]  我們必須回到耶穌基督那裡
[00:07:55.960 --> 00:07:59.560]  在希伯來書第九章十一到十二節就提到
[00:07:59.560 --> 00:08:00.760]  基督已經來到
[00:08:00.760 --> 00:08:03.400]  祂不是用山羊和牛毒的血
[00:08:03.400 --> 00:08:05.400]  而是用自己的血
[00:08:05.400 --> 00:08:07.680]  只一次進入至聖所
[00:08:07.680 --> 00:08:09.960]  就得到永遠的救贖
[00:08:09.960 --> 00:08:13.520]  可以想像舊約千千萬萬的人
[00:08:13.520 --> 00:08:15.360]  每天排隊
[00:08:15.360 --> 00:08:19.160]  帶著牛羊獻祭為自己贖罪
[00:08:19.160 --> 00:08:20.760]  血流成河
[00:08:20.760 --> 00:08:23.160]  但是所有這些都是一個預表
[00:08:23.160 --> 00:08:26.600]  預表最終極的濟生
[00:08:26.600 --> 00:08:29.560]  最終極的贖罪濟民
[00:08:29.560 --> 00:08:31.040]  就是耶穌基督
[00:08:31.040 --> 00:08:33.840]  祂不用山羊、不用牛毒的血
[00:08:33.840 --> 00:08:37.160]  用自己的血一次進入至聖所
[00:08:37.160 --> 00:08:39.720]  就成為了你和我的救贖
[00:08:39.720 --> 00:08:42.360]  今天我們能夠在上帝的面前
[00:08:42.360 --> 00:08:45.480]  無恐懼的連續蒙恩衛
[00:08:45.480 --> 00:08:48.360]  就是因為耶穌基督的救贖
[00:08:48.360 --> 00:08:51.280]  祭壇還有另一個意義
[00:08:51.280 --> 00:08:53.280]  就是神的同在
[00:08:53.280 --> 00:08:56.080]  以斯拉記三章第三節說
[00:08:56.080 --> 00:08:59.360]  因為他們懼怕當地的居民
[00:08:59.360 --> 00:09:06.560]  就在殿的原有根基上建立祭壇
[00:09:06.560 --> 00:09:10.000]  為何懼怕當地的居民就建立祭壇呢?
[00:09:10.000 --> 00:09:11.280]  懼怕當地的居民
[00:09:11.280 --> 00:09:13.800]  不是應該買些槍炮回來保護自己
[00:09:13.800 --> 00:09:17.800]  原來祭壇是預表
[00:09:17.800 --> 00:09:20.880]  有個意思就是神的同在
[00:09:20.880 --> 00:09:24.960]  《出開及記》第29章38到42節提到
[00:09:24.960 --> 00:09:27.240]  上帝對以色列人說
[00:09:27.240 --> 00:09:29.640]  「這就是你要獻在祭壇的
[00:09:29.640 --> 00:09:31.960]  每天兩隻一歲的羊羔
[00:09:31.960 --> 00:09:34.360]  第一隻羊你要在早晨獻上
[00:09:34.360 --> 00:09:36.920]  第二隻在傍晚的時候獻上
[00:09:36.920 --> 00:09:40.160]  就要在你們世世代代上獻的梵祭
[00:09:40.160 --> 00:09:42.280]  獻在活膜的門口
[00:09:42.280 --> 00:09:44.280]  而和華的殿裡
[00:09:44.280 --> 00:09:46.760]  我要在那裡與你們相會
[00:09:46.760 --> 00:09:49.480]  在那裡與你們說話」
