
[00:00:00.000 --> 00:00:01.900]  弟兄姊妹願你平安
[00:00:01.900 --> 00:00:05.780]  在這個疫情萬暴幾何升級的時代
[00:00:05.780 --> 00:00:10.420]  在這段日子裡我們仍然去祈求上帝的福氣臨到各人
[00:00:10.420 --> 00:00:12.420]  縱然在艱難當中
[00:00:12.420 --> 00:00:13.620]  我們不懼怕
[00:00:13.620 --> 00:00:16.460]  因為有上主與我們同在
[00:00:16.460 --> 00:00:19.780]  我們再一次為了以後你們聽到的時間
[00:00:19.780 --> 00:00:24.180]  去交託給主
[00:00:24.180 --> 00:00:28.700]  天父我們願意心裡繼續尊你為聖
[00:00:28.700 --> 00:00:31.660]  願意我們將這段時間分別出來
[00:00:31.660 --> 00:00:33.420]  就算我們在家中
[00:00:33.420 --> 00:00:34.580]  在網上
[00:00:34.580 --> 00:00:37.660]  我們依然是專注的去敬拜祢
[00:00:37.660 --> 00:00:41.220]  願求主讓我們有祢的聖靈的同在
[00:00:41.220 --> 00:00:45.340]  以致我們明白祢聖言所記載的
[00:00:45.340 --> 00:00:48.180]  我們怎樣可以在今天的生活裡
[00:00:48.180 --> 00:00:51.660]  我們又可以運用到祢所教導的
[00:00:51.660 --> 00:00:53.460]  求主指教我們
[00:00:53.460 --> 00:00:54.340]  多謝祢
[00:00:54.340 --> 00:00:57.980]  我們的祈禱是奉主耶穌基督得聖名字祈求
[00:00:57.980 --> 00:01:02.300]  阿門
[00:01:02.300 --> 00:01:05.020]  近年有一句說話
[00:01:05.020 --> 00:01:12.100]  就是好人一生平安
[00:01:12.100 --> 00:01:14.100]  但我們剛才讀到
[00:01:14.100 --> 00:01:15.500]  阿薩的記載
[00:01:15.500 --> 00:01:18.300]  上個星期你看過的
[00:01:18.300 --> 00:01:20.820]  已經是說阿薩是一個好的皇帝
[00:01:20.820 --> 00:01:21.980]  他去尋求神
[00:01:21.980 --> 00:01:24.380]  以致打敗百萬大軍
[00:01:24.380 --> 00:01:26.140]  但今天我們所選的片段
[00:01:26.140 --> 00:01:29.380]  他看到有兩個形象
[00:01:29.380 --> 00:01:30.500]  十五章的部分
[00:01:30.500 --> 00:01:32.860]  你看到他是一個好的形象
[00:01:32.860 --> 00:01:33.980]  十六章的部分
[00:01:33.980 --> 00:01:36.540]  似乎他有些做得不好
[00:01:36.540 --> 00:01:38.700]  是不是好人一生平安
[00:01:38.700 --> 00:01:43.900]  還是一生平安不能造就好人呢?
[00:01:43.900 --> 00:01:46.220]  的確阿薩被認為是南國猶大
[00:01:46.220 --> 00:01:50.660]  僅有的幾位的好皇之一
[00:01:50.660 --> 00:01:53.460]  在十四章上個星期看的
[00:01:53.460 --> 00:01:56.180]  阿薩是被神看為
[00:01:56.180 --> 00:01:59.260]  在行神眼中看為正的事
[00:01:59.260 --> 00:02:01.540]  而在今天所讀的十五章第十七節
[00:02:01.540 --> 00:02:05.420]  也形容他一生有純正的心
[00:02:05.420 --> 00:02:07.820]  到了第十六章的最後
[00:02:07.820 --> 00:02:10.500]  說他死的時候
[00:02:10.500 --> 00:02:20.420]  他也是有子民為他生一大堆火
[00:02:20.420 --> 00:02:23.580]  你看到這三個字其實是在說他是好的
[00:02:23.580 --> 00:02:25.940]  無論是頭、中、尾
[00:02:25.940 --> 00:02:29.900]  都是形容他好的
[00:02:29.900 --> 00:02:35.300]  其實這也是歷代誌和獵王記的分別
[00:02:35.300 --> 00:02:36.180]  獵王記的記載
[00:02:36.180 --> 00:02:38.740]  如果你有機會翻到對照來看的時候
[00:02:38.740 --> 00:02:40.660]  你會發覺獵王記是
[00:02:40.660 --> 00:02:44.500]  沒有記載今天歷代誌所說的不好的事
[00:02:44.500 --> 00:02:47.860]  顯然在那裡認為他也是僅有的好皇
[00:02:47.860 --> 00:02:50.060]  也留他一個好的名聲
[00:02:50.060 --> 00:02:53.820]  大歷代誌卻是挖掘到有幾個地方
[00:02:53.820 --> 00:02:57.020]  當他在開始的時候為善為正
[00:02:57.020 --> 00:02:59.140]  中段的時候有宗教改革
[00:02:59.140 --> 00:02:59.980]  純正的心
[00:02:59.980 --> 00:03:01.820]  末段的時候死
[00:03:01.820 --> 00:03:03.860]  有人民向他致敬
[00:03:03.860 --> 00:03:08.780]  但是他一生好像仍然會遇到和我們一樣
[00:03:08.780 --> 00:03:11.940]  有挑戰、有危難、有誘惑
[00:03:11.940 --> 00:03:13.620]  好人一生平安
[00:03:13.620 --> 00:03:17.820]  還是一生平安不能造就好人呢?
[00:03:17.820 --> 00:03:20.180]  這三節的經文在十四章的九節
[00:03:20.180 --> 00:03:23.100]  十六章的一節和十六章的十二節
[00:03:23.100 --> 00:03:25.860]  講述了有三個的片段
[00:03:25.860 --> 00:03:31.260]  其實是歷代誌獨家記載其中的第一段
[00:03:31.260 --> 00:03:33.260]  也在第二、第三節
[00:03:33.260 --> 00:03:37.220]  是比獵王記更詳細去記載的
[00:03:37.220 --> 00:03:41.140]  這裡揭露了獵王記認為好的皇
[00:03:41.140 --> 00:03:43.420]  有他問題的一面
[00:03:43.420 --> 00:03:44.860]  但是如果是這樣的話
[00:03:44.860 --> 00:03:46.780]  我們從他身上要學什麼呢?
[00:03:46.780 --> 00:03:48.620]  我不知道你一直看歷代誌
[00:03:48.620 --> 00:03:50.300]  有沒有一個感覺就是
[00:03:50.300 --> 00:03:53.860]  歷代誌一直在講述大衛做了多少好的事情
[00:03:53.860 --> 00:03:55.740]  所羅門又做了多少好的事情
[00:03:55.740 --> 00:03:59.060]  然後他的兒子羅波安又做得不好
[00:03:59.060 --> 00:04:01.300]  似乎都是一個極端
[00:04:01.300 --> 00:04:03.860]  一堆好的皇
[00:04:03.860 --> 00:04:05.940]  我們拍馬都追不到大衛了
[00:04:05.940 --> 00:04:07.980]  拍馬都追不到所羅門了
[00:04:07.980 --> 00:04:12.020]  我們又不會變得像羅波安那樣離棄神
[00:04:12.020 --> 00:04:17.380]  阿薩是不是和你和我的性情更加相近呢?
[00:04:17.380 --> 00:04:18.220]  在一生當中
[00:04:18.220 --> 00:04:21.460]  基本上大部分時間我們是
[00:04:21.460 --> 00:04:23.580]  我們真的是向著神的
[00:04:23.580 --> 00:04:24.740]  就算面對疫情
[00:04:24.740 --> 00:04:27.500]  你仍然是向著神的
[00:04:27.500 --> 00:04:28.420]  如果是這樣的話
[00:04:28.420 --> 00:04:31.500]  如果好人不是一生平安
[00:04:31.500 --> 00:04:34.220]  到說今天的講題要尋見上主
[00:04:34.220 --> 00:04:35.020]  尋找上主
[00:04:35.020 --> 00:04:35.700]  你都知道的了
[00:04:35.700 --> 00:04:37.900]  你都很明白這些道理的了
[00:04:37.900 --> 00:04:39.460]  你會開始去質疑
[00:04:39.460 --> 00:04:40.420]  咦?
[00:04:40.420 --> 00:04:41.940]  我真的這樣做
[00:04:41.940 --> 00:04:43.780]  我按著歷代之所祈禱
[00:04:43.780 --> 00:04:45.300]  有急難有逆疫病
[00:04:45.300 --> 00:04:47.140]  我們向神呼求
[00:04:47.140 --> 00:04:49.980]  是不是拯救就立刻到呢?
[00:04:49.980 --> 00:04:52.020]  問題是不是迎刃而解呢?
[00:04:52.020 --> 00:04:53.660]  為什麼有時候我們好像尋求神
[00:04:53.660 --> 00:04:55.020]  依然落得
[00:04:55.020 --> 00:04:57.140]  最後好像是阿薩的收場
[00:04:57.140 --> 00:04:59.900]  依然不好
[00:04:59.900 --> 00:05:03.420]  我不知道這是不是你可能有的疑問
[00:05:03.420 --> 00:05:04.820]  這個星期
[00:05:04.820 --> 00:05:07.980]  同工們一直陸續收到弟兄姊妹的一些訊息
[00:05:07.980 --> 00:05:10.420]  知道大家當中有患病的
[00:05:10.420 --> 00:05:13.100]  有感染疫病的
[00:05:13.100 --> 00:05:16.780]  有家人是患病患得很重的
[00:05:16.780 --> 00:05:18.700]  甚至我們有幾個弟兄姊妹
[00:05:18.700 --> 00:05:23.060]  真的在這個疫病當中失去了生命
[00:05:23.060 --> 00:05:24.580]  如果是這樣的話
[00:05:24.580 --> 00:05:27.820]  難道我們沒有呼求尋問嗎?
[00:05:27.820 --> 00:05:31.060]  為什麼我們好像不得到
[00:05:31.060 --> 00:05:34.300]  我們想祈求的平安呢?
[00:05:34.300 --> 00:05:36.060]  或者我們先從這段經文
[00:05:36.060 --> 00:05:39.420]  我們去看看經文所講的事
[00:05:39.420 --> 00:05:40.540]  剛才講的三件事
[00:05:40.540 --> 00:05:41.860]  第一件事上星期已經講過了
[00:05:41.860 --> 00:05:42.660]  不會再重複
[00:05:42.660 --> 00:05:44.180]  一百萬的大軍
[00:05:44.180 --> 00:05:46.580]  在他第十年的太平日子之後出現
[00:05:46.580 --> 00:05:47.580]  在強弱之間
[00:05:47.580 --> 00:05:49.500]  神是人的幫助
[00:05:49.500 --> 00:05:51.580]  神幫助了阿薩令他戰勝
[00:05:51.580 --> 00:05:53.940]  而猶太國也得到一大批的戰利品
[00:05:53.940 --> 00:05:58.340]  並且穩住最南的邊界
[00:05:58.340 --> 00:06:01.420]  在這件事之後
[00:06:01.420 --> 00:06:03.780]  神差派先知來找他
[00:06:03.780 --> 00:06:05.260]  提醒他
[00:06:05.260 --> 00:06:06.500]  你不要像羅波安那樣
[00:06:06.500 --> 00:06:09.220]  忘恩負義強盛的時候離棄神
[00:06:09.220 --> 00:06:10.420]  言下之意就是這樣
[00:06:10.420 --> 00:06:13.820]  剛才講我們沒有讀到的部分
[00:06:13.820 --> 00:06:16.300]  就是這裡提到
[00:06:16.300 --> 00:06:18.260]  下面講他接著發生的事
[00:06:18.260 --> 00:06:19.380]  但是十五章一至七字
[00:06:19.380 --> 00:06:21.700]  就是接駁回上一件事
[00:06:21.700 --> 00:06:23.980]  那個一百萬大軍之後的事
[00:06:23.980 --> 00:06:26.500]  其中留意在第十五章的一至七字
[00:06:26.500 --> 00:06:29.340]  有三度用了一個特別的手法來寫
[00:06:29.340 --> 00:06:31.820]  是一個Mirror Image來的
[00:06:31.820 --> 00:06:32.740]  你不要聽到Mirror
[00:06:32.740 --> 00:06:34.340]  就想到其他東西
[00:06:34.340 --> 00:06:36.060]  真的在講一面鏡
[00:06:36.060 --> 00:06:38.620]  反照的巨色
[00:06:38.620 --> 00:06:39.500]  我幫你做了出來
[00:06:39.500 --> 00:06:42.180]  你見到前面列了這三點
[00:06:42.180 --> 00:06:44.180]  在先知所講的論當中
[00:06:44.180 --> 00:06:45.380]  有這三句說話
[00:06:45.380 --> 00:06:47.780]  「你們若信從耶和華」
[00:06:47.780 --> 00:06:48.700]  一邊
[00:06:48.700 --> 00:06:49.420]  另一邊就是
[00:06:49.420 --> 00:06:51.500]  「耶和華必與你們同在」
[00:06:51.500 --> 00:06:56.220]  「你們若尋找祂 尋求祂 就必尋見」
[00:06:56.220 --> 00:07:00.940]  「你們若離棄祂 祂必離棄你們」
[00:07:00.940 --> 00:07:02.420]  其實在原本的文字
[00:07:02.420 --> 00:07:05.340]  差不多是一個鏡像的結構
[00:07:05.340 --> 00:07:09.100]  Mirror Image的巨色
[00:07:09.100 --> 00:07:10.900]  「你們若信從耶和華」
