
[00:00:00.000 --> 00:00:02.000]  提卿姐妹早安
[00:00:02.000 --> 00:00:04.000]  與我們旁邊的提卿姐妹說一聲
[00:00:04.000 --> 00:00:06.000]  我們是天國的子民
[00:00:06.000 --> 00:00:20.000]  這是上星期跟大家分享的題目
[00:00:20.000 --> 00:00:23.000]  大家前幾天慶祝美國國慶的時候
[00:00:23.000 --> 00:00:26.000]  有沒有想到自己是天國子民的身份
[00:00:26.000 --> 00:00:30.000]  真好
[00:00:30.000 --> 00:00:34.000]  我們有一個更崇高的身份
[00:00:34.000 --> 00:00:39.000]  感謝主不但在地上賜給我們的恩典
[00:00:39.000 --> 00:00:42.000]  我們更加屬於屬靈國道的子民
[00:00:42.000 --> 00:00:46.000]  這是神給我們一個很寶貴的身份
[00:00:46.000 --> 00:00:50.000]  上一次提到我們天國子民
[00:00:50.000 --> 00:00:52.000]  是被召的一班人
[00:00:52.000 --> 00:00:55.000]  我們從世界當中被召出來
[00:00:55.000 --> 00:00:57.000]  我們被召出來
[00:00:57.000 --> 00:00:59.000]  一同走天路
[00:00:59.000 --> 00:01:01.000]  我們走天路
[00:01:01.000 --> 00:01:03.000]  因為我們在這個世界只不過是寄居的
[00:01:03.000 --> 00:01:04.000]  是客類的
[00:01:04.000 --> 00:01:06.000]  他召我們一齊走天路
[00:01:06.000 --> 00:01:07.000]  我們互相扶持
[00:01:07.000 --> 00:01:08.000]  互相勉勵
[00:01:08.000 --> 00:01:09.000]  互相督責
[00:01:09.000 --> 00:01:12.000]  互相建立
[00:01:12.000 --> 00:01:16.000]  叫我們一齊向著這條天路繼續奔跑
[00:01:16.000 --> 00:01:18.000]  但是主同樣的
[00:01:18.000 --> 00:01:20.000]  在我們走天路的過程裏
[00:01:20.000 --> 00:01:22.000]  我們有一個很重要的使命
[00:01:22.000 --> 00:01:25.000]  他召我們這些天國的子民
[00:01:25.000 --> 00:01:29.000]  來執行天國的使命
[00:01:29.000 --> 00:01:30.000]  來執行了使命
[00:01:30.000 --> 00:01:33.000]  所以我們在地上雖然是暫時寄居
[00:01:33.000 --> 00:01:37.000]  但是我們卻要完成神在地上給我們的使命
[00:01:37.000 --> 00:01:39.000]  所以今天我們更加看見
[00:01:39.000 --> 00:01:42.000]  不單止我們是天國的子民
[00:01:42.000 --> 00:01:45.000]  我們更加是天國的大使
[00:01:45.000 --> 00:01:47.000]  我們是天國的大使
[00:01:47.000 --> 00:01:53.000]  因為在哥倫多後書第五章十七到二十節
[00:01:53.000 --> 00:01:55.000]  這裏很清楚讓我們看見
[00:01:55.000 --> 00:01:59.000]  神在我們身上給我們一個很重要的角色
[00:01:59.000 --> 00:02:01.000]  就是我們不單止在本國是子民
[00:02:01.000 --> 00:02:03.000]  我們要出國
[00:02:03.000 --> 00:02:04.000]  我們在這個世界
[00:02:04.000 --> 00:02:08.000]  在這個屬世周圍的世界的角度裏
[00:02:08.000 --> 00:02:11.000]  我們是代表神作祂的大使
[00:02:11.000 --> 00:02:14.000]  在聖經裏面五章十七到二十節
[00:02:14.000 --> 00:02:16.000]  我們一齊要讀出這段經文
[00:02:16.000 --> 00:02:18.000]  請大家同聲讀出
[00:02:18.000 --> 00:02:19.000]  請讀
[00:02:47.000 --> 00:02:51.000]  不將他們的過犯歸到他們身上
[00:02:51.000 --> 00:02:56.000]  並且將這和好的道理託付了我們
[00:02:56.000 --> 00:03:00.000]  所以我們作基督的使者
[00:03:00.000 --> 00:03:05.000]  就好像上帝藉我們勸你們一般
[00:03:05.000 --> 00:03:11.000]  我們替基督求你們與上帝和好
[00:03:12.000 --> 00:03:16.000]  在第十七、第十八節我們再看
[00:03:16.000 --> 00:03:17.000]  這裏說
[00:03:17.000 --> 00:03:19.000]  每一個人在耶穌基督裏得救贖
[00:03:19.000 --> 00:03:22.000]  就是我們信主的每一位弟兄姊妹
[00:03:22.000 --> 00:03:24.000]  都是新造的人
[00:03:24.000 --> 00:03:26.000]  一切都是出於上帝
[00:03:26.000 --> 00:03:28.000]  因為祂藉著耶穌基督
[00:03:28.000 --> 00:03:31.000]  使我們能夠與神和好了
[00:03:31.000 --> 00:03:33.000]  一和好了
[00:03:33.000 --> 00:03:39.000]  祂就馬上將一個勸人與祂和好的職份賜給我們
[00:03:39.000 --> 00:03:42.000]  所以我們經歷了神的救恩
[00:03:42.000 --> 00:03:44.000]  在我們身上成為了天國的子民
[00:03:44.000 --> 00:03:45.000]  神的兒女
[00:03:45.000 --> 00:03:48.000]  我們馬上就領受一個職份
[00:03:48.000 --> 00:03:49.000]  第十九節
[00:03:49.000 --> 00:03:51.000]  這裏說
[00:03:51.000 --> 00:03:56.000]  我們是叫西人與神自己和好
[00:03:56.000 --> 00:04:00.000]  因為神沒有按著我們的過犯待我們
[00:04:00.000 --> 00:04:02.000]  所以我們領受了這個救恩
[00:04:02.000 --> 00:04:05.000]  我們馬上就得著這個職份
[00:04:05.000 --> 00:04:08.000]  來勸人與神和好
[00:04:08.000 --> 00:04:10.000]  所以第十九節說
[00:04:10.000 --> 00:04:13.000]  我們作基督的使者
[00:04:13.000 --> 00:04:15.000]  基督的使者
[00:04:15.000 --> 00:04:18.000]  有很多英文譯本
[00:04:18.000 --> 00:04:19.000]  無論是很舊的譯本
[00:04:19.000 --> 00:04:20.000]  或者是最新的譯本
[00:04:20.000 --> 00:04:22.000]  都可以譯這個字
[00:04:22.000 --> 00:04:23.000]  所以原文很清楚
[00:04:23.000 --> 00:04:24.000]  是這個字
[00:04:24.000 --> 00:04:25.000]  ambassador
[00:04:25.000 --> 00:04:26.000]  這個字
[00:04:26.000 --> 00:04:27.000]  ambassador
[00:04:27.000 --> 00:04:28.000]  使者
[00:04:28.000 --> 00:04:29.000]  所以我們有些弟兄姊妹
[00:04:29.000 --> 00:04:30.000]  有時收過一些雜誌
[00:04:30.000 --> 00:04:31.000]  有本叫使者
[00:04:31.000 --> 00:04:32.000]  你們有沒有拿
[00:04:32.000 --> 00:04:35.000]  有時黃師母會派給我們某些弟兄姊妹
[00:04:35.000 --> 00:04:38.000]  這個使者的機構
[00:04:38.000 --> 00:04:41.000]  就是ambassador for Christ
[00:04:41.000 --> 00:04:43.000]  就是基督的使者
[00:04:43.000 --> 00:04:44.000]  這個ambassador
[00:04:44.000 --> 00:04:45.000]  大家都明白了
[00:04:45.000 --> 00:04:48.000]  就是大使的意思
[00:04:48.000 --> 00:04:51.000]  我們每個國家都有些大使
[00:04:51.000 --> 00:04:52.000]  大使是做什麼的?
[00:04:52.000 --> 00:04:55.000]  請問大使是做什麼的?
[00:04:55.000 --> 00:04:57.000]  代表國家
[00:04:57.000 --> 00:04:59.000]  代表國家在哪裡代表?
[00:04:59.000 --> 00:05:01.000]  在第二個國家代表
[00:05:01.000 --> 00:05:02.000]  叫做大使
[00:05:02.000 --> 00:05:06.000]  無論是去到那裡暫時執行一些職務
[00:05:06.000 --> 00:05:11.000]  或者是長期駐守在外國的使館
[00:05:11.000 --> 00:05:14.000]  這些都是叫做本國的大使
[00:05:14.000 --> 00:05:16.000]  在第二個國家那裡
[00:05:16.000 --> 00:05:20.000]  來執行本國的一些職務和使命
[00:05:20.000 --> 00:05:23.000]  這個就是大使的意思
[00:05:23.000 --> 00:05:25.000]  所以每一位
[00:05:25.000 --> 00:05:26.000]  屬神的兒女
[00:05:26.000 --> 00:05:28.000]  我們一信了耶穌基督
