
[00:00:00.000 --> 00:00:03.920]  昨日星期六上午,我主持了一個安息禮拜
[00:00:03.920 --> 00:00:06.960]  因為安息禮拜是很平安
[00:00:06.960 --> 00:00:08.520]  所有親人
[00:00:08.520 --> 00:00:10.760]  弟兄姊妹都依不捨
[00:00:10.760 --> 00:00:14.160]  但是,是我主持裡面其中一個
[00:00:14.160 --> 00:00:16.720]  最平安的安息禮拜之一
[00:00:16.720 --> 00:00:20.020]  這位婆婆,我認識了她十多年
[00:00:20.020 --> 00:00:23.180]  婆婆患上了癌症
[00:00:23.180 --> 00:00:26.160]  一般人來說,癌症是非常辛苦的
[00:00:26.160 --> 00:00:28.880]  但是,婆婆的女兒
[00:00:29.160 --> 00:00:31.680]  很愛媽媽,很愛上帝
[00:00:31.680 --> 00:00:33.960]  一直這麼多年都為她祈禱
[00:00:33.960 --> 00:00:36.000]  婆婆這十多年
[00:00:36.000 --> 00:00:39.220]  人眼裡面好像應該是很辛苦
[00:00:39.220 --> 00:00:42.640]  但是她一粒止痛藥都不需要吃
[00:00:42.640 --> 00:00:44.760]  因為她根本就沒有痛過
[00:00:44.760 --> 00:00:49.580]  婆婆患上癌症的同時,她也患上腦退化症
[00:00:49.580 --> 00:00:53.000]  大家都明白這種病
[00:00:53.000 --> 00:00:55.140]  會可能不認識人
[00:00:55.140 --> 00:00:58.280]  甚至去到某些時間,好像無法自理
[00:00:58.860 --> 00:01:00.780]  她的女兒一直都是為她祈禱
[00:01:00.780 --> 00:01:04.820]  她比任何人更精靈
[00:01:04.820 --> 00:01:09.420]  我去探望她的時候,我簡直不覺得她生病
[00:01:09.420 --> 00:01:13.680]  燦爛的笑容,靈活的反應
[00:01:13.680 --> 00:01:20.460]  婆婆後來快要離開主為安息的時候
[00:01:20.460 --> 00:01:24.640]  她有時間跟她的親人一一道別
[00:01:24.640 --> 00:01:28.220]  在我心裡面,在我慰勉的時候
[00:01:28.860 --> 00:01:30.420]  我說兩個字
[00:01:30.420 --> 00:01:32.040]  圓滿
[00:01:32.040 --> 00:01:35.140]  然後她安詳,主為安息
[00:01:35.140 --> 00:01:38.460]  我覺得很感恩
[00:01:38.460 --> 00:01:40.940]  我們除了這筆寫之外
[00:01:40.940 --> 00:01:44.440]  昨天的早上是一個感恩的早上
[00:01:44.440 --> 00:01:48.800]  當我去慰勉港獨的時候
[00:01:48.800 --> 00:01:51.480]  我心裡面有一個很大的感動
[00:01:51.480 --> 00:01:55.600]  主要好像跟我們說,我們今天活著的人
[00:01:55.600 --> 00:01:57.640]  我們要珍惜這個時間
[00:01:57.640 --> 00:02:00.260]  並不是一個負面的珍惜這個時間
[00:02:00.260 --> 00:02:02.240]  耶穌說,你還活著的時候
[00:02:02.240 --> 00:02:04.940]  你不用等到主為安息才去我這裡
[00:02:04.940 --> 00:02:09.440]  今天神都很大聲地呼喚我們
[00:02:09.440 --> 00:02:12.440]  你再一次回來我的身邊
[00:02:12.440 --> 00:02:14.900]  這個世界會有很多東西纏累你的
[00:02:14.900 --> 00:02:18.640]  這個世界會有很多東西令你不屈服
[00:02:18.640 --> 00:02:20.520]  不是看著神的
[00:02:20.520 --> 00:02:24.700]  但今天神反而說,你還存活的時候
[00:02:24.700 --> 00:02:26.840]  你應該回到我的身邊
[00:02:26.840 --> 00:02:29.060]  你要經歷我的慈愛豐盛
[00:02:29.060 --> 00:02:31.920]  我有更多的東西你是沒見過的
[00:02:31.920 --> 00:02:34.080]  主要是讓我們的心去接近你
[00:02:34.080 --> 00:02:37.240]  讓我們去尋求見到你的面
[00:02:37.240 --> 00:02:39.580]  讓我們更加去信服你
[00:02:39.580 --> 00:02:42.640]  讓我們更加知道你的心意
[00:02:42.640 --> 00:02:46.440]  主要這個關係是何等的美好
[00:02:46.440 --> 00:02:48.960]  這個同在是何等的甘甜
[00:02:48.960 --> 00:02:52.940]  主要讓以下的時間,主要讓你繼續帶領我們
[00:02:52.940 --> 00:02:54.740]  你的靈充滿我們
[00:02:55.140 --> 00:02:57.540]  你的慈愛環繞我們
[00:02:57.540 --> 00:03:02.220]  我奉耶穌的名,吩咐一切不屬於耶穌的離開我們這裡
[00:03:02.220 --> 00:03:04.020]  離開我們的身心靈
[00:03:04.020 --> 00:03:05.780]  因為我們是屬於你的
[00:03:05.780 --> 00:03:07.940]  我們的群體是屬於你的
[00:03:07.940 --> 00:03:08.960]  主要多謝你
[00:03:08.960 --> 00:03:10.140]  聽我們禱告
[00:03:10.140 --> 00:03:11.840]  奉耶穌的名,得勝的名
[00:03:11.840 --> 00:03:13.840]  請詰位請坐
[00:03:13.840 --> 00:03:20.620]  在很久之前有個部族叫做特玉雲
[00:03:20.620 --> 00:03:25.240]  如果我寫漢字,大家也未必猜到這個名叫做特玉雲
[00:03:25.240 --> 00:03:27.760]  是一個外族的稱呼
[00:03:27.760 --> 00:03:30.540]  那個部族的首領叫做阿柴
[00:03:30.540 --> 00:03:32.540]  阿柴有二十個兒子
[00:03:32.540 --> 00:03:35.860]  但是這二十個兒子口和心不和
[00:03:35.860 --> 00:03:37.860]  經常明爭暗鬥
[00:03:37.860 --> 00:03:40.260]  阿柴看在眼裡
[00:03:40.260 --> 00:03:41.840]  於是這一天
[00:03:41.840 --> 00:03:44.660]  阿柴就叫齊這二十個兒子來
[00:03:44.660 --> 00:03:46.780]  每人將一支箭分給他們
[00:03:46.780 --> 00:03:50.700]  然後叫二十個兒子中力氣最大的兒子
[00:03:50.700 --> 00:03:52.200]  去咬斷他們的箭
[00:03:52.200 --> 00:03:54.900]  這個兒子是特玉雲第一勇士
[00:03:54.900 --> 00:03:57.200]  自然咬斷一支箭絕對沒問題
[00:03:57.200 --> 00:03:59.200]  輕而易舉
[00:03:59.200 --> 00:04:01.680]  接著阿柴示意其他十九個兒子
[00:04:01.680 --> 00:04:04.440]  每人將他們的箭傳給他
[00:04:04.440 --> 00:04:08.800]  請這個兒子將那十九支箭一起咬斷
[00:04:08.800 --> 00:04:10.380]  大家可以想像到
[00:04:10.380 --> 00:04:13.280]  他出盡九牛二虎之力也沒辦法截斷
[00:04:13.280 --> 00:04:16.680]  於是阿柴就語重心長
[00:04:16.680 --> 00:04:20.040]  這樣跟這班兒子說
[00:04:20.040 --> 00:04:22.080]  他說你知不知道
[00:04:22.080 --> 00:04:27.080]  只要我們團結一致才可以抗拒強敵
[00:04:27.080 --> 00:04:30.280]  二十個兒子立刻恍然大悟
[00:04:30.280 --> 00:04:33.580]  從此之後他們就和睦團結
[00:04:33.580 --> 00:04:35.040]  不再爭鬥
[00:04:35.040 --> 00:04:39.820]  這個中國的寓言故事所帶出來的訊息
[00:04:39.820 --> 00:04:43.760]  正是今天教會很需要的整體生命
[00:04:43.760 --> 00:04:46.480]  在公元五六八年
[00:04:46.980 --> 00:04:50.480]  猶大國被巴比倫國完全消滅
[00:04:50.480 --> 00:04:54.580]  大批猶太人被迫離開他們的家鄉
[00:04:54.580 --> 00:04:56.580]  在六十多年後
[00:04:56.580 --> 00:04:59.100]  政權已經交替了
[00:04:59.100 --> 00:05:03.900]  原本的巴比倫帝國已經被波斯帝國完全取代
[00:05:03.900 --> 00:05:05.480]  但是這個時間
[00:05:05.480 --> 00:05:08.480]  正是神所命定的時間
[00:05:08.480 --> 00:05:10.480]  神一靈激動
[00:05:10.480 --> 00:05:12.280]  波斯王鼓勵
[00:05:12.280 --> 00:05:18.280]  准許大約五萬猶太人回到耶路撒冷重建聖殿
[00:05:18.280 --> 00:05:20.380]  這就叫做第二聖殿
[00:05:20.380 --> 00:05:22.080]  重建聖殿用來做什麼呢?
[00:05:22.080 --> 00:05:24.180]  恢復對神的敬拜
[00:05:24.180 --> 00:05:27.180]  當時回歸的猶太人是怎樣的呢?
[00:05:27.180 --> 00:05:31.180]  讓我們一起看《以色列記》三章一節
[00:05:31.180 --> 00:05:33.380]  稍後我們一起讀
[00:05:33.380 --> 00:05:34.180]  一二三
[00:05:34.180 --> 00:05:38.180]  「到了七月,二十二人住在郭城
[00:05:38.180 --> 00:05:43.480]  那時他們如同一人聚集在耶路撒冷」
[00:05:43.480 --> 00:05:45.980]  如同一人是什麼呢?
[00:05:45.980 --> 00:05:48.380]  如同一人就是同心合意
[00:05:48.380 --> 00:05:49.880]  雖然很多人
[00:05:49.880 --> 00:05:52.480]  但是他們同有一條心
[00:05:52.480 --> 00:05:53.980]  同有一個目的
[00:05:53.980 --> 00:05:55.180]  同一個使命
[00:05:55.180 --> 00:05:56.580]  同一個意象
[00:05:56.580 --> 00:05:57.680]  同一個方向
[00:05:57.680 --> 00:05:58.980]  所以即使很多人
[00:05:58.980 --> 00:06:00.780]  都好像一個人一樣
[00:06:00.780 --> 00:06:02.280]  這群人同心合意
[00:06:02.280 --> 00:06:03.780]  究竟做什麼呢?
[00:06:03.780 --> 00:06:07.280]  讓我們繼續看《以色列記》三章二節四節
[00:06:07.780 --> 00:06:09.180]  稍後我們一起讀
[00:06:09.180 --> 00:06:09.980]  一二三
[00:06:09.980 --> 00:06:16.380]  「約撒達的兒子耶穌也和他的弟兄宗濟斯
[00:06:16.380 --> 00:06:20.980]  並撒拉鐵的兒子所羅巴伯與他的弟兄
[00:06:20.980 --> 00:06:24.380]  都起來建築以色列神的壇
[00:06:24.380 --> 00:06:28.380]  要照神人摩西律法書上所寫的
[00:06:28.380 --> 00:06:30.880]  在壇上獻梵祭
[00:06:30.880 --> 00:06:34.180]  他們在原有的根基上築壇
[00:06:34.180 --> 00:06:36.580]  因懼怕鄰國的民
