
[00:00:00.000 --> 00:00:03.900]  好,今天講的講題是無限自由
[00:00:03.900 --> 00:00:07.100]  如果你擁有無限自由,你開不開心?
[00:00:07.100 --> 00:00:08.900]  開心吧?
[00:00:08.900 --> 00:00:10.900]  自由是不是無限的?
[00:00:10.900 --> 00:00:11.900]  有沒有想過?
[00:00:11.900 --> 00:00:15.100]  是,無限就是自由,自由就是無限
[00:00:15.100 --> 00:00:17.700]  我的講題裡面
[00:00:17.700 --> 00:00:19.500]  是有兩個標點符號的
[00:00:19.500 --> 00:00:21.900]  無限後面
[00:00:21.900 --> 00:00:23.900]  是有問號的
[00:00:23.900 --> 00:00:25.700]  很想大家想一下
[00:00:25.700 --> 00:00:27.500]  其實自由是不是真的無限的?
[00:00:27.500 --> 00:00:29.700]  無限仔,這麼好?
[00:00:29.700 --> 00:00:33.900]  另外,什麼叫真正的自由呢?
[00:00:33.900 --> 00:00:37.500]  也想大家有一點思想一下
[00:00:37.500 --> 00:00:39.000]  在你心目中
[00:00:39.000 --> 00:00:41.200]  什麼是自由?
[00:00:41.200 --> 00:00:43.600]  自由是不是真的無限的呢?
[00:00:43.600 --> 00:00:50.200]  在一個自稱為自由的百科全書
[00:00:50.200 --> 00:00:52.400]  維基,大家都很熟悉了
[00:00:52.400 --> 00:00:53.600]  那自由在哪裡呢?
[00:00:53.600 --> 00:00:57.900]  自由在你可以參與這本百科全書
[00:00:57.900 --> 00:00:59.100]  雖然你不是學者
[00:00:59.100 --> 00:01:01.900]  但你可以將一些資料打進去
[00:01:01.900 --> 00:01:05.300]  接納後你就可以成為其中一些
[00:01:05.300 --> 00:01:08.500]  內容的作者
[00:01:08.500 --> 00:01:11.000]  我出錄了一點
[00:01:11.000 --> 00:01:11.900]  它是這樣說的
[00:01:11.900 --> 00:01:14.300]  自由是一個概念
[00:01:14.300 --> 00:01:18.400]  就是一個人可以自己支配自己
[00:01:18.400 --> 00:01:20.300]  藉著自己的自由意志
[00:01:20.300 --> 00:01:22.300]  他可以有行動
[00:01:22.300 --> 00:01:28.100]  不過他需要為自己的行為負責任
[00:01:28.100 --> 00:01:31.400]  自由在民主的範疇裡面
[00:01:31.400 --> 00:01:33.500]  是一種很特別的精神
[00:01:33.500 --> 00:01:35.900]  其實不知道那件事
[00:01:35.900 --> 00:01:39.400]  不肯定那件事是對還是錯
[00:01:39.400 --> 00:01:42.700]  不過最重要的就是有選擇的自由
[00:01:42.700 --> 00:01:45.100]  這個像不像我們今天說的自由呢?
[00:01:45.100 --> 00:01:47.900]  今天很多人覺得自己有選擇的
[00:01:47.900 --> 00:01:50.700]  自己可以去選擇很多東西
[00:01:50.700 --> 00:01:53.300]  更加可以選擇有發言權
[00:01:53.300 --> 00:01:56.300]  表達了我自己的意思就OK了
[00:01:56.300 --> 00:02:02.200]  我們要看一些內容
[00:02:02.200 --> 00:02:03.700]  看看什麼叫自由
[00:02:03.700 --> 00:02:07.200]  剛才說了自由就是你可以選擇的自由
[00:02:07.200 --> 00:02:11.700]  不過原來始終有些東西是可以選擇
[00:02:11.700 --> 00:02:13.400]  和不可以選擇的
[00:02:13.400 --> 00:02:14.700]  給你一點時間去想想
[00:02:14.700 --> 00:02:16.800]  有些東西更加特別的
[00:02:16.800 --> 00:02:18.800]  就是一開始你可以選擇
[00:02:18.800 --> 00:02:20.300]  選著選著
[00:02:20.300 --> 00:02:22.200]  好像沒什麼可以選擇的
[00:02:22.200 --> 00:02:25.700]  有沒有試過有些選擇讓你這樣
[00:02:25.700 --> 00:02:29.000]  有時候我們好像沒什麼可以選擇
[00:02:29.000 --> 00:02:30.700]  接著久了
[00:02:30.700 --> 00:02:31.900]  不是啊
[00:02:31.900 --> 00:02:33.800]  又變成很有選擇性的
[00:02:33.800 --> 00:02:35.800]  很多東西可以讓你選擇的
[00:02:35.800 --> 00:02:37.400]  究竟我說了什麼呢?
[00:02:37.400 --> 00:02:39.300]  第一樣
[00:02:39.300 --> 00:02:41.900]  就是可以選擇
[00:02:41.900 --> 00:02:45.000]  你可以選擇今天走不走進這個禮堂
[00:02:45.000 --> 00:02:46.100]  崇拜的
[00:02:46.100 --> 00:02:47.300]  可以的
[00:02:47.300 --> 00:02:50.900]  但是你不可以選擇你是天生是男是女
[00:02:50.900 --> 00:02:53.400]  你不可以選擇你自己的爸爸媽媽
[00:02:53.400 --> 00:02:56.900]  你不可以選擇你是哪個國家出生
[00:02:56.900 --> 00:02:58.500]  因為不是你選擇的
[00:02:58.500 --> 00:03:00.200]  原來有很多很多東西
[00:03:00.200 --> 00:03:01.500]  可能數不勝數
[00:03:01.500 --> 00:03:05.000]  是可以選擇和不可以選擇的
[00:03:05.000 --> 00:03:08.500]  有可以選擇和不可以選擇的東西
[00:03:08.500 --> 00:03:09.900]  本來可以選擇的
[00:03:09.900 --> 00:03:12.500]  我不知道你們有沒有試過說謊
[00:03:12.500 --> 00:03:15.300]  有沒有沒說過謊的舉手
[00:03:15.300 --> 00:03:16.600]  大家都很誠實
[00:03:16.600 --> 00:03:17.300]  沒有
[00:03:17.300 --> 00:03:18.300]  知道了
[00:03:18.300 --> 00:03:21.400]  我相信絕大部分的人
[00:03:21.400 --> 00:03:23.700]  都曾經說過謊話
[00:03:23.700 --> 00:03:25.700]  而且說謊話
[00:03:25.700 --> 00:03:27.600]  通常我們越說越厲害
[00:03:27.600 --> 00:03:29.500]  越來越聰明
[00:03:29.500 --> 00:03:31.300]  越說就越精靈
[00:03:31.300 --> 00:03:34.600]  再加上我們可以一個謊話蓋一個謊話
[00:03:34.600 --> 00:03:38.600]  讓前面所說的話不會有破綻
[00:03:38.600 --> 00:03:40.200]  不過我想問
[00:03:40.200 --> 00:03:43.300]  這樣算不算一個本來可以選擇
[00:03:43.300 --> 00:03:46.700]  搞一搞沒得選擇的一個進程呢?
[00:03:46.700 --> 00:03:48.200]  其實挺相似的
[00:03:48.200 --> 00:03:51.700]  因為我們一開始可能想著說個謊話沒所謂
[00:03:51.700 --> 00:03:53.900]  不過你就要用第二個謊話
[00:03:53.900 --> 00:03:54.900]  蓋一個謊話
[00:03:54.900 --> 00:03:56.100]  所以沒得選擇
[00:03:56.100 --> 00:03:58.000]  就繼續說謊話
[00:03:58.000 --> 00:04:00.300]  說著說著越來越嚴重的時候
[00:04:00.300 --> 00:04:02.500]  你可能整個人身
[00:04:02.500 --> 00:04:06.000]  一開口已經很多謊話
[00:04:06.000 --> 00:04:09.500]  有些朋友知道的
[00:04:09.500 --> 00:04:12.100]  他說話不是很真的
[00:04:12.100 --> 00:04:14.300]  你感受得到的
[00:04:14.300 --> 00:04:18.700]  原來這樣會讓人慢慢形成
[00:04:18.700 --> 00:04:20.500]  從有得選擇
[00:04:20.500 --> 00:04:23.300]  變成沒得選擇
[00:04:23.300 --> 00:04:25.600]  另外我有一個故事告訴你
[00:04:25.600 --> 00:04:26.400]  很有趣
[00:04:26.400 --> 00:04:27.900]  或者很悽慘
[00:04:27.900 --> 00:04:29.400]  我有一次去旅行
[00:04:29.400 --> 00:04:31.300]  那時候我養魚
[00:04:31.300 --> 00:04:32.700]  我養魚
[00:04:32.700 --> 00:04:34.200]  我有一個魚缸
[00:04:34.200 --> 00:04:35.600]  我去一個星期
[00:04:35.600 --> 00:04:37.100]  那些魚就死定了
[00:04:37.100 --> 00:04:38.700]  餓死的
[00:04:38.700 --> 00:04:41.300]  我就買了一個自動餵魚機
[00:04:41.300 --> 00:04:43.500]  每一天就這樣轉
[00:04:43.500 --> 00:04:46.200]  它一天就會有兩個空位
[00:04:46.200 --> 00:04:48.600]  放一些糧食進去
[00:04:48.600 --> 00:04:50.300]  看到圖片
[00:04:50.300 --> 00:04:52.300]  糧食太吸引了
[00:04:52.300 --> 00:04:54.500]  它跳了出來
[00:04:54.500 --> 00:04:56.500]  接著我回來發現
[00:04:56.500 --> 00:05:00.000]  我一回來當然是看看那些魚
[00:05:00.000 --> 00:05:02.000]  怎麼少了一條
[00:05:02.000 --> 00:05:04.500]  接著地上有魚
[00:05:04.500 --> 00:05:06.900]  乾了的魚在下面
[00:05:06.900 --> 00:05:12.800]  本來它是在一個很有限制的魚缸裡面
[00:05:12.800 --> 00:05:14.000]  生活的
[00:05:14.000 --> 00:05:16.000]  它跳出去之後
[00:05:16.000 --> 00:05:19.600]  結果這個選擇
[00:05:19.600 --> 00:05:23.700]  它很想拿魚的糧食
[00:05:23.700 --> 00:05:25.600]  結果是沒得選擇
[00:05:25.600 --> 00:05:27.200]  它死了
