
[00:00:00.000 --> 00:00:02.960]  我今天正道的訊息是
[00:00:02.960 --> 00:00:04.960]  安息日的啟示
[00:00:04.960 --> 00:00:06.560]  有三點
[00:00:06.560 --> 00:00:09.840]  就是顯明人屬靈的盲點
[00:00:09.840 --> 00:00:12.480]  也都顯明神他真正的心意
[00:00:12.480 --> 00:00:15.520]  顯明了耶穌基督是神的兒子
[00:00:15.520 --> 00:00:21.680]  中國有很多很好的
[00:00:21.680 --> 00:00:25.120]  很優秀的傳統
[00:00:25.120 --> 00:00:28.000]  但是有一些不是那麼好的
[00:00:28.000 --> 00:00:31.040]  是需要被更新的
[00:00:31.040 --> 00:00:35.040]  過去我們中國有一個叫做
[00:00:35.040 --> 00:00:37.840]  前腳 扎腳
[00:00:37.840 --> 00:00:41.440]  扎腳是興起在五代的時候
[00:00:41.440 --> 00:00:44.560]  盛行在宋朝、明朝和清朝
[00:00:44.560 --> 00:00:50.720]  所以延續到近一千年
[00:00:50.720 --> 00:00:52.320]  為什麼叫做扎腳
[00:00:52.320 --> 00:00:54.400]  當時有一個很好的名字叫做
[00:00:54.400 --> 00:00:56.560]  三寸金蓮
[00:00:56.560 --> 00:01:00.720]  是視為一種女子的美德
[00:01:00.720 --> 00:01:03.520]  它是將這件事納入女子的美德
[00:01:03.520 --> 00:01:05.840]  所以很多人就認為
[00:01:05.840 --> 00:01:06.880]  如果你不扎腳
[00:01:06.880 --> 00:01:09.360]  你就不是好的女子
[00:01:09.360 --> 00:01:14.720]  甚至你會嫁不出
[00:01:14.720 --> 00:01:16.880]  所以久而久之
[00:01:16.880 --> 00:01:20.160]  這種就成為一個文化和傳統
[00:01:20.160 --> 00:01:23.920]  而且變成了一種不可以改變的標準
[00:01:23.920 --> 00:01:27.040]  我不知道在座的父母有沒有扎過腳
[00:01:27.040 --> 00:01:30.720]  如果你是地主家庭、富商家庭
[00:01:30.720 --> 00:01:34.320]  你們祖父祖母那一輩
[00:01:34.320 --> 00:01:37.040]  可能真的會扎腳
[00:01:37.040 --> 00:01:42.240]  後來有不少來到中國
[00:01:42.240 --> 00:01:45.840]  或者來到華人地區的宣教士去宣教
[00:01:45.840 --> 00:01:48.880]  他們根據聖經的教導就指出
[00:01:48.880 --> 00:01:51.440]  人是按照神的形象去做的
[00:01:51.440 --> 00:01:55.040]  他的身體不應該受到傷害
[00:01:55.040 --> 00:01:58.000]  所以他們就成立了天竺會
[00:01:58.000 --> 00:02:01.760]  而且在中國一帶創辦了學校
[00:02:01.760 --> 00:02:04.640]  鼓勵那些信徒的家庭
[00:02:04.640 --> 00:02:07.600]  不要被他們的女兒扎腳
[00:02:07.600 --> 00:02:11.200]  你捆得太死
[00:02:11.200 --> 00:02:13.680]  他們在一個化育時期的時候
[00:02:13.680 --> 00:02:17.920]  就被捆綁住了
[00:02:17.920 --> 00:02:19.360]  這樣是對他們不健康的
[00:02:19.360 --> 00:02:24.400]  所以他們就積極推動反對扎腳的運動
[00:02:24.400 --> 00:02:26.800]  後來越來越多的基督徒
[00:02:26.800 --> 00:02:31.200]  和社會的改革人士和政府就參與在當中
[00:02:31.200 --> 00:02:37.440]  所以就延續了一千年的
[00:02:37.440 --> 00:02:45.040]  可以說是留疾不好的風俗廢除了
[00:02:45.040 --> 00:02:48.480]  這件事給我們看到什麼呢
[00:02:48.480 --> 00:02:51.200]  有時傳統本身不是一個問題
[00:02:51.200 --> 00:02:52.960]  傳統有好有不好
[00:02:52.960 --> 00:02:54.240]  但真正的問題就是
[00:02:54.240 --> 00:02:57.440]  你把傳統當成一個絕對的標準
[00:02:57.440 --> 00:03:01.120]  當然扎腳這種傳統真的不好
[00:03:01.120 --> 00:03:02.720]  對人健康不好
[00:03:02.720 --> 00:03:07.040]  當你把傳統當成絕對的時候
[00:03:07.040 --> 00:03:09.360]  而且是高過真理的時候
[00:03:09.360 --> 00:03:12.000]  那就很出問題了
[00:03:12.000 --> 00:03:15.920]  凡是違背聖經真理的神心意的
[00:03:15.920 --> 00:03:19.440]  他應該是受到神話語的一個更新
[00:03:19.440 --> 00:03:22.720]  不是凌駕在真理之上
[00:03:22.720 --> 00:03:24.640]  如果你看那幅圖你就知道了
[00:03:24.640 --> 00:03:29.040]  如果一個正常人的腳是這麼長的
[00:03:29.040 --> 00:03:34.240]  但是他以後還是要穿這麼小一雙鞋子的時候
[00:03:34.240 --> 00:03:35.920]  對人的影響是很大的
[00:03:35.920 --> 00:03:37.360]  所以一些的留疾
[00:03:37.360 --> 00:03:39.520]  一些的傳統不好的傳統
[00:03:39.520 --> 00:03:41.440]  應該是被更新的
[00:03:41.440 --> 00:03:43.040]  所以有神學家就說
[00:03:43.040 --> 00:03:48.400]  傳統是那些已逝去的人
[00:03:48.400 --> 00:03:49.920]  活的一個信仰
[00:03:49.920 --> 00:03:52.400]  他們當時
[00:03:52.400 --> 00:03:54.560]  他們把這些美好的傳統
[00:03:54.560 --> 00:03:56.320]  那些精華留給後面
[00:03:56.320 --> 00:03:58.720]  但是傳統主義就真的不好
[00:03:58.720 --> 00:04:05.760]  就是他把活人的
[00:04:05.760 --> 00:04:09.040]  就是一個活人死的信仰
[00:04:09.040 --> 00:04:10.160]  人是生的
[00:04:10.160 --> 00:04:11.920]  但是那個信仰已經死了
[00:04:11.920 --> 00:04:12.640]  什麼意思
[00:04:12.640 --> 00:04:16.000]  真正的傳統是歷代的信徒
[00:04:16.000 --> 00:04:18.320]  忠於聖經的傳承
[00:04:18.320 --> 00:04:22.240]  傳統主義是把人的做法
[00:04:22.240 --> 00:04:24.560]  就是人的想法
[00:04:24.560 --> 00:04:26.320]  絕對化了
[00:04:26.320 --> 00:04:27.520]  人是有限的
[00:04:27.520 --> 00:04:30.880]  他怎麼可能是絕對的呢
[00:04:30.880 --> 00:04:32.320]  不可能的
[00:04:32.320 --> 00:04:36.160]  甚至是把人的話高過神的話
[00:04:36.160 --> 00:04:37.520]  那就很大問題了
[00:04:37.520 --> 00:04:38.800]  那猶太人呢
[00:04:38.800 --> 00:04:41.680]  他們在安息日的問題上
[00:04:41.680 --> 00:04:47.440]  都犯了同樣一個錯誤
[00:04:47.440 --> 00:04:48.800]  上次說到哪裡呢
[00:04:48.800 --> 00:04:52.400]  上次說到病了38年的人
[00:04:52.400 --> 00:04:54.800]  得到了醫治
[00:04:54.800 --> 00:04:57.840]  本應該是一件很高興的事
[00:04:57.840 --> 00:04:59.920]  而且是震撼人心的
[00:04:59.920 --> 00:05:06.080]  38年的人都可以被耶穌治好
[00:05:06.080 --> 00:05:07.280]  按人的想法
[00:05:07.280 --> 00:05:12.080]  如果是38年的人病得醫好
[00:05:12.080 --> 00:05:16.000]  可以說他們在文化當中
[00:05:16.000 --> 00:05:19.440]  應該是很難見到的
[00:05:19.440 --> 00:05:23.840]  在舊約當中你也是很少見到的
[00:05:23.840 --> 00:05:25.840]  按理來說
[00:05:25.840 --> 00:05:29.280]  這樣一個能夠醫好人的一個人
[00:05:29.280 --> 00:05:31.440]  他應該受到尊敬
[00:05:31.440 --> 00:05:36.080]  甚至是受到一個敬佩的對他
[00:05:36.080 --> 00:05:38.640]  但事實是不是這樣呢
[00:05:38.640 --> 00:05:41.440]  事實恰恰是相反的
[00:05:41.440 --> 00:05:45.840]  當耶穌說起來拿起你的玉子走
[00:05:45.840 --> 00:05:49.040]  這個病人就好了
[00:05:49.040 --> 00:05:52.240]  但是在猶太人看來
[00:05:52.240 --> 00:05:55.520]  他們看這件事不是一件好的事
[00:05:55.520 --> 00:06:00.880]  所以他們就質問這個拿起玉子走的人
[00:06:00.880 --> 00:06:03.280]  今天是安息日
[00:06:03.280 --> 00:06:06.880]  你為什麼要拿起玉子走呢
[00:06:06.880 --> 00:06:07.920]  人家都好了
[00:06:07.920 --> 00:06:09.040]  這麼大的一件事
[00:06:09.040 --> 00:06:12.800]  他應該是把這件喜事
[00:06:12.800 --> 00:06:13.840]  看到是一件喜事
[00:06:13.840 --> 00:06:14.800]  一個人被醫治
[00:06:14.800 --> 00:06:17.440]  但他說今天是安息日
[00:06:17.440 --> 00:06:20.640]  你為什麼要拿起玉子走
[00:06:20.640 --> 00:06:27.120]  那個從前病了38年癱瘓的人
[00:06:27.120 --> 00:06:28.880]  他不是工作
[00:06:28.880 --> 00:06:32.480]  他只是把自己的玉子拿走
[00:06:32.480 --> 00:06:35.360]  他其實不是違反了律法
[00:06:35.360 --> 00:06:39.600]  而是違反了宗教領袖
[00:06:39.600 --> 00:06:44.240]  這些領袖後來所制定的一些規條
[00:06:44.240 --> 00:06:48.560]  他不是明文地反對神他原有的律法
[00:06:48.560 --> 00:06:55.520]  他是違反了這些領袖後來所制定的規條
[00:06:55.520 --> 00:06:57.600]  神設立安息日
[00:06:57.600 --> 00:07:00.880]  是要人去停止勞碌
[00:07:00.880 --> 00:07:02.560]  讓人去親近神
[00:07:02.560 --> 00:07:05.280]  享受神所賜的那種平安
[00:07:05.280 --> 00:07:09.200]  但是後來這些猶太的拉比和文字
[00:07:09.200 --> 00:07:10.800]  就加了很多的規條
[00:07:10.800 --> 00:07:15.600]  將工作定義變得很機械
[00:07:15.600 --> 00:07:18.560]  就是不可以做什麼
[00:07:18.560 --> 00:07:20.640]  例如規定了安息日
[00:07:20.640 --> 00:07:23.200]  你不可以走超過多少個路
[00:07:23.200 --> 00:07:24.320]  你超過了
[00:07:24.320 --> 00:07:26.160]  你就是犯安息日
[00:07:26.160 --> 00:07:30.000]  你也不可以拿重過多少的東西
[00:07:30.000 --> 00:07:30.960]  如果你超過了
[00:07:30.960 --> 00:07:32.720]  你也是犯安息日
[00:07:32.720 --> 00:07:37.040]  這個病人拿著玉子走
[00:07:37.040 --> 00:07:39.040]  他就當成你做工了
[00:07:39.040 --> 00:07:42.000]  因為你在做搬運的工作
[00:07:42.000 --> 00:07:46.400]  這個病人只有一個玉子
[00:07:46.400 --> 00:07:49.280]  連家裡都沒有
[00:07:49.280 --> 00:07:50.880]  你拿著玉子的時候
[00:07:50.880 --> 00:07:54.080]  你就等於是安息日在搬家
[00:07:54.080 --> 00:07:56.000]  你在搬家
[00:07:56.000 --> 00:07:58.400]  所以你是違反安息日的
[00:07:58.400 --> 00:08:00.960]  所以機械的那種規條
[00:08:00.960 --> 00:08:05.440]  死的那種信仰是很可怕的
[00:08:05.440 --> 00:08:06.880]  直到今天
[00:08:06.880 --> 00:08:11.520]  如果一些嚴格遵守傳統的猶太人
[00:08:11.520 --> 00:08:14.080]  他們不會開車安息日
[00:08:14.080 --> 00:08:17.360]  也甚至是不會看電視
[00:08:17.360 --> 00:08:20.160]  他們按電梯的時候
[00:08:20.160 --> 00:08:23.520]  他們是先設定好的
[00:08:23.520 --> 00:08:27.040]  預設好了
[00:08:27.040 --> 00:08:29.280]  他就不用在那天去按了
[00:08:29.280 --> 00:08:31.280]  但是如果他一按
[00:08:31.280 --> 00:08:33.680]  他就違反安息日了
[00:08:33.680 --> 00:08:37.200]  那為什麼他們看世界盃呢
[00:08:37.200 --> 00:08:39.200]  如果是很嚴格
[00:08:39.200 --> 00:08:41.600]  遵守傳統正統的猶太人
[00:08:41.600 --> 00:08:43.040]  他們寧願不看
[00:08:43.040 --> 00:08:44.160]  你不要預我
[00:08:44.160 --> 00:08:45.440]  世界盃很精彩
[00:08:45.440 --> 00:08:48.560]  但是在安息日的時候
[00:08:48.560 --> 00:08:49.680]  我不會去看
[00:08:49.680 --> 00:08:54.480]  因為我要嚴格去守我的安息日
[00:08:54.480 --> 00:08:56.880]  為什麼他們這樣去堅持
[00:08:56.880 --> 00:08:58.880]  為什麼
