
[00:00:00.000 --> 00:00:02.240]  保羅寫了十三封書信
[00:00:02.240 --> 00:00:04.440]  在新約的一半
[00:00:04.440 --> 00:00:09.280]  我想用一個題目來總結保羅的這批書信
[00:00:09.280 --> 00:00:10.880]  我的題目叫做
[00:00:10.880 --> 00:00:13.400]  《良木來鴻引導天路》
[00:00:13.400 --> 00:00:16.440]  保羅寫這些書信的原因
[00:00:16.440 --> 00:00:20.160]  不是要解決教會一些基本上的問題
[00:00:20.160 --> 00:00:22.320]  也不是單單去問好
[00:00:22.320 --> 00:00:23.680]  去say hi
[00:00:23.680 --> 00:00:26.560]  他有一個很重要的使命
[00:00:26.560 --> 00:00:28.600]  就是他要引導這些人
[00:00:28.600 --> 00:00:30.480]  不是望向這個世界
[00:00:30.480 --> 00:00:33.920]  他的祈禱或是他的想法
[00:00:33.920 --> 00:00:37.680]  不是想這些人平安好好地過這一生
[00:00:37.680 --> 00:00:39.560]  而是想他們
[00:00:39.560 --> 00:00:42.480]  將他們的眼光完全走向天上
[00:00:42.480 --> 00:00:43.760]  於是我說
[00:00:43.760 --> 00:00:49.000]  《良木來鴻引導天路》
[00:00:49.000 --> 00:00:54.720]  一個將我們的思想指向天國的信
[00:00:54.720 --> 00:00:57.760]  一定是一個以十字架為中心的信
[00:00:57.760 --> 00:00:59.400]  我想你明白這個邏輯
[00:00:59.400 --> 00:01:02.440]  保羅所有的信是指向天國的
[00:01:02.440 --> 00:01:04.280]  而所有指向天國的信
[00:01:04.280 --> 00:01:07.640]  一定都是以十字架為中心的
[00:01:07.640 --> 00:01:10.080]  今天我們會看多不多前後書
[00:01:10.080 --> 00:01:12.000]  你會發覺他的思想
[00:01:12.000 --> 00:01:15.680]  是真的非常專注在
[00:01:15.680 --> 00:01:17.840]  耶穌基督的十字架上
[00:01:17.840 --> 00:01:19.160]  OK
[00:01:19.160 --> 00:01:20.960]  我們上個星期
[00:01:20.960 --> 00:01:22.560]  上次在這裡的時候
[00:01:22.560 --> 00:01:24.720]  我們看了另外兩封信
[00:01:24.720 --> 00:01:28.480]  這兩封信其實和今天看的信是很不一樣
[00:01:28.480 --> 00:01:30.000]  但是有很一樣的地方
[00:01:30.000 --> 00:01:32.440]  就是所有東西都是專注在十字架
[00:01:32.440 --> 00:01:34.760]  貼撒萊迦前後書
[00:01:34.760 --> 00:01:37.480]  我給他的主題是
[00:01:37.480 --> 00:01:38.960]  永不放棄
[00:01:38.960 --> 00:01:41.280]  迦太書我給他的主題是
[00:01:41.280 --> 00:01:43.400]  誓不低頭
[00:01:43.400 --> 00:01:45.080]  貼撒萊迦前後書
[00:01:45.080 --> 00:01:48.280]  如果你記得是說他們面對逼白
[00:01:48.280 --> 00:01:50.680]  保羅是鼓勵他們永遠
[00:01:50.680 --> 00:01:52.520]  不可以放棄他們的信仰
[00:01:52.520 --> 00:01:55.960]  無論他們要付上多麼沉重的代價
[00:01:55.960 --> 00:01:59.600]  在迦太書的情況是他們被
[00:01:59.600 --> 00:02:01.120]  一個假福音所試探
[00:02:01.120 --> 00:02:05.560]  叫他們離開以耶穌基督為中心的信仰
[00:02:05.560 --> 00:02:05.960]  OK
[00:02:05.960 --> 00:02:07.920]  我選這兩本書作為起頭
[00:02:07.920 --> 00:02:09.520]  是因為這兩本書
[00:02:09.520 --> 00:02:13.240]  我們所知道是保羅最早所寫的書信
[00:02:13.240 --> 00:02:15.240]  所以我們自己在看《新約聖經》
[00:02:15.240 --> 00:02:16.640]  就是羅馬書第一本的
[00:02:16.640 --> 00:02:20.080]  但是其實羅馬書不是保羅第一本書
[00:02:20.080 --> 00:02:23.960]  我們相信最早期的作品是迦太書
[00:02:23.960 --> 00:02:26.040]  是第一次的宣教旅程
[00:02:26.040 --> 00:02:29.440]  他所建立教會為他們所寫的
[00:02:29.440 --> 00:02:30.120]  接著呢
[00:02:30.120 --> 00:02:32.840]  貼撒萊迦教會就是第二次
[00:02:32.840 --> 00:02:35.960]  他的宣教旅程所建立的第二間教會
[00:02:35.960 --> 00:02:37.600]  今天我們要看的
[00:02:37.600 --> 00:02:41.160]  是第三間他建立的教會
[00:02:41.160 --> 00:02:43.760]  是哥倫多教會
[00:02:43.760 --> 00:02:45.080]  如果你熟悉聖經
[00:02:45.080 --> 00:02:47.400]  你都知道哥倫多前書後書
[00:02:47.400 --> 00:02:49.040]  我們有多少本?
[00:02:49.040 --> 00:02:50.240]  兩本
[00:02:50.240 --> 00:02:51.840]  但是嚴格來說
[00:02:51.840 --> 00:02:55.240]  這兩本就不是一二來的
[00:02:55.240 --> 00:02:57.640]  在我們去看哥倫多前後書的時候
[00:02:57.640 --> 00:03:02.360]  我們發現原來保羅之前有寫過其他的書信給哥倫多教會
[00:03:02.360 --> 00:03:04.680]  所以這兩本書其實是二四來的
[00:03:04.680 --> 00:03:06.800]  他起碼寫了四本書
[00:03:06.800 --> 00:03:08.600]  四封信
[00:03:08.600 --> 00:03:10.640]  有兩封信我們是沒有的
[00:03:10.640 --> 00:03:11.800]  我們沒有第一封
[00:03:11.800 --> 00:03:13.000]  沒有第三封
[00:03:13.000 --> 00:03:15.280]  所以我們有的是第二封和第四封
[00:03:15.280 --> 00:03:16.520]  那我們叫前後
[00:03:16.520 --> 00:03:19.480]  但是其實還有其他的人是沒有的
