
[00:00:00.000 --> 00:00:02.000]  今日我要同大家分享
[00:00:02.000 --> 00:00:08.000]  建立一個僕人的文化
[00:00:08.000 --> 00:00:12.000]  聖經說
[00:00:12.000 --> 00:00:16.000]  福音要傳遍世界
[00:00:16.000 --> 00:00:21.000]  然後主才再回來
[00:00:22.000 --> 00:00:30.000]  我相信在末後的日子 全球會有一個大的修葛
[00:00:30.000 --> 00:00:36.000]  單是靠精英是不行的
[00:00:36.000 --> 00:00:40.000]  因為他們只不過佔絕少數
[00:00:40.000 --> 00:00:45.000]  大部份都是普通人
[00:00:48.000 --> 00:00:56.000]  在末後的日子 神要興起普通人完成大使命
[00:00:56.000 --> 00:01:03.000]  神是非常看重普通人的
[00:01:03.000 --> 00:01:11.000]  教會應該是一個興起普通人的運動
[00:01:13.000 --> 00:01:20.000]  興起普通人最大的難處就是精英制
[00:01:20.000 --> 00:01:24.000]  在社會也好 教會也好
[00:01:24.000 --> 00:01:31.000]  我們都選擇成功的 厲害的 拔尖的人去領導
[00:01:31.000 --> 00:01:39.000]  今日相當多教會都在實行精英制
[00:01:39.000 --> 00:01:42.000]  我們不反對精英
[00:01:44.000 --> 00:01:47.000]  但我們反對精英制
[00:01:47.000 --> 00:01:55.000]  我們需要精英正如我們需要普通人一樣
[00:01:55.000 --> 00:02:04.000]  雖然我們有一個高的標準
[00:02:04.000 --> 00:02:10.000]  但絕不要成為一個精英制的教會
[00:02:11.000 --> 00:02:16.000]  普通人都可以在這裏大發揮
[00:02:16.000 --> 00:02:23.000]  如何防止精英制呢
[00:02:23.000 --> 00:02:28.000]  就是要建立一個僕人的心態
[00:02:28.000 --> 00:02:37.000]  培養僕人的心態是可以打破精英主義的
[00:02:38.000 --> 00:02:43.000]  其實不論是普通人還是精英
[00:02:43.000 --> 00:02:48.000]  都需要學做僕人
[00:02:48.000 --> 00:02:57.000]  做僕人這種美德已經在這個時代失落了
[00:02:57.000 --> 00:03:01.000]  如果不懂得做僕人
[00:03:02.000 --> 00:03:08.000]  一旦他當權他就會漸漸墮落
[00:03:08.000 --> 00:03:15.000]  我見很多人成功了就變
[00:03:15.000 --> 00:03:18.000]  好像變身一樣
[00:03:18.000 --> 00:03:22.000]  未成功的時候很謙卑
[00:03:22.000 --> 00:03:27.000]  但成功之後個人會變
[00:03:28.000 --> 00:03:32.000]  會越來越驕傲自負
[00:03:32.000 --> 00:03:41.000]  其中一個原因是人捧他捧得太高
[00:03:41.000 --> 00:03:46.000]  被捧的感覺很奇妙
[00:03:46.000 --> 00:03:49.000]  會使人上癮
[00:03:49.000 --> 00:03:54.000]  權力會使人改變
[00:03:55.000 --> 00:03:59.000]  英國歷史學家羅特·艾特恩·芬爵
[00:03:59.000 --> 00:04:01.000]  他這樣說
[00:04:01.000 --> 00:04:04.000]  Power Corrupts
[00:04:04.000 --> 00:04:10.000]  And Absolute Power Corrupts Absolutely
[00:04:10.000 --> 00:04:16.000]  意思是權力使人腐敗
[00:04:16.000 --> 00:04:24.000]  絕對的權力使人絕對的腐敗
[00:04:26.000 --> 00:04:33.000]  怎樣有權力而不會腐敗呢?
[00:04:33.000 --> 00:04:40.000]  答案是建立僕人的文化
[00:04:40.000 --> 00:04:43.000]  我們回到聖經
[00:04:43.000 --> 00:04:47.000]  看看耶穌是怎樣看權力的
[00:04:47.000 --> 00:04:53.000]  我們看馬太福音20章25到28節
[00:04:54.000 --> 00:04:55.000]  我們一起讀
[00:04:55.000 --> 00:04:58.000]  預備起
[00:04:58.000 --> 00:05:01.000]  耶穌叫了他們來說
[00:05:01.000 --> 00:05:07.000]  你們知道我幫人有君王為主治理他們
[00:05:07.000 --> 00:05:10.000]  有大臣管束他們
[00:05:10.000 --> 00:05:15.000]  只是在你們中間不可借讓
[00:05:15.000 --> 00:05:18.000]  你們中間誰願為大
[00:05:18.000 --> 00:05:22.000]  就必作你們的用人
[00:05:23.000 --> 00:05:24.000]  誰願為首
[00:05:24.000 --> 00:05:27.000]  就必作你們的僕人
[00:05:27.000 --> 00:05:29.000]  正如人子來
[00:05:29.000 --> 00:05:32.000]  不是要受人的服侍
[00:05:32.000 --> 00:05:35.000]  乃是要服侍人
[00:05:35.000 --> 00:05:40.000]  並且要捨命作多人的屬家
[00:05:40.000 --> 00:05:43.000]  我們一起低頭祈禱
[00:05:43.000 --> 00:05:46.000]  親愛主這是你的話語
[00:05:46.000 --> 00:05:51.000]  讓你的話語今朝光照我們的生命
[00:05:52.000 --> 00:05:56.000]  在你的話語的光照底下
[00:05:56.000 --> 00:05:59.000]  我們認識自己的本相
[00:05:59.000 --> 00:06:03.000]  也在你的話語的鼓勵底下
[00:06:03.000 --> 00:06:07.000]  我們甘心樂意
[00:06:07.000 --> 00:06:09.000]  做一個僕人
[00:06:09.000 --> 00:06:13.000]  去影響這個失喪的世界
[00:06:13.000 --> 00:06:17.000]  主人我們在此請你對我們說話
[00:06:17.000 --> 00:06:19.000]  奉耶穌基督的名求
[00:06:20.000 --> 00:06:22.000]  祈禱給我們
[00:06:22.000 --> 00:06:26.000]  耶穌說有權力
[00:06:26.000 --> 00:06:31.000]  而不腐敗的秘訣是什麼呢?
[00:06:31.000 --> 00:06:37.000]  就是要有僕人心態
[00:06:37.000 --> 00:06:42.000]  耶穌說
[00:06:42.000 --> 00:06:45.000]  誰願為首
[00:06:46.000 --> 00:06:51.000]  就必作你們的僕人
[00:06:51.000 --> 00:06:55.000]  所以越高的領袖
[00:06:55.000 --> 00:07:00.000]  就越需要成為僕人
[00:07:00.000 --> 00:07:05.000]  聖經說這種價值觀
[00:07:05.000 --> 00:07:10.000]  是和世界那套完全不同的
[00:07:10.000 --> 00:07:13.000]  是逆文化的
[00:07:13.000 --> 00:07:15.000]  是逆潮流的
[00:07:16.000 --> 00:07:17.000]  所以今天說的話
[00:07:17.000 --> 00:07:22.000]  可能相當多人感覺不中聽
[00:07:22.000 --> 00:07:26.000]  不過港台的宣講
[00:07:26.000 --> 00:07:32.000]  不是一些令人時時聽到都很舒服的道
[00:07:32.000 --> 00:07:35.000]  而是要宣講真理
[00:07:35.000 --> 00:07:39.000]  因為真理必使我們得到自由
[00:07:39.000 --> 00:07:43.000]  要打破精英制
[00:07:44.000 --> 00:07:49.000]  必需要建立僕人的文化
[00:07:49.000 --> 00:07:53.000]  當大家都有一個僕人的心智
[00:07:53.000 --> 00:07:56.000]  散發出來的影響力
[00:07:56.000 --> 00:07:59.000]  會成為一個氛圍
[00:07:59.000 --> 00:08:01.000]  那些人進來的時候
[00:08:01.000 --> 00:08:03.000]  在這個氛圍裏
[00:08:03.000 --> 00:08:07.000]  他自己不知不覺都會做僕人
[00:08:07.000 --> 00:08:09.000]  不用別人教他
[00:08:09.000 --> 00:08:12.000]  這就是文化的力量
[00:08:13.000 --> 00:08:19.000]  所以我們需要在教會建立這種僕人的文化
[00:08:19.000 --> 00:08:22.000]  要建立這種文化
[00:08:22.000 --> 00:08:27.000]  需要有四種僕人的心態
[00:08:27.000 --> 00:08:31.000]  第一
[00:08:31.000 --> 00:08:37.000]  僕人體服侍是應份的
[00:08:38.000 --> 00:08:44.000]  我們看路加福音十七章七到十節
[00:08:44.000 --> 00:08:46.000]  預備起
[00:09:08.000 --> 00:09:29.000]  想像你在田裏面做完一日嘢
[00:09:29.000 --> 00:09:31.000]  很辛苦
[00:09:31.000 --> 00:09:34.000]  回到家裏
[00:09:37.000 --> 00:09:41.000]  你會說我已經辛苦了一日
[00:09:41.000 --> 00:09:44.000]  現在誰來服侍我
[00:09:44.000 --> 00:09:47.000]  誰為我預備晚餐
[00:09:47.000 --> 00:09:49.000]  不會的
[00:09:49.000 --> 00:09:53.000]  僕人是不會這樣的
[00:09:53.000 --> 00:09:56.000]  現在當然我們不會在田裏面工作
[00:09:56.000 --> 00:09:58.000]  我們在社會上班
[00:09:58.000 --> 00:10:02.000]  大家都知道香港上班的壓力都很大
[00:10:03.000 --> 00:10:07.000]  回到家裏就想別人服侍他
[00:10:07.000 --> 00:10:14.000]  但是僕人體服侍是應份的
[00:10:14.000 --> 00:10:19.000]  僕人不會覺得我服侍得多
[00:10:19.000 --> 00:10:21.000]  有好成績
[00:10:21.000 --> 00:10:23.000]  很威水
[00:10:23.000 --> 00:10:29.000]  僕人原文是奴隸
[00:10:30.000 --> 00:10:34.000]  在羅馬的世界裏
[00:10:34.000 --> 00:10:38.000]  做奴隸是沒有主權的
[00:10:38.000 --> 00:10:43.000]  他完全是屬於奴隸主
[00:10:43.000 --> 00:10:48.000]  奴隸是沒有個人權利的
[00:10:48.000 --> 00:10:54.000]  他不覺得自己有權利要求別人服侍他
[00:10:54.000 --> 00:10:58.000]  耶穌就是這樣
[00:10:59.000 --> 00:11:01.000]  正如人子來
[00:11:01.000 --> 00:11:04.000]  不是要受人的服侍
[00:11:04.000 --> 00:11:06.000]  乃是要服侍人
[00:11:06.000 --> 00:11:08.000]  服侍到怎樣
[00:11:08.000 --> 00:11:14.000]  要捨命作多人的屬
[00:11:14.000 --> 00:11:21.000]  耶穌不單止不要求別人服侍
[00:11:21.000 --> 00:11:24.000]  而且服侍到捨命
[00:11:24.000 --> 00:11:27.000]  連條命都可以不要
[00:11:29.000 --> 00:11:33.000]  耶穌是我們服侍的好榜樣
[00:11:33.000 --> 00:11:37.000]  僕人不要求
[00:11:37.000 --> 00:11:43.000]  甚至不期望別人服侍他
[00:11:43.000 --> 00:11:46.000]  如果別人服侍他
[00:11:46.000 --> 00:11:48.000]  他會充滿感恩
[00:11:48.000 --> 00:11:54.000]  因為別人服侍他不是應份的
[00:11:54.000 --> 00:11:58.000]  不是奉旨的
[00:11:59.000 --> 00:12:01.000]  所以心是感激的
[00:12:01.000 --> 00:12:06.000]  所以我們的信仰
[00:12:06.000 --> 00:12:09.000]  經常說我們要有感恩的心
[00:12:09.000 --> 00:12:13.000]  你感到別人的恩
[00:12:13.000 --> 00:12:16.000]  你會更加接近上帝
[00:12:16.000 --> 00:12:18.000]  更加觸摸到愛
[00:12:18.000 --> 00:12:21.000]  真正的僕人心態是這樣的
[00:12:21.000 --> 00:12:24.000]  即使他付出極大的努力
[00:12:24.000 --> 00:12:27.000]  他的服侍有多成功
[00:12:28.000 --> 00:12:32.000]  不過別人沒有注意他
[00:12:32.000 --> 00:12:35.000]  沒有讚賞他
[00:12:35.000 --> 00:12:38.000]  沒有肯定他
[00:12:38.000 --> 00:12:43.000]  他也不會情緒低落
[00:12:43.000 --> 00:12:48.000]  我見到今天很多服侍主的人
[00:12:48.000 --> 00:12:50.000]  得不到別人的讚賞
[00:12:50.000 --> 00:12:53.000]  而他又付出了努力之後
[00:12:53.000 --> 00:12:56.000]  他為人是很低落的
[00:12:57.000 --> 00:13:02.000]  僕人不會覺得缺少這些讚賞
[00:13:02.000 --> 00:13:06.000]  肯定是別人不尊重他
[00:13:06.000 --> 00:13:11.000]  甚至即使別人對他的看法
[00:13:11.000 --> 00:13:15.000]  提出相反的意見或反對他
[00:13:15.000 --> 00:13:19.000]  他也不會覺得被冒犯
[00:13:19.000 --> 00:13:22.000]  我告訴你今天
[00:13:22.000 --> 00:13:25.000]  相當多有頭有臉的領袖
[00:13:26.000 --> 00:13:28.000]  他們的自尊心非常強
[00:13:28.000 --> 00:13:33.000]  對別人的冒犯是很難容忍的
[00:13:33.000 --> 00:13:37.000]  如果你冒犯了他
[00:13:37.000 --> 00:13:41.000]  而你又在他的影響力範圍之內
[00:13:41.000 --> 00:13:44.000]  他一定想辦法整你
[00:13:44.000 --> 00:13:47.000]  你會沒有好日子過
[00:13:47.000 --> 00:13:52.000]  真正的僕人不會這樣
[00:13:53.000 --> 00:13:58.000]  他們不會這麼容易感到被冒犯
[00:13:58.000 --> 00:14:04.000]  如果在服侍當中容易被冒犯
[00:14:04.000 --> 00:14:10.000]  即是你還未懂得真正做一個僕人
[00:14:10.000 --> 00:14:15.000]  僕人是冒犯得起的
[00:14:15.000 --> 00:14:20.000]  因為他看服侍別人是英分的
[00:14:21.000 --> 00:14:26.000]  向服侍的人交代也是英分的
[00:14:26.000 --> 00:14:29.000]  他不會覺得被冒犯
[00:14:29.000 --> 00:14:35.000]  弟兄姊妹,你冒犯得起嗎?
[00:14:35.000 --> 00:14:40.000]  僕人是冒犯得起的
[00:14:40.000 --> 00:14:45.000]  請你跟旁邊的人說,我冒犯得起的
[00:14:52.000 --> 00:14:54.000]  你冒犯得起
[00:14:54.000 --> 00:14:58.000]  不等於你隨便冒犯別人
[00:14:58.000 --> 00:15:01.000]  這就是僕人了
[00:15:01.000 --> 00:15:08.000]  第二個僕人的心態
[00:15:08.000 --> 00:15:13.000]  就是甘心放下自己的權利
[00:15:15.000 --> 00:15:22.000]  僕人會甘心放下自己的權利,耶穌是我們的榜樣
[00:15:22.000 --> 00:15:28.000]  我們看菲律賓書二章六到八節
[00:15:28.000 --> 00:15:31.000]  預備,起!
[00:15:45.000 --> 00:15:58.000]  六章六到八節
[00:15:58.000 --> 00:16:05.000]  僕人會甘心放下自己應得的權利
[00:16:05.000 --> 00:16:13.000]  教會不單只是一個堂會,更加是一個屬靈運動
[00:16:14.000 --> 00:16:19.000]  運動運得成,是因為大家肯比
[00:16:19.000 --> 00:16:25.000]  如果不肯比,就看不到這個運動
[00:16:25.000 --> 00:16:28.000]  僕人是肯比的
[00:16:28.000 --> 00:16:34.000]  今天,穆倫的運動運得成
[00:16:34.000 --> 00:16:39.000]  是因為我們肯放下自己的權利
[00:16:39.000 --> 00:16:42.000]  肯吃虧
[00:16:43.000 --> 00:16:49.000]  穆倫教會在香港有一樣東西很出名,你知不知道?
[00:16:49.000 --> 00:16:54.000]  我們出了名,人工低
[00:16:54.000 --> 00:17:01.000]  薪酬一般比其他教會低兩三倍
[00:17:01.000 --> 00:17:05.000]  過去長期還只出六成糧
[00:17:05.000 --> 00:17:10.000]  有時還需要減薪,吃不吃虧?
[00:17:11.000 --> 00:17:18.000]  這個運動不是Ben和我撐得起來的
[00:17:18.000 --> 00:17:23.000]  是我們一班同工宣教士肯吃虧
[00:17:23.000 --> 00:17:28.000]  盡量將資源放在這個運動裡
[00:17:28.000 --> 00:17:32.000]  今天的宣教運動才能運得起來
[00:17:33.000 --> 00:17:41.000]  是因為大家都肯吃虧,自願選擇、簡樸
[00:17:41.000 --> 00:17:49.000]  在香港和海外,很多教會很欣賞穆倫
[00:17:49.000 --> 00:17:57.000]  但極少教會是用穆倫的薪酬制度
[00:17:58.000 --> 00:18:04.000]  例如大水塘,秘書和主任牧師是同一個薪酬
[00:18:04.000 --> 00:18:12.000]  因為我們相信不同職位,但都是相同的犧牲
[00:18:12.000 --> 00:18:19.000]  一般教會都認為工人得工價是應當的
[00:18:19.000 --> 00:18:22.000]  何謂應當呢?
[00:18:23.000 --> 00:18:28.000]  要盡量接近社會的水平
[00:18:28.000 --> 00:18:39.000]  聖經說要敬重教導你們的人
[00:18:39.000 --> 00:18:42.000]  要加倍的敬重
[00:18:43.000 --> 00:18:54.000]  敬重包括物質,人工合理反映了對傳道積分的尊重
[00:18:54.000 --> 00:19:02.000]  我記得很多年前,我在忠臣踏入第三年的時候
[00:19:02.000 --> 00:19:08.000]  已經有一間教會邀請我畢業之後去做他們的堂主任
[00:19:08.000 --> 00:19:11.000]  我都答應了
[00:19:12.000 --> 00:19:19.000]  我的副院長張子華牧師代替我
