
[00:00:00.000 --> 00:00:01.760]  好,我們一起禱告
[00:00:01.760 --> 00:00:03.800]  親愛的主人,我們歸到你面前
[00:00:03.800 --> 00:00:12.320]  主啊,你曾經說過
[00:00:12.320 --> 00:00:14.720]  你們不在這座山上敬拜我
[00:00:14.720 --> 00:00:17.040]  也不在耶路撒冷敬拜我
[00:00:17.040 --> 00:00:18.040]  因為敬拜我的人
[00:00:18.040 --> 00:00:20.520]  需要用心靈和誠實去敬拜我
[00:00:20.520 --> 00:00:24.160]  神啊,求你得著你所需要的東西
[00:00:24.160 --> 00:00:26.280]  今天幫助我們
[00:00:26.280 --> 00:00:28.760]  用心靈,用誠實
[00:00:28.760 --> 00:00:30.760]  去到你面前敬拜你
[00:00:30.760 --> 00:00:32.880]  閱讀我們的敬拜和禱告
[00:00:32.880 --> 00:00:34.840]  奉耶穌基督的命求
[00:00:34.840 --> 00:00:35.880]  對嗎?
[00:00:35.880 --> 00:00:38.040]  大家清楚嗎?
[00:00:38.040 --> 00:00:41.960]  聖經很清楚地告訴我們
[00:00:41.960 --> 00:00:44.320]  神是可以改變人的
[00:00:44.320 --> 00:00:46.000]  但是呢,其實呢
[00:00:46.000 --> 00:00:47.280]  我們很可能會覺得
[00:00:47.280 --> 00:00:48.920]  啊,神當然會改變人
[00:00:48.920 --> 00:00:51.120]  改變我旁邊的人
[00:00:51.120 --> 00:00:52.920]  或者在我看中信的月刊
[00:00:52.920 --> 00:00:54.440]  或者很多見證的時候
[00:00:54.440 --> 00:00:56.360]  神會改變他們
[00:00:56.360 --> 00:00:58.560]  神也有改變我的
[00:00:58.560 --> 00:00:59.400]  信主得救的時候
[00:00:59.400 --> 00:01:01.720]  改變過我一點點
[00:01:01.720 --> 00:01:03.440]  其實,我們是否真的相信
[00:01:03.440 --> 00:01:06.080]  神會繼續改變我們呢?
[00:01:06.080 --> 00:01:07.680]  尤其是當我們
[00:01:07.680 --> 00:01:09.240]  夜證人難了一個人的時候
[00:01:09.240 --> 00:01:10.840]  我們覺得其實
[00:01:10.840 --> 00:01:12.880]  我們不是一個好的人
[00:01:12.880 --> 00:01:14.560]  我們都是一個壞人
[00:01:14.560 --> 00:01:16.360]  我們都是一個
[00:01:16.360 --> 00:01:18.640]  很自私自利
[00:01:18.640 --> 00:01:20.000]  又在當中
[00:01:20.000 --> 00:01:22.480]  我們偏行己路的人
[00:01:22.480 --> 00:01:24.600]  是一個需要被改變的人
[00:01:24.600 --> 00:01:27.520]  究竟神能不能改變我們呢?
[00:01:27.520 --> 00:01:29.120]  亞國的故事就告訴我們
[00:01:29.120 --> 00:01:30.920]  神不單止改變人
[00:01:30.920 --> 00:01:32.280]  而且可以改變一個
[00:01:32.280 --> 00:01:35.120]  不可能又大又壞的人
[00:01:35.120 --> 00:01:38.720]  當那個人願意回應他的時候
[00:01:38.720 --> 00:01:41.280]  Pastor Lillian 我知道
[00:01:41.280 --> 00:01:43.800]  最近講過亞國的故事
[00:01:43.800 --> 00:01:45.760]  所以我不會太詳細介紹
[00:01:45.760 --> 00:01:47.440]  亞國的背景
[00:01:47.440 --> 00:01:48.600]  當我們講到
[00:01:48.600 --> 00:01:50.960]  《創世紀》第28章的時候
[00:01:50.960 --> 00:01:51.880]  我們就發覺
[00:01:51.880 --> 00:01:54.000]  其實亞國他很匆忙地
[00:01:54.000 --> 00:01:55.480]  逃離他家裡
[00:01:55.480 --> 00:01:56.080]  為什麼呢?
[00:01:56.080 --> 00:01:58.040]  因為他很怕他哥哥
[00:01:58.040 --> 00:01:59.960]  以掃會傷害他
[00:01:59.960 --> 00:02:00.480]  為什麼呢?
[00:02:00.480 --> 00:02:03.600]  因為他剛剛用詭詐的手段
[00:02:03.600 --> 00:02:07.360]  偷取了他父親才要給他哥哥
[00:02:07.360 --> 00:02:09.320]  以掃的祝福
[00:02:09.320 --> 00:02:11.520]  他背叛了他哥哥
[00:02:11.520 --> 00:02:13.120]  他欺騙了他爸爸
[00:02:13.120 --> 00:02:14.640]  現在他要逃離
[00:02:14.640 --> 00:02:17.280]  神所祝福他們的地方
[00:02:17.280 --> 00:02:18.480]  當我們讀到這裡的時候
[00:02:18.480 --> 00:02:20.080]  我們就不禁去想
[00:02:20.080 --> 00:02:22.280]  哇!這個人很不濟
[00:02:22.280 --> 00:02:23.480]  一個無情無義
[00:02:23.480 --> 00:02:24.640]  損人利己
[00:02:24.640 --> 00:02:26.560]  又不擇手段的人
[00:02:26.560 --> 00:02:28.280]  如果有這樣的人在我身邊的時候
[00:02:28.280 --> 00:02:29.560]  我應該怎麼做呢?
[00:02:29.560 --> 00:02:30.920]  最直接的做法就是
[00:02:30.920 --> 00:02:32.840]  最好保持距離
[00:02:32.840 --> 00:02:35.160]  免得我們受到傷害
[00:02:35.160 --> 00:02:36.440]  接著我們想可能
[00:02:36.440 --> 00:02:37.680]  如果我是神的時候
[00:02:37.680 --> 00:02:39.840]  我是會對付這個人的
[00:02:39.840 --> 00:02:41.000]  但是其實
[00:02:41.000 --> 00:02:42.320]  神真實的做法
[00:02:42.320 --> 00:02:44.320]  跟我們想像中有所不同
[00:02:44.320 --> 00:02:47.280]  他找了一個我們想到想不到的方法
[00:02:47.280 --> 00:02:49.840]  去改變和對付亞國
[00:02:49.840 --> 00:02:53.640]  使他最終可以成為一個為神所用的人
[00:02:53.640 --> 00:02:55.440]  其實亞國的改變
[00:02:55.440 --> 00:02:57.720]  在《聖經》裡面是一個很長篇的故事
[00:02:57.720 --> 00:03:00.320]  我之前在這段時間的時候
[00:03:00.320 --> 00:03:02.040]  跟你開始說的
[00:03:02.040 --> 00:03:05.080]  就是亞國改變的開始
[00:03:05.080 --> 00:03:07.760]  究竟神怎樣開始改變這個人呢?
[00:03:07.760 --> 00:03:10.240]  我們今天看的是一個很出名的故事
[00:03:10.240 --> 00:03:11.480]  叫做 Jacob's Ladder
[00:03:11.480 --> 00:03:13.520]  我相信很多人都聽過這個故事
[00:03:13.520 --> 00:03:14.800]  就是有個天梯
[00:03:14.800 --> 00:03:16.800]  亞國看到天梯特別
[00:03:16.800 --> 00:03:18.440]  有些不熟悉的人可能會說
[00:03:18.440 --> 00:03:20.440]  他爬上去吧
[00:03:20.440 --> 00:03:21.840]  其實不是的
[00:03:21.840 --> 00:03:27.360]  我們看看天梯究竟真正的意思是什麼
[00:03:27.360 --> 00:03:29.280]  我今天想說的以下幾點
[00:03:29.280 --> 00:03:30.000]  第一
[00:03:30.000 --> 00:03:32.920]  神是會主動地給人有一個新的身份
[00:03:32.920 --> 00:03:33.920]  第二
[00:03:33.920 --> 00:03:37.080]  神為人的改變其實是一直的工作
[00:03:37.080 --> 00:03:38.840]  有時只是不知道而已
[00:03:38.840 --> 00:03:39.720]  第三
[00:03:39.720 --> 00:03:42.880]  人是需要認真的回應神的
[00:03:42.880 --> 00:03:44.760]  我們首先看看第一點
[00:03:44.760 --> 00:03:48.680]  神是主動地給人有新的身份
[00:03:48.680 --> 00:03:51.760]  第十節說到亞國離開了別時巴
[00:03:51.760 --> 00:03:54.080]  接著就向哈蘭走
[00:03:54.080 --> 00:03:56.920]  哈蘭其實是離開別時巴七百里
[00:03:56.920 --> 00:03:58.280]  在途中
[00:03:58.280 --> 00:04:00.160]  夜靜人難
[00:04:00.160 --> 00:04:01.240]  周圍沒有人
[00:04:01.240 --> 00:04:04.160]  在一個叫路斯的地方休息
[00:04:04.160 --> 00:04:08.320]  路斯其實是一個一點都不出名的地方
[00:04:08.320 --> 00:04:09.880]  荒山野嶺
[00:04:09.880 --> 00:04:13.000]  其實是很山卡拉的地方
[00:04:13.000 --> 00:04:16.320]  在無可奈何之下在那裡露宿
[00:04:16.320 --> 00:04:18.280]  如果有可以的都在城市
[00:04:18.280 --> 00:04:19.320]  但是他不是
[00:04:19.320 --> 00:04:23.240]  他隨便找一個石頭在地上睡覺
[00:04:23.240 --> 00:04:25.560]  聖經就說他做了一個夢
[00:04:25.560 --> 00:04:28.040]  我們看看夢裡說了些什麼
[00:04:28.040 --> 00:04:31.840]  第十二節說到他夢到一個梯子立在地上
[00:04:31.840 --> 00:04:34.320]  梯子的頭頂著天
[00:04:34.320 --> 00:04:37.800]  有神的使者在梯子上去下來
[00:04:37.800 --> 00:04:41.640]  而無話就站在梯子上
[00:04:41.640 --> 00:04:44.560]  聖經裡說這是一個梯子
[00:04:44.560 --> 00:04:46.760]  但其實這不是一個正確的譯法
[00:04:46.760 --> 00:04:50.480]  因為無論是希臘文或者希伯來原文的譯法
[00:04:50.480 --> 00:04:53.200]  梯子英文譯為ladder
