
[00:00:00.000 --> 00:00:01.740]  今天很高興
[00:00:01.740 --> 00:00:05.380]  因為很少聖誕日會坐得這麼滿
[00:00:05.380 --> 00:00:10.040]  以往的聖誕節很少在大堂裏坐滿人
[00:00:10.040 --> 00:00:14.420]  大家聽到我的聲音好像不太舒服
[00:00:14.420 --> 00:00:16.640]  大家聽到我的聲音好像不太舒服
[00:00:16.640 --> 00:00:20.600]  自從上星期參加了我打邊爐群組之後
[00:00:20.600 --> 00:00:24.980]  自從上星期我參加了一個火鍋群組
[00:00:24.980 --> 00:00:27.800]  都有一班人感冒
[00:00:27.800 --> 00:00:29.560]  有一些低收姐妹也有感冒
[00:00:29.560 --> 00:00:32.880]  感激神今天可以跟大家分享她的話
[00:00:32.880 --> 00:00:36.200]  感激主今天可以跟大家分享主的話
[00:00:36.200 --> 00:00:39.440]  我答應了你今天的題目是不一樣的聖誕
[00:00:39.440 --> 00:00:41.920]  今天的題目是不一樣的聖誕
[00:00:41.920 --> 00:00:46.000]  當然我們今天有不一樣的崇拜
[00:00:46.000 --> 00:00:47.800]  今天我們有不一樣的崇拜
[00:00:47.800 --> 00:00:51.920]  剛才有一個綠仔家庭帶大家去唱詩
[00:00:51.920 --> 00:00:55.840]  有一個小綠的家庭帶大家一同唱詩
[00:00:55.840 --> 00:01:00.200]  感激神彈琴、結他那兩位姐妹
[00:01:00.200 --> 00:01:02.000]  都是我從小看到她長大的
[00:01:02.000 --> 00:01:05.360]  剛才彈琴跟結他的兩個姐妹
[00:01:05.360 --> 00:01:07.960]  都是我從小看著她長大
[00:01:07.960 --> 00:01:10.480]  我比她高兩倍
[00:01:10.480 --> 00:01:12.640]  我是比她高兩倍
[00:01:12.640 --> 00:01:14.680]  在我們家會長大
[00:01:14.680 --> 00:01:15.720]  在我們家會長大
[00:01:15.720 --> 00:01:18.120]  見到一家人在聖誕有一齊的侍奉
[00:01:18.120 --> 00:01:20.480]  是非常之感恩
[00:01:20.480 --> 00:01:24.320]  一個家庭在聖誕雷同的侍奉是非常之感恩
[00:01:24.320 --> 00:01:26.320]  當然有我和牧師的組合
[00:01:26.320 --> 00:01:28.720]  還有楊承道的組合
[00:01:28.720 --> 00:01:31.920]  有沒有試過傳道廣道牧師翻譯
[00:01:31.920 --> 00:01:34.360]  有沒有試過傳道廣道牧師翻譯
[00:01:34.360 --> 00:01:37.040]  這個是夢幻組合
[00:01:37.040 --> 00:01:39.320]  這個是夢幻組合
[00:01:39.320 --> 00:01:44.040]  實在今年是一個不一樣的聖誕
[00:01:44.040 --> 00:01:46.160]  實在今年是一個不一樣的聖誕
[00:01:46.160 --> 00:01:48.200]  大家不知道有沒有留意英國的新聞
[00:01:48.200 --> 00:01:49.480]  大家有沒有看英國的新聞
[00:01:49.480 --> 00:01:51.400]  大家要多留意英國的新聞
[00:01:51.400 --> 00:01:53.880]  我們要多一點留意英國的新聞
[00:01:53.880 --> 00:01:56.520]  因為你現在在英國居住
[00:01:56.520 --> 00:02:00.200]  不要經常只顧看香港的新聞
[00:02:00.200 --> 00:02:03.600]  政府之前叫我們不要做什麼
[00:02:03.600 --> 00:02:06.680]  政府之前告訴我們不要做什麼
[00:02:06.680 --> 00:02:08.160]  他說郵局罷工
[00:02:08.160 --> 00:02:09.160]  不要寄那麼多信
[00:02:09.160 --> 00:02:10.440]  不要寄那麼多禮物
[00:02:10.440 --> 00:02:11.680]  郵局罷工
[00:02:11.680 --> 00:02:14.680]  所以不要寄那麼多信和禮物
[00:02:14.680 --> 00:02:15.760]  火車罷工
[00:02:15.760 --> 00:02:17.360]  大家不要出外那麼多
[00:02:17.360 --> 00:02:18.040]  火車罷工
[00:02:18.040 --> 00:02:19.280]  也不要出外太多
[00:02:19.280 --> 00:02:21.960]  入境處也罷工
[00:02:21.960 --> 00:02:23.960]  大家不要坐飛機去旅行
[00:02:23.960 --> 00:02:25.000]  入境處也罷工
[00:02:25.000 --> 00:02:26.880]  所以也不要坐太多飛機去旅行
[00:02:26.880 --> 00:02:28.520]  聖誕派對不要喝那麼多酒
[00:02:28.520 --> 00:02:29.160]  不要喝醉
[00:02:29.160 --> 00:02:33.240]  因為連醫生護士救護員都罷工
[00:02:33.240 --> 00:02:34.560]  聖誕也不要喝太多
[00:02:34.560 --> 00:02:37.240]  因為醫生護士統統都罷工
[00:02:37.240 --> 00:02:40.040]  真的是一個不一樣的聖誕
[00:02:40.040 --> 00:02:41.360]  叫我們什麼都不要做
[00:02:41.360 --> 00:02:42.440]  坐在家裡就算了
[00:02:42.440 --> 00:02:43.600]  我們什麼都不要做
[00:02:43.600 --> 00:02:44.800]  坐在家裡就好
[00:02:44.800 --> 00:02:46.440]  打個火鍋也會感冒的
[00:02:46.440 --> 00:02:47.880]  火鍋也不行
[00:02:47.880 --> 00:02:48.840]  因為會感冒的
[00:02:48.840 --> 00:02:51.240]  但是防不勝防
[00:02:51.240 --> 00:02:53.720]  實在今年是一個不一樣的一年
[00:02:53.720 --> 00:02:55.160]  實在今年是不一樣的一年
[00:02:55.160 --> 00:02:57.920]  大家知道通脹是兩個位數字
[00:02:57.920 --> 00:03:00.200]  是四十年來沒有試過
[00:03:00.200 --> 00:03:01.680]  通脹是兩位數字
[00:03:01.680 --> 00:03:04.280]  是四十年以來沒有試過的
[00:03:04.280 --> 00:03:06.520]  而燃油燃料的費用
[00:03:06.520 --> 00:03:09.040]  一年是兩三倍的升了
[00:03:09.040 --> 00:03:11.960]  燃料的費用也升了兩三倍
[00:03:11.960 --> 00:03:13.120]  這個也是很令人害怕的
[00:03:13.120 --> 00:03:15.400]  這是很令人害怕的
[00:03:15.400 --> 00:03:19.360]  也有烏克蘭在打仗
[00:03:19.360 --> 00:03:21.240]  烏克蘭也在戰爭當中
[00:03:21.240 --> 00:03:22.120]  打了一年了
[00:03:22.120 --> 00:03:26.360]  還沒有完全沒有跡象會結束
[00:03:26.360 --> 00:03:29.240]  還沒有跡象會結束
[00:03:29.240 --> 00:03:31.040]  是不一樣的一年
[00:03:31.040 --> 00:03:32.160]  是不一樣的一年
[00:03:32.160 --> 00:03:35.440]  無論是世界一些大的事
[00:03:35.440 --> 00:03:37.000]  無論是世界大事
[00:03:37.000 --> 00:03:38.960]  又或者我們個人
[00:03:38.960 --> 00:03:39.880]  又或者我們個人
[00:03:39.880 --> 00:03:41.720]  都很不一樣是嗎
[00:03:41.720 --> 00:03:43.400]  我剛才跟姊妹談過
[00:03:43.400 --> 00:03:44.640]  剛才跟姊妹談過
[00:03:44.640 --> 00:03:46.720]  她說今年是第一次在英國過聖誕
[00:03:46.720 --> 00:03:48.600]  今年是第一年在英國過聖誕
[00:03:48.600 --> 00:03:50.520]  我感覺怎樣
[00:03:50.520 --> 00:03:53.520]  我心想它一定是最冷的聖誕
[00:03:53.520 --> 00:03:56.640]  我心想它一定是最冷的聖誕
[00:03:56.640 --> 00:03:58.360]  也是最安靜的聖誕
[00:03:58.360 --> 00:03:59.360]  也是最安靜的聖誕
