
[00:00:00.000 --> 00:00:01.560]  各位弟兄姊妹大家好
[00:00:01.560 --> 00:00:02.480]  大家平安
[00:00:02.480 --> 00:00:05.080]  大家近來的情況不知如何是好呢?
[00:00:05.080 --> 00:00:10.480]  當最近這個疫症的危機仍然沒有減退的時間
[00:00:10.480 --> 00:00:12.360]  在這幾個星期裏面
[00:00:12.360 --> 00:00:14.760]  大家不知道有沒有一種感覺
[00:00:14.760 --> 00:00:17.200]  就好像大家在打仗
[00:00:17.200 --> 00:00:18.880]  這個星期
[00:00:18.880 --> 00:00:20.840]  一個最矚目的新聞
[00:00:20.840 --> 00:00:22.120]  相信是這個
[00:00:22.120 --> 00:00:24.400]  就是有人去打劫
[00:00:24.400 --> 00:00:28.040]  去打劫的竟然不是去搶銀紙
[00:00:28.160 --> 00:00:30.080]  而是去搶廁紙
[00:00:30.080 --> 00:00:31.960]  成為國際新聞
[00:00:31.960 --> 00:00:35.920]  大家都是在怕不夠物資的
[00:00:35.920 --> 00:00:39.400]  又說大家每一天一早起床
[00:00:39.400 --> 00:00:41.280]  第一件事要做的事情
[00:00:41.280 --> 00:00:42.560]  就是脫口罩
[00:00:42.560 --> 00:00:46.560]  看看今天究竟哪裏的地方有口罩賣
[00:00:46.560 --> 00:00:48.800]  人人都想買口罩的
[00:00:48.800 --> 00:00:53.720]  聽說有一個叫做口罩財富指標
[00:00:53.720 --> 00:00:56.000]  這個指標是這樣說的
[00:00:56.000 --> 00:00:57.840]  如果你的儲備
[00:00:57.840 --> 00:01:00.720]  你的口罩是一盒以下的
[00:01:00.720 --> 00:01:01.760]  就是赤貧的
[00:01:01.760 --> 00:01:04.680]  如果兩盒至到四盒的話
[00:01:04.680 --> 00:01:06.520]  就是低下階層
[00:01:06.520 --> 00:01:09.000]  五至到十盒就是中產
[00:01:09.000 --> 00:01:11.720]  十至到三十盒就是有錢人
[00:01:11.720 --> 00:01:16.000]  三十盒以上的是富豪
[00:01:16.000 --> 00:01:18.560]  你究竟屬於什麼階層呢?
[00:01:18.560 --> 00:01:20.760]  我上個星期
[00:01:20.760 --> 00:01:24.200]  我和我家人去了外地外遊
[00:01:24.200 --> 00:01:27.280]  以往我自己去旅行的時間
[00:01:27.440 --> 00:01:29.480]  就會在當地花腦金
[00:01:29.480 --> 00:01:35.800]  想想究竟我要買什麼手信給其他人
[00:01:35.800 --> 00:01:38.000]  送給朋友
[00:01:38.000 --> 00:01:41.400]  但是這次我發覺我去旅行就不用想了
[00:01:41.400 --> 00:01:45.520]  我是去到某一個地方的時間
[00:01:45.520 --> 00:01:47.440]  我首先去藥房
[00:01:47.440 --> 00:01:50.000]  或者去超市買口罩
[00:01:50.000 --> 00:01:52.360]  打算送給其他人
[00:01:52.360 --> 00:01:57.080]  我記得在這次我們回來回程的時間
[00:01:57.600 --> 00:02:01.640]  我很久很久沒有試過被人接機了
[00:02:01.640 --> 00:02:04.160]  但是這次竟然有一對夫婦
[00:02:04.160 --> 00:02:05.880]  在午夜的時間
[00:02:05.880 --> 00:02:09.120]  一大早就去機場接我們
[00:02:09.120 --> 00:02:10.440]  為什麼呢?
[00:02:10.440 --> 00:02:13.080]  就是因為我們幫他們應急
[00:02:13.080 --> 00:02:15.680]  買了口罩送給他們
[00:02:15.680 --> 00:02:19.560]  在機場裡面即場交收
[00:02:19.560 --> 00:02:21.160]  這兩個星期
[00:02:21.160 --> 00:02:23.440]  我做了很多次送貨員
[00:02:23.440 --> 00:02:26.640]  我就是親自把口罩送給不同的人
[00:02:28.080 --> 00:02:29.640]  其實不僅是她發口罩
[00:02:29.640 --> 00:02:33.120]  她的姐妹也開始面對經濟
[00:02:33.120 --> 00:02:34.760]  工作上的困難
[00:02:34.760 --> 00:02:36.360]  我有位親戚
[00:02:36.360 --> 00:02:37.840]  他開的酒吧
[00:02:37.840 --> 00:02:40.240]  近來因為沒有生意的緣故
[00:02:40.240 --> 00:02:41.120]  都要關閉
[00:02:41.120 --> 00:02:44.120]  我有位認識的姐妹
[00:02:44.120 --> 00:02:46.960]  她是經營補習社的
[00:02:46.960 --> 00:02:48.840]  我記得和她聊天
[00:02:48.840 --> 00:02:50.320]  她說她現在很慘
[00:02:50.320 --> 00:02:52.000]  因為現在停課
[00:02:52.000 --> 00:02:54.920]  原來手停也是口停
[00:02:55.200 --> 00:02:58.800]  她平時沒有在晚上做兼職的生活
[00:02:58.800 --> 00:03:01.400]  所以她的身體緊張了
[00:03:01.400 --> 00:03:05.880]  我們面對現在今天的情況
[00:03:05.880 --> 00:03:08.760]  我記得上個星期有一位知體
[00:03:08.760 --> 00:03:10.360]  說了一句話很深刻
[00:03:10.360 --> 00:03:14.480]  他說我們一起要努力去打仗
[00:03:14.480 --> 00:03:16.800]  是我們今天要面對的
[00:03:16.800 --> 00:03:20.160]  打一場疫症的仗
[00:03:20.160 --> 00:03:22.080]  我們今天的講道題目
[00:03:22.080 --> 00:03:23.680]  就是打美好的仗
[00:03:24.720 --> 00:03:27.720]  在聖經提摩泰的前書裏面
[00:03:27.720 --> 00:03:28.920]  兩千年前
[00:03:28.920 --> 00:03:32.480]  保羅對提摩泰有這個勸勉
[00:03:32.480 --> 00:03:34.880]  對於我們今天這群基督徒
[00:03:34.880 --> 00:03:36.200]  有什麼提醒呢?
[00:03:36.200 --> 00:03:40.120]  我們一起讀今天的經文
[00:03:40.120 --> 00:03:41.560]  提摩泰前書
[00:03:41.560 --> 00:03:45.200]  一章十二字到二十節
[00:03:45.200 --> 00:03:47.160]  我們可以一起去讀
[00:03:47.160 --> 00:03:51.440]  「我感謝那加給我力量的
[00:03:51.440 --> 00:03:53.520]  我們主耶穌基督
[00:03:53.920 --> 00:03:56.000]  因祂以我有忠心
[00:03:56.000 --> 00:03:57.960]  派我服侍祂
[00:03:57.960 --> 00:04:00.800]  我從前是悉讀神的
[00:04:00.800 --> 00:04:02.160]  逼不人的
[00:04:02.160 --> 00:04:03.840]  冒慢人的
[00:04:03.840 --> 00:04:05.840]  然而我還蒙了憐憫
[00:04:05.840 --> 00:04:07.640]  因我是不信
[00:04:07.640 --> 00:04:10.240]  不明白的時候而做的
[00:04:10.240 --> 00:04:14.040]  並且我主的恩是格外豐盛
[00:04:14.040 --> 00:04:18.320]  使我在基督耶穌裏有信心和愛心
[00:04:18.320 --> 00:04:20.600]  基督耶穌講世
[00:04:20.600 --> 00:04:22.600]  為要拯救罪人
[00:04:23.040 --> 00:04:25.040]  這話是可信的
[00:04:25.040 --> 00:04:27.120]  是十分可佩服的
[00:04:27.120 --> 00:04:29.600]  在聚人中我是個罪魁
[00:04:29.600 --> 00:04:32.560]  然而我還蒙了憐憫
[00:04:32.560 --> 00:04:34.120]  是因耶穌基督
[00:04:34.120 --> 00:04:36.720]  要在我這罪魁身上
[00:04:36.720 --> 00:04:39.040]  顯明祂一切的忍耐
[00:04:39.040 --> 00:04:43.200]  及後來信祂得永生的人作榜樣
[00:04:43.200 --> 00:04:46.120]  但願尊貴榮耀
[00:04:46.120 --> 00:04:47.960]  歸於那不能扭曲
