
[00:00:00.000 --> 00:00:07.060]  今天我要用約伯的遭遇來幫助我們
[00:00:07.060 --> 00:00:10.100]  怎麼樣我們能夠像約伯一樣
[00:00:10.100 --> 00:00:14.880]  他說我曾經風聞有你
[00:00:14.880 --> 00:00:18.540]  如今現在我親眼經歷你
[00:00:18.540 --> 00:00:21.420]  我親眼看見你
[00:00:21.420 --> 00:00:25.580]  這是約伯他在阻你們的成長
[00:00:25.580 --> 00:00:29.760]  是的無論我們面臨何種的試探
[00:00:29.760 --> 00:00:32.500]  耶穌祂同我們一起同行
[00:00:32.500 --> 00:00:36.800]  並賜下勇氣能力還有盼望
[00:00:36.800 --> 00:00:38.400]  約伯也是
[00:00:38.400 --> 00:00:43.740]  他受到人間沒有人能夠向他受的苦難
[00:00:43.740 --> 00:00:46.480]  但是他的反應
[00:00:46.480 --> 00:00:48.480]  他活出來的生命
[00:00:48.480 --> 00:00:50.220]  最後的結局
[00:00:50.220 --> 00:00:53.360]  卻是真正是要再一次說
[00:00:53.360 --> 00:00:56.460]  我們的神是又真又活的神
[00:00:56.460 --> 00:00:58.960]  我們感謝他親自來到這個世界上
[00:00:58.960 --> 00:01:01.600]  走了一遭
[00:01:01.600 --> 00:01:03.520]  也捨了祂的命
[00:01:03.520 --> 00:01:05.760]  為我們做了買俗
[00:01:05.760 --> 00:01:08.000]  我們才能夠有永生的盼望
[00:01:08.000 --> 00:01:10.500]  感謝神讚美神讓我們低頭禱告
[00:01:10.500 --> 00:01:13.240]  阿爸父我們感謝祢
[00:01:13.240 --> 00:01:14.880]  我們讚美祢
[00:01:14.880 --> 00:01:17.880]  因為祢是那又真又活的神
[00:01:17.880 --> 00:01:20.440]  哦祢淺現在約伯的身上
[00:01:20.440 --> 00:01:22.780]  在他的生命裡面
[00:01:22.780 --> 00:01:28.420]  祢讓他活出那真正是屬神的生命
[00:01:28.420 --> 00:01:31.020]  神祢一路保守他帶領他
[00:01:31.020 --> 00:01:33.360]  願再一次今天我們學習約伯
[00:01:33.360 --> 00:01:36.260]  我們從他的遭遇我們來體驗
[00:01:36.260 --> 00:01:40.560]  神祢在我們身上所要做的
[00:01:40.560 --> 00:01:42.700]  祢在我們身上的執意
[00:01:42.700 --> 00:01:45.500]  還有我們也求神祢來彰顯祢的榮耀
[00:01:45.500 --> 00:01:48.880]  在我們中間完完全全的
[00:01:48.880 --> 00:01:50.180]  打開我們的眼睛
[00:01:50.180 --> 00:01:52.880]  打開我們的心胸肺腑與喉舌
[00:01:52.880 --> 00:01:55.380]  所以我們能夠見著祢
[00:01:55.380 --> 00:01:58.940]  所以我們能夠用口來稱頌讚美祢的名
[00:01:58.940 --> 00:02:01.720]  所以我們能夠聽到祢的聲音
[00:02:01.720 --> 00:02:04.360]  甚至於我們能夠用我們的腳
[00:02:04.360 --> 00:02:06.380]  快步的來跟隨祢
[00:02:06.380 --> 00:02:09.600]  用我們的手緊緊的抓住祢
[00:02:09.600 --> 00:02:11.260]  神祢是那又真又活的神
[00:02:11.260 --> 00:02:12.860]  為此我們獻上感恩
[00:02:12.860 --> 00:02:15.640]  禱告奉主耶穌基督的名
[00:02:15.640 --> 00:02:17.160]  Amen
[00:02:17.160 --> 00:02:18.640]  各位
[00:02:18.640 --> 00:02:20.240]  您說約伯
[00:02:20.240 --> 00:02:22.200]  他是什麼樣的人嗎
[00:02:22.200 --> 00:02:23.540]  讓我請問各位
[00:02:23.540 --> 00:02:25.500]  約伯記有看過的人
[00:02:25.500 --> 00:02:27.380]  懂他的故事的
[00:02:27.380 --> 00:02:28.880]  懂他的事情的
[00:02:28.880 --> 00:02:31.040]  請舉手
[00:02:31.040 --> 00:02:32.580]  好的
[00:02:32.580 --> 00:02:33.140]  是的
[00:02:33.140 --> 00:02:34.680]  我看了好幾遍
[00:02:34.680 --> 00:02:36.220]  我都很不了解
[00:02:36.220 --> 00:02:40.080]  約伯為什麼會這樣的事情發生呢
[00:02:40.080 --> 00:02:41.820]  約伯這個人
[00:02:41.820 --> 00:02:45.620]  按照約伯記一章一節說
[00:02:45.620 --> 00:02:49.160]  烏茲地有一個人名叫約伯
[00:02:49.160 --> 00:02:54.940]  那人完全正直敬畏神遠離惡世
[00:02:54.940 --> 00:02:59.340]  完全正直敬畏神遠離惡世
[00:02:59.340 --> 00:03:02.680]  這種人你說神喜不喜歡他
[00:03:02.680 --> 00:03:05.780]  愛他愛得要死
[00:03:05.780 --> 00:03:08.280]  但是你說撒旦魔鬼
[00:03:08.280 --> 00:03:10.420]  恨不恨他
[00:03:10.420 --> 00:03:13.720]  恨他恨得咬牙切齒
[00:03:13.720 --> 00:03:16.920]  所以
[00:03:16.920 --> 00:03:21.400]  撒旦魔鬼就來到神的面前
[00:03:21.400 --> 00:03:24.900]  這是一個天谷的懸疑
[00:03:24.900 --> 00:03:28.600]  撒旦怎麼會來到神的面前呢
[00:03:28.600 --> 00:03:30.340]  所以有人說
[00:03:30.340 --> 00:03:34.780]  約伯記很可能是聖經裡面最老的一本書
[00:03:34.780 --> 00:03:36.020]  您知道嗎
[00:03:36.020 --> 00:03:39.920]  因為剛才師母也講到說其實撒旦
[00:03:39.920 --> 00:03:44.820]  他原本是帶領敬拜的天使長
[00:03:44.820 --> 00:03:47.220]  神有三個天使長
[00:03:47.220 --> 00:03:51.620]  一個叫做Michael Michael
[00:03:51.620 --> 00:03:56.040]  這是米加勒掌管征戰的天使長
[00:03:56.040 --> 00:03:59.600]  一個叫做Gabriel Gabaliel
[00:03:59.600 --> 00:04:02.640]  是掌管信息的天使長
[00:04:02.640 --> 00:04:06.080]  第三個天使長就是Lucifer
[00:04:06.080 --> 00:04:10.080]  他是掌管敬拜讚美的天使長
[00:04:10.080 --> 00:04:13.020]  聖經上面都有講他們的事蹟
[00:04:13.020 --> 00:04:15.880]  譬如說主耶穌基督誕生的時候
[00:04:15.880 --> 00:04:18.980]  這個Gabriel掌管信息的天使長
[00:04:18.980 --> 00:04:24.520]  就像牧場野外的牧羊人說
[00:04:24.520 --> 00:04:26.720]  今夜耶穌降生了
[00:04:26.720 --> 00:04:30.160]  榮耀歸天上的神
[00:04:30.160 --> 00:04:33.040]  平安喜樂歸地上的人
[00:04:33.040 --> 00:04:35.900]  報告神悅那人的死
[00:04:35.900 --> 00:04:38.400]  報告耶穌基督的降生
[00:04:38.400 --> 00:04:41.540]  所以他是傳信息的
[00:04:41.540 --> 00:04:43.440]  那麼米加勒是征戰的
[00:04:43.440 --> 00:04:45.540]  譬如說戴伊里
