
[00:00:00.000 --> 00:00:03.000]  我請您出來和我一起同心祈禱
[00:00:03.000 --> 00:00:04.000]  仰望著
[00:00:04.000 --> 00:00:11.800]  天父我們再一次來讚美您
[00:00:11.800 --> 00:00:16.320]  您的名字高,當受最大的讚美
[00:00:16.320 --> 00:00:19.520]  主人,您真是那位信實的上帝
[00:00:19.520 --> 00:00:24.200]  主人,您所應許的慈愛永不改變
[00:00:24.200 --> 00:00:28.160]  我們今天再一次同心到您面前來敬拜您
[00:00:28.580 --> 00:00:32.400]  也主啊,求您賜下您自己聖經的恩賢
[00:00:32.400 --> 00:00:34.560]  主,我們知道
[00:00:34.560 --> 00:00:36.600]  在世上人
[00:00:36.600 --> 00:00:39.260]  飢餓不是因為沒有食物
[00:00:39.260 --> 00:00:41.380]  是因為沒有您自己的說話
[00:00:41.380 --> 00:00:46.180]  主,我們何等需要您自己上上賜下您天上的天糧
[00:00:46.180 --> 00:00:49.520]  讓我們能夠真正的飽足
[00:00:49.520 --> 00:00:52.040]  主,求您再次藉著您的說話
[00:00:52.040 --> 00:00:53.720]  您引導我們的心
[00:00:53.720 --> 00:00:56.340]  讓我們心裡面因為您的道
[00:00:56.340 --> 00:00:57.880]  我們可以滿足
[00:00:58.220 --> 00:01:00.940]  求主施恩,賜下您自己的說話
[00:01:00.940 --> 00:01:04.620]  我們仰望祈禱,奉耶穌基督,聖名祈求
[00:01:04.620 --> 00:01:05.620]  Amen
[00:01:05.620 --> 00:01:09.880]  大家知道這段時間我們大家都在思想
[00:01:09.880 --> 00:01:12.420]  有關於團契生活的信息
[00:01:12.420 --> 00:01:15.700]  而今天我們特別思想的就是在末世當中
[00:01:15.700 --> 00:01:18.280]  我們怎樣能夠可以按照
[00:01:18.280 --> 00:01:21.900]  神給我們恩賜來彼此的服侍
[00:01:21.900 --> 00:01:26.780]  提開末日的時候,我想講一點這方面的事情
[00:01:26.900 --> 00:01:29.240]  我不知道大家有沒有留意到
[00:01:29.240 --> 00:01:32.200]  大概在兩個星期前有一段新聞提及
[00:01:32.200 --> 00:01:34.980]  世界上有一個叫做末日鐘
[00:01:34.980 --> 00:01:39.560]  是芝加哥大學他們一班的科學家
[00:01:39.560 --> 00:01:41.560]  編寫的雜誌
[00:01:41.560 --> 00:01:46.180]  六十年之前已經開始設計這個末日鐘
[00:01:46.180 --> 00:01:50.160]  這個末日鐘有時候會撥前,有時候會撥後
[00:01:50.160 --> 00:01:54.320]  關鍵就是他們在衡量整個世界裡面
[00:01:54.320 --> 00:01:57.340]  是受到核武威脅的程度
[00:01:57.340 --> 00:02:00.860]  如果很嚴重,撥快這個鐘
[00:02:00.860 --> 00:02:05.100]  稍微緩慢一點,減少一點這個威脅
[00:02:05.100 --> 00:02:06.900]  撥後這個鐘
[00:02:06.900 --> 00:02:11.760]  不過這次他們將這個鐘撥前了三十秒
[00:02:11.760 --> 00:02:14.400]  距離末日十二點鐘
[00:02:14.400 --> 00:02:16.760]  只剩下兩分半鐘
[00:02:16.760 --> 00:02:22.100]  這班科學家其實包括了有十五個
[00:02:22.100 --> 00:02:25.880]  曾經拿過諾貝爾獎的得獎者
[00:02:25.880 --> 00:02:29.860]  他們一直觀察整個世界的各方面的發展
[00:02:29.860 --> 00:02:36.080]  也特別留意到在核子戰爭的那種潛伏的危機
[00:02:36.080 --> 00:02:38.500]  他們給了一個評語
[00:02:38.500 --> 00:02:40.840]  他們說他們看回這個世界
[00:02:40.840 --> 00:02:45.180]  全世界的安全面貌是日益黑暗
[00:02:45.180 --> 00:02:50.220]  所以他們就同心做了一個結論
[00:02:50.220 --> 00:02:55.440]  就是將這個末日鐘撥前了三十秒
[00:02:55.440 --> 00:03:01.800]  其實當我們大家很多時候留心整個世界各方面的發展
[00:03:01.800 --> 00:03:07.780]  我們都會察覺到其實很多事情是不斷叫人擔心
[00:03:07.780 --> 00:03:10.000]  無論是政治局勢
[00:03:10.000 --> 00:03:13.380]  無論是很多社會環境或者自然環境
[00:03:13.380 --> 00:03:15.980]  當主耶穌在世上的時候
[00:03:15.980 --> 00:03:18.500]  你會記得當門徒問及他
[00:03:18.640 --> 00:03:22.540]  當主再回來的時候會有些什麼預兆
[00:03:22.540 --> 00:03:26.440]  主耶穌會說到在他再回來的時候
[00:03:26.440 --> 00:03:28.900]  這個世界的終結之前
[00:03:28.900 --> 00:03:30.780]  有很多不同的預兆
[00:03:30.780 --> 00:03:35.840]  其中主耶穌提及到一個很重要的事情
[00:03:35.840 --> 00:03:41.100]  就是各處多有饑荒和地震
[00:03:41.100 --> 00:03:45.940]  饑荒的事情大家可能都會留意到
[00:03:45.940 --> 00:03:49.180]  其實近幾年有很多的訊息出現
[00:03:49.180 --> 00:03:55.660]  就是今天世界的饑荒情況是最嚴重的一個時刻
[00:03:55.660 --> 00:04:00.940]  如果大家會留意到一些報道提及到在亞洲、非洲
[00:04:00.940 --> 00:04:05.140]  有四個國家其實是極之嚴重的饑荒狀況
[00:04:05.140 --> 00:04:09.200]  在很多的戰爭和旱災的影響之下
[00:04:09.200 --> 00:04:15.180]  現在最粗略的估計有二千萬人是在饑荒的狀態
[00:04:15.420 --> 00:04:19.980]  單單在南蘇丹大家可能都聽到這個國家的消息
[00:04:19.980 --> 00:04:25.020]  已經有四百四十萬人是在饑荒的狀況裏面
[00:04:25.020 --> 00:04:27.700]  這個報道提及到的事情就是說
[00:04:27.700 --> 00:04:31.700]  這些情況比起以前的很多不同的歷史
[00:04:31.700 --> 00:04:37.420]  這次是史無前例的一種最嚴重的饑荒的狀況
[00:04:37.420 --> 00:04:39.500]  在世界不同的地方
[00:04:39.500 --> 00:04:42.140]  講起地震大家一定會很深刻
[00:04:42.140 --> 00:04:46.860]  剛剛在台灣花蓮的事情大家都看到消息
[00:04:46.860 --> 00:04:51.820]  有些人說都不是很高級只是六點四而已
[00:04:51.820 --> 00:04:55.460]  因為近十年二十年有太多七級以上
[00:04:55.460 --> 00:04:58.700]  所以六點幾我們覺得都不是很嚴重
[00:04:58.700 --> 00:05:00.900]  但當你看新聞的時候
[00:05:00.900 --> 00:05:03.820]  我想你會留意到那些大廈如何倒塌
[00:05:03.820 --> 00:05:07.060]  如何傾斜的情況
[00:05:07.060 --> 00:05:11.580]  是多令人一種很震撼的一種感受
[00:05:12.460 --> 00:05:19.380]  很多地震的事情令我們都覺得很震撼很難接受
[00:05:19.380 --> 00:05:21.460]  我曾經提及過一件事情
[00:05:21.460 --> 00:05:24.260]  就是大家如果留心一些統計
[00:05:24.260 --> 00:05:26.820]  曾經有一個統計在調查
[00:05:26.820 --> 00:05:32.620]  究竟世界地震頻密的次數有沒有什麼變化
[00:05:32.620 --> 00:05:40.580]  在美國有一個很重要的國家級的調研中心
[00:05:40.900 --> 00:05:45.860]  這個中心有的數字是很清楚講一件事情
[00:05:45.860 --> 00:05:50.100]  就是地震的數字是不斷不斷增加
[00:05:50.100 --> 00:05:56.500]  簡單來說由公元零年開始到公元一千九百年
[00:05:56.500 --> 00:05:58.340]  這一千九百年之間
[00:05:58.340 --> 00:06:05.020]  每十年平均有的六級以上的地震有二點八次
[00:06:05.020 --> 00:06:08.220]  十年有二點八次
[00:06:08.980 --> 00:06:13.180]  但是從一九零一年二十世紀開始之後的一百年
[00:06:13.180 --> 00:06:17.980]  每十年有多少次的地震呢
[00:06:17.980 --> 00:06:21.060]  是有四百次
[00:06:21.060 --> 00:06:23.500]  剛才講二點八次
[00:06:23.500 --> 00:06:25.420]  現在是四百次
[00:06:25.420 --> 00:06:28.260]  但是到了二十一世紀
[00:06:28.260 --> 00:06:32.900]  從二零零一年到二零一零年這十年之間
[00:06:34.300 --> 00:06:39.700]  六級以上的地震是有一千六百次
[00:06:39.700 --> 00:06:45.700]  剛才你記得二點八、四百去到接近一千六百次
[00:06:45.700 --> 00:06:48.260]  這幾年我還沒看到這些數字
[00:06:48.260 --> 00:06:53.820]  但是你會看到這個數字是不斷不斷大幅度地增加
[00:06:53.820 --> 00:06:56.620]  而且很多已經不再報道
[00:06:56.620 --> 00:06:59.380]  因為太過普遍地出現
[00:07:00.660 --> 00:07:04.700]  留心這些事情的時候你會看到聖經在描述一件事情
[00:07:04.700 --> 00:07:09.020]  就是的確末後的日子很接近
[00:07:09.020 --> 00:07:14.660]  這個世界裏面有很多不同的跡象讓我們看到
[00:07:14.660 --> 00:07:19.500]  聖經所講述的這個世界的終局將會出現
[00:07:19.500 --> 00:07:25.140]  其實這次當我一直在預備信息的時候
[00:07:25.140 --> 00:07:27.300]  心裏面也有很多很多感受
[00:07:28.140 --> 00:07:32.940]  就是我們很多時候都會覺得聖經裏面講過很多次末世的事情
[00:07:32.940 --> 00:07:34.940]  不過應該還有一段日子
[00:07:34.940 --> 00:07:40.420]  但是自己在思想的時候就會體會到這段時間不會很久
[00:07:40.420 --> 00:07:45.620]  而更加留心看聖經對我們今天的提醒
[00:07:45.620 --> 00:07:48.420]  就是在末世的日子裏面
[00:07:48.420 --> 00:07:52.260]  第一次會神對我們有很多重要的提醒
[00:07:52.260 --> 00:07:58.700]  我們要留心去聽,留心去小心地去跟隨
[00:07:58.700 --> 00:08:02.260]  所以今天我們讀到聖經彼得前書的時候
[00:08:02.260 --> 00:08:05.220]  你會發覺如果你讀回前後的經文
[00:08:05.220 --> 00:08:08.340]  彼得前書是特別講述到在末世的時候
[00:08:08.340 --> 00:08:11.220]  有很多很多邪惡的事情會出現
