
[00:00:00.000 --> 00:00:03.880]  今日同大家繼續思想到四行轉第八章
[00:00:03.880 --> 00:00:05.400]  四行轉第七章那裏
[00:00:05.400 --> 00:00:07.560]  組織教會第一個殉道士
[00:00:07.560 --> 00:00:08.960]  撕提犯的殉道
[00:00:08.960 --> 00:00:10.320]  第八章很驚訝
[00:00:10.320 --> 00:00:12.240]  就是當殉道臨到的時候
[00:00:12.240 --> 00:00:13.840]  迫不得已臨到的時候
[00:00:13.840 --> 00:00:15.560]  組織教會不是退縮
[00:00:15.560 --> 00:00:17.560]  他們是很剛勇地
[00:00:17.560 --> 00:00:21.000]  將福音拓展到更闊的角度裏面
[00:00:21.000 --> 00:00:23.120]  其中出現一個事件裏面
[00:00:23.120 --> 00:00:24.880]  不算很長篇幅
[00:00:24.880 --> 00:00:27.960]  但是在第八章重點介紹一個人物
[00:00:27.960 --> 00:00:30.920]  肥厘這個人物成為很多人的幫助
[00:00:30.920 --> 00:00:33.360]  特別當人講到報道工作的時候
[00:00:33.360 --> 00:00:35.160]  常常想起這個人物肥厘
[00:00:35.160 --> 00:00:36.800]  我寫了今天經文
[00:00:36.800 --> 00:00:38.360]  在四行轉第八章
[00:00:38.360 --> 00:00:39.240]  題目是
[00:00:39.240 --> 00:00:41.080]  你羨慕全福音嗎
[00:00:41.080 --> 00:00:43.320]  你羨慕肥厘的生命嗎
[00:00:43.320 --> 00:00:46.000]  我請弟兄讀單數節
[00:00:46.000 --> 00:00:47.120]  子母讀雙數節
[00:00:47.120 --> 00:00:50.000]  我讀完這幾節經文
[00:00:50.000 --> 00:00:50.840]  我先請弟兄
[00:00:50.840 --> 00:00:52.080]  一二三
[00:00:52.080 --> 00:00:53.360]  從這一日起
[00:00:53.360 --> 00:00:56.160]  由撒冷的教會大遭逼迫
[00:00:56.160 --> 00:01:01.440]  除了仕途以外 門徒都分散在猶太和撒瑪利亞各處
[00:01:01.440 --> 00:01:10.480]  訴羅卻殘害教會
[00:01:10.480 --> 00:01:14.240]  進國人的家 拉著男女下在監獄
[00:01:14.240 --> 00:01:22.240]  以利亞撒瑪利亞城去宣講基督
[00:01:26.160 --> 00:01:29.280]  因為有許多人被污鬼附著
[00:01:29.280 --> 00:01:31.160]  那些鬼大聲呼叫
[00:01:31.160 --> 00:01:33.160]  從他們身上出來
[00:01:33.160 --> 00:01:36.000]  還有許多癱瘓的 瘸退的
[00:01:36.000 --> 00:01:37.400]  都得了醫治
[00:01:37.400 --> 00:01:43.320]  有一個人名叫西門
[00:01:43.320 --> 00:01:45.680]  向來在那城裡行邪術
[00:01:45.680 --> 00:01:47.200]  妄自尊大
[00:01:47.200 --> 00:01:49.840]  使撒瑪利亞的百姓驚奇
[00:01:53.120 --> 00:01:56.520]  他們聽著他 因他苟行用邪術
[00:01:56.520 --> 00:01:58.040]  使他們驚奇
[00:01:58.040 --> 00:02:08.200]  西門自己也信了
[00:02:08.200 --> 00:02:11.680]  既受了針 就嘗與肥膩再一次
[00:02:11.680 --> 00:02:14.800]  看見他所行的神蹟和大事
[00:02:14.800 --> 00:02:16.320]  不知是何事
[00:02:16.320 --> 00:02:18.040]  不知是何事
[00:02:18.040 --> 00:02:23.360]  既受了針 就嘗與肥膩再一次
[00:02:23.360 --> 00:02:26.480]  看見他所行的神蹟和大事
[00:02:26.480 --> 00:02:28.040]  就甚驚奇
[00:02:48.040 --> 00:02:51.280]  耶路撒冷 猶大全地和什麼
[00:02:51.280 --> 00:02:52.160]  撒瑪利亞
[00:02:52.160 --> 00:02:54.240]  今天《知識經》裡面說到
[00:02:54.240 --> 00:02:56.240]  福音確指到撒瑪利亞裡
[00:02:56.240 --> 00:02:59.680]  直到地極作我的見證人
[00:02:59.680 --> 00:03:01.520]  和學本講見證這字
[00:03:01.520 --> 00:03:04.000]  原文的意思就是見證人
[00:03:04.000 --> 00:03:05.320]  Matus這字
[00:03:05.320 --> 00:03:08.840]  Matus這字後來英文翻譯成Mata這字
[00:03:08.840 --> 00:03:10.800]  Mata這字是殉道字
[00:03:10.800 --> 00:03:12.160]  早期教會見證人
[00:03:12.160 --> 00:03:14.760]  很多都成為為主殉道的人
[00:03:14.760 --> 00:03:17.000]  就是他們用生命 用鮮血
[00:03:17.000 --> 00:03:18.760]  用他們的美好的見證
[00:03:18.760 --> 00:03:22.560]  用全方位的努力成為主的見證人
[00:03:22.560 --> 00:03:24.600]  所以今天經文說到這班見證人
[00:03:24.600 --> 00:03:26.080]  他處於一個光景裡面
[00:03:26.080 --> 00:03:28.680]  是逼迫的光景
[00:03:28.680 --> 00:03:31.840]  四行主第八章一開始說從這日起
[00:03:31.840 --> 00:03:33.560]  這日起的背景是說到
[00:03:33.560 --> 00:03:37.240]  斯蒂坦被用石頭打死殉道之後
[00:03:37.240 --> 00:03:38.960]  先說到處境就是
[00:03:38.960 --> 00:03:42.560]  耶路撒冷教會經歷一個大的逼迫
[00:03:42.560 --> 00:03:45.720]  所以一個大遭逼迫
[00:03:45.720 --> 00:03:48.800]  這個時候先說到除了仕途之外
[00:03:48.800 --> 00:03:50.600]  其他都分散了
[00:03:50.600 --> 00:03:52.440]  去到各地
[00:03:52.440 --> 00:03:55.040]  舉例如果你在香港住
[00:03:55.040 --> 00:03:56.760]  如果沒有什麼需要的話
[00:03:56.760 --> 00:03:58.240]  除了旅行之外
[00:03:58.240 --> 00:04:02.200]  會不會你要離開家不再回來
[00:04:02.200 --> 00:04:04.040]  除了逃難的時候
[00:04:04.040 --> 00:04:06.160]  好像抗日戰爭的時候
[00:04:06.160 --> 00:04:08.320]  有些人逃難來家鄉一樣
[00:04:08.320 --> 00:04:11.560]  當時好像是一個很大的逃難的情況
[00:04:11.560 --> 00:04:13.120]  一個逃難潮
[00:04:13.120 --> 00:04:15.880]  這個逃難潮就好像香港70年代
[00:04:15.880 --> 00:04:18.440]  很多越南難民來到香港
[00:04:18.440 --> 00:04:19.680]  那些逃難的環境
[00:04:19.680 --> 00:04:22.560]  有些拿著金條拿著什麼
[00:04:22.560 --> 00:04:24.840]  什麼都拿不到來到香港一樣
[00:04:24.840 --> 00:04:25.840]  當時的逃難潮
[00:04:25.840 --> 00:04:29.400]  請記住其中一個艱難就是第三節
[00:04:29.400 --> 00:04:31.320]  蘇羅就是後來的保羅
[00:04:31.320 --> 00:04:33.920]  請說他殘害教會
[00:04:33.920 --> 00:04:36.920]  請說強調是進到各人的家
[00:04:36.920 --> 00:04:38.560]  即是逐家捉人
[00:04:38.560 --> 00:04:41.200]  這個逼迫是很大的逼迫
[00:04:41.200 --> 00:04:44.160]  而且不只是捉過一家之主的男士
[00:04:44.160 --> 00:04:47.360]  甚至說男女都被放進監獄裏面
[00:04:47.360 --> 00:04:49.560]  即是在這麼大的患難裏面
[00:04:49.560 --> 00:04:52.480]  剛剛有一個侍奉主人殉道
[00:04:52.480 --> 00:04:54.080]  這個逼迫就很臨到
[00:04:54.080 --> 00:04:56.920]  教會面對一個很低谷的時候
[00:04:56.920 --> 00:04:58.120]  自己離鄉別井
[00:04:58.120 --> 00:04:59.440]  家裏的情況都不知道
[00:04:59.440 --> 00:05:02.480]  何時回到家鄉的時候都不知道
[00:05:02.480 --> 00:05:04.680]  這個時候一般人面對逼迫
[00:05:04.680 --> 00:05:06.160]  面對離鄉別井
[00:05:06.160 --> 00:05:08.040]  前路未明的時候
[00:05:08.040 --> 00:05:11.000]  一般人會做什麼
[00:05:11.000 --> 00:05:13.960]  可能有很多憂傷、埋怨、不明白
[00:05:13.960 --> 00:05:15.080]  無奈都不奇怪
[00:05:15.080 --> 00:05:16.760]  但聖經記住很奇妙
[00:05:16.760 --> 00:05:18.560]  就是這班早期教會的信徒
[00:05:18.560 --> 00:05:19.400]  他做了一件事
[00:05:19.400 --> 00:05:20.680]  就是第四節
[00:05:20.680 --> 00:05:22.480]  一起讀第四節
[00:05:22.480 --> 00:05:27.360]  那些分散的人往各處去傳道
[00:05:27.360 --> 00:05:28.880]  很特別
[00:05:28.880 --> 00:05:32.080]  他不明白有困難的時候很不開心
[00:05:32.080 --> 00:05:33.640]  有困難的時候很積極
[00:05:33.640 --> 00:05:35.240]  這個世界可能沒有盼望
[00:05:35.240 --> 00:05:37.280]  但是盼望在耶穌基督裏面
[00:05:37.280 --> 00:05:39.880]  他們就去各處的傳道
[00:05:39.880 --> 00:05:41.440]  聖經記載不單止第八章
[00:05:41.440 --> 00:05:44.720]  說到這個撕裂犯逼迫的故事
[00:05:44.720 --> 00:05:47.440]  上傳第十一章第十九二十節一樣
[00:05:47.440 --> 00:05:48.800]  一起讀
[00:05:48.800 --> 00:05:50.920]  那些因撕裂犯的事
[00:05:50.920 --> 00:05:53.200]  遭患難四散的門徒
[00:05:53.200 --> 00:05:58.240]  直走到腓力基和塞浦路斯並安提阿
[00:05:58.240 --> 00:06:00.120]  他們不向別人講道
[00:06:00.120 --> 00:06:01.720]  只向猶太人講
[00:06:01.720 --> 00:06:04.720]  但內中有塞浦路斯和古利內人
[00:06:04.720 --> 00:06:06.240]  他們悼念安提阿
[00:06:06.240 --> 00:06:09.600]  也向希臘人傳講主耶穌
[00:06:09.600 --> 00:06:10.440]  這裏講得很大
[00:06:10.440 --> 00:06:12.200]  有兩個大突破
[00:06:12.200 --> 00:06:16.360]  一突破竟然向撒瑪利亞人傳福音
[00:06:16.360 --> 00:06:19.920]  撒瑪利亞人在當代好像半外邦人
[00:06:19.920 --> 00:06:21.360]  即猶太人看不起他們
[00:06:21.360 --> 00:06:23.960]  用一些他們不喜歡的字眼
[00:06:23.960 --> 00:06:26.800]  描寫這群混族的群體
[00:06:26.800 --> 00:06:30.440]  另外甚至有些人向外邦人傳福音
[00:06:30.440 --> 00:06:31.880]  向希臘人傳福音
[00:06:31.880 --> 00:06:33.680]  或者說希臘話的人傳福音
[00:06:33.680 --> 00:06:37.240]  當時後來成為一個很重要的宣教基地
[00:06:37.240 --> 00:06:39.560]  安提阿教會建立的地方
[00:06:39.560 --> 00:06:42.360]  很奇妙的是在大碧北的時候
[00:06:42.360 --> 00:06:44.920]  自己被迫離開家鄉的時候
[00:06:44.920 --> 00:06:47.280]  他們不是幽幽愁愁的人
[00:06:47.280 --> 00:06:49.880]  他們是講傳福音的使者
[00:06:49.880 --> 00:06:51.840]  而且主要不是仙草去做
[00:06:51.840 --> 00:06:55.200]  是一群信徒去突破這個情況
[00:06:55.200 --> 00:06:59.400]  右邊的圖就是講到他們向北
[00:06:59.400 --> 00:07:03.520]  走到敘利亞的肥里基
[00:07:03.520 --> 00:07:05.920]  海島、塞浦路斯
[00:07:05.920 --> 00:07:08.640]  再北一點就去到安提阿
[00:07:08.640 --> 00:07:12.600]  所以碧北臨到他們向北發展
[00:07:12.600 --> 00:07:14.520]  左邊的圖就是肥里的故事
[00:07:14.520 --> 00:07:17.480]  肥里經過薩米尼亞向北走
[00:07:17.480 --> 00:07:19.720]  後來又帶回去南
[00:07:19.720 --> 00:07:21.400]  向太監傳福音
[00:07:21.400 --> 00:07:23.720]  又後來慢慢去到凱撒尼亞
[00:07:23.720 --> 00:07:25.120]  或者蓋撒尼亞的地方
[00:07:25.120 --> 00:07:28.520]  在那裡長駐去傳講福音
[00:07:28.520 --> 00:07:30.760]  在近代來說我們在香港
[00:07:30.760 --> 00:07:32.520]  雖然有很多不開心的事情
[00:07:32.520 --> 00:07:34.280]  有時候有些煩躁
[00:07:34.280 --> 00:07:36.600]  我最近這個新聞講到地鐵的故事
[00:07:36.600 --> 00:07:37.640]  大家有沒有留意
[00:07:37.640 --> 00:07:41.720]  昨天就說好像政府和地鐵一起合作
[00:07:41.720 --> 00:07:43.000]  隱瞞
[00:07:43.000 --> 00:07:47.440]  現在局長都面對被人問責的壓力
[00:07:47.440 --> 00:07:49.920]  超支又遲到
[00:07:49.920 --> 00:07:52.000]  延期等等故事
[00:07:52.000 --> 00:07:58.000]  香港最近都很多這些紛爭、煩惱的事情
[00:07:58.000 --> 00:08:01.320]  但至少香港暫時都沒有碧北的故事
[00:08:01.320 --> 00:08:04.200]  但早期教會碧北是一個很大的現實
[00:08:04.200 --> 00:08:06.120]  早期教會歷史裡面
[00:08:06.120 --> 00:08:08.720]  通常形容一個十大碧北
[00:08:08.720 --> 00:08:13.520]  第一個大碧北就是羅馬帝國尼祿王的時候
[00:08:13.520 --> 00:08:16.200]  當時公元大概六十七年
[00:08:16.200 --> 00:08:19.520]  彼得和保羅都是死在這個碧北裡面
[00:08:19.520 --> 00:08:21.400]  如果大家留意一年份
[00:08:21.400 --> 00:08:23.720]  六十七、八一、一零八等等
[00:08:23.720 --> 00:08:26.880]  差不多不夠二、三十年都有一個大碧北
[00:08:26.880 --> 00:08:30.120]  連續的碧北到公元三百年左右
[00:08:30.120 --> 00:08:31.720]  直到三百一十二
[00:08:31.720 --> 00:08:35.320]  那時候坦丁大帝開始神給他一個意象
[00:08:35.320 --> 00:08:38.920]  倚靠十字架的德性打仗的時候
[00:08:38.920 --> 00:08:41.240]  後來他就統一了羅馬帝國
[00:08:41.240 --> 00:08:44.840]  後來基督教才是一個正式的宗教
[00:08:44.840 --> 00:08:49.480]  所以這個碧北的時期長達二百多年
[00:08:49.480 --> 00:08:51.640]  所以對早期教會來說
[00:08:51.640 --> 00:08:55.480]  怎樣面對碧北是一個很重要的信仰的挑戰
[00:08:55.480 --> 00:08:57.480]  所以早期教會一個名句
[00:08:57.480 --> 00:09:01.200]  就是早期教會一個叫「特土良」的名句
[00:09:01.200 --> 00:09:03.800]  紅色字的那句一起讀
[00:09:03.800 --> 00:09:09.200]  「殉道士的鮮血是教會的種子」
[00:09:09.200 --> 00:09:11.640]  有時我們在這一年代很難明白這個道理
[00:09:11.640 --> 00:09:14.560]  但是有時回看一些有困難的群體
[00:09:14.560 --> 00:09:16.480]  我們可以明白多一點
[00:09:16.480 --> 00:09:21.760]  中國教會在一九零零年的時代
[00:09:21.760 --> 00:09:23.880]  有個義和團之亂
[00:09:23.880 --> 00:09:25.960]  當時死了很多的宣教士
