
[00:00:00.000 --> 00:00:04.000]  馬德夫金二十一章,主耶穌住在耶路撒冷之後
[00:00:04.000 --> 00:00:10.000]  不斷來接受不同的當時的群體的挑戰
[00:00:10.000 --> 00:00:13.000]  在過去幾個禮拜我們都看到有法利塞人
[00:00:13.000 --> 00:00:15.000]  有希律黨
[00:00:15.000 --> 00:00:17.000]  我們剛才在經文看到
[00:00:17.000 --> 00:00:19.000]  三十四節裡說過
[00:00:19.000 --> 00:00:22.000]  撒刀該人都來挑戰過耶穌
[00:00:22.000 --> 00:00:24.000]  今天我們要看看
[00:00:24.000 --> 00:00:27.000]  一群法利塞人再一次聚集在一起
[00:00:27.000 --> 00:00:29.000]  來挑戰耶穌
[00:00:29.000 --> 00:00:32.000]  法利塞人中間有一個稱為律法師
[00:00:32.000 --> 00:00:38.000]  律法師是比法利塞人更加對律法熟悉的
[00:00:38.000 --> 00:00:40.000]  一個律法的教師
[00:00:40.000 --> 00:00:45.000]  是當時民事的一個銜頭
[00:00:45.000 --> 00:00:48.000]  這個律法師這個民事
[00:00:48.000 --> 00:00:50.000]  他問耶穌一個問題
[00:00:50.000 --> 00:00:54.000]  在律法上,誡命哪一條是最大的呢?
[00:00:54.000 --> 00:00:59.000]  那些誡命大家有什麼印象呢?
[00:00:59.000 --> 00:01:04.000]  一聽到誡命會不會覺得有很多嚴厲的要求?
[00:01:04.000 --> 00:01:07.000]  所以誡命我們會想起很經典的十誡
[00:01:07.000 --> 00:01:10.000]  十誡給你的印象又是怎樣的呢?
[00:01:10.000 --> 00:01:12.000]  是很多的不可
[00:01:12.000 --> 00:01:18.000]  還是很多很多的嚴厲的規範呢?
[00:01:18.000 --> 00:01:23.000]  其實民事律法師多次的已經是試探過耶穌
[00:01:23.000 --> 00:01:25.000]  他們很希望做一個目的就是
[00:01:25.000 --> 00:01:29.000]  你看看,我們可以質問到耶穌
[00:01:29.000 --> 00:01:32.000]  耶穌也不是一個那麼有權柄的教師
[00:01:32.000 --> 00:01:36.000]  他希望民眾不要那麼跟從耶穌
[00:01:36.000 --> 00:01:38.000]  但是民事所問的問題
[00:01:38.000 --> 00:01:42.000]  其實在當時也有很多的拉給他們一同的
[00:01:42.000 --> 00:01:45.000]  來討論這些類同的問題
[00:01:45.000 --> 00:01:49.000]  當如果是耶穌回答某一些比較重要的
[00:01:49.000 --> 00:01:51.000]  某一些沒那麼重要
[00:01:51.000 --> 00:01:53.000]  或者否定某一些的律法的時候
[00:01:53.000 --> 00:01:57.000]  他們就可以抓住這個把柄來控告耶穌
[00:01:57.000 --> 00:02:00.000]  控告他廢除律法的這個罪名
[00:02:00.000 --> 00:02:03.000]  究竟律法上誡命哪一條是最大的呢?
[00:02:03.000 --> 00:02:08.000]  實際上這個問題不是問哪一條比哪一條大
[00:02:08.000 --> 00:02:12.000]  而是在這麼多的律法底下
[00:02:12.000 --> 00:02:16.000]  最核心的最重要的是什麼呢?
[00:02:16.000 --> 00:02:18.000]  在耶穌的答案裡面說
[00:02:18.000 --> 00:02:20.000]  那個律法和先知的總綱
[00:02:20.000 --> 00:02:22.000]  那個總綱就是說
[00:02:22.000 --> 00:02:25.000]  這個所有的律法源於什麼的原則
[00:02:25.000 --> 00:02:31.000]  源於什麼的一個最重要的元素
[00:02:31.000 --> 00:02:35.000]  而至於衍生有這麼多的不同的律法呢?
[00:02:35.000 --> 00:02:37.000]  總之如果有人問我們回教會
[00:02:37.000 --> 00:02:38.000]  信耶穌
[00:02:38.000 --> 00:02:41.000]  什麼是最重要?
[00:02:41.000 --> 00:02:43.000]  我們所做的一切的聚會
[00:02:43.000 --> 00:02:44.000]  傳福音
[00:02:44.000 --> 00:02:46.000]  回小組
[00:02:46.000 --> 00:02:48.000]  或者我們回來教會坐在那裡的時候
[00:02:48.000 --> 00:02:50.000]  所關注的不同的東西
[00:02:50.000 --> 00:02:52.000]  我們是源於什麼東西?
[00:02:52.000 --> 00:02:56.000]  源於什麼核心裡面最重要的元素?
[00:02:56.000 --> 00:03:00.000]  以至於我們做這麼多的回教會的行為
[00:03:00.000 --> 00:03:04.000]  你又會怎樣去回應別人的問題?
[00:03:04.000 --> 00:03:06.000]  文士看著那幾百條的律法
[00:03:06.000 --> 00:03:08.000]  看著耶穌
[00:03:08.000 --> 00:03:13.000]  而答案並不是文士所強調的古人遺傳
[00:03:13.000 --> 00:03:15.000]  不是在儀式上怎樣來洗手
[00:03:15.000 --> 00:03:18.000]  從手尖洗到手肘
[00:03:18.000 --> 00:03:19.000]  不是怎樣去安息
[00:03:19.000 --> 00:03:20.000]  連安息在裡面
[00:03:20.000 --> 00:03:25.000]  醫病或者做善事都不行的那種安息
[00:03:25.000 --> 00:03:28.000]  而是說要盡心盡意的
[00:03:28.000 --> 00:03:31.000]  盡性愛主你的神
[00:03:31.000 --> 00:03:33.000]  愛神
[00:03:33.000 --> 00:03:37.000]  就是律法裡面的一個總綱
[00:03:37.000 --> 00:03:40.000]  一個最重要的元素
[00:03:40.000 --> 00:03:41.000]  主耶穌他引證了
[00:03:41.000 --> 00:03:45.000]  生命紀第六章
[00:03:45.000 --> 00:03:48.000]  生命紀第六章
[00:03:48.000 --> 00:03:53.000]  主耶穌所給出的經文是在第五節
[00:03:53.000 --> 00:03:55.000]  是來自以色列人所稱呼的
[00:03:55.000 --> 00:03:56.000]  叫Shema
[00:03:56.000 --> 00:03:58.000]  這個聽
[00:03:58.000 --> 00:04:00.000]  經節裡面的一部分
[00:04:00.000 --> 00:04:02.000]  整個Shema這個經節
[00:04:02.000 --> 00:04:07.000]  生命紀第六章的第四至第五節
[00:04:07.000 --> 00:04:12.000]  是教會提供的聖經的247頁
[00:04:12.000 --> 00:04:15.000]  生命紀第六章第四至第五節
[00:04:15.000 --> 00:04:17.000]  我們看到的一起讀
[00:04:17.000 --> 00:04:19.000]  以色列你要聽
[00:04:19.000 --> 00:04:23.000]  耶和華我們的神是獨一的主
[00:04:23.000 --> 00:04:29.000]  你要盡心盡性盡力愛耶和華你的神
[00:04:29.000 --> 00:04:32.000]  這個經文稱為Shema
[00:04:32.000 --> 00:04:33.000]  Shema就是聽的意思
[00:04:33.000 --> 00:04:36.000]  就是原文這段經文的第一個字
[00:04:36.000 --> 00:04:37.000]  Shema
[00:04:37.000 --> 00:04:38.000]  Listen
[00:04:38.000 --> 00:04:39.000]  聽
[00:04:39.000 --> 00:04:40.000]  這個Shema就是猶太人中間
[00:04:40.000 --> 00:04:41.000]  直到今天
[00:04:41.000 --> 00:04:44.000]  他們最重要的一個信仰的
[00:04:44.000 --> 00:04:46.000]  一個認訊的經文
[00:04:46.000 --> 00:04:47.000]  虔誠的猶太人
[00:04:47.000 --> 00:04:49.000]  他們就會早晚兩次的
[00:04:49.000 --> 00:04:52.000]  用這個經文來作認訊的禱告
[00:04:52.000 --> 00:04:54.000]  每一個小朋友開始學背經文的時候
[00:04:54.000 --> 00:04:57.000]  這個也是首要的一個背誦的經文
[00:04:57.000 --> 00:04:59.000]  在這個六章的經文裡面
[00:04:59.000 --> 00:05:01.000]  他有一句話叫做
[00:05:01.000 --> 00:05:04.000]  無論你要殷勤教導的兒女
[00:05:04.000 --> 00:05:06.000]  在第七節
[00:05:06.000 --> 00:05:07.000]  你坐在家中
[00:05:07.000 --> 00:05:09.000]  行在路上躺下起來都要淫訟
[00:05:09.000 --> 00:05:11.000]  繫在手上為記號
[00:05:11.000 --> 00:05:14.000]  戴在額上為經文
[00:05:14.000 --> 00:05:16.000]  所以看到今天的猶太人
[00:05:16.000 --> 00:05:17.000]  有些在哭場的時候
[00:05:17.000 --> 00:05:19.000]  他們還會在額頭戴一個盒子
[00:05:19.000 --> 00:05:22.000]  在手臂前一點的東西
[00:05:22.000 --> 00:05:24.000]  就是將這個Shema
[00:05:24.000 --> 00:05:26.000]  這個生命的六章四至五節
[00:05:26.000 --> 00:05:27.000]  寫了出來
[00:05:27.000 --> 00:05:29.000]  然後放在這個盒子裡面
[00:05:29.000 --> 00:05:35.000]  他們就是這樣按字面來進行
[00:05:35.000 --> 00:05:37.000]  六章四至五節的一個說話
