
[00:00:00.000 --> 00:00:06.000]  上個禮拜我們講什麼?考一下
[00:00:06.000 --> 00:00:12.000]  上個禮拜講什麼?講君王
[00:00:12.000 --> 00:00:18.000]  君王怎麼樣?君臨天下
[00:00:18.000 --> 00:00:24.000]  君臨天下我不知道,但是君臨你的心中沒有
[00:00:24.000 --> 00:00:31.000]  好了,OK,那再上禮拜呢?講什麼?
[00:00:31.000 --> 00:00:36.000]  哎,小林大聲一點
[00:00:36.000 --> 00:00:41.000]  哎呀你看,我真是傷心啊
[00:00:41.000 --> 00:00:48.000]  上禮拜張牧之講的,然後再上禮拜是誰講?
[00:00:48.000 --> 00:01:02.000]  結果呢?講到...啓的GPT去了
[00:01:02.000 --> 00:01:09.000]  好,主啊,赦免他們
[00:01:09.000 --> 00:01:14.000]  哥羅西書在今天要講的第十六節、十七節之間
[00:01:14.000 --> 00:01:17.000]  保羅講到上禮拜的主題跟他講一下
[00:01:17.000 --> 00:01:21.000]  上禮拜主要靠基督,怎麼樣?跨聖
[00:01:21.000 --> 00:01:24.000]  不是上禮拜,上次我講,靠基督跨聖,是不是?
[00:01:24.000 --> 00:01:27.000]  保羅為什麼講這個呢?保羅講到的
[00:01:27.000 --> 00:01:31.000]  其實他主要講到針對哥羅西裡面的異端
[00:01:31.000 --> 00:01:36.000]  他們是強調要守舊約的律法才能夠得救
[00:01:36.000 --> 00:01:40.000]  因此保羅告訴他們說律法上面的所有的這一切的字句
[00:01:40.000 --> 00:01:45.000]  都被耶穌基督拆掉了
[00:01:45.000 --> 00:01:47.000]  我們不再是欠債的了
[00:01:47.000 --> 00:01:53.000]  我們不再是被魔鬼藉著這個字條要抓住我們了
[00:01:53.000 --> 00:01:55.000]  現在就是馬丁路德改教之後
[00:01:55.000 --> 00:02:01.000]  把我們從那個天主教的那種的所謂的行司主義、律法主義
[00:02:01.000 --> 00:02:04.000]  那種的捆綁裡面釋放出來
[00:02:04.000 --> 00:02:11.000]  要我們看見我們因這信而怎麼樣?成癮
[00:02:11.000 --> 00:02:13.000]  還記得我上次講什麼?
[00:02:13.000 --> 00:02:17.000]  天主教說因這信之外還要什麼?
[00:02:17.000 --> 00:02:21.000]  還要加上行為
[00:02:21.000 --> 00:02:24.000]  不是說行為不重要
[00:02:24.000 --> 00:02:27.000]  我們基督教也講行為
[00:02:27.000 --> 00:02:34.000]  可是行為一點都不能夠幫助我們得救
[00:02:34.000 --> 00:02:40.000]  這個是特別我們中國人背景裡面很難理解的
[00:02:40.000 --> 00:02:45.000]  我們從小在佛教的文化裡面就是要積功德
[00:02:45.000 --> 00:02:50.000]  是不是?將功贖罪
[00:02:50.000 --> 00:02:52.000]  我們從小背得滾瓜爛熟的
[00:02:52.000 --> 00:02:55.000]  這些東西都在我們的思想裡面讓我們看見
[00:02:55.000 --> 00:02:59.000]  你不做些什麼事情怎麼能夠得救呢?
[00:02:59.000 --> 00:03:02.000]  怎麼能夠上天堂呢?是不是?
[00:03:02.000 --> 00:03:05.000]  所以我們一定是要做一點什麼
[00:03:05.000 --> 00:03:07.000]  所以有的人來到教會裡面
[00:03:07.000 --> 00:03:12.000]  也是用這種心態要來做什麼
[00:03:12.000 --> 00:03:15.000]  我們今天要繼續來看
[00:03:15.000 --> 00:03:18.000]  保羅在針對了這一個情況之後
[00:03:18.000 --> 00:03:21.000]  他接著在十六節、十七節
[00:03:21.000 --> 00:03:28.000]  他就特別對付這個所謂的律法主義者
[00:03:28.000 --> 00:03:30.000]  我們再來把這段事情念一遍
[00:03:30.000 --> 00:03:31.000]  來,預備,請
[00:03:31.000 --> 00:03:38.000]  所以不屈在飲食上或節期、月碩、安息日
[00:03:38.000 --> 00:03:41.000]  都不可讓人論斷你們
[00:03:41.000 --> 00:03:44.000]  這些原事後事的隱兒
[00:03:44.000 --> 00:03:48.000]  那行體卻是嫉妒
[00:03:48.000 --> 00:03:49.000]  保羅在這裡講到
[00:03:49.000 --> 00:03:52.000]  他說首先他說
[00:03:52.000 --> 00:03:55.000]  他說不可以在飲食、節期、月碩、安息日
[00:03:55.000 --> 00:03:57.000]  這些都叫人論斷你們
[00:03:57.000 --> 00:04:00.000]  保羅在這個地方就要講到律法的問題
[00:04:00.000 --> 00:04:04.000]  講律法,我想可能包括我們信主很久的
[00:04:04.000 --> 00:04:09.000]  也許我們對律法這兩個字還是有點不太清楚
[00:04:09.000 --> 00:04:12.000]  但是我們來看看這邊有一個對照
[00:04:12.000 --> 00:04:14.000]  這邊有一個對照
[00:04:14.000 --> 00:04:17.000]  這是英文的,但是我把它翻譯了
[00:04:17.000 --> 00:04:19.000]  所以我們大概看一下
[00:04:19.000 --> 00:04:23.000]  你如果看一下中文的你可以知道
[00:04:23.000 --> 00:04:28.000]  什麼叫做律法?什麼叫福音?
[00:04:28.000 --> 00:04:32.000]  律法呢?教人之罪
[00:04:32.000 --> 00:04:34.000]  有沒有?
[00:04:34.000 --> 00:04:36.000]  但是呢?福音呢?
[00:04:36.000 --> 00:04:39.000]  福音是什麼?
[00:04:39.000 --> 00:04:47.000]  福音是耶穌基督白白的恩典給我們
[00:04:47.000 --> 00:04:51.000]  耶穌基督為我們做成了一切
[00:04:51.000 --> 00:04:53.000]  福音是什麼?
[00:04:53.000 --> 00:05:01.000]  福音就是藉著律法把人帶到了基督的面前
[00:05:01.000 --> 00:05:03.000]  切丘子妹
[00:05:03.000 --> 00:05:05.000]  所以在這裡請記得
[00:05:05.000 --> 00:05:07.000]  我再說不是律法不重要
[00:05:07.000 --> 00:05:09.000]  不是說律法不要它
[00:05:09.000 --> 00:05:10.000]  保羅也說
[00:05:10.000 --> 00:05:13.000]  他沒有說他要廢掉律法,是不是?
[00:05:13.000 --> 00:05:17.000]  但是律法主義的問題就是
[00:05:17.000 --> 00:05:23.000]  把律法變成是我們得救的門路
[00:05:23.000 --> 00:05:24.000]  那麼第二個
[00:05:24.000 --> 00:05:27.000]  我們來看看律法跟福音的差別
[00:05:27.000 --> 00:05:29.000]  律法是什麼呢?
[00:05:29.000 --> 00:05:35.000]  律法就是因行為稱義
[00:05:35.000 --> 00:05:38.000]  摩西在西賴山頒布十誡
[00:05:38.000 --> 00:05:39.000]  我們這次去聖地的
[00:05:39.000 --> 00:05:42.000]  有去尼泊山看到,是不是?
[00:05:42.000 --> 00:05:44.000]  摩西頒布十誡
[00:05:44.000 --> 00:05:46.000]  請告訴我
[00:05:46.000 --> 00:05:52.000]  十誡裡面告訴我們做什麼事情?
[00:05:52.000 --> 00:05:55.000]  你不可以
[00:05:55.000 --> 00:05:59.000]  除了神以外你不可以
[00:05:59.000 --> 00:06:01.000]  摩西告訴我們這些
[00:06:01.000 --> 00:06:03.000]  前面四誡講到對神
[00:06:03.000 --> 00:06:07.000]  後面六誡講到對人,是不是?
[00:06:07.000 --> 00:06:09.000]  那切丘子妹
[00:06:09.000 --> 00:06:11.000]  所以律法告訴我們說
[00:06:11.000 --> 00:06:15.000]  什麼該做什麼不該做
[00:06:15.000 --> 00:06:18.000]  你不應該去敬拜偶像
[00:06:18.000 --> 00:06:21.000]  你要敬拜誰?
[00:06:21.000 --> 00:06:24.000]  獨一的真神,是不是?
[00:06:24.000 --> 00:06:27.000]  這是摩西所帶來的律法
[00:06:27.000 --> 00:06:33.000]  猶太教今天就是在這樣子的一個背景當中
[00:06:33.000 --> 00:06:35.000]  他們認為行律法
[00:06:35.000 --> 00:06:39.000]  他們認為要靠著的行為
[00:06:39.000 --> 00:06:42.000]  Do
[00:06:42.000 --> 00:06:44.000]  我可以得救
[00:06:44.000 --> 00:06:46.000]  可是福音是什麼?
[00:06:46.000 --> 00:06:48.000]  福音是因性成義
[00:06:48.000 --> 00:06:50.000]  Amen
[00:06:50.000 --> 00:06:52.000]  福音是因性成義
[00:06:52.000 --> 00:06:55.000]  保羅說我們得救是本乎恩
[00:06:55.000 --> 00:06:58.000]  因著性
[00:06:58.000 --> 00:07:00.000]  請記得這句話一定要把它背起來
[00:07:00.000 --> 00:07:05.000]  保羅說我們是得救本乎恩因著性
[00:07:05.000 --> 00:07:09.000]  不是因著行為
[00:07:09.000 --> 00:07:14.000]  也不是出於自己免得教人自誇
[00:07:14.000 --> 00:07:16.000]  看到沒有?
[00:07:16.000 --> 00:07:19.000]  好了,切丘子妹
[00:07:19.000 --> 00:07:21.000]  那麼接著我們來看看
[00:07:21.000 --> 00:07:25.000]  保羅在你了解了律法的這個意思之後
[00:07:25.000 --> 00:07:28.000]  那麼你來看看保羅在講這個
[00:07:28.000 --> 00:07:30.000]  他說不拘在飲食上
[00:07:30.000 --> 00:07:34.000]  節期、月說、安息到底是在講什麼?
[00:07:34.000 --> 00:07:38.000]  第一個,他說不拘在飲食上
[00:07:38.000 --> 00:07:42.000]  第一個飲食上,我們來看看
[00:07:42.000 --> 00:07:47.000]  有讀過立位劇的人舉手,請告訴我
[00:07:47.000 --> 00:07:53.000]  請告訴我你讀立位劇的時候你記得什麼?
[00:07:53.000 --> 00:07:55.000]  你記得什麼?
[00:07:55.000 --> 00:08:01.000]  你最記得什麼?
[00:08:01.000 --> 00:08:04.000]  什麼記了?
[00:08:04.000 --> 00:08:07.000]  我最記得遙記
[00:08:07.000 --> 00:08:10.000]  在上帝的面前搖一搖
[00:08:10.000 --> 00:08:12.000]  還有呢
[00:08:12.000 --> 00:08:18.000]  立位劇有很多有關告訴以色列人
[00:08:18.000 --> 00:08:21.000]  他們在很多的事情上面應該怎麼做
[00:08:21.000 --> 00:08:23.000]  不應該怎麼做
[00:08:23.000 --> 00:08:26.000]  在立位劇十一章
[00:08:26.000 --> 00:08:31.000]  講到有關飲食方面的一些條例
[00:08:31.000 --> 00:08:34.000]  請你仔細看一下
[00:08:34.000 --> 00:08:36.000]  在這個圖表裡面告訴我們說
[00:08:36.000 --> 00:08:40.000]  不可以吃的是哪些?
[00:08:40.000 --> 00:08:47.000]  不可以吃的是哪些?
[00:08:47.000 --> 00:08:52.000]  海鮮,有沒有喜歡吃海鮮的廣東人?
[00:08:52.000 --> 00:08:57.000]  吃不吃蝦?
[00:08:57.000 --> 00:09:03.000]  請問可不可以吃蝦?
[00:09:03.000 --> 00:09:05.000]  誰不吃蝦?
[00:09:05.000 --> 00:09:08.000]  對,以色列不吃蝦
[00:09:08.000 --> 00:09:10.000]  哎呀,糟糕了
[00:09:10.000 --> 00:09:12.000]  不要杏油太鹹
[00:09:12.000 --> 00:09:18.000]  不能吃蝦,對我們廣東人來講實在太殘酷了
[00:09:18.000 --> 00:09:22.000]  如果你按照舊約聖經裡面的規定
[00:09:22.000 --> 00:09:30.000]  我們中國人常常吃的東西通通不可以吃
[00:09:30.000 --> 00:09:32.000]  可不可以吃豬肉?
[00:09:32.000 --> 00:09:35.000]  不可以,豬是不潔淨的
[00:09:35.000 --> 00:09:37.000]  要吃就吃牛
[00:09:37.000 --> 00:09:40.000]  吃羊
[00:09:40.000 --> 00:09:42.000]  也不吃血
[00:09:42.000 --> 00:09:45.000]  很多的規定,我沒有時間一一跟你講
[00:09:45.000 --> 00:09:48.000]  你有機會回去好好地仔細看
[00:09:48.000 --> 00:09:52.000]  立位劇十一章,回去好好仔細看
[00:09:52.000 --> 00:09:54.000]  那千中之輩
[00:09:54.000 --> 00:09:57.000]  所以那種正統的猶太人
[00:09:57.000 --> 00:10:00.000]  他們為了遵守這些的條例,我告訴你
[00:10:00.000 --> 00:10:03.000]  他們發明了一種認證方法
[00:10:03.000 --> 00:10:06.000]  那叫做Kosher
[00:10:06.000 --> 00:10:08.000]  有看到沒有
[00:10:08.000 --> 00:10:11.000]  K-O-S-H-E-R
[00:10:11.000 --> 00:10:15.000]  這個是猶太人他們根據聖經
[00:10:15.000 --> 00:10:17.000]  經過這些的專家
[00:10:17.000 --> 00:10:20.000]  他們所研發出來的一個專門認證
[00:10:20.000 --> 00:10:24.000]  也就是說符合聖經的這些的實物
[00:10:24.000 --> 00:10:26.000]  該吃什麼不該吃什麼,他們通通把它
[00:10:26.000 --> 00:10:28.000]  所以你要到專門店去
[00:10:28.000 --> 00:10:31.000]  你才能夠買到他們認證的
[00:10:31.000 --> 00:10:34.000]  價錢高不高
[00:10:34.000 --> 00:10:37.000]  價錢當然高啊
[00:10:37.000 --> 00:10:39.000]  譬如來說
