
[00:00:00.000 --> 00:00:02.000]  天父上帝我們要讚美祢
[00:00:02.000 --> 00:00:04.740]  我們願將齊榮耀重贊歸於祢
[00:00:04.740 --> 00:00:07.200]  我們很感恩祢透過哲奇師班
[00:00:07.200 --> 00:00:11.120]  今日祂將我們帶到昔日
[00:00:11.120 --> 00:00:14.820]  主耶穌在臨丁申之前的一個禮拜
[00:00:14.820 --> 00:00:18.300]  由祂進入成耶路撒冷
[00:00:18.300 --> 00:00:21.760]  要面對這個十誡的苦難
[00:00:21.760 --> 00:00:24.840]  我們看見在整個過程裏面
[00:00:24.840 --> 00:00:28.580]  在在表明神的兒子耶穌
[00:00:28.580 --> 00:00:30.800]  何等愛我們每一個人
[00:00:30.800 --> 00:00:33.200]  包括要出賣他的猶太
[00:00:33.200 --> 00:00:37.660]  包括要背棄他三次不認主的彼得
[00:00:37.660 --> 00:00:41.100]  包括每一個在甲道歡呼他進城
[00:00:41.100 --> 00:00:45.720]  後來反而是要來喊殺
[00:00:45.720 --> 00:00:47.740]  要來釋放巴拉巴
[00:00:47.740 --> 00:00:50.440]  要釘死耶穌這群群眾
[00:00:50.440 --> 00:00:52.700]  主我們今天站在這個面前
[00:00:52.700 --> 00:00:57.400]  我們承認我們只不過是一個罪人
[00:00:57.400 --> 00:01:00.600]  但我們今天可以蒙祢自己這麼大的恩典
[00:01:00.600 --> 00:01:02.400]  我們可以成為祢的兒女
[00:01:02.400 --> 00:01:05.340]  實在是一個莫大的福氣
[00:01:05.340 --> 00:01:09.360]  主要求祢透過今晚這個壽苦節的崇拜
[00:01:09.360 --> 00:01:12.360]  再一次激勵我們每一個弟兄姊妹
[00:01:12.360 --> 00:01:13.860]  每一個神的兒女們
[00:01:13.860 --> 00:01:17.780]  更加我們要不單止思念祢對我們的愛
[00:01:17.780 --> 00:01:21.000]  主要教導我們懂得怎樣來好好的
[00:01:21.000 --> 00:01:24.820]  我們真的引領別人要認識我們的主耶穌
[00:01:24.820 --> 00:01:29.620]  歸向祢自己的永恆的國度
[00:01:29.620 --> 00:01:32.640]  主要求祢親自帶領我們下去的時間
[00:01:32.640 --> 00:01:36.120]  我們願意一同仰望我們這位被殺的羔羊
[00:01:36.120 --> 00:01:39.020]  願意祢的聖靈親自在我們當中
[00:01:39.020 --> 00:01:41.820]  與講的聽的我們都要一同得恩
[00:01:41.820 --> 00:01:43.920]  同心祈禱奉主名求
[00:01:43.920 --> 00:01:45.880]  阿門 請坐
[00:01:45.880 --> 00:01:51.660]  今晚在這裡我們來到思念主的時間
[00:01:51.660 --> 00:01:55.080]  正如剛才截琪詩班跟我們唱的這一首cantata
[00:01:55.080 --> 00:01:56.700]  其中有一段
[00:01:56.700 --> 00:02:02.540]  她說到該夜就是一個最幽暗的時間
[00:02:02.540 --> 00:02:06.280]  其實在人生或者我們看回歷史裡面
[00:02:06.280 --> 00:02:11.000]  人類歷史裡面最幽暗的一夜
[00:02:11.000 --> 00:02:13.340]  就是耶穌被賣的那一夜
[00:02:13.340 --> 00:02:18.080]  因為祂將要背負我們眾人的罪
[00:02:18.080 --> 00:02:20.640]  我們先來看這段經文
[00:02:20.640 --> 00:02:22.940]  因為這段經文很能夠幫助我們
[00:02:22.940 --> 00:02:28.260]  走回昔日在最幽暗的一個時間
[00:02:28.260 --> 00:02:32.220]  是耶穌第三次我們來到
[00:02:32.220 --> 00:02:36.060]  可以見證祂一年三次的祈禱
[00:02:36.060 --> 00:02:38.400]  在祂受死之前發生的
[00:02:38.400 --> 00:02:39.780]  在這個赫西瑪利園
[00:02:39.780 --> 00:02:40.880]  我們一起讀好嗎
[00:02:40.880 --> 00:02:43.880]  馬可福音14章32到36節
[00:02:43.880 --> 00:02:47.980]  他們來到一個地方名叫赫西瑪利
[00:02:47.980 --> 00:02:53.140]  耶穌對他們說:「你們坐在這裡,我去禱告。」
[00:02:53.140 --> 00:02:57.580]  於是他帶著彼得、雅各和、約翰同去
[00:02:57.580 --> 00:03:00.680]  他驚恐起來,極其難過
[00:03:00.680 --> 00:03:09.500]  對他們說:「我心裡非常憂傷,幾乎要死,你們留在這裡。」
[00:03:09.500 --> 00:03:13.300]  我們在這裡看這段經文的時候
[00:03:13.300 --> 00:03:18.400]  我們回到赫西瑪利園當時的場景
[00:03:18.400 --> 00:03:21.980]  我們看到耶穌來到這個赫西瑪利園
[00:03:21.980 --> 00:03:26.220]  就是在橄欖山下面的吸倫谷
[00:03:26.220 --> 00:03:31.040]  在這個山的西邊的一個斜坡裡
[00:03:31.040 --> 00:03:34.600]  有很多橄欖樹在那裡栽種
[00:03:34.600 --> 00:03:36.180]  而赫西瑪利這個名字
[00:03:36.180 --> 00:03:40.580]  就是說到一個所謂油炸機
[00:03:40.580 --> 00:03:42.980]  即是一個油炸機
[00:03:42.980 --> 00:03:46.660]  在那裡他們昔日來製造橄欖油的時候
[00:03:46.660 --> 00:03:51.320]  就將這些橄欖樹的果子來壓榨
[00:03:51.320 --> 00:03:54.420]  成為這些橄欖油
[00:03:54.420 --> 00:03:55.780]  其實這個也很有意思
[00:03:55.780 --> 00:03:57.140]  對我們來說
[00:03:57.140 --> 00:04:02.260]  這個正是耶穌面對他要知道下一個場景
[00:04:02.260 --> 00:04:04.820]  他要面對被捉拿
[00:04:04.820 --> 00:04:06.540]  他要被猶大出賣
[00:04:06.540 --> 00:04:10.220]  他要被拉到祭司蔣文士的手裡
[00:04:10.220 --> 00:04:13.060]  他們都知道他要受刑罰
[00:04:13.060 --> 00:04:16.820]  正是這個這麼大的一個幽暗的時間
[00:04:16.820 --> 00:04:21.100]  他要帶著他一群的門徒去祈禱
[00:04:21.100 --> 00:04:25.140]  然後他說你們就坐在這裡
[00:04:25.140 --> 00:04:27.340]  然後他將那三位
[00:04:27.340 --> 00:04:30.500]  跟他可以說是一個inner circle
[00:04:30.500 --> 00:04:33.580]  他最親近他的這三個門徒
[00:04:33.580 --> 00:04:36.980]  這三個是彼得 雅各和約翰
[00:04:36.980 --> 00:04:40.780]  他們三個都曾經很厲害
[00:04:40.780 --> 00:04:44.820]  彼得說耶穌就算我要和你下監
[00:04:44.820 --> 00:04:46.340]  甚至和你一起去死
[00:04:46.340 --> 00:04:47.660]  我都願意的
[00:04:47.660 --> 00:04:53.260]  雅各和約翰曾經也都向耶穌親自承諾
[00:04:53.260 --> 00:04:55.020]  你要喝的那個杯子
[00:04:55.020 --> 00:04:57.420]  我們都可以喝的
[00:04:57.420 --> 00:04:59.620]  但到這個場景
[00:04:59.620 --> 00:05:02.780]  你會看到他們個個都睡著了
[00:05:02.780 --> 00:05:06.620]  耶穌說你們不可以和我警醒騙事嗎
[00:05:06.620 --> 00:05:10.380]  耶穌在這裡有三種的情緒反應
[00:05:10.380 --> 00:05:14.260]  我們可以一起來仔細思想
[00:05:14.260 --> 00:05:15.460]  首先
[00:05:15.460 --> 00:05:19.140]  你會看到耶穌驚恐起來
[00:05:19.140 --> 00:05:21.260]  驚恐起來這個字
[00:05:21.260 --> 00:05:23.500]  其實是一個很強烈的動詞
[00:05:23.500 --> 00:05:25.740]  在原文的希臘文裡面
[00:05:25.740 --> 00:05:31.820]  是在說耶穌的心裡一個很大的詫異
[00:05:31.820 --> 00:05:34.620]  其實耶穌應該是無所不知的
[00:05:34.620 --> 00:05:37.580]  祂既是人子也都是神的兒子
[00:05:37.580 --> 00:05:40.340]  但聖經在這裡給了我們一個線索
[00:05:40.340 --> 00:05:42.780]  耶穌是忽然之間
[00:05:42.780 --> 00:05:44.940]  祂一個的領悟
[00:05:44.940 --> 00:05:48.100]  祂不只是知道祂前面要釘十字架
[00:05:48.100 --> 00:05:52.220]  祂是忽然之間很詫異的一些經驗
[00:05:52.220 --> 00:05:55.220]  所以這裡說是一個驚恐
[00:05:55.220 --> 00:05:59.380]  如果原文直譯就是祂很驚奇
