
[00:00:00.000 --> 00:00:05.000]  今日是一個很特別的日子
[00:00:05.000 --> 00:00:10.000]  早堂、午堂的崇拜都取消了
[00:00:10.000 --> 00:00:12.000]  大家明白原因
[00:00:12.000 --> 00:00:14.000]  但是晚堂又可以
[00:00:14.000 --> 00:00:15.000]  很開心
[00:00:15.000 --> 00:00:16.000]  弟兄姊妹
[00:00:16.000 --> 00:00:18.000]  今晚我們感謝神
[00:00:18.000 --> 00:00:21.000]  讓我們可以相聚在這個地方
[00:00:21.000 --> 00:00:23.000]  去敬拜我們的主
[00:00:23.000 --> 00:00:25.000]  親近我們的神
[00:00:25.000 --> 00:00:27.000]  既然今天是這麼特別
[00:00:27.000 --> 00:00:29.000]  所以在講道上面
[00:00:29.000 --> 00:00:32.000]  我也作一個特別的安排
[00:00:32.000 --> 00:00:34.000]  原先我們講的信息
[00:00:34.000 --> 00:00:36.000]  是關於良善的
[00:00:36.000 --> 00:00:39.000]  我就留在8月6號
[00:00:39.000 --> 00:00:40.000]  主餐主日
[00:00:40.000 --> 00:00:43.000]  一連串早午晚
[00:00:43.000 --> 00:00:46.000]  講這個良善的信息
[00:00:46.000 --> 00:00:48.000]  今晚既然這麼特別
[00:00:48.000 --> 00:00:50.000]  在今天只有晚堂的崇拜
[00:00:50.000 --> 00:00:52.000]  我就很想和弟兄姊妹
[00:00:52.000 --> 00:00:55.000]  思想或者學習
[00:00:55.000 --> 00:00:57.000]  另一個課題
[00:00:57.000 --> 00:00:59.000]  這個課題是什麼呢
[00:00:59.000 --> 00:01:02.000]  叫做行土告
[00:01:02.000 --> 00:01:05.000]  舍憂慮
[00:01:05.000 --> 00:01:08.000]  希望我們都記得這六個字
[00:01:08.000 --> 00:01:09.000]  很重要
[00:01:09.000 --> 00:01:11.000]  行土告
[00:01:11.000 --> 00:01:14.000]  舍憂慮
[00:01:14.000 --> 00:01:16.000]  我相信大家都知道
[00:01:16.000 --> 00:01:18.000]  我們活在世上
[00:01:18.000 --> 00:01:21.000]  不多不少都有憂慮
[00:01:21.000 --> 00:01:22.000]  是不是
[00:01:22.000 --> 00:01:26.000]  我們活在世上遇到很多問題
[00:01:26.000 --> 00:01:28.000]  很多困難
[00:01:28.000 --> 00:01:31.000]  甚至有時候很多挫折
[00:01:31.000 --> 00:01:33.000]  我們作爲一個人
[00:01:33.000 --> 00:01:35.000]  面對這些情景
[00:01:35.000 --> 00:01:40.000]  往往都有很多憂愁
[00:01:40.000 --> 00:01:41.000]  困擾
[00:01:41.000 --> 00:01:44.000]  出現在我們的心靈裏面
[00:01:44.000 --> 00:01:47.000]  我們中國人都有一句話
[00:01:47.000 --> 00:01:49.000]  人無軟肋
[00:01:49.000 --> 00:01:52.000]  就必有近憂
[00:01:52.000 --> 00:01:53.000]  都是點出了
[00:01:53.000 --> 00:01:55.000]  我們人活在世上
[00:01:55.000 --> 00:02:00.000]  其實真是很多憂愁憂慮
[00:02:00.000 --> 00:02:03.000]  除非我們很不同
[00:02:03.000 --> 00:02:08.000]  除非我們真是大顛大廢
[00:02:08.000 --> 00:02:10.000]  除非某些人真是
[00:02:10.000 --> 00:02:12.000]  天跌下來當被冚
[00:02:12.000 --> 00:02:14.000]  可能那些人就真是
[00:02:14.000 --> 00:02:15.000]  沒法子了
[00:02:15.000 --> 00:02:16.000]  他真是沒什麼憂慮
[00:02:16.000 --> 00:02:18.000]  但如果不是
[00:02:18.000 --> 00:02:20.000]  就一般人來說
[00:02:20.000 --> 00:02:23.000]  我們真是會有憂慮
[00:02:23.000 --> 00:02:26.000]  而作爲了基督徒
[00:02:26.000 --> 00:02:27.000]  弟兄姊妹
[00:02:27.000 --> 00:02:30.000]  我相信我們都不會倖免
[00:02:30.000 --> 00:02:31.000]  沒錯
[00:02:31.000 --> 00:02:32.000]  我們很感恩
[00:02:32.000 --> 00:02:33.000]  我們信了主
[00:02:33.000 --> 00:02:34.000]  我們有永生
[00:02:34.000 --> 00:02:36.000]  我們有主的幫助
[00:02:36.000 --> 00:02:37.000]  有神的話語
[00:02:37.000 --> 00:02:40.000]  這些都是很重要的福分
[00:02:40.000 --> 00:02:41.000]  但同樣
[00:02:41.000 --> 00:02:42.000]  我們都好像其他人一樣
[00:02:42.000 --> 00:02:44.000]  活在世上
[00:02:44.000 --> 00:02:46.000]  一樣遇到很多困難
[00:02:46.000 --> 00:02:48.000]  遇到很多打擊
[00:02:48.000 --> 00:02:50.000]  我們都是一個很脆弱的人
[00:02:50.000 --> 00:02:52.000]  有血有肉
[00:02:52.000 --> 00:02:53.000]  所以我相信我們
[00:02:53.000 --> 00:02:55.000]  就算是基督徒
[00:02:55.000 --> 00:02:57.000]  我們都不可以置身事外
[00:02:57.000 --> 00:03:00.000]  往往我們都會遇到困難
[00:03:00.000 --> 00:03:01.000]  而這些困難
[00:03:01.000 --> 00:03:03.000]  亦都帶給我們
[00:03:03.000 --> 00:03:06.000]  或多或少的憂慮
[00:03:06.000 --> 00:03:09.000]  而這些憂慮可能來自家庭
[00:03:09.000 --> 00:03:11.000]  可能來自事業
[00:03:11.000 --> 00:03:13.000]  或者來自學業
[00:03:13.000 --> 00:03:14.000]  或者來自愛情
[00:03:14.000 --> 00:03:16.000]  又或者來自一些
[00:03:16.000 --> 00:03:19.000]  身體的軟弱等等
[00:03:19.000 --> 00:03:21.000]  總之都不是那麼好
[00:03:21.000 --> 00:03:24.000]  我們大家有經歷過就知道
[00:03:24.000 --> 00:03:26.000]  所以每每當一些憂慮
[00:03:26.000 --> 00:03:29.000]  特別很多湧現出來的時候
[00:03:29.000 --> 00:03:32.000]  有時我們真的不知道如何處理
[00:03:32.000 --> 00:03:34.000]  我們有時覺得很困難
[00:03:34.000 --> 00:03:36.000]  有時我們甚至覺得
[00:03:36.000 --> 00:03:39.000]  六神無主等等
[00:03:39.000 --> 00:03:41.000]  按照我的認識
[00:03:41.000 --> 00:03:43.000]  在聖經中當講到憂慮的時候
[00:03:43.000 --> 00:03:45.000]  這個憂慮這個字
[00:03:45.000 --> 00:03:49.000]  是和分心有些關係
[00:03:49.000 --> 00:03:50.000]  換句話說
[00:03:50.000 --> 00:03:52.000]  當憂慮來到
[00:03:52.000 --> 00:03:54.000]  很容易令到我們分心
[00:03:54.000 --> 00:03:57.000]  我們是忘言不知所措
[00:03:57.000 --> 00:04:00.000]  有些這樣的情況底下
[00:04:00.000 --> 00:04:04.000]  所以首先我們都是承認
[00:04:04.000 --> 00:04:06.000]  我們不會倖免於
[00:04:06.000 --> 00:04:10.000]  這種這樣的衝擊
[00:04:10.000 --> 00:04:12.000]  雖然描述了
[00:04:12.000 --> 00:04:15.000]  但是我想我們都是不滿足的
[00:04:15.000 --> 00:04:17.000]  沒錯我們真的很多憂慮
[00:04:17.000 --> 00:04:19.000]  或多或少都有
[00:04:19.000 --> 00:04:22.000]  但是我們最重要的不是問這個問題
[00:04:22.000 --> 00:04:25.000]  我想最重要的是問一個什麼問題
[00:04:25.000 --> 00:04:26.000]  是問一個問題
[00:04:26.000 --> 00:04:29.000]  就是我們如何解決這些憂慮
[00:04:29.000 --> 00:04:32.000]  纔是重要的問題
[00:04:32.000 --> 00:04:33.000]  既然都有了
[00:04:33.000 --> 00:04:34.000]  你又有我又有
[00:04:34.000 --> 00:04:35.000]  程度雖然可能不同
[00:04:35.000 --> 00:04:38.000]  但我們都不想有這些憂慮
[00:04:38.000 --> 00:04:39.000]  煩擾
[00:04:39.000 --> 00:04:40.000]  我們就會問
[00:04:40.000 --> 00:04:41.000]  我們身爲基督徒
[00:04:41.000 --> 00:04:42.000]  信了主的人
[00:04:42.000 --> 00:04:45.000]  我們如何去面對這些憂慮
[00:04:45.000 --> 00:04:48.000]  去解決這些憂慮呢
[00:04:48.000 --> 00:04:50.000]  我想最重要的是
[00:04:50.000 --> 00:04:53.000]  我們回到神的話語裏
[00:04:53.000 --> 00:04:55.000]  剛纔我們讀了兩段經文
[00:04:55.000 --> 00:04:59.000]  其中第一段也是隻有一節的經文
[00:04:59.000 --> 00:05:02.000]  我想大家真的好好記取
[00:05:02.000 --> 00:05:03.000]  這一節的經文
[00:05:03.000 --> 00:05:05.000]  甚至背了它
[00:05:05.000 --> 00:05:06.000]  藏在心中
[00:05:06.000 --> 00:05:08.000]  在彼得前書
[00:05:08.000 --> 00:05:12.000]  彼得前書的第五章第七節
[00:05:12.000 --> 00:05:14.000]  彼得前書的第五章第七節
[00:05:14.000 --> 00:05:16.000]  那裏怎麼說呢
[00:05:16.000 --> 00:05:19.000]  彼得提醒當日的基督徒
[00:05:19.000 --> 00:05:22.000]  也提醒今天我們所有屬主的人
[00:05:22.000 --> 00:05:24.000]  所有跟隨基督的人
[00:05:24.000 --> 00:05:25.000]  彼得提醒我們什麼呢
[00:05:25.000 --> 00:05:31.000]  他說你們要將一切的憂慮卸給神
[00:05:31.000 --> 00:05:35.000]  因爲祂顧念你們
[00:05:35.000 --> 00:05:36.000]  很精簡
[00:05:36.000 --> 00:05:39.000]  但是很重的說話
[00:05:39.000 --> 00:05:41.000]  很直接了當
[00:05:41.000 --> 00:05:43.000]  一個很好的提醒
[00:05:43.000 --> 00:05:44.000]  有憂慮那怎麼辦
[00:05:44.000 --> 00:05:50.000]  彼得說你們要將一切的憂慮卸給神
[00:05:50.000 --> 00:05:52.000]  因爲祂顧念你們
[00:05:52.000 --> 00:05:54.000]  所以如果我們說
[00:05:54.000 --> 00:05:55.000]  最重要的問題就是
[00:05:55.000 --> 00:05:57.000]  怎麼去解決面對這些憂慮的時候
[00:05:57.000 --> 00:05:59.000]  我想在這一節的經文裏
[00:05:59.000 --> 00:06:02.000]  就可以給我們一個很明確的答案
[00:06:02.000 --> 00:06:03.000]  是一個什麼的答案
[00:06:03.000 --> 00:06:04.000]  弟兄姐妹
[00:06:04.000 --> 00:06:05.000]  如果你看完這裏
[00:06:05.000 --> 00:06:06.000]  我們應該怎麼做
[00:06:06.000 --> 00:06:08.000]  解決這些憂慮
[00:06:08.000 --> 00:06:09.000]  很清楚的
[00:06:09.000 --> 00:06:11.000]  是一個字
[00:06:11.000 --> 00:06:14.000]  是什麼 卸
[00:06:14.000 --> 00:06:16.000]  卸
[00:06:16.000 --> 00:06:18.000]  卸的意思是將它脫離
[00:06:18.000 --> 00:06:20.000]  將它鬆綁
[00:06:20.000 --> 00:06:22.000]  將它拿走
[00:06:22.000 --> 00:06:23.000]  將它扔掉
[00:06:23.000 --> 00:06:25.000]  這叫做卸的一個含義
[00:06:25.000 --> 00:06:28.000]  憂慮有時候是在我們心靈裏湧現出來的
[00:06:28.000 --> 00:06:31.000]  有些可能湧現更多
[00:06:31.000 --> 00:06:35.000]  而這些憂慮是令到我們很不舒服的
[00:06:35.000 --> 00:06:36.000]  但是我們怎麼去面對
[00:06:36.000 --> 00:06:37.000]  怎麼去解決呢
[00:06:37.000 --> 00:06:39.000]  彼得提醒我們
[00:06:39.000 --> 00:06:41.000]  卸給神
[00:06:41.000 --> 00:06:42.000]  是不是
[00:06:42.000 --> 00:06:44.000]  卸英文叫做Cast
[00:06:44.000 --> 00:06:45.000]  C-A-S-T
[00:06:45.000 --> 00:06:47.000]  你將它拿走
[00:06:47.000 --> 00:06:48.000]  放了它
[00:06:48.000 --> 00:06:51.000]  我想這就是一個不義的法門
[00:06:51.000 --> 00:06:52.000]  要面對憂慮
[00:06:52.000 --> 00:06:55.000]  其中一個很重要的操練
[00:06:55.000 --> 00:06:57.000]  很重要要做的事情
[00:06:57.000 --> 00:06:58.000]  就是要學習這個
[00:06:58.000 --> 00:06:59.000]  拿走
[00:06:59.000 --> 00:07:02.000]  卸的功課
[00:07:02.000 --> 00:07:05.000]  當說到這個做法
[00:07:05.000 --> 00:07:06.000]  我就覺得
[00:07:06.000 --> 00:07:09.000]  可能電腦這個運作裏面
[00:07:09.000 --> 00:07:11.000]  都可以幫到我們一點點的
[00:07:11.000 --> 00:07:12.000]  明白的
[00:07:12.000 --> 00:07:14.000]  我說的是什麼呢
[00:07:14.000 --> 00:07:15.000]  我相信
[00:07:15.000 --> 00:07:16.000]  弟兄姐妹
[00:07:16.000 --> 00:07:18.000]  當你多用電腦
[00:07:18.000 --> 00:07:20.000]  或者你對電腦運作比較熟悉的時候
[00:07:20.000 --> 00:07:21.000]  你就知道
[00:07:21.000 --> 00:07:23.000]  如果一部電腦
[00:07:23.000 --> 00:07:26.000]  裝了太多的資訊的時候
[00:07:26.000 --> 00:07:27.000]  很多程式
[00:07:27.000 --> 00:07:28.000]  很多資料
[00:07:28.000 --> 00:07:29.000]  很多圖像
[00:07:29.000 --> 00:07:30.000]  很多照片
[00:07:30.000 --> 00:07:31.000]  Mac數越來越多
[00:07:31.000 --> 00:07:32.000]  多到一個地步的時候
[00:07:32.000 --> 00:07:34.000]  那個電腦運作會怎麼樣
[00:07:34.000 --> 00:07:36.000]  就不行的
[00:07:36.000 --> 00:07:38.000]  不要聽你說
[00:07:38.000 --> 00:07:40.000]  又或者反應很緩慢
[00:07:40.000 --> 00:07:41.000]  負荷太重了
[00:07:41.000 --> 00:07:43.000]  所以它發揮不了
[00:07:43.000 --> 00:07:45.000]  扎到電腦運作不了
[00:07:45.000 --> 00:07:48.000]  那要怎麼解決呢
[00:07:48.000 --> 00:07:49.000]  很簡單
[00:07:49.000 --> 00:07:51.000]  將裏面一些資訊
[00:07:51.000 --> 00:07:52.000]  一些圖像
[00:07:52.000 --> 00:07:54.000]  你將它卸掉不就行了
[00:07:54.000 --> 00:07:57.000]  甚至你去到一些更直接的地方
[00:07:57.000 --> 00:07:58.000]  刪除它不就行了
[00:07:58.000 --> 00:07:59.000]  刪除它
[00:07:59.000 --> 00:08:00.000]  沒有了
[00:08:00.000 --> 00:08:01.000]  但是我們不刪除它
[00:08:01.000 --> 00:08:02.000]  很寶貴的資訊
[00:08:02.000 --> 00:08:03.000]  我們將它卸掉
[00:08:03.000 --> 00:08:04.000]  所以有什麼手指
[00:08:04.000 --> 00:08:05.000]  USB
[00:08:05.000 --> 00:08:06.000]  或者用什麼磁碟
[00:08:06.000 --> 00:08:07.000]  什麼什麼
[00:08:07.000 --> 00:08:09.000]  你就將這些有關的東西
[00:08:09.000 --> 00:08:11.000]  將它卸除了的時候
[00:08:11.000 --> 00:08:12.000]  那你就
[00:08:12.000 --> 00:08:14.000]  讓這部電腦的運作
[00:08:14.000 --> 00:08:18.000]  就恢復回很正常的速度
[00:08:18.000 --> 00:08:20.000]  令到你很開心去用
[00:08:20.000 --> 00:08:21.000]  所以你發現
[00:08:21.000 --> 00:08:23.000]  原來這個卸的動作
[00:08:23.000 --> 00:08:24.000]  做法
[00:08:24.000 --> 00:08:28.000]  是可以讓一些東西恢復回來
[00:08:28.000 --> 00:08:29.000]  我想在這裏來說
[00:08:29.000 --> 00:08:31.000]  都可以給我們一些啓發
[00:08:31.000 --> 00:08:33.000]  電腦是這樣
[00:08:33.000 --> 00:08:34.000]  我們學習的就是
[00:08:34.000 --> 00:08:36.000]  我們很多的憂慮
[00:08:36.000 --> 00:08:37.000]  越積越多
[00:08:37.000 --> 00:08:38.000]  越積越多
[00:08:38.000 --> 00:08:41.000]  令到我生活很困難
[00:08:41.000 --> 00:08:42.000]  舉步爲艱
[00:08:42.000 --> 00:08:43.000]  心靈沉重
[00:08:43.000 --> 00:08:44.000]  那怎麼辦
[00:08:44.000 --> 00:08:46.000]  就好像給大家提到
[00:08:46.000 --> 00:08:48.000]  你要將一切憂慮
[00:08:48.000 --> 00:08:49.000]  卸給神
[00:08:49.000 --> 00:08:52.000]  你要有一種卸的功夫
[00:08:52.000 --> 00:08:55.000]  免得我們越走越艱辛
[00:08:55.000 --> 00:08:56.000]  那個步伐
[00:08:56.000 --> 00:08:57.000]  真的不知道怎麼走
[00:08:57.000 --> 00:08:59.000]  忘言不知所措的時候
[00:08:59.000 --> 00:09:01.000]  那我們要怎麼面對呢
[00:09:01.000 --> 00:09:02.000]  求神幫助我們
[00:09:02.000 --> 00:09:05.000]  就要懂得卸
[00:09:05.000 --> 00:09:07.000]  我相信當我們能夠這麼做的時候
[00:09:07.000 --> 00:09:09.000]  我們整個心靈生命
[00:09:09.000 --> 00:09:12.000]  就會恢復過來
[00:09:12.000 --> 00:09:13.000]  我們就會很輕散
[00:09:13.000 --> 00:09:14.000]  我們就會很開心
[00:09:14.000 --> 00:09:15.000]  很灼熱
[00:09:15.000 --> 00:09:17.000]  我們就會很有動力地
[00:09:17.000 --> 00:09:19.000]  繼續爲主而活
[00:09:19.000 --> 00:09:21.000]  爲人而活
[00:09:21.000 --> 00:09:22.000]  所以,亭姐妹
[00:09:22.000 --> 00:09:25.000]  卸是一個很重要的操練
[00:09:25.000 --> 00:09:27.000]  我們的憂慮
[00:09:27.000 --> 00:09:29.000]  真的不可避免
[00:09:29.000 --> 00:09:34.000]  只是差在程度或多或少
[00:09:34.000 --> 00:09:37.000]  內向的人會比較多
[00:09:37.000 --> 00:09:39.000]  外向的人可能會比較少
[00:09:39.000 --> 00:09:40.000]  但是怎麼也好
[00:09:40.000 --> 00:09:41.000]  都是有的
[00:09:41.000 --> 00:09:44.000]  所以我們就要學習這個卸的功夫
[00:09:44.000 --> 00:09:45.000]  不過當然
[00:09:45.000 --> 00:09:48.000]  我們都要問一個很重要的問題
[00:09:48.000 --> 00:09:49.000]  那卸給誰
[00:09:49.000 --> 00:09:52.000]  誰肯和你接手呢
[00:09:52.000 --> 00:09:53.000]  是不是
[00:09:53.000 --> 00:09:54.000]  當我們講到憂慮的時候
[00:09:54.000 --> 00:09:56.000]  憂慮是一些負面的情緒
[00:09:56.000 --> 00:09:59.000]  憂慮是一些不好的東西
[00:09:59.000 --> 00:10:01.000]  甚至可以誇張一點說
[00:10:01.000 --> 00:10:02.000]  是一些燙手珊瑚
[00:10:02.000 --> 00:10:03.000]  你不要給我
[00:10:03.000 --> 00:10:05.000]  我不會和你接手的
[00:10:05.000 --> 00:10:06.000]  燙手珊瑚就是這樣
[00:10:06.000 --> 00:10:08.000]  憂慮我要卸的時候
[00:10:08.000 --> 00:10:10.000]  那卸給誰呢
[00:10:10.000 --> 00:10:12.000]  我要學習卸
[00:10:12.000 --> 00:10:13.000]  要將它拿走
[00:10:13.000 --> 00:10:14.000]  解除
[00:10:14.000 --> 00:10:16.000]  但是誰肯接呢
[00:10:16.000 --> 00:10:17.000]  亭姐妹
[00:10:17.000 --> 00:10:19.000]  當我們思想到這裏的時候
[00:10:19.000 --> 00:10:21.000]  和思想到彼得這一節經文的時候
[00:10:21.000 --> 00:10:22.000]  我自己就覺得
[00:10:22.000 --> 00:10:24.000]  這個就是我們基督教信仰
[00:10:24.000 --> 00:10:25.000]  最精彩的地方
[00:10:25.000 --> 00:10:27.000]  是什麼呢
[00:10:27.000 --> 00:10:28.000]  最精彩的地方就是
[00:10:28.000 --> 00:10:29.000]  我們所信的神
[00:10:29.000 --> 00:10:32.000]  肯接受我們的憂慮
[00:10:32.000 --> 00:10:33.000]  是不是
[00:10:33.000 --> 00:10:35.000]  彼得說你要將一切的憂慮
[00:10:35.000 --> 00:10:37.000]  卸給神
[00:10:37.000 --> 00:10:38.000]  換句話說
[00:10:38.000 --> 00:10:41.000]  神是願意接收這些負面情緒
[00:10:41.000 --> 00:10:43.000]  這些所謂的燙手珊瑚的東西
[00:10:43.000 --> 00:10:44.000]  很多人都不想接
[00:10:44.000 --> 00:10:45.000]  推掉它
[00:10:45.000 --> 00:10:46.000]  上帝肯接
[00:10:46.000 --> 00:10:47.000]  我就覺得這個是
[00:10:47.000 --> 00:10:49.000]  信仰裏面最精彩的地方
[00:10:49.000 --> 00:10:50.000]  就是我們的神
[00:10:50.000 --> 00:10:53.000]  肯願意承載
[00:10:53.000 --> 00:10:55.000]  我們的憂慮
[00:10:55.000 --> 00:10:56.000]  這個就是我們
[00:10:56.000 --> 00:10:58.000]  很難得的地方
[00:10:58.000 --> 00:11:00.000]  所以今天我們做基督徒
[00:11:00.000 --> 00:11:01.000]  真的很開心
[00:11:01.000 --> 00:11:02.000]  很好的
[00:11:02.000 --> 00:11:03.000]  爲什麼呢
[00:11:03.000 --> 00:11:04.000]  我們雖然都好像其他人
[00:11:04.000 --> 00:11:06.000]  遇到很多人生的問題
[00:11:06.000 --> 00:11:07.000]  好像其他人一樣
[00:11:07.000 --> 00:11:09.000]  我們生命裏面都會湧現
[00:11:09.000 --> 00:11:10.000]  這些憂慮
[00:11:10.000 --> 00:11:11.000]  但是我們知道
[00:11:11.000 --> 00:11:13.000]  我們有解決的方法
[00:11:13.000 --> 00:11:14.000]  而其中很重要的就是
[00:11:14.000 --> 00:11:16.000]  我們能夠將一些情緒
[00:11:16.000 --> 00:11:18.000]  憂慮卸出來
[00:11:18.000 --> 00:11:19.000]  給誰呢
[00:11:19.000 --> 00:11:20.000]  給上帝
[00:11:20.000 --> 00:11:21.000]  因爲他
[00:11:21.000 --> 00:11:23.000]  他願意去承接這些東西
[00:11:23.000 --> 00:11:25.000]  這個是聖經裏面的宣告
[00:11:25.000 --> 00:11:27.000]  不單止在彼得這句經文
[00:11:27.000 --> 00:11:28.000]  給我們看得到
[00:11:28.000 --> 00:11:30.000]  在詩篇的五十五篇
[00:11:30.000 --> 00:11:32.000]  二十二節那裏怎麼說呢
[00:11:32.000 --> 00:11:34.000]  你要把你的重擔
[00:11:34.000 --> 00:11:36.000]  卸給耶和華
[00:11:36.000 --> 00:11:39.000]  他必撫養你
[00:11:39.000 --> 00:11:41.000]  其他經文都有說
[00:11:41.000 --> 00:11:43.000]  另外詩篇的六十八篇
[00:11:43.000 --> 00:11:44.000]  十九節那裏說
[00:11:44.000 --> 00:11:46.000]  天天揹負我們
[00:11:46.000 --> 00:11:48.000]  重擔的主
[00:11:48.000 --> 00:11:50.000]  就是拯救我們的神
[00:11:50.000 --> 00:11:52.000]  天天都爲我們
[00:11:52.000 --> 00:11:53.000]  揹負重擔
[00:11:53.000 --> 00:11:54.000]  是我們的主
[00:11:54.000 --> 00:11:55.000]  是我們的神
[00:11:55.000 --> 00:11:57.000]  所以再加上彼得這句話
[00:11:57.000 --> 00:11:58.000]  我們就很清楚
[00:11:58.000 --> 00:11:59.000]  知道一樣東西
[00:11:59.000 --> 00:12:01.000]  就是原來我們有什麼憂慮都好
[00:12:01.000 --> 00:12:02.000]  不要緊的
[00:12:02.000 --> 00:12:03.000]  我們將它
[00:12:03.000 --> 00:12:04.000]  拿到神的面前
[00:12:04.000 --> 00:12:06.000]  卸給祂
[00:12:06.000 --> 00:12:12.000]  這個就是我們最大的福分
[00:12:12.000 --> 00:12:14.000]  熟悉我的家庭
[00:12:14.000 --> 00:12:16.000]  我的家庭的弟兄姐妹就知道
[00:12:16.000 --> 00:12:19.000]  我有兩個女兒
