
[00:00:00.000 --> 00:00:03.020]  其實有一個網站
[00:00:03.020 --> 00:00:05.440]  有人花了很多功夫
[00:00:05.440 --> 00:00:09.560]  將這些好像做了一套電影一樣拍下來
[00:00:09.560 --> 00:00:12.780]  有人在網路上花了一些功夫
[00:00:12.780 --> 00:00:14.780]  把一些故事拍成電影
[00:00:14.780 --> 00:00:17.120]  這是別人給我的
[00:00:17.120 --> 00:00:22.020]  這個是當時耶穌時代的人的裝束
[00:00:22.020 --> 00:00:23.400]  這個圖片所顯示
[00:00:23.400 --> 00:00:27.820]  真的是耶穌當年時代人們所裝扮的樣子
[00:00:27.820 --> 00:00:30.400]  如果這個疫情好一點
[00:00:30.400 --> 00:00:33.740]  我們又可以去以色列聖地走走
[00:00:33.740 --> 00:00:35.200]  希望疫情過去了
[00:00:35.200 --> 00:00:37.700]  我們也可以去到以色列的聖地那邊看看
[00:00:37.700 --> 00:00:39.800]  大家這麼久沒機會出門
[00:00:39.800 --> 00:00:41.400]  應該很渴了是不是
[00:00:41.400 --> 00:00:43.700]  大家很久沒機會出門了
[00:00:43.700 --> 00:00:45.180]  大家應該很渴了是嗎
[00:00:45.180 --> 00:00:46.240]  真是
[00:00:46.240 --> 00:00:49.220]  有一件這樣的旅遊生意
[00:00:49.220 --> 00:00:51.420]  香港起飛 香港下飛機
[00:00:51.420 --> 00:00:54.160]  搭飛機都很多人坐滿
[00:00:54.160 --> 00:00:56.360]  這有一個旅遊的生意
[00:00:56.360 --> 00:00:58.260]  香港起飛 香港下飛機
[00:00:58.260 --> 00:01:00.720]  也有很多人去參與坐滿
[00:01:00.720 --> 00:01:04.160]  以色列現在疫情也很嚴重
[00:01:04.160 --> 00:01:08.000]  沒有讓其他國家的人入境
[00:01:08.000 --> 00:01:10.500]  目前以色列的疫情也相當嚴重
[00:01:10.500 --> 00:01:13.500]  他們也禁止其他國家的人進去
[00:01:13.500 --> 00:01:16.240]  已經一年沒去過了
[00:01:16.240 --> 00:01:18.080]  我熟悉的那位導遊
[00:01:18.080 --> 00:01:19.380]  他拍一些照片給我看
[00:01:19.380 --> 00:01:22.380]  平時是水洩不通的地方
[00:01:22.380 --> 00:01:25.480]  那些景點現在一個人都沒有
[00:01:25.480 --> 00:01:26.980]  我認識的一個導遊
[00:01:26.980 --> 00:01:28.920]  他給我看的照片
[00:01:28.920 --> 00:01:31.720]  以前有一些地方是水洩不通的
[00:01:31.720 --> 00:01:33.760]  但是現在一個人都沒有
[00:01:33.760 --> 00:01:35.020]  這個人真是慘了
[00:01:35.020 --> 00:01:36.300]  這個人真的可憐了
[00:01:36.300 --> 00:01:38.760]  他以前是一個天主教
[00:01:38.760 --> 00:01:39.660]  他是天主教徒
[00:01:39.660 --> 00:01:41.740]  在天主教教堂做會計的
[00:01:41.740 --> 00:01:43.800]  他以前是一個天主教徒
[00:01:43.800 --> 00:01:46.340]  在天主教堂裡面當會計的
[00:01:46.340 --> 00:01:50.040]  他就一直抱怨
[00:01:50.040 --> 00:01:51.840]  教會這麼多錢
[00:01:51.840 --> 00:01:53.320]  人工這麼少錢
[00:01:53.320 --> 00:01:55.440]  他以前會一直在抱怨
[00:01:55.440 --> 00:01:56.740]  教會那麼有錢
[00:01:56.740 --> 00:01:58.520]  但是人工卻這麼少
[00:01:58.520 --> 00:02:00.680]  他又兼職做導遊
[00:02:00.680 --> 00:02:02.520]  他堅持當導遊
[00:02:02.520 --> 00:02:05.660]  他導遊的當日
[00:02:05.660 --> 00:02:10.600]  去年的標準日薪是250美金一天
[00:02:10.600 --> 00:02:13.700]  去年當導遊的標準日薪
[00:02:13.700 --> 00:02:15.660]  是大概250美金左右的
[00:02:15.660 --> 00:02:17.540]  於是他決定辭一份工
[00:02:17.540 --> 00:02:20.200]  所以他決定把工作辭掉
[00:02:20.200 --> 00:02:23.740]  2020年1月開始全職做導遊
[00:02:23.740 --> 00:02:27.600]  2020年1月開始全職做導遊
[00:02:27.600 --> 00:02:30.480]  但是可惜他一個團都沒有接過
[00:02:30.480 --> 00:02:32.680]  可是他一個團都沒有接過
[00:02:32.680 --> 00:02:34.820]  完全封起來了
[00:02:34.820 --> 00:02:36.280]  他真的很慘
[00:02:36.280 --> 00:02:37.320]  他真的很可憐
[00:02:37.320 --> 00:02:38.960]  他真的是雙失了
[00:02:38.960 --> 00:02:40.160]  真的是雙失
[00:02:40.160 --> 00:02:41.920]  舊的職又失了
[00:02:41.920 --> 00:02:43.200]  新的職又沒有
[00:02:43.200 --> 00:02:44.920]  舊的又失去了
[00:02:44.920 --> 00:02:46.760]  新的也沒有工作
[00:02:46.760 --> 00:02:49.840]  如果我和大家一起去
[00:02:49.840 --> 00:02:52.960]  我一定會去拿撒勒一個古村
[00:02:52.960 --> 00:02:55.300]  如果我和大家一起去
[00:02:55.300 --> 00:02:57.140]  我一定會去拿撒勒一個古村
[00:02:57.140 --> 00:02:59.280]  一年都沒有客人
[00:02:59.280 --> 00:03:01.080]  我很怕古村倒閉
[00:03:01.080 --> 00:03:03.640]  一年那邊都沒有遊客
[00:03:03.640 --> 00:03:05.720]  我真的很擔心那邊會倒
[00:03:05.720 --> 00:03:09.720]  那個地方機構買了半個山頭
[00:03:09.720 --> 00:03:12.480]  上面有第一世紀
[00:03:12.480 --> 00:03:14.920]  就是耶穌時代的所有東西
[00:03:14.920 --> 00:03:16.900]  在那邊有一個機構
[00:03:16.900 --> 00:03:20.000]  有一個公司買下了半個山頭
[00:03:20.000 --> 00:03:23.160]  把耶穌那個年代的所有東西
[00:03:23.160 --> 00:03:24.360]  都呈現在那邊
[00:03:24.360 --> 00:03:27.360]  除了辦公室是現代的
[00:03:27.360 --> 00:03:28.340]  穿這些衣服之外
[00:03:28.340 --> 00:03:30.100]  除了在辦公室裡面
[00:03:30.100 --> 00:03:33.580]  大家是穿現代的衣服以外
[00:03:33.580 --> 00:03:36.080]  他們其他職員全部都穿這些衣服
[00:03:36.080 --> 00:03:38.620]  他們其他職員都穿著打扮成那樣
[00:03:38.620 --> 00:03:39.820]  是本地人穿這樣
[00:03:39.820 --> 00:03:43.980]  而且他們是好好地去表達的
[00:03:43.980 --> 00:03:45.620]  就不像我們以前那些
