
[00:00:00.000 --> 00:00:01.480]  因爲跟神父說
[00:00:01.480 --> 00:00:04.080]  沒事 別說謊
[00:00:04.080 --> 00:00:05.240]  慈悲的父神多謝你
[00:00:05.240 --> 00:00:08.460]  讓我們能夠再次回到你
[00:00:08.460 --> 00:00:11.120]  打開你的說話
[00:00:11.120 --> 00:00:13.640]  敞開我們的心
[00:00:13.640 --> 00:00:17.720]  讓你再次拭著你的說話
[00:00:17.720 --> 00:00:22.240]  讓我們看到自己的軟弱
[00:00:22.240 --> 00:00:23.960]  並且再次透過你的說話
[00:00:23.960 --> 00:00:25.360]  再次使我們知道
[00:00:25.360 --> 00:00:30.040]  怎樣去再次剛強起來獻上感謝
[00:00:30.040 --> 00:00:33.000]  在靈性障礙期間
[00:00:33.000 --> 00:00:36.320]  保佑我們能夠重新得力
[00:00:36.320 --> 00:00:37.080]  親愛的天父
[00:00:37.080 --> 00:00:41.560]  感謝你給我們今天能夠再次來到你的說話的墳前
[00:00:41.560 --> 00:00:44.120]  給我們機會透過你的說話
[00:00:44.120 --> 00:00:47.720]  再次敞開我們的心扉
[00:00:47.720 --> 00:00:52.040]  讓我們更清楚看到我們自己的軟弱
[00:00:52.040 --> 00:00:54.640]  感謝神父感謝
[00:00:54.640 --> 00:00:56.640]  我們也在這個時候
[00:00:56.640 --> 00:00:58.960]  同樣的求你的說話
[00:00:58.960 --> 00:01:01.480]  也讓我們找出一條出路
[00:01:01.480 --> 00:01:05.760]  使我們能夠知道怎樣重新得力
[00:01:05.760 --> 00:01:08.720]  禁錮我們屬靈生命
[00:01:08.720 --> 00:01:11.360]  活出屬主的生命
[00:01:11.360 --> 00:01:12.960]  求你的幫助
[00:01:12.960 --> 00:01:14.640]  求聖靈幫助我們
[00:01:14.640 --> 00:01:17.000]  我們得到奉主耶穌的命求
[00:01:17.000 --> 00:01:19.520]  Amen
[00:01:19.520 --> 00:01:24.640]  接下來兩位主人會跟大家看一個很短的系列的講道
[00:01:24.640 --> 00:01:25.640]  接下來兩位主人
[00:01:25.640 --> 00:01:30.360]  我會跟大家講一個非常短的系列的講道
[00:01:30.360 --> 00:01:33.440]  叫做「看別人比自己強」的系列
[00:01:33.440 --> 00:01:37.120]  題目叫做「看別人比自己強」的系列
[00:01:37.120 --> 00:01:38.240]  大家說
[00:01:38.240 --> 00:01:39.160]  第一講
[00:01:39.160 --> 00:01:40.360]  擔子好重
[00:01:40.360 --> 00:01:42.360]  擔子很重
[00:01:42.360 --> 00:01:44.160]  基督徒要侍奉主
[00:01:44.160 --> 00:01:46.120]  基督徒要侍奉主
[00:01:46.120 --> 00:01:48.080]  很多時候真的有很多的擔子
[00:01:48.080 --> 00:01:49.560]  常常會有很多的擔子
[00:01:49.560 --> 00:01:52.120]  但是那些擔子是不是真的要我們去承擔呢?
[00:01:52.120 --> 00:01:54.400]  但是那些擔子真的是要我們去承擔嗎?
[00:01:54.400 --> 00:01:56.360]  為什麼有時候我們擔這些擔子
[00:01:56.360 --> 00:01:57.480]  覺得很累
[00:01:57.480 --> 00:01:58.840]  很難撐下去呢?
[00:01:58.840 --> 00:02:00.880]  為什麼有時候我們擔這種擔子
[00:02:00.880 --> 00:02:01.680]  覺得很重
[00:02:01.680 --> 00:02:03.440]  很難撐下去?
[00:02:03.440 --> 00:02:05.800]  很多時候可能是我們對聖經
[00:02:05.800 --> 00:02:07.520]  或者最基本的福音
[00:02:07.520 --> 00:02:09.280]  未能夠好掌握
[00:02:09.280 --> 00:02:11.960]  可能是我們對聖經或者是基本的福音
[00:02:11.960 --> 00:02:13.320]  還不能掌握
[00:02:13.320 --> 00:02:15.960]  於是乎我們走著一條屬靈道路
[00:02:15.960 --> 00:02:17.480]  是我們自己想走的
[00:02:17.480 --> 00:02:19.360]  於是乎我們走著一條屬靈道路
[00:02:19.360 --> 00:02:20.880]  是我們自己想走的
[00:02:20.880 --> 00:02:23.600]  最明顯的例子
[00:02:23.600 --> 00:02:25.960]  很多時候例如我們去傳福音的時候
[00:02:25.960 --> 00:02:28.080]  例如我們去傳福音的時候
[00:02:28.080 --> 00:02:30.760]  我們很容易跟人說你要信耶穌
[00:02:30.760 --> 00:02:33.200]  我們很容易跟人說你要信耶穌
[00:02:33.200 --> 00:02:34.480]  你信了耶穌之後
[00:02:34.480 --> 00:02:36.880]  上帝會保守你、幫助你
[00:02:36.880 --> 00:02:37.840]  你信耶穌以後
[00:02:37.840 --> 00:02:39.880]  上帝會保守你、幫助你
[00:02:39.880 --> 00:02:41.480]  沒錯
[00:02:41.480 --> 00:02:43.120]  當一個人去相信主之後
[00:02:43.120 --> 00:02:46.280]  上帝真的會保守你、幫助你
[00:02:46.280 --> 00:02:47.920]  當一個人去相信主之後
[00:02:47.920 --> 00:02:51.240]  上帝真的會保守你、幫助你
[00:02:51.240 --> 00:02:51.880]  但弟兄姊妹
[00:02:51.880 --> 00:02:55.760]  你知不知道原來上帝保守你和幫助你
[00:02:55.760 --> 00:02:59.680]  只不過是信耶穌所帶來之後的後果
[00:02:59.680 --> 00:03:01.480]  上帝看顧你、保守你
[00:03:01.480 --> 00:03:04.000]  只是信耶穌以後帶來的後果
[00:03:04.000 --> 00:03:06.960]  而不是原因
[00:03:06.960 --> 00:03:09.560]  更嚴格上來說
[00:03:09.560 --> 00:03:13.560]  上帝保守祂的子民
[00:03:13.560 --> 00:03:17.200]  這個行動是上帝在屬祂的子民裡面
[00:03:17.200 --> 00:03:19.240]  其中一個副產品
[00:03:19.240 --> 00:03:22.640]  這個行動是上帝屬祂的子民當中的一個副產品
