
[00:00:00.000 --> 00:00:04.040]  父親節通常是被人忽略的一個節日
[00:00:04.040 --> 00:00:07.360]  Mother's Day就有更多的食物,更多的活動
[00:00:07.360 --> 00:00:12.700]  父親節的禮拜天,有沒有收過你子女給你的禮物呢?
[00:00:12.700 --> 00:00:16.280]  我記得我兒子有一次在讀大學的時候
[00:00:16.280 --> 00:00:21.680]  開了兩小時車,連夜回來給我做早餐
[00:00:21.680 --> 00:00:26.800]  然後驚喜,誰知爸爸不在家,去了港島
[00:00:26.800 --> 00:00:30.780]  一個很難得的經驗,我最近跟他講的時候
[00:00:30.780 --> 00:00:33.740]  我非常感謝,雖然我吃不到你為我做的早餐
[00:00:33.740 --> 00:00:36.600]  一早四點起床,開車回來家裡
[00:00:36.600 --> 00:00:39.320]  但是我非常感謝
[00:00:39.320 --> 00:00:42.820]  我們應該學習怎樣去多謝我們的父親
[00:00:42.820 --> 00:00:44.820]  有沒有想過買什麼禮物給父親呢?
[00:00:44.820 --> 00:00:47.520]  如果我們在座,你的父親還在
[00:00:47.520 --> 00:00:51.160]  有沒有想過買這個呢?
[00:00:51.160 --> 00:00:54.640]  這個,還沒出來
[00:00:54.640 --> 00:00:59.640]  這個是什麼來的,這個是去年出的
[00:00:59.640 --> 00:01:04.600]  現在開始量產了,是你的Human Rights Companion
[00:01:04.600 --> 00:01:07.600]  即是說可以陪伴你的
[00:01:07.600 --> 00:01:11.040]  你會發覺這個叫做Area
[00:01:11.040 --> 00:01:14.080]  我看到這件事的時候,我心裡想過
[00:01:14.080 --> 00:01:16.360]  現在一個趨勢是什麼呢?
[00:01:16.360 --> 00:01:22.380]  以後單身一族,或者年老孤寡、一個人住的長輩
[00:01:22.380 --> 00:01:25.720]  以後就有人形的機器人相伴
[00:01:25.720 --> 00:01:28.120]  男的也有,女的也有
[00:01:28.120 --> 00:01:29.920]  那媽媽做家務呢?
[00:01:29.920 --> 00:01:32.720]  媽媽做家務呢,現在有AI機器人幫忙
[00:01:32.720 --> 00:01:35.440]  我看看下一張
[00:01:35.440 --> 00:01:38.240]  AI機器人,下一張
[00:01:38.240 --> 00:01:41.160]  OK,幫你吸塵、打掃
[00:01:41.160 --> 00:01:47.200]  還有,連做飯煮菜都可以
[00:01:47.200 --> 00:01:51.600]  這個是Leon Musk的機器人
[00:01:51.600 --> 00:01:55.920]  不但如此,甚至連照顧嬰孩
[00:01:55.920 --> 00:01:58.960]  都可以請AI幫忙
[00:01:58.960 --> 00:02:04.040]  下一張,再下一張
[00:02:04.040 --> 00:02:06.960]  以後我相信教會不用請Babysitter了
[00:02:06.960 --> 00:02:12.080]  買兩個AI機器人回來就搞定
[00:02:12.080 --> 00:02:17.960]  現在出街,我最近才坐Pastor黃靖
[00:02:17.960 --> 00:02:20.200]  他租了一輛Tesla
[00:02:20.200 --> 00:02:21.900]  他載我去Tracy
[00:02:21.900 --> 00:02:24.280]  我們一起聊天,聊了一個多小時
[00:02:24.280 --> 00:02:26.480]  車就自動開到Tracy了
[00:02:26.480 --> 00:02:33.320]  出街,有自動控制的車去代步
[00:02:33.320 --> 00:02:37.120]  可能有一天,到了一個時間
[00:02:37.120 --> 00:02:42.000]  只要我們有錢的話,我們可以完全躺平
[00:02:42.000 --> 00:02:44.720]  什麼都叫AI機器人幫我們做
[00:02:44.720 --> 00:02:47.680]  我們什麼都不用做
[00:02:47.680 --> 00:02:50.480]  但不知道大家有沒有想過
[00:02:50.480 --> 00:02:53.440]  AI機器人襲地球這個日子
[00:02:53.440 --> 00:02:56.120]  侵襲地球,充滿了地球
[00:02:56.120 --> 00:02:59.640]  我們想不想過這樣的日子呢
[00:02:59.640 --> 00:03:02.520]  全部都是AI機器人在我們身邊
[00:03:02.520 --> 00:03:05.320]  可能變成了生人勿近
[00:03:05.320 --> 00:03:08.120]  其實呢,我要做一點研究
[00:03:08.120 --> 00:03:12.960]  早在1950年,科幻小說家Isaac Asmore
[00:03:12.960 --> 00:03:15.040]  不知道大家熟不熟悉這個人
[00:03:15.040 --> 00:03:21.480]  其實他已經開始探討人和人工智能
[00:03:21.480 --> 00:03:26.480]  AI互動裡面所產生的倫理道德問題
[00:03:26.480 --> 00:03:31.400]  以及它對人類未來造成的影響
[00:03:31.400 --> 00:03:34.240]  1950年代,都很先進
[00:03:34.240 --> 00:03:36.440]  到了2004年的時候
[00:03:36.440 --> 00:03:39.640]  這個背景不知道大家記不記得是什麼
[00:03:39.640 --> 00:03:41.640]  2004年的時候
[00:03:41.640 --> 00:03:45.800]  人們就將他的小說改編成一個電影
[00:03:45.800 --> 00:03:47.520]  搬上大銀幕
[00:03:47.520 --> 00:03:49.520]  這套電影叫什麼名字
[00:03:49.520 --> 00:03:51.520]  是Will Smith主演的
[00:03:51.520 --> 00:03:55.760]  I Robot,我機器人
[00:03:55.760 --> 00:03:58.560]  電影的背景真的很先進
[00:03:58.560 --> 00:04:02.600]  說到2035年
[00:04:02.600 --> 00:04:09.040]  地球上很多工作都被人工機器人AI取代了
[00:04:09.040 --> 00:04:15.600]  Will Smith是一個偵探,被邀請去調查一個
[00:04:15.600 --> 00:04:22.000]  人工機器人設計師自殺身亡的一個案件
[00:04:22.000 --> 00:04:24.520]  後來發現出了什麼問題
[00:04:24.520 --> 00:04:28.440]  原來公司的中央人工智能中樞
[00:04:28.440 --> 00:04:32.120]  叫做Virtual Interactive Kinetic Intelligence
[00:04:32.120 --> 00:04:36.360]  很複雜,簡單叫做VIKI
[00:04:36.360 --> 00:04:39.960]  出了問題,人工智能中樞出了問題
[00:04:39.960 --> 00:04:41.400]  出了什麼問題呢
[00:04:41.400 --> 00:04:45.960]  他說本來機器人做出來的人
[00:04:45.960 --> 00:04:48.600]  是用來服侍人,幫助人工作的
[00:04:48.600 --> 00:04:52.600]  但是VIKI在進化的解讀當中
[00:04:52.600 --> 00:04:58.040]  扭曲了機器人要遵守的三大定律
[00:04:58.040 --> 00:05:00.120]  那是什麼就不說了
[00:05:00.120 --> 00:05:02.200]  就確認了一件事,是什麼呢
[00:05:02.200 --> 00:05:05.920]  人類最大的威脅是什麼
[00:05:05.920 --> 00:05:07.800]  就是人自己
[00:05:07.800 --> 00:05:09.800]  人最大威脅就是人自己
[00:05:09.800 --> 00:05:12.480]  如果不介意控制的話
[00:05:12.480 --> 00:05:16.960]  最終就會導致人類自我毀滅
[00:05:16.960 --> 00:05:21.040]  於是VIKI為了保護人類的緣故
[00:05:21.040 --> 00:05:27.040]  重新編寫了AI機器人NS5
[00:05:27.040 --> 00:05:28.880]  這個電腦的程式
[00:05:28.880 --> 00:05:33.320]  要它監管控制人類的自由
[00:05:33.320 --> 00:05:38.880]  以免人類走上一個自我滅亡的道路
[00:05:38.880 --> 00:05:41.160]  這就是一個電影故事
[00:05:41.160 --> 00:05:44.960]  這是科幻小說的劇情
[00:05:44.960 --> 00:05:47.320]  但是我們想不到到了今天
[00:05:47.320 --> 00:05:48.400]  今天是什麼時代
[00:05:48.400 --> 00:05:49.760]  我們叫做AI時代
[00:05:49.760 --> 00:05:53.600]  人工機器人開始量產了
[00:05:53.600 --> 00:05:55.520]  剛才說的那個Area
[00:05:55.520 --> 00:05:57.920]  其實也是2萬多塊就搞定了
[00:05:57.920 --> 00:06:03.440]  打一下不用2萬就可以買一個回家了
[00:06:03.440 --> 00:06:07.960]  在我們被這個趨勢
[00:06:07.960 --> 00:06:13.160]  智能發展的影響下
[00:06:13.160 --> 00:06:16.040]  不知道我們有沒有想過
[00:06:16.040 --> 00:06:18.480]  這個發展的趨勢對我們基督徒
[00:06:18.480 --> 00:06:20.880]  跟隨耶穌基督的未來
[00:06:20.880 --> 00:06:23.080]  會帶來什麼影響呢
[00:06:23.080 --> 00:06:24.480]  或者我們說得好一點
[00:06:24.480 --> 00:06:26.480]  會給我們什麼鼓勵
[00:06:26.480 --> 00:06:30.160]  或者會給我們什麼提醒呢
[00:06:30.160 --> 00:06:31.760]  今天我跟大家分享幾件事
[00:06:31.760 --> 00:06:34.440]  首先第一件事我們不要忘記
[00:06:34.440 --> 00:06:36.520]  或者我們要知道
[00:06:36.520 --> 00:06:38.760]  AI人工機器人
[00:06:38.760 --> 00:06:40.920]  即是智能機器人
[00:06:40.920 --> 00:06:45.080]  有一個終極的弱點
[00:06:45.080 --> 00:06:47.440]  大家猜猜這是什麼
[00:06:47.440 --> 00:06:50.240]  AI機器人終極的弱點
[00:06:50.240 --> 00:06:52.680]  從我的角度來看
[00:06:52.680 --> 00:06:58.720]  他們是被不完美的人創造出來的
[00:06:58.720 --> 00:06:59.920]  我再說一次
[00:06:59.920 --> 00:07:01.160]  這些AI機器人
[00:07:01.160 --> 00:07:02.080]  人工智能
[00:07:02.080 --> 00:07:06.200]  是被不完美的人創造出來的
[00:07:06.200 --> 00:07:07.920]  所以AI機器人裏面
[00:07:07.920 --> 00:07:09.640]  我上次也說過
[00:07:09.640 --> 00:07:12.760]  他們的資料庫裏面有很多不同的數據
[00:07:12.760 --> 00:07:14.360]  很多不同推算的方法
[00:07:14.360 --> 00:07:16.040]  都是人放進去的
[00:07:16.040 --> 00:07:17.600]  當是人放進去的時候
[00:07:17.600 --> 00:07:23.160]  就包含了人所有的偏差、誤判
[00:07:23.160 --> 00:07:24.440]  從基督徒裏面來看
[00:07:24.440 --> 00:07:27.240]  甚至是有罪性的
[00:07:27.240 --> 00:07:30.200]  因為AI機器人的演算方法
[00:07:30.200 --> 00:07:32.000]  就是透過分析大數據
[00:07:32.000 --> 00:07:33.520]  一大堆的進去
[00:07:33.520 --> 00:07:35.240]  從歷史到現在
[00:07:35.240 --> 00:07:37.880]  收集了很多的資料放在裏面
[00:07:37.880 --> 00:07:40.280]  如果在歷史數據裏面來說
[00:07:40.280 --> 00:07:43.800]  就是包含了人過去的偏見、歧視
[00:07:43.800 --> 00:07:47.880]  譬如很簡單,以前我在香港投標做事
[00:07:47.880 --> 00:07:49.480]  是有潛規則的
[00:07:49.480 --> 00:07:50.480]  買房買屋
[00:07:50.480 --> 00:07:51.520]  如果你認識到人
[00:07:51.520 --> 00:07:53.320]  又會好一點的
[00:07:53.320 --> 00:07:57.960]  所以無論在招聘、住屋、貸款、投標工程上
[00:07:57.960 --> 00:08:01.400]  那些歧視和潛規則
[00:08:01.400 --> 00:08:04.400]  AI機器人去學
[00:08:04.400 --> 00:08:05.120]  怎樣去學
[00:08:05.120 --> 00:08:07.240]  可能當成是一個規矩
[00:08:07.240 --> 00:08:10.600]  是一個正當的方法去做
[00:08:10.600 --> 00:08:13.040]  所以如果你問他一些問題的時候
[00:08:13.040 --> 00:08:17.400]  可能AI機器人給你的答案
[00:08:17.400 --> 00:08:20.600]  就會包含了這些偏差在裏面
[00:08:20.600 --> 00:08:25.320]  將那個歧視、偏見甚至是不公義
[00:08:25.320 --> 00:08:27.440]  就自動化了
[00:08:27.440 --> 00:08:29.120]  我不知道大家聽得明白多少
[00:08:29.120 --> 00:08:31.920]  不過我盡量幫大家去了解一下
[00:08:31.920 --> 00:08:33.280]  這個可不可能的
[00:08:33.280 --> 00:08:35.160]  有可能的
[00:08:35.160 --> 00:08:37.320]  我相信其實
[00:08:37.320 --> 00:08:40.120]  我們在座大家都是成年人
[00:08:40.120 --> 00:08:42.880]  特別我們今天坐在這裏的弟兄姊妹
[00:08:42.880 --> 00:08:45.360]  我相信我們都不會否認
[00:08:45.360 --> 00:08:47.320]  人是很軟弱的
[00:08:47.320 --> 00:08:50.240]  我最近在口裏經常掛念人性的弱點
[00:08:50.240 --> 00:08:52.560]  因為見到太多人性的弱點
[00:08:52.560 --> 00:08:54.040]  我們人真是很軟弱的
[00:08:54.040 --> 00:08:56.840]  很多事情真是很不濟
[00:08:56.840 --> 00:09:01.080]  有時候我們連自己都不喜歡
[00:09:01.080 --> 00:09:05.160]  自己現在還有的一定缺點
[00:09:05.160 --> 00:09:08.760]  而聖經是更加清楚的告訴我們知道
[00:09:08.760 --> 00:09:09.360]  什麼東西呢
[00:09:09.360 --> 00:09:12.280]  羅馬書第三章大家已經很熟悉了
[00:09:12.280 --> 00:09:14.680]  沒有二人
[00:09:14.680 --> 00:09:15.880]  聖經說
[00:09:15.880 --> 00:09:18.520]  沒有二人連一個也沒有
[00:09:18.520 --> 00:09:20.760]  沒有明智的
[00:09:20.760 --> 00:09:23.240]  也沒有尋求上帝的
[00:09:23.240 --> 00:09:26.480]  每個人是人人都是背離了上帝
[00:09:26.480 --> 00:09:28.480]  一起進入祈禱
[00:09:28.480 --> 00:09:32.240]  沒有行善的連一個也沒有
[00:09:32.240 --> 00:09:34.640]  這兩三個聖經我相信大家不陌生的
[00:09:34.640 --> 00:09:36.160]  大家都聽過
[00:09:36.160 --> 00:09:39.560]  對我們來說到底有什麼意義
[00:09:39.560 --> 00:09:42.200]  或者我們心裏面可能有人會這樣想
[00:09:42.200 --> 00:09:43.960]  我們身邊有很多朋友
[00:09:43.960 --> 00:09:45.720]  他們心地良善
[00:09:45.720 --> 00:09:46.640]  熱心公益
[00:09:46.640 --> 00:09:47.960]  雖然不信耶穌
[00:09:47.960 --> 00:09:50.280]  他們是好人
[00:09:50.280 --> 00:09:53.400]  最低限度他們比那些自私自利
[00:09:53.400 --> 00:09:55.080]  選人利己
[00:09:55.080 --> 00:10:00.240]  甚至是犯法做壞事的人好很多
[00:10:00.240 --> 00:10:00.960]  沒錯的
[00:10:00.960 --> 00:10:03.960]  大家的觀察是沒錯的
[00:10:03.960 --> 00:10:07.200]  但是這些人的好
[00:10:07.200 --> 00:10:08.960]  這些人的善
[00:10:08.960 --> 00:10:10.840]  是相對的好
[00:10:10.840 --> 00:10:13.480]  是相對的善
[00:10:13.480 --> 00:10:17.440]  人就算是做了很多善事
[00:10:17.440 --> 00:10:20.000]  動機很多時候
[00:10:20.000 --> 00:10:25.760]  都是夾著一些不是很純正的心思
[00:10:25.760 --> 00:10:28.480]  比如你雖然認同你是一個好人
[00:10:28.480 --> 00:10:29.560]  好人就做這些事
[00:10:29.560 --> 00:10:30.840]  好人做好事
[00:10:30.840 --> 00:10:32.720]  我們獲得人的認同
[00:10:32.720 --> 00:10:34.120]  我們希望怎樣
[00:10:34.120 --> 00:10:35.240]  好心有好報
[00:10:35.240 --> 00:10:37.480]  做好事天比佑
[00:10:37.480 --> 00:10:38.960]  道德上的優越感
[00:10:38.960 --> 00:10:41.080]  我是一個正人君子
[00:10:41.080 --> 00:10:43.480]  而且我見到有人有需要我去幫
[00:10:43.480 --> 00:10:47.280]  還有些人是怕被人罰
[00:10:47.280 --> 00:10:49.440]  或者以前那些犯毒的人
[00:10:49.440 --> 00:10:50.840]  犯完毒之後賺了很多錢
[00:10:50.840 --> 00:10:53.120]  他又捐很多錢給慈善機構
[00:10:53.120 --> 00:10:53.760]  怎樣?
[00:10:53.760 --> 00:10:56.040]  他知道自己不好
[00:10:56.040 --> 00:10:57.080]  贖罪
[00:10:57.080 --> 00:10:59.720]  自己和自己贖罪
[00:10:59.720 --> 00:11:01.640]  我隨口說一些例子
[00:11:01.640 --> 00:11:03.680]  很多時候我們做好事
[00:11:03.680 --> 00:11:05.240]  問心講句
[00:11:05.240 --> 00:11:08.440]  很多時候多多少少
[00:11:08.440 --> 00:11:10.680]  有些不是很純正的心思在當中
[00:11:10.680 --> 00:11:15.440]  我不是想否定人類行善的社會價值
[00:11:15.440 --> 00:11:16.920]  這不是我想說的話
[00:11:16.920 --> 00:11:19.320]  我想是指出甚麼呢
[00:11:19.320 --> 00:11:22.200]  沒有任何一個人的善行
[00:11:22.200 --> 00:11:24.360]  是能夠完全純粹
[00:11:24.360 --> 00:11:26.320]  到完全不自私
[00:11:26.320 --> 00:11:29.000]  完全只是為了幫助人
[00:11:29.000 --> 00:11:30.720]  或者對我的基督徒來說
[00:11:30.720 --> 00:11:34.080]  是為了要榮耀上帝
[00:11:34.080 --> 00:11:39.600]  我發覺今天我們人
[00:11:39.600 --> 00:11:42.080]  其中一個最大的問題是甚麼呢
[00:11:42.080 --> 00:11:44.800]  就是故意不去理會神
[00:11:44.800 --> 00:11:46.080]  包括基督徒在內
[00:11:46.080 --> 00:11:47.080]  雖然我們信得主
[00:11:47.080 --> 00:11:48.400]  沒事我都不去找神
[00:11:48.400 --> 00:11:49.840]  我都講過
[00:11:49.840 --> 00:11:51.680]  不信耶穌的人
[00:11:51.680 --> 00:11:53.160]  故意不去理會神
[00:11:53.160 --> 00:11:58.280]  很少會主動去尋求認識神
[00:11:58.280 --> 00:12:00.160]  這就是為何聖經裏面說
[00:12:00.160 --> 00:12:02.400]  人都是背離上帝
