
[00:00:00.000 --> 00:00:03.000]  請你一層去擁抱整個華語,我們一齊去祈禱
[00:00:03.000 --> 00:00:11.000]  天上上帝,我們多謝祢讓我們有祢的華語
[00:00:11.000 --> 00:00:14.000]  我們知道祢的華語是寶貴的
[00:00:14.000 --> 00:00:19.000]  就願我們全一個感恩的心都將祢的華語藏在心裏面
[00:00:19.000 --> 00:00:22.000]  叫我們學習怎樣去跟隨祢的華語
[00:00:22.000 --> 00:00:25.000]  成為一個合乎祢心意的門徒
[00:00:25.000 --> 00:00:27.000]  成為一個合乎祢心意的教會
[00:00:27.000 --> 00:00:30.000]  我們將以下時間恭敬交上
[00:00:30.000 --> 00:00:32.000]  求祢帶領親自向我們講說話
[00:00:32.000 --> 00:00:35.000]  觸動我們的心靈,改變我們的生命
[00:00:35.000 --> 00:00:39.000]  聽我們的祈禱奉靠耶穌基督得逞的明智祈求
[00:00:39.000 --> 00:00:40.000]  阿們
[00:00:40.000 --> 00:00:44.000]  不知道你知不知道,我也有很多面懵的故事
[00:00:44.000 --> 00:00:49.000]  我讀大學的時候就在美國讀書
[00:00:49.000 --> 00:00:53.000]  自己去到美國讀書的時候,人生路不熟
[00:00:53.000 --> 00:00:57.000]  也不太懂得人情世故的年輕人
[00:00:57.000 --> 00:01:02.000]  也對於當地的語言,英文不是說得最熟
[00:01:02.000 --> 00:01:04.000]  對於文化也不是很了解
[00:01:04.000 --> 00:01:07.000]  所以也有很多面懵懵的經驗
[00:01:07.000 --> 00:01:12.000]  話說我那時候在讀一班英文班
[00:01:12.000 --> 00:01:14.000]  要我們分組去辯論
[00:01:14.000 --> 00:01:19.000]  我其中一個組員就邀請我去他家裡去聊聊我們的辯題
[00:01:19.000 --> 00:01:23.000]  我也覺得他那麼有心邀請我,那好吧,去他家裡吃飯
[00:01:23.000 --> 00:01:28.000]  我自己沒有車,我就跟著他車回到他家裡
[00:01:28.000 --> 00:01:34.000]  他說今晚就吃漢堡包,好啊
[00:01:34.000 --> 00:01:38.000]  聊著聊著,他媽媽就預備了,就拿了食物上來
[00:01:38.000 --> 00:01:43.000]  一放下我就看見一塊烘得很漂亮的麵包
[00:01:43.000 --> 00:01:46.000]  底面也烘得脆脆的,也放了很多菜
[00:01:46.000 --> 00:01:55.000]  但我說沒有漢堡扒,吃漢堡包不是有扒嗎?
[00:01:55.000 --> 00:01:58.000]  但他說漢堡包沒有漢堡包,那不就是沒有漢堡包嗎?
[00:01:58.000 --> 00:02:01.000]  那是怎麼回事呢?
[00:02:01.000 --> 00:02:04.000]  我放在那裡,他就停了,他沒有再拿東西上來
[00:02:04.000 --> 00:02:06.000]  那是不是真的沒有呢?
[00:02:06.000 --> 00:02:10.000]  他們就定了格,準備開餐
[00:02:10.000 --> 00:02:19.000]  那我要借飯了,謝謝你放食物上來,那我就借飯
[00:02:19.000 --> 00:02:23.000]  我一倒下來借飯的時候,他媽媽就在笑
[00:02:23.000 --> 00:02:27.000]  她是不是不吃漢堡扒呢?
[00:02:27.000 --> 00:02:30.000]  我還沒有把漢堡扒拿出來,他們就已經決定了
[00:02:30.000 --> 00:02:34.000]  原來他正在煎,剛剛才拿出來
[00:02:34.000 --> 00:02:37.000]  你分階段上菜的嗎?
[00:02:37.000 --> 00:02:45.000]  還蠻傻的,我以為我做見證,借飯祈禱
[00:02:45.000 --> 00:02:49.000]  誰知道我被人見證了做面懵懵的中國人
[00:02:49.000 --> 00:02:53.000]  但那個經歷也給我挺深的體會
[00:02:53.000 --> 00:02:59.000]  當我看到兩塊烘得很漂亮的麵包和放了很多菜
[00:02:59.000 --> 00:03:01.000]  因為有很多菜,所以是夠吃的
[00:03:01.000 --> 00:03:05.000]  那會不會就是沒有那塊肉呢?
[00:03:05.000 --> 00:03:12.000]  半卦說就是我看到我眼前很好的麵包,很好的菜
[00:03:12.000 --> 00:03:15.000]  但因為這個很好的麵包和很好的菜
[00:03:15.000 --> 00:03:19.000]  令我看不到更好的那塊扒快要出來了
[00:03:19.000 --> 00:03:22.000]  弟兄姊妹,在我們的生命裡面
[00:03:22.000 --> 00:03:26.000]  我們會不會看到一些很好的東西
[00:03:26.000 --> 00:03:29.000]  也拿著一些很好的東西
[00:03:29.000 --> 00:03:34.000]  但是就令我們看不到更好的東西呢?
[00:03:34.000 --> 00:03:41.000]  我想給大家反思一下我們作為窩福堂的信徒
[00:03:41.000 --> 00:03:44.000]  窩福有很多很好的東西
[00:03:44.000 --> 00:03:46.000]  我們今年慶祝四十週年
[00:03:46.000 --> 00:03:50.000]  四十週年裡面我們建立了很多不同的事工
[00:03:50.000 --> 00:03:54.000]  我們也建立了很多很好的傳統
[00:03:54.000 --> 00:03:58.000]  我們做的事情,這些都是好的
[00:03:58.000 --> 00:04:03.000]  但是我們會不會因為這些就看不到更好的呢?
[00:04:03.000 --> 00:04:09.000]  如果我們被我們固有的教會傳統框住了我們
[00:04:09.000 --> 00:04:14.000]  我們看不到怎樣成為一個更好的教會的時候
[00:04:14.000 --> 00:04:18.000]  那麼這個好的東西會不會變成不好的呢?
[00:04:18.000 --> 00:04:22.000]  我們會不會被麵包和菜遮住了
