
[00:00:00.000 --> 00:00:03.500]  創世紀一至十一章是最吸引人的情節
[00:00:03.500 --> 00:00:06.000]  其中一個除了羅亞方舟之外
[00:00:06.000 --> 00:00:08.000]  就是芭比塔的故事
[00:00:08.000 --> 00:00:11.000]  我們先讀讀這段經文只是九節長
[00:00:11.000 --> 00:00:13.500]  創世紀十一章一節開始
[00:00:13.500 --> 00:00:16.500]  那時全世界只有一種語言
[00:00:16.500 --> 00:00:18.500]  大家說同樣的話語
[00:00:18.500 --> 00:00:20.500]  他們向東遷移的時候
[00:00:20.500 --> 00:00:23.500]  在士拿地發現一塊平原
[00:00:23.500 --> 00:00:24.500]  就住在那裡
[00:00:24.500 --> 00:00:25.500]  他們彼此說
[00:00:25.500 --> 00:00:29.000]  來,我們造磚,把磚燒透吧
[00:00:29.000 --> 00:00:31.500]  他們就把磚當作石頭
[00:00:31.500 --> 00:00:33.500]  然後用石漆當作灰泥
[00:00:33.500 --> 00:00:36.500]  他們又說來,我們建一座城,造一座塔
[00:00:36.500 --> 00:00:38.000]  塔頂要通天
[00:00:38.000 --> 00:00:40.000]  我們要為自己立名
[00:00:40.000 --> 00:00:42.500]  免得分散在全地上
[00:00:42.500 --> 00:00:45.500]  又說下來看看世人建造的城和塔
[00:00:45.500 --> 00:00:48.500]  又說看他們同是一個民族
[00:00:48.500 --> 00:00:49.500]  有一樣的語言
[00:00:49.500 --> 00:00:51.500]  他們一開始就作者事
[00:00:51.500 --> 00:00:53.500]  以後他們所做的一切
[00:00:53.500 --> 00:00:55.500]  就沒有可以攔阻他們的了
[00:00:55.500 --> 00:00:59.500]  來,我們下去在那裡混亂他們的語言
[00:00:59.500 --> 00:01:01.500]  使他們聽不懂對方的話
[00:01:01.500 --> 00:01:05.500]  於是耶和華把他們在那裡分散在全地上
[00:01:05.500 --> 00:01:08.500]  他們就停止建造那城
[00:01:08.500 --> 00:01:11.500]  因此那城的名就叫巴別
[00:01:11.500 --> 00:01:13.500]  因為耶和華在那裡混亂了
[00:01:13.500 --> 00:01:15.500]  全地所有人的語言
[00:01:15.500 --> 00:01:18.500]  又從那裡把他們分散在全地上
[00:01:18.500 --> 00:01:21.500]  一個很吸引、令人聯想的故事
[00:01:21.500 --> 00:01:24.000]  你可能看過一些類似的藝術作品
[00:01:24.000 --> 00:01:26.500]  是跟巴別塔有關的
[00:01:26.500 --> 00:01:28.500]  這些巴別塔的畫像
[00:01:28.500 --> 00:01:31.000]  都是表達不同的時代
[00:01:31.000 --> 00:01:34.500]  那個畫家或者那個背景的想像
[00:01:34.500 --> 00:01:36.000]  這些塔是圓形的
[00:01:36.000 --> 00:01:38.500]  帶著很多歐洲的風味
[00:01:38.500 --> 00:01:40.500]  但是聖經的巴別塔到底是怎樣的呢?
[00:01:40.500 --> 00:01:42.500]  聖經當然不是直接寫給我們的
[00:01:42.500 --> 00:01:45.500]  而是寫給當時神的子民
[00:01:45.500 --> 00:01:49.500]  但是聖經卻是為歷世歷代的神的子民
[00:01:49.500 --> 00:01:51.500]  包括你和我而寫的
[00:01:51.500 --> 00:01:54.000]  所以聖經不是寫給我們
[00:01:54.000 --> 00:01:56.000]  而是寫給我們
[00:01:56.000 --> 00:01:59.500]  所以我們第一步要去明白當時古近東的世界
[00:01:59.500 --> 00:02:02.500]  去問問這個巴別塔在當時的世界是什麼意思
[00:02:02.500 --> 00:02:04.000]  歡迎你跟我們往上走
[00:02:04.000 --> 00:02:05.500]  我們進入聖經的世界
[00:02:22.500 --> 00:02:24.500]  我們看這個巴別塔的故事的時候
[00:02:24.500 --> 00:02:26.500]  首先梳理一些基本的問題
[00:02:26.500 --> 00:02:30.500]  就是會不會這個故事就是很硬性的
[00:02:30.500 --> 00:02:34.500]  去告訴我們人類的歷史百科全書
[00:02:34.500 --> 00:02:36.500]  是不是去到提出
[00:02:36.500 --> 00:02:39.500]  告訴我們人類歷史百科全書
[00:02:39.500 --> 00:02:41.500]  是否是一個歷史的一部分
[00:02:41.500 --> 00:02:43.500]  或者是一個歷史的一部分
[00:02:43.500 --> 00:02:45.500]  或者是一個歷史的一部分
[00:02:45.500 --> 00:02:47.500]  或者是一個歷史的一部分
[00:02:47.500 --> 00:02:49.500]  或者是一個歷史的一部分
[00:02:49.500 --> 00:02:52.500]  告訴我們人類萬國的語言
[00:02:52.500 --> 00:02:54.500]  真正的歷史
[00:02:54.500 --> 00:02:56.500]  linguistic history是什麼
[00:02:56.500 --> 00:02:58.500]  如果看上下文的話
[00:02:58.500 --> 00:03:00.500]  似乎不是這麼簡單
[00:03:00.500 --> 00:03:01.500]  為什麼呢
[00:03:01.500 --> 00:03:04.500]  因為上文第十章創世紀
[00:03:04.500 --> 00:03:06.500]  講到羅亞的家譜的時候
[00:03:06.500 --> 00:03:08.500]  羅亞有三個兒子閃含雅弗
[00:03:08.500 --> 00:03:10.500]  講到他們後代的時候怎麼講呢
[00:03:10.500 --> 00:03:11.500]  十章第五節
[00:03:11.500 --> 00:03:14.500]  他說雅弗的後代散佈各地
[00:03:14.500 --> 00:03:17.500]  各人隨著自己的方言
[00:03:17.500 --> 00:03:19.500]  自己的語言
[00:03:19.500 --> 00:03:20.500]  住在自己的地方
[00:03:20.500 --> 00:03:22.500]  二十節講到含的子孫
[00:03:22.500 --> 00:03:24.500]  也是按照自己宗族方言
[00:03:24.500 --> 00:03:25.500]  住在自己的地方
[00:03:25.500 --> 00:03:28.500]  三十一節閃的後裔
[00:03:28.500 --> 00:03:30.500]  也是按照自己的方言
[00:03:30.500 --> 00:03:32.500]  所以到第十一章的時候
[00:03:32.500 --> 00:03:35.500]  突然間又說全世界都有同一個的語言
[00:03:35.500 --> 00:03:39.500]  其實時序是不對的
[00:03:39.500 --> 00:03:41.500]  因為聖經的作者
[00:03:41.500 --> 00:03:44.500]  不是真的硬性地寫一個chronological order
[00:03:44.500 --> 00:03:47.500]  他是寫一些主題的東西
[00:03:47.500 --> 00:03:48.500]  我們講過
[00:03:48.500 --> 00:03:50.500]  創世紀一至到十一章
[00:03:50.500 --> 00:03:51.500]  是一種起源史
[00:03:51.500 --> 00:03:54.500]  在當時近東的文化裡面
[00:03:54.500 --> 00:03:55.500]  經常會有的
[00:03:55.500 --> 00:04:01.500]  他著眼的不是寫一個人類的百科全書發展史
[00:04:01.500 --> 00:04:03.500]  而是教導一個世界觀
[00:04:03.500 --> 00:04:04.500]  一個world view
[00:04:04.500 --> 00:04:05.500]  是告訴我們
[00:04:05.500 --> 00:04:08.500]  神、人、世界應該有什麼關係
[00:04:08.500 --> 00:04:11.500]  告訴我們怎麼看世情
[00:04:11.500 --> 00:04:13.500]  巴別塔這個故事
[00:04:13.500 --> 00:04:15.500]  所出現的地方在哪裡
[00:04:15.500 --> 00:04:16.500]  十一章第一節
[00:04:16.500 --> 00:04:19.500]  他說全世界有同一個語言
[00:04:19.500 --> 00:04:22.500]  有同樣的華語
[00:04:22.500 --> 00:04:23.500]  他們向東遷移
[00:04:23.500 --> 00:04:25.500]  這裡記得spiritual geography
[00:04:25.500 --> 00:04:27.500]  凡是向東在頭十一章
[00:04:27.500 --> 00:04:29.500]  都不是好東西
[00:04:29.500 --> 00:04:30.500]  去到一個地方叫做士那地
[00:04:30.500 --> 00:04:32.500]  在那裡平原居住
[00:04:32.500 --> 00:04:34.500]  士那China
[00:04:34.500 --> 00:04:39.500]  指當時近東文獻的蘇美爾這個地方
[00:04:39.500 --> 00:04:41.500]  就在美索不達米亞南邊
[00:04:41.500 --> 00:04:44.500]  現在伊拉克南邊一帶的平原
[00:04:44.500 --> 00:04:49.500]  在平原上有不少廟塔的遺跡
[00:04:49.500 --> 00:04:53.500]  起碼現在發掘出來的有25個
[00:04:53.500 --> 00:04:55.500]  在平原上最壯觀最顯耀的
[00:04:55.500 --> 00:04:59.500]  就是這些廟塔
[00:04:59.500 --> 00:05:02.500]  當時人稱為Saccharide
[00:05:02.500 --> 00:05:07.500]  其實是Akkademan Akkadian Sakharu的意思
[00:05:07.500 --> 00:05:11.500]  就是向上建造to build high
[00:05:11.500 --> 00:05:14.500]  他建造這些廟塔的時候
[00:05:14.500 --> 00:05:16.500]  那時候廟塔下面旁邊
[00:05:16.500 --> 00:05:18.500]  就會有聖殿神廟
[00:05:18.500 --> 00:05:21.500]  也是一個城市的中心
[00:05:21.500 --> 00:05:23.500]  所以為什麼這個故事去交代的時候
[00:05:23.500 --> 00:05:25.500]  就是有這樣的背景
[00:05:25.500 --> 00:05:29.500]  城市廟塔全部一起說
[00:05:29.500 --> 00:05:35.500]  這些廟塔不是讓人上去聚集的
[00:05:35.500 --> 00:05:38.500]  人不會花很多時間在上面
[00:05:38.500 --> 00:05:41.500]  因為這個塔不是為人而建造的
[00:05:41.500 --> 00:05:45.500]  是神逗留和神居住的地方
[00:05:45.500 --> 00:05:48.500]  所以每個城市都有自己的主堡的神明
[00:05:48.500 --> 00:05:50.500]  這個地方是他居住的
[00:05:50.500 --> 00:05:52.500]  不是人去的地方
[00:05:52.500 --> 00:05:58.500]  有時候那些祭司可能會上去廟塔打理一下
[00:05:58.500 --> 00:06:00.500]  因為這些Saccharide
[00:06:00.500 --> 00:06:02.500]  就是為神明而做的
[00:06:02.500 --> 00:06:05.500]  讓天上的神明可以下來
[00:06:05.500 --> 00:06:10.500]  可以說是一個很大的樓梯或者電梯
[00:06:10.500 --> 00:06:12.500]  象徵著一個聖山
[00:06:12.500 --> 00:06:14.500]  讓神明方便他下來
[00:06:14.500 --> 00:06:16.500]  然後他下來的時候
[00:06:16.500 --> 00:06:21.500]  他就可以在旁邊的廟那裡接受拜祭
[00:06:21.500 --> 00:06:24.500]  這些Saccharide的名字
[00:06:24.500 --> 00:06:26.500]  告訴我們到底那個建築物
[00:06:26.500 --> 00:06:28.500]  那個廟塔
[00:06:28.500 --> 00:06:30.500]  到底想做些什麼
[00:06:30.500 --> 00:06:32.500]  譬如在尼泊爾
[00:06:32.500 --> 00:06:34.500]  當時近東很大的宗教中心
[00:06:34.500 --> 00:06:39.500]  那個廟塔的名字叫做聖山之居宇
[00:06:39.500 --> 00:06:42.500]  就是House of the Mountain
[00:06:42.500 --> 00:06:43.500]  吾爾
[00:06:43.500 --> 00:06:45.500]  你記得阿伯拉罕就是吾爾出來
[00:06:45.500 --> 00:06:48.500]  這個地方的廟塔叫什麼呢
[00:06:48.500 --> 00:06:51.500]  就是Temple whose foundation creates aura
[00:06:51.500 --> 00:06:54.500]  就是創造光線
[00:06:54.500 --> 00:06:57.500]  創造光的基座的廟宇
[00:06:57.500 --> 00:07:00.500]  這個是一個很大的廟塔
[00:07:00.500 --> 00:07:04.500]  有60米乘45米那麼大
[00:07:04.500 --> 00:07:06.500]  高有30米那麼高
[00:07:06.500 --> 00:07:08.500]  所以有好幾層樓高
[00:07:08.500 --> 00:07:10.500]  當然在說到近東的時候
[00:07:10.500 --> 00:07:12.500]  這些廟塔最出名的就是巴比倫那個
[00:07:12.500 --> 00:07:17.500]  也是這個創世紀十一章故事所針對的
[00:07:17.500 --> 00:07:18.500]  它的名字是什麼呢
[00:07:18.500 --> 00:07:22.500]  就是天地基座的樓宇
[00:07:22.500 --> 00:07:26.500]  The House of the Foundation of Heaven and Earth
[00:07:26.500 --> 00:07:28.500]  因為美索不達米亞本身
[00:07:28.500 --> 00:07:32.500]  天然來說是沒有木材和很缺乏石頭的
[00:07:32.500 --> 00:07:35.500]  跟以色列巴勒斯坦地就不同了
[00:07:35.500 --> 00:07:37.500]  所以在南美索不達米亞
[00:07:37.500 --> 00:07:41.500]  一些龐大的建築物就要用泥磚來砌出來
[00:07:41.500 --> 00:07:44.500]  因為這一帶是比較潮濕的緣故
[00:07:44.500 --> 00:07:47.500]  所以一些重要的大的建築
[00:07:47.500 --> 00:07:50.500]  好像這些廟塔那麼高的時候
[00:07:50.500 --> 00:07:53.500]  這些泥磚就需要燒硬它
[00:07:53.500 --> 00:07:56.500]  然後有很多時候就加上這些堆積物
[00:07:56.500 --> 00:07:58.500]  這些瀝青
[00:07:58.500 --> 00:08:00.500]  以致可以防水
[00:08:00.500 --> 00:08:03.500]  這個故事如何去描述這些工程呢
[00:08:03.500 --> 00:08:04.500]  第三節
[00:08:04.500 --> 00:08:06.500]  他說他們彼此說
[00:08:06.500 --> 00:08:10.500]  我們要做磚把磚燒頭
[00:08:10.500 --> 00:08:13.500]  他們有把磚當作石頭
[00:08:13.500 --> 00:08:17.500]  有把石漆當作灰泥
[00:08:17.500 --> 00:08:19.500]  他們又說我們要建一座城
[00:08:19.500 --> 00:08:20.500]  做一座塔
[00:08:20.500 --> 00:08:21.500]  塔頂要通天
[00:08:21.500 --> 00:08:23.500]  為了自己來立名
[00:08:23.500 --> 00:08:25.500]  免得分散全地之上
[00:08:25.500 --> 00:08:27.500]  當時的人一聽的時候
