
[00:00:00.000 --> 00:00:04.340]  今天講到的題目是「美麗人生」
[00:00:04.340 --> 00:00:08.380]  但是問題是什麼才是美麗呢?
[00:00:08.380 --> 00:00:10.340]  美麗就是很主觀的
[00:00:10.340 --> 00:00:12.180]  大家的看法都不同的
[00:00:12.180 --> 00:00:13.840]  因人而異的
[00:00:13.840 --> 00:00:16.040]  並且隨著時間
[00:00:16.040 --> 00:00:17.580]  隨著地域
[00:00:17.580 --> 00:00:18.880]  隨著文化
[00:00:18.880 --> 00:00:20.500]  是可以很不同的
[00:00:20.500 --> 00:00:22.000]  我舉例
[00:00:22.000 --> 00:00:24.680]  古代埃及的美女究竟是怎樣的呢?
[00:00:24.680 --> 00:00:25.880]  不要大家看上去
[00:00:25.880 --> 00:00:30.600]  說髮飾很帥氣、有負離子電直
[00:00:30.600 --> 00:00:31.400]  不是的
[00:00:31.400 --> 00:00:35.140]  古代埃及的美女是先剃光頭髮
[00:00:35.140 --> 00:00:36.700]  然後戴上假髮
[00:00:36.700 --> 00:00:39.880]  現在我想男女都喜歡畫眼線
[00:00:39.880 --> 00:00:42.080]  他們是粗眼線
[00:00:42.080 --> 00:00:44.240]  所以離遠一定能看到她的眼睛
[00:00:44.240 --> 00:00:46.200]  那些就是美女
[00:00:46.200 --> 00:00:50.200]  好了 到了希臘羅馬時代
[00:00:50.200 --> 00:00:51.100]  美女是什麼呢?
[00:00:51.100 --> 00:00:52.400]  喜歡一字眉的
[00:00:52.400 --> 00:00:55.240]  看上去有沒有人頂著一字眉的呢?
[00:00:55.240 --> 00:00:56.240]  沒有
[00:00:56.240 --> 00:00:57.680]  那時候也是
[00:00:57.680 --> 00:00:59.740]  你覺得一字眉才是美女
[00:00:59.740 --> 00:01:00.740]  你又不是一字眉
[00:01:00.740 --> 00:01:01.880]  那是怎樣做的呢?
[00:01:01.880 --> 00:01:04.500]  那些人就剪一些小的皮草
[00:01:04.500 --> 00:01:06.300]  貼在眼眉之間
[00:01:06.300 --> 00:01:07.300]  是一字眉
[00:01:07.300 --> 00:01:08.780]  那就是美女了
[00:01:08.780 --> 00:01:12.580]  時代發展到了另一個國家
[00:01:12.580 --> 00:01:17.180]  日本的平安時代的美女是怎樣的呢?
[00:01:17.180 --> 00:01:20.600]  平安時代是公元八世紀、十二世紀
[00:01:20.600 --> 00:01:22.500]  當時的美女是怎樣的呢?
[00:01:22.500 --> 00:01:25.780]  是圓面、白皮膚
[00:01:25.780 --> 00:01:28.840]  明明你刷過牙都很白
[00:01:28.840 --> 00:01:30.500]  都刷黑了她
[00:01:30.500 --> 00:01:33.700]  還有明明有眼眉都剃掉了她
[00:01:33.700 --> 00:01:37.240]  接著在額頭頂上畫都有眼眉
[00:01:37.240 --> 00:01:38.000]  代表什麼呢?
[00:01:38.000 --> 00:01:39.940]  畫得越高代表越高貴
[00:01:39.940 --> 00:01:40.880]  弟兄姊妹
[00:01:40.880 --> 00:01:42.540]  你覺得美女是怎樣的呢?
[00:01:42.540 --> 00:01:44.140]  如果你娶一個太太
[00:01:44.140 --> 00:01:45.540]  是這樣的
[00:01:45.540 --> 00:01:47.540]  你自己說是不是美女
[00:01:47.540 --> 00:01:50.040]  因為標準不同
[00:01:50.040 --> 00:01:51.240]  這個是美女
[00:01:51.240 --> 00:01:52.540]  好了
[00:01:52.540 --> 00:01:54.940]  太北的美女是怎樣的呢?
[00:01:54.940 --> 00:01:57.140]  一定是頸很長的
[00:01:57.140 --> 00:01:59.540]  長頸就叫美女了
[00:01:59.540 --> 00:02:01.380]  有人說「O」了
[00:02:01.380 --> 00:02:02.840]  你試試這樣
[00:02:02.840 --> 00:02:05.240]  你撕不掉的圈不知道怎麼搞
[00:02:05.240 --> 00:02:06.800]  這個是美女
[00:02:06.800 --> 00:02:12.100]  好了 到了二十世紀二十年代的歐美
[00:02:12.100 --> 00:02:15.480]  那時候美女是瘦的
[00:02:15.480 --> 00:02:17.400]  slim 可能現在比較適合
[00:02:17.400 --> 00:02:19.240]  一定是slim 瘦的
[00:02:19.240 --> 00:02:21.940]  最好是很骨感 膨骨
[00:02:21.940 --> 00:02:23.840]  露出來就最漂亮了
[00:02:23.840 --> 00:02:24.480]  好了
[00:02:24.480 --> 00:02:26.480]  再過幾十年到了四五十年代
[00:02:26.480 --> 00:02:28.580]  因為瑪麗蓮夢露紅
[00:02:28.580 --> 00:02:31.480]  所以那時候美女就要肥肥的
[00:02:31.480 --> 00:02:33.180]  豐滿一點的身段
[00:02:33.180 --> 00:02:34.040]  真的很不同
[00:02:34.040 --> 00:02:35.840]  過了幾十年又很不同
[00:02:35.840 --> 00:02:37.140]  好了
[00:02:37.140 --> 00:02:41.040]  非洲的美女是怎樣的呢?
[00:02:41.040 --> 00:02:44.580]  這個是埃塞俄比亞某部落的美女
[00:02:44.580 --> 00:02:46.400]  漂亮嗎?
[00:02:46.400 --> 00:02:51.340]  等於大兄如果你想娶一個這樣的美女太太
[00:02:51.340 --> 00:02:53.140]  你想想你自己
[00:02:53.140 --> 00:02:55.340]  另外一個部族又有點不同
[00:02:55.340 --> 00:02:57.000]  是要牙尖的
[00:02:57.000 --> 00:02:59.000]  那棵牙是要尖的
[00:02:59.000 --> 00:03:00.840]  這些真的叫牙尖咀
[00:03:00.840 --> 00:03:02.740]  我覺得這個誠意可能是這樣來的
[00:03:02.740 --> 00:03:03.440]  應該不是的
[00:03:03.440 --> 00:03:05.240]  不過我猜是這樣
[00:03:05.240 --> 00:03:07.080]  所以你們看
[00:03:07.080 --> 00:03:08.200]  什麼叫美麗呢?
[00:03:08.200 --> 00:03:09.700]  標準真的會不同
[00:03:09.700 --> 00:03:12.680]  還有無論你今天怎麼美麗都好
[00:03:12.680 --> 00:03:15.700]  有一天是歸於無有的 是不是?
[00:03:15.700 --> 00:03:19.600]  所以無論你今天怎麼美 怎麼漂亮
[00:03:19.600 --> 00:03:22.500]  到最後都是變成灰的
[00:03:22.500 --> 00:03:24.200]  所以我怎麼都不相信
[00:03:24.200 --> 00:03:25.500]  那些人化灰都認得你
[00:03:25.500 --> 00:03:26.900]  大家都是一樣的
[00:03:26.900 --> 00:03:29.200]  怎麼認得呢? 是不是?
[00:03:29.200 --> 00:03:29.600]  好了
[00:03:29.600 --> 00:03:33.280]  但是人的美麗是沒有標準的
[00:03:33.280 --> 00:03:36.340]  人的美麗到最後是沒有的
[00:03:36.340 --> 00:03:38.380]  但是神的美麗就很不同了
[00:03:38.380 --> 00:03:40.540]  神的美麗是永恆的
[00:03:40.540 --> 00:03:42.480]  就是說是不會變
[00:03:42.480 --> 00:03:44.500]  不會有一天失去的
[00:03:44.500 --> 00:03:47.580]  讓我們一起先看兩段聖經
[00:03:47.580 --> 00:03:49.300]  《出雅及記》第二十八章
[00:03:49.300 --> 00:03:50.300]  一至二節
[00:03:50.300 --> 00:03:50.880]  我們一起讀
[00:03:50.880 --> 00:03:52.040]  一二三
[00:03:52.040 --> 00:03:54.080]  「你要從以色二人中」
[00:03:54.080 --> 00:03:58.800]  「使你的個個阿倫和他的兒子拿答」
[00:03:58.800 --> 00:04:02.680]  「阿比乎、以利阿薩、以他馬」
[00:04:02.680 --> 00:04:04.600]  「一同就近你」
[00:04:04.600 --> 00:04:07.500]  「給我公祭司的職訓」
[00:04:07.500 --> 00:04:11.100]  「你要給你個個阿倫做聖衣」
[00:04:11.100 --> 00:04:14.100]  「為榮耀、為華美」
[00:04:14.100 --> 00:04:16.400]  第二段是《出雅及記》的二十八章
[00:04:16.400 --> 00:04:17.200]  四十節
[00:04:17.200 --> 00:04:17.900]  我們一起讀
[00:04:17.900 --> 00:04:19.100]  一二三
[00:04:19.100 --> 00:04:22.800]  「你要為阿倫的兒子做內袍」
[00:04:22.800 --> 00:04:24.900]  「腰帶、裹頭巾」
[00:04:24.900 --> 00:04:28.200]  「為榮耀、為榮美」
[00:04:28.200 --> 00:04:31.780]  榮耀和華美
[00:04:31.780 --> 00:04:34.480]  就是榮耀和美麗
[00:04:34.480 --> 00:04:36.100]  而這個榮耀和美麗
[00:04:36.100 --> 00:04:37.900]  不是說人的美麗
[00:04:37.900 --> 00:04:40.880]  是說神的美麗
[00:04:40.880 --> 00:04:45.100]  在《聖經》《出雅及記》第二十八章中
[00:04:45.100 --> 00:04:46.300]  它說
[00:04:46.300 --> 00:04:51.300]  神要為大祭司和祭司做一件聖衣
[00:04:51.300 --> 00:04:52.700]  禮服
[00:04:52.700 --> 00:04:55.900]  而這件聖衣所做的質料、品質
[00:04:55.900 --> 00:05:00.000]  竟然和會膜用的質料、品質
[00:05:00.000 --> 00:05:02.200]  是完全一樣的
[00:05:02.200 --> 00:05:03.500]  會膜代表什麼?
[00:05:03.500 --> 00:05:05.400]  會膜是代表神的臨在
[00:05:05.400 --> 00:05:09.200]  既然會膜和祭司的聖衣
[00:05:09.200 --> 00:05:11.700]  質料和品質一樣是代表什麼呢?
[00:05:11.700 --> 00:05:16.800]  是代表神願意和大祭司和祭司
[00:05:16.800 --> 00:05:18.600]  分享祂的美麗
[00:05:18.600 --> 00:05:19.400]  換句話說
[00:05:19.400 --> 00:05:22.900]  神今天是願意和我們每一個人
[00:05:22.900 --> 00:05:24.600]  每一個跟從耶穌的人
[00:05:24.600 --> 00:05:26.500]  分享祂的美麗
[00:05:26.500 --> 00:05:28.200]  可能大家在這裡聽的時候
[00:05:28.200 --> 00:05:29.200]  「喂!不是啊」
[00:05:29.200 --> 00:05:30.500]  「剛才讀的那兩段聖經」
[00:05:30.500 --> 00:05:33.100]  「明明是說大祭司和祭司啊」
[00:05:33.100 --> 00:05:35.100]  「和你和我有什麼關係呢?」
[00:05:35.100 --> 00:05:38.100]  等於我們今天不是再在舊約裡面了
[00:05:38.100 --> 00:05:41.000]  我們今天同時也在新約裡面了
[00:05:41.000 --> 00:05:42.700]  我們看看新約聖經
[00:05:42.700 --> 00:05:44.600]  彼得前書二章九節說什麼
[00:05:44.600 --> 00:05:45.400]  我們一起讀好嗎?
[00:05:45.400 --> 00:05:46.500]  一二三
[00:05:46.500 --> 00:05:49.500]  「唯有你們是被揀選的族類」
[00:05:49.500 --> 00:05:51.800]  「是有君尊的祭司」
[00:05:51.800 --> 00:05:53.900]  「是聖潔的國道」
[00:05:53.900 --> 00:05:56.100]  「是屬神的子民」
[00:05:56.100 --> 00:05:58.300]  「要叫你們宣揚那」
[00:05:58.300 --> 00:06:00.200]  「照你們出黑暗」
[00:06:00.200 --> 00:06:03.800]  「入奇妙光明者的美德」
[00:06:03.800 --> 00:06:05.500]  原來在新約時代
[00:06:05.500 --> 00:06:08.200]  我們每一個跟從耶穌的人
[00:06:08.200 --> 00:06:09.500]  信耶穌的人
[00:06:09.500 --> 00:06:12.300]  我們都是祭司
[00:06:12.300 --> 00:06:12.900]  換句話說
[00:06:12.900 --> 00:06:14.900]  這個祭司不只是普通的祭司
[00:06:14.900 --> 00:06:16.700]  而是君尊的祭司
[00:06:16.700 --> 00:06:17.800]  什麼意思呢?
[00:06:17.800 --> 00:06:20.000]  耶穌是我們的君王
[00:06:20.000 --> 00:06:22.900]  我們就是耶穌御用的祭司
[00:06:22.900 --> 00:06:24.900]  所以我們每一個信耶穌的人
[00:06:24.900 --> 00:06:27.300]  都是耶穌御用的祭司
[00:06:27.300 --> 00:06:27.800]  好
[00:06:27.800 --> 00:06:29.600]  我們用幾秒的時間
[00:06:29.600 --> 00:06:30.600]  李同福的第一次
[00:06:30.600 --> 00:06:32.000]  很肯定地告訴我
[00:06:32.000 --> 00:06:39.300]  「你是君主的祭司」
[00:06:39.300 --> 00:06:42.000]  在中間一及記第二十八章
[00:06:42.000 --> 00:06:44.400]  神用了整章的聖經
[00:06:44.400 --> 00:06:46.600]  很詳細地描述
[00:06:46.600 --> 00:06:50.200]  大祭司是這些祭司的聖復
[00:06:50.200 --> 00:06:51.700]  其實代表什麼意思呢?
[00:06:51.700 --> 00:06:54.900]  代表神要將祂的美麗
[00:06:54.900 --> 00:06:55.900]  跟這些祭司
[00:06:55.900 --> 00:06:57.800]  就是今天的你和我
[00:06:57.800 --> 00:06:59.900]  去分享祂的美麗
[00:06:59.900 --> 00:07:02.700]  但是神的美麗跟人的美麗不同
[00:07:02.700 --> 00:07:05.600]  神的美麗不是你化妝
[00:07:05.600 --> 00:07:08.500]  或者做一些纖體
[00:07:08.500 --> 00:07:10.000]  做皮膚
[00:07:10.000 --> 00:07:10.900]  變成的
[00:07:10.900 --> 00:07:13.000]  神的美麗是必須要
[00:07:13.000 --> 00:07:15.300]  屬靈生命的素質
[00:07:15.300 --> 00:07:17.700]  才可以展現出來的
[00:07:17.700 --> 00:07:18.900]  換句話說
[00:07:18.900 --> 00:07:20.900]  今天你和我作為祭司
[00:07:20.900 --> 00:07:22.900]  神要我們穿上這件禮服
[00:07:22.900 --> 00:07:25.900]  並不是真的要你穿上這件禮服
[00:07:25.900 --> 00:07:27.700]  我們穿上祭司的禮服
[00:07:27.700 --> 00:07:29.900]  就是代表我們的屬靈生命
[00:07:29.900 --> 00:07:32.400]  肯被聖靈塑造
[00:07:32.400 --> 00:07:34.300]  以致我們一路進步
[00:07:34.300 --> 00:07:35.500]  結出果子
[00:07:35.500 --> 00:07:37.600]  以致我們的行為見證
[00:07:37.600 --> 00:07:40.800]  可以讓人看到耶穌的美麗
[00:07:40.800 --> 00:07:41.900]  我再問一次
[00:07:41.900 --> 00:07:44.400]  今天神要我們作為祭司
[00:07:44.400 --> 00:07:45.700]  穿上聖服
[00:07:45.700 --> 00:07:47.700]  不是叫我們真的穿上這件衣服
[00:07:47.700 --> 00:07:49.100]  而是我們的屬靈生命
[00:07:49.100 --> 00:07:51.800]  肯被聖靈塑造
[00:07:51.800 --> 00:07:54.500]  以致我們的生命成長
[00:07:54.500 --> 00:07:55.900]  結出果子
[00:07:55.900 --> 00:07:57.200]  我們的行為見證
[00:07:57.200 --> 00:08:00.900]  可以讓人看到神的美麗
[00:08:00.900 --> 00:08:02.300]  所以我邀請弟兄姊妹
[00:08:02.300 --> 00:08:05.300]  我們一起進入出埃及記的第二十八章
[00:08:05.300 --> 00:08:09.900]  讓我們一起看祭司的聖服
[00:08:09.900 --> 00:08:11.000]  一共有七件
[00:08:11.000 --> 00:08:12.900]  但是今天我很想跟大家說
[00:08:12.900 --> 00:08:14.600]  主要的三件
[00:08:14.600 --> 00:08:16.200]  讓我們一起學習
[00:08:16.200 --> 00:08:20.000]  神要塑造我們什麼生命的素質
[00:08:20.000 --> 00:08:22.400]  讓我們以下時間看這三件
[00:08:22.400 --> 00:08:23.600]  祭司的聖服
[00:08:23.600 --> 00:08:25.200]  三件很重要的部份
[00:08:25.200 --> 00:08:26.300]  第一部份
[00:08:26.300 --> 00:08:28.200]  就是制式外袍
[00:08:28.200 --> 00:08:29.700]  外袍代表什麼
[00:08:29.700 --> 00:08:32.300]  一個充滿禱告的人生
[00:08:32.300 --> 00:08:34.000]  讓我們一起看第一段聖經
[00:08:34.000 --> 00:08:35.700]  出埃及記二十八章
[00:08:35.700 --> 00:08:37.600]  三十一至三十四節
[00:08:37.600 --> 00:08:38.200]  我們一起讀
[00:08:38.200 --> 00:08:39.500]  一二三
[00:08:39.500 --> 00:08:42.000]  你要做以忽得的外袍
[00:08:42.000 --> 00:08:44.500]  顏色全是藍的
[00:08:44.500 --> 00:08:48.400]  袍子周圍底邊上要用藍色
[00:08:48.400 --> 00:08:52.500]  紫色 珠紅色線做石流
[00:08:52.500 --> 00:08:55.700]  在袍子周圍的石流中間
[00:08:55.700 --> 00:08:57.900]  要有金鈴鐺
[00:08:57.900 --> 00:09:00.800]  一個金鈴鐺一個石流
[00:09:00.800 --> 00:09:03.600]  一個金鈴鐺一個石流
