
[00:00:00.000 --> 00:00:02.380]  今天我真的很開心
[00:00:02.380 --> 00:00:04.840]  因為又要開始一個新的系列
[00:00:04.840 --> 00:00:06.580]  而且又是舊約
[00:00:06.580 --> 00:00:09.340]  你們都知道我最喜歡舊約
[00:00:09.340 --> 00:00:12.140]  所以我今天是很高興
[00:00:12.140 --> 00:00:16.500]  這次是要跟大家講《士思記》的介紹
[00:00:16.500 --> 00:00:19.340]  我每次介紹一部書的時候
[00:00:19.340 --> 00:00:22.000]  我都會叫這個講題做什麼?
[00:00:22.000 --> 00:00:24.540]  「為何要讀這一部書」
[00:00:24.540 --> 00:00:30.740]  今天的主題就是「為何要讀《士思記》」
[00:00:30.740 --> 00:00:34.640]  猶太人的聖經分開三個部份
[00:00:34.640 --> 00:00:38.240]  就是《律法》、《先知》和《舍作》
[00:00:38.240 --> 00:00:41.580]  《律法》當然就是《摩西五經》
[00:00:41.580 --> 00:00:47.440]  《先知書》是分開有《前先之書》和《後先之書》
[00:00:47.440 --> 00:00:52.180]  稍後我會具體一點講
[00:00:52.180 --> 00:00:56.040]  我們手上的聖經是分開四個部份
[00:00:56.040 --> 00:00:58.240]  當然我們也有《律法書》
[00:00:58.240 --> 00:01:00.700]  就是《摩西五經》、《創世記》
[00:01:00.700 --> 00:01:05.100]  《出埃及記》、《利未記》、《文數記》和《生命記》
[00:01:05.100 --> 00:01:07.300]  但是我們也有《歷史書》
[00:01:07.300 --> 00:01:11.340]  猶太人的聖經沒有這個部份
[00:01:11.340 --> 00:01:15.500]  我們的《先知書》分開有《大小先知書》
[00:01:15.500 --> 00:01:17.840]  很不幸給人一個印象就是
[00:01:17.840 --> 00:01:22.400]  《大先知書》是重要、《小先知書》是沒那麼重要
[00:01:22.400 --> 00:01:26.140]  但是其實《大小先知書》也一樣是那麼重要
[00:01:26.140 --> 00:01:28.500]  一樣都是神的話語
[00:01:28.500 --> 00:01:31.700]  《大先知書》就是《以塞亞書》、《耶利米書》
[00:01:31.700 --> 00:01:36.540]  《耶利米愛歌》、《爾西結書》和《達爾里書》
[00:01:36.540 --> 00:01:40.440]  《小先知書》就是《十二部小先知書》
[00:01:40.440 --> 00:01:44.400]  我之前也已經跟大家講過這個系列
[00:01:44.400 --> 00:01:52.040]  但是猶太人的前先知書和後先知書又包括了什麼書本呢?
[00:01:52.040 --> 00:01:55.940]  他們的前先知書是包括《約書雅記》、《時思記》
[00:01:55.940 --> 00:01:58.900]  《撒姆爾記》和《列王記》
[00:01:58.900 --> 00:02:02.200]  這些書我們是放在《歷史書》裏面的
[00:02:02.200 --> 00:02:05.140]  他們就放在前先知書
[00:02:05.140 --> 00:02:09.540]  他們的後先知書是有《以塞亞書》、《耶利米書》
[00:02:09.540 --> 00:02:12.500]  《爾西結書》和《十二先知書》
[00:02:12.500 --> 00:02:19.840]  注意他們是把《耶利米愛歌》和《達爾里書》放在《寫作》裏面
[00:02:19.840 --> 00:02:22.240]  這個就出現了問題
[00:02:22.240 --> 00:02:25.740]  有很多自由派的神學家就會說
[00:02:25.740 --> 00:02:30.900]  你看看《耶利米愛歌》和《達爾里書》根本不是先知書
[00:02:30.900 --> 00:02:33.500]  裏面所以是沒有預言
[00:02:33.500 --> 00:02:37.000]  很多自由派的神學家都不相信聖經的預言
[00:02:37.000 --> 00:02:39.940]  不相信聖經的神蹟
[00:02:39.940 --> 00:02:42.400]  其實他們是錯的
[00:02:42.400 --> 00:02:45.100]  看著《耶利米愛歌》和《達爾里書》裏面
[00:02:45.100 --> 00:02:47.900]  是滿有神的預言
[00:02:47.900 --> 00:02:50.900]  我們講《達爾里書》的時候已經講得很清楚
[00:02:50.900 --> 00:02:53.300]  有很多很多的預言
[00:02:53.300 --> 00:02:57.500]  我比較喜歡我們手上的聖經的編排
[00:02:57.500 --> 00:02:59.600]  是有歷史書
[00:02:59.600 --> 00:03:02.600]  因為我們手上的這部聖經
[00:03:02.600 --> 00:03:04.500]  當然是神的話語
[00:03:04.500 --> 00:03:06.900]  但是也是歷史書
[00:03:06.900 --> 00:03:09.500]  是有人類的歷史
[00:03:09.500 --> 00:03:12.200]  不單止是有人類的歷史
[00:03:12.200 --> 00:03:15.100]  還有是人類之前的歷史
[00:03:15.100 --> 00:03:17.900]  就是神怎樣創造宇宙萬物
[00:03:17.900 --> 00:03:19.800]  創造地球
[00:03:19.800 --> 00:03:23.200]  這個是其他的宗教所沒有的
[00:03:23.200 --> 00:03:28.400]  其他宗教的這些所謂聖書裏面沒有歷史的
[00:03:28.400 --> 00:03:30.400]  只有我們基督教
[00:03:30.400 --> 00:03:32.200]  講出不單止人類
[00:03:32.200 --> 00:03:36.600]  還有神創造宇宙天地的歷史
[00:03:36.600 --> 00:03:38.000]  有人會問
[00:03:38.000 --> 00:03:42.700]  人都還沒有出現神先創造宇宙
[00:03:42.700 --> 00:03:44.200]  第六天才做人
[00:03:44.200 --> 00:03:47.600]  這些事人怎麼會知道
[00:03:47.600 --> 00:03:49.600]  這個就是聖靈的密事
[00:03:49.600 --> 00:03:52.300]  是聖靈密事作者讓他們知道
[00:03:52.300 --> 00:03:55.900]  神是怎樣創造宇宙萬物
[00:03:55.900 --> 00:03:57.000]  還有
[00:03:57.000 --> 00:04:00.400]  我們這部書不單止是過去的歷史
[00:04:00.400 --> 00:04:02.600]  還是將來的歷史
[00:04:02.600 --> 00:04:05.300]  你說怎麼可能有將來的歷史
[00:04:05.300 --> 00:04:07.900]  聖經裏面有很多預言
[00:04:07.900 --> 00:04:10.200]  這些是已經寫出來
[00:04:10.200 --> 00:04:13.800]  這些是已經預寫出來的歷史
[00:04:13.800 --> 00:04:16.900]  神已經告訴我們這些事會發生
[00:04:16.900 --> 00:04:20.500]  就一定會發生
[00:04:20.500 --> 00:04:24.300]  其實猶太人的聖經也有可取之處
[00:04:24.300 --> 00:04:27.200]  就是他們這個聖經是將
[00:04:27.200 --> 00:04:32.100]  律法書和前先之書有一個很強烈的對比
[00:04:32.100 --> 00:04:33.900]  這個對比是
[00:04:33.900 --> 00:04:38.800]  比較我們的律法書和歷史書的對比是更加強
[00:04:38.800 --> 00:04:40.500]  為什麼有這麼強
[00:04:40.500 --> 00:04:44.300]  我們知道律法書是講神的應許
[00:04:44.300 --> 00:04:46.100]  是講神的恩典
[00:04:46.100 --> 00:04:48.300]  還有是律法
[00:04:48.300 --> 00:04:51.700]  神頒律法給猶太人
[00:04:51.700 --> 00:04:55.600]  要他們來守這些律例典章
[00:04:55.600 --> 00:04:57.300]  喏
[00:04:57.300 --> 00:04:58.500]  這些應許
[00:04:58.500 --> 00:05:00.300]  神給以色列人的應許
[00:05:00.300 --> 00:05:02.800]  是由阿伯拉罕開始
[00:05:02.800 --> 00:05:07.700]  我們知道神給阿伯拉罕不單止是有地的應許
[00:05:07.700 --> 00:05:11.700]  就是創世紀的十二章一節和七節
[00:05:11.700 --> 00:05:15.600]  說有應許之地是給阿伯拉罕的後人
[00:05:15.600 --> 00:05:19.100]  還有是成為大國的應許
[00:05:19.100 --> 00:05:21.800]  創世紀的十二章二節
[00:05:21.800 --> 00:05:24.300]  這些應許在前先之書
[00:05:24.300 --> 00:05:26.800]  尤其是在約書亞記開始
[00:05:26.800 --> 00:05:29.200]  我們看到是被實現了
[00:05:29.200 --> 00:05:32.600]  神帶領以色列人進入迦南地
[00:05:32.600 --> 00:05:35.000]  成為應許之地
[00:05:35.000 --> 00:05:37.600]  但這一切都是神的恩典
[00:05:37.600 --> 00:05:40.500]  不是因為以色列人做了什麼
[00:05:40.500 --> 00:05:42.000]  在《說新明記》的第七章
[00:05:42.000 --> 00:05:44.000]  第七節告訴我們
[00:05:44.000 --> 00:05:45.300]  在萬國當中
[00:05:45.300 --> 00:05:48.300]  以色列人是最少的一個國家
[00:05:48.300 --> 00:05:49.700]  不是因為他們大
[00:05:49.700 --> 00:05:51.700]  不是因為他們能幹
[00:05:51.700 --> 00:05:54.600]  一切都是神的恩典
[00:05:54.600 --> 00:05:58.300]  而神也是將律法頒給以色列人
[00:05:58.300 --> 00:06:01.100]  和他們立約
[00:06:01.100 --> 00:06:03.800]  如果他們遵守神的律例典章
[00:06:03.800 --> 00:06:06.000]  神就會祝福他們
[00:06:06.000 --> 00:06:08.300]  但如果他們毀約的話
[00:06:08.300 --> 00:06:10.600]  神就會詛咒他們
[00:06:10.600 --> 00:06:12.400]  懲罰他們
[00:06:12.400 --> 00:06:14.900]  在約書亞在世的時候
[00:06:14.900 --> 00:06:18.000]  以色列人還算是服從神
[00:06:18.000 --> 00:06:20.300]  但當約書亞死了之後
[00:06:20.300 --> 00:06:22.800]  而他訓練出來的那群長老
[00:06:22.800 --> 00:06:24.700]  也都死了之後
[00:06:24.700 --> 00:06:25.800]  我們看到
[00:06:25.800 --> 00:06:27.900]  以色列人就離棄神
[00:06:27.900 --> 00:06:31.700]  他們開始去拜偶像
[00:06:31.700 --> 00:06:34.100]  所以在《前先之書》
[00:06:34.100 --> 00:06:35.400]  由《事司記》
[00:06:35.400 --> 00:06:38.300]  就是我們今天要講的這本書開始
[00:06:38.300 --> 00:06:40.300]  一直到《列王紀下》
[00:06:40.300 --> 00:06:41.600]  我們就看到
[00:06:41.600 --> 00:06:43.700]  以色列人的背叛
[00:06:43.700 --> 00:06:45.100]  他們離棄神
[00:06:45.100 --> 00:06:48.100]  而最後在《列王紀下》所記載的
[00:06:48.100 --> 00:06:51.700]  就是神將他們趕出迦南地
[00:06:51.700 --> 00:06:54.300]  所以律法書可以說
[00:06:54.300 --> 00:06:57.600]  是神和以色列人立約
[00:06:57.600 --> 00:07:00.100]  《前先之書》可以說是
[00:07:00.100 --> 00:07:02.500]  以色列人毀約
[00:07:02.500 --> 00:07:04.700]  律法書是因
[00:07:04.700 --> 00:07:09.100]  《前先之書》是果
[00:07:09.100 --> 00:07:11.300]  在《摩西五經》裡面
[00:07:11.300 --> 00:07:13.800]  我們有很多很熟悉的人物
[00:07:13.800 --> 00:07:17.000]  例如阿伯拉罕、以薩、約瑟
[00:07:17.000 --> 00:07:19.700]  摩西甚至約書亞
[00:07:19.700 --> 00:07:22.100]  但在《事司記》我們又能夠記得
[00:07:22.100 --> 00:07:24.300]  有多少個事司呢?
[00:07:24.300 --> 00:07:26.400]  一般人會記得
[00:07:26.400 --> 00:07:28.200]  有參宣
[00:07:28.200 --> 00:07:31.900]  因為《事司記》有四章的經文是關於參宣
[00:07:31.900 --> 00:07:33.400]  也有人記得
[00:07:33.400 --> 00:07:34.500]  《機殿》
[00:07:34.500 --> 00:07:37.700]  《事司記》有三章是關於《機殿》
[00:07:37.700 --> 00:07:40.100]  很多的姊妹
[00:07:40.100 --> 00:07:42.700]  就很記得底波拉
[00:07:42.700 --> 00:07:44.300]  女中的事司
[00:07:44.300 --> 00:07:46.600]  所以他們是特別喜歡
