
[00:00:00.000 --> 00:00:01.840]  各位朋友大家好
[00:00:01.840 --> 00:00:05.880]  很高興能夠在《劉少康牧師陪你讀聖經》
[00:00:05.880 --> 00:00:08.680]  這個節目裏面和大家見面
[00:00:08.680 --> 00:00:10.400]  如果你有聖經的話
[00:00:10.400 --> 00:00:12.120]  請你帶一本聖經出來
[00:00:12.120 --> 00:00:15.960]  或者打開你手機裏面聖經的部分
[00:00:15.960 --> 00:00:20.520]  今天想和大家看的就是詩篇第八篇
[00:00:20.520 --> 00:00:23.360]  在詩篇裏面有很多首詩歌
[00:00:23.360 --> 00:00:25.680]  都是大衛所寫的
[00:00:25.680 --> 00:00:28.000]  大衛是很出名的詩人
[00:00:28.000 --> 00:00:32.160]  他對神有特別一份很深厚的感情
[00:00:32.160 --> 00:00:35.800]  他時時讓一對神的讚美
[00:00:35.800 --> 00:00:38.240]  這首詩大衛所寫
[00:00:38.240 --> 00:00:40.640]  他就交給靈長
[00:00:40.640 --> 00:00:43.640]  靈長可以說是詩班長
[00:00:43.640 --> 00:00:47.200]  詩班長負責歌頌的部分
[00:00:47.200 --> 00:00:50.280]  在聖殿裏面負責歌頌的
[00:00:50.280 --> 00:00:52.760]  可能他配上樂曲
[00:00:52.760 --> 00:00:56.040]  於是這首詩就可以唱出來
[00:00:56.040 --> 00:01:00.560]  但這首詩特別說調用加特的樂器
[00:01:00.560 --> 00:01:02.600]  加特就是一個地方名
[00:01:02.600 --> 00:01:04.840]  可以說是外邦人的地方
[00:01:04.840 --> 00:01:09.120]  不知為何他們會採用加特的樂器
[00:01:09.120 --> 00:01:11.400]  對於什麼是加特的樂器
[00:01:11.400 --> 00:01:14.680]  不同的言經家有不同的解釋
[00:01:14.680 --> 00:01:16.960]  或者我們都不需要那麼理會
[00:01:16.960 --> 00:01:21.720]  反正這首歌是對神的一份讚美
[00:01:21.720 --> 00:01:24.560]  詩篇第八篇只有九節
[00:01:24.560 --> 00:01:26.280]  所以很短
[00:01:26.280 --> 00:01:29.320]  但這篇詩是非常著名
[00:01:29.320 --> 00:01:31.600]  有很深厚的意義
[00:01:31.600 --> 00:01:35.720]  我叫他做人到底是什麼呢?
[00:01:35.720 --> 00:01:39.840]  為什麼神那麼重視他呢?
[00:01:39.840 --> 00:01:42.320]  人其實很渺小
[00:01:42.320 --> 00:01:44.480]  但這篇詩告訴我們
[00:01:44.480 --> 00:01:48.200]  神很重視世人
[00:01:48.200 --> 00:01:53.680]  神眼中看世人是極為寶貴
[00:01:53.680 --> 00:01:56.360]  第一節的第一句
[00:01:56.360 --> 00:02:01.760]  就是一個讚美的原因
[00:02:01.760 --> 00:02:05.560]  我們要向神獻上讚美
[00:02:05.560 --> 00:02:07.120]  聖經那裡說
[00:02:07.120 --> 00:02:10.600]  「耶和華,我們的主人
[00:02:10.600 --> 00:02:15.160]  祢的名在全地,何其名?」
[00:02:15.160 --> 00:02:17.560]  很簡單的一句話
[00:02:17.560 --> 00:02:20.840]  耶和華這位神是誰呢?
[00:02:20.840 --> 00:02:24.520]  祂是我們的主
[00:02:24.520 --> 00:02:27.840]  主這個字叫做Adonai
[00:02:27.840 --> 00:02:33.000]  就是我們尊稱祂是我們生命的主宰
