
[00:00:00.000 --> 00:00:02.000]  這時候讓我們一起低頭祈禱
[00:00:02.000 --> 00:00:04.000]  真的謝謝你
[00:00:04.000 --> 00:00:06.000]  我們要高舉你的聖名
[00:00:06.000 --> 00:00:10.000]  因為你按著我們的名字去揀選我們
[00:00:10.000 --> 00:00:13.000]  因為你更加為我們寫生十駕
[00:00:13.000 --> 00:00:17.000]  最後我們將今天崇拜的恭敬交給你
[00:00:17.000 --> 00:00:20.000]  求主的聖靈在當中運行
[00:00:20.000 --> 00:00:22.000]  去觸摸我們的心
[00:00:22.000 --> 00:00:24.000]  我們相信你神話語的大能
[00:00:24.000 --> 00:00:26.000]  我們更加相信
[00:00:26.000 --> 00:00:28.000]  神不怨一人沉淪
[00:00:28.000 --> 00:00:30.000]  但願人人得救
[00:00:30.000 --> 00:00:31.000]  神愛世人
[00:00:31.000 --> 00:00:34.000]  特別與一些仍在務到
[00:00:34.000 --> 00:00:35.000]  未認識你
[00:00:35.000 --> 00:00:37.000]  未接受你的朋友同在
[00:00:37.000 --> 00:00:38.000]  開他們的心
[00:00:38.000 --> 00:00:41.000]  讓他們感受到主很愛他們
[00:00:41.000 --> 00:00:43.000]  使用孩子的宣講
[00:00:43.000 --> 00:00:46.000]  讓我帶著你的權兵去宣講福音
[00:00:46.000 --> 00:00:47.000]  孩子不足
[00:00:47.000 --> 00:00:48.000]  求主你親自的保重
[00:00:48.000 --> 00:00:51.000]  願一切的榮耀歸給我們天上的父神
[00:00:51.000 --> 00:00:53.000]  我們禱告奉教耶穌基督
[00:00:53.000 --> 00:00:55.000]  得聖名節祈求
[00:00:55.000 --> 00:00:56.000]  阿們
[00:00:56.000 --> 00:00:58.000]  在兩年前我在貴教會
[00:00:58.000 --> 00:01:00.000]  講了一個青少年的報道會
[00:01:00.000 --> 00:01:03.000]  當時的題目是全民造星
[00:01:03.000 --> 00:01:05.000]  感謝主那次很難忘
[00:01:05.000 --> 00:01:08.000]  很多年輕人走到台前去決志歸主
[00:01:08.000 --> 00:01:10.000]  非常快樂
[00:01:10.000 --> 00:01:11.000]  非常感動
[00:01:11.000 --> 00:01:13.000]  兩年後的今天
[00:01:13.000 --> 00:01:17.000]  我在這裡可以和大家再講福音
[00:01:17.000 --> 00:01:20.000]  我很珍惜每一次宣講福音的機會
[00:01:20.000 --> 00:01:22.000]  最開心就是見到
[00:01:22.000 --> 00:01:24.000]  有人能夠信耶穌
[00:01:24.000 --> 00:01:27.000]  多少錢都換不到
[00:01:27.000 --> 00:01:31.000]  今天求主使用他的信息
[00:01:31.000 --> 00:01:34.000]  講到年輕人
[00:01:34.000 --> 00:01:36.000]  我們常常在想
[00:01:36.000 --> 00:01:37.000]  我們人生的經驗
[00:01:37.000 --> 00:01:38.000]  工作的經驗
[00:01:38.000 --> 00:01:39.000]  我們的智慧
[00:01:39.000 --> 00:01:40.000]  我們的能力
[00:01:40.000 --> 00:01:43.000]  必定比他們優勝
[00:01:43.000 --> 00:01:46.000]  但如果相比精神和體力
[00:01:46.000 --> 00:01:48.000]  我們隨時會輸幾條街
[00:01:48.000 --> 00:01:49.000]  為什麼
[00:01:49.000 --> 00:01:50.000]  現在年輕人很厲害
[00:01:50.000 --> 00:01:52.000]  打機打幾晚通宵
[00:01:52.000 --> 00:01:54.000]  臉不改容
[00:01:54.000 --> 00:01:55.000]  還可以去吃早餐
[00:01:55.000 --> 00:01:57.000]  你和我試試
[00:01:57.000 --> 00:01:58.000]  一晚通宵
[00:01:58.000 --> 00:02:01.000]  補多少面都搞不定
[00:02:01.000 --> 00:02:03.000]  我的皮膚各樣
[00:02:03.000 --> 00:02:05.000]  真的回不回頭
[00:02:05.000 --> 00:02:07.000]  如果我說
[00:02:07.000 --> 00:02:10.000]  如果我們要和年輕人比較
[00:02:10.000 --> 00:02:13.000]  我們人生剩下多少日子
[00:02:13.000 --> 00:02:15.000]  相信我們不想這樣比
[00:02:15.000 --> 00:02:16.000]  不能比
[00:02:16.000 --> 00:02:18.000]  年輕人他們大把世界
[00:02:18.000 --> 00:02:20.000]  大把日子等著他們
[00:02:20.000 --> 00:02:22.000]  但你和我
[00:02:22.000 --> 00:02:23.000]  我們的日子
[00:02:23.000 --> 00:02:25.000]  買少見少
[00:02:25.000 --> 00:02:27.000]  從前我們年輕的時候
[00:02:27.000 --> 00:02:28.000]  都是經常出席
[00:02:28.000 --> 00:02:30.000]  我們親友的一些喜宴
[00:02:30.000 --> 00:02:31.000]  一些婚宴
[00:02:31.000 --> 00:02:33.000]  我們做的是人情
[00:02:33.000 --> 00:02:35.000]  人越大我們出入的地方
[00:02:35.000 --> 00:02:37.000]  可能是大酒店
[00:02:37.000 --> 00:02:40.000]  參加我們親友的喪禮
[00:02:40.000 --> 00:02:42.000]  所做的是白金
[00:02:42.000 --> 00:02:43.000]  所以無論你想不想
[00:02:43.000 --> 00:02:44.000]  你願不願意聽都好
[00:02:44.000 --> 00:02:46.000]  我們必須承認
[00:02:46.000 --> 00:02:49.000]  我們的生命正在倒數
[00:02:49.000 --> 00:02:52.000]  我們的日子買少見少
[00:02:52.000 --> 00:02:55.000]  在早前有一個電台訪問我
[00:02:55.000 --> 00:02:57.000]  在訪問完結的時候
[00:02:57.000 --> 00:02:58.000]  一個DJ問我
[00:02:58.000 --> 00:02:59.000]  陳牧師
[00:02:59.000 --> 00:03:01.000]  請問你現在
[00:03:01.000 --> 00:03:05.000]  最怕對人作出什麼承諾
[00:03:05.000 --> 00:03:06.000]  我沒想過他會這樣問我
[00:03:06.000 --> 00:03:07.000]  我想了一會
[00:03:07.000 --> 00:03:09.000]  接著我回答他
[00:03:09.000 --> 00:03:12.000]  現在我最怕對人作出的承諾就是
[00:03:12.000 --> 00:03:14.000]  下次見
[00:03:14.000 --> 00:03:16.000]  遲些見
[00:03:16.000 --> 00:03:17.000]  明年見
[00:03:17.000 --> 00:03:18.000]  為什麼
[00:03:18.000 --> 00:03:19.000]  我沒有把握
[00:03:19.000 --> 00:03:22.000]  我沒有信心真的見到
[00:03:22.000 --> 00:03:23.000]  大家知道過去三年
[00:03:23.000 --> 00:03:25.000]  發生多少事吧
[00:03:25.000 --> 00:03:27.000]  有多少人這兩年移民
[00:03:27.000 --> 00:03:28.000]  最慘就是他們走了
[00:03:28.000 --> 00:03:30.000]  我們Facebook見到才知道
[00:03:30.000 --> 00:03:32.000]  真是奇怪
[00:03:32.000 --> 00:03:34.000]  所以原來不是我們說
[00:03:34.000 --> 00:03:36.000]  下次見真的有下次
[00:03:36.000 --> 00:03:37.000]  不是說了再見
[00:03:37.000 --> 00:03:39.000]  真的能夠再見
[00:03:39.000 --> 00:03:41.000]  很多東西在我們掌握以外
[00:03:41.000 --> 00:03:44.000]  我們控制不了
[00:03:44.000 --> 00:03:45.000]  今天的題目是
[00:03:45.000 --> 00:03:47.000]  明天如何
[00:03:47.000 --> 00:03:49.000]  明天就是其中一件事情
[00:03:49.000 --> 00:03:51.000]  我們掌握不了
[00:03:51.000 --> 00:03:52.000]  因為太多的變數
[00:03:52.000 --> 00:03:54.000]  太多的可能
[00:03:54.000 --> 00:03:57.000]  求主透過今天他的聖言
[00:03:57.000 --> 00:03:58.000]  他的經文
[00:03:58.000 --> 00:04:02.000]  去讓我們不單反省我們的生命
[00:04:02.000 --> 00:04:04.000]  更加能夠有力量
[00:04:04.000 --> 00:04:05.000]  有盼望
[00:04:05.000 --> 00:04:08.000]  以及有著這份喜樂的心
[00:04:08.000 --> 00:04:10.000]  跟隨耶穌
[00:04:10.000 --> 00:04:13.000]  去邁進每一個明天
[00:04:13.000 --> 00:04:15.000]  今天跟大家宣講的經文
[00:04:15.000 --> 00:04:19.000]  是《雅閣書》四章十三節到十七節
[00:04:19.000 --> 00:04:24.000]  是作者雅閣特別寫給當時的一班信徒
[00:04:24.000 --> 00:04:26.000]  這班信徒的身份是一班
[00:04:26.000 --> 00:04:29.000]  經常去不同地方做生意
[00:04:29.000 --> 00:04:31.000]  行商的生意人
[00:04:31.000 --> 00:04:33.000]  雅閣要提醒他們
[00:04:33.000 --> 00:04:36.000]  先說說當時社會的背景是怎樣
[00:04:36.000 --> 00:04:38.000]  當時可以說是歌舞昇平
[00:04:38.000 --> 00:04:40.000]  非常繁榮
[00:04:40.000 --> 00:04:41.000]  非常富裕
[00:04:41.000 --> 00:04:44.000]  大家人人有錢賺
[00:04:44.000 --> 00:04:45.000]  因為這樣的緣故
[00:04:45.000 --> 00:04:48.000]  令很多基督徒因著物質
[00:04:48.000 --> 00:04:50.000]  因著享樂
[00:04:50.000 --> 00:04:55.000]  慢慢忘記自己天國應有的價值觀
[00:04:55.000 --> 00:04:57.000]  自己的身份
[00:04:57.000 --> 00:04:58.000]  以及自己的使命
[00:04:58.000 --> 00:05:01.000]  當時這班行商的生意人
[00:05:01.000 --> 00:05:03.000]  縱使他們到處去做生意
[00:05:03.000 --> 00:05:05.000]  但是他們不斷欺壓
[00:05:05.000 --> 00:05:07.000]  幫他們做事的工人的工資
[00:05:07.000 --> 00:05:09.000]  甚至迫害那些工人
[00:05:09.000 --> 00:05:11.000]  完全偏離真道
[00:05:11.000 --> 00:05:15.000]  所以雅閣不得不寫以下這段經文
[00:05:15.000 --> 00:05:16.000]  去督察他們
[00:05:16.000 --> 00:05:18.000]  讓我們逐一去看看
[00:05:18.000 --> 00:05:19.000]  第十三節
[00:05:19.000 --> 00:05:20.000]  我想大家幫我讀出來好嗎
[00:05:20.000 --> 00:05:22.000]  一二三
[00:05:22.000 --> 00:05:34.000]  雅閣說注意
[00:05:34.000 --> 00:05:35.000]  注意這個字
[00:05:35.000 --> 00:05:38.000]  在英文NIV譯本是這樣譯的
[00:05:38.000 --> 00:05:41.000]  Now listen
[00:05:41.000 --> 00:05:43.000]  就是現在你要聽
[00:05:43.000 --> 00:05:44.000]  你要聽
[00:05:44.000 --> 00:05:46.000]  現在
[00:05:46.000 --> 00:05:49.000]  這個原來是一個很嚴厲的命令語句
[00:05:49.000 --> 00:05:52.000]  正如當時舊約的時代
[00:05:52.000 --> 00:05:54.000]  那些扇子當他去到
[00:05:54.000 --> 00:05:56.000]  頒布上帝的律法的時候
[00:05:56.000 --> 00:05:57.000]  都說注意
[00:05:57.000 --> 00:05:58.000]  你們要聽
[00:05:58.000 --> 00:05:59.000]  不但要聽
[00:05:59.000 --> 00:06:01.000]  而且要實行
[00:06:01.000 --> 00:06:04.000]  究竟雅閣為什麼要這麼嚴厲
[00:06:04.000 --> 00:06:06.000]  命令的語句去講
[00:06:06.000 --> 00:06:08.000]  叫人們聽 聽什麼
[00:06:08.000 --> 00:06:09.000]  他說你們聽
[00:06:09.000 --> 00:06:10.000]  有人說
[00:06:10.000 --> 00:06:13.000]  就是那些行商的生意人
[00:06:13.000 --> 00:06:16.000]  今天說明天我們要往某城裡去
[00:06:16.000 --> 00:06:17.000]  在那裡住一年
[00:06:17.000 --> 00:06:20.000]  做買賣賺錢
[00:06:20.000 --> 00:06:22.000]  在中文和修本這句
[00:06:22.000 --> 00:06:24.000]  看似好像很平凡簡單
[00:06:24.000 --> 00:06:27.000]  但是當我們看聖經的原文希臘文的時候
[00:06:27.000 --> 00:06:29.000]  原來這句話
[00:06:29.000 --> 00:06:33.000]  雅閣是用一個很獨特的寫作手法
