
[00:00:00.000 --> 00:00:07.240]  今日我們開始十月份第一次的敬拜
[00:00:07.240 --> 00:00:13.440]  在這個月裏我們都會思想關於宣教
[00:00:13.440 --> 00:00:18.080]  我們今天來透過耶穌的生命
[00:00:18.080 --> 00:00:22.880]  來學習走宣教的路
[00:00:22.880 --> 00:00:25.000]  當我們一想到宣教
[00:00:25.000 --> 00:00:27.200]  可能你已經關上耳朵
[00:00:27.200 --> 00:00:30.840]  這個可能跟曹姑娘說
[00:00:30.840 --> 00:00:33.200]  不是跟我說
[00:00:33.200 --> 00:00:37.000]  不過讓我們透過耶穌的生命當中
[00:00:37.000 --> 00:00:42.120]  我們怎樣去了解甚麼是宣教的路
[00:00:42.120 --> 00:00:45.480]  我們一起打開我們的聖經
[00:00:45.480 --> 00:00:51.720]  新約聖經《約翰福音》第一章
[00:00:51.720 --> 00:00:54.520]  我們只讀幾節的聖經
[00:00:54.520 --> 00:00:57.880]  我們讀第十四節都讀第十八節
[00:00:57.880 --> 00:01:04.280]  找到的我們一起讀這幾節的聖經
[00:01:04.280 --> 00:01:08.720]  《約翰福音》第一章第十四節開始
[00:01:08.720 --> 00:01:09.960]  預備起
[00:01:09.960 --> 00:01:13.560]  道成了肉身 住在我們中間
[00:01:13.560 --> 00:01:17.040]  充充滿滿的有恩典 有真理
[00:01:17.040 --> 00:01:19.560]  我們也見過他的榮光
[00:01:19.560 --> 00:01:22.320]  正是乎獨生子的榮光
[00:01:22.320 --> 00:01:25.480]  約翰為他作見證 喊著說
[00:01:25.480 --> 00:01:27.440]  這就是我曾說
[00:01:27.440 --> 00:01:29.520]  那在我以後來的
[00:01:29.520 --> 00:01:34.640]  反勝在外的我以前
[00:01:34.640 --> 00:01:37.080]  從他豐滿的恩典裡
[00:01:37.080 --> 00:01:39.040]  我們都領受了
[00:01:39.040 --> 00:01:41.240]  而且欣賞加恩
[00:01:41.240 --> 00:01:44.320]  律法本是藉著摩西傳的
[00:01:44.320 --> 00:01:48.560]  恩典和真理都是由基督耶穌來的
[00:01:48.560 --> 00:01:51.240]  從來沒有人看見神
[00:01:51.240 --> 00:01:54.040]  只有在乎壞類的獨生子
[00:01:54.040 --> 00:01:59.440]  將祂表明出來
[00:01:59.440 --> 00:02:03.040]  今天來到思想關於
[00:02:03.040 --> 00:02:06.480]  跟隨耶穌走宣教的路
[00:02:06.480 --> 00:02:11.240]  有什麼是你不願意做的呢?
[00:02:11.240 --> 00:02:14.840]  其中一樣就是宣教
[00:02:14.840 --> 00:02:16.840]  有什麼人物
[00:02:16.840 --> 00:02:21.040]  是你不想成為的人物呢?
[00:02:21.040 --> 00:02:23.720]  我不知道你有沒有想過
[00:02:23.720 --> 00:02:26.440]  在你生命裡
[00:02:26.440 --> 00:02:29.120]  有什麼是你不想做的
[00:02:29.120 --> 00:02:32.640]  但事實上你應該要做的
[00:02:32.640 --> 00:02:35.240]  我曾經讀過一個故事
[00:02:35.240 --> 00:02:37.520]  在德國有一個修道院
[00:02:37.520 --> 00:02:40.040]  這個修道院是幫助修士
[00:02:40.040 --> 00:02:42.720]  怎樣來服侍教會
[00:02:42.720 --> 00:02:44.640]  有一個新進來的修士
[00:02:44.640 --> 00:02:46.320]  他最怕講道
[00:02:46.320 --> 00:02:47.840]  好像我一樣
[00:02:47.840 --> 00:02:53.040]  所以院長為了幫助他克服恐懼
[00:02:53.040 --> 00:02:54.320]  邀請他
[00:02:54.320 --> 00:02:57.920]  「第一,你就跟其他人講道」
[00:02:57.920 --> 00:03:00.640]  第二天,這位修士站在台上
[00:03:00.640 --> 00:03:02.240]  他就跟弟兄們說
[00:03:02.240 --> 00:03:05.440]  「弟兄們,你知不知道我今天說什麼?」
[00:03:05.440 --> 00:03:07.520]  台下的人當然是領頭
[00:03:07.520 --> 00:03:08.520]  他就說
[00:03:08.520 --> 00:03:10.040]  「我自己都不知道」
[00:03:10.040 --> 00:03:13.120]  「請大家一起起來,領受祝福,散會」
[00:03:13.120 --> 00:03:15.240]  這個院長很生氣
[00:03:15.240 --> 00:03:20.640]  「要再講一次,這次不可以這樣」
[00:03:20.640 --> 00:03:24.240]  第二天,他又照辦主換
[00:03:24.240 --> 00:03:26.320]  不過有不同
[00:03:26.320 --> 00:03:28.920]  弟兄們又再說
[00:03:28.920 --> 00:03:31.920]  「弟兄,你們知不知道我今天說什麼?」
[00:03:31.920 --> 00:03:35.320]  台下的人恐怕好像昨天一樣
[00:03:35.320 --> 00:03:36.520]  領頭
[00:03:36.520 --> 00:03:39.720]  「這次不如額頭,知道他就講」
[00:03:39.720 --> 00:03:42.240]  結果那些人就額頭
[00:03:42.240 --> 00:03:44.240]  他就回應
[00:03:44.240 --> 00:03:46.240]  「既然你們知道,我都不用講了」
[00:03:46.240 --> 00:03:51.240]  「所以又起來,領受祝福,散會」
[00:03:51.240 --> 00:03:54.640]  院長大發雷霆
[00:03:54.640 --> 00:03:56.240]  「再要講一次」
[00:03:56.240 --> 00:04:01.720]  「這次你不講,就罰你一個星期,沒飯吃」
[00:04:01.720 --> 00:04:05.720]  第二天,他又對台下的人說
[00:04:05.720 --> 00:04:10.240]  「弟兄們,你知不知道我要跟你講什麼?」
[00:04:10.240 --> 00:04:11.920]  那些弟兄想一想
[00:04:11.920 --> 00:04:14.440]  第一天去領頭,他又不講
[00:04:14.440 --> 00:04:18.240]  第二天額頭,他又不講
[00:04:18.240 --> 00:04:19.640]  「今天怎麼樣?」
[00:04:19.640 --> 00:04:22.640]  結果一半額頭,一半領頭
[00:04:22.640 --> 00:04:24.640]  「講吧」
[00:04:24.640 --> 00:04:27.240]  結果他跟弟兄們說
[00:04:27.240 --> 00:04:31.240]  「請那些知道的,跟那些不知道的講」
[00:04:31.240 --> 00:04:33.240]  他又不講
[00:04:33.240 --> 00:04:36.240]  結果又祝福,走開
[00:04:36.240 --> 00:04:40.240]  有什麼你是很怕做的?
[00:04:40.240 --> 00:04:46.240]  有什麼你是很怕跟別人講的?
[00:04:46.240 --> 00:04:50.240]  會不會你很怕跟別人講你信耶穌?
[00:04:50.240 --> 00:04:53.240]  會不會你很怕跟別人講福音?
[00:04:53.240 --> 00:04:56.240]  會不會你很怕去做一些事
[00:04:56.240 --> 00:04:59.240]  好像有時候,我也有觀察
[00:04:59.240 --> 00:05:02.240]  有些弟兄,初為人父
[00:05:02.240 --> 00:05:05.240]  他很怕跟子女換尿片
[00:05:05.240 --> 00:05:09.240]  不知道在座的弟兄,你試過跟子女換尿片沒有?
[00:05:09.240 --> 00:05:11.240]  可能現在不怕
[00:05:11.240 --> 00:05:14.240]  有些做婦女的
[00:05:14.240 --> 00:05:16.240]  很怕煮飯
[00:05:16.240 --> 00:05:19.240]  因為廚房
[00:05:19.240 --> 00:05:22.240]  所以現在的男士會煮飯
[00:05:22.240 --> 00:05:25.240]  因為女士不會
[00:05:25.240 --> 00:05:27.240]  所以很不同
[00:05:27.240 --> 00:05:31.240]  我自己介乎在新時代和舊時代
[00:05:31.240 --> 00:05:35.240]  當發明電腦的時候
[00:05:35.240 --> 00:05:39.240]  有些人是很怕碰電腦
[00:05:39.240 --> 00:05:42.240]  一叫你去powerpoint presentation
[00:05:42.240 --> 00:05:45.240]  你立即腳都軟了
[00:05:45.240 --> 00:05:47.240]  不要搞了
[00:05:47.240 --> 00:05:51.240]  如果要去學打字,我情願寫了
[00:05:51.240 --> 00:05:53.240]  會不會呢?
[00:05:53.240 --> 00:05:56.240]  現在的年輕人不怕用電腦了
[00:05:56.240 --> 00:05:58.240]  他很怕什麼?很怕寫字
[00:05:58.240 --> 00:06:01.240]  如果你office叫他寫篇東西
[00:06:01.240 --> 00:06:05.240]  飆了冷汗也說不定
[00:06:05.240 --> 00:06:08.240]  我情願打給你,編給你
[00:06:08.240 --> 00:06:11.240]  但你叫我寫,我的字是看不到人的
[00:06:11.240 --> 00:06:14.240]  有些什麼
[00:06:14.240 --> 00:06:17.240]  你是很怕做
[00:06:17.240 --> 00:06:20.240]  但卻是你一定要去做
[00:06:20.240 --> 00:06:23.240]  今天如果我問你在教會裡
[00:06:23.240 --> 00:06:26.240]  有些什麼你很怕做
[00:06:26.240 --> 00:06:28.240]  你一定要做
[00:06:28.240 --> 00:06:31.240]  如果我想請你講道理,你會怎樣?
[00:06:31.240 --> 00:06:34.240]  牧師,不要了,還是留給你講吧
[00:06:34.240 --> 00:06:37.240]  我情願擔台也可以幫你
[00:06:37.240 --> 00:06:40.240]  但你千萬不要叫我站在這裡
[00:06:40.240 --> 00:06:42.240]  你千萬不要叫我講話
[00:06:42.240 --> 00:06:45.240]  很多人都說,千萬不要叫我講話
[00:06:45.240 --> 00:06:49.240]  更加不要叫我講福音
[00:06:49.240 --> 00:06:51.240]  你很怕的
[00:06:51.240 --> 00:06:53.240]  今天我們來到思想
