
[00:00:00.000 --> 00:00:01.240]  丁前輩早晨
[00:00:01.240 --> 00:00:01.840]  早晨
[00:00:01.840 --> 00:00:05.200]  讓我們為著我們講道和聽道的服侍一同禱告
[00:00:05.200 --> 00:00:06.840]  主安您感謝您
[00:00:06.840 --> 00:00:08.880]  因為您是私恩憐憫的主
[00:00:08.880 --> 00:00:10.800]  您也是賜下光明
[00:00:10.800 --> 00:00:13.400]  在春夏秋冬帶領著我們的主
[00:00:13.400 --> 00:00:17.200]  願您今天都同樣藉著聖靈與我們同在
[00:00:17.200 --> 00:00:20.000]  讓我們看見上帝您的話語的真實
[00:00:20.000 --> 00:00:23.640]  讓我們看見在上帝的話語裡得到安慰
[00:00:23.640 --> 00:00:24.920]  得到提醒
[00:00:24.920 --> 00:00:25.920]  得到鼓勵
[00:00:25.920 --> 00:00:28.320]  願主您在當中幫助我們
[00:00:28.320 --> 00:00:31.800]  無論在聽道和講道的服侍的上面
[00:00:31.800 --> 00:00:35.280]  讓我們同心合意地去獻上我們的祭
[00:00:35.280 --> 00:00:37.080]  奉主耶穌的聖名祈求
[00:00:37.080 --> 00:00:39.040]  阿們
[00:00:39.040 --> 00:00:41.280]  不知道大家對末日
[00:00:41.280 --> 00:00:42.840]  對於主在來
[00:00:42.840 --> 00:00:44.160]  這些說話
[00:00:44.160 --> 00:00:45.600]  這些意念
[00:00:45.600 --> 00:00:48.040]  你有什麼感覺呢
[00:00:48.040 --> 00:00:51.200]  記得小時候在兒童主義學的裡面
[00:00:51.200 --> 00:00:52.800]  老師就分享
[00:00:52.800 --> 00:00:55.400]  末日之後我們就進入天堂了
[00:00:55.400 --> 00:00:57.120]  在天國裡面會怎樣呢
[00:00:57.120 --> 00:00:59.800]  基督徒會聚集在天國裡面
[00:00:59.800 --> 00:01:03.680]  由每天都不停地去唱詩歌敬拜上帝
[00:01:03.680 --> 00:01:07.080]  去到那個地方我們就沒有死亡了
[00:01:07.080 --> 00:01:09.480]  大家都很全神貫注
[00:01:09.480 --> 00:01:12.280]  這樣去聽老師說的時候
[00:01:12.280 --> 00:01:15.400]  我突然很真情流露地說了一句
[00:01:15.400 --> 00:01:18.600]  啊 今天好累
[00:01:18.600 --> 00:01:23.120]  你想想每天24小時7天都在唱歌
[00:01:23.120 --> 00:01:26.840]  還要一直唱下去是永遠都沒有完的那一天
[00:01:26.840 --> 00:01:30.840]  現在我講到剛剛敬拜的時候
[00:01:30.840 --> 00:01:33.560]  我都要提醒自己不要唱那麼大聲
[00:01:33.560 --> 00:01:34.600]  唱小聲一點
[00:01:34.600 --> 00:01:36.280]  因為你都要留聲
[00:01:36.280 --> 00:01:37.840]  很怕上台的時候
[00:01:37.840 --> 00:01:39.560]  聲音已經沙啞了
[00:01:39.560 --> 00:01:42.040]  然後不知道怎麼講到 是不是
[00:01:42.040 --> 00:01:45.520]  所以如果要一直這樣唱的時候
[00:01:45.520 --> 00:01:48.560]  我想 嘩 到底要唱多少小時呢 是不是
[00:01:48.560 --> 00:01:52.720]  還是要24小時7天這樣唱
[00:01:52.720 --> 00:01:57.240]  這個是我小時候對天國的想像
[00:01:57.240 --> 00:01:59.200]  但是人越來越大
[00:01:59.200 --> 00:02:02.160]  可能經歷了很多大大小小的困難
[00:02:02.160 --> 00:02:06.120]  面對著很多在制度下壓傷的生命
[00:02:06.120 --> 00:02:09.640]  很多都改變不了的慘況的時候
[00:02:09.640 --> 00:02:13.240]  就越來越期盼天國可以快一點的來
[00:02:13.240 --> 00:02:17.080]  然後叫人可以經歷這些苦難
[00:02:17.080 --> 00:02:19.320]  能夠做一些完結
[00:02:19.320 --> 00:02:23.880]  又有時候可能在侍奉很辛苦或者受著委屈的時候
[00:02:23.880 --> 00:02:25.920]  我和Katy就會手抓著手
[00:02:25.920 --> 00:02:27.640]  哭著在這裡給錢勉勵
[00:02:27.640 --> 00:02:33.080]  就是將來我們在天家那份獎賞應該會大一點的
[00:02:33.080 --> 00:02:37.360]  有時候我們對於天國都有很多不同的想像
[00:02:37.360 --> 00:02:39.280]  但是其實末日對我們來說
[00:02:39.280 --> 00:02:41.640]  可能都是很抽象的
[00:02:41.640 --> 00:02:43.720]  雖然我們經常都被提醒
[00:02:43.720 --> 00:02:45.440]  我們要常作準備
[00:02:45.440 --> 00:02:48.640]  因為那日子那時辰是沒有人知道的
[00:02:48.640 --> 00:02:55.000]  但是我們也都知道天國已經是來臨的當中
[00:02:55.000 --> 00:03:00.720]  但是對於末日我們仍然都有一種遙不可及的感覺
[00:03:00.720 --> 00:03:04.600]  今天來到《帖撒羅尼迦前書》的最後一個部分
[00:03:04.600 --> 00:03:06.600]  保羅告訴信徒
[00:03:06.600 --> 00:03:09.160]  末日來臨有兩個意義
[00:03:09.160 --> 00:03:12.440]  而這兩個的意義是用一個詞語
[00:03:12.440 --> 00:03:17.560]  「沉睡」或者「睡了的人」這個字去貫穿的
[00:03:17.560 --> 00:03:22.760]  簡單來說保羅就要叫我們不要怕成為沉睡的人
[00:03:22.760 --> 00:03:26.360]  同樣不要成為沉睡的人
[00:03:26.360 --> 00:03:27.640]  可能這一刻你說
[00:03:27.640 --> 00:03:32.440]  剛剛Alvin讀經的時候你還明白那段經文說什麼
[00:03:32.440 --> 00:03:35.480]  但是現在說完之後開始有一點點迷惘
[00:03:35.480 --> 00:03:37.240]  可能你也有一種摸不著頭腦
[00:03:37.240 --> 00:03:39.480]  覺得Heaven你在說什麼
[00:03:39.480 --> 00:03:40.240]  稍安毋躁
[00:03:40.240 --> 00:03:42.840]  我們開始進入第一個的意義
[00:03:42.840 --> 00:03:45.400]  不要怕成為沉睡的人
[00:03:45.400 --> 00:03:48.400]  經文記載在十四章十三到十八節
[00:03:48.400 --> 00:03:50.400]  讓我們再一次讀出好嗎
[00:03:50.400 --> 00:03:52.080]  一二三起
[00:03:52.080 --> 00:03:54.080]  「倫到睡了的人」
[00:03:54.080 --> 00:03:57.520]  「我門第年二季已經無法思路」
[00:03:57.520 --> 00:03:59.640]  「我媽地滿頭傷」
[00:03:59.640 --> 00:04:03.120]  「將難過又死亡的日日長」
[00:04:03.120 --> 00:04:06.400]  「我門日上耶穌死而復活天」
[00:04:06.400 --> 00:04:09.720]  「但祢再為祢數到睡了的人」
[00:04:09.720 --> 00:04:13.960]  「神賜我將難以祢數一同快樂」
[00:04:13.960 --> 00:04:18.680]  「我門面再笑著祂好數祢門一千師」
[00:04:18.680 --> 00:04:22.920]  「我門社福著化全流動全光明的人」
[00:04:22.920 --> 00:04:27.040]  「如若能在難以祢數到睡了的人之先」
[00:04:27.040 --> 00:04:30.320]  「因為祢住天山自從天降下」
[00:04:30.320 --> 00:04:34.320]  「又有無票的神恩和天賜著的聖恩」
[00:04:34.320 --> 00:04:36.840]  「又有神的火著人」
[00:04:36.840 --> 00:04:39.360]  「但祢再祢數到死了的人」
[00:04:39.360 --> 00:04:41.360]  「亦先復活」
[00:04:41.360 --> 00:04:45.160]  「而後我門社福著化全流的人」
[00:04:45.160 --> 00:04:48.680]  「結果祂門一同被祂導臨去」
[00:04:48.680 --> 00:04:51.160]  「在夢中與諸相遇」
[00:04:51.160 --> 00:04:55.400]  「這樣我門就要國主永遠同在」
[00:04:55.400 --> 00:04:58.440]  「所以祢門我門社福著化」
[00:04:58.440 --> 00:05:00.040]  「非時亂來」
[00:05:00.040 --> 00:05:01.200]  謝謝
[00:05:01.200 --> 00:05:04.400]  第一個保羅說到末日來臨的意義
[00:05:04.400 --> 00:05:05.760]  是那些沉睡
[00:05:05.760 --> 00:05:09.080]  這個沉睡的意思是說死了的人
[00:05:09.080 --> 00:05:11.880]  會在末日來臨的時候復活
[00:05:11.880 --> 00:05:15.560]  這個對當時的信徒來說是一個莫大的喜訊
[00:05:15.560 --> 00:05:17.560]  正如我們上次這樣說
[00:05:17.560 --> 00:05:19.800]  我們知道帖撒羅尼迦的信徒
[00:05:19.800 --> 00:05:22.800]  認為耶穌很快很快就會回來
[00:05:22.800 --> 00:05:23.760]  快到什麼程度呢
[00:05:23.760 --> 00:05:26.040]  是他們應該覺得他們有生之年
[00:05:26.040 --> 00:05:28.040]  應該可以看到這件事的
[00:05:28.040 --> 00:05:31.560]  但日子一天又一天這樣過
[00:05:31.560 --> 00:05:33.840]  逼他卻是沒有停止過
[00:05:33.840 --> 00:05:35.840]  耶穌連言未返來
[00:05:35.840 --> 00:05:40.240]  但當中有很多的大英師妹也相繼離世了
[00:05:40.240 --> 00:05:41.840]  對當時的信徒來說
[00:05:41.840 --> 00:05:43.120]  他們就很擔心
[00:05:43.120 --> 00:05:45.120]  究竟這些過世了的信徒
[00:05:45.120 --> 00:05:47.760]  他們可不可以一起進入偏國呢
[00:05:47.760 --> 00:05:49.760]  基督再來的喜訊
[00:05:49.760 --> 00:05:53.840]  跟這些離世了的信徒又有沒有關係呢
[00:05:53.840 --> 00:05:54.840]  的確
[00:05:54.840 --> 00:05:59.240]  信仰讓我們明白我們是如何來到這個世界
[00:05:59.240 --> 00:06:01.440]  也離開這個世界是怎樣
[00:06:01.440 --> 00:06:05.440]  這些問題從來都不是五百年難得一遇的問題
[00:06:05.440 --> 00:06:08.640]  而是我們每一個面對信仰的時候
[00:06:08.640 --> 00:06:10.640]  都必然要面對的問題
[00:06:10.640 --> 00:06:15.640]  因為每個人都總要經歷生老病和死
[00:06:15.640 --> 00:06:19.640]  我們可能眼見我們尊敬的長輩
[00:06:19.640 --> 00:06:22.640]  可能甚至是我們的同輩我們的朋友
[00:06:22.640 --> 00:06:25.640]  甚至我們自己都不知道會在哪一天
[00:06:25.640 --> 00:06:27.640]  我們就要離開這個世界
[00:06:27.640 --> 00:06:29.640]  因此我們都想知道
[00:06:29.640 --> 00:06:31.640]  到底死了之後
[00:06:31.640 --> 00:06:33.640]  我們可不可以進入天國
[00:06:33.640 --> 00:06:35.640]  還是因為未等到耶穌再來
[00:06:35.640 --> 00:06:40.640]  死亡就成為了這些已經死了的人的結局呢
[00:06:40.640 --> 00:06:41.640]  可能你會說
[00:06:41.640 --> 00:06:43.640]  基督當然知道
[00:06:43.640 --> 00:06:45.640]  我們去堅信的時候
[00:06:45.640 --> 00:06:47.640]  我們決戰的時候
[00:06:47.640 --> 00:06:49.640]  都已經告訴我們
[00:06:49.640 --> 00:06:51.640]  我們有永信的
[00:06:51.640 --> 00:06:52.640]  是的
[00:06:52.640 --> 00:06:54.640]  今天我們有一個很完整
[00:06:54.640 --> 00:06:57.640]  我們對福音有一個很清晰的了解
[00:06:57.640 --> 00:07:00.640]  但是對當時貼上來的信徒來說
[00:07:00.640 --> 00:07:01.640]  並不是這樣
[00:07:01.640 --> 00:07:03.640]  他們仍然在摸索當中
[00:07:03.640 --> 00:07:06.640]  仍然對這個信仰都有很多很多的疑問
[00:07:06.640 --> 00:07:08.640]  有很多的東西都還沒有發掘
[00:07:08.640 --> 00:07:10.640]  沒有人解答
[00:07:10.640 --> 00:07:13.640]  所以當時的信徒面對著這些問題的時候
[00:07:13.640 --> 00:07:17.640]  大概提摩太就把這個情況告訴保羅
[00:07:17.640 --> 00:07:19.640]  保羅這麼愛這間教會
[00:07:19.640 --> 00:07:21.640]  就在信裡面
[00:07:21.640 --> 00:07:23.640]  最尾的一個部分
[00:07:23.640 --> 00:07:26.640]  去回應貼上來的教會這些提問
[00:07:26.640 --> 00:07:30.640]  保羅一開始就開宗明義地說
[00:07:30.640 --> 00:07:31.640]  四章十四節
[00:07:31.640 --> 00:07:34.640]  既然你們信耶穌死了復活了
[00:07:34.640 --> 00:07:38.640]  那些已經在耶穌裡面睡著的人
[00:07:38.640 --> 00:07:42.640]  神也都會將他們帶去和耶穌一起
[00:07:42.640 --> 00:07:45.640]  死了的信徒能夠一起復活
[00:07:45.640 --> 00:07:46.640]  不只是這樣
[00:07:46.640 --> 00:07:48.640]  甚至那些已死的信徒
[00:07:48.640 --> 00:07:51.640]  會比活著的信徒更早被提
[00:07:51.640 --> 00:07:53.640]  與主一起復活
[00:07:53.640 --> 00:07:56.640]  死了的信徒不只是有份復活
[00:07:56.640 --> 00:07:59.640]  甚至更早經歷上帝的同在
[00:07:59.640 --> 00:08:02.640]  這就是保羅要給帖撒羅尼迦信徒
[00:08:02.640 --> 00:08:05.640]  的一個很大的安慰
[00:08:05.640 --> 00:08:08.640]  不只是帖撒羅尼迦的教會
[00:08:08.640 --> 00:08:11.640]  對於今天我們每一個信徒
[00:08:11.640 --> 00:08:14.640]  這也是一份我們的安慰
[00:08:14.640 --> 00:08:19.640]  今天可能我們也不時會收到一些哀信的消息
[00:08:19.640 --> 00:08:22.640]  可能這些哀信是來自於我們的親人
[00:08:22.640 --> 00:08:25.640]  可能來自於我們的長輩
[00:08:25.640 --> 00:08:28.640]  來自於我們的朋友
[00:08:28.640 --> 00:08:31.640]  或者來自於我們的弟兄姊妹
[00:08:31.640 --> 00:08:35.640]  而每次在離別的哀慟裡面的時候
[00:08:35.640 --> 00:08:39.640]  或者我們能夠有一點安慰的地方就是
[00:08:39.640 --> 00:08:44.640]  我們確信我們能夠在天下再相見
[00:08:44.640 --> 00:08:46.640]  弟兄姊妹
[00:08:46.640 --> 00:08:52.640]  今天你會不會仍然都在失去的痛的裡面呢
[00:08:52.640 --> 00:08:56.640]  或者這份思念這份想念
[00:08:56.640 --> 00:08:59.640]  已經不是每一天都在擾攘著我們
[00:08:59.640 --> 00:09:04.640]  只是在某些日子某些時候偶爾
[00:09:04.640 --> 00:09:07.640]  他會出來探望我們
[00:09:07.640 --> 00:09:11.640]  但可能你想起這個你真愛的人的時候
[00:09:11.640 --> 00:09:13.640]  你仍然會痛
[00:09:13.640 --> 00:09:15.640]  你仍然會很想念
[00:09:15.640 --> 00:09:18.640]  裡面仍然有很多的回憶
[00:09:18.640 --> 00:09:21.640]  甚至有很多的捨不得
[00:09:21.640 --> 00:09:22.640]  是的
[00:09:22.640 --> 00:09:24.640]  因為這個我們所失去的人
[00:09:24.640 --> 00:09:28.640]  對於我們來說是我們很珍惜的
[00:09:28.640 --> 00:09:30.640]  跟我們是有關係的
[00:09:30.640 --> 00:09:32.640]  因此我們想起的時候
[00:09:32.640 --> 00:09:36.640]  我們仍然會有很多的感受
[00:09:36.640 --> 00:09:38.640]  但是我們回到經文的時候
[00:09:38.640 --> 00:09:40.640]  我們會問一個問題就是
[00:09:40.640 --> 00:09:45.640]  如果傷心難過是那麼正常的時候
[00:09:45.640 --> 00:09:47.640]  為什麼保羅他會說
[00:09:47.640 --> 00:09:53.640]  恐怕你們憂傷像那些沒有指望的人一樣呢
[00:09:53.640 --> 00:09:56.640]  難道憂傷就等於沒有盼望嗎
[00:09:56.640 --> 00:09:59.640]  信徒就不能夠對過世的人
[00:09:59.640 --> 00:10:03.640]  感到他會很憂傷嗎
[00:10:03.640 --> 00:10:05.640]  很多時候我們對憂傷這個字
[00:10:05.640 --> 00:10:07.640]  我們都會形容它為一個
[00:10:07.640 --> 00:10:10.640]  可能是傷心的一種情緒
[00:10:10.640 --> 00:10:12.640]  但是當我們去看聖經的作者
[00:10:12.640 --> 00:10:14.640]  怎樣用這個字的時候
[00:10:14.640 --> 00:10:17.640]  我們就會發現原來保羅所說的
[00:10:17.640 --> 00:10:21.640]  總來都不是傷心那麼簡單
[00:10:21.640 --> 00:10:25.640]  傷心這個字的原文是lupel
[00:10:25.640 --> 00:10:27.640]  lupel這個字在舊約裡面
[00:10:27.640 --> 00:10:29.640]  是翻譯成為憤怒的
[00:10:29.640 --> 00:10:31.640]  有什麼例子呢
[00:10:31.640 --> 00:10:33.640]  例如約拿先知
[00:10:33.640 --> 00:10:35.640]  約拿先知被雨吞了的那個
[00:10:35.640 --> 00:10:36.640]  他到了尼尼美城
[00:10:36.640 --> 00:10:37.640]  他要去宣講
[00:10:37.640 --> 00:10:39.640]  叫他們悔改的訊息
[00:10:39.640 --> 00:10:41.640]  誰知道宣講他們真的悔改了
[00:10:41.640 --> 00:10:42.640]  之後怎樣
[00:10:42.640 --> 00:10:44.640]  約拿先知就大大的不悅
[00:10:44.640 --> 00:10:47.640]  然後甚至是發怒
[00:10:47.640 --> 00:10:52.640]  不悅這個字其實跟憂傷是同一個字
[00:10:52.640 --> 00:10:58.640]  另外暗戀他污辱了他的妹妹他瑪
[00:10:58.640 --> 00:11:01.640]  大衛王聽到這件事的時候
[00:11:01.640 --> 00:11:03.640]  都甚發怒
[00:11:03.640 --> 00:11:08.640]  發怒這個字跟憂傷也是同一個字
[00:11:08.640 --> 00:11:09.640]  所以保羅所指的
[00:11:09.640 --> 00:11:12.640]  從來都不是單單信徒
[00:11:12.640 --> 00:11:16.640]  單純因為親友離世而有的那種哀傷
[00:11:16.640 --> 00:11:19.640]  而是當親友離世
[00:11:19.640 --> 00:11:21.640]  怕他們進不了天國
[00:11:21.640 --> 00:11:23.640]  跟這個福音無份的時候
[00:11:23.640 --> 00:11:25.640]  既感到傷心
[00:11:25.640 --> 00:11:27.640]  同樣都有另一種情緒
[00:11:27.640 --> 00:11:30.640]  就是有一種憤怒在他們裡面
[00:11:30.640 --> 00:11:33.640]  可能那個憤怒是來自於對上帝的
