
[00:00:00.000 --> 00:00:01.880]  我們先有一個禱告
[00:00:01.880 --> 00:00:02.760]  慈悲的天父
[00:00:02.760 --> 00:00:05.640]  我將我們的心靈都交在上主你的手裏面
[00:00:05.640 --> 00:00:07.000]  求你幫助我們
[00:00:07.000 --> 00:00:09.040]  以致我們靠著你的恩典
[00:00:09.040 --> 00:00:10.720]  靠著你的話語
[00:00:10.720 --> 00:00:13.560]  去活出一個基督徒愛的生命
[00:00:13.560 --> 00:00:16.000]  在今天第三場的培靈會
[00:00:16.000 --> 00:00:18.880]  在今天早午堂合堂的崇拜裏面
[00:00:18.880 --> 00:00:21.760]  願你透過聖靈
[00:00:21.760 --> 00:00:23.640]  藉由我成為你的僕人
[00:00:23.640 --> 00:00:25.240]  將你的話語好這樣
[00:00:25.240 --> 00:00:26.880]  跟弟兄姊妹去宣講
[00:00:26.880 --> 00:00:30.520]  讓我們每一個都帶著聆聽神話語的心
[00:00:30.520 --> 00:00:34.240]  一個恭敬降服在神話語面前的心
[00:00:34.240 --> 00:00:35.880]  去聆聽你的話語
[00:00:35.880 --> 00:00:38.600]  以致我們不單止聽入心裏面
[00:00:38.600 --> 00:00:40.520]  我們更加願意走出來
[00:00:40.520 --> 00:00:43.200]  以致讓你的話語成為我們生命的一部份
[00:00:43.200 --> 00:00:44.840]  我們恭敬地將時間交上
[00:00:44.840 --> 00:00:46.960]  奉耶穌基督得悉名字祈求
[00:00:46.960 --> 00:00:48.400]  阿們
[00:00:48.400 --> 00:00:50.640]  今天我選擇了我們很熟悉的經文
[00:00:50.640 --> 00:00:53.120]  哥林多前書第十章
[00:00:53.120 --> 00:00:54.840]  很薩瑪利亞的故事
[00:00:54.840 --> 00:00:57.280]  不過我們可能經常會將焦點放在
[00:00:57.280 --> 00:00:59.440]  很薩瑪利亞人的身上
[00:00:59.440 --> 00:01:03.000]  但其實如果我們從二十五節開始看
[00:01:03.000 --> 00:01:05.880]  這個律法師正是想挑戰耶穌
[00:01:05.880 --> 00:01:07.160]  他問了兩條問題
[00:01:07.160 --> 00:01:12.280]  正正是要我們反思教會的照明是甚麼
[00:01:12.280 --> 00:01:14.160]  他問了哪兩條問題呢
[00:01:14.160 --> 00:01:16.040]  第一條問題就是問
[00:01:16.040 --> 00:01:17.880]  做甚麼可以承受永生
[00:01:17.880 --> 00:01:20.160]  他問耶穌做甚麼可以承受永生
[00:01:20.160 --> 00:01:22.080]  當耶穌回答完之後
[00:01:22.080 --> 00:01:24.840]  他繼續問「那誰是我的倫者」
[00:01:24.840 --> 00:01:29.480]  其實你知道他正在挑戰耶穌
[00:01:29.480 --> 00:01:32.080]  但當我去默想這段經文
[00:01:32.080 --> 00:01:34.040]  當我預備今天的訊息的時候
[00:01:34.040 --> 00:01:37.480]  這兩條問題好像同樣在問我們教會
[00:01:37.480 --> 00:01:40.760]  或者在問耶穌的教會
[00:01:40.760 --> 00:01:43.880]  教會的照明是甚麼呢
[00:01:43.880 --> 00:01:45.680]  即是教會的存在意義
[00:01:45.680 --> 00:01:47.480]  教會應該做些甚麼呢
[00:01:47.480 --> 00:01:49.320]  當我們今天說我們的行動的時候
[00:01:49.320 --> 00:01:52.720]  我們要想想教會要做些甚麼行動呢
[00:01:52.720 --> 00:01:54.880]  說愛的行動當然要愛
[00:01:54.880 --> 00:01:57.640]  教會又要服侍甚麼對象呢
[00:01:57.640 --> 00:02:02.440]  我們的倫者是甚麼人呢
[00:02:02.440 --> 00:02:04.640]  說照明
[00:02:04.640 --> 00:02:06.600]  照明和閃明有些不同
[00:02:06.600 --> 00:02:09.040]  照明就是上帝呼喚教會
[00:02:09.040 --> 00:02:10.840]  上帝呼召教會
[00:02:10.840 --> 00:02:13.120]  讓教會達成神的心意
[00:02:13.120 --> 00:02:14.520]  這就是教會的存在意義
[00:02:14.520 --> 00:02:16.760]  這就是我對今天的照明的意思
[00:02:16.760 --> 00:02:18.120]  所以你要想想
[00:02:18.120 --> 00:02:22.040]  究竟土瓜人正常會存在在這個地土上的
[00:02:22.040 --> 00:02:25.760]  榮輝商場裏面有甚麼意義呢
[00:02:25.760 --> 00:02:28.800]  而在當中為甚麼說承受永生
[00:02:28.800 --> 00:02:31.400]  會進入到教會的照明裏面呢
[00:02:31.400 --> 00:02:33.200]  原本律法師就是在問
[00:02:33.200 --> 00:02:35.240]  究竟我們要怎樣走律法
[00:02:35.240 --> 00:02:36.520]  怎樣走出神的道
[00:02:36.520 --> 00:02:38.720]  才能夠承受永生呢
[00:02:38.720 --> 00:02:40.040]  而耶穌
[00:02:40.040 --> 00:02:42.880]  而在他們的律法師
[00:02:42.880 --> 00:02:45.760]  或者在舊約傳統裏面
[00:02:45.760 --> 00:02:50.480]  當我們願意走出神的道
[00:02:50.480 --> 00:02:52.160]  承受到神的福氣
[00:02:52.160 --> 00:02:54.120]  我們就能夠進入應許之地
[00:02:54.120 --> 00:02:56.200]  如果大家記得上個星期
[00:02:56.200 --> 00:02:58.320]  許牧師說到
[00:02:58.320 --> 00:02:59.920]  我們要進入應許之地
[00:02:59.920 --> 00:03:01.560]  不是在那裏等
[00:03:01.560 --> 00:03:03.440]  我們要去增戰
[00:03:03.440 --> 00:03:05.800]  我們要拿到上帝的福氣
[00:03:05.800 --> 00:03:06.640]  進入應許之地
[00:03:06.640 --> 00:03:07.800]  流奶乳物之地
[00:03:07.800 --> 00:03:08.720]  我們要為神增至
[00:03:08.720 --> 00:03:10.040]  我們要行動
[00:03:10.040 --> 00:03:13.000]  而在路加福音的神學裏面
[00:03:13.000 --> 00:03:15.320]  要承受到主的救恩
[00:03:15.320 --> 00:03:17.240]  就能夠進入到神的國
[00:03:17.240 --> 00:03:19.320]  承受永生的意思是
[00:03:19.320 --> 00:03:20.800]  我們能夠承受到救恩
[00:03:20.800 --> 00:03:22.480]  我相信今天大家會更加容易明白
[00:03:22.480 --> 00:03:26.160]  我們要在神面前悔改
[00:03:26.160 --> 00:03:28.960]  我們要恢復和神的身份
[00:03:28.960 --> 00:03:31.840]  我們要和耶穌恢復和好的關係
[00:03:31.840 --> 00:03:33.480]  我們就能夠進入神的國
[00:03:33.480 --> 00:03:34.600]  承受救恩
