
[00:00:00.000 --> 00:00:04.000]  很可愛的一班小朋友
[00:00:04.000 --> 00:00:08.000]  因為我從事教育工作很多年
[00:00:08.000 --> 00:00:11.000]  當我看到小朋友歡喜快樂
[00:00:11.000 --> 00:00:13.000]  能夠歌頌讚美神
[00:00:13.000 --> 00:00:15.000]  那是我的恩典
[00:00:15.000 --> 00:00:18.000]  不過可能我這個人想事想多一點
[00:00:18.000 --> 00:00:22.000]  我想他十年之後會怎樣呢?
[00:00:22.000 --> 00:00:27.000]  當他做一個熱血青年的時候又會怎樣呢?
[00:00:27.000 --> 00:00:29.000]  所以我奉勸父母
[00:00:29.000 --> 00:00:34.000]  你好好地教養他們
[00:00:34.000 --> 00:00:36.000]  聖經這樣記載的
[00:00:36.000 --> 00:00:38.000]  教養系統
[00:00:38.000 --> 00:00:41.000]  使他們行當行的路
[00:00:41.000 --> 00:00:43.000]  當行的路不是哲學理論
[00:00:43.000 --> 00:00:45.000]  不是教育理論
[00:00:45.000 --> 00:00:47.000]  當行的路在這裡
[00:00:47.000 --> 00:00:50.000]  亞當夏娃已經收到了
[00:00:50.000 --> 00:00:52.000]  不過她沒有去行
[00:00:52.000 --> 00:00:53.000]  就墮落了
[00:00:53.000 --> 00:00:56.000]  以色列人在十界收到了
[00:00:56.000 --> 00:00:58.000]  但沒有去行
[00:00:58.000 --> 00:01:00.000]  當一個敬畏神的人
[00:01:00.000 --> 00:01:06.000]  他們將他的兒女盡力幫助他們過好生活
[00:01:06.000 --> 00:01:08.000]  這是責任
[00:01:08.000 --> 00:01:10.000]  但這個責任以外
[00:01:10.000 --> 00:01:12.000]  更加重要的是
[00:01:12.000 --> 00:01:18.000]  這個生命除了兩夫婦帶來世界之外
[00:01:18.000 --> 00:01:21.000]  這個生命是神所賜
[00:01:21.000 --> 00:01:24.000]  既然神所賜是神的產業
[00:01:24.000 --> 00:01:28.000]  你應該將它交在全能神的手中
[00:01:28.000 --> 00:01:31.000]  最安穩
[00:01:31.000 --> 00:01:35.000]  當他一生行在神的道中的時候
[00:01:35.000 --> 00:01:38.000]  他道老也不偏離
[00:01:38.000 --> 00:01:41.000]  他老的時候
[00:01:41.000 --> 00:01:45.000]  他老的時候你在不在?
[00:01:45.000 --> 00:01:48.000]  他們老的時候你在不在?
[00:01:48.000 --> 00:01:50.000]  應該不在吧?
[00:01:50.000 --> 00:01:53.000]  當然希望你在
[00:01:53.000 --> 00:01:56.000]  不過在或健健康康
[00:01:56.000 --> 00:01:58.000]  如果不健康
[00:01:58.000 --> 00:02:00.000]  他還要成為一個陀類
[00:02:00.000 --> 00:02:02.000]  真是麻煩
[00:02:02.000 --> 00:02:04.000]  那怎麼行?
[00:02:04.000 --> 00:02:07.000]  你說的教的東西
[00:02:07.000 --> 00:02:09.000]  他入不入腦?不知道
[00:02:09.000 --> 00:02:11.000]  但我看到這班小朋友
[00:02:11.000 --> 00:02:13.000]  他們的生命改變了
[00:02:13.000 --> 00:02:14.000]  以這班父母
[00:02:14.000 --> 00:02:16.000]  他們在神面前經歷了神
[00:02:16.000 --> 00:02:19.000]  我相信他們的父母中間
[00:02:19.000 --> 00:02:23.000]  能夠從小唱歌的人不會太多
[00:02:23.000 --> 00:02:25.000]  是不是?
[00:02:25.000 --> 00:02:27.000]  所以求主恩待
[00:02:27.000 --> 00:02:29.000]  若然他們生命的改變
[00:02:29.000 --> 00:02:32.000]  是因為你們改變
[00:02:32.000 --> 00:02:34.000]  同樣地
[00:02:34.000 --> 00:02:36.000]  在未來的日子裡
[00:02:36.000 --> 00:02:38.000]  他們需要神之引領
[00:02:38.000 --> 00:02:40.000]  今天早上我們一同去思想
[00:02:40.000 --> 00:02:44.000]  聖經裡所常常提到的蒙因
[00:02:44.000 --> 00:02:45.000]  蒙因
[00:02:45.000 --> 00:02:46.000]  我們蒙到什麼因?
[00:02:46.000 --> 00:02:50.000]  信耶穌聽到福音
[00:02:50.000 --> 00:02:52.000]  信耶穌得到恩典
[00:02:52.000 --> 00:02:54.000]  到底是什麼事情?
[00:02:54.000 --> 00:02:58.000]  是不是我們福音簡化到
[00:02:58.000 --> 00:03:01.000]  信耶穌得永生?
[00:03:01.000 --> 00:03:03.000]  其實信耶穌得永生
[00:03:03.000 --> 00:03:06.000]  這幾個字都很難解釋
[00:03:06.000 --> 00:03:08.000]  信就是現在信
[00:03:08.000 --> 00:03:10.000]  永生是什麼時候得到?
[00:03:10.000 --> 00:03:12.000]  將來死後才得到
[00:03:12.000 --> 00:03:14.000]  但現在已經得到
[00:03:14.000 --> 00:03:16.000]  當然聖經說的很清楚
[00:03:16.000 --> 00:03:19.000]  你信的時候就有這個確據
[00:03:19.000 --> 00:03:24.000]  不過這個確據是否成立?
[00:03:24.000 --> 00:03:25.000]  樓就買了
[00:03:25.000 --> 00:03:27.000]  入伙就有了
[00:03:27.000 --> 00:03:30.000]  能否入屋是另一回事
[00:03:30.000 --> 00:03:32.000]  同樣得永生
[00:03:32.000 --> 00:03:34.000]  這件確據
[00:03:34.000 --> 00:03:37.000]  到底是否得到就算了?
[00:03:37.000 --> 00:03:40.000]  還是說原來蒙因
[00:03:40.000 --> 00:03:44.000]  是基督徒蒙呼召
[00:03:44.000 --> 00:03:46.000]  原來人失落之後
[00:03:46.000 --> 00:03:48.000]  上帝不斷呼喚
[00:03:48.000 --> 00:03:50.000]  叫人迴轉歸向他
[00:03:50.000 --> 00:03:52.000]  我們先看一段經文
[00:03:52.000 --> 00:03:54.000]  是已不鎖書第一章
[00:03:54.000 --> 00:03:57.000]  第二十五到二十三節
[00:03:57.000 --> 00:03:59.000]  我很快和大家讀一次
[00:03:59.000 --> 00:04:03.000]  因此我聽見你們信從主耶穌
[00:04:03.000 --> 00:04:04.000]  留心
[00:04:04.000 --> 00:04:06.000]  不是單單信主耶穌
[00:04:06.000 --> 00:04:08.000]  保羅為他們感謝
[00:04:08.000 --> 00:04:10.000]  而是不單單信
[00:04:10.000 --> 00:04:12.000]  肯跟從主耶穌
[00:04:12.000 --> 00:04:14.000]  親愛信徒
[00:04:14.000 --> 00:04:16.000]  即是他們能夠彼此在生活上有行為
[00:04:16.000 --> 00:04:20.000]  讓人看到他們互相之間彼此相愛
[00:04:20.000 --> 00:04:23.000]  他就為他們不懼的感謝神
[00:04:23.000 --> 00:04:25.000]  保羅為教會感謝神
[00:04:25.000 --> 00:04:29.000]  不是單單保羅為他們祈禱求主解決困難
[00:04:29.000 --> 00:04:34.000]  所以單單要求傳道同工為你祈禱解決困難
[00:04:34.000 --> 00:04:36.000]  你都不是很開心
[00:04:36.000 --> 00:04:40.000]  如果當傳道同工能夠為你們感謝神
[00:04:40.000 --> 00:04:42.000]  因為你們信從主耶穌
[00:04:42.000 --> 00:04:44.000]  和彼此相愛的時候
[00:04:44.000 --> 00:04:46.000]  這個恩典就很大了
[00:04:46.000 --> 00:04:48.000]  這個福氣就很大了
[00:04:48.000 --> 00:04:50.000]  他求什麼呢?
[00:04:50.000 --> 00:04:55.000]  求主耶穌繼續將智慧和啟示凌遲給他們
[00:04:55.000 --> 00:04:59.000]  讓他們真知道耶穌是誰
[00:04:59.000 --> 00:05:01.000]  知道可以是一件事
[00:05:01.000 --> 00:05:04.000]  但真知道是另外一回事
[00:05:04.000 --> 00:05:08.000]  真知道包括了心靈裡面的知道
[00:05:08.000 --> 00:05:11.000]  普通知道可以在這裡知道
[00:05:11.000 --> 00:05:14.000]  再進一步可以在感性上經歷知道
[00:05:14.000 --> 00:05:16.000]  但更重要的是
[00:05:16.000 --> 00:05:18.000]  裡面突然被照明
[00:05:18.000 --> 00:05:21.000]  發現原來耶穌不單單是偉人
[00:05:21.000 --> 00:05:26.000]  耶穌不單單只是一個講道理的人
[00:05:26.000 --> 00:05:30.000]  耶穌不單單是一個宗教的創始者
[00:05:30.000 --> 00:05:33.000]  耶穌根本上是神
[00:05:33.000 --> 00:05:37.000]  祂也是降世為人的一個人
[00:05:37.000 --> 00:05:39.000]  是我們的救主
[00:05:39.000 --> 00:05:44.000]  使我們心裡面的眼睛重新看到祂的偉大
[00:05:44.000 --> 00:05:46.000]  祂的信實
[00:05:46.000 --> 00:05:50.000]  還有看到我們自己的光景
[00:05:50.000 --> 00:05:53.000]  這樣會看到上帝的恩兆
[00:05:53.000 --> 00:05:55.000]  不單單是恩典
[00:05:55.000 --> 00:05:57.000]  原來上帝叫我們明白過來
[00:05:57.000 --> 00:06:01.000]  聽到祂向我們呼召
[00:06:01.000 --> 00:06:05.000]  使我們知道我們是有盼望的人
[00:06:05.000 --> 00:06:09.000]  使我們知道我們成為神的兒女
[00:06:09.000 --> 00:06:11.000]  不是教會的一個會友
[00:06:11.000 --> 00:06:13.000]  是神的兒女
[00:06:13.000 --> 00:06:17.000]  我們已經得到上帝要給我們所有一切的東西
[00:06:17.000 --> 00:06:19.000]  是有這個兒子的名份
[00:06:19.000 --> 00:06:23.000]  能夠承繼神對我們一切的豐盛
[00:06:23.000 --> 00:06:27.000]  還有我們都是祂所作成的工作
[00:06:27.000 --> 00:06:30.000]  然後看到這個榮耀
[00:06:30.000 --> 00:06:34.000]  更加是因著耶穌基督的死裡復活
[00:06:34.000 --> 00:06:36.000]  那個大能的見證
[00:06:36.000 --> 00:06:39.000]  使我們知道神的恩典能力
[00:06:39.000 --> 00:06:42.000]  除了創世的時候是這麼偉大
[00:06:42.000 --> 00:06:46.000]  那個偉大是比大爆炸的力量還要大
[00:06:46.000 --> 00:06:48.000]  那個偉大
[00:06:48.000 --> 00:06:51.000]  更加是我們今天看到天空的時候
[00:06:51.000 --> 00:06:53.000]  哇!這麼神奇
[00:06:53.000 --> 00:06:57.000]  這個偉大曾經使專科醫生不信主
[00:06:57.000 --> 00:07:00.000]  解剖的時候一看 哇!這麼奇妙
[00:07:00.000 --> 00:07:02.000]  這個偉大
[00:07:02.000 --> 00:07:04.000]  今天人類很偉大
[00:07:04.000 --> 00:07:06.000]  不過在偉大裡面
[00:07:06.000 --> 00:07:10.000]  和這個造物主的比較下的時候
[00:07:10.000 --> 00:07:13.000]  你可想而知差多遠
[00:07:13.000 --> 00:07:16.000]  然後在耶穌基督身上
[00:07:16.000 --> 00:07:18.000]  祂在地上生活的時候
[00:07:18.000 --> 00:07:20.000]  神所運行的大能大力
[00:07:20.000 --> 00:07:22.000]  叫祂從死裡復活的那個大能
[00:07:22.000 --> 00:07:25.000]  叫我們今天相信和接受祂
[00:07:25.000 --> 00:07:28.000]  這個是很大的恩典
[00:07:28.000 --> 00:07:31.000]  如果我們明白過來的時候
[00:07:31.000 --> 00:07:34.000]  發覺神不只是將恩典給你
[00:07:34.000 --> 00:07:38.000]  其實是呼召你回到祂那裡
[00:07:38.000 --> 00:07:43.000]  另外一封聖經是以色列第二章第一至十節所說的
[00:07:43.000 --> 00:07:45.000]  聖經裡面說
[00:07:45.000 --> 00:07:47.000]  我們本來
[00:07:47.000 --> 00:07:48.000]  我
[00:07:48.000 --> 00:07:50.000]  你也包括在內
[00:07:50.000 --> 00:07:52.000]  所以保羅寫信給以色列教會說
[00:07:52.000 --> 00:07:57.000]  你們死在過犯罪惡之中
[00:07:57.000 --> 00:07:59.000]  這個死時的事事
[00:07:59.000 --> 00:08:01.000]  不是對屍體說話
[00:08:01.000 --> 00:08:03.000]  是對身體說話
[00:08:03.000 --> 00:08:05.000]  這個
[00:08:05.000 --> 00:08:08.000]  是神叫我們活過來
[00:08:08.000 --> 00:08:11.000]  再不受罪惡的捆綁
[00:08:11.000 --> 00:08:13.000]  再不被他控制我們
[00:08:13.000 --> 00:08:18.000]  但不等於我們已經完全脫離了犯罪的可能性
[00:08:18.000 --> 00:08:22.000]  那時我們其中的行事為人
[00:08:22.000 --> 00:08:23.000]  是什麼呢?
[00:08:23.000 --> 00:08:26.000]  是和今世的風俗差不多
[00:08:26.000 --> 00:08:28.000]  沒什麼大分別
