
[00:00:00.000 --> 00:00:02.000]  各位電影姐妹好
[00:00:02.000 --> 00:00:04.000]  今天我們看這個課題
[00:00:04.000 --> 00:00:06.000]  香港的社會很需要
[00:00:06.000 --> 00:00:08.000]  我想我們日常的生活裏面
[00:00:08.000 --> 00:00:10.000]  都面對不少的衝突
[00:00:10.000 --> 00:00:12.000]  怎樣去
[00:00:12.000 --> 00:00:14.000]  尋求和好
[00:00:14.000 --> 00:00:16.000]  這是很重要我們一起
[00:00:16.000 --> 00:00:18.000]  需要學習的主題
[00:00:18.000 --> 00:00:20.000]  我們一起有個禱告
[00:00:20.000 --> 00:00:22.000]  慈悲的天父我們謝謝你
[00:00:22.000 --> 00:00:24.000]  因為你的話去提醒我們
[00:00:24.000 --> 00:00:26.000]  很感覺到
[00:00:26.000 --> 00:00:28.000]  我們很需要學習
[00:00:28.000 --> 00:00:30.000]  今天的經文提到
[00:00:30.000 --> 00:00:32.000]  尋求和睦
[00:00:32.000 --> 00:00:34.000]  求主你自己向我們說話
[00:00:34.000 --> 00:00:36.000]  幫助我們一同學習
[00:00:36.000 --> 00:00:38.000]  祈禱奉主耶穌基督的名
[00:00:38.000 --> 00:00:40.000]  阿門
[00:00:40.000 --> 00:00:42.000]  美國有一位律師叫
[00:00:42.000 --> 00:00:44.000]  Ken Sands
[00:00:44.000 --> 00:00:46.000]  他做了律師很久
[00:00:46.000 --> 00:00:48.000]  他發覺有一個
[00:00:48.000 --> 00:00:50.000]  工作很想做
[00:00:50.000 --> 00:00:52.000]  作為一個基督徒
[00:00:52.000 --> 00:00:54.000]  他有一個機構專門幫人
[00:00:54.000 --> 00:00:56.000]  化解一些紛爭
[00:00:56.000 --> 00:00:58.000]  例如離婚訴訟
[00:00:58.000 --> 00:01:00.000]  事件
[00:01:00.000 --> 00:01:02.000]  子女撫養權的爭奪
[00:01:02.000 --> 00:01:04.000]  公司的合約問題
[00:01:04.000 --> 00:01:06.000]  或者傷到人身體的情況
[00:01:06.000 --> 00:01:08.000]  要互相訴訟
[00:01:08.000 --> 00:01:10.000]  他作為一個
[00:01:10.000 --> 00:01:12.000]  很想做調解的工作
[00:01:12.000 --> 00:01:14.000]  有一次
[00:01:14.000 --> 00:01:16.000]  他帶一位
[00:01:16.000 --> 00:01:18.000]  朋友是一個微信主
[00:01:18.000 --> 00:01:20.000]  叫Sandy
[00:01:20.000 --> 00:01:22.000]  去到他的教會裏面
[00:01:22.000 --> 00:01:24.000]  讓他認識一下信仰
[00:01:24.000 --> 00:01:26.000]  其實這位Sandy
[00:01:26.000 --> 00:01:28.000]  以前也有去過教會
[00:01:28.000 --> 00:01:30.000]  但有些很不開心的事
[00:01:30.000 --> 00:01:32.000]  他看到很受傷害
[00:01:32.000 --> 00:01:34.000]  是這樣的情況
[00:01:34.000 --> 00:01:36.000]  他就帶這位Sandy
[00:01:36.000 --> 00:01:38.000]  回來教會
[00:01:38.000 --> 00:01:40.000]  當日那個
[00:01:40.000 --> 00:01:42.000]  目者就出來
[00:01:42.000 --> 00:01:44.000]  在講台裏面
[00:01:44.000 --> 00:01:46.000]  他就叫了另外一位
[00:01:46.000 --> 00:01:48.000]  教會的領袖
[00:01:48.000 --> 00:01:50.000]  一起跟他談
[00:01:50.000 --> 00:01:52.000]  特別這樣去介紹
[00:01:52.000 --> 00:01:54.000]  介紹什麼呢
[00:01:54.000 --> 00:01:56.000]  他說我們在座當中
[00:01:56.000 --> 00:01:58.000]  大部份人都看到我和
[00:01:58.000 --> 00:02:00.000]  這位叫Hans
[00:02:00.000 --> 00:02:02.000]  我和Hans
[00:02:02.000 --> 00:02:04.000]  在上個禮拜有一個很大的爭執
[00:02:04.000 --> 00:02:06.000]  所以
[00:02:06.000 --> 00:02:08.000]  我想和大家講一下這件事
[00:02:08.000 --> 00:02:12.000]  這位Kent Sen一聽到這件事
[00:02:12.000 --> 00:02:14.000]  我這次真的帶了朋友回來
[00:02:14.000 --> 00:02:16.000]  帶了回來
[00:02:16.000 --> 00:02:18.000]  你突然間講這樣的事情
[00:02:18.000 --> 00:02:20.000]  教會經常在那裏吵架
[00:02:20.000 --> 00:02:22.000]  那位牧師就說
[00:02:22.000 --> 00:02:24.000]  當日
[00:02:24.000 --> 00:02:26.000]  我和這位Hans
[00:02:26.000 --> 00:02:28.000]  有些議題
[00:02:28.000 --> 00:02:30.000]  我們有很多爭拗
[00:02:30.000 --> 00:02:32.000]  甚至我的情緒都失控
[00:02:32.000 --> 00:02:34.000]  以致
[00:02:34.000 --> 00:02:36.000]  搞得很僵
[00:02:36.000 --> 00:02:38.000]  但完了之後
[00:02:38.000 --> 00:02:40.000]  我們就慢慢坐下來去講
[00:02:40.000 --> 00:02:42.000]  我們會講出
[00:02:42.000 --> 00:02:44.000]  大家的意見不同
[00:02:44.000 --> 00:02:46.000]  然後我們又和好
[00:02:46.000 --> 00:02:48.000]  不過我們今天站出來
[00:02:48.000 --> 00:02:50.000]  為教會
[00:02:50.000 --> 00:02:52.000]  不和諧
[00:02:52.000 --> 00:02:54.000]  表示致歉
[00:02:54.000 --> 00:02:56.000]  亦為我們做了一個不好的示範
[00:02:56.000 --> 00:02:58.000]  非常抱歉
[00:02:58.000 --> 00:03:00.000]  我們都錯了
[00:03:00.000 --> 00:03:02.000]  底下的弟兄姊妹
[00:03:02.000 --> 00:03:04.000]  眼裏流出了淚水
[00:03:04.000 --> 00:03:08.000]  一個這樣的情況
[00:03:08.000 --> 00:03:10.000]  Kent就想
[00:03:10.000 --> 00:03:12.000]  不知道Sandy這次有什麼感覺
[00:03:12.000 --> 00:03:14.000]  原來教會經常講愛
[00:03:14.000 --> 00:03:16.000]  都會有這樣的事情發生
[00:03:16.000 --> 00:03:18.000]  誰知道
[00:03:18.000 --> 00:03:20.000]  Sandy就跟他說
[00:03:20.000 --> 00:03:22.000]  我從來沒有聽過
[00:03:22.000 --> 00:03:24.000]  一個牧師這樣說話
[00:03:24.000 --> 00:03:26.000]  我不知道下次
[00:03:26.000 --> 00:03:28.000]  可不可以再回來教會崇拜
[00:03:28.000 --> 00:03:30.000]  他就覺得
[00:03:30.000 --> 00:03:32.000]  這麼坦蕩蕩
[00:03:32.000 --> 00:03:34.000]  一個人
[00:03:34.000 --> 00:03:36.000]  有錯 但竟然有和解
[00:03:36.000 --> 00:03:38.000]  後來這位Sandy慢慢成為了
[00:03:38.000 --> 00:03:40.000]  一個基督徒
[00:03:40.000 --> 00:03:42.000]  Kent Sands
[00:03:42.000 --> 00:03:44.000]  就想起這件事情
[00:03:44.000 --> 00:03:46.000]  是的
[00:03:46.000 --> 00:03:48.000]  牧師都是人
[00:03:48.000 --> 00:03:50.000]  都不是完美的
[00:03:50.000 --> 00:03:52.000]  包括很多弟兄姊妹都是不完美的
[00:03:52.000 --> 00:03:54.000]  但這是否只是告訴他們
[00:03:54.000 --> 00:03:56.000]  福音的大能
[00:03:56.000 --> 00:03:58.000]  能夠將一些人的紛爭
[00:03:58.000 --> 00:04:00.000]  能夠和好呢
[00:04:00.000 --> 00:04:02.000]  這正是福音的大能
[00:04:02.000 --> 00:04:04.000]  的表現
[00:04:04.000 --> 00:04:06.000]  神恩典的出口
[00:04:06.000 --> 00:04:08.000]  以致這個寶貴的特質
[00:04:08.000 --> 00:04:10.000]  能夠吸引人去歸向它
[00:04:10.000 --> 00:04:12.000]  是的
[00:04:12.000 --> 00:04:14.000]  教會是否這樣
[00:04:14.000 --> 00:04:16.000]  人之間當然有些紛爭
[00:04:16.000 --> 00:04:18.000]  但問題是我們用什麼方法去處理
[00:04:18.000 --> 00:04:20.000]  一種是人的方法
[00:04:20.000 --> 00:04:22.000]  一種是神的方法
[00:04:22.000 --> 00:04:24.000]  用人的方法就看中自己的利益
[00:04:24.000 --> 00:04:26.000]  於是乎就希望自己
[00:04:26.000 --> 00:04:28.000]  能夠勝過對方
[00:04:28.000 --> 00:04:30.000]  這就是處理掙扎
[00:04:30.000 --> 00:04:32.000]  這是衝突的一個方法
[00:04:32.000 --> 00:04:34.000]  在神的方法是怎樣呢
[00:04:34.000 --> 00:04:36.000]  我們以愛出發
[00:04:36.000 --> 00:04:38.000]  放下自己
[00:04:38.000 --> 00:04:40.000]  以愛去尋求和睦
[00:04:40.000 --> 00:04:42.000]  以致事情能夠
[00:04:42.000 --> 00:04:44.000]  有一個解決
[00:04:44.000 --> 00:04:46.000]  我不知道大家怎樣去選擇
[00:04:46.000 --> 00:04:48.000]  有時很容易會走錯去另外一個方面
[00:04:48.000 --> 00:04:50.000]  就算我是一個基督徒
[00:04:50.000 --> 00:04:52.000]  我都用了世人的方法
[00:04:52.000 --> 00:04:54.000]  我們很容易
[00:04:54.000 --> 00:04:56.000]  就會這樣走錯了
[00:04:56.000 --> 00:04:58.000]  或者我們今天
[00:04:58.000 --> 00:05:00.000]  一起學一段經文
[00:05:00.000 --> 00:05:02.000]  其實是不容易的
[00:05:02.000 --> 00:05:04.000]  尋求和睦
[00:05:04.000 --> 00:05:06.000]  是需要在神面前
[00:05:06.000 --> 00:05:08.000]  好好的去馴服
[00:05:08.000 --> 00:05:10.000]  以致我們得到祝福
[00:05:10.000 --> 00:05:12.000]  得到一個福分
[00:05:12.000 --> 00:05:14.000]  或者我們看看這段經文
[00:05:14.000 --> 00:05:16.000]  我們看看上文
[00:05:16.000 --> 00:05:18.000]  就說到其實一大段落
[00:05:18.000 --> 00:05:20.000]  在彼得前書
[00:05:20.000 --> 00:05:22.000]  說福音的寶貴
[00:05:22.000 --> 00:05:24.000]  人得到這個生命
[00:05:24.000 --> 00:05:26.000]  整個人的生命是扭轉
[00:05:26.000 --> 00:05:28.000]  並且有一個特別的特質
[00:05:28.000 --> 00:05:30.000]  這個特質很奇妙
[00:05:30.000 --> 00:05:32.000]  我們很少想到
[00:05:32.000 --> 00:05:34.000]  通常我們會說
[00:05:34.000 --> 00:05:36.000]  基督徒都有愛心
[00:05:36.000 --> 00:05:38.000]  做一些事情
[00:05:38.000 --> 00:05:40.000]  但是我們看看彼得前書
[00:05:40.000 --> 00:05:42.000]  最重要的一個特質
[00:05:42.000 --> 00:05:44.000]  就是馴服
[00:05:44.000 --> 00:05:46.000]  馴服是很難忍受的一件事
[00:05:46.000 --> 00:05:48.000]  如果是好的人我都會馴服
[00:05:48.000 --> 00:05:50.000]  但不是這樣說
[00:05:50.000 --> 00:05:52.000]  無論如何馴服是我們生命的本質
[00:05:52.000 --> 00:05:54.000]  所以這一段經文
[00:05:54.000 --> 00:05:56.000]  一直說到
[00:05:56.000 --> 00:05:58.000]  在
[00:05:58.000 --> 00:06:00.000]  說到基督徒有一個不同
[00:06:00.000 --> 00:06:02.000]  所以我們看這一段的段落
[00:06:02.000 --> 00:06:04.000]  在第二章十一節
[00:06:04.000 --> 00:06:06.000]  一直說到馴服
[00:06:06.000 --> 00:06:08.000]  人一切的制度
[00:06:08.000 --> 00:06:10.000]  在上的君王等等
[00:06:10.000 --> 00:06:12.000]  然後僕人要馴服主人
[00:06:12.000 --> 00:06:14.000]  然後妻子馴服丈夫
[00:06:14.000 --> 00:06:16.000]  我們過去都看過
[00:06:16.000 --> 00:06:18.000]  來到這一段整個教會
[00:06:18.000 --> 00:06:20.000]  都是一個這樣的心態
[00:06:20.000 --> 00:06:22.000]  彼此有愛
[00:06:22.000 --> 00:06:24.000]  互相彼此相愛
[00:06:24.000 --> 00:06:26.000]  要尋求和睦的
[00:06:26.000 --> 00:06:28.000]  一個小小的結
[00:06:28.000 --> 00:06:30.000]  一個小結
[00:06:30.000 --> 00:06:32.000]  所以我們一起去看看
[00:06:32.000 --> 00:06:34.000]  這一段經文
[00:06:34.000 --> 00:06:36.000]  我們先看第八節
[00:06:36.000 --> 00:06:38.000]  我們一起讀第八節
[00:06:38.000 --> 00:06:42.000]  總而言之
[00:06:42.000 --> 00:06:44.000]  你們要同心彼此體恤
[00:06:44.000 --> 00:06:46.000]  相愛如弟兄
[00:06:46.000 --> 00:06:48.000]  全憐憫和謙卑的心
[00:06:48.000 --> 00:06:50.000]  這裡說了
[00:06:50.000 --> 00:06:52.000]  總而言之
[00:06:52.000 --> 00:06:54.000]  說到一個很重要的一個段落
[00:06:54.000 --> 00:06:56.000]  是一個小小的總結
[00:06:56.000 --> 00:06:58.000]  這裡說到五大特質
[00:06:58.000 --> 00:07:00.000]  基督徒的特質
[00:07:00.000 --> 00:07:02.000]  我們看每個都很重要
[00:07:02.000 --> 00:07:04.000]  彼此要同心
[00:07:04.000 --> 00:07:06.000]  即是想同一樣的東西
[00:07:06.000 --> 00:07:08.000]  心思同一樣
[00:07:08.000 --> 00:07:10.000]  這個不要誤會
[00:07:10.000 --> 00:07:12.000]  不是每個人都想同一樣的東西
[00:07:12.000 --> 00:07:14.000]  而是有同一個目標
[00:07:14.000 --> 00:07:16.000]  同一個柔和謙卑的
[00:07:16.000 --> 00:07:18.000]  有一個共識
[00:07:18.000 --> 00:07:20.000]  看到神在教會裡的計劃
[00:07:20.000 --> 00:07:22.000]  有一個共同的目標
[00:07:22.000 --> 00:07:24.000]  就好像在第二章
[00:07:24.000 --> 00:07:26.000]  說到教會是什麼呢
[00:07:26.000 --> 00:07:28.000]  在第九節說
[00:07:28.000 --> 00:07:30.000]  你們是被揀選的一族
[00:07:30.000 --> 00:07:32.000]  是君尊的祭司
[00:07:32.000 --> 00:07:34.000]  是聖潔的國度
[00:07:34.000 --> 00:07:36.000]  是屬神的子民
[00:07:36.000 --> 00:07:38.000]  要使你們宣揚
[00:07:38.000 --> 00:07:40.000]  那召你們出黑暗入奇妙光明者的美德
[00:07:40.000 --> 00:07:42.000]  是一個使命
[00:07:42.000 --> 00:07:44.000]  是將神的美善傳播出去
[00:07:44.000 --> 00:07:46.000]  所以我們有一個合一的心
[00:07:46.000 --> 00:07:48.000]  合一的心
[00:07:48.000 --> 00:07:50.000]  不只是頭腦上
[00:07:50.000 --> 00:07:52.000]  心靈也會契合
[00:07:52.000 --> 00:07:54.000]  這裡說是全憐恤
[00:07:54.000 --> 00:07:56.000]  彼此體恤
[00:07:56.000 --> 00:07:58.000]  體恤是什麼意思呢
[00:07:58.000 --> 00:08:00.000]  我們英文叫Sympathy
[00:08:00.000 --> 00:08:02.000]  是從這個字出來的
[00:08:02.000 --> 00:08:04.000]  我們感受到別人的痛苦
[00:08:04.000 --> 00:08:06.000]  別人的經歷
[00:08:06.000 --> 00:08:08.000]  感同身受的意思
[00:08:08.000 --> 00:08:12.000]  我們在教會裡不只是說
