
[00:00:00.000 --> 00:00:01.400]  智慧的人生
[00:00:01.400 --> 00:00:03.800]  理想的人生是怎樣呢?
[00:00:03.800 --> 00:00:06.640]  大家最近有沒有看電視
[00:00:06.640 --> 00:00:09.400]  電視裡面有個廣告很有趣的
[00:00:09.400 --> 00:00:11.080]  廣告裡面有兩父子
[00:00:11.080 --> 00:00:12.600]  我當他們是兩父子
[00:00:12.600 --> 00:00:14.440]  兒子就跟爸爸說
[00:00:14.440 --> 00:00:16.440]  我會考拿零分
[00:00:16.440 --> 00:00:19.840]  我就要拿世界冠軍
[00:00:19.840 --> 00:00:21.560]  很有志氣
[00:00:21.560 --> 00:00:24.760]  網民就回應這個影片
[00:00:24.760 --> 00:00:26.400]  其中一個網民說
[00:00:26.400 --> 00:00:28.280]  我會考拿滿星
[00:00:28.280 --> 00:00:31.680]  我一定要做明星
[00:00:31.680 --> 00:00:34.400]  其實這套影片很悔
[00:00:34.400 --> 00:00:37.720]  讓我引用我們在座當中的一位肢體
[00:00:37.720 --> 00:00:39.520]  不過不要說他的名字
[00:00:39.520 --> 00:00:40.960]  這位肢體我認識他
[00:00:40.960 --> 00:00:45.920]  當年他是年青有為的一位肢體
[00:00:45.920 --> 00:00:47.560]  我曾經跟他去新加坡
[00:00:47.560 --> 00:00:51.600]  一起去經歷他們當時年青有為一班
[00:00:51.600 --> 00:00:55.000]  幾個弟兄姊妹去新加坡體驗他們的人生
[00:00:55.000 --> 00:00:59.640]  他回來之後當然有考會考之類
[00:00:59.640 --> 00:01:02.280]  但是他未必能拿零分
[00:01:02.280 --> 00:01:04.000]  不過他有他人生的方向
[00:01:04.000 --> 00:01:06.560]  就是他要學一下舞台的設計
[00:01:06.560 --> 00:01:08.920]  他終於他的夢想是達到
[00:01:08.920 --> 00:01:11.160]  有一次我跟他走回來的時候
[00:01:11.160 --> 00:01:13.360]  我就問這個肢體
[00:01:13.360 --> 00:01:15.640]  你這份工作辛苦嗎?
[00:01:15.640 --> 00:01:17.840]  他回答得非常好
[00:01:17.840 --> 00:01:18.880]  他說莫先生
[00:01:18.880 --> 00:01:20.680]  有哪份工作不辛苦的?
[00:01:20.680 --> 00:01:24.960]  不如你介紹一份不辛苦的工作給我吧
[00:01:24.960 --> 00:01:27.480]  在台灣有一個真實的個案
[00:01:27.480 --> 00:01:30.040]  有一個小朋友他正在讀小學
[00:01:30.040 --> 00:01:33.440]  有一天他的老師就跟這些小朋友說
[00:01:33.440 --> 00:01:35.840]  你們有份功課回家要做的
[00:01:35.840 --> 00:01:37.760]  就回去問你爸爸
[00:01:37.760 --> 00:01:41.000]  問你爸爸的人生的目標是什麼
[00:01:41.000 --> 00:01:42.400]  然後你寫下
[00:01:42.400 --> 00:01:44.480]  明天就回來交卷
[00:01:44.480 --> 00:01:48.040]  其中一個小朋友就回去問他爸爸
[00:01:48.040 --> 00:01:49.360]  他說爸爸
[00:01:49.360 --> 00:01:51.240]  老師有份功課給我做
[00:01:51.240 --> 00:01:53.360]  就是問你人生目標有什麼
[00:01:53.360 --> 00:01:55.800]  大家知道人生目標是什麼嗎?
[00:01:55.800 --> 00:02:00.160]  他的爸爸也有份功課
[00:02:00.160 --> 00:02:02.160]  他爸爸就跟兒子說
[00:02:02.160 --> 00:02:04.520]  你寫下我有三個目標
[00:02:04.520 --> 00:02:07.200]  於是他兒子就拿著筆寫
[00:02:07.200 --> 00:02:09.040]  我第一個目標
[00:02:09.040 --> 00:02:10.320]  我要吃飯
[00:02:10.320 --> 00:02:11.640]  他兒子說
[00:02:11.640 --> 00:02:13.440]  爸爸吃飯也是目標?
[00:02:13.440 --> 00:02:14.320]  你寫吧
[00:02:14.320 --> 00:02:16.160]  於是他兒子就寫了
[00:02:16.160 --> 00:02:17.280]  第二個目標
[00:02:17.280 --> 00:02:19.120]  我要睡得好
[00:02:19.120 --> 00:02:20.120]  他兒子說
[00:02:20.120 --> 00:02:21.520]  爸爸你晚上睡得不好?
[00:02:21.520 --> 00:02:22.600]  你寫吧
[00:02:22.600 --> 00:02:24.600]  他兒子又寫了
[00:02:24.600 --> 00:02:25.600]  第三
[00:02:25.600 --> 00:02:27.480]  我要每一天都笑得出來
[00:02:27.480 --> 00:02:29.840]  看來你們也不是很好笑
[00:02:29.840 --> 00:02:30.680]  於是他又寫了
[00:02:30.680 --> 00:02:31.320]  爸爸
[00:02:31.320 --> 00:02:32.240]  寫得出來
[00:02:32.240 --> 00:02:33.560]  笑得出來
[00:02:33.560 --> 00:02:35.160]  於是他兒子就跟爸爸說
[00:02:35.160 --> 00:02:36.160]  爸爸
[00:02:36.160 --> 00:02:37.560]  不是吧
[00:02:37.560 --> 00:02:40.080]  很多父母都是希望自己成為
[00:02:40.080 --> 00:02:40.880]  什麼科學家
[00:02:40.880 --> 00:02:42.920]  就算不是科學家也好
[00:02:42.920 --> 00:02:44.600]  都是做一個商人
[00:02:44.600 --> 00:02:46.680]  就算做不到商人也好
[00:02:46.680 --> 00:02:49.160]  起碼都做高級經理
[00:02:49.160 --> 00:02:53.000]  爸爸你的三個人生目標就是吃得
[00:02:53.000 --> 00:02:54.000]  睡得
[00:02:54.000 --> 00:02:55.480]  笑得
[00:02:55.480 --> 00:02:58.560]  你是不是想我被先生罰呢?
[00:02:58.560 --> 00:02:59.920]  他爸爸就跟他說
[00:02:59.920 --> 00:03:01.400]  兒子你寫下
[00:03:01.400 --> 00:03:04.600]  這是我爸爸的人生目標
[00:03:04.600 --> 00:03:05.920]  與我無關
[00:03:05.920 --> 00:03:08.840]  免得李先生罰你
[00:03:08.840 --> 00:03:11.880]  於是這個新生兒子就將這份功課
[00:03:11.880 --> 00:03:13.080]  第二天就交給老師了
[00:03:13.080 --> 00:03:14.880]  他想著又留堂又罰抄
[00:03:14.880 --> 00:03:16.200]  諸如此類
[00:03:16.200 --> 00:03:17.520]  隔了一段時間
[00:03:17.520 --> 00:03:20.720]  隔了一天他兒子放學很開心地跟爸爸說
[00:03:20.720 --> 00:03:21.480]  爸爸
[00:03:21.480 --> 00:03:23.040]  你知不知道我今天很威風
[00:03:23.040 --> 00:03:24.720]  老師叫我在堂上
[00:03:24.720 --> 00:03:27.480]  講你人生的三大目標
[00:03:27.480 --> 00:03:28.360]  就是吃得
[00:03:28.360 --> 00:03:28.920]  睡得
[00:03:28.920 --> 00:03:30.280]  笑得
[00:03:30.280 --> 00:03:32.560]  因為原來老師的丈夫
[00:03:32.560 --> 00:03:35.760]  就是剛剛遇到人生最低潮的時候
[00:03:35.760 --> 00:03:36.880]  又不吃得
[00:03:36.880 --> 00:03:37.960]  又不睡得
[00:03:37.960 --> 00:03:40.320]  又不笑得
[00:03:40.320 --> 00:03:44.600]  頂智慧你的人生目標是什麼?
[00:03:44.600 --> 00:03:47.800]  又或者你對你下一代的人生目標
[00:03:47.800 --> 00:03:50.080]  你的期望是什麼呢?
[00:03:50.080 --> 00:03:51.760]  你是否希望
[00:03:51.760 --> 00:03:55.520]  你的下一代是贏在起跑線呢?
[00:03:55.520 --> 00:03:57.240]  有一個真實個案
[00:03:57.240 --> 00:03:59.360]  是我在街口那裏
[00:03:59.360 --> 00:04:00.440]  遇到有一天
[00:04:00.440 --> 00:04:01.480]  當然不是這次發生
[00:04:01.480 --> 00:04:03.400]  是去年發生
[00:04:03.400 --> 00:04:05.960]  有一個人拖著小朋友進來問
[00:04:05.960 --> 00:04:07.320]  你知不知道
[00:04:07.320 --> 00:04:08.640]  這裏是不是有間幼稚園?
[00:04:08.640 --> 00:04:09.320]  我說是
[00:04:09.320 --> 00:04:11.560]  走了一圈就是了
[00:04:11.560 --> 00:04:12.600]  你去報名嗎?
[00:04:12.600 --> 00:04:14.120]  他說是
[00:04:14.120 --> 00:04:17.720]  人家說這間幼稚園是名校
[00:04:17.720 --> 00:04:20.600]  我說你跟我來吧
[00:04:20.600 --> 00:04:23.360]  我們活在彎曲薄茂的世代
[00:04:23.360 --> 00:04:25.880]  特別是我們居住在這個城市
[00:04:25.880 --> 00:04:29.440]  贏在起跑線是最近這幾年
[00:04:29.440 --> 00:04:33.040]  成為我們下一代的一個目標
[00:04:33.040 --> 00:04:36.600]  為什麼要贏在起跑線呢?
[00:04:36.600 --> 00:04:38.760]  無非是不是想得到
[00:04:38.760 --> 00:04:41.240]  將來有房子
[00:04:41.240 --> 00:04:42.480]  有車
[00:04:42.480 --> 00:04:45.040]  有太太、有孩子
[00:04:45.040 --> 00:04:46.640]  於是由最開始
[00:04:46.640 --> 00:04:49.400]  用一間很好的名校的幼稚園
[00:04:49.400 --> 00:04:51.920]  接著進入最好的小學、中學
[00:04:51.920 --> 00:04:53.720]  接著名校的大學
[00:04:53.720 --> 00:04:55.720]  接著大學畢業
[00:04:55.720 --> 00:04:58.760]  於是你就向著人生的目標進發
[00:04:58.760 --> 00:05:00.680]  找一份好的工作
[00:05:00.680 --> 00:05:02.520]  然後就做生做死
[00:05:02.520 --> 00:05:04.240]  到你退休那天
[00:05:04.240 --> 00:05:07.720]  你就安享萬年
[00:05:07.720 --> 00:05:11.040]  大家有沒有聽過以下這個故事真實的?
[00:05:11.040 --> 00:05:14.160]  在美國有一個教授
[00:05:14.160 --> 00:05:17.800]  在哈佛大學有一個休息期
[00:05:17.800 --> 00:05:19.680]  他去到一條漁村裡面
[00:05:19.680 --> 00:05:21.200]  他走過
[00:05:21.200 --> 00:05:23.680]  他跟一個漁夫這樣說
[00:05:23.680 --> 00:05:28.000]  他說「我天天見你只做半晝而已」
[00:05:28.000 --> 00:05:30.880]  「為什麼你不做全日?」
[00:05:30.880 --> 00:05:32.560]  這個漁夫就跟他說
[00:05:32.560 --> 00:05:34.040]  「做半晝不就OK了」
[00:05:34.040 --> 00:05:36.320]  「何須要做全日?」
[00:05:36.320 --> 00:05:38.000]  這個教授說「不是啊」
[00:05:38.000 --> 00:05:40.640]  「你做全日更好」
[00:05:40.640 --> 00:05:42.040]  「你現在只有一隻漁船」
[00:05:42.040 --> 00:05:43.200]  「我觀察了」
[00:05:43.200 --> 00:05:44.600]  「如果你做全日的時候」
[00:05:44.600 --> 00:05:46.000]  「你賺多點錢」
[00:05:46.000 --> 00:05:48.120]  「那就買第二隻漁船了」
[00:05:48.120 --> 00:05:49.760]  「那你又賺多點錢」
[00:05:49.760 --> 00:05:52.120]  「那就買第三隻漁船了」
[00:05:52.120 --> 00:05:53.720]  「那你又賺多點錢」
[00:05:53.720 --> 00:05:56.840]  「將你整個船隊上市了」
[00:05:56.840 --> 00:05:59.720]  「然後你就飛黃騰達」
[00:05:59.720 --> 00:06:01.080]  「賺大錢了」
[00:06:01.080 --> 00:06:02.840]  「到你退休的時候」
[00:06:02.840 --> 00:06:05.360]  「你就可以和這些漁孫」
[00:06:05.360 --> 00:06:09.960]  「開開心心地去退休生活了」
[00:06:09.960 --> 00:06:13.480]  這個漁夫就跟大學教授說
[00:06:13.480 --> 00:06:15.560]  「你現在不見我和我兒子很開心嗎?」
[00:06:15.560 --> 00:06:17.520]  「下午我只是做半晝而已」
[00:06:17.520 --> 00:06:19.080]  「下午和我兒子一起玩」
