
[00:00:00.000 --> 00:00:03.760]  今天會講到神的恩賜
[00:00:03.760 --> 00:00:06.260]  我們不斷都會講
[00:00:06.260 --> 00:00:07.860]  就是神本身有
[00:00:07.860 --> 00:00:10.760]  祂才會施予給我們
[00:00:10.760 --> 00:00:12.260]  賜予給我們
[00:00:12.260 --> 00:00:14.360]  也期望我們會去做
[00:00:14.360 --> 00:00:15.960]  神是一位恩賜的神
[00:00:15.960 --> 00:00:17.660]  我們大家都很熟悉
[00:00:17.660 --> 00:00:20.960]  但是我們如何透過一個比喻
[00:00:20.960 --> 00:00:23.060]  去了解神的恩賜呢
[00:00:23.060 --> 00:00:26.160]  我會跟大家一起去研讀
[00:00:26.160 --> 00:00:30.660]  好 大家應該看到畫面了
[00:00:30.660 --> 00:00:32.560]  題目也嚇了你
[00:00:32.560 --> 00:00:35.860]  就是同酬不同功
[00:00:35.860 --> 00:00:39.760]  就是說跟我們的理念相反
[00:00:39.760 --> 00:00:43.060]  我們那時候一直爭取同功同酬
[00:00:43.060 --> 00:00:45.560]  很多年前 五六十年代
[00:00:45.560 --> 00:00:48.360]  男人做事的人工就會高一些
[00:00:48.360 --> 00:00:50.260]  女性可能同一份工種
[00:00:50.260 --> 00:00:52.960]  但是人工會低一些
[00:00:52.960 --> 00:00:54.960]  我們覺得很不公平 是不是
[00:00:54.960 --> 00:00:57.860]  我們會看看這個比喻
[00:00:57.860 --> 00:01:01.260]  顯現神是一位怎樣的神
[00:01:01.260 --> 00:01:05.060]  《聖經》裡面神自己很清楚的宣告
[00:01:05.060 --> 00:01:06.760]  是一位怎樣的神呢
[00:01:06.760 --> 00:01:09.860]  留意 詩篇145 第八第九節
[00:01:09.860 --> 00:01:13.760]  耶和華有恩惠 有憐憫
[00:01:13.760 --> 00:01:16.260]  不輕而發怒 大有慈愛
[00:01:16.260 --> 00:01:18.560]  耶和華善待萬民
[00:01:18.560 --> 00:01:22.360]  他的慈悲 奉被他一切所做的
[00:01:22.360 --> 00:01:23.660]  這裡很清楚
[00:01:23.660 --> 00:01:27.460]  講到神是滿有恩惠 憐憫的人
[00:01:27.460 --> 00:01:29.960]  他很有愛心 關心人
[00:01:29.960 --> 00:01:32.660]  好 接著我們又會看到
[00:01:32.660 --> 00:01:36.260]  詩篇第86篇第15節是怎樣呢
[00:01:36.260 --> 00:01:40.760]  主啊 祢是有憐憫 有恩典的神
[00:01:40.760 --> 00:01:44.260]  不輕而發怒 並有豐盛的慈愛和誠實
[00:01:44.260 --> 00:01:47.860]  我想大家都很熟悉這些經文
[00:01:47.860 --> 00:01:50.660]  我們對神的屬性都很特別的
[00:01:50.660 --> 00:01:59.660]  把焦點放在神的愛 仁愛 憐憫 恩慈 恩典
[00:01:59.660 --> 00:02:00.660]  這個絕對沒錯
[00:02:00.660 --> 00:02:02.160]  不過我想再提醒大家
[00:02:02.160 --> 00:02:05.460]  我們不要輕忽神的權能
[00:02:05.460 --> 00:02:08.460]  神的聖潔 神的威脅
[00:02:08.460 --> 00:02:10.460]  如果我們只是偏去想
[00:02:10.460 --> 00:02:13.860]  神是一位滿有恩典 慈愛 憐憫的神
[00:02:13.860 --> 00:02:15.260]  我剛剛信主的時候
[00:02:15.260 --> 00:02:19.660]  都把神變成了受聖公連賴的受聖公
[00:02:19.660 --> 00:02:22.460]  我不知道大家有沒有喝過受聖公連賴
[00:02:22.460 --> 00:02:24.660]  很磁場的 伯伯這樣
[00:02:24.660 --> 00:02:25.660]  我犯了錯
[00:02:25.660 --> 00:02:28.360]  神就求祢憐憫 求祢來寬恕
[00:02:28.360 --> 00:02:30.860]  那神就會來帶去寬恕
[00:02:30.860 --> 00:02:31.860]  但是我們忘記了
[00:02:31.860 --> 00:02:35.960]  原來神是一個威嚴 是一位聖潔的神
[00:02:35.960 --> 00:02:38.160]  如果我們能夠看到神是威嚴 聖潔
[00:02:38.160 --> 00:02:41.160]  甚至是可懼的神 可畏的神
[00:02:41.160 --> 00:02:43.460]  我們就不會這麼輕易地犯錯了
[00:02:43.460 --> 00:02:44.960]  好了 既然我們這麼熟悉
[00:02:44.960 --> 00:02:46.760]  但是我們可以怎樣了解
[00:02:46.760 --> 00:02:48.960]  體會到神的恩慈呢
[00:02:48.960 --> 00:02:52.760]  我們就會照著耶穌所說的一個比喻
[00:02:52.760 --> 00:02:54.860]  去看到神的恩慈
[00:02:54.860 --> 00:03:00.460]  這段經文就是馬大夫第十二十章第一到第十六節
[00:03:00.460 --> 00:03:02.960]  在錄影的時候
[00:03:02.960 --> 00:03:05.160]  往往有一個困難是什麼呢
[00:03:05.160 --> 00:03:07.160]  就是要我自己讀完經文
[00:03:07.160 --> 00:03:08.660]  如果大家一直都有參加
[00:03:08.660 --> 00:03:11.960]  知道不配逢場上在現場講到也好
[00:03:11.960 --> 00:03:15.460]  在錄影 即是在網上講到也好
[00:03:15.460 --> 00:03:17.560]  如果要讀經 我會叫弟兄姊妹讀
[00:03:17.560 --> 00:03:19.960]  我現在這個茶經多數是叫二汪讀的
[00:03:19.960 --> 00:03:21.760]  我就可以乘機喝水
[00:03:21.760 --> 00:03:24.760]  還有想插開一些東西去跟大家分享
[00:03:24.760 --> 00:03:27.760]  剛剛在一個的錄影講到
[00:03:27.760 --> 00:03:31.360]  其實是對坎培拉的教會講到的
[00:03:31.360 --> 00:03:35.360]  有些人跟我說 牧師 看到你很累
[00:03:35.360 --> 00:03:36.860]  其實我不是很累
[00:03:36.860 --> 00:03:38.560]  如果我錄影的時候
[00:03:38.560 --> 00:03:40.560]  其實對我來說不是太累
[00:03:40.560 --> 00:03:42.560]  譬如我現在錄影
[00:03:42.560 --> 00:03:46.760]  接著我完了就會有一個東正教的講座
[00:03:46.760 --> 00:03:50.560]  今晚會和大家一起繼續茶經
[00:03:50.560 --> 00:03:53.060]  所以我剛剛開始怎麼會累呢
[00:03:53.060 --> 00:03:54.760]  可能大家不是很知道
[00:03:54.760 --> 00:03:57.060]  原來錄影是很辛苦的
[00:03:57.060 --> 00:04:03.060]  我的眼睛是要向著那個很小的鏡頭
[00:04:03.060 --> 00:04:06.260]  所以整天集中在那個鏡頭那裡
[00:04:06.260 --> 00:04:09.060]  就很辛苦 眼睛是很累的
[00:04:09.060 --> 00:04:11.560]  好像你整天都閉上眼 我不是
[00:04:11.560 --> 00:04:12.560]  因為為什麼呢
[00:04:12.560 --> 00:04:16.260]  我的講章是在iPad那裡的
[00:04:16.260 --> 00:04:19.260]  就放在鏡頭的下面
[00:04:19.260 --> 00:04:23.260]  所以我眼睛就會垂下來看講章
[00:04:23.260 --> 00:04:27.260]  大家就以為 牧師 眼睛好像沒什麼神
[00:04:27.260 --> 00:04:28.860]  又好像很累
[00:04:28.860 --> 00:04:32.060]  這個我才是第一次和大家分享那個情況
[00:04:32.060 --> 00:04:35.560]  好了 回到第一到第十六節
[00:04:35.560 --> 00:04:36.760]  大家聽我讀出
[00:04:36.760 --> 00:04:38.560]  因為天國好象家主
[00:04:38.560 --> 00:04:42.560]  清早去僱人 盡他的葡萄園做工
[00:04:42.560 --> 00:04:47.060]  和工人講定一天一銀錢銀紙
[00:04:47.060 --> 00:04:50.060]  就打發他們進葡萄園去
[00:04:50.060 --> 00:04:51.960]  約在倉出去
[00:04:51.960 --> 00:04:55.960]  看見史上還有人限暫的人
[00:04:55.960 --> 00:04:56.960]  就對他們說
[00:04:56.960 --> 00:04:59.260]  這門也進葡萄園去
[00:04:59.260 --> 00:05:01.460]  所當給的我必給你們
[00:05:01.460 --> 00:05:03.660]  他們也進去了
[00:05:03.660 --> 00:05:07.860]  約在五正和新倉又出去
[00:05:07.860 --> 00:05:09.460]  也是這樣行
[00:05:09.460 --> 00:05:11.060]  約在倉出去
[00:05:11.060 --> 00:05:13.460]  看見還有人站在那裡
[00:05:13.460 --> 00:05:15.660]  就問他們說
[00:05:15.660 --> 00:05:20.060]  你們為什麼整天在倉裡閒站呢
[00:05:20.060 --> 00:05:23.360]  他們說 因為沒有人顧我們
[00:05:23.360 --> 00:05:27.760]  他說 你們也進葡萄園去
[00:05:27.760 --> 00:05:31.560]  到了晚上 園主對管事的說
[00:05:31.560 --> 00:05:35.160]  叫工人都來給他們工錢
[00:05:35.160 --> 00:05:39.360]  從後來的起 到先來的為止
[00:05:39.360 --> 00:05:42.160]  約在倉僱人的來了
[00:05:42.160 --> 00:05:45.560]  各人得了一錢銀紙
[00:05:45.560 --> 00:05:48.060]  及至那仙僱的來了
[00:05:48.060 --> 00:05:50.360]  他們以為必要多得
[00:05:50.360 --> 00:05:53.660]  誰知 也是各得一錢
[00:05:53.660 --> 00:05:56.560]  他們得了 就埋怨家主說
[00:05:56.560 --> 00:05:59.760]  我們整天勞苦受熱
[00:05:59.760 --> 00:06:02.260]  後來的只做了一小時
[00:06:02.260 --> 00:06:06.560]  你竟叫他們和我們一樣嗎
[00:06:06.560 --> 00:06:08.960]  家主回答其中一人說
[00:06:08.960 --> 00:06:12.260]  朋友 我不規護你
[00:06:12.260 --> 00:06:17.060]  你與我說的不是一錢銀紙嗎
[00:06:17.060 --> 00:06:19.460]  拿你的酒吧
[00:06:19.460 --> 00:06:22.660]  我給那後來的和給你一樣
[00:06:22.660 --> 00:06:24.960]  就是我願意的
[00:06:24.960 --> 00:06:26.760]  我的東西難道不可
[00:06:26.760 --> 00:06:29.260]  隨我的意思用嗎
[00:06:29.260 --> 00:06:31.260]  因為我作好人
[00:06:31.260 --> 00:06:34.060]  你就眼紅了嗎
[00:06:34.060 --> 00:06:36.860]  這樣 那在後的
[00:06:36.860 --> 00:06:40.760]  將要在前的 將要在後的
[00:06:40.760 --> 00:06:43.760]  我們就讀了這段經文
[00:06:43.760 --> 00:06:45.460]  我們一看的時候都覺得
[00:06:45.460 --> 00:06:47.260]  真是不太公平
[00:06:47.260 --> 00:06:50.060]  那個做了12個小時的
[00:06:50.060 --> 00:06:52.160]  就拿到這麼多錢
[00:06:52.160 --> 00:06:54.660]  那個做了最後一個小時
[00:06:54.660 --> 00:06:55.860]  就是做了一個小時
[00:06:55.860 --> 00:06:56.960]  又拿這麼多錢
[00:06:56.960 --> 00:07:00.160]  那最後那個當然有很多好處
[00:07:00.160 --> 00:07:01.560]  如果是我呢
[00:07:01.560 --> 00:07:04.060]  我就真是想做最後那個
[00:07:04.060 --> 00:07:04.960]  不得了
[00:07:04.960 --> 00:07:07.560]  做一個小時都是拿這麼多錢
[00:07:07.560 --> 00:07:11.560]  這個是我們香港人的思維
[00:07:11.560 --> 00:07:13.760]  一定是走正面的
[00:07:13.760 --> 00:07:15.760]  但是我們一定要明白
[00:07:15.760 --> 00:07:18.860]  在耶穌所說的時候
[00:07:18.860 --> 00:07:20.060]  那個的背景
[00:07:20.060 --> 00:07:21.860]  我們解釋比喻的時候
[00:07:21.860 --> 00:07:24.160]  一定要明白背景的
[00:07:24.160 --> 00:07:25.460]  猶太人
[00:07:25.460 --> 00:07:26.460]  他們知不知道
[00:07:26.460 --> 00:07:29.460]  那個一天開始的時間是什麼時候
[00:07:29.460 --> 00:07:32.260]  我們就是以半夜凌晨12點鐘
[00:07:32.260 --> 00:07:33.960]  就是新的一天
[00:07:33.960 --> 00:07:37.460]  猶太人他們原來是黃昏6點鐘
[00:07:37.460 --> 00:07:39.460]  就是他們一天的開始
[00:07:39.460 --> 00:07:41.460]  那時候很多年前
[00:07:41.460 --> 00:07:42.760]  可能你們不是很知道
[00:07:42.760 --> 00:07:47.260]  以前我小時候原來是猶太人開的
[00:07:47.260 --> 00:07:49.560]  後來就賣了給勵新發展
[00:07:49.560 --> 00:07:52.160]  他們那個休息時間是怎麼樣呢
[00:07:52.160 --> 00:07:55.060]  就是安息日就是6點鐘休息
[00:07:55.060 --> 00:07:57.360]  到第二天的6點鐘
[00:07:57.360 --> 00:07:59.760]  他們才會再開門的
[00:07:59.760 --> 00:08:02.960]  而他們的工作時間是很長的
[00:08:02.960 --> 00:08:04.860]  所以 記不記得我講過
[00:08:04.860 --> 00:08:07.860]  十家裡面安息日是很重要的
[00:08:07.860 --> 00:08:09.860]  因為他們的勞工
[00:08:09.860 --> 00:08:12.860]  都是做不是8個小時
[00:08:12.860 --> 00:08:14.260]  不是10個小時
[00:08:14.260 --> 00:08:16.660]  是做12小時的
[00:08:16.660 --> 00:08:18.660]  從早上6點鐘開始
[00:08:18.660 --> 00:08:22.360]  一直做到黃昏的6點鐘才結束
[00:08:22.360 --> 00:08:23.860]  是做12小時
[00:08:23.860 --> 00:08:26.760]  所以為什麼神要求他們一定要守安息日
[00:08:26.760 --> 00:08:29.760]  因為給自己身體可以有機會休息
[00:08:29.760 --> 00:08:31.660]  可以共聚天倫
