
[00:00:00.000 --> 00:00:05.000]  這個題目其實很多時候我們會忽略
[00:00:05.000 --> 00:00:09.000]  很多時候我相信在教會裏面聚會一段時間
[00:00:09.000 --> 00:00:13.000]  我們都會看到所羅門是有智慧的人
[00:00:13.000 --> 00:00:16.000]  是一個很成功的皇帝
[00:00:16.000 --> 00:00:20.000]  很多時候我們會想一想他智慧是怎樣來的呢
[00:00:20.000 --> 00:00:23.000]  原來智慧就是在這一件事情上
[00:00:23.000 --> 00:00:29.000]  耶和華神是特別恩待他
[00:00:29.000 --> 00:00:33.000]  然後史無前例地
[00:00:33.000 --> 00:00:35.000]  後來都沒有這樣做過的
[00:00:35.000 --> 00:00:39.000]  就是當所羅門王獻祭完畢
[00:00:39.000 --> 00:00:43.000]  耶和華神晚上在他夢中
[00:00:43.000 --> 00:00:45.000]  有人說他見到異象
[00:00:45.000 --> 00:00:47.000]  就向他顯現一吻
[00:00:47.000 --> 00:00:51.000]  所羅門你要甚麼你出聲我給你
[00:00:51.000 --> 00:00:54.000]  如果我們今天做基督徒的
[00:00:54.000 --> 00:00:57.000]  參加祈禱會 私人祈禱之後
[00:00:57.000 --> 00:00:59.000]  聚會完了回去
[00:00:59.000 --> 00:01:00.000]  晚上做夢的時候
[00:01:00.000 --> 00:01:03.000]  耶穌問你要甚麼我給你
[00:01:03.000 --> 00:01:05.000]  我想你發達了
[00:01:05.000 --> 00:01:12.000]  而剛才短短的十三節聖經裏面
[00:01:12.000 --> 00:01:15.000]  其實有幾個重點如果大家留意一下
[00:01:15.000 --> 00:01:16.000]  你會發覺
[00:01:16.000 --> 00:01:18.000]  所羅門王這一次的獻祭
[00:01:18.000 --> 00:01:21.000]  不是一件容易的事情
[00:01:21.000 --> 00:01:23.000]  不是好像你和我
[00:01:23.000 --> 00:01:24.000]  信了耶穌之後
[00:01:24.000 --> 00:01:27.000]  有人教你 我要祈禱
[00:01:27.000 --> 00:01:29.000]  於是這樣祈禱 祈禱 祈禱
[00:01:29.000 --> 00:01:32.000]  有些人祈禱幾十年了 是不是
[00:01:32.000 --> 00:01:35.000]  你猜你祈就祈了
[00:01:35.000 --> 00:01:37.000]  你信不信呢
[00:01:37.000 --> 00:01:42.000]  你祈就祈了 你信不信呢
[00:01:42.000 --> 00:01:46.000]  有一個記載在一本書上
[00:01:46.000 --> 00:01:48.000]  他這樣說
[00:01:48.000 --> 00:01:50.000]  美國有一個地方
[00:01:50.000 --> 00:01:52.000]  有一間教會
[00:01:52.000 --> 00:01:57.000]  附近有很多酒吧
[00:01:57.000 --> 00:01:59.000]  知不知道甚麼是酒吧
[00:01:59.000 --> 00:02:04.000]  一般來說酒吧都是犯罪惡的地方
[00:02:04.000 --> 00:02:06.000]  可能弄得烏煙瘴氣
[00:02:06.000 --> 00:02:09.000]  都幾騷擾到這間教會
[00:02:09.000 --> 00:02:13.000]  於是牧師就發動信徒
[00:02:13.000 --> 00:02:18.000]  為這樣的烏煙瘴氣的環境來禱告
[00:02:18.000 --> 00:02:21.000]  於是成立了一個禱告團契
[00:02:21.000 --> 00:02:23.000]  或者叫禱告兵團
[00:02:23.000 --> 00:02:25.000]  為這件事禱告
[00:02:25.000 --> 00:02:28.000]  牧師都算不話得了 是不是
[00:02:28.000 --> 00:02:30.000]  有甚麼事不是出律師信
[00:02:30.000 --> 00:02:32.000]  不是去食環署投訴 是不是
[00:02:32.000 --> 00:02:35.000]  是透過祈禱來解決問題
[00:02:35.000 --> 00:02:38.000]  當這個教會成立這個禱告會
[00:02:38.000 --> 00:02:42.000]  這件事禱告了一段時間沒多久
[00:02:42.000 --> 00:02:48.000]  突然有一晚就行雷閃電
[00:02:48.000 --> 00:02:53.000]  這間酒吧就被雷電擊中了
[00:02:53.000 --> 00:02:55.000]  因為擊電擊中著火
[00:02:55.000 --> 00:02:58.000]  就付之一炬
[00:02:58.000 --> 00:03:01.000]  不知道從何而來
[00:03:01.000 --> 00:03:04.000]  這個酒吧的東主
[00:03:04.000 --> 00:03:06.000]  酒吧的老闆
[00:03:06.000 --> 00:03:08.000]  就知道這間教會
[00:03:08.000 --> 00:03:12.000]  曾經為他這些罪案的地方來禱告
[00:03:12.000 --> 00:03:14.000]  所以這個東主
[00:03:14.000 --> 00:03:20.000]  在美國就將這件事告上法庭
[00:03:20.000 --> 00:03:21.000]  告上法庭的時候
[00:03:21.000 --> 00:03:23.000]  當然就是說我們的損失
[00:03:23.000 --> 00:03:28.000]  是因為這間教會祈禱解決的
[00:03:28.000 --> 00:03:30.000]  這個事情訴上法庭之後
[00:03:30.000 --> 00:03:33.000]  法官就要召兩方面的人來
[00:03:33.000 --> 00:03:35.000]  於是酒吧東主又上庭
[00:03:35.000 --> 00:03:40.000]  牧師又上庭
[00:03:40.000 --> 00:03:44.000]  告上法庭的目的不外乎是索償
[00:03:44.000 --> 00:03:47.000]  或者是要求怎麼不知道
[00:03:47.000 --> 00:03:52.000]  當酒吧東主說完他應該說的話之後
[00:03:52.000 --> 00:03:57.000]  這個法官就問牧師
[00:03:57.000 --> 00:04:01.000]  他說你們是不是這樣祈禱
[00:04:01.000 --> 00:04:03.000]  牧師怎麼說呢
[00:04:03.000 --> 00:04:05.000]  他說法官大人
[00:04:05.000 --> 00:04:08.000]  我沒有說謊
[00:04:08.000 --> 00:04:11.000]  我承認我們是有祈禱
[00:04:11.000 --> 00:04:14.000]  不過我很肯定告訴你
[00:04:14.000 --> 00:04:16.000]  我們所有祈禱的弟兄姊妹
[00:04:16.000 --> 00:04:18.000]  包括我在內
[00:04:18.000 --> 00:04:24.000]  不相信祈禱之後有這樣的後果
[00:04:24.000 --> 00:04:26.000]  當那些後果是什麼我不知道
[00:04:26.000 --> 00:04:28.000]  是不是他們祈禱說煮呀
[00:04:28.000 --> 00:04:29.000]  找雷劈了他燒
[00:04:29.000 --> 00:04:30.000]  他不知道
[00:04:30.000 --> 00:04:32.000]  他不知道這樣的後果
[00:04:32.000 --> 00:04:36.000]  所以法官聽完兩方面陳詞之後
[00:04:36.000 --> 00:04:38.000]  就有少少很無奈
[00:04:38.000 --> 00:04:40.000]  也好像很惆悵
[00:04:40.000 --> 00:04:43.000]  他說真是令我百思不得其解
[00:04:43.000 --> 00:04:50.000]  他說一個在我面前是相信祈禱效應的酒吧東主
[00:04:50.000 --> 00:04:56.000]  一個是不相信祈禱結果的牧師
[00:04:56.000 --> 00:04:58.000]  這件案後來怎麼判
[00:04:58.000 --> 00:05:00.000]  他沒有說下去
[00:05:00.000 --> 00:05:05.000]  這個故事記載在一本書叫A4信徒第四章
[00:05:05.000 --> 00:05:10.000]  相信神但不相信祈禱
[00:05:10.000 --> 00:05:16.000]  相信神不相信祈禱
[00:05:16.000 --> 00:05:19.000]  祈禱成功他就是神
[00:05:19.000 --> 00:05:21.000]  祈禱不成功
[00:05:21.000 --> 00:05:23.000]  去找另一個人
[00:05:23.000 --> 00:05:25.000]  找另一個人
[00:05:25.000 --> 00:05:27.000]  你說到現在有沒有這樣的事發生
[00:05:27.000 --> 00:05:29.000]  有呀
[00:05:29.000 --> 00:05:31.000]  多的是呀
[00:05:31.000 --> 00:05:36.000]  不單無道連信了主很久很久的人
[00:05:36.000 --> 00:05:38.000]  因為禱告
[00:05:38.000 --> 00:05:43.000]  他覺得禱告有什麼用
[00:05:43.000 --> 00:05:47.000]  原來相信神不相信祈禱
[00:05:47.000 --> 00:05:49.000]  是A4信徒
[00:05:49.000 --> 00:05:51.000]  知不知道什麼是A4
[00:05:51.000 --> 00:05:53.000]  不知道呀
[00:05:53.000 --> 00:05:57.000]  A4就是靚貨
[00:05:57.000 --> 00:06:00.000]  A4就是靚貨
[00:06:00.000 --> 00:06:02.000]  我後來問過人
[00:06:02.000 --> 00:06:06.000]  問大陸開廠的老闆
[00:06:06.000 --> 00:06:08.000]  問什麼是A4
[00:06:08.000 --> 00:06:11.000]  他說A4是同一個機器同一些原料做出來的
[00:06:11.000 --> 00:06:16.000]  不過製造過程中間只限一百件一百件
[00:06:16.000 --> 00:06:22.000]  一百零一件那個一件就不是真正的靚貨
[00:06:22.000 --> 00:06:25.000]  做基督徒不是做好看的
[00:06:25.000 --> 00:06:29.000]  是要做真認真
[00:06:29.000 --> 00:06:31.000]  還有一個故事
[00:06:31.000 --> 00:06:33.000]  說完我會講道
[00:06:33.000 --> 00:06:35.000]  其實都有道理
[00:06:35.000 --> 00:06:37.000]  有一個牧師
[00:06:37.000 --> 00:06:41.000]  他有六個小孩
[00:06:41.000 --> 00:06:45.000]  他最後的女兒
[00:06:45.000 --> 00:06:47.000]  出世之後患了智障
[00:06:47.000 --> 00:06:49.000]  言語表達
[00:06:49.000 --> 00:06:51.000]  說不出話來
[00:06:51.000 --> 00:06:56.000]  這個這麼嚴重的生離先天性的病
[00:06:56.000 --> 00:06:59.000]  他家裡一直為他祈禱
[00:06:59.000 --> 00:07:03.000]  但是祈禱了幾年都是這樣
[00:07:03.000 --> 00:07:09.000]  有一天這個牧師帶著幾個大的小孩去郊外露營
[00:07:09.000 --> 00:07:11.000]  當他開車去到那裡的時候
[00:07:11.000 --> 00:07:15.000]  其中一個女兒已經是少年人
[00:07:15.000 --> 00:07:19.000]  這個少年人剛剛進入反叛期的時候
[00:07:19.000 --> 00:07:21.000]  不過因為她是牧師女
[00:07:21.000 --> 00:07:25.000]  所以仍然在教會裡面都有參加教會聚會都有祈禱
[00:07:25.000 --> 00:07:27.000]  當他一去到營地
[00:07:27.000 --> 00:07:30.000]  那裡全部是沙石草堆
[00:07:30.000 --> 00:07:32.000]  他突然之間就叫起來
[00:07:32.000 --> 00:07:36.000]  說什麼事啊
[00:07:36.000 --> 00:07:38.000]  他說我眼型眼鏡掉了
[00:07:38.000 --> 00:07:39.000]  糟了
[00:07:39.000 --> 00:07:43.000]  在那個地方掉了眼型眼鏡
[00:07:43.000 --> 00:07:45.000]  這個爸爸就脫口罩說
[00:07:45.000 --> 00:07:48.000]  那你祈禱吧
[00:07:48.000 --> 00:07:50.000]  那你祈禱吧
[00:07:50.000 --> 00:07:52.000]  那個女兒怎麼回答他
[00:07:52.000 --> 00:07:54.000]  我不是粗俗地說
[00:07:54.000 --> 00:07:56.000]  因為她的書是這樣說
[00:07:56.000 --> 00:07:58.000]  不過說得生動一點
[00:07:58.000 --> 00:08:00.000]  祈禱有什麼用
[00:08:00.000 --> 00:08:01.000]  那個爸爸突然問他
[00:08:01.000 --> 00:08:03.000]  為什麼祈禱沒有用
[00:08:03.000 --> 00:08:06.000]  我為我妹祈禱了五年
[00:08:06.000 --> 00:08:11.000]  她仍然今天都不會說話
[00:08:11.000 --> 00:08:15.000]  那個爸爸當時突然呆住了
[00:08:15.000 --> 00:08:19.000]  這個是這個女孩五年來的經歷
[00:08:19.000 --> 00:08:24.000]  祈禱五年但是妹妹仍然不會說話
[00:08:24.000 --> 00:08:28.000]  物理治療什麼治療都好
[00:08:28.000 --> 00:08:31.000]  那個爸爸當時馬上就想到
[00:08:31.000 --> 00:08:33.000]  哎呀是的
[00:08:33.000 --> 00:08:36.000]  這是不是一個心態
[00:08:36.000 --> 00:08:41.000]  所以當他在那個時間就想起
[00:08:41.000 --> 00:08:43.000]  這個小女孩
[00:08:43.000 --> 00:08:45.000]  這個少年少女
[00:08:45.000 --> 00:08:47.000]  如果在這些時間裡面
[00:08:47.000 --> 00:08:50.000]  如果做不給她經歷的話
[00:08:50.000 --> 00:08:54.000]  可能她的信仰反應
[00:08:54.000 --> 00:08:57.000]  所以這個爸爸在那個時候
[00:08:57.000 --> 00:08:59.000]  就很切向神禱告
[00:08:59.000 --> 00:09:01.000]  心中神啊
[00:09:01.000 --> 00:09:03.000]  為了你明的緣故
[00:09:03.000 --> 00:09:05.000]  為了你榮耀的緣故
[00:09:05.000 --> 00:09:07.000]  求你施恩
[00:09:07.000 --> 00:09:12.000]  讓那個女兒可以找回那個隱形眼鏡
[00:09:12.000 --> 00:09:14.000]  其實在過程中間
[00:09:14.000 --> 00:09:16.000]  他想了一大套東西
[00:09:16.000 --> 00:09:17.000]  但是他沒有時間
[00:09:17.000 --> 00:09:20.000]  因為講到他沒有時間講
[00:09:20.000 --> 00:09:23.000]  很多時候我們的禱告
[00:09:23.000 --> 00:09:25.000]  好像打電話給人
[00:09:25.000 --> 00:09:27.000]  有你說沒有對方回應
[00:09:27.000 --> 00:09:28.000]  是不是
[00:09:28.000 --> 00:09:30.000]  你試過有人打電話給你
[00:09:30.000 --> 00:09:31.000]  你一邊說
[00:09:31.000 --> 00:09:34.000]  你想回答他都回答不到
[00:09:34.000 --> 00:09:35.000]  是不是
[00:09:35.000 --> 00:09:38.000]  即是你唯一想的就是掛他的電話
[00:09:38.000 --> 00:09:40.000]  上帝就不會掛你的電話
[00:09:40.000 --> 00:09:41.000]  不過你一邊說
[00:09:41.000 --> 00:09:44.000]  主下幫我這個幫我那個
[00:09:44.000 --> 00:09:48.000]  十八萬樣東西去求
[00:09:48.000 --> 00:09:50.000]  剛才師哥說你有沒有敬拜讚美
[00:09:50.000 --> 00:09:52.000]  有沒有認罪悔改
[00:09:52.000 --> 00:09:57.000]  有沒有為人代求
[00:09:57.000 --> 00:10:00.000]  甚至我們學了很多禱告的方法
[00:10:00.000 --> 00:10:01.000]  又禱告學校
[00:10:01.000 --> 00:10:02.000]  又禱告廠商
[00:10:02.000 --> 00:10:03.000]  很多方法
[00:10:03.000 --> 00:10:04.000]  但是來來去去
[00:10:04.000 --> 00:10:05.000]  都是為什麼
[00:10:05.000 --> 00:10:07.000]  為自己求
[00:10:07.000 --> 00:10:11.000]  所以當這個爸爸在那段時間裡面
[00:10:11.000 --> 00:10:13.000]  專心
[00:10:13.000 --> 00:10:15.000]  為了你自己明白的緣故
[00:10:15.000 --> 00:10:18.000]  為了讓這個少女能夠認識你的緣故
[00:10:18.000 --> 00:10:20.000]  主下求你幫助她
[00:10:20.000 --> 00:10:23.000]  結果她在那短短的時間裡面
[00:10:23.000 --> 00:10:24.000]  跟我們說
[00:10:24.000 --> 00:10:27.000]  女兒我們祈禱了
[00:10:27.000 --> 00:10:30.000]  真的當她這樣祈禱的時候
[00:10:30.000 --> 00:10:34.000]  結果那個隱形眼鏡找不找到呢
[00:10:34.000 --> 00:10:36.000]  我不給答案你
[00:10:36.000 --> 00:10:40.000]  你自己看那本書叫《禱告人生》
[00:10:40.000 --> 00:10:41.000]  所以我今天講的時候
[00:10:41.000 --> 00:10:42.000]  我有兩本書
[00:10:42.000 --> 00:10:44.000]  一本叫《A4信徒》
[00:10:44.000 --> 00:10:46.000]  一本叫《禱告人生》
[00:10:46.000 --> 00:10:47.000]  第一章
[00:10:47.000 --> 00:10:49.000]  這是第四章
[00:10:49.000 --> 00:10:51.000]  為什麼我用這兩故事
[00:10:51.000 --> 00:10:55.000]  跟大家作為一個引子呢
[00:10:55.000 --> 00:10:57.000]  因為所羅門王
[00:10:57.000 --> 00:10:59.000]  他之所以這麼聰明
[00:10:59.000 --> 00:11:01.000]  這麼有智慧
[00:11:01.000 --> 00:11:03.000]  是因為一件事幹
[00:11:03.000 --> 00:11:06.000]  一件事幹
[00:11:06.000 --> 00:11:07.000]  做得好正
[00:11:07.000 --> 00:11:10.000]  而這件事幹不是心血來潮搞的
[00:11:10.000 --> 00:11:12.000]  而是有背景有歷史的
[00:11:12.000 --> 00:11:14.000]  我們從低頭再祈禱
[00:11:14.000 --> 00:11:19.000]  天父我們不單止需要你教導我們禱告
[00:11:19.000 --> 00:11:21.000]  求主都給我們曉得
[00:11:21.000 --> 00:11:23.000]  按照聖靈的引導去禱告
[00:11:23.000 --> 00:11:26.000]  今日求你開我們的眼
[00:11:26.000 --> 00:11:27.000]  開我們的心
[00:11:27.000 --> 00:11:30.000]  若我們能夠開我們的耳
[00:11:30.000 --> 00:11:32.000]  若我們能夠聽到
[00:11:32.000 --> 00:11:34.000]  看到領會昔日
[00:11:34.000 --> 00:11:37.000]  所羅門為什麼這麼蒙恩
[00:11:37.000 --> 00:11:38.000]  求主幫助我們
[00:11:38.000 --> 00:11:42.000]  能夠真的在智慧的真道上得著造就
[00:11:42.000 --> 00:11:43.000]  我們這樣祈禱
[00:11:43.000 --> 00:11:45.000]  奉耶穌明智祈求
[00:11:45.000 --> 00:11:46.000]  阿們
[00:12:08.000 --> 00:12:13.000]  這片祭壇和所羅門當時的位份來說
[00:12:13.000 --> 00:12:15.000]  有什麼關係
[00:12:15.000 --> 00:12:17.000]  請看第一段經文
[00:12:38.000 --> 00:12:40.000]  他媽媽叫拔士巴
[00:12:40.000 --> 00:12:43.000]  一講拔士巴就知道這個女人是什麼女人
[00:12:43.000 --> 00:12:45.000]  夾埋口供
[00:12:45.000 --> 00:12:47.000]  來將大衛
[00:12:47.000 --> 00:12:49.000]  推了下去一個
[00:12:49.000 --> 00:12:51.000]  幾乎大衛已經年紀老慢
[00:12:51.000 --> 00:12:52.000]  糊糊地的時候
[00:12:52.000 --> 00:12:55.000]  所以所羅門當時的皇位得回來
[00:12:55.000 --> 00:12:57.000]  不是容易的
[00:12:57.000 --> 00:12:59.000]  因為他的哥哥
[00:12:59.000 --> 00:13:00.000]  大哥哥衰了
[00:13:00.000 --> 00:13:01.000]  被人殺死了
[00:13:01.000 --> 00:13:03.000]  還有一個阿沙隆
[00:13:03.000 --> 00:13:04.000]  很聰明的
[00:13:04.000 --> 00:13:05.000]  後來又死了
[00:13:05.000 --> 00:13:07.000]  他是第四個
[00:13:07.000 --> 00:13:09.000]  亞當尼亞應該是第三個
[00:13:09.000 --> 00:13:12.000]  所以亞當尼亞當時已經得到
[00:13:12.000 --> 00:13:14.000]  約克大將軍
[00:13:14.000 --> 00:13:15.000]  祭司
[00:13:15.000 --> 00:13:18.000]  軍事和政治力量
[00:13:18.000 --> 00:13:20.000]  軍事和宗教力量
[00:13:20.000 --> 00:13:23.000]  都站在亞當尼亞那邊
[00:13:23.000 --> 00:13:26.000]  所以亞當尼亞夠膽大擺筵席
[00:13:26.000 --> 00:13:27.000]  爸爸還沒死
[00:13:27.000 --> 00:13:29.000]  他已經打算做皇帝
[00:13:29.000 --> 00:13:30.000]  不過呢
[00:13:30.000 --> 00:13:32.000]  斯金納丹
[00:13:32.000 --> 00:13:35.000]  在所羅門的媽媽
[00:13:35.000 --> 00:13:38.000]  我覺得這個女人有些問題
[00:13:38.000 --> 00:13:39.000]  傻乎乎地
[00:13:39.000 --> 00:13:40.000]  其實不是
[00:13:40.000 --> 00:13:42.000]  就去到皇帝面前
[00:13:42.000 --> 00:13:44.000]  你說騙大衛也好
[00:13:44.000 --> 00:13:45.000]  哄大衛也好
[00:13:45.000 --> 00:13:46.000]  大衛啊
[00:13:46.000 --> 00:13:49.000]  你說將皇位給亞當尼亞
[00:13:49.000 --> 00:13:50.000]  我還沒死
[00:13:50.000 --> 00:13:51.000]  遺產還沒分
[00:13:51.000 --> 00:13:52.000]  你說分給他
[00:13:52.000 --> 00:13:54.000]  大衛一定會生氣
[00:13:54.000 --> 00:13:55.000]  在那個情況下
[00:13:55.000 --> 00:13:57.000]  於是後來大衛
[00:13:57.000 --> 00:13:59.000]  在傻乎乎地
[00:13:59.000 --> 00:14:00.000]  當然你說聖靈感動
[00:14:00.000 --> 00:14:03.000]  我不敢說不是聖靈感動
[00:14:03.000 --> 00:14:05.000]  於是說給所羅門做皇帝
[00:14:05.000 --> 00:14:06.000]  你想想
[00:14:06.000 --> 00:14:08.000]  所羅門做了皇帝之後
[00:14:08.000 --> 00:14:10.000]  國家裡面的軍事大權
[00:14:10.000 --> 00:14:12.000]  在約克手中
[00:14:12.000 --> 00:14:13.000]  是不是
[00:14:13.000 --> 00:14:14.000]  宗教領袖在那裡
[00:14:14.000 --> 00:14:17.000]  這兩個人還沒死的時候
[00:14:17.000 --> 00:14:20.000]  你說所羅門的位置怎麼堅定
[00:14:20.000 --> 00:14:21.000]  你以軍事來講
[00:14:21.000 --> 00:14:24.000]  國防部長都不是跟你聽你的
[00:14:24.000 --> 00:14:26.000]  你現在叫他的軍隊效忠於你
[00:14:26.000 --> 00:14:28.000]  行不行
[00:14:28.000 --> 00:14:29.000]  很難
[00:14:29.000 --> 00:14:32.000]  所以當他的所謂國衛堅固的時候
[00:14:32.000 --> 00:14:35.000]  是耶和華神與他同在
[00:14:35.000 --> 00:14:37.000]  使他甚為尊大
[00:14:37.000 --> 00:14:39.000]  所以因此所羅門登基之後
[00:14:39.000 --> 00:14:40.000]  成為皇帝
[00:14:40.000 --> 00:14:42.000]  不要以為他是靠自己力量
[00:14:42.000 --> 00:14:43.000]  不是順利恩代他的
[00:14:43.000 --> 00:14:46.000]  因此所羅門認識到自己
[00:14:46.000 --> 00:14:47.000]  是何等不配
[00:14:47.000 --> 00:14:49.000]  還有請你不要忘記
[00:14:49.000 --> 00:14:51.000]  如果你是所羅門
[00:14:51.000 --> 00:14:54.000]  你都會為了你自己媽媽過去
[00:14:54.000 --> 00:14:56.000]  爸爸和媽媽犯的罪
[00:14:56.000 --> 00:14:58.000]  有點內疚吧
[00:14:58.000 --> 00:15:00.000]  是不是
[00:15:00.000 --> 00:15:02.000]  會不會
[00:15:02.000 --> 00:15:04.000]  其實很多時候我看所羅門的時候
[00:15:04.000 --> 00:15:06.000]  我覺得得來不光彩
[00:15:06.000 --> 00:15:08.000]  是不是
[00:15:08.000 --> 00:15:10.000]  但是
[00:15:10.000 --> 00:15:12.000]  實際是高人的意念
[00:15:12.000 --> 00:15:14.000]  他要使用誰就使用誰
[00:15:14.000 --> 00:15:15.000]  亞沙隆他沒有使用
[00:15:15.000 --> 00:15:17.000]  亞當尼亞他沒有使用
[00:15:17.000 --> 00:15:19.000]  他就要用所羅門
[00:15:19.000 --> 00:15:22.000]  因此所羅門深深知道他是蒙恩的
[00:15:22.000 --> 00:15:23.000]  劉森
[00:15:23.000 --> 00:15:25.000]  他就吩咐以色列眾人
[00:15:25.000 --> 00:15:27.000]  千夫長百夫長
[00:15:27.000 --> 00:15:30.000]  即是所有那些重要的官員
[00:15:30.000 --> 00:15:33.000]  審判官首領族長
[00:15:33.000 --> 00:15:35.000]  你要動得到他們就行了
[00:15:35.000 --> 00:15:37.000]  你今天叫我梁特首
[00:15:37.000 --> 00:15:39.000]  動一下那些人都不行
[00:15:39.000 --> 00:15:41.000]  聽你都傻了是不是
[00:15:41.000 --> 00:15:43.000]  好了
[00:15:43.000 --> 00:15:47.000]  然後和匯仲刀黃機片的幽談
[00:15:47.000 --> 00:15:51.000]  請問當時所羅門身處何在
[00:15:51.000 --> 00:15:53.000]  身本來在哪裏
[00:15:53.000 --> 00:15:55.000]  所羅門當時皇位
[00:15:55.000 --> 00:15:58.000]  皇宮在哪裏
[00:15:58.000 --> 00:16:02.000]  在耶路撒冷
[00:16:02.000 --> 00:16:04.000]  現在要去機片
[00:16:04.000 --> 00:16:06.000]  是不是由大埔
[00:16:06.000 --> 00:16:13.000]  這裏太原去火車站
[00:16:13.000 --> 00:16:14.000]  要你去火車站
[00:16:14.000 --> 00:16:15.000]  叫你去參加祈禱會
[00:16:15.000 --> 00:16:19.000]  你未必肯去
[00:16:19.000 --> 00:16:22.000]  看這幅圖好不好
[00:16:22.000 --> 00:16:24.000]  這幅圖是模糊一點
[00:16:24.000 --> 00:16:30.000]  這幅圖就是
[00:16:30.000 --> 00:16:32.000]  再下一幅
[00:16:32.000 --> 00:16:35.000]  下一幅你見到
[00:16:35.000 --> 00:16:39.000]  在一條箭咀下面
[00:16:39.000 --> 00:16:43.000]  上面就是利法陀
[00:16:43.000 --> 00:16:45.000]  伯利恆上面
[00:16:45.000 --> 00:16:50.000]  耶路撒冷在大家屏幕的最右邊中間
[00:16:50.000 --> 00:16:51.000]  耶路撒冷見不見得
[00:16:51.000 --> 00:16:52.000]  紅色那點
[00:16:52.000 --> 00:16:54.000]  耶路撒冷上面
[00:16:54.000 --> 00:16:58.000]  綠色那點就是機片
[00:16:58.000 --> 00:16:59.000]  即是說
[00:16:59.000 --> 00:17:01.000]  如果以量度來說
[00:17:01.000 --> 00:17:06.000]  起碼有十公里
[00:17:06.000 --> 00:17:09.000]  十公里即是多遠
[00:17:09.000 --> 00:17:13.000]  由這裏去到沙田
[00:17:13.000 --> 00:17:16.000]  有沒有MTR
[00:17:16.000 --> 00:17:18.000]  有沒有巴士
[00:17:18.000 --> 00:17:21.000]  沒有
[00:17:21.000 --> 00:17:23.000]  剛才他們經文
