
[00:00:00.000 --> 00:00:02.700]  今天我們的經貨
[00:00:02.700 --> 00:00:05.900]  在馬太福音的第六章
[00:00:05.900 --> 00:00:09.240]  19至21節,剛剛已經讀過了
[00:00:09.240 --> 00:00:14.060]  大家知不知道今天的題目是什麼?
[00:00:14.060 --> 00:00:16.280]  沒留意啊
[00:00:16.280 --> 00:00:20.460]  最佳投資,有人知道了
[00:00:20.460 --> 00:00:24.500]  不過,不知道當大家看到這個
[00:00:24.500 --> 00:00:26.800]  題目的時候,會不會覺得奇怪
[00:00:26.800 --> 00:00:29.560]  我們是教會來的嘛
[00:00:30.000 --> 00:00:32.000]  不是說投資的嗎?
[00:00:32.000 --> 00:00:35.440]  不是金融機構那些才教人投資的嗎?
[00:00:35.440 --> 00:00:39.120]  而且我們說了
[00:00:39.120 --> 00:00:43.560]  講錢,中國人最怕的是什麼?
[00:00:43.560 --> 00:00:46.040]  失感情啦
[00:00:46.040 --> 00:00:48.660]  唉,這樣,究竟
[00:00:48.660 --> 00:00:52.880]  怎麼辦呢?我們一講錢就很顧忌的嘛
[00:00:52.880 --> 00:00:55.360]  千萬不要問我,那麼多
[00:00:55.360 --> 00:00:57.840]  問得很少,我們中國人也很少的
[00:00:57.840 --> 00:01:00.160]  你一個月賺多少錢啊?
[00:01:00.160 --> 00:01:02.160]  你一個月花多少錢啊?
[00:01:02.160 --> 00:01:04.160]  這些,不要問了
[00:01:04.160 --> 00:01:08.240]  今天的主題就是講到
[00:01:08.240 --> 00:01:10.240]  錢財的東西
[00:01:10.240 --> 00:01:14.000]  聖經原來從來沒有避開過
[00:01:14.000 --> 00:01:16.000]  不講錢財的
[00:01:16.000 --> 00:01:18.760]  而是我們今天這段經文
[00:01:18.760 --> 00:01:22.520]  更加主題是有關我們的錢財
[00:01:22.520 --> 00:01:27.080]  而主動去提到這個主題的
[00:01:27.080 --> 00:01:29.080]  是誰呢?是誰說的呢?
[00:01:29.080 --> 00:01:31.560]  是耶穌啊
[00:01:31.560 --> 00:01:36.680]  耶穌原來講及一個金錢錢財這個主題
[00:01:36.680 --> 00:01:39.320]  也挺多的,不僅僅在這裏
[00:01:39.320 --> 00:01:41.320]  在其他的聖經裏面
[00:01:41.320 --> 00:01:43.000]  也有提過的
[00:01:43.000 --> 00:01:47.920]  就在《馬太福音》的19章16至26節
[00:01:47.920 --> 00:01:51.480]  那裏有一個少年的財主
[00:01:51.480 --> 00:01:54.720]  他來問耶穌怎樣纔有永生
[00:01:54.720 --> 00:01:56.720]  耶穌的吩咐就是
[00:01:56.720 --> 00:02:00.200]  要他變賣所有分級窮人
[00:02:00.200 --> 00:02:02.200]  然後跟從耶穌
[00:02:02.200 --> 00:02:07.040]  另外在《路加福音》12章13至21節
[00:02:07.040 --> 00:02:10.120]  就是講到財主的比喻
[00:02:10.120 --> 00:02:12.400]  耶穌用這個比喻
[00:02:12.400 --> 00:02:17.240]  就講到財子積了很多的財富
[00:02:17.240 --> 00:02:20.880]  於是他就建了一個很大的倉庫
[00:02:20.880 --> 00:02:23.480]  去收藏他的財富
[00:02:23.480 --> 00:02:28.120]  可惜的是當他以爲可以享用他的財富的時候
[00:02:28.120 --> 00:02:30.640]  他的生命就完結了
[00:02:30.640 --> 00:02:33.840]  就是沒有命享
[00:02:33.840 --> 00:02:37.760]  《馬太福音》第12章41節
[00:02:37.760 --> 00:02:41.400]  又講到耶穌在殿裏面
[00:02:41.400 --> 00:02:46.400]  去觀察人們怎樣去投放他們的錢財
[00:02:46.400 --> 00:02:50.960]  就說一個寡婦投入了小錢
[00:02:50.960 --> 00:02:55.480]  耶穌就稱讚他所奉獻的是他的所有
[00:02:55.480 --> 00:02:59.320]  給那些富有的投賞他們的所有餘的
[00:02:59.320 --> 00:03:02.560]  是更加的難得
[00:03:02.560 --> 00:03:04.840]  實在原來呢
[00:03:04.840 --> 00:03:06.920]  我們講到原來耶穌
[00:03:06.920 --> 00:03:08.920]  都這麼重視這件事
[00:03:08.920 --> 00:03:10.920]  經常提着這件事
[00:03:10.920 --> 00:03:14.920]  就是說他都很關注財富的事
[00:03:14.920 --> 00:03:17.400]  今天我們會集中看
[00:03:17.400 --> 00:03:20.280]  6章的19至21節
[00:03:20.280 --> 00:03:22.440]  以財寶爲主題
[00:03:22.440 --> 00:03:27.200]  不過爲什麼耶穌在這個地方
[00:03:27.200 --> 00:03:31.000]  去提到財富的問題呢
[00:03:31.000 --> 00:03:34.520]  我們要知道一點點的背景
[00:03:34.520 --> 00:03:40.120]  我們知道原來《馬太福音》第5章至第7章
[00:03:40.120 --> 00:03:44.240]  就是很出名的山上的寶墳
[00:03:44.240 --> 00:03:47.040]  或者我們叫登山寶墳
[00:03:47.040 --> 00:03:50.960]  是耶穌在加利利地區的一個山上
[00:03:50.960 --> 00:03:53.800]  向門徒和一幫跟隨者
[00:03:53.800 --> 00:03:56.200]  去發出教導
[00:03:56.200 --> 00:04:02.800]  而這些教導就成爲了信徒言行的準則
[00:04:02.800 --> 00:04:05.120]  主要的中心核心
[00:04:05.120 --> 00:04:08.000]  就要呼籲他的跟隨者
[00:04:08.000 --> 00:04:10.720]  要信服神的旨意
[00:04:10.720 --> 00:04:14.280]  聽了就要去做了
[00:04:14.280 --> 00:04:18.560]  而《馬太福音》6章19至21節
[00:04:18.560 --> 00:04:21.760]  要講到財寶的主題
[00:04:21.760 --> 00:04:24.160]  主要的主旨就是講到
[00:04:24.160 --> 00:04:28.960]  人必須作出選擇和犧牲
[00:04:28.960 --> 00:04:32.960]  應該選擇追求天上的獎賞
[00:04:32.960 --> 00:04:34.680]  而不是地上的
[00:04:34.680 --> 00:04:42.200]  因爲天上的一切不會長存
[00:04:42.200 --> 00:04:46.160]  是會有蟲咬受壞都有賊來偷
[00:04:46.160 --> 00:04:50.280]  相反天上的一切是會永存
[00:04:50.280 --> 00:04:53.040]  不會有蟲咬都不會受壞
[00:04:53.040 --> 00:04:54.840]  都沒有賊來偷
[00:04:54.840 --> 00:04:56.840]  所以
[00:04:56.840 --> 00:04:59.360]  我們今天的主題就是
[00:04:59.360 --> 00:05:01.560]  最佳的投資
[00:05:01.560 --> 00:05:03.320]  絕對不是地上
[00:05:03.320 --> 00:05:04.920]  而是天上
[00:05:04.920 --> 00:05:08.120]  道理很簡單的
[00:05:08.120 --> 00:05:10.440]  不過要實行起來
[00:05:10.440 --> 00:05:12.080]  確實很艱難
[00:05:12.080 --> 00:05:15.000]  不過我們今天嘗試去了解
[00:05:15.000 --> 00:05:17.560]  和去突破這件事
[00:05:17.560 --> 00:05:19.040]  我們首先去看看
[00:05:19.040 --> 00:05:22.800]  經文所講的實在有兩個重點
[00:05:22.800 --> 00:05:24.240]  第一個重點
[00:05:24.240 --> 00:05:30.560]  就是不要爲自己積蓄財寶在地上
[00:05:30.560 --> 00:05:35.960]  而第二樣就是要積聚財寶在天上
[00:05:35.960 --> 00:05:37.560]  首先第一個重點
[00:05:37.560 --> 00:05:41.080]  不要積聚財寶在地上
[00:05:41.080 --> 00:05:44.360]  實在我們個個都很清楚了
[00:05:44.360 --> 00:05:45.880]  一聽就知道了
[00:05:45.880 --> 00:05:47.960]  很直接很容易明白
[00:05:47.960 --> 00:05:50.280]  不過大家有沒有覺得
[00:05:50.280 --> 00:05:52.440]  是一種震撼呢
[00:05:52.440 --> 00:05:54.840]  對當時的人聽衆
[00:05:54.840 --> 00:05:56.600]  或者對我們今天
[00:05:56.600 --> 00:05:58.960]  都應該有一種的震撼
[00:05:58.960 --> 00:06:00.920]  因爲爲什麼這樣說呢
[00:06:00.920 --> 00:06:04.840]  耶穌是呼籲我們作出選擇和犧牲
[00:06:04.840 --> 00:06:11.040]  去捨棄追求世上的財富
[00:06:11.040 --> 00:06:14.600]  大家有沒有覺得震撼呢
[00:06:14.600 --> 00:06:17.200]  可能覺得不覺得震撼
[00:06:17.200 --> 00:06:18.760]  都好像不是很關我事
[00:06:18.760 --> 00:06:19.960]  去叫他而已
[00:06:19.960 --> 00:06:21.720]  旁邊那個是吧
[00:06:21.720 --> 00:06:23.760]  但是如果你真的去領受的時候
[00:06:23.760 --> 00:06:24.760]  好像剛纔那樣說
[00:06:24.760 --> 00:06:26.600]  登山寶訓就是叫人
[00:06:26.600 --> 00:06:29.240]  聽了之後就要去做的時候
[00:06:29.240 --> 00:06:31.440]  就是說他呼籲這一幫會衆
[00:06:31.440 --> 00:06:34.320]  聽的他真的要這樣做
[00:06:34.320 --> 00:06:38.080]  在真實的環境裏面去接受這個挑戰
[00:06:38.080 --> 00:06:42.680]  不要追求這個世上的財富
[00:06:42.680 --> 00:06:44.240]  這個教導呢
[00:06:44.240 --> 00:06:48.360]  是違反了我們一向的習慣和傾向的
[00:06:48.360 --> 00:06:50.880]  是對我們的一個挑戰
[00:06:50.880 --> 00:06:53.000]  並且呢
[00:06:53.000 --> 00:06:55.240]  如果你真心想去做的時候
[00:06:55.240 --> 00:06:57.800]  你會發覺很令人害怕
[00:06:57.800 --> 00:06:59.160]  很害怕的
[00:06:59.160 --> 00:07:00.640]  因爲我們害怕什麼
[00:07:00.640 --> 00:07:02.080]  我們害怕一無所有
[00:07:02.080 --> 00:07:04.760]  你叫我不去追求這個財富
[00:07:04.760 --> 00:07:08.120]  我就什麼都沒有 我怎麼生活
[00:07:08.120 --> 00:07:11.640]  不僅會自己害怕
[00:07:11.640 --> 00:07:14.200]  因爲怕自己一無所有
[00:07:14.200 --> 00:07:17.680]  甚至當我們看到一些人
[00:07:17.680 --> 00:07:19.880]  聽了耶穌的教訓之後
[00:07:19.880 --> 00:07:22.280]  真的去做的時候
[00:07:22.280 --> 00:07:24.400]  我們都會害怕的
[00:07:24.400 --> 00:07:26.760]  有沒有這麼出奇啊
[00:07:26.760 --> 00:07:29.960]  我自己就親自經歷過了
[00:07:29.960 --> 00:07:33.200]  話說我很多年前
[00:07:33.200 --> 00:07:35.200]  剛剛奉獻
[00:07:35.200 --> 00:07:39.360]  作傳道的時候 我去接受神學教育
[00:07:39.360 --> 00:07:40.920]  放下我的工作
