
[00:00:00.000 --> 00:00:07.200]  今天分享的經文是《帖撒羅尼加前書》第五章23至28節
[00:00:07.200 --> 00:00:11.600]  是整個《帖撒羅尼加前書》的結束部分
[00:00:11.600 --> 00:00:14.600]  我用了「期待」這個題目
[00:00:14.600 --> 00:00:20.200]  作為我在這段經文的一個思考
[00:00:20.200 --> 00:00:25.800]  先講講「期待」這個題目的意義
[00:00:25.800 --> 00:00:29.800]  「期待」和「等待」有沒有不同?
[00:00:29.800 --> 00:00:32.800]  「期待」是一個有感情的
[00:00:32.800 --> 00:00:39.200]  帶著那種著約、興奮的心情
[00:00:39.200 --> 00:00:44.300]  你去公立醫院排隊
[00:00:44.300 --> 00:00:50.000]  你是「期待」還是「等待」呢?
[00:00:50.000 --> 00:00:53.400]  你們很聰明,所以「等待」就是這個意思
[00:00:53.400 --> 00:00:56.200]  很呆地等
[00:00:56.200 --> 00:01:01.400]  同樣,聖經裡面也有一個很重要的
[00:01:01.400 --> 00:01:04.000]  要我們期待的日子來臨
[00:01:04.000 --> 00:01:07.200]  就是主宰來的來臨
[00:01:07.200 --> 00:01:10.600]  《帖撒羅尼加前書》第四章第五章開始
[00:01:10.600 --> 00:01:14.600]  就把主宰來的主題不斷地強調
[00:01:14.600 --> 00:01:19.700]  成為我們教會一個很重要的信念
[00:01:19.700 --> 00:01:24.600]  今天我就會在主題裡面再次思考
[00:01:24.600 --> 00:01:28.600]  教會在主宰來這個信念之下
[00:01:28.600 --> 00:01:33.400]  我們怎樣去影響這個不可知的未來
[00:01:33.400 --> 00:01:35.100]  不可知的預期
[00:01:35.100 --> 00:01:38.000]  又怎樣在現實生活裡面
[00:01:38.000 --> 00:01:42.700]  我們能夠將主宰來的那份信念
[00:01:42.700 --> 00:01:44.900]  活現在我們生活當中
[00:01:44.900 --> 00:01:48.100]  具體地呈現給別人看呢?
[00:01:48.100 --> 00:01:51.200]  讓我們一起同心吐舟
[00:01:51.200 --> 00:01:53.700]  祝求你的聖靈臨到我們當中
[00:01:53.700 --> 00:01:55.800]  讓我們更好的在上個華語裡面
[00:01:55.800 --> 00:01:57.900]  得著力量與啟發
[00:01:57.900 --> 00:02:01.900]  特別讓我們再次思考主宰來這個課題的時候
[00:02:01.900 --> 00:02:04.000]  這個重要的信念的時候
[00:02:04.000 --> 00:02:07.400]  讓我們更加地好好地去反省自己
[00:02:07.400 --> 00:02:09.000]  對你的依靠
[00:02:09.000 --> 00:02:12.700]  對你那份的認定
[00:02:12.700 --> 00:02:14.900]  以致我們能夠在生活當中
[00:02:14.900 --> 00:02:17.300]  去為主作美好的見證
[00:02:17.300 --> 00:02:19.600]  我們祈禱奉耶穌基督聖名祈求
[00:02:19.600 --> 00:02:21.600]  阿們
[00:02:21.600 --> 00:02:22.900]  在開始進入經文之前
[00:02:22.900 --> 00:02:24.800]  我想先跟大家講一個
[00:02:24.800 --> 00:02:27.100]  關於整個上帝救恩裡面
[00:02:27.100 --> 00:02:30.200]  其中三個很重要的真理
[00:02:30.200 --> 00:02:33.800]  第一個就是「恩信清義」
[00:02:33.800 --> 00:02:34.900]  「恩信清義」就是說
[00:02:34.900 --> 00:02:39.900]  我們怎樣去信任上帝國裡面
[00:02:39.900 --> 00:02:41.600]  是憑信心
[00:02:41.600 --> 00:02:43.900]  是對上帝的信靠
[00:02:43.900 --> 00:02:46.300]  同樣是上帝的信實
[00:02:46.300 --> 00:02:48.200]  「恩信清義」
[00:02:48.200 --> 00:02:50.100]  不過「清義」是開始
[00:02:50.100 --> 00:02:51.700]  信心的開始
[00:02:51.700 --> 00:02:55.400]  然後第二個真理是「誠信」
[00:02:55.400 --> 00:02:57.000]  「誠信」是什麼意思呢
[00:02:57.000 --> 00:02:58.600]  從宗教意義來說
[00:02:58.600 --> 00:03:02.400]  就是說要歸於一個聖潔的狀態
[00:03:02.400 --> 00:03:05.700]  是給上帝使用
[00:03:05.700 --> 00:03:06.900]  聖潔的意思
[00:03:06.900 --> 00:03:08.800]  有宗教層面
[00:03:08.800 --> 00:03:12.000]  但是「誠信」在這裡同樣是一個
[00:03:12.000 --> 00:03:14.800]  給我們看到是一個過程
[00:03:14.800 --> 00:03:16.700]  也是一個目標
[00:03:16.700 --> 00:03:18.800]  而第三樣就是「得榮耀」
[00:03:18.800 --> 00:03:20.100]  就是主在來
[00:03:20.100 --> 00:03:21.200]  什麼時候得榮耀
[00:03:21.200 --> 00:03:22.500]  是主在來的時候
[00:03:22.500 --> 00:03:26.300]  將一切去重整、重置
[00:03:26.300 --> 00:03:28.000]  回復到創造的時候
[00:03:28.000 --> 00:03:30.800]  那個美好的狀態
[00:03:30.800 --> 00:03:33.500]  就叫做「得榮耀」
[00:03:33.500 --> 00:03:35.500]  這個「救恩」就是
[00:03:35.500 --> 00:03:42.600]  上帝對人整個圓滿的救贖的內容
[00:03:42.600 --> 00:03:45.800]  我們在這個「救恩」的觀念裡面
[00:03:45.800 --> 00:03:48.000]  我們進入經文
[00:03:48.000 --> 00:03:51.100]  使徒保羅來到這個結束部分
[00:03:51.100 --> 00:03:58.100]  怎樣去呈現主在來給我們的重要信息
[00:03:58.100 --> 00:03:59.800]  首先在第二十三節裡面
[00:03:59.800 --> 00:04:04.200]  他一開始提了兩個很重要的觀念
[00:04:04.200 --> 00:04:08.900]  就是完全「誠信」和「靈魂體」
[00:04:08.900 --> 00:04:13.100]  這兩個重要的觀念
[00:04:13.100 --> 00:04:16.200]  「誠信」是有宗教意義
[00:04:16.200 --> 00:04:19.200]  「誠信」對於教會群體來講
[00:04:19.200 --> 00:04:21.600]  也是一個過程
[00:04:21.600 --> 00:04:23.900]  同樣是結束
[00:04:23.900 --> 00:04:26.000]  因為在保羅裡面說到
[00:04:26.000 --> 00:04:27.500]  到時來臨的時候
[00:04:27.500 --> 00:04:32.400]  我們就能夠蒙上帝的無可指責
[00:04:32.400 --> 00:04:34.900]  要做到無可指責
[00:04:34.900 --> 00:04:36.600]  誰會指責我們?
[00:04:36.600 --> 00:04:38.900]  是神去指責我們
[00:04:38.900 --> 00:04:40.800]  不是我們說有多好
[00:04:40.800 --> 00:04:43.400]  是上帝說我們有多好
[00:04:43.400 --> 00:04:45.400]  耶穌基督說我們有多好
[00:04:45.400 --> 00:04:47.600]  所以「誠信」是一個過程
[00:04:47.600 --> 00:04:49.600]  也是一個結束
[00:04:49.600 --> 00:04:52.800]  而第二樣就是「靈魂體」這三樣東西
[00:04:52.800 --> 00:04:55.400]  「靈魂體」這三樣並不是表示
[00:04:55.400 --> 00:04:58.600]  保羅對一個人的分割的理解
[00:04:58.600 --> 00:04:59.700]  三元論
[00:04:59.700 --> 00:05:02.400]  而是去看為一個人的整體
[00:05:02.400 --> 00:05:05.300]  人的整體的三方面
[00:05:05.300 --> 00:05:07.000]  第一方面「靈」是指
[00:05:07.000 --> 00:05:12.100]  人和上帝的接觸的內容
[00:05:12.100 --> 00:05:14.000]  人有上帝的靈
[00:05:14.000 --> 00:05:15.700]  是宗教層面
[00:05:15.700 --> 00:05:20.200]  我們有一個內在的機制
[00:05:20.200 --> 00:05:21.200]  或者這麼說
[00:05:21.200 --> 00:05:24.400]  能夠和神有感通的
[00:05:24.400 --> 00:05:26.100]  是「靈」的層面
[00:05:26.100 --> 00:05:28.600]  而「魂」是指知識的層面
[00:05:28.600 --> 00:05:33.200]  是我們自己意識上的能力的學習
[00:05:33.200 --> 00:05:35.700]  而第三樣就是講身體
[00:05:35.700 --> 00:05:38.900]  就是說我們的行事為人
[00:05:38.900 --> 00:05:40.400]  我們的身體狀況
[00:05:40.400 --> 00:05:42.000]  「靈魂體」
[00:05:42.000 --> 00:05:44.800]  如果我們把它們完整地放在一起
[00:05:44.800 --> 00:05:46.200]  我們就能夠理解得到
[00:05:46.200 --> 00:05:47.000]  的確
[00:05:47.000 --> 00:05:50.000]  我們整個傳人有宗教的層面
[00:05:50.000 --> 00:05:53.100]  有我知識生活上的意識層面
[00:05:53.100 --> 00:05:56.000]  也有我具體生活裡面的展現
[00:05:56.000 --> 00:06:00.400]  這就是「靈魂體」的意思
[00:06:00.400 --> 00:06:02.800]  理解了這幾個觀念之後
[00:06:02.800 --> 00:06:05.200]  我們就細心去看看
[00:06:05.200 --> 00:06:09.200]  二十三、二十四節裡面的內容
[00:06:09.200 --> 00:06:11.400]  整個經文二十三節、二十八節
[00:06:11.400 --> 00:06:13.800]  可以分為兩大部分
[00:06:13.800 --> 00:06:17.300]  第一部分是二十三、二十四節
[00:06:17.300 --> 00:06:20.500]  我們可以在保羅這兩句說話裡面
[00:06:20.500 --> 00:06:25.800]  看到他對教會心底裡面的祝願
[00:06:25.800 --> 00:06:32.000]  二十三、二十四節是他對教會那份的情
[00:06:32.000 --> 00:06:32.800]  他說
[00:06:32.800 --> 00:06:34.400]  願賜平安的神親
[00:06:34.400 --> 00:06:36.900]  致使你們完全成聖
[00:06:36.900 --> 00:06:39.600]  願你們的靈魂體得蒙保守
[00:06:39.600 --> 00:06:42.200]  在我們的主耶穌基督來臨的時候
[00:06:42.200 --> 00:06:45.800]  完全無可指責
[00:06:45.800 --> 00:06:48.800]  「成聖」是一個過程
[00:06:48.800 --> 00:06:50.300]  同樣在這裡
[00:06:50.300 --> 00:06:51.600]  保羅第一個祝願
[00:06:51.600 --> 00:06:52.500]  就是「但願」
[00:06:52.500 --> 00:06:54.500]  他們能夠完全成聖
[00:06:54.500 --> 00:06:55.800]  「完全」的意思是
[00:06:55.800 --> 00:06:57.600]  「圓圓滿滿地」
[00:06:57.600 --> 00:07:00.000]  「完成」的意思
[00:07:00.000 --> 00:07:03.700]  而「成聖」這裡也有一個很重要的內容
[00:07:03.700 --> 00:07:04.800]  我想大家知道的
[00:07:04.800 --> 00:07:07.300]  它具有三方面的內容
[00:07:07.300 --> 00:07:08.400]  第一
[00:07:08.400 --> 00:07:11.500]  「成聖」是提到和上帝的關係
[00:07:11.500 --> 00:07:14.000]  他是以清義作為量度
[00:07:14.000 --> 00:07:15.100]  就是說
[00:07:15.100 --> 00:07:18.800]  我是不是一個聖潔
[00:07:18.800 --> 00:07:21.500]  屬於上帝的一個
[00:07:21.500 --> 00:07:23.800]  是上帝來說的
[00:07:23.800 --> 00:07:28.500]  是在上帝面前來評價的
[00:07:28.500 --> 00:07:33.500]  這個關乎到我們內在的心的問題
[00:07:33.500 --> 00:07:36.800]  我看文康
[00:07:36.800 --> 00:07:39.200]  就很帥
[00:07:39.200 --> 00:07:40.900]  但是他的心有多好
[00:07:40.900 --> 00:07:42.500]  我不敢說
[00:07:42.500 --> 00:07:47.400]  他有多好到可能連三餐都照顧了我
[00:07:47.400 --> 00:07:50.100]  是內心的問題
[00:07:50.100 --> 00:07:54.500]  唯有上帝才知道人的內心
[00:07:54.500 --> 00:07:57.600]  而第二方面是品格
[00:07:57.600 --> 00:07:59.800]  是行為上面的約束
[00:07:59.800 --> 00:08:06.500]  而是以遠離惡念為一個準則
[00:08:06.500 --> 00:08:08.400]  我們可以這樣想
[00:08:08.400 --> 00:08:11.900]  如果你說你自己信耶穌
[00:08:11.900 --> 00:08:14.100]  你說你根從上帝
[00:08:14.100 --> 00:08:17.900]  但你又是吸煙、喝酒、說髒話
[00:08:17.900 --> 00:08:22.700]  那你可不可以說你是聖潔合乎主用呢
[00:08:22.700 --> 00:08:24.700]  我相信你們有答案
[00:08:24.700 --> 00:08:27.200]  而第三方面「成聖」也是說到
[00:08:27.200 --> 00:08:30.200]  在末日之時得到榮耀的
[00:08:30.200 --> 00:08:35.200]  而這個就要靠主耶穌來的時候才知道
[00:08:35.200 --> 00:08:37.700]  換言之「成聖」既是一個過程
[00:08:37.700 --> 00:08:38.900]  又是一個目標
[00:08:38.900 --> 00:08:42.900]  就好像我們要做一份功課
[00:08:42.900 --> 00:08:44.900]  一直要做
[00:08:44.900 --> 00:08:49.200]  一個沒有辦法完成的功課那樣
[00:08:49.200 --> 00:08:53.000]  唯有等到耶穌來才結束
[00:08:53.000 --> 00:08:57.400]  會不會很大壓力呢
[00:08:57.400 --> 00:08:59.400]  都挺難的
[00:08:59.400 --> 00:09:02.700]  「成聖」真是很難的
[00:09:02.700 --> 00:09:07.200]  好了,先說了些不好的事情
[00:09:07.200 --> 00:09:08.900]  然後我們再看看
[00:09:08.900 --> 00:09:13.500]  既然「成聖」是一個傳人的整體表現
[00:09:13.500 --> 00:09:17.700]  我們又可以體會得到、量度得到的時候
[00:09:17.700 --> 00:09:20.100]  我們就要再次反省
[00:09:20.100 --> 00:09:24.100]  我們怎樣去保守我們的靈魂體呢
[00:09:24.100 --> 00:09:26.400]  而在這裡,保羅所說的「靈魂體」
[00:09:26.400 --> 00:09:28.200]  這個傳人的表現
[00:09:28.200 --> 00:09:30.500]  具體可以在上帝面前
[00:09:30.500 --> 00:09:33.500]  同樣可以在人的面前表現
[00:09:33.500 --> 00:09:36.100]  你有多「聖潔」
[00:09:36.100 --> 00:09:39.900]  你有多「合乎主容」
[00:09:39.900 --> 00:09:41.500]  我們再次去看看
[00:09:41.500 --> 00:09:43.500]  在前一段經文裡面
[00:09:43.500 --> 00:09:45.000]  保羅提到
[00:09:45.000 --> 00:09:47.600]  有些教會裡面受敬重的人
[00:09:47.600 --> 00:09:49.200]  前一段第五章裡面就說
[00:09:49.200 --> 00:09:52.900]  你要尊敬那些在教會裡面教聖經的人
[00:09:52.900 --> 00:09:56.100]  他們又有沒有展現出
[00:09:56.100 --> 00:09:59.600]  這三方面「成聖」這三方面的素質呢
[00:09:59.600 --> 00:10:03.300]  起碼第一、第二方面
[00:10:03.300 --> 00:10:06.000]  由良好內在的心靈
[00:10:06.000 --> 00:10:08.600]  由美麗的品格
[00:10:08.600 --> 00:10:11.900]  來展現出來
