
[00:00:00.000 --> 00:00:04.000]  很高興 當然很高興跟大家見面
[00:00:04.000 --> 00:00:07.500]  因為上次來的時候差不多是八個月之前
[00:00:07.500 --> 00:00:10.000]  也是我最後一次用普通話講到
[00:00:10.000 --> 00:00:12.000]  所以隔了八個月喔
[00:00:12.000 --> 00:00:14.000]  另外一件事是不需要戴口罩
[00:00:14.000 --> 00:00:19.000]  因為對我這個胖子來講 戴口罩真的是
[00:00:19.000 --> 00:00:22.000]  所以我戴的是特別的口罩 裡面有風扇
[00:00:22.000 --> 00:00:24.000]  不然就受不了
[00:00:26.000 --> 00:00:31.000]  很感謝神啊 在這個 尤其是現在的香港
[00:00:31.000 --> 00:00:33.000]  我們有這個機會大家聚集在一起
[00:00:33.000 --> 00:00:38.000]  一起來敬拜神 一起來聽聽神的話語
[00:00:38.000 --> 00:00:42.000]  我記得我上次來的時候講的也是宣教
[00:00:42.000 --> 00:00:47.000]  那個主題好像是看我們怎麼樣成為
[00:00:47.000 --> 00:00:50.000]  神國故事裡面的一部分
[00:00:50.000 --> 00:00:55.000]  今天是中國婦嬰組織指定的題目也是關於宣教
[00:00:55.000 --> 00:00:59.000]  上次的主角是保羅 今天也是
[00:00:59.000 --> 00:01:06.000]  因為我自己認為約翰福音 希伯來書跟羅馬書
[00:01:06.000 --> 00:01:09.000]  這三卷書是很重要很重要
[00:01:09.000 --> 00:01:12.000]  所以我們拿捏到這三本書的要旨的話
[00:01:12.000 --> 00:01:17.000]  我們對新約聖經是有一定的認識
[00:01:17.000 --> 00:01:23.000]  羅馬書的特色就是在第六章跟第八章
[00:01:23.000 --> 00:01:25.000]  一直到第八章提到
[00:01:25.000 --> 00:01:29.000]  英信稱義的人就要堅持不犯罪
[00:01:29.000 --> 00:01:33.000]  我們常講羅馬好像是神學裡面的神學
[00:01:33.000 --> 00:01:37.000]  可以是很難的也可以
[00:01:37.000 --> 00:01:42.000]  英信稱義就不會犯罪
[00:01:42.000 --> 00:01:45.000]  當中會經過無數的蘇聯的征戰
[00:01:45.000 --> 00:01:48.000]  但無論敵對的勢力有多大
[00:01:48.000 --> 00:01:51.000]  他們也不能夠把我們跟基督的愛隔絕
[00:01:51.000 --> 00:01:54.000]  英信稱義的人是何等的猛虎
[00:01:54.000 --> 00:01:58.000]  我們靠守必得勝這個是一定的
[00:01:58.000 --> 00:02:01.000]  有人說劉博士你講得容易
[00:02:01.000 --> 00:02:04.000]  尤其我在侍奉我的教會裡面
[00:02:04.000 --> 00:02:08.000]  有很多是比較邊緣的一些弟兄姊妹
[00:02:08.000 --> 00:02:12.000]  我說邊緣的意思是很多都是剛剛要戒毒
[00:02:12.000 --> 00:02:15.000]  或者是在剛剛從監獄出來
[00:02:15.000 --> 00:02:18.000]  香港是很特別的一個地方
[00:02:18.000 --> 00:02:21.000]  因為在外國來講一個人只要做錯事
[00:02:21.000 --> 00:02:24.000]  坐牢的話出來你一定要經過一段
[00:02:24.000 --> 00:02:28.000]  他們叫做中途俗舍
[00:02:28.000 --> 00:02:32.000]  那你慢慢慢慢吸引了這個社會是怎麼樣
[00:02:32.000 --> 00:02:34.000]  慢慢融合在裡面
[00:02:34.000 --> 00:02:36.000]  香港沒有可能
[00:02:36.000 --> 00:02:38.000]  因為香港這麼小是不是
[00:02:38.000 --> 00:02:41.000]  你是以前是大哥
[00:02:41.000 --> 00:02:45.000]  你出來馬上是因為你住的地方太小
[00:02:45.000 --> 00:02:48.000]  你根本脫不了這個環境
[00:02:48.000 --> 00:02:51.000]  脫不了這個圈子
[00:02:51.000 --> 00:02:55.000]  所以很多弟兄姊妹就覺得很艱難
[00:02:55.000 --> 00:02:58.000]  我就跟他們說你為什麼覺得艱難
[00:02:58.000 --> 00:02:59.000]  其實很簡單
[00:02:59.000 --> 00:03:02.000]  因為你以為是你去做
[00:03:02.000 --> 00:03:07.000]  因為你以為你可以脫離這個圈子
[00:03:07.000 --> 00:03:10.000]  假如你可以的話耶穌就不需要來了
[00:03:10.000 --> 00:03:17.000]  今天我們也圍繞著這個主題
[00:03:17.000 --> 00:03:20.000]  我們看見猶太人
[00:03:20.000 --> 00:03:23.000]  當神給他們十戒的時候
[00:03:23.000 --> 00:03:24.000]  十條是不是
[00:03:24.000 --> 00:03:26.000]  他們把它發展到多少條
[00:03:26.000 --> 00:03:27.000]  你們曉不曉得
[00:03:27.000 --> 00:03:29.000]  613條
[00:03:29.000 --> 00:03:31.000]  他們以為憑著自己
[00:03:31.000 --> 00:03:33.000]  憑著我守這個守那個守這個
[00:03:33.000 --> 00:03:35.000]  我就可以上去了
[00:03:35.000 --> 00:03:37.000]  就是這麼簡單
[00:03:37.000 --> 00:03:38.000]  靠自己
[00:03:38.000 --> 00:03:40.000]  那麼回想一下現在的宗教
[00:03:40.000 --> 00:03:42.000]  大部分的宗教也是這樣
[00:03:42.000 --> 00:03:43.000]  佛教怎麼樣
[00:03:43.000 --> 00:03:45.000]  道教怎麼樣
[00:03:45.000 --> 00:03:49.000]  我們自己的修行怎麼樣
[00:03:49.000 --> 00:03:53.000]  靠自己的力量成仙
[00:03:53.000 --> 00:03:54.000]  可以這樣說
[00:03:54.000 --> 00:03:55.000]  都是靠自己
[00:03:55.000 --> 00:03:58.000]  只有我們基督教是不同
[00:03:58.000 --> 00:04:01.000]  我們看那個馬太福音很有趣的
[00:04:01.000 --> 00:04:02.000]  因為第一章
[00:04:02.000 --> 00:04:05.000]  剛興主的時候第一章是很難看的
[00:04:05.000 --> 00:04:09.000]  整個家譜我看了三四行
[00:04:09.000 --> 00:04:10.000]  我就唸不來
[00:04:10.000 --> 00:04:11.000]  我的中文不大好
[00:04:11.000 --> 00:04:16.000]  根本就讀不出來了
[00:04:16.000 --> 00:04:18.000]  其實這個家譜是很重要
[00:04:18.000 --> 00:04:20.000]  跟別的家譜不同
[00:04:20.000 --> 00:04:22.000]  我是寧波人
[00:04:22.000 --> 00:04:24.000]  我曾經回過去
[00:04:24.000 --> 00:04:25.000]  因為我在香港廚師部
[00:04:25.000 --> 00:04:27.000]  曾經回到寧波我的家鄉
[00:04:27.000 --> 00:04:28.000]  這個地方叫鳳華
[00:04:28.000 --> 00:04:30.000]  我們去那裡看我的家譜
[00:04:30.000 --> 00:04:31.000]  很大一本
[00:04:31.000 --> 00:04:32.000]  真的有
[00:04:32.000 --> 00:04:33.000]  真的找到了
[00:04:33.000 --> 00:04:35.000]  可是都是男人沒有女人的
[00:04:35.000 --> 00:04:36.000]  不曉得為什麼
[00:04:36.000 --> 00:04:38.000]  而且都是寫得好
[00:04:38.000 --> 00:04:40.000]  每個人有一句話在後面
[00:04:40.000 --> 00:04:42.000]  每個都是好的
[00:04:42.000 --> 00:04:46.000]  我相信一定我的家譜裡面
[00:04:46.000 --> 00:04:48.000]  一定有人砍頭或者是坐牢
[00:04:48.000 --> 00:04:49.000]  一定有的
[00:04:49.000 --> 00:04:51.000]  哪會沒有
[00:04:51.000 --> 00:04:52.000]  這是中國人
[00:04:52.000 --> 00:04:55.000]  把最好的擺在上面
[00:04:55.000 --> 00:04:57.000]  馬太福音不是
[00:04:57.000 --> 00:05:00.000]  什麼好的什麼壞的
[00:05:00.000 --> 00:05:02.000]  什麼跟外邦人怎麼樣
[00:05:02.000 --> 00:05:04.000]  都把它寫上去
[00:05:04.000 --> 00:05:05.000]  為什麼
[00:05:05.000 --> 00:05:06.000]  就給我們看到
[00:05:06.000 --> 00:05:08.000]  這個血脈移植移植下來
[00:05:08.000 --> 00:05:10.000]  到主耶穌基督怎麼樣
[00:05:10.000 --> 00:05:13.000]  好像一道清泉一樣
[00:05:13.000 --> 00:05:15.000]  把它都洗淨
[00:05:15.000 --> 00:05:17.000]  所以我們不是靠自己
[00:05:17.000 --> 00:05:19.000]  靠自己你一定沒有用
[00:05:19.000 --> 00:05:21.000]  靠自己你一定不行
[00:05:21.000 --> 00:05:22.000]  靠自己
[00:05:22.000 --> 00:05:24.000]  因為你周邊都是撒旦的力量
[00:05:24.000 --> 00:05:26.000]  我們一定要懂得
[00:05:26.000 --> 00:05:28.000]  依靠誰
[00:05:28.000 --> 00:05:30.000]  這是我們的主耶穌基督
[00:05:30.000 --> 00:05:32.000]  那個時候的猶太人
[00:05:32.000 --> 00:05:34.000]  他們不是
[00:05:34.000 --> 00:05:37.000]  他們一定要靠自己
[00:05:37.000 --> 00:05:40.000]  保羅對自己同胞的愛心
[00:05:40.000 --> 00:05:42.000]  我們都可以看得到
[00:05:42.000 --> 00:05:44.000]  他指明那些猶太人
[00:05:44.000 --> 00:05:47.000]  雖然有舊約的應許
[00:05:47.000 --> 00:05:50.000]  卻排擠了赤了應許的主
[00:05:50.000 --> 00:05:52.000]  赤應許的人
[00:05:52.000 --> 00:05:56.000]  把他們最後就在舊恩之外
[00:05:56.000 --> 00:05:59.000]  在羅馬壽第九章第一節就講到這樣
[00:05:59.000 --> 00:06:02.000]  神在普世的計畫當中
[00:06:02.000 --> 00:06:08.000]  神將如何舊恩臨到萬國萬民和猶太人
[00:06:08.000 --> 00:06:14.000]  我們看看保羅是個怎麼樣的一個
[00:06:14.000 --> 00:06:17.000]  一個福音的使者
[00:06:17.000 --> 00:06:19.000]  他為同胞未曾得救
[00:06:19.000 --> 00:06:22.000]  而深深傷痛的一個福音使者
[00:06:22.000 --> 00:06:25.000]  他認定同胞必須要相信
[00:06:25.000 --> 00:06:28.000]  也是才得救的福音使者
[00:06:28.000 --> 00:06:30.000]  你們以前不相信耶穌
[00:06:30.000 --> 00:06:32.000]  你們排擠了耶穌
[00:06:32.000 --> 00:06:34.000]  可是現在一定要回轉
[00:06:34.000 --> 00:06:36.000]  第三個就是傳言
[00:06:36.000 --> 00:06:39.000]  耶穌是基督是真神的福音使者
[00:06:39.000 --> 00:06:41.000]  這三點
[00:06:41.000 --> 00:06:44.000]  保羅其實我們一聽見保羅
[00:06:44.000 --> 00:06:45.000]  我們就曉得他是個宣教士
[00:06:45.000 --> 00:06:47.000]  他把福音帶到歐洲
[00:06:47.000 --> 00:06:48.000]  帶到這裡帶到那裡
[00:06:48.000 --> 00:06:52.000]  向外邦人傳福音
[00:06:52.000 --> 00:06:54.000]  其實一看到保羅
[00:06:54.000 --> 00:07:00.000]  看到這整個聖經裡面真是很奇妙
[00:07:00.000 --> 00:07:02.000]  有時候我們看見舊約這樣新約這樣
[00:07:02.000 --> 00:07:05.000]  舊約跟新約中間差了四百多年
[00:07:05.000 --> 00:07:09.000]  四百多年有人英文就講Silence 400
[00:07:09.000 --> 00:07:11.000]  好像什麼事情都沒有發生過
[00:07:11.000 --> 00:07:14.000]  其實發生了很多很多事
[00:07:14.000 --> 00:07:15.000]  假如沒有那四百年
[00:07:15.000 --> 00:07:18.000]  福音不會傳到這樣
[00:07:18.000 --> 00:07:21.000]  那羅馬人最出名是什麼
[00:07:21.000 --> 00:07:23.000]  建路嘛修路嘛
[00:07:23.000 --> 00:07:25.000]  他們把整個歐洲都連通起來
[00:07:25.000 --> 00:07:27.000]  你看保羅一下就去了羅馬
[00:07:27.000 --> 00:07:28.000]  以前可不可以
[00:07:28.000 --> 00:07:29.000]  不可以
[00:07:29.000 --> 00:07:31.000]  所以你看到聖經
[00:07:31.000 --> 00:07:33.000]  你看到神的安排
[00:07:33.000 --> 00:07:34.000]  每一件事的配合
[00:07:34.000 --> 00:07:38.000]  真是很奇妙很奇妙
[00:07:38.000 --> 00:07:40.000]  在今天的經文我們看到
[00:07:40.000 --> 00:07:43.000]  保羅很深情的表白
[00:07:43.000 --> 00:07:48.000]  甚至因為同胞沒有得救而很傷痛
[00:07:48.000 --> 00:07:51.000]  他知道信主的人雖然有艱難
[00:07:51.000 --> 00:07:53.000]  我們每天都有艱難
[00:07:53.000 --> 00:07:55.000]  不是說我們擔保我們信了主之後
[00:07:55.000 --> 00:07:57.000]  就沒有艱難
[00:07:57.000 --> 00:07:59.000]  但是我們是蒙福的
[00:07:59.000 --> 00:08:03.000]  也必能夠靠主得勝有餘
[00:08:03.000 --> 00:08:05.000]  當時候大部分的猶太人都遠離神
[00:08:05.000 --> 00:08:06.000]  敵對神
[00:08:06.000 --> 00:08:08.000]  他們都沒有得救
[00:08:08.000 --> 00:08:11.000]  保羅要處理為何以色列人
[00:08:11.000 --> 00:08:12.000]  雖然有神的應許
[00:08:12.000 --> 00:08:16.000]  但卻沒有能夠得到得救的問題
