
[00:00:00.000 --> 00:00:04.000]  鄧建哲門這一季我們透過試圖信經
[00:00:04.000 --> 00:00:06.000]  已經來到最後一講了
[00:00:06.000 --> 00:00:10.000]  現在是六月的最後一個星期
[00:00:10.000 --> 00:00:14.000]  先前的信條我們放在相應的節期裏面去講
[00:00:14.000 --> 00:00:19.000]  譬如受苦節、復活節、升天節、聖靈降臨節等等
[00:00:19.000 --> 00:00:21.000]  今日我們將這兩句信條
[00:00:21.000 --> 00:00:24.000]  換了次序放在最後一講
[00:00:24.000 --> 00:00:28.000]  不單是表示這是眾人都要面對的將來
[00:00:28.000 --> 00:00:30.000]  更加是提點
[00:00:30.000 --> 00:00:36.000]  其實我們今日已經可以因為這兩句信條而有所行動
[00:00:36.000 --> 00:00:42.000]  審判是人人必經的最後事件
[00:00:42.000 --> 00:00:44.000]  將來會發生
[00:00:44.000 --> 00:00:46.000]  因著這個時間上的差距
[00:00:46.000 --> 00:00:49.000]  由現在到將來我們不知道有多久
[00:00:49.000 --> 00:00:51.000]  耶穌都說你不可以估計那個時間
[00:00:51.000 --> 00:00:54.000]  何時是終末的時候
[00:00:54.000 --> 00:00:56.000]  何時是最後的日子
[00:00:56.000 --> 00:00:59.000]  但是這個事件的存在
[00:00:59.000 --> 00:01:01.000]  這個最後的事件的存在
[00:01:01.000 --> 00:01:03.000]  對我們今日的影響非常之大
[00:01:03.000 --> 00:01:06.000]  我們不可以不小心去聽
[00:01:06.000 --> 00:01:09.000]  記得中學一年班的時候
[00:01:09.000 --> 00:01:12.000]  在一堂選拔課裏面
[00:01:12.000 --> 00:01:16.000]  當值的老師就拿出一疊的測驗卷
[00:01:16.000 --> 00:01:18.000]  卷上面列出了十條的題目
[00:01:18.000 --> 00:01:21.000]  他說我就用這張的測驗卷
[00:01:21.000 --> 00:01:23.000]  去選拔我要挑選的同學
[00:01:23.000 --> 00:01:26.000]  老師說聽清楚了
[00:01:26.000 --> 00:01:28.000]  記得先讀試卷最後寫出的指示
[00:01:28.000 --> 00:01:30.000]  然後作答
[00:01:30.000 --> 00:01:32.000]  記得了
[00:01:32.000 --> 00:01:34.000]  現在是限時十分鐘
[00:01:34.000 --> 00:01:37.000]  大家可以開始去作答
[00:01:37.000 --> 00:01:39.000]  當老師派了張試卷給大家的時候
[00:01:39.000 --> 00:01:41.000]  大家就很緊張
[00:01:41.000 --> 00:01:43.000]  立刻拿起就看題目
[00:01:43.000 --> 00:01:46.000]  立刻就寫寫寫寫
[00:01:46.000 --> 00:01:47.000]  人人都是這樣
[00:01:47.000 --> 00:01:51.000]  所以整個班房的氣氛都非常之
[00:01:51.000 --> 00:01:55.000]  大家急著很想努力去做好
[00:01:55.000 --> 00:01:56.000]  做到那十條的題目
[00:01:56.000 --> 00:01:58.000]  十分鐘裏面要完成
[00:01:58.000 --> 00:02:00.000]  一秒都不可以浪費
[00:02:00.000 --> 00:02:04.000]  直接進入題目作答就好了
[00:02:04.000 --> 00:02:05.000]  但是他們似乎忘記了
[00:02:05.000 --> 00:02:08.000]  老師一開始所講的提示
[00:02:08.000 --> 00:02:11.000]  重要的提示
[00:02:11.000 --> 00:02:13.000]  當十分鐘過去了
[00:02:13.000 --> 00:02:15.000]  人人仍然努力當中
[00:02:15.000 --> 00:02:17.000]  其實都還沒完成
[00:02:17.000 --> 00:02:18.000]  老師就說時間到
[00:02:18.000 --> 00:02:20.000]  停筆
[00:02:20.000 --> 00:02:21.000]  有沒有人做得完的
[00:02:21.000 --> 00:02:23.000]  這十條題目
[00:02:23.000 --> 00:02:26.000]  沒有人舉手
[00:02:26.000 --> 00:02:27.000]  老師說
[00:02:27.000 --> 00:02:28.000]  到底你們有多少人
[00:02:28.000 --> 00:02:31.000]  有聽我說的指示
[00:02:31.000 --> 00:02:33.000]  記得先閱讀最後
[00:02:33.000 --> 00:02:35.000]  所寫出來的指示
[00:02:35.000 --> 00:02:37.000]  然後才作答
[00:02:37.000 --> 00:02:38.000]  你現在看看
[00:02:38.000 --> 00:02:41.000]  第十條下面那裏有一句
[00:02:41.000 --> 00:02:42.000]  就是最後的指示
[00:02:42.000 --> 00:02:44.000]  你有沒有讀
[00:02:44.000 --> 00:02:46.000]  這個時候每個人就哀聲嘆氣
[00:02:46.000 --> 00:02:48.000]  因為那個指示這樣寫
[00:02:48.000 --> 00:02:50.000]  請看完這十條題目之後
[00:02:50.000 --> 00:02:52.000]  直接在上面簽一個名
[00:02:52.000 --> 00:02:53.000]  就可以交卷
[00:02:53.000 --> 00:02:59.000]  不用回答
[00:02:59.000 --> 00:03:01.000]  聽清楚指示
[00:03:01.000 --> 00:03:06.000]  對於將來很重要
[00:03:06.000 --> 00:03:07.000]  保羅在這裏說
[00:03:07.000 --> 00:03:08.000]  提摩太后書四章一節
[00:03:08.000 --> 00:03:09.000]  他說
[00:03:09.000 --> 00:03:11.000]  我在神皇那將要審判活人
[00:03:11.000 --> 00:03:14.000]  死人的基督耶穌面前
[00:03:14.000 --> 00:03:17.000]  憑著祂的顯現和祂的國度
[00:03:17.000 --> 00:03:21.000]  鄭重地勸誡你
[00:03:21.000 --> 00:03:22.000]  就像剛才那個老師那樣
[00:03:22.000 --> 00:03:25.000]  聽清楚指示
[00:03:25.000 --> 00:03:26.000]  有多重要
[00:03:26.000 --> 00:03:27.000]  這個是影響你
[00:03:27.000 --> 00:03:29.000]  現在要做的事情
[00:03:29.000 --> 00:03:32.000]  在原本文字的次序是這樣的
[00:03:32.000 --> 00:03:34.000]  我鄭重地勸誡你
[00:03:34.000 --> 00:03:37.000]  是在父神和基督耶穌
[00:03:37.000 --> 00:03:38.000]  就是那一位
[00:03:38.000 --> 00:03:41.000]  要審判活人死人的面前
[00:03:41.000 --> 00:03:42.000]  那一位耶穌
[00:03:42.000 --> 00:03:43.000]  憑著耶穌的顯現
[00:03:43.000 --> 00:03:48.000]  和耶穌的國度去這樣做
[00:03:48.000 --> 00:03:49.000]  鄭重地勸誡
[00:03:49.000 --> 00:03:52.000]  這一節是重要的動詞
[00:03:52.000 --> 00:03:53.000]  保羅就是要提摩太
[00:03:53.000 --> 00:03:55.000]  你聽清楚
[00:03:55.000 --> 00:03:58.000]  將來的事和今天很有關係
[00:03:58.000 --> 00:03:59.000]  鄭重就是表達
[00:03:59.000 --> 00:04:00.000]  這件事很有重量
[00:04:00.000 --> 00:04:04.000]  這些重量是來自
[00:04:04.000 --> 00:04:06.000]  第四行那裏
[00:04:06.000 --> 00:04:09.000]  那將要審判活人死人的
[00:04:09.000 --> 00:04:11.000]  那一位
[00:04:11.000 --> 00:04:13.000]  在表達什麼
[00:04:13.000 --> 00:04:14.000]  表達就是現在
[00:04:14.000 --> 00:04:15.000]  耶穌已經坐在
[00:04:15.000 --> 00:04:17.000]  父上帝的右邊掌管一切
[00:04:17.000 --> 00:04:19.000]  但是將來他要來
[00:04:19.000 --> 00:04:20.000]  審判活人死人
[00:04:20.000 --> 00:04:23.000]  他顯然就是代表他再來
[00:04:23.000 --> 00:04:24.000]  而他再來
[00:04:24.000 --> 00:04:25.000]  這件事是十分重要
[00:04:25.000 --> 00:04:29.000]  是關乎他永遠的國度
