
[00:00:00.000 --> 00:00:02.720]  讓我們先聽上帝的說話
[00:00:02.720 --> 00:00:05.000]  讓我們先一同禱告
[00:00:05.000 --> 00:00:08.080]  交託我們在主的恩賜當中
[00:00:08.080 --> 00:00:11.100]  弟兄怎麼樣我們在天神到之前
[00:00:11.100 --> 00:00:13.440]  讓我們一同交託
[00:00:13.440 --> 00:00:16.200]  我們親愛的父神 多謝祢
[00:00:16.200 --> 00:00:20.800]  祢賜我們生命 祢賜我們有平安
[00:00:20.800 --> 00:00:25.340]  但這一切 除非只有在你裏面
[00:00:25.340 --> 00:00:30.160]  不然的 我們所靠賴自己所獲得的
[00:00:30.160 --> 00:00:34.280]  最終可以變得徒然
[00:00:34.280 --> 00:00:36.080]  求祢的幫助
[00:00:36.080 --> 00:00:39.900]  讓我們學會怎樣真是藏身於祢
[00:00:39.900 --> 00:00:43.200]  而不是藏身在自己的能力裏面
[00:00:43.200 --> 00:00:45.580]  讓以下下來聽到的時間
[00:00:45.580 --> 00:00:49.160]  讓我們更加學會怎樣準確的靠賴祢
[00:00:49.160 --> 00:00:50.960]  求祢要我們同在
[00:00:50.960 --> 00:00:53.020]  親愛的天父 多謝祢
[00:00:53.020 --> 00:00:56.160]  讓我們能夠在平安
[00:00:56.160 --> 00:01:00.560]  在祢的裏面能夠得到安託
[00:01:00.560 --> 00:01:01.900]  我們也感謝祢
[00:01:01.900 --> 00:01:04.740]  祢一直的保守我們
[00:01:04.740 --> 00:01:06.480]  帶領我們透過祢的靈
[00:01:06.480 --> 00:01:07.600]  使我們明白
[00:01:07.600 --> 00:01:09.160]  唯一在祢的裏面
[00:01:09.160 --> 00:01:12.680]  我們才能夠有真正的平安
[00:01:12.680 --> 00:01:14.200]  否則的話
[00:01:14.200 --> 00:01:18.440]  我們說憑自己力量所謀取的平安
[00:01:18.440 --> 00:01:22.460]  也可以隨火焰 雲煙
[00:01:22.460 --> 00:01:24.000]  求祢的幫助
[00:01:24.000 --> 00:01:25.800]  在以下的時間
[00:01:25.800 --> 00:01:28.820]  讓我們更學會怎樣靠著祢
[00:01:28.820 --> 00:01:30.100]  靠賴祢
[00:01:30.100 --> 00:01:33.340]  走這條順著祢的道路
[00:01:33.340 --> 00:01:36.760]  走這條我永恆的道路
[00:01:36.760 --> 00:01:39.840]  直奔到祢的懷抱裏面
[00:01:39.840 --> 00:01:41.940]  我向大家奉主耶穌的名求
[00:01:41.940 --> 00:01:45.060]  阿門阿門
[00:01:45.060 --> 00:01:48.660]  曾經有一個歐洲的學者
[00:01:48.660 --> 00:01:50.240]  講過一番很好的說話
[00:01:50.240 --> 00:01:52.920]  曾經有一個歐洲學者講過這麼一番話
[00:01:52.920 --> 00:01:57.820]  聰明的人會從自己的錯誤當中學習
[00:01:57.820 --> 00:02:01.700]  聰明的人會從自己的錯誤當中學習
[00:02:01.700 --> 00:02:07.060]  而有智慧的人更加能夠從別人的錯誤當中學習更多
[00:02:07.060 --> 00:02:12.400]  有智慧的人會從別人的錯誤當中學習更多
[00:02:12.400 --> 00:02:15.200]  於是乎有人基於這個學者的講法
[00:02:15.200 --> 00:02:17.160]  引申他所講的話
[00:02:17.160 --> 00:02:25.120]  就說聰明的人往往可以從別人身上的錯誤去學習改進自己
[00:02:25.120 --> 00:02:30.960]  聰明的人往往會從別人的錯誤當中去學習改進自己
[00:02:30.960 --> 00:02:37.680]  而普通的人就可以從自己的錯誤當中去學習自己的錯誤
[00:02:37.680 --> 00:02:41.480]  普通的人就會從自己的錯誤當中去學習
[00:02:41.480 --> 00:02:44.440]  自己的錯誤當中去改進自己
[00:02:44.440 --> 00:02:48.380]  從自己的錯誤當中去學習自己的錯誤
[00:02:48.380 --> 00:02:58.440]  但是愚蠢的人卻是一而再再而三的在自己的錯誤當中重複地去生活下去
[00:02:58.440 --> 00:03:04.480]  愚蠢的人會在自己的錯誤當中一直不停地重複生活下去
[00:03:04.480 --> 00:03:09.160]  無論是先前我所講的這位學者Norm Brodsky所講的話
[00:03:09.160 --> 00:03:16.520]  無論是我剛才講的這位學者Norm Brodsky所說的這番話
[00:03:16.520 --> 00:03:22.480]  還是後來的人的衍生都好
[00:03:22.480 --> 00:03:25.760]  讓我留意到一件事
[00:03:25.760 --> 00:03:32.280]  在這個世界裡面絕大多數的人以為自己很聰明
[00:03:32.280 --> 00:03:35.560]  在這個世界很多人自以為很聰明
[00:03:35.560 --> 00:03:38.280]  但是其實仍然活在自己愚蠢的當中
[00:03:38.280 --> 00:03:41.280]  仍然活在自己愚蠢的當中
[00:03:41.280 --> 00:03:45.920]  從聖經裡面就讓我們看到這個現象的主因
[00:03:45.920 --> 00:03:48.560]  在聖經裡面我們就看到這個問題的主因
[00:03:48.560 --> 00:03:52.720]  就是因為人不能靠自己的力量能掙脫罪的捆綁
[00:03:52.720 --> 00:03:57.000]  自己不能根據自己的力量而掙脫罪的捆綁
[00:03:57.000 --> 00:04:00.920]  今天我們繼續去看看《小徒行傳》第27章的經文
[00:04:00.920 --> 00:04:04.000]  我們今天繼續看《小徒行傳》第27章的經文
[00:04:04.000 --> 00:04:07.560]  上文我們看過了,從第一節到第八節
[00:04:07.560 --> 00:04:10.400]  上文我們看過了,從第一節到第八節
[00:04:10.400 --> 00:04:15.200]  當時和保羅一起同行被遣送到羅馬
[00:04:15.200 --> 00:04:18.320]  準備在羅馬受審的人
[00:04:18.320 --> 00:04:22.600]  當時跟著和保羅一起被捆綁
[00:04:22.600 --> 00:04:25.160]  要送到羅馬去受審的人
[00:04:25.160 --> 00:04:29.000]  無論是這群人還是遣送他們那幫人
[00:04:29.000 --> 00:04:33.200]  無論是這幫人還是遣送他們那幫人
[00:04:33.200 --> 00:04:36.080]  包括船員都好,包括全員都好
[00:04:36.080 --> 00:04:40.120]  他們把持著自己有多厲害多有經驗
[00:04:40.120 --> 00:04:42.920]  他們把持著自己有多厲害多有經驗
[00:04:42.920 --> 00:04:46.480]  甚至似乎自己坐的那艘船的大
[00:04:46.480 --> 00:04:47.040]  甚至似乎自己坐的那艘船的大
[00:04:47.040 --> 00:04:49.560]  甚至似乎自己坐的那艘船的大
[00:04:49.560 --> 00:04:51.320]  經驗老道
[00:04:51.320 --> 00:04:52.080]  經驗老道
[00:04:52.080 --> 00:04:58.160]  縱橫在地中海海洋之間的亞歷山大這艘船
[00:04:58.160 --> 00:04:58.160]  縱橫在地中海海洋之間的亞歷山大這艘船
[00:04:58.160 --> 00:05:02.400]  縱橫在地中海海洋之間的亞歷山大這艘船
[00:05:02.400 --> 00:05:06.120]  其實他們最後都只是憑藉著自己的能力
[00:05:06.120 --> 00:05:06.120]  其實他們最後都只是憑藉著自己的能力
[00:05:06.120 --> 00:05:08.440]  他們都只是憑藉著自己的能力
[00:05:08.440 --> 00:05:15.200]  一步一步地一步一步地走入自己墮落的深淵當中
[00:05:15.200 --> 00:05:18.760]  走向自己墮落的深淵當中
[00:05:18.760 --> 00:05:22.000]  而且繼續走入這些錯誤的裏面
[00:05:22.000 --> 00:05:23.920]  走到這個錯誤的裏面
[00:05:23.920 --> 00:05:27.040]  上萬人廣告上帝已經給了他們好幾次機會
[00:05:27.040 --> 00:05:27.080]  上萬人廣告上帝已經給了他們好幾次機會
[00:05:27.080 --> 00:05:28.920]  上萬人廣告上帝已經給了他們好幾次機會
[00:05:28.920 --> 00:05:30.040]  至少三次
[00:05:30.040 --> 00:05:30.800]  至少三次
[00:05:30.800 --> 00:05:32.560]  讓他們停在一個海港裏面
[00:05:32.560 --> 00:05:35.680]  讓他們暫時安定下來
[00:05:35.680 --> 00:05:38.600]  讓他們暫時安定下來
[00:05:38.600 --> 00:05:40.800]  但隨著不同人的私慾
[00:05:40.800 --> 00:05:43.240]  但是隨著不同的私慾
[00:05:43.240 --> 00:05:45.880]  譬如做官的想盡快解脫
[00:05:45.880 --> 00:05:48.320]  想做官的想盡快解脫
[00:05:48.320 --> 00:05:50.600]  快點送個飯去羅馬搞定他
[00:05:50.600 --> 00:05:50.600]  快點送個飯去羅馬搞定他
[00:05:50.600 --> 00:05:53.120]  快點送個飯去羅馬搞定他
[00:05:53.120 --> 00:05:56.400]  還是這些船員憑著自己很有經驗
[00:05:56.400 --> 00:05:56.440]  還是這些船員憑著自己很有經驗
[00:05:56.440 --> 00:05:58.600]  還是這些船員憑著自己很有經驗
[00:05:58.600 --> 00:06:02.400]  他們將上帝在大自然的設計裏面
[00:06:02.400 --> 00:06:02.440]  他們將上帝在大自然的設計裏面
[00:06:02.440 --> 00:06:02.440]  他們將上帝在大自然的設計裏面
[00:06:02.440 --> 00:06:05.280]  他們進行不斷的否定
[00:06:05.280 --> 00:06:05.320]  他們將上帝在大自然的設計裏面不停的否定
[00:06:05.320 --> 00:06:09.880]  他們將上帝在大自然的設計裏面不停的否定
[00:06:09.880 --> 00:06:12.080]  結果現在我們讀到的經文
[00:06:12.080 --> 00:06:14.840]  從今天我們知道他們走入了一個大困境
[00:06:14.840 --> 00:06:14.880]  從今天我們所得的經文可以看到他們走入了一個大的困境
[00:06:14.880 --> 00:06:19.440]  從今天我們所得的經文可以看到他們走入了一個大的困境
[00:06:19.440 --> 00:06:22.000]  自己受害也無所謂
[00:06:22.000 --> 00:06:22.040]  自己受害也無所謂
[00:06:22.040 --> 00:06:23.480]  自己受害也無所謂
[00:06:23.480 --> 00:06:25.600]  不過罪人有一個特性的
[00:06:25.600 --> 00:06:28.600]  不過罪人有一個特性的
[00:06:28.600 --> 00:06:29.880]  普通話的
[00:06:29.880 --> 00:06:29.880]  叫做寂寞難耐,只不過兩利
[00:06:29.880 --> 00:06:29.880]  普通話的
[00:06:29.880 --> 00:06:32.880]  叫做寂寞難耐,只不過兩利
[00:06:32.880 --> 00:06:37.440]  他不想自己犯罪
[00:06:37.440 --> 00:06:37.480]  他不想自己犯罪
[00:06:37.480 --> 00:06:38.640]  他不想自己犯罪
[00:06:38.640 --> 00:06:38.640]  他想拉大家一起下水
[00:06:38.640 --> 00:06:40.520]  他想拉大家一起下水
[00:06:40.520 --> 00:06:40.560]  想拉大家一起下水
[00:06:40.560 --> 00:06:42.560]  想拉大家一起下水
[00:06:42.560 --> 00:06:42.560]  要死一起死
[00:06:42.560 --> 00:06:43.960]  要死一起死
[00:06:43.960 --> 00:06:45.040]  要死一起死
[00:06:45.040 --> 00:06:45.040]  一起受害
[00:06:45.040 --> 00:06:46.280]  一起受害
[00:06:46.280 --> 00:06:47.320]  一起受害
