
[00:00:00.000 --> 00:00:02.640]  好 弟兄姊妹 大家早安
[00:00:02.640 --> 00:00:04.520]  我們一同來禱告
[00:00:04.520 --> 00:00:06.160]  親愛的主 我們來到你的面前
[00:00:06.160 --> 00:00:07.240]  為著今天的講台
[00:00:07.240 --> 00:00:09.760]  為著弟兄姊妹的心 我們來禱告你
[00:00:09.760 --> 00:00:12.480]  主啊 這是你自己的寶貴的話語
[00:00:12.480 --> 00:00:14.800]  因為主的聖靈今天在我們當中
[00:00:14.800 --> 00:00:17.200]  主 自己 你的聖靈來引導孩子
[00:00:17.200 --> 00:00:20.080]  來說出你要我們聽的話語
[00:00:20.080 --> 00:00:22.280]  主啊 讓我們因著你的話語
[00:00:22.280 --> 00:00:23.720]  生命可以剛強
[00:00:23.720 --> 00:00:24.600]  因著你的話語
[00:00:24.600 --> 00:00:27.200]  我們可以做耶穌基督的精兵
[00:00:27.200 --> 00:00:28.200]  因著你的話語
[00:00:28.200 --> 00:00:32.400]  將來我們要與你一同在永恆裡面做王
[00:00:32.400 --> 00:00:34.880]  主啊 這是你給我們極大的應許
[00:00:34.880 --> 00:00:36.600]  求主你給我們智慧
[00:00:36.600 --> 00:00:40.480]  給我們那一顆柔軟的心 謙卑的心
[00:00:40.480 --> 00:00:42.040]  好叫我們承受你的話語
[00:00:42.040 --> 00:00:44.680]  生命結出豐盛的果子
[00:00:44.680 --> 00:00:45.640]  與我們同在
[00:00:45.640 --> 00:00:46.760]  垂聽我們的禱告
[00:00:46.760 --> 00:00:48.760]  奉考耶穌的名
[00:00:48.760 --> 00:00:50.160]  阿們
[00:00:50.160 --> 00:00:53.160]  兄弟姊妹 今天跟大家分享的題目是
[00:00:53.160 --> 00:00:55.720]  為耶穌做精兵
[00:00:55.720 --> 00:00:58.200]  這個題目我想大家都非常地熟悉
[00:00:58.200 --> 00:01:00.440]  基督徒都要為耶穌做精兵
[00:01:00.440 --> 00:01:01.640]  我們也常常唱
[00:01:01.640 --> 00:01:04.480]  耶穌基督的精兵的詩歌
[00:01:04.480 --> 00:01:07.600]  但是我們真的心裡面想到
[00:01:07.600 --> 00:01:10.120]  我要為耶穌做精兵嗎
[00:01:10.120 --> 00:01:13.400]  還是為我個人做精兵
[00:01:13.400 --> 00:01:16.920]  為我個人的名聲做精兵
[00:01:16.920 --> 00:01:19.600]  還是真實的願意為主
[00:01:19.600 --> 00:01:23.520]  成為跟隨羔羊的戰士
[00:01:23.520 --> 00:01:25.440]  什麼是精兵呢
[00:01:25.440 --> 00:01:28.000]  精兵就是可以用的兵
[00:01:28.000 --> 00:01:29.400]  就是好兵
[00:01:29.400 --> 00:01:30.440]  你看你自己
[00:01:30.440 --> 00:01:31.840]  看我們的弟兄姊妹
[00:01:31.840 --> 00:01:35.400]  你覺得他是精兵嗎
[00:01:35.400 --> 00:01:37.480]  是
[00:01:37.480 --> 00:01:39.800]  我們都是耶穌基督的精兵
[00:01:39.800 --> 00:01:40.960]  因為
[00:01:40.960 --> 00:01:45.200]  耶穌基督對我們個人的命令就是
[00:01:45.200 --> 00:01:46.720]  要剛強
[00:01:46.720 --> 00:01:48.720]  所以做基督耶穌的精兵
[00:01:48.720 --> 00:01:50.880]  是神對我們的心意
[00:01:50.880 --> 00:01:52.640]  那今天我們就要來看看
[00:01:52.640 --> 00:01:54.440]  為什麼我們要做
[00:01:54.440 --> 00:01:56.720]  如何做
[00:01:56.720 --> 00:01:58.320]  怎麼樣在我們的生活中
[00:01:58.320 --> 00:01:59.520]  真實的可以來
[00:01:59.520 --> 00:02:01.320]  好像來做
[00:02:01.320 --> 00:02:03.960]  操練我們自己做耶穌基督的精兵
[00:02:03.960 --> 00:02:07.080]  大家看一下左邊是不是有個戰士
[00:02:07.080 --> 00:02:10.240]  想想戰士哪裡是他生命
[00:02:10.240 --> 00:02:12.640]  是他最軟弱的地方呢
[00:02:12.640 --> 00:02:14.080]  你看看這個戰士
[00:02:14.080 --> 00:02:16.360]  是不是他保護得很好呢
[00:02:16.360 --> 00:02:19.680]  其實一個戰士最害怕的是
[00:02:19.680 --> 00:02:23.240]  他裡面沒有戰鬥的心智
[00:02:23.240 --> 00:02:27.440]  最怕的是他裡面的心思意念軟弱了
[00:02:27.440 --> 00:02:30.080]  所以保羅說要剛強
[00:02:30.080 --> 00:02:31.240]  大家想想
[00:02:31.240 --> 00:02:33.360]  戰士的心智要剛強
[00:02:33.360 --> 00:02:37.240]  他要有個頭盔要戴上
[00:02:37.240 --> 00:02:38.800]  這個幫助他剛強
[00:02:38.800 --> 00:02:40.000]  那另外一個呢
[00:02:40.000 --> 00:02:44.240]  戰士他必須要執行任務
[00:02:44.240 --> 00:02:47.200]  戰士的肩膀上要承受
[00:02:47.200 --> 00:02:49.360]  主給他的託付
[00:02:49.360 --> 00:02:51.520]  然後戰士的身體
[00:02:51.520 --> 00:02:54.440]  必須要承受痛苦
[00:02:54.440 --> 00:02:57.520]  大家想像飛行員在飛到高空的時候
[00:02:57.520 --> 00:03:01.280]  他必須要身體要抵抗那個地心引力
[00:03:01.280 --> 00:03:04.600]  所以有時候他旋轉太多了
[00:03:04.600 --> 00:03:07.360]  他就迷流了
[00:03:07.360 --> 00:03:08.760]  人就昏迷了
[00:03:08.760 --> 00:03:09.920]  沒有辦法再控制了
[00:03:09.920 --> 00:03:10.920]  搞不清楚方向了
[00:03:10.920 --> 00:03:12.520]  最後就墜機了
[00:03:12.520 --> 00:03:16.440]  身體必須要受苦
[00:03:16.440 --> 00:03:18.320]  為主做精兵
[00:03:18.320 --> 00:03:21.920]  這四個這個詞應該是在基督徒當中
[00:03:21.920 --> 00:03:23.800]  是最潮的最in的
[00:03:23.800 --> 00:03:25.920]  什麼意思呢
[00:03:25.920 --> 00:03:27.880]  最流行的
[00:03:27.880 --> 00:03:29.000]  當時很流行
[00:03:29.000 --> 00:03:31.320]  我想今天對我們年輕人來講
[00:03:31.320 --> 00:03:33.760]  基督徒年輕的基督徒
[00:03:33.760 --> 00:03:35.480]  對我們來講對你來講
[00:03:35.480 --> 00:03:37.080]  應該是你生命中
[00:03:37.080 --> 00:03:40.640]  最想要從事的活動之一
[00:03:40.640 --> 00:03:42.560]  就是為主做精兵
[00:03:42.560 --> 00:03:44.720]  那至於如何做
[00:03:44.720 --> 00:03:47.000]  我今天的時間非常有限
[00:03:47.000 --> 00:03:49.000]  所以有一些沒有說到的
[00:03:49.000 --> 00:03:52.040]  大家就請看我給你們的講義
[00:03:52.040 --> 00:03:54.320]  主告訴我們
[00:03:54.320 --> 00:03:56.000]  保羅告訴吉摩太
[00:03:56.000 --> 00:03:58.600]  你要做一個剛強的人
[00:03:58.600 --> 00:03:59.960]  是一個剛強的人
[00:03:59.960 --> 00:04:01.240]  你要剛強
