
[00:00:00.000 --> 00:00:04.480]  今天和大家去看《羅馬書十章》這段經文的時候
[00:00:04.480 --> 00:00:06.080]  我都會思想到
[00:00:06.080 --> 00:00:08.620]  或者在過去幾天經歷的事情
[00:00:08.620 --> 00:00:10.120]  都和大家可以分享
[00:00:10.120 --> 00:00:13.200]  保羅在《羅馬書信》裡面
[00:00:13.200 --> 00:00:15.260]  就和羅馬的信徒說
[00:00:15.260 --> 00:00:17.140]  恩信稱義
[00:00:17.140 --> 00:00:19.040]  這個很重要的教導
[00:00:19.040 --> 00:00:23.180]  原來讓每個人都可以來到神的面前
[00:00:23.180 --> 00:00:25.020]  相信耶穌基督
[00:00:25.020 --> 00:00:26.600]  就可以成為了
[00:00:26.600 --> 00:00:30.000]  真是神的兒女得著的救恩
[00:00:30.000 --> 00:00:31.400]  在前面裡面
[00:00:31.400 --> 00:00:36.700]  他特別講到神整個救贖的計劃
[00:00:36.700 --> 00:00:38.360]  因為救贖的計劃裡面
[00:00:38.360 --> 00:00:41.580]  不是單單給猶太人
[00:00:41.580 --> 00:00:45.180]  是要給全世界任何的人
[00:00:45.180 --> 00:00:47.180]  但是很可惜
[00:00:47.180 --> 00:00:51.200]  當耶穌基督來到這個世界裡面
[00:00:51.200 --> 00:00:53.200]  去成就的救恩
[00:00:53.200 --> 00:00:56.080]  卻是被很多猶太人拒絕
[00:00:56.080 --> 00:00:58.320]  所以保羅就提出
[00:00:58.320 --> 00:01:01.280]  雖然猶太人是拒絕這些救恩
[00:01:01.280 --> 00:01:05.680]  但是神將救恩仍然要帶給外邦人
[00:01:05.680 --> 00:01:07.560]  所以整個經文裡面
[00:01:07.560 --> 00:01:11.360]  是提及到世人得救的過程
[00:01:11.360 --> 00:01:13.640]  信徒怎樣去參與
[00:01:13.640 --> 00:01:18.400]  在傳福音或者宣教工作裡面
[00:01:18.400 --> 00:01:21.720]  這個正是在今天猜拳禮拜裡面
[00:01:21.720 --> 00:01:23.720]  我們要再一次提醒
[00:01:23.720 --> 00:01:25.720]  再一次去學習
[00:01:25.720 --> 00:01:27.720]  首先在十三節裡面說
[00:01:27.720 --> 00:01:32.120]  「凡求告主明的,就必得救」
[00:01:32.120 --> 00:01:33.720]  首先第一件事是說到
[00:01:33.720 --> 00:01:37.960]  救恩的門是向所有人開啟的
[00:01:37.960 --> 00:01:41.360]  救恩的門是向所有人開啟
[00:01:41.360 --> 00:01:44.640]  凡求告主明的,就必得救
[00:01:44.640 --> 00:01:47.120]  這是一個很簡單的宣告
[00:01:47.120 --> 00:01:47.920]  就是說
[00:01:47.920 --> 00:01:51.800]  你只要能夠去呼求主的名字
[00:01:51.800 --> 00:01:54.960]  你能夠去仰望我們的主耶穌基督
[00:01:54.960 --> 00:01:58.200]  你就可以得到救恩
[00:01:58.200 --> 00:01:59.920]  所以這裡明白到
[00:01:59.920 --> 00:02:02.120]  通往神的道路
[00:02:02.120 --> 00:02:04.920]  是給每一個人開放的
[00:02:04.920 --> 00:02:07.520]  當然這個提出來說
[00:02:07.520 --> 00:02:10.520]  特別是他對羅馬教會的信徒
[00:02:10.520 --> 00:02:14.160]  因為羅馬教會信徒大部分是以外邦信徒為主
[00:02:14.160 --> 00:02:17.760]  而當時猶太人拒絕救恩
[00:02:17.760 --> 00:02:18.560]  他會想
[00:02:18.560 --> 00:02:20.360]  對外邦基督徒
[00:02:20.360 --> 00:02:22.280]  對外邦人又如何呢?
[00:02:22.280 --> 00:02:23.960]  保羅再一次說
[00:02:23.960 --> 00:02:26.960]  雖然可能很多猶太人當時是拒絕
[00:02:26.960 --> 00:02:32.000]  但是這個救恩仍然要去給世上任何一個人
[00:02:32.000 --> 00:02:34.800]  凡求告主明
[00:02:34.800 --> 00:02:37.320]  凡凡任何的人
[00:02:37.320 --> 00:02:39.320]  不論哪個民族
[00:02:39.320 --> 00:02:41.520]  不論什麼年紀
[00:02:41.520 --> 00:02:45.280]  都可以去因著求告耶穌
[00:02:45.280 --> 00:02:46.920]  得著這個救恩
[00:02:46.920 --> 00:02:50.360]  所以這是保羅引用《約爾書》裡面
[00:02:50.360 --> 00:02:51.920]  先知的一個經文
[00:02:51.920 --> 00:02:54.360]  就是說不是在現在
[00:02:54.360 --> 00:02:56.480]  耶穌來了是這樣的心意
[00:02:56.480 --> 00:03:00.320]  實際上在神創世以來的心意
[00:03:00.320 --> 00:03:02.880]  這個救恩都要給全世界的人
[00:03:02.880 --> 00:03:06.160]  去引用了《九曰》的先知所說的事情
[00:03:06.160 --> 00:03:08.240]  另一方面就是求告主明
[00:03:08.240 --> 00:03:12.240]  就等於開啟了一個得救之門的鎖匙一樣
[00:03:12.240 --> 00:03:15.600]  所以這個門是任何人都能夠
[00:03:15.600 --> 00:03:17.920]  向著任何人都是開放的
[00:03:17.920 --> 00:03:21.000]  但是當我們對信徒來說的時候
[00:03:21.000 --> 00:03:24.720]  就是說凡求告主明
[00:03:24.720 --> 00:03:26.720]  這件事情
[00:03:26.720 --> 00:03:28.720]  其實很多人不知道
[00:03:28.720 --> 00:03:30.160]  我們信了主我們知道
[00:03:30.160 --> 00:03:31.760]  我們有這樣的權柄
[00:03:31.760 --> 00:03:35.960]  我們可以這樣直接來到神的面前
[00:03:35.960 --> 00:03:37.400]  我們可以直接禱告
[00:03:37.400 --> 00:03:39.480]  去呼求我們的主耶穌基督
[00:03:39.480 --> 00:03:43.400]  我們直接能夠在神的面前去認罪悔改
[00:03:43.400 --> 00:03:45.160]  得著這個救恩
[00:03:45.160 --> 00:03:47.880]  但原來很多人是不知道的
[00:03:47.880 --> 00:03:50.120]  很多人都未聽過耶穌的名字
[00:03:50.120 --> 00:03:54.240]  他們不知道原來求告主明就可以得救了
[00:03:54.240 --> 00:03:58.000]  世上有很多人仍然受到罪惡
[00:03:58.000 --> 00:04:00.920]  或者魔鬼撒旦裏面的困鎖
[00:04:00.920 --> 00:04:03.280]  不知道原來他的心靈可以釋放
[00:04:03.280 --> 00:04:05.920]  可以得到這個救恩
[00:04:05.920 --> 00:04:12.000]  甚至有時候我們會因為很多的迷信
[00:04:12.000 --> 00:04:16.920]  或者一些其他的宗教的思想
[00:04:16.920 --> 00:04:18.280]  是影響了我們
[00:04:18.280 --> 00:04:20.840]  原來不知道這麼簡單
[00:04:20.840 --> 00:04:22.600]  就好像一個鎖匙一樣
[00:04:22.600 --> 00:04:25.520]  就是求告主明有一條鎖匙
[00:04:25.520 --> 00:04:29.440]  就能夠開啟了這個救恩之門
[00:04:29.440 --> 00:04:32.280]  但我們弟兄姊妹我們就拿著這條鎖匙
[00:04:32.280 --> 00:04:34.880]  因為這條鎖匙為甚麼要拿著呢
[00:04:34.880 --> 00:04:39.480]  我們要去向世人去讓他們知道
[00:04:39.480 --> 00:04:42.160]  好像耶穌和彼得說
[00:04:42.160 --> 00:04:45.440]  天國的約時就交給教會
[00:04:45.440 --> 00:04:49.080]  幫我們開啟世人就能夠去認識
[00:04:49.080 --> 00:04:51.440]  進入天國裏面
[00:04:51.440 --> 00:04:53.960]  所以我們今天信徒就好像
[00:04:53.960 --> 00:04:56.680]  拿著這條救恩的鎖匙
[00:04:56.680 --> 00:04:57.680]  你要告訴別人
[00:04:57.680 --> 00:05:01.400]  求告主明就必得救
[00:05:01.400 --> 00:05:05.240]  在國內裏面很多時候都會用一些通訊方法
[00:05:05.240 --> 00:05:07.000]  不知道大家有沒有用
[00:05:07.000 --> 00:05:09.240]  有些人可能用微信
[00:05:09.240 --> 00:05:10.840]  我也有用微信
[00:05:10.840 --> 00:05:12.760]  微信收到一些消息
[00:05:12.760 --> 00:05:15.320]  很多時候會有消息傳遞給你
[00:05:15.320 --> 00:05:16.240]  傳遞給你之後
[00:05:16.240 --> 00:05:17.480]  接著就會加一句
[00:05:17.480 --> 00:05:19.640]  如果你繼續傳給其他人
[00:05:19.640 --> 00:05:21.880]  你就會得到這種福氣
[00:05:21.880 --> 00:05:24.280]  但同時間有些人
[00:05:24.280 --> 00:05:25.640]  如果你不傳給別人
[00:05:25.640 --> 00:05:28.400]  可能會有些奏助出現
[00:05:28.400 --> 00:05:31.840]  早前發生了一件命案
[00:05:31.840 --> 00:05:34.560]  這件命案在國內就是這樣的情況
[00:05:34.560 --> 00:05:37.840]  最終一個是夫婦
[00:05:37.840 --> 00:05:39.680]  一個是死亡
[00:05:39.680 --> 00:05:41.040]  一個是重傷
[00:05:41.040 --> 00:05:42.640]  為甚麼會有這樣的原因呢
[00:05:42.640 --> 00:05:47.320]  話說這對傷亡的夫婦
[00:05:47.320 --> 00:05:49.920]  傳了一些消息
[00:05:49.920 --> 00:05:55.320]  藉著社交網站的通訊傳了出去
[00:05:55.320 --> 00:05:57.080]  這個消息裏面後面就說
[00:05:57.080 --> 00:05:58.280]  如果你不繼續傳下去
[00:05:58.280 --> 00:06:00.840]  你就會受到一些的奏助
[00:06:00.840 --> 00:06:02.680]  就是這樣的情況
[00:06:02.680 --> 00:06:05.400]  剛剛另一對夫婦收到
[00:06:05.400 --> 00:06:06.560]  當然你看完之後
[00:06:06.560 --> 00:06:07.520]  你看到這些消息
[00:06:07.520 --> 00:06:09.280]  你都是看完就算了
[00:06:09.280 --> 00:06:11.240]  有時候你都不會特別再傳開
[00:06:11.240 --> 00:06:12.720]  不以為然
[00:06:12.720 --> 00:06:16.480]  但是過了一段時間
[00:06:16.480 --> 00:06:20.520]  那對夫婦的丈夫
[00:06:20.520 --> 00:06:22.960]  就因為一次交通意外
[00:06:22.960 --> 00:06:26.880]  撞車身亡
[00:06:26.880 --> 00:06:28.200]  死了
[00:06:28.200 --> 00:06:31.480]  太太心裏面當然很難過
[00:06:31.480 --> 00:06:35.280]  丈夫突然而來一個意外
[00:06:35.280 --> 00:06:37.440]  離開了世界
[00:06:37.440 --> 00:06:39.680]  心裏面越來越憂傷難過的時候
[00:06:39.680 --> 00:06:42.640]  想一想為甚麼會發生這樣的事情呢
[00:06:42.640 --> 00:06:44.600]  想一想的時候發覺
[00:06:44.600 --> 00:06:47.360]  早前收到那對夫婦
[00:06:47.360 --> 00:06:51.760]  給了我一個微信的通訊一個消息
[00:06:51.760 --> 00:06:53.400]  裏面講到如果不傳出去
[00:06:53.400 --> 00:06:56.080]  就助就會臨到你家裏
[00:06:56.080 --> 00:06:58.840]  想一想就發覺
[00:06:58.840 --> 00:07:00.120]  就是這樣的因素
[00:07:00.120 --> 00:07:01.760]  就是我沒有傳出去
[00:07:01.760 --> 00:07:04.800]  越想越憤恨
[00:07:04.800 --> 00:07:07.440]  為甚麼要傳這樣的訊息給我呢
[00:07:07.440 --> 00:07:13.280]  於是就拿著武器去那對夫婦家裏尋仇
