
[00:00:00.000 --> 00:00:04.480]  曾經有個朋友信了耶穌
[00:00:04.480 --> 00:00:06.400]  回到家裏就告訴他媽媽
[00:00:06.400 --> 00:00:09.600]  他說我信了耶穌
[00:00:09.600 --> 00:00:12.760]  我回到教會
[00:00:12.760 --> 00:00:14.960]  他媽媽聽到之後
[00:00:14.960 --> 00:00:17.280]  她說信就信
[00:00:17.280 --> 00:00:20.280]  千萬不要受浸
[00:00:20.280 --> 00:00:23.080]  對於這個母親來說
[00:00:23.080 --> 00:00:27.040]  她的兒子受洗是生死的問題
[00:00:27.040 --> 00:00:31.680]  即使沒有信耶穌的人都知道
[00:00:31.680 --> 00:00:34.920]  洗禮不是玩笑的
[00:00:34.920 --> 00:00:41.400]  是表明信徒向主耶穌義無反顧
[00:00:41.400 --> 00:00:46.640]  決定一生一世追隨耶穌
[00:00:46.640 --> 00:00:50.240]  大家是不是都這樣想呢?
[00:00:50.240 --> 00:00:53.120]  浸禮究竟是什麼呢?
[00:00:53.120 --> 00:00:56.080]  爲什麼要浸呢?
[00:00:56.080 --> 00:01:01.120]  一會兒受浸的姐妹就會全浸的形式進行
[00:01:01.120 --> 00:01:04.560]  一會兒受浸的姐妹就會以全浸的方式進行
[00:01:04.560 --> 00:01:06.320]  不過爲什麼要用水呢?
[00:01:06.320 --> 00:01:07.880]  但是爲什麼要用水呢?
[00:01:07.880 --> 00:01:09.720]  爲什麼要用水呢?
[00:01:09.720 --> 00:01:14.000]  大家有沒有想過?
[00:01:14.000 --> 00:01:15.560]  爲什麼要用水呢?
[00:01:15.560 --> 00:01:16.760]  爲什麼要用水呢?
[00:01:16.760 --> 00:01:18.600]  用些噴霧噴一噴就可以了
[00:01:18.600 --> 00:01:20.880]  用些噴霧噴一噴可不可以呢?
[00:01:20.880 --> 00:01:24.400]  神用了一個很容易令人明白的東西
[00:01:24.400 --> 00:01:27.080]  神用了一個很容易令人明白的東西
[00:01:27.080 --> 00:01:28.400]  沖涼
[00:01:28.400 --> 00:01:30.720]  大家應該知道沖涼的目的是什麼吧?
[00:01:30.720 --> 00:01:32.520]  大家應該知道沖涼的目的是什麼吧?
[00:01:32.520 --> 00:01:34.400]  特別是現在疫情的時候
[00:01:34.400 --> 00:01:35.880]  特別是現在疫情的時候
[00:01:35.880 --> 00:01:38.200]  我有些朋友一回到家裏
[00:01:38.200 --> 00:01:39.520]  我有些朋友一回到家裏
[00:01:39.520 --> 00:01:41.800]  第一件事就是
[00:01:41.800 --> 00:01:43.800]  不要脫衣服
[00:01:43.800 --> 00:01:44.840]  進去沖涼
[00:01:44.840 --> 00:01:46.800]  對馬上脫衣服然後去沖涼
[00:01:46.800 --> 00:01:47.880]  目的是什麼呢?
[00:01:47.880 --> 00:01:48.880]  目的是什麼呢?
[00:01:48.880 --> 00:01:51.640]  洗乾淨自己
[00:01:51.640 --> 00:01:53.480]  就好像我們的嘴一樣
[00:01:53.480 --> 00:01:57.160]  就好像我們的嘴一樣
[00:01:57.160 --> 00:02:00.000]  將嘴洗得乾乾淨淨
[00:02:00.000 --> 00:02:01.720]  就將我們的嘴洗得乾乾淨淨
[00:02:01.720 --> 00:02:04.400]  其實這些儀式大家都應該不會陌生的
[00:02:04.400 --> 00:02:06.320]  就像這樣的儀式大家應該都不會陌生的
[00:02:06.320 --> 00:02:11.640]  他很多時候在電視都有一些所謂江湖人物
[00:02:11.640 --> 00:02:14.560]  在電視上大家都會看到一些江湖人物
[00:02:14.560 --> 00:02:17.240]  決心離開那個江湖
[00:02:17.240 --> 00:02:18.640]  決心離開這個江湖
[00:02:18.640 --> 00:02:19.960]  洗心革面
[00:02:19.960 --> 00:02:20.840]  洗心革面
[00:02:20.840 --> 00:02:22.080]  接着就會怎樣?
[00:02:22.080 --> 00:02:23.680]  金盆洗手
[00:02:23.680 --> 00:02:24.920]  金盆洗手
[00:02:24.920 --> 00:02:26.440]  下一句就會怎樣說呢?
[00:02:26.440 --> 00:02:27.360]  下一句就會怎樣說呢?
[00:02:27.360 --> 00:02:29.200]  我以後要做正行了
[00:02:29.200 --> 00:02:32.040]  我以後要做正行了
[00:02:32.040 --> 00:02:33.240]  正行了,對
[00:02:33.240 --> 00:02:34.640]  我就不再犯罪了
[00:02:34.640 --> 00:02:35.880]  我以後就不再犯罪了
[00:02:35.880 --> 00:02:38.520]  意思就是舊事已過
[00:02:38.520 --> 00:02:39.920]  意思就是舊事已過
[00:02:39.920 --> 00:02:42.200]  是,跟以往一刀兩斷
[00:02:42.200 --> 00:02:43.640]  跟以往一刀兩斷
[00:02:43.640 --> 00:02:46.560]  贈禮就是在衆人面前表示
[00:02:46.560 --> 00:02:48.400]  贈禮就是在衆人面前表示
[00:02:48.400 --> 00:02:51.800]  你已經接受了耶穌成爲你個人救主
[00:02:51.800 --> 00:02:54.040]  你已經接受了耶穌成爲你個人救主
[00:02:54.040 --> 00:02:57.680]  不過受證並不是得救必要的條件
[00:02:57.680 --> 00:03:02.440]  不過受證並不是得救必要的條件
[00:03:02.440 --> 00:03:05.560]  羅馬書十章九至十節清楚地說
[00:03:05.560 --> 00:03:08.240]  羅馬書十章九至十節清楚地說
[00:03:08.240 --> 00:03:09.920]  他告訴我們
[00:03:09.920 --> 00:03:12.960]  心裏相信,口裏承認
[00:03:12.960 --> 00:03:13.720]  他告訴我們
[00:03:13.720 --> 00:03:17.480]  每個人知道就是心裏相信,口裏承認
[00:03:17.480 --> 00:03:19.640]  就可以得救
[00:03:19.640 --> 00:03:21.680]  不是出於我們有好的行爲
[00:03:21.680 --> 00:03:23.280]  不是出於我們有好的行爲
[00:03:23.280 --> 00:03:25.400]  《尹福所書》二章八至九節
[00:03:25.400 --> 00:03:27.000]  《尹福所書》二章八到九節
[00:03:27.000 --> 00:03:28.200]  他很清楚地說過
[00:03:28.200 --> 00:03:30.360]  你們得救是本福恩
[00:03:30.360 --> 00:03:31.920]  很清楚地講到
[00:03:31.920 --> 00:03:33.400]  你們得救是本福恩
[00:03:33.400 --> 00:03:34.960]  不是出於你有好的行爲
[00:03:34.960 --> 00:03:36.280]  不是出於你有好的行爲
[00:03:36.280 --> 00:03:38.200]  不是你做了什麼好的事
[00:03:38.200 --> 00:03:39.520]  不是因爲你做了什麼好的事
[00:03:39.520 --> 00:03:41.160]  而是因爲你信了耶穌
[00:03:41.160 --> 00:03:42.240]  而是因爲你信了耶穌
[00:03:42.240 --> 00:03:45.240]  你願意接受主耶穌成爲你個人救主
[00:03:45.240 --> 00:03:47.640]  你願意接受主耶穌成爲你個人救主
[00:03:47.640 --> 00:03:50.240]  所以贈禮不是一個得救必要的條件
[00:03:50.240 --> 00:03:52.440]  所以贈禮不是一個得救必要的條件
[00:03:52.440 --> 00:03:55.960]  《路加福音》二十三章四十到四十三節
[00:03:55.960 --> 00:03:58.760]  《路加福音》二十三章四十到四十三節
[00:03:58.760 --> 00:04:02.080]  講到耶穌被釘十字架發生的事情
[00:04:02.080 --> 00:04:04.440]  講到主耶穌被釘十字架時候發生的事情
[00:04:04.440 --> 00:04:07.880]  那個時間旁邊有兩個犯人和他一起釘
[00:04:07.880 --> 00:04:10.840]  那個時間耶穌旁邊有兩個犯人一同被釘
[00:04:10.840 --> 00:04:13.240]  一個犯人嘲笑耶穌
[00:04:13.240 --> 00:04:15.480]  一個犯人嘲笑耶穌
[00:04:15.480 --> 00:04:16.920]  如果你是基督
[00:04:16.920 --> 00:04:17.960]  他說如果你是基督
[00:04:17.960 --> 00:04:19.760]  救救自己
[00:04:19.760 --> 00:04:21.480]  救救我們
[00:04:21.480 --> 00:04:23.160]  另一個犯人又怎樣呢
[00:04:23.160 --> 00:04:24.400]  另一個犯人又怎樣呢
[00:04:24.400 --> 00:04:26.000]  他承認他有罪
[00:04:26.000 --> 00:04:27.320]  他承認他有罪
[00:04:27.320 --> 00:04:29.120]  他首先責備那個犯人
[00:04:29.120 --> 00:04:30.480]  他首先責備那個犯人
[00:04:30.480 --> 00:04:32.800]  他說你不應該這樣說話
[00:04:32.800 --> 00:04:36.040]  而且從他可以看出他相信耶穌
[00:04:36.040 --> 00:04:38.040]  從他的話你可以看出來他是相信了耶穌
[00:04:38.040 --> 00:04:40.240]  雖然他是一個罪大惡極的人
[00:04:40.240 --> 00:04:42.120]  雖然他是一個罪大惡極的人
[00:04:42.120 --> 00:04:43.840]  但這個人有沒有得救呢
[00:04:43.840 --> 00:04:45.200]  但這個人有沒有得救呢
[00:04:45.200 --> 00:04:46.800]  有沒有得救呢這個人
[00:04:46.800 --> 00:04:48.200]  大家覺得有沒有呢
[00:04:48.200 --> 00:04:49.800]  有得救
[00:04:49.800 --> 00:04:51.320]  他的行爲好不好
[00:04:51.320 --> 00:04:52.600]  他的行爲好不好呢
[00:04:52.600 --> 00:04:53.400]  當然不好
[00:04:53.400 --> 00:04:54.720]  因爲他釘在數字架
[00:04:54.720 --> 00:04:56.560]  要不他也不會釘數字架
[00:04:56.560 --> 00:04:58.520]  但是他願意悔改
[00:04:58.520 --> 00:04:59.720]  但是他願意悔改
[00:04:59.720 --> 00:05:01.440]  接受耶穌
[00:05:01.440 --> 00:05:03.360]  他就白白得到這個恩典
[00:05:03.360 --> 00:05:04.760]  他就白白得到了這個恩典
[00:05:04.760 --> 00:05:07.160]  耶穌應允他
[00:05:07.160 --> 00:05:11.040]  今天你要和我在樂園裏
[00:05:11.040 --> 00:05:12.800]  今天你要和我在樂園裏
[00:05:12.800 --> 00:05:15.000]  所以我們得救不是靠行爲
[00:05:15.000 --> 00:05:16.520]  所以我們得救不是靠行爲
[00:05:16.520 --> 00:05:18.400]  乃是承認我們的罪
[00:05:18.400 --> 00:05:19.840]  乃是我們承認我們自己的罪
[00:05:19.840 --> 00:05:22.320]  接受耶穌
[00:05:22.320 --> 00:05:23.320]  接受耶穌
[00:05:23.320 --> 00:05:25.720]  這個被釘在十字架的死囚
[00:05:25.720 --> 00:05:27.360]  這個被釘在十字架上的死囚
[00:05:27.360 --> 00:05:29.080]  他沒有機會接受贈禮
[00:05:29.080 --> 00:05:31.160]  他沒有機會接受贈禮
[00:05:31.160 --> 00:05:32.240]  但耶穌告訴他
[00:05:32.240 --> 00:05:33.400]  但耶穌對他說
[00:05:33.400 --> 00:05:35.360]  今天你要和我在樂園裏
[00:05:35.360 --> 00:05:36.960]  今天你要和我在樂園裏
[00:05:36.960 --> 00:05:38.320]  所以從這個角度
[00:05:38.320 --> 00:05:38.960]  所以從這個角度
[00:05:38.960 --> 00:05:41.960]  我們知道贈禮不是一個人得救
[00:05:41.960 --> 00:05:44.920]  我們知道贈禮不是一個人得救得永生
[00:05:44.920 --> 00:05:47.600]  必要的條件
[00:05:47.600 --> 00:05:48.680]  那爲什麼要受贈
[00:05:48.680 --> 00:05:49.880]  那爲什麼要受贈
[00:05:49.880 --> 00:05:51.760]  如果贈禮只不過是一個形式
[00:05:51.760 --> 00:05:53.120]  如果贈禮只不過是一個形式
[00:05:53.120 --> 00:05:54.360]  爲什麼我們要受贈
[00:05:54.360 --> 00:05:55.600]  爲什麼要受贈
[00:05:55.600 --> 00:05:59.080]  馬太福音28章最後19節講到
[00:05:59.080 --> 00:06:02.120]  馬太福音28章最後19節講到
[00:06:02.120 --> 00:06:05.560]  是我們經常會講的大使命
[00:06:05.560 --> 00:06:07.560]  是我們經常會講的大使命
[00:06:07.560 --> 00:06:09.200]  就是耶穌昇天的時候
[00:06:09.200 --> 00:06:10.440]  就是耶穌昇天的時候
[00:06:10.440 --> 00:06:11.560]  對門徒一個吩咐
[00:06:11.560 --> 00:06:12.600]  對門徒一個吩咐
[00:06:12.600 --> 00:06:14.280]  耶穌吩咐他說
[00:06:14.280 --> 00:06:15.320]  耶穌吩咐他說
[00:06:15.320 --> 00:06:16.920]  你們要去
[00:06:16.920 --> 00:06:18.760]  使萬民作我的門徒
[00:06:18.760 --> 00:06:20.280]  使萬民作我的門徒
[00:06:20.280 --> 00:06:22.200]  奉父子聖靈的名
[00:06:22.200 --> 00:06:23.720]  給他們施洗
[00:06:23.720 --> 00:06:25.080]  奉父子聖靈的名
[00:06:25.080 --> 00:06:26.080]  給他們施洗
[00:06:26.080 --> 00:06:29.040]  耶穌清楚地說先做門徒
[00:06:29.040 --> 00:06:30.960]  耶穌清楚地講到先做門徒
[00:06:30.960 --> 00:06:32.760]  然後接受水禮
[00:06:32.760 --> 00:06:34.080]  然後接受水禮
[00:06:34.080 --> 00:06:37.440]  如果你不是真的從心裏相信的話
[00:06:37.440 --> 00:06:39.560]  如果你不是真的從心裏相信的話
[00:06:39.560 --> 00:06:40.640]  贈禮就沒有意義了
[00:06:40.640 --> 00:06:41.640]  贈禮就沒有意義了
[00:06:41.640 --> 00:06:42.920]  就好像一個婚禮
[00:06:42.920 --> 00:06:44.880]  就好像一個婚禮
