
[00:00:00.000 --> 00:00:03.200]  一日過得很快,弟兄姊妹,大家平安
[00:00:03.200 --> 00:00:05.200]  一日之後我們又讀聖經
[00:00:05.200 --> 00:00:08.320]  生命樹為大家預備的聖經人、聖經事
[00:00:08.320 --> 00:00:15.000]  今天來到以色列會有王國人任意而行的第三講
[00:00:15.000 --> 00:00:18.120]  第三就是六百個彈人
[00:00:18.120 --> 00:00:20.360]  彈支派的人,六百個
[00:00:20.360 --> 00:00:24.400]  去搶劫了神像,挾持了祭司
[00:00:24.400 --> 00:00:26.080]  嘩,這樣也行?
[00:00:26.080 --> 00:00:27.840]  搶神像
[00:00:27.840 --> 00:00:30.760]  其實這神像是耶和華的神像
[00:00:30.760 --> 00:00:33.840]  當然耶和華哪有神像都說不可以雕刻跪拜
[00:00:33.840 --> 00:00:34.920]  不過他照做
[00:00:34.920 --> 00:00:39.800]  就是米加做的,跟他媽媽做的
[00:00:39.800 --> 00:00:43.640]  然後去到那個叫做阿雅祭司
[00:00:43.640 --> 00:00:46.640]  但是這六百個彈的人出發
[00:00:46.640 --> 00:00:48.880]  那五個探子帶著他出發
[00:00:48.880 --> 00:00:52.240]  就來搶劫了神像,挾持了祭司
[00:00:52.240 --> 00:00:53.280]  這樣也有的嗎?
[00:00:53.280 --> 00:00:55.280]  真的在聖經裡面沒聽過
[00:00:55.280 --> 00:00:57.760]  以為這些事在電影裡面才有
[00:00:57.760 --> 00:01:00.080]  今天是沒有的
[00:01:00.080 --> 00:01:03.600]  其實如果《士司記》的十七章
[00:01:03.600 --> 00:01:07.840]  到二十一章如果拍成電影真的很好看
[00:01:07.840 --> 00:01:10.680]  不過這套電影很血腥的
[00:01:10.680 --> 00:01:11.960]  很可怕的
[00:01:11.960 --> 00:01:13.960]  是兒童不宜的
[00:01:13.960 --> 00:01:15.480]  好了
[00:01:15.480 --> 00:01:17.120]  又看回這裡
[00:01:17.120 --> 00:01:19.840]  所拉爾什圖他們就在這裡出發
[00:01:19.840 --> 00:01:22.680]  嘩,六百人浩浩蕩蕩
[00:01:22.680 --> 00:01:24.840]  就去拉益攻打人
[00:01:24.840 --> 00:01:26.600]  搶他的地
[00:01:26.600 --> 00:01:29.920]  他們經過以法連山地
[00:01:29.920 --> 00:01:34.400]  又去經過米家那間屋
[00:01:34.400 --> 00:01:37.360]  又見到那個阿雅祭司
[00:01:37.360 --> 00:01:40.280]  那個阿雅祭司在聖經裡面出現《士司記》
[00:01:40.280 --> 00:01:42.280]  但是到現在都不知道他什麼名字
[00:01:42.280 --> 00:01:45.560]  我不知道他將來在天上是否會見到這個
[00:01:45.560 --> 00:01:49.320]  阿雅猶大之派的利微人祭司
[00:01:49.320 --> 00:01:50.400]  好了
[00:01:50.400 --> 00:01:53.160]  第三就是來到這裡了
[00:01:53.160 --> 00:01:56.160]  就是第十八章第十一節
[00:01:56.160 --> 00:02:00.640]  於是彈軸裡面的六百人
[00:02:00.640 --> 00:02:02.120]  有六百人
[00:02:02.120 --> 00:02:03.400]  那六百人是什麼呢
[00:02:03.400 --> 00:02:05.120]  其實是軍隊
[00:02:05.120 --> 00:02:07.320]  勇士,即是可以打的
[00:02:07.320 --> 00:02:09.200]  但是否只有這六百人呢?
[00:02:09.200 --> 00:02:10.200]  不是,不過呢
[00:02:10.200 --> 00:02:12.520]  他們那裡可能不夠住等等
[00:02:12.520 --> 00:02:15.520]  我們要找地,於是就去了
[00:02:15.520 --> 00:02:17.520]  各帶兵器
[00:02:17.520 --> 00:02:19.920]  刀劍,劍不應該沒有的
[00:02:19.920 --> 00:02:22.080]  刀多過矛那些
[00:02:22.080 --> 00:02:25.160]  脫石的機緣,盾牌那些
[00:02:25.160 --> 00:02:28.520]  六百人彈,很兇啊這班人
[00:02:28.520 --> 00:02:30.520]  即是叫兇,你看下去就知道了
[00:02:30.520 --> 00:02:32.000]  各帶兵器
[00:02:32.000 --> 00:02:34.600]  從索拉和以實圖前往
[00:02:34.600 --> 00:02:38.080]  這六百人彈的民族就前往了
[00:02:38.080 --> 00:02:41.280]  上到猶大的基列耶林
[00:02:41.280 --> 00:02:44.280]  在基列耶林後面安營
[00:02:44.280 --> 00:02:46.680]  安營之後那個地方叫做
[00:02:46.680 --> 00:02:49.200]  瑪哈尼丹
[00:02:49.200 --> 00:02:51.040]  改了名字
[00:02:51.040 --> 00:02:53.360]  不要緊,這些不解釋了
[00:02:53.360 --> 00:02:54.640]  上去安營
[00:02:54.640 --> 00:02:59.120]  然後再上去以法連山地
[00:02:59.120 --> 00:03:01.400]  由南至北路走,走到上去
[00:03:01.400 --> 00:03:02.680]  以法連山地
[00:03:02.680 --> 00:03:05.400]  走回舊路,因為那五個人帶
[00:03:05.400 --> 00:03:06.560]  然後去到哪裡呢?
[00:03:06.560 --> 00:03:09.760]  又去到米加的豪宅
[00:03:09.760 --> 00:03:11.040]  住宅
[00:03:11.040 --> 00:03:13.720]  就是那裡了,走回舊路
[00:03:13.720 --> 00:03:17.360]  為什麼呢?這五個探子都算壞了
[00:03:17.360 --> 00:03:19.960]  真是,很奸的
[00:03:19.960 --> 00:03:23.560]  從前窺探拉翼地的五個人
[00:03:23.560 --> 00:03:26.560]  對他們的弟兄說
[00:03:26.560 --> 00:03:31.240]  各位兄弟,六百位兄弟,大家留意
[00:03:31.240 --> 00:03:33.400]  我們來過這裡
[00:03:33.400 --> 00:03:38.120]  這裡的豪宅,就是宅子裡有以弗德
[00:03:38.120 --> 00:03:41.000]  大祭司那件袍,外袍
[00:03:41.000 --> 00:03:45.520]  外面那件背心型的以弗德
[00:03:45.520 --> 00:03:47.640]  上面掛著一個胸牌
[00:03:47.640 --> 00:03:49.000]  如果是大祭司的話
[00:03:49.000 --> 00:03:50.560]  有個胸牌是金的
[00:03:50.560 --> 00:03:52.160]  有以色列十二支牌
[00:03:52.160 --> 00:03:55.440]  代表著十二塊寶石
[00:03:55.440 --> 00:03:58.240]  不過有以弗德是象徵祭司
[00:03:58.240 --> 00:03:59.760]  大祭司
[00:03:59.760 --> 00:04:02.040]  只有一件,就是以弗德
[00:04:02.040 --> 00:04:03.240]  我自己做了一件
[00:04:03.240 --> 00:04:05.240]  真厲害,我自己做
[00:04:05.240 --> 00:04:07.720]  還有家中的神像
[00:04:07.720 --> 00:04:09.800]  這裡有很多神像
[00:04:09.800 --> 00:04:11.480]  這一間很厲害
[00:04:11.480 --> 00:04:14.480]  有以弗德和神像在裡面
[00:04:14.480 --> 00:04:17.720]  雕刻的像也有
[00:04:17.720 --> 00:04:19.240]  鑄成的像也有
[00:04:19.240 --> 00:04:22.280]  雕刻就是說,譬如用金銀寶石
[00:04:22.280 --> 00:04:24.800]  或者什麼,木等等
[00:04:24.800 --> 00:04:26.840]  雕刻,雕出來的
[00:04:26.840 --> 00:04:28.520]  就成了形
[00:04:28.520 --> 00:04:31.840]  鑄成的就是雕了一個形之後
[00:04:31.840 --> 00:04:34.360]  就用泥土吸著它做一個模
[00:04:34.360 --> 00:04:35.520]  然後打開
[00:04:35.520 --> 00:04:38.400]  就變成兩個一半的模
[00:04:38.400 --> 00:04:42.200]  然後就將一些金屬倒進去
[00:04:42.200 --> 00:04:43.800]  然後吸回去
[00:04:43.800 --> 00:04:45.720]  或者它吸住,就留一個洞
[00:04:45.720 --> 00:04:48.120]  將一些溶了的銀流進去
[00:04:48.120 --> 00:04:53.160]  於是就會變成一個鑄造出來的像
[00:04:53.160 --> 00:04:55.040]  你們知不知道
[00:04:55.040 --> 00:04:58.000]  你們知不知道這間屋裡面
[00:04:58.000 --> 00:05:01.440]  這間屋裡面有以弗德和很多神像
[00:05:01.440 --> 00:05:02.880]  有些是直接雕刻
[00:05:02.880 --> 00:05:06.080]  有些是用銀鑄造
[00:05:06.080 --> 00:05:08.920]  很貴重的,你們知不知道
[00:05:08.920 --> 00:05:11.720]  想一想,應該怎麼做
[00:05:11.720 --> 00:05:14.680]  這五個探子很厲害
[00:05:14.680 --> 00:05:15.720]  其實他們應該說
[00:05:15.720 --> 00:05:19.800]  弟兄,兄弟,不如我們去搶它,拿它
[00:05:19.800 --> 00:05:21.960]  這裡有這麼多好東西
[00:05:21.960 --> 00:05:24.120]  大家想一想,怎麼做好
[00:05:24.120 --> 00:05:25.920]  「識做」嘛
[00:05:25.920 --> 00:05:26.920]  現在呢
[00:05:26.920 --> 00:05:30.120]  就如果用今天的術語
[00:05:30.120 --> 00:05:31.920]  香港廣東話就是
[00:05:31.920 --> 00:05:34.520]  你們「識做」嘛
[00:05:34.520 --> 00:05:35.760]  上一檔走一走
[00:05:35.760 --> 00:05:36.960]  你們「識做」嘛
[00:05:36.960 --> 00:05:38.120]  我們「識做」啦
[00:05:38.120 --> 00:05:39.040]  「識唔識做」呀
[00:05:39.040 --> 00:05:41.520]  搶它咯,這樣的意思
[00:05:41.520 --> 00:05:45.520]  五個人就進入米家的住宅
[00:05:45.520 --> 00:05:47.240]  五個人進去了
[00:05:47.240 --> 00:05:53.320]  就去到少年利美人的房內問他好
[00:05:53.320 --> 00:05:55.600]  「識晒路」,記住了
[00:05:55.600 --> 00:05:57.240]  不愧為探子
[00:05:57.240 --> 00:05:59.280]  直接就進了他家之後
[00:05:59.280 --> 00:06:03.320]  通常就是以為有人來到
[00:06:03.320 --> 00:06:06.200]  獻祭或者什麼給香油求問
[00:06:06.200 --> 00:06:08.520]  但是可能那邊很靜
[00:06:08.520 --> 00:06:10.960]  利美人就在自己的房間
[00:06:10.960 --> 00:06:13.480]  沒有人,他們直接進去到利美人的家
[00:06:13.480 --> 00:06:16.160]  因為他在那裏住過
[00:06:16.160 --> 00:06:19.320]  去到利美人的房間裏面
[00:06:19.320 --> 00:06:21.120]  「有沒有人呀?有,在這裏」
[00:06:21.120 --> 00:06:22.920]  「哎呀,好嘛,好久沒有見你」
[00:06:22.920 --> 00:06:24.720]  「哎呀,你們五位呀」
[00:06:24.720 --> 00:06:27.720]  「你們都是彈支派的嘛」
[00:06:27.720 --> 00:06:28.600]  「是呀,是呀」
[00:06:28.600 --> 00:06:29.600]  「又是你回來」
[00:06:29.600 --> 00:06:31.680]  「是呀,是呀,我們回來找你」
[00:06:31.680 --> 00:06:34.760]  「上次不是請你和我們求問嗎」
[00:06:34.760 --> 00:06:36.880]  「我們前程是怎樣的?」
[00:06:36.880 --> 00:06:38.040]  「你說平安嘛」
[00:06:38.040 --> 00:06:39.000]  「真是平安」
[00:06:39.000 --> 00:06:41.320]  「好嘢,好準」
[00:06:41.320 --> 00:06:45.560]  進去問他好,看他在不在
[00:06:45.560 --> 00:06:48.360]  那六百人沒有進去
[00:06:48.360 --> 00:06:50.240]  那六百人就站在門口
[00:06:50.240 --> 00:06:52.880]  各帶兵器站在門口
[00:06:52.880 --> 00:06:54.200]  六百人站在門口
[00:06:54.200 --> 00:06:58.400]  拿著兵器就等他們出來
[00:06:58.400 --> 00:07:04.320]  窺探地的五個人走進去
[00:07:04.320 --> 00:07:06.640]  進去了,進去做什麼呢?
