
[00:00:00.000 --> 00:00:01.280]  各位同學們 大家好
[00:00:01.280 --> 00:00:08.320]  有時候父母會問一下自己的子女
[00:00:08.320 --> 00:00:11.600]  特別是一些剛剛懂得說話的子女
[00:00:11.600 --> 00:00:12.440]  問一下他們
[00:00:12.440 --> 00:00:14.360]  我是誰啊
[00:00:14.360 --> 00:00:18.120]  我想他們都很期望自己的小朋友
[00:00:18.120 --> 00:00:21.040]  可以確認自己的身份
[00:00:21.040 --> 00:00:23.560]  可以叫一聲爸爸 叫一聲媽媽
[00:00:23.560 --> 00:00:29.360]  我想不僅僅是一個身份的確認
[00:00:29.360 --> 00:00:31.600]  因為爸爸媽媽這個身份
[00:00:31.600 --> 00:00:33.840]  不僅僅是叫一聲
[00:00:33.840 --> 00:00:37.000]  更加是有一個很特殊的
[00:00:37.000 --> 00:00:39.960]  很寶貴的意義在內
[00:00:39.960 --> 00:00:44.120]  當然有些問題可能是考核的
[00:00:44.120 --> 00:00:45.840]  或者是考驗的
[00:00:45.840 --> 00:00:48.080]  就是看你懂不懂一些東西
[00:00:48.080 --> 00:00:51.080]  可能我們在過去讀書的時候
[00:00:51.080 --> 00:00:52.640]  或者我們上班的時候
[00:00:52.640 --> 00:00:56.080]  我們的老師 我們的老闆會問你一些問題
[00:00:56.080 --> 00:00:58.760]  那時候我們通常都很緊張
[00:00:58.760 --> 00:01:03.960]  可不可以回答到或者滿足到他們的一些要求
[00:01:03.960 --> 00:01:09.600]  近日我在學校教育局來做focus inspection
[00:01:09.600 --> 00:01:11.120]  就是在做我的科目
[00:01:11.120 --> 00:01:13.880]  我經常看到教育局的人
[00:01:13.880 --> 00:01:15.960]  我這麼有經驗 我都很害怕
[00:01:15.960 --> 00:01:17.520]  他們經常叫我「你不用那麼緊張」
[00:01:17.520 --> 00:01:18.960]  那些教育局的人跟我說
[00:01:18.960 --> 00:01:20.160]  叫我不用那麼緊張
[00:01:20.160 --> 00:01:21.640]  總之我很多東西都回答不了
[00:01:21.640 --> 00:01:23.080]  那時候我的助手經常告訴我
[00:01:23.080 --> 00:01:24.080]  「你有沒有搞錯啊」
[00:01:24.080 --> 00:01:26.760]  「我做了這麼多東西 你不告訴別人啊」
[00:01:26.760 --> 00:01:28.920]  經常說我漏了很多東西
[00:01:28.920 --> 00:01:31.120]  有時問問題就是一些考核
[00:01:31.120 --> 00:01:33.880]  會令到自己很緊張
[00:01:33.880 --> 00:01:37.400]  今日我覺得想分享一個處境
[00:01:37.400 --> 00:01:39.360]  就是在剛才讀的那段經文
[00:01:39.360 --> 00:01:45.360]  我想大家都可以想像一下自己是切身在其中
[00:01:45.360 --> 00:01:50.760]  耶穌在這個時候站在大家的中間
[00:01:50.760 --> 00:01:53.720]  祂問我們一些問題
[00:01:53.720 --> 00:01:56.320]  祂問
[00:01:56.320 --> 00:02:00.040]  「你們知不知道我是誰呢」
[00:02:00.040 --> 00:02:01.800]  祂問
[00:02:01.800 --> 00:02:06.120]  「你知不知道其他人覺得我是誰呢」
[00:02:06.120 --> 00:02:09.800]  如果大家設想這個處境的時候
[00:02:09.800 --> 00:02:13.240]  耶穌今日去問大家的時候
[00:02:13.240 --> 00:02:14.680]  你會怎麼回答呢
[00:02:14.680 --> 00:02:17.760]  這是一條好像挺容易的問題
[00:02:17.760 --> 00:02:20.560]  但好像又不是那麼容易去回答
[00:02:20.560 --> 00:02:22.600]  如果大家剛才真的有想過
[00:02:22.600 --> 00:02:26.800]  耶穌問我們的時候我怎麼回答呢
[00:02:26.800 --> 00:02:30.720]  在今日讀的耶穌其實問了兩條問題
[00:02:30.720 --> 00:02:33.000]  我們先看耶穌問第一條問題
[00:02:33.000 --> 00:02:38.120]  在今日讀的經文的第十三節
[00:02:38.120 --> 00:02:41.400]  耶穌到了凱撒尼亞 菲勒比亞境內
[00:02:41.400 --> 00:02:46.120]  就問門徒 人門說人子是述
[00:02:46.120 --> 00:02:48.760]  如果這一刻耶穌問你 你會怎麼回答呢
[00:02:48.760 --> 00:02:53.720]  這個問題看來其實都不太難回答
[00:02:53.720 --> 00:02:56.120]  因為這個問題不是問你怎麼回答
[00:02:56.120 --> 00:02:57.560]  是問別人怎麼回答
[00:02:57.560 --> 00:03:00.440]  其實可能有些標準答案都未定
[00:03:00.440 --> 00:03:03.480]  就是
[00:03:03.480 --> 00:03:06.280]  牧師怎麼看 你父母怎麼看
[00:03:06.280 --> 00:03:07.560]  你朋友怎麼看
[00:03:07.560 --> 00:03:10.280]  你在社會上怎麼看呢
[00:03:10.280 --> 00:03:12.120]  可能你有找書
[00:03:12.120 --> 00:03:14.560]  或者你有聽別人說
[00:03:14.560 --> 00:03:16.360]  可能你都能回答
[00:03:16.360 --> 00:03:19.640]  當時的門徒回覆就在第十四節那裡
[00:03:19.640 --> 00:03:22.840]  他講有人說是施洗的約翰
[00:03:22.840 --> 00:03:24.480]  有人說是伊利亞
[00:03:24.480 --> 00:03:29.160]  又有人說是耶利米或者先知中的一位
[00:03:29.160 --> 00:03:32.760]  其實這些答案都有一個共通點
[00:03:32.760 --> 00:03:34.640]  伊利亞和耶利米
[00:03:34.640 --> 00:03:38.040]  在傳統上當然是很有名的先知
[00:03:38.040 --> 00:03:40.040]  但是不單單是這樣
[00:03:40.040 --> 00:03:42.200]  在猶太人的傳統裡面
[00:03:42.200 --> 00:03:47.480]  這兩位其實都可以說是彌賽亞彌臨的時候的
[00:03:47.480 --> 00:03:49.400]  一些先鋒
[00:03:49.400 --> 00:03:52.200]  在《馬拉基書》四章五節就曾經這樣過
[00:03:52.200 --> 00:03:56.760]  看耶和華大而可畏之日未到以先
[00:03:56.760 --> 00:04:00.560]  我要猜顯伊利亞先知到你們那裡去
[00:04:00.560 --> 00:04:02.920]  而在猶太人的一些傳統裡面
[00:04:02.920 --> 00:04:07.200]  耶利米其實也是彌賽亞彌之前
[00:04:07.200 --> 00:04:10.840]  一個很重要的象徵
[00:04:10.840 --> 00:04:13.400]  當然施洗約翰就更加清楚了
[00:04:13.400 --> 00:04:14.680]  來到這個世界的時候
[00:04:14.680 --> 00:04:18.840]  修平道路讓耶穌基督來到的當中
[00:04:18.840 --> 00:04:23.120]  但是當然我們知道這些答案都不是很準確
[00:04:23.120 --> 00:04:25.760]  當他們講耶穌是伊利亞
[00:04:25.760 --> 00:04:27.120]  耶穌是耶利米
[00:04:27.120 --> 00:04:29.120]  耶穌是施洗約翰的時候
[00:04:29.120 --> 00:04:32.600]  這些答案都不是很準確
[00:04:32.600 --> 00:04:35.080]  我覺得這條問題
[00:04:35.080 --> 00:04:37.720]  很多時候我們看這段聖經的時候
[00:04:37.720 --> 00:04:39.920]  我們都疏忽了這條問題
[00:04:39.920 --> 00:04:44.400]  或者我們很著重是後面那一題怎麼回答
[00:04:44.400 --> 00:04:47.480]  但是當我再預備這段經文的時候
[00:04:47.480 --> 00:04:50.880]  我在這一條問題上面
[00:04:50.880 --> 00:04:51.960]  我想了很久
[00:04:51.960 --> 00:04:54.880]  為什麼耶穌要先問
[00:04:54.880 --> 00:04:58.000]  別人怎麼看我呢?
[00:04:58.000 --> 00:04:59.920]  不知道大家有沒有問這個問題
[00:04:59.920 --> 00:05:01.160]  如果你是耶穌
[00:05:01.160 --> 00:05:03.360]  可能就直接問
[00:05:03.360 --> 00:05:04.680]  各位門徒
[00:05:04.680 --> 00:05:06.200]  跟了我三年了
[00:05:06.200 --> 00:05:08.120]  你覺得我是誰?
[00:05:08.120 --> 00:05:12.600]  他為什麼要問別人覺得我是誰呢?
[00:05:12.600 --> 00:05:15.440]  可能我們有時候都不是很留意這條問題
[00:05:15.440 --> 00:05:18.080]  我們覺得這條問題就是鋪墊下一條問題
[00:05:18.080 --> 00:05:20.840]  但是當我一直去想的時候
[00:05:20.840 --> 00:05:22.120]  我覺得可能
[00:05:22.120 --> 00:05:24.200]  我們看這條問題的時候
[00:05:24.200 --> 00:05:27.160]  可能都有兩個地方很值得我們去思考
[00:05:27.160 --> 00:05:29.240]  或者值得我們去提醒我們
[00:05:29.240 --> 00:05:31.120]  我覺得第一個地方
[00:05:31.120 --> 00:05:32.240]  就是
[00:05:32.240 --> 00:05:37.880]  不知道這條問題有沒有我們一些信仰的影子
[00:05:37.880 --> 00:05:39.240]  什麼信仰的影子呢?
[00:05:39.240 --> 00:05:43.400]  就是耶穌明明已經在很多人的身邊
[00:05:43.400 --> 00:05:46.040]  很實在地站在那裡
[00:05:46.040 --> 00:05:48.760]  不單止跟門徒
[00:05:48.760 --> 00:05:52.800]  跟當時的一群社會的人生活了很久
[00:05:52.800 --> 00:05:56.640]  但是耶穌已經在這個世界活生生地出現
[00:05:56.640 --> 00:06:04.960]  但是我們只是當他仍然是那位將會彌臨的先鋒
[00:06:04.960 --> 00:06:06.640]  為什麼會這樣呢?
[00:06:06.640 --> 00:06:09.080]  耶穌跟人生活了這麼久
[00:06:09.080 --> 00:06:12.560]  不斷地講他自己的經驗
[00:06:12.560 --> 00:06:14.880]  講天國的福音
[00:06:14.880 --> 00:06:20.720]  為什麼身邊的人仍然不覺得他是那位彌賽亞
[00:06:20.720 --> 00:06:27.800]  反而只是覺得他是那位彌賽亞之前的一位人呢?
[00:06:27.800 --> 00:06:31.080]  我想這裡可能值得我們去想
[00:06:31.080 --> 00:06:35.400]  我想其實可能一個解釋就是
[00:06:35.400 --> 00:06:38.280]  可能當時耶穌的出現
[00:06:38.280 --> 00:06:42.960]  其實每個人對他都有不同的期望
[00:06:42.960 --> 00:06:47.520]  有些人可能期望這位耶穌可以醫好我的病
[00:06:47.520 --> 00:06:50.160]  有些人期望他是一個醫生
[00:06:50.160 --> 00:06:53.840]  有些人期望他是一個解決問題的人
[00:06:53.840 --> 00:06:58.760]  有人期望他是那位可以讓他吃飽的人
[00:06:58.760 --> 00:07:02.920]  甚或那時候有人期望耶穌可以是一位政治的領袖
[00:07:02.920 --> 00:07:07.400]  帶他們、帶猶太人去復國
[00:07:07.400 --> 00:07:11.040]  脫離羅馬人的政府的管治
[00:07:11.040 --> 00:07:14.600]  每個人都有對耶穌不同的期望
[00:07:14.600 --> 00:07:17.280]  但是奇怪
[00:07:17.280 --> 00:07:20.960]  或者令他們不明白的地方就是
[00:07:20.960 --> 00:07:25.360]  可能他們的期望投射在耶穌那裡
[00:07:25.360 --> 00:07:32.280]  耶穌不能夠滿足到他們對耶穌的看法
[00:07:32.280 --> 00:07:35.160]  不知道大家明不明白我的意思在說什麼
[00:07:35.160 --> 00:07:39.200]  我期望耶穌是一位可以幫我解決問題的人
[00:07:39.200 --> 00:07:44.680]  我期望這個信仰是可以令我生活得很暢順
[00:07:44.680 --> 00:07:46.320]  或者很有滿足感
[00:07:46.320 --> 00:07:48.120]  或者我可以遇到問題
[00:07:48.120 --> 00:07:50.160]  我有力量去面對
[00:07:50.160 --> 00:07:55.320]  我期望這個信仰可以解決現在今天社會所有的問題
[00:07:55.320 --> 00:07:57.960]  我期望這個信仰可以解決我家
[00:07:57.960 --> 00:08:01.360]  或者我和我家人的一些矛盾
[00:08:01.360 --> 00:08:02.960]  我希望這個信仰
[00:08:02.960 --> 00:08:07.000]  我希望耶穌這一刻就可以醫治我的疾病
[00:08:07.000 --> 00:08:08.680]  我希望我的信仰
[00:08:08.680 --> 00:08:11.400]  就好像我聽到很多人所說的
[00:08:11.400 --> 00:08:14.000]  可以一刻就改變了我自己
[00:08:14.000 --> 00:08:16.640]  令我有一個很多罪捆綁的人
[00:08:16.640 --> 00:08:18.240]  然後豁然的開朗
[00:08:18.240 --> 00:08:24.120]  我可以站在台上去分享我得救的見證
[00:08:24.120 --> 00:08:27.120]  很多很多這樣的期望
[00:08:27.120 --> 00:08:33.440]  但是其實各位當我們靜心去看的時候
[00:08:33.440 --> 00:08:35.840]  這些期望不一定是錯的
[00:08:35.840 --> 00:08:37.360]  但是很多時候
[00:08:37.360 --> 00:08:38.600]  很多時候
[00:08:38.600 --> 00:08:44.440]  耶穌不是一定這樣發生在我們身上
[00:08:44.440 --> 00:08:51.560]  這些也未必是耶穌常常去介入歷史的一些方法
[00:08:51.560 --> 00:08:58.480]  各位丁姐妹 我們的信仰是不是還是停留在聽回來的呢
