
[00:00:00.000 --> 00:00:06.000]  今日我們都會坐一齊思想上帝的愛
[00:00:06.000 --> 00:00:08.000]  是永不改變的愛
[00:00:08.000 --> 00:00:10.000]  我請大家坐一齊祈禱
[00:00:10.000 --> 00:00:12.000]  我們同心仰望主
[00:00:12.000 --> 00:00:19.000]  天地的主
[00:00:19.000 --> 00:00:21.000]  我們生命的救主
[00:00:21.000 --> 00:00:24.000]  主在我們感恩不盡
[00:00:24.000 --> 00:00:26.000]  因為我們知道
[00:00:26.000 --> 00:00:28.000]  祢與人同在
[00:00:28.000 --> 00:00:31.000]  正是聖誕節寶貴的信息
[00:00:31.000 --> 00:00:33.000]  主我們體會到
[00:00:33.000 --> 00:00:35.000]  人算不得什麼
[00:00:35.000 --> 00:00:37.000]  但祢顧念我們
[00:00:37.000 --> 00:00:40.000]  主祢樂意以祢自己永恆的愛
[00:00:40.000 --> 00:00:42.000]  來環繞我們
[00:00:42.000 --> 00:00:46.000]  主不單是一種意念
[00:00:46.000 --> 00:00:49.000]  更是祢真實對我們生命的應許
[00:00:49.000 --> 00:00:52.000]  主我們今天在祢面前
[00:00:52.000 --> 00:00:54.000]  我們很盼望我們的敬拜
[00:00:54.000 --> 00:00:56.000]  是祢喜悅的敬拜
[00:00:56.000 --> 00:00:58.000]  因此我們同心合意尊崇祢
[00:00:58.000 --> 00:01:00.000]  高舉祢
[00:01:00.000 --> 00:01:02.000]  也很願意在我們生活上
[00:01:02.000 --> 00:01:05.000]  我們真是高舉祢自己的聖名
[00:01:05.000 --> 00:01:07.000]  上上皆來去依靠祢
[00:01:07.000 --> 00:01:10.000]  去按著祢的心意來生活
[00:01:10.000 --> 00:01:12.000]  表明了我們尊祢為大
[00:01:12.000 --> 00:01:14.000]  尊祢為主
[00:01:14.000 --> 00:01:16.000]  如今我們都一齊來打開聖經
[00:01:16.000 --> 00:01:19.000]  主我們很願意來明白祢的道
[00:01:19.000 --> 00:01:21.000]  也去聽從祢的道
[00:01:21.000 --> 00:01:24.000]  因主求祢再一次來帶領我們
[00:01:24.000 --> 00:01:27.000]  讓我們在祢的話語當中蒙恩領受
[00:01:27.000 --> 00:01:29.000]  主我們眾位弟兄姊妹
[00:01:29.000 --> 00:01:31.000]  在不同的處境不同的狀況
[00:01:31.000 --> 00:01:33.000]  主祢知道
[00:01:33.000 --> 00:01:35.000]  但是主啊求祢不讓任何的事情
[00:01:35.000 --> 00:01:38.000]  成為了我們心靈當中的障礙
[00:01:38.000 --> 00:01:42.000]  讓我們仍然聽到祢的聲音
[00:01:42.000 --> 00:01:44.000]  經歷祢的慈愛
[00:01:44.000 --> 00:01:47.000]  又知道緊緊的跟隨祢
[00:01:47.000 --> 00:01:49.000]  主啊我們等候祢
[00:01:49.000 --> 00:01:52.000]  願祢再一次來向我們說話
[00:01:52.000 --> 00:01:54.000]  向我們施恩
[00:01:54.000 --> 00:01:55.000]  我們同心祈禱
[00:01:55.000 --> 00:01:57.000]  奉耶穌名字求
[00:01:57.000 --> 00:01:59.000]  阿們
[00:02:23.000 --> 00:02:26.000]  我就很快想起一件事情
[00:02:26.000 --> 00:02:29.000]  早年我留意到一個報道
[00:02:29.000 --> 00:02:31.000]  是在美國一對夫婦
[00:02:31.000 --> 00:02:33.000]  同樣是週年結婚紀念
[00:02:33.000 --> 00:02:35.000]  不過就不是20年
[00:02:35.000 --> 00:02:38.000]  他們是60週年結婚紀念
[00:02:38.000 --> 00:02:40.000]  你可以想像他們年紀都不小
[00:02:40.000 --> 00:02:42.000]  是轉婚
[00:02:42.000 --> 00:02:45.000]  當時很多人一起幫他們慶祝的時候
[00:02:45.000 --> 00:02:48.000]  他們就很開心地講述一些
[00:02:48.000 --> 00:02:51.000]  他們自己的婚姻的事情
[00:02:51.000 --> 00:02:54.000]  有人就問他們
[00:02:54.000 --> 00:02:55.000]  問他們
[00:02:55.000 --> 00:02:58.000]  是什麼令到你們可以這麼多年
[00:02:58.000 --> 00:03:01.000]  還是這麼夫妻同心
[00:03:01.000 --> 00:03:06.000]  大家還是這麼委身一起相愛生活
[00:03:06.000 --> 00:03:09.000]  我很記得當時一位丈夫
[00:03:09.000 --> 00:03:11.000]  就講了好幾件事情
[00:03:11.000 --> 00:03:13.000]  其中一點他就特別講
[00:03:13.000 --> 00:03:15.000]  他說我很記得我在神面前
[00:03:15.000 --> 00:03:18.000]  和我太太納了盟誓
[00:03:18.000 --> 00:03:22.000]  我不會忘記我曾經和她納了約
[00:03:22.000 --> 00:03:26.000]  我們是有一份約在我們之間
[00:03:26.000 --> 00:03:29.000]  所以生活上曾經都遭遇很多不同的事情
[00:03:29.000 --> 00:03:31.000]  但我不肯放棄
[00:03:31.000 --> 00:03:36.000]  我要堅持著我對她所納的約
[00:03:36.000 --> 00:03:38.000]  當我讀到這裡的時候
[00:03:38.000 --> 00:03:39.000]  我就體會
[00:03:39.000 --> 00:03:42.000]  很多時候在很多的婚姻關係裡面
[00:03:42.000 --> 00:03:45.000]  沒錯不會沒有困難
[00:03:45.000 --> 00:03:47.000]  但在困難當中
[00:03:47.000 --> 00:03:50.000]  人是尊重他所納的約
[00:03:50.000 --> 00:03:52.000]  也真是在神的面前
[00:03:52.000 --> 00:03:54.000]  靠著神的恩惠
[00:03:54.000 --> 00:03:56.000]  來守約
[00:03:56.000 --> 00:03:58.000]  而帶來了一種長久的
[00:03:58.000 --> 00:04:02.000]  一種滿足的委身的關係
[00:04:02.000 --> 00:04:04.000]  但同時我很快就想到
[00:04:04.000 --> 00:04:05.000]  聖經裡面所講到
[00:04:05.000 --> 00:04:08.000]  神與人納約的事實
[00:04:08.000 --> 00:04:10.000]  當你每次領受聖餐的時候
[00:04:10.000 --> 00:04:12.000]  你記得我們信上講到
[00:04:12.000 --> 00:04:15.000]  這杯是我血所納的新約
[00:04:15.000 --> 00:04:18.000]  主耶穌祂透過祂的受死
[00:04:18.000 --> 00:04:21.000]  去待贖了我們的生命
[00:04:21.000 --> 00:04:24.000]  因此與我們納了一個永恆的約
[00:04:24.000 --> 00:04:26.000]  這個約清楚表示
[00:04:26.000 --> 00:04:30.000]  祂是永遠愛我們
[00:04:30.000 --> 00:04:32.000]  因此祂的愛
[00:04:32.000 --> 00:04:34.000]  是以祂的約為基礎的
[00:04:34.000 --> 00:04:38.000]  神愛我們不是一種隨按祂的感情
[00:04:38.000 --> 00:04:39.000]  有時候覺得喜歡
[00:04:39.000 --> 00:04:41.000]  有時候會不喜歡
[00:04:41.000 --> 00:04:42.000]  不是
[00:04:42.000 --> 00:04:44.000]  而按照祂所與我們納的約
[00:04:44.000 --> 00:04:47.000]  祂永遠愛我們
[00:04:47.000 --> 00:04:49.000]  因此今天當我們讀聖經的時候
