
[00:00:00.000 --> 00:00:05.120]  當悲憫之主遇見你
[00:00:05.120 --> 00:00:06.960]  或者說
[00:00:06.960 --> 00:00:13.360]  當你最想遇見悲憫之主的場合
[00:00:13.360 --> 00:00:17.240]  是什麼場合呢?
[00:00:17.240 --> 00:00:19.880]  或者說
[00:00:19.880 --> 00:00:26.200]  在什麼地方最容易遇到悲憫之主呢?
[00:00:26.200 --> 00:00:27.880]  我不是悲憫之主
[00:00:27.880 --> 00:00:32.880]  不過除了在教會之外
[00:00:32.880 --> 00:00:37.280]  或者在我的街坊樓上樓下居住之外
[00:00:37.280 --> 00:00:41.480]  最常見到我做牧師的
[00:00:41.480 --> 00:00:44.200]  只有兩個場所
[00:00:44.200 --> 00:00:46.840]  能猜到哪兩個場所呢?
[00:00:46.840 --> 00:00:48.040]  第一個是什麼?
[00:00:48.040 --> 00:00:49.160]  喪禮當然是
[00:00:49.160 --> 00:00:52.800]  第二呢?
[00:00:52.800 --> 00:00:54.880]  醫院
[00:00:54.880 --> 00:01:00.480]  除了在醫院做醫護人員之外
[00:01:00.480 --> 00:01:02.680]  我去醫院是應該
[00:01:02.680 --> 00:01:04.640]  或者傳道人都是
[00:01:04.640 --> 00:01:07.560]  都是比你們多的
[00:01:07.560 --> 00:01:09.200]  現在我年紀越來越大
[00:01:09.200 --> 00:01:11.560]  我自己也要去醫院檢查身體
[00:01:11.560 --> 00:01:12.160]  修理一下
[00:01:12.160 --> 00:01:14.360]  入廠修理這些叫做
[00:01:14.360 --> 00:01:17.320]  不是入廠修理那些
[00:01:17.320 --> 00:01:19.000]  去醫院探病的
[00:01:19.000 --> 00:01:22.760]  我想是牧者最多
[00:01:22.760 --> 00:01:28.280]  第二就是除了五座殯儀服務的人之外
[00:01:28.280 --> 00:01:31.160]  大家會不會常常出入
[00:01:31.160 --> 00:01:35.840]  阿達吉利士殯儀館的?
[00:01:35.840 --> 00:01:37.480]  就是沒什麼必要都不要去
[00:01:37.480 --> 00:01:39.400]  是不是?
[00:01:39.400 --> 00:01:40.560]  沒什麼必要都不會
[00:01:40.560 --> 00:01:42.760]  無緣無故進去殯儀館那裡走走
[00:01:42.760 --> 00:01:44.040]  不會的
[00:01:44.040 --> 00:01:44.800]  但是做牧師
[00:01:44.800 --> 00:01:48.520]  就是我這些
[00:01:48.520 --> 00:01:51.120]  傳道人很多時候
[00:01:51.120 --> 00:01:55.040]  都會去殯儀館的
[00:01:55.040 --> 00:01:56.760]  今天我們看到一個
[00:01:56.760 --> 00:02:01.960]  相遇於生命和死亡的現場
[00:02:01.960 --> 00:02:05.480]  生命和死亡是一個臨界點
[00:02:05.480 --> 00:02:07.800]  在那個臨界點的場合
[00:02:07.800 --> 00:02:09.080]  那個現場
[00:02:09.080 --> 00:02:11.160]  有一幫人
[00:02:11.160 --> 00:02:14.040]  有些人就是
[00:02:14.040 --> 00:02:15.760]  都要去做的
[00:02:15.760 --> 00:02:19.360]  送殯學員當中那些叫五座的
[00:02:19.360 --> 00:02:21.080]  就是台官那些人
[00:02:21.080 --> 00:02:23.160]  他當然是經常都出現的
[00:02:23.160 --> 00:02:25.520]  他是出現得最多的人
[00:02:25.520 --> 00:02:28.400]  死人一定要出現
[00:02:28.400 --> 00:02:30.800]  他不出現就不叫做送殯
[00:02:30.800 --> 00:02:32.720]  第三就是他的桑家
[00:02:32.720 --> 00:02:34.200]  就是那個寡婦
[00:02:34.200 --> 00:02:35.960]  今天的主角的寡婦
[00:02:35.960 --> 00:02:38.280]  好了 另一方面
[00:02:38.280 --> 00:02:39.440]  不一定在那裡
[00:02:39.440 --> 00:02:41.320]  偶然在那裡
[00:02:41.320 --> 00:02:43.480]  用英文說It so happened
[00:02:43.480 --> 00:02:47.800]  就是耶穌剛剛去完加伯隆
[00:02:47.800 --> 00:02:51.400]  醫好那個伯父長的僕人
[00:02:51.400 --> 00:02:53.080]  還有班門徒
[00:02:53.080 --> 00:02:56.520]  還有因為他在那個地方
[00:02:56.520 --> 00:02:58.040]  做了一個神蹟
[00:02:58.040 --> 00:02:59.320]  就是人都不用到
[00:02:59.320 --> 00:03:02.640]  就醫好了伯父長的僕人
[00:03:02.640 --> 00:03:05.080]  有一幫人跟著他走
[00:03:05.080 --> 00:03:06.200]  由加伯隆
[00:03:06.200 --> 00:03:07.520]  就是加里里的地方
[00:03:07.520 --> 00:03:10.120]  去拿因都不是很遠的路程
[00:03:10.120 --> 00:03:12.280]  所以有古冠說他在翌日
[00:03:12.280 --> 00:03:14.840]  翌日就去到拿因城
[00:03:14.840 --> 00:03:17.000]  拿因城是一個很小的地方
[00:03:17.000 --> 00:03:18.840]  去到城門口
[00:03:18.840 --> 00:03:20.280]  俠路相逢
[00:03:20.280 --> 00:03:21.200]  為什麼要在城門口
[00:03:21.200 --> 00:03:22.480]  俠路相逢呢
[00:03:22.480 --> 00:03:23.880]  耶穌和那幫門徒
[00:03:23.880 --> 00:03:25.960]  還有一幫跟著耶穌的人
[00:03:25.960 --> 00:03:28.600]  他不知道會遇到什麼
[00:03:28.600 --> 00:03:29.440]  哎呀 大家的事
[00:03:29.440 --> 00:03:30.480]  初一是這樣的
[00:03:30.480 --> 00:03:32.160]  我們中國人就是這樣的
[00:03:32.160 --> 00:03:36.040]  大家如果在路上俠路相逢
[00:03:36.040 --> 00:03:37.400]  遇到出殯的行列
[00:03:37.400 --> 00:03:38.840]  你會怎樣
[00:03:38.840 --> 00:03:39.880]  現在在加拿大
[00:03:39.880 --> 00:03:43.160]  通常我們越來越少了
[00:03:43.160 --> 00:03:44.600]  以前幾十年前
[00:03:44.600 --> 00:03:48.440]  我還多一些的
[00:03:48.440 --> 00:03:51.800]  殯儀館的唐人街
[00:03:51.800 --> 00:03:53.560]  很多人都住在唐人街
[00:03:53.560 --> 00:03:55.800]  我最初在溫哥華的時候
[00:03:55.800 --> 00:03:59.600]  他們就要將那個靈車
[00:03:59.600 --> 00:04:01.400]  那個棺木
[00:04:01.400 --> 00:04:02.960]  繞回家門口一轉
[00:04:02.960 --> 00:04:04.880]  不知道他們為什麼有這樣的習慣
[00:04:04.880 --> 00:04:07.400]  好了 唐人街真是
[00:04:07.400 --> 00:04:10.560]  老有責任就多了
[00:04:10.560 --> 00:04:11.760]  整個封瓶行列
[00:04:11.760 --> 00:04:15.200]  這樣一路走 很容易碰到它
[00:04:15.200 --> 00:04:17.560]  中國人面對這些出殯行列
[00:04:17.560 --> 00:04:18.840]  會怎樣
[00:04:18.840 --> 00:04:20.320]  佛達加里斯
[00:04:20.320 --> 00:04:21.520]  今天真是
[00:04:21.520 --> 00:04:26.840]  哎 回去真是要先洗個澡
[00:04:26.840 --> 00:04:29.400]  認為不是一件
[00:04:29.400 --> 00:04:30.560]  他樂意見到的事
[00:04:30.560 --> 00:04:31.520]  總而言之
[00:04:31.520 --> 00:04:34.000]  每個人的心情是不同的
[00:04:34.000 --> 00:04:35.040]  有些人就說無所謂
[00:04:35.040 --> 00:04:36.160]  很多人都
[00:04:36.160 --> 00:04:38.280]  中國人是很介意的
[00:04:38.280 --> 00:04:40.280]  總之不安樂
[00:04:40.280 --> 00:04:47.920]  有時聽人說這些不乾淨的事
[00:04:47.920 --> 00:04:50.000]  或者這些不吉利的事
[00:04:50.000 --> 00:04:51.760]  不想碰到的
[00:04:51.760 --> 00:04:52.520]  而且但是
[00:04:52.520 --> 00:04:55.800]  俠路上的城門口是沒有的
[00:04:55.800 --> 00:04:59.080]  因為出殯一定要出城門外的
[00:04:59.080 --> 00:05:02.280]  那個葬禮一定要在城門外面
[00:05:02.280 --> 00:05:04.280]  人居住的地方的外面
[00:05:04.280 --> 00:05:06.280]  城門口的界線
[00:05:06.280 --> 00:05:09.680]  死的人就要到外面葬在那裡
